site_code,region_name,region_lat_name,region_code_label,avg_site_lat,sst20_summer_mean_c,sst20_summer_sd_c,sst21_summer_mean_c,sst21_summer_sd_c,sst22_summer_mean_c,sst22_summer_sd_c,sst23_summer_mean_c,sst23_summer_sd_c,sst24_summer_mean_c,sst24_summer_sd_c,region_code,region_name_label,samples,sites,mean_5yr_site
PS_YB,WA_PS,8,"Padilla Bay, Washington",48.5239166667,13.305322013917523,1.9124795959512648,12.995352447141496,1.2344418564346522,14.621784048653687,2.4055150942724275,13.263726228356141,1.2753465971442952,13.263726228356141,1.2753465971442952,WA_PSa,"Puget Sound & Padilla Bay, Washington",165,11,13.489982193284998
PS_SP,WA_PS,8,"Padilla Bay, Washington",48.5092333333,13.027079582214355,1.887868881225586,12.688018798828125,1.2238961458206177,14.459330558776855,2.384887933731079,12.96857738494873,1.3128710985183716,12.96857738494873,1.3128710985183716,WA_PSa,"Puget Sound & Padilla Bay, Washington",165,11,13.22231674194336
PS_SH,WA_PS,8,"Padilla Bay, Washington",48.5049834175,13.093114844479237,1.808030034164825,12.841248358301378,1.19139027844471,14.472431088642898,2.369025398353974,13.109783964655005,1.260150601011682,13.109783964655005,1.260150601011682,WA_PSa,"Puget Sound & Padilla Bay, Washington",165,11,13.325272444146705
PS_BV,WA_PS,8,"Padilla Bay, Washington",48.48575823,13.475298508610207,1.9954264606169232,12.874910723112835,1.2742113379827793,14.663027402238091,2.4091137660526236,13.33860711594453,1.286601965357384,13.33860711594453,1.286601965357384,WA_PSa,"Puget Sound & Padilla Bay, Washington",165,11,13.538090173170039
PS_FB,WA_PS,8,"San Juan Islands, Washington",48.482629825,11.708964347839355,1.0215023756027222,12.421162605285645,0.8995930552482605,13.55205249786377,2.101489543914795,12.354817390441895,1.125441312789917,12.354817390441895,1.125441312789917,WA_PSb,"Puget Sound & Padilla Bay, Washington",165,11,12.478362846374512
PS_FJ,WA_PS,8,"San Juan Islands, Washington",48.468704175,11.82410717010498,1.110031247138977,12.32929515838623,0.9213788509368896,13.62720775604248,2.1440536975860596,12.35003662109375,1.1366780996322632,12.35003662109375,1.1366780996322632,WA_PSb,"Puget Sound & Padilla Bay, Washington",165,11,12.496136665344238
WB_DP,WA_WB,9,"Willapa Bay, Washington",46.995355000000004,14.608378410339355,0.5976177453994751,14.59361743927002,0.5521535873413086,14.51214599609375,1.0462257862091064,14.165669441223145,1.452114224433899,14.165669441223145,1.452114224433899,WA_WB,"Willapa Bay, Washington",115,9,14.409096145629883
WB_WP,WA_WB,9,"Willapa Bay, Washington",46.89035,15.095001220703125,0.6698768734931946,15.22132396697998,0.40167921781539917,14.70948314666748,1.077083945274353,14.686981201171875,1.6762818098068237,14.686981201171875,1.6762818098068237,WA_WB,"Willapa Bay, Washington",115,9,14.879954147338868
WB_SB,WA_WB,9,"Willapa Bay, Washington",46.879095,15.15753173828125,0.6855868101119995,15.293131828308105,0.3791090250015259,14.72502613067627,1.0815497636795044,14.74610424041748,1.698889970779419,14.74610424041748,1.698889970779419,WA_WB,"Willapa Bay, Washington",115,9,14.933579635620116
WB_WR,WA_WB,9,"Willapa Bay, Washington",46.6905566666667,16.46962547302246,1.0530507564544678,16.898122787475586,0.5028620958328247,15.02802562713623,1.105926275253296,16.07877540588379,2.25809907913208,16.07877540588379,2.25809907913208,WA_WB,"Willapa Bay, Washington",115,9,16.110664939880373
WB_SP,WA_WB,9,"Willapa Bay, Washington",46.6802,16.47641944885254,1.0317529439926147,16.928192138671875,0.525030255317688,15.05317211151123,1.1154413223266602,16.111328125,2.273984909057617,16.111328125,2.273984909057617,WA_WB,"Willapa Bay, Washington",115,9,16.13608798980713
WB_CO,WA_WB,9,"Willapa Bay, Washington",46.6722,16.40802001953125,0.9676393866539001,16.88448143005371,0.5449466109275818,15.08953857421875,1.1415865421295166,16.093994140625,2.271120309829712,16.093994140625,2.271120309829712,WA_WB,"Willapa Bay, Washington",115,9,16.114005661010744
WB_BC,WA_WB,9,"Willapa Bay, Washington",46.6154695238095,16.65277099609375,0.9886218309402466,17.224355697631836,0.6598275303840637,15.163533210754395,1.129579782485962,16.36281394958496,2.3684885501861572,16.36281394958496,2.3684885501861572,WA_WB,"Willapa Bay, Washington",115,9,16.35325756072998
WB_ST,WA_WB,9,"Willapa Bay, Washington",46.59383,16.450836181640625,0.8305792808532715,17.064748764038086,0.7064464688301086,15.251251220703125,1.190658688545227,16.26698875427246,2.334805965423584,16.26698875427246,2.334805965423584,WA_WB,"Willapa Bay, Washington",115,9,16.26016273498535
WB_PA,WA_WB,9,"Willapa Bay, Washington",46.4954275,16.31821294425614,0.7318643574772047,16.97821349596821,0.8126293986840126,15.345728074956515,1.2514860667858918,16.194215693150362,2.36024669719212,16.194215693150362,2.36024669719212,WA_WB,"Willapa Bay, Washington",115,9,16.206117180296317
YB_F,OR_YB,10,"Yaquina Bay, Oregon",44.6238,12.54076099395752,0.37912851572036743,12.826558113098145,0.6695713996887207,13.3018798828125,0.3222765326499939,12.46757984161377,1.367995262145996,12.46757984161377,1.367995262145996,OR_YB,"Yaquina Bay, Oregon",73,4,12.720871734619141
YB_SBN,OR_YB,10,"Yaquina Bay, Oregon",44.6228154375,12.461934089660645,0.3680703639984131,12.74122142791748,0.6951940059661865,13.21729564666748,0.3231339454650879,12.349080085754395,1.3181087970733643,12.349080085754395,1.3181087970733643,OR_YB,"Yaquina Bay, Oregon",73,4,12.623722267150878
YB_IF,OR_YB,10,"Yaquina Bay, Oregon",44.618267,12.480998039245605,0.37062785029411316,12.76172924041748,0.6883140802383423,13.23790454864502,0.3220648765563965,12.378265380859375,1.3308560848236084,12.378265380859375,1.3308560848236084,OR_YB,"Yaquina Bay, Oregon",73,4,12.64743251800537
YB_SBS,OR_YB,10,"Yaquina Bay, Oregon",44.612145,12.801156832303613,0.38068362806344086,13.086799893535403,0.6536904139325797,13.514676619586687,0.37174151295182334,12.800106403225879,1.4684041093080265,12.800106403225879,1.4684041093080265,OR_YB,"Yaquina Bay, Oregon",73,4,13.000569230375492
CB_BV,OR_CB,11,"Coos Bay, Oregon",43.35965,11.844340324401855,0.430553138256073,12.26744556427002,0.8635967969894409,13.107584953308105,0.7339257597923279,12.854217529296875,1.8352549076080322,12.854217529296875,1.8352549076080322,OR_CB,"Coos Bay, Oregon",27,2,12.585561180114746
CB_FP,OR_CB,11,"Coos Bay, Oregon",43.35965,12.260725612938407,0.36795966047793627,12.733983857929704,0.74862790517509,13.399255183339116,0.7690747710876167,13.371023558080196,2.0415276836603886,13.371023558080196,2.0415276836603886,OR_CB,"Coos Bay, Oregon",27,2,13.027202354073523
HB_EB,CA_HB,12,"Humboldt Bay, California",40.803473,12.682368275151312,0.8765846946536967,12.548055922000396,0.28343418261497844,13.762596576201267,1.3689213226465853,13.003972330076623,1.3863505443495903,13.003972330076623,1.3863505443495903,CA_HB,"Humboldt Bay, California",16,3,13.000193086701245
HB_SR,CA_HB,12,"Humboldt Bay, California",40.772352,12.587982177734375,0.8104920387268066,12.458709716796875,0.27089086174964905,13.583892822265625,1.2964284420013428,12.910075187683105,1.3659029006958008,12.910075187683105,1.3659029006958008,CA_HB,"Humboldt Bay, California",16,3,12.890147018432618
HB_KS,CA_HB,12,"Humboldt Bay, California",40.737335,12.72031853236065,0.8415943268873116,12.591776879134368,0.28862894245379944,13.81143090638472,1.3966742554270954,12.991601097357293,1.4121126496524186,12.991601097357293,1.4121126496524186,CA_HB,"Humboldt Bay, California",16,3,13.021345702518865
NC_B,CA_NC,13,"Bodega Bay, California",38.3339,12.885879427149508,0.7539935524092137,13.719915995980175,1.1421600199683524,12.257959981909679,1.3950504172768068,13.606089866107242,1.4538607346668904,13.606089866107242,1.4538607346668904,CA_NCa,"Bodega Bay, California",63,7,13.215187027450769
NC_WP,CA_NC,13,"Bodega Bay, California",38.31916025,12.902866593820077,0.7578992205195958,13.733501360857929,1.1545851467273858,12.280184392575865,1.4147810897120725,13.611324330082645,1.4456944970731387,13.611324330082645,1.4456944970731387,CA_NCa,"Bodega Bay, California",63,7,13.227840201483833
NC_D,CA_NC,13,"Bodega Bay, California",38.30995,12.900677830485975,0.7614830610273925,13.730147733526715,1.1611459079266935,12.290243853283465,1.423264265228799,13.60494512757339,1.4419357199116614,13.60494512757339,1.4419357199116614,CA_NCa,"Bodega Bay, California",63,7,13.226191934488588
NC_NC,CA_NC,13,"Bodega Bay, California",38.2054146428571,13.132582783413161,0.7671149331602832,13.913807326941182,1.2339606825396308,12.497610709650054,1.569129075935419,13.714809280505284,1.3693691926608558,13.714809280505284,1.3693691926608558,CA_NCa,"Bodega Bay, California",63,7,13.394723876202994
NC_BL,CA_NC,13,"Bodega Bay, California",38.184255,13.1764732227769,0.7675851594570071,13.94130524923635,1.2448266306588818,12.548983846708786,1.5951234853544896,13.730407222481661,1.3485777378082275,13.730407222481661,1.3485777378082275,CA_NCa,"Bodega Bay, California",63,7,13.425515352737072
NC_E,CA_NC,13,"Bodega Bay, California",38.10503,13.536813816958912,0.7711531452936669,14.181431109284702,1.272094189304195,12.89522509901491,1.7192422563082548,13.9060048717342,1.2192877994824762,13.9060048717342,1.2192877994824762,CA_NCa,"Bodega Bay, California",63,7,13.685095953745385
NC_DE,CA_NC,13,"San Francisco Bay 2, California",38.06559,13.382739086945852,0.8018210991389221,14.052587616443637,1.299272459248702,12.886632008022733,1.7411509863204433,13.78291764921612,1.22215971334113,13.78291764921612,1.22215971334113,CA_NCc,"Bodega Bay, California",63,7,13.577558801968893
NC_PS,CA_SF,14,"San Francisco Bay 1, California",37.9725825,18.044504165649414,0.5798079967498779,17.41082763671875,0.48713773488998413,14.36601734161377,1.8051371574401855,17.65793800354004,1.1977086067199707,17.65793800354004,1.1977086067199707,CA_NCb,"San Francisco Bay, California",48,3,17.0274450302124
