motu,motu_swarm,asv,curated,lulu_rank,found_taxa,common_name,rank,identity_percentage,evalue,kingdom,phylum,class,order,family,genus,freshwater_only,biogeographical_notes,group,fish_base_url,n_dups,remove
motu41,motu41,ASV44,parent,40,Acanthogobius flavimanus,Yellowfin goby,species,100,9.32e-84,Eukaryota,Chordata,Teleostei,Gobiiformes,Gobiidae,Acanthogobius,0,japan,NA,NA,1,NA
motu41,motu41,ASV103,parent,40,Acanthogobius flavimanus,Yellowfin goby,species,100,9.32e-84,Eukaryota,Chordata,Teleostei,Gobiiformes,Gobiidae,Acanthogobius,0,japan,NA,NA,1,NA
motu41,motu41,ASV234,parent,40,Acanthogobius flavimanus,Yellowfin goby,species,100,9.32e-84,Eukaryota,Chordata,Teleostei,Gobiiformes,Gobiidae,Acanthogobius,0,japan,NA,NA,1,NA
motu318,motu318,ASV798,parent,336,Agonidae,Poacher family,family,98.817,1.58e-81,Eukaryota,Chordata,Teleostei,Perciformes,Agonidae,NA,0,NA,NA,NA,NA,NA
motu189,motu189,ASV417,parent,198,Agonopsis vulsa,Northern spearnose poacher,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Agonidae,Agonopsis,0,NA,NA,NA,NA,NA
motu169,motu169,ASV346,parent,137,Albula,Bonefish species,genus,94.444,1.0200000000000001e-73,Eukaryota,Chordata,Teleostei,Albuliformes,Albulidae,Albula,0,NA,NA,NA,NA,NA
motu169,motu169,ASV368,parent,137,Albula,Bonefish species,genus,94.444,1.0200000000000001e-73,Eukaryota,Chordata,Teleostei,Albuliformes,Albulidae,Albula,0,NA,NA,NA,NA,NA
motu162,motu162,ASV316,parent,170,Alosa sapidissima,American shad,species,100,4.49e-87,Eukaryota,Chordata,Teleostei,Clupeiformes,Alosidae,Alosa,0,NA,NA,NA,NA,NA
motu21,motu21,ASV22,parent,22,Ammodytes personatus,Pacific sandlance,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Ammodytidae,Ammodytes,0,NA,Forage fish,https://www.fishbase.ca/summary/Ammodytes-personatus.html,1,NA
motu21,motu21,ASV159,parent,22,Ammodytes personatus,Pacific sandlance,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Ammodytidae,Ammodytes,0,NA,Forage fish,https://www.fishbase.ca/summary/Ammodytes-personatus.html,1,NA
motu21,motu21,ASV539,parent,22,Ammodytes personatus,Pacific sandlance,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Ammodytidae,Ammodytes,0,NA,Forage fish,https://www.fishbase.ca/summary/Ammodytes-personatus.html,1,NA
motu21,motu21,ASV1048,parent,22,Ammodytes personatus,Pacific sandlance,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Ammodytidae,Ammodytes,0,NA,Forage fish,https://www.fishbase.ca/summary/Ammodytes-personatus.html,1,NA
motu21,motu21,ASV1225,parent,22,Ammodytes personatus,Pacific sandlance,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Ammodytidae,Ammodytes,0,NA,Forage fish,https://www.fishbase.ca/summary/Ammodytes-personatus.html,1,NA
motu21,motu21,ASV1262,parent,22,Ammodytes personatus,Pacific sandlance,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Ammodytidae,Ammodytes,0,NA,Forage fish,https://www.fishbase.ca/summary/Ammodytes-personatus.html,1,NA
motu21,motu21,ASV1274,parent,22,Ammodytes personatus,Pacific sandlance,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Ammodytidae,Ammodytes,0,NA,Forage fish,https://www.fishbase.ca/summary/Ammodytes-personatus.html,1,NA
motu21,motu21,ASV1693,parent,22,Ammodytes personatus,Pacific sandlance,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Ammodytidae,Ammodytes,0,NA,Forage fish,https://www.fishbase.ca/summary/Ammodytes-personatus.html,1,NA
motu21,motu21,ASV1695,parent,22,Ammodytes personatus,Pacific sandlance,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Ammodytidae,Ammodytes,0,NA,Forage fish,https://www.fishbase.ca/summary/Ammodytes-personatus.html,1,NA
motu21,motu21,ASV1698,parent,22,Ammodytes personatus,Pacific sandlance,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Ammodytidae,Ammodytes,0,NA,Forage fish,https://www.fishbase.ca/summary/Ammodytes-personatus.html,1,NA
motu21,motu21,ASV1709,parent,22,Ammodytes personatus,Pacific sandlance,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Ammodytidae,Ammodytes,0,NA,Forage fish,https://www.fishbase.ca/summary/Ammodytes-personatus.html,1,NA
motu21,motu21,ASV1787,parent,22,Ammodytes personatus,Pacific sandlance,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Ammodytidae,Ammodytes,0,NA,Forage fish,https://www.fishbase.ca/summary/Ammodytes-personatus.html,1,NA
motu21,motu21,ASV1806,parent,22,Ammodytes personatus,Pacific sandlance,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Ammodytidae,Ammodytes,0,NA,Forage fish,https://www.fishbase.ca/summary/Ammodytes-personatus.html,1,NA
motu21,motu21,ASV2305,parent,22,Ammodytes personatus,Pacific sandlance,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Ammodytidae,Ammodytes,0,NA,Forage fish,https://www.fishbase.ca/summary/Ammodytes-personatus.html,1,NA
motu21,motu21,ASV2363,parent,22,Ammodytes personatus,Pacific sandlance,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Ammodytidae,Ammodytes,0,NA,Forage fish,https://www.fishbase.ca/summary/Ammodytes-personatus.html,1,NA
motu21,motu21,ASV2486,parent,22,Ammodytes personatus,Pacific sandlance,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Ammodytidae,Ammodytes,0,NA,Forage fish,https://www.fishbase.ca/summary/Ammodytes-personatus.html,1,NA
motu21,motu21,ASV2503,parent,22,Ammodytes personatus,Pacific sandlance,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Ammodytidae,Ammodytes,0,NA,Forage fish,https://www.fishbase.ca/summary/Ammodytes-personatus.html,1,NA
motu21,motu21,ASV2535,parent,22,Ammodytes personatus,Pacific sandlance,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Ammodytidae,Ammodytes,0,NA,Forage fish,https://www.fishbase.ca/summary/Ammodytes-personatus.html,1,NA
motu21,motu21,ASV2606,parent,22,Ammodytes personatus,Pacific sandlance,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Ammodytidae,Ammodytes,0,NA,Forage fish,https://www.fishbase.ca/summary/Ammodytes-personatus.html,1,NA
motu21,motu21,ASV2780,parent,22,Ammodytes personatus,Pacific sandlance,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Ammodytidae,Ammodytes,0,NA,Forage fish,https://www.fishbase.ca/summary/Ammodytes-personatus.html,1,NA
motu21,motu21,ASV2817,parent,22,Ammodytes personatus,Pacific sandlance,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Ammodytidae,Ammodytes,0,NA,Forage fish,https://www.fishbase.ca/summary/Ammodytes-personatus.html,1,NA
motu21,motu21,ASV3196,parent,22,Ammodytes personatus,Pacific sandlance,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Ammodytidae,Ammodytes,0,NA,Forage fish,https://www.fishbase.ca/summary/Ammodytes-personatus.html,1,NA
motu21,motu21,ASV3301,parent,22,Ammodytes personatus,Pacific sandlance,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Ammodytidae,Ammodytes,0,NA,Forage fish,https://www.fishbase.ca/summary/Ammodytes-personatus.html,1,NA
motu21,motu21,ASV3371,parent,22,Ammodytes personatus,Pacific sandlance,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Ammodytidae,Ammodytes,0,NA,Forage fish,https://www.fishbase.ca/summary/Ammodytes-personatus.html,1,NA
motu21,motu21,ASV2091,parent,22,Ammodytes personatus,Pacific sandlance,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Ammodytidae,Ammodytes,0,NA,Forage fish,https://www.fishbase.ca/summary/Ammodytes-personatus.html,1,NA
motu332,motu332,ASV841,parent,350,Ammodytes personatus,Pacific sandlance,species,98.81,5.69e-81,Eukaryota,Chordata,Teleostei,Perciformes,Ammodytidae,Ammodytes,0,NA,Forage fish,https://www.fishbase.ca/summary/Ammodytes-personatus.html,1,NA
motu553,motu553,ASV1536,parent,579,Ammodytes personatus,Pacific sandlance,species,98.817,1.58e-81,Eukaryota,Chordata,Teleostei,Perciformes,Ammodytidae,Ammodytes,0,NA,Forage fish,https://www.fishbase.ca/summary/Ammodytes-personatus.html,1,NA
motu915,motu915,ASV2485,parent,933,Ammodytes personatus,Pacific sandlance,species,98.214,2.6500000000000002e-79,Eukaryota,Chordata,Teleostei,Perciformes,Ammodytidae,Ammodytes,0,NA,Forage fish,https://www.fishbase.ca/summary/Ammodytes-personatus.html,1,NA
motu944,motu944,ASV2554,parent,960,Ammodytes personatus,Pacific sandlance,species,98.225,2.6300000000000003e-79,Eukaryota,Chordata,Teleostei,Perciformes,Ammodytidae,Ammodytes,0,NA,Forage fish,https://www.fishbase.ca/summary/Ammodytes-personatus.html,1,NA
motu1031,motu1031,ASV2756,parent,1043,Ammodytes personatus,Pacific sandlance,species,98.817,1.58e-81,Eukaryota,Chordata,Teleostei,Perciformes,Ammodytidae,Ammodytes,0,NA,Forage fish,https://www.fishbase.ca/summary/Ammodytes-personatus.html,1,NA
motu1335,motu1335,ASV3356,parent,1345,Ammodytes personatus,Pacific sandlance,species,98.817,1.58e-81,Eukaryota,Chordata,Teleostei,Perciformes,Ammodytidae,Ammodytes,0,NA,Forage fish,https://www.fishbase.ca/summary/Ammodytes-personatus.html,1,NA
motu175,motu175,ASV365,parent,181,Anarrhichthys ocellatus,Wolf eel,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Anarhichadidae,Anarrhichthys,0,NA,NA,NA,1,NA
motu171,motu171,ASV358,parent,178,Anas,Duck,offtarget,100,8.099999999999999e-95,Eukaryota,Chordata,Aves,Anseriformes,Anatidae,Anas,NA,NA,NA,NA,NA,NA
motu234,motu234,ASV557,parent,255,Anas,Duck,offtarget,94.241,1.42e-77,Eukaryota,Chordata,Aves,Anseriformes,Anatidae,Anas,NA,NA,NA,NA,NA,NA
motu238,motu238,ASV572,parent,259,Anas,Duck,offtarget,94.18,5.0400000000000005e-77,Eukaryota,Chordata,Aves,Anseriformes,Anatidae,Anas,NA,NA,NA,NA,NA,NA
motu619,motu619,ASV1707,parent,647,Anas,Duck,offtarget,93.651,2.3400000000000003e-75,Eukaryota,Chordata,Aves,Anseriformes,Anatidae,Anas,NA,NA,NA,NA,NA,NA
motu1093,motu1093,ASV2900,parent,1105,Anas,Duck,offtarget,94.18,5.0400000000000005e-77,Eukaryota,Chordata,Aves,Anseriformes,Anatidae,Anas,NA,NA,NA,NA,NA,NA
motu1111,motu1111,ASV2930,parent,1122,Anas,Duck,offtarget,95.187,8.27e-80,Eukaryota,Chordata,Aves,Anseriformes,Anatidae,Anas,NA,NA,NA,NA,NA,NA
motu95,motu95,ASV132,parent,89,Anchoa compressa,Deep body anchovy,species,100,1.6e-86,Eukaryota,Chordata,Teleostei,Clupeiformes,Engraulidae,Anchoa,0,NA,NA,NA,NA,NA
motu95,motu95,ASV436,parent,89,Anchoa compressa,Deep body anchovy,species,100,1.6e-86,Eukaryota,Chordata,Teleostei,Clupeiformes,Engraulidae,Anchoa,0,NA,NA,NA,NA,NA
motu49,motu49,ASV53,parent,41,Anchoa delicatissima,Slough anchovy,species,100,1.6e-86,Eukaryota,Chordata,Teleostei,Clupeiformes,Engraulidae,Anchoa,0,NA,NA,NA,NA,NA
motu49,motu49,ASV66,parent,41,Anchoa delicatissima,Slough anchovy,species,100,1.6e-86,Eukaryota,Chordata,Teleostei,Clupeiformes,Engraulidae,Anchoa,0,NA,NA,NA,NA,NA
motu49,motu49,ASV1017,parent,41,Anchoa delicatissima,Slough anchovy,species,100,1.6e-86,Eukaryota,Chordata,Teleostei,Clupeiformes,Engraulidae,Anchoa,0,NA,NA,NA,NA,NA
motu49,motu49,ASV1148,parent,41,Anchoa delicatissima,Slough anchovy,species,100,1.6e-86,Eukaryota,Chordata,Teleostei,Clupeiformes,Engraulidae,Anchoa,0,NA,NA,NA,NA,NA
motu49,motu49,ASV2181,parent,41,Anchoa delicatissima,Slough anchovy,species,100,1.6e-86,Eukaryota,Chordata,Teleostei,Clupeiformes,Engraulidae,Anchoa,0,NA,NA,NA,NA,NA
motu59,motu59,ASV69,parent,59,Anisotremus davidsonii,Xantic sargo,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Eupercaria incertae sedis,Haemulidae,Anisotremus,0,NA,NA,NA,NA,NA
motu59,motu59,ASV1063,parent,59,Anisotremus davidsonii,Xantic sargo,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Eupercaria incertae sedis,Haemulidae,Anisotremus,0,NA,NA,NA,NA,NA
motu1102,motu1102,ASV2918,parent,1115,Anisotremus davidsonii,Xantic sargo,species,99.401,4.4e-82,Eukaryota,Chordata,Teleostei,Eupercaria incertae sedis,Haemulidae,Anisotremus,0,NA,NA,NA,NA,NA
motu1366,motu1366,ASV3413,parent,1376,Anisotremus davidsonii,Xantic sargo,species,98.817,1.58e-81,Eukaryota,Chordata,Teleostei,Eupercaria incertae sedis,Haemulidae,Anisotremus,0,NA,NA,NA,NA,NA
motu19,motu19,ASV20,parent,21,Anoplarchus,Cockscomb species,genus,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Stichaeidae,Anoplarchus,0,NA,NA,NA,1,NA
motu19,motu19,ASV123,parent,21,Anoplarchus,Cockscomb species,genus,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Stichaeidae,Anoplarchus,0,NA,NA,NA,1,NA
motu19,motu19,ASV307,parent,21,Anoplarchus,Cockscomb species,genus,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Stichaeidae,Anoplarchus,0,NA,NA,NA,1,NA
motu19,motu19,ASV311,parent,21,Anoplarchus,Cockscomb species,genus,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Stichaeidae,Anoplarchus,0,NA,NA,NA,1,NA
motu19,motu19,ASV329,parent,21,Anoplarchus,Cockscomb species,genus,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Stichaeidae,Anoplarchus,0,NA,NA,NA,1,NA
motu19,motu19,ASV535,parent,21,Anoplarchus,Cockscomb species,genus,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Stichaeidae,Anoplarchus,0,NA,NA,NA,1,NA
motu19,motu19,ASV568,parent,21,Anoplarchus,Cockscomb species,genus,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Stichaeidae,Anoplarchus,0,NA,NA,NA,1,NA
motu19,motu19,ASV815,parent,21,Anoplarchus,Cockscomb species,genus,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Stichaeidae,Anoplarchus,0,NA,NA,NA,1,NA
motu19,motu19,ASV833,parent,21,Anoplarchus,Cockscomb species,genus,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Stichaeidae,Anoplarchus,0,NA,NA,NA,1,NA
motu19,motu19,ASV846,parent,21,Anoplarchus,Cockscomb species,genus,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Stichaeidae,Anoplarchus,0,NA,NA,NA,1,NA
motu19,motu19,ASV1150,parent,21,Anoplarchus,Cockscomb species,genus,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Stichaeidae,Anoplarchus,0,NA,NA,NA,1,NA
motu19,motu19,ASV1212,parent,21,Anoplarchus,Cockscomb species,genus,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Stichaeidae,Anoplarchus,0,NA,NA,NA,1,NA
motu19,motu19,ASV1257,parent,21,Anoplarchus,Cockscomb species,genus,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Stichaeidae,Anoplarchus,0,NA,NA,NA,1,NA
motu19,motu19,ASV1278,parent,21,Anoplarchus,Cockscomb species,genus,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Stichaeidae,Anoplarchus,0,NA,NA,NA,1,NA
motu19,motu19,ASV1297,parent,21,Anoplarchus,Cockscomb species,genus,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Stichaeidae,Anoplarchus,0,NA,NA,NA,1,NA
motu19,motu19,ASV1483,parent,21,Anoplarchus,Cockscomb species,genus,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Stichaeidae,Anoplarchus,0,NA,NA,NA,1,NA
motu19,motu19,ASV2076,parent,21,Anoplarchus,Cockscomb species,genus,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Stichaeidae,Anoplarchus,0,NA,NA,NA,1,NA
motu19,motu19,ASV2160,parent,21,Anoplarchus,Cockscomb species,genus,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Stichaeidae,Anoplarchus,0,NA,NA,NA,1,NA
motu19,motu19,ASV2221,parent,21,Anoplarchus,Cockscomb species,genus,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Stichaeidae,Anoplarchus,0,NA,NA,NA,1,NA
motu19,motu19,ASV2254,parent,21,Anoplarchus,Cockscomb species,genus,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Stichaeidae,Anoplarchus,0,NA,NA,NA,1,NA
motu19,motu19,ASV2314,parent,21,Anoplarchus,Cockscomb species,genus,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Stichaeidae,Anoplarchus,0,NA,NA,NA,1,NA
motu19,motu19,ASV2332,parent,21,Anoplarchus,Cockscomb species,genus,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Stichaeidae,Anoplarchus,0,NA,NA,NA,1,NA
motu19,motu19,ASV2464,parent,21,Anoplarchus,Cockscomb species,genus,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Stichaeidae,Anoplarchus,0,NA,NA,NA,1,NA
motu19,motu19,ASV2778,parent,21,Anoplarchus,Cockscomb species,genus,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Stichaeidae,Anoplarchus,0,NA,NA,NA,1,NA
motu19,motu19,ASV2813,parent,21,Anoplarchus,Cockscomb species,genus,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Stichaeidae,Anoplarchus,0,NA,NA,NA,1,NA
motu19,motu19,ASV3382,parent,21,Anoplarchus,Cockscomb species,genus,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Stichaeidae,Anoplarchus,0,NA,NA,NA,1,NA
motu19,motu19,ASV3500,parent,21,Anoplarchus,Cockscomb species,genus,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Stichaeidae,Anoplarchus,0,NA,NA,NA,1,NA
motu19,motu19,ASV1877,parent,21,Anoplarchus,Cockscomb species,genus,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Stichaeidae,Anoplarchus,0,NA,NA,NA,1,NA
motu349,motu349,ASV904,parent,368,Anoplarchus,Cockscomb species,genus,99.405,1.2199999999999999e-82,Eukaryota,Chordata,Teleostei,Perciformes,Stichaeidae,Anoplarchus,0,NA,NA,NA,1,NA
motu350,motu350,ASV909,parent,369,Anoplarchus,Cockscomb species,genus,98.225,7.36e-80,Eukaryota,Chordata,Teleostei,Perciformes,Stichaeidae,Anoplarchus,0,NA,NA,NA,1,NA
motu638,motu638,ASV1756,parent,662,Anoplarchus,Cockscomb species,genus,98.817,1.58e-81,Eukaryota,Chordata,Teleostei,Perciformes,Stichaeidae,Anoplarchus,0,NA,NA,NA,1,NA
motu895,motu895,ASV2448,parent,915,Anoplarchus,Cockscomb species,genus,98.817,1.58e-81,Eukaryota,Chordata,Teleostei,Perciformes,Stichaeidae,Anoplarchus,0,NA,NA,NA,1,NA
motu958,motu958,ASV2591,parent,587,Anoplarchus,Cockscomb species,genus,99.405,1.2199999999999999e-82,Eukaryota,Chordata,Teleostei,Perciformes,Stichaeidae,Anoplarchus,0,NA,NA,NA,1,NA
motu958,motu958,ASV2732,parent,587,Anoplarchus,Cockscomb species,genus,99.405,1.2199999999999999e-82,Eukaryota,Chordata,Teleostei,Perciformes,Stichaeidae,Anoplarchus,0,NA,NA,NA,1,NA
motu1188,motu1188,ASV3074,parent,1202,Anoplarchus,Cockscomb species,genus,98.817,1.58e-81,Eukaryota,Chordata,Teleostei,Perciformes,Stichaeidae,Anoplarchus,0,NA,NA,NA,1,NA
motu65,motu65,ASV76,parent,64,Anoplopoma fimbria,Sablefish,species,100,2.61e-84,Eukaryota,Chordata,Teleostei,Perciformes,Anoplopomatidae,Anoplopoma,0,NA,Other,https://www.fishbase.ca/summary/Anoplopoma-fimbria.html,1,NA
motu65,motu65,ASV922,parent,64,Anoplopoma fimbria,Sablefish,species,100,2.61e-84,Eukaryota,Chordata,Teleostei,Perciformes,Anoplopomatidae,Anoplopoma,0,NA,Other,https://www.fishbase.ca/summary/Anoplopoma-fimbria.html,1,NA
motu65,motu65,ASV1223,parent,64,Anoplopoma fimbria,Sablefish,species,100,2.61e-84,Eukaryota,Chordata,Teleostei,Perciformes,Anoplopomatidae,Anoplopoma,0,NA,Other,https://www.fishbase.ca/summary/Anoplopoma-fimbria.html,1,NA
motu65,motu65,ASV1362,parent,64,Anoplopoma fimbria,Sablefish,species,100,2.61e-84,Eukaryota,Chordata,Teleostei,Perciformes,Anoplopomatidae,Anoplopoma,0,NA,Other,https://www.fishbase.ca/summary/Anoplopoma-fimbria.html,1,NA
motu65,motu65,ASV1407,parent,64,Anoplopoma fimbria,Sablefish,species,100,2.61e-84,Eukaryota,Chordata,Teleostei,Perciformes,Anoplopomatidae,Anoplopoma,0,NA,Other,https://www.fishbase.ca/summary/Anoplopoma-fimbria.html,1,NA
motu540,motu540,ASV1500,parent,569,Anoplopoma fimbria,Sablefish,species,98.81,5.65e-81,Eukaryota,Chordata,Teleostei,Perciformes,Anoplopomatidae,Anoplopoma,0,NA,Other,https://www.fishbase.ca/summary/Anoplopoma-fimbria.html,1,NA
motu1339,motu1339,ASV3361,parent,1350,Anseriformes,Duck,offtarget,89.947,1.11e-63,Eukaryota,Chordata,Aves,Anseriformes,Anatidae,Anas,NA,NA,NA,NA,NA,NA
motu45,motu45,ASV49,parent,44,Apodichthys flavidus,Penpoint gunnel,species,100,2.61e-84,Eukaryota,Chordata,Teleostei,Perciformes,Pholidae,Apodichthys,0,NA,Eelpouts and pricklebacks,https://www.fishbase.ca/summary/Apodichthys-flavidus.html,1,NA
motu45,motu45,ASV120,parent,44,Apodichthys flavidus,Penpoint gunnel,species,100,2.61e-84,Eukaryota,Chordata,Teleostei,Perciformes,Pholidae,Apodichthys,0,NA,Eelpouts and pricklebacks,https://www.fishbase.ca/summary/Apodichthys-flavidus.html,1,NA
motu45,motu45,ASV812,parent,44,Apodichthys flavidus,Penpoint gunnel,species,100,2.61e-84,Eukaryota,Chordata,Teleostei,Perciformes,Pholidae,Apodichthys,0,NA,Eelpouts and pricklebacks,https://www.fishbase.ca/summary/Apodichthys-flavidus.html,1,NA
motu45,motu45,ASV924,parent,44,Apodichthys flavidus,Penpoint gunnel,species,100,2.61e-84,Eukaryota,Chordata,Teleostei,Perciformes,Pholidae,Apodichthys,0,NA,Eelpouts and pricklebacks,https://www.fishbase.ca/summary/Apodichthys-flavidus.html,1,NA
motu45,motu45,ASV1171,parent,44,Apodichthys flavidus,Penpoint gunnel,species,100,2.61e-84,Eukaryota,Chordata,Teleostei,Perciformes,Pholidae,Apodichthys,0,NA,Eelpouts and pricklebacks,https://www.fishbase.ca/summary/Apodichthys-flavidus.html,1,NA
motu45,motu45,ASV1859,parent,44,Apodichthys flavidus,Penpoint gunnel,species,100,2.61e-84,Eukaryota,Chordata,Teleostei,Perciformes,Pholidae,Apodichthys,0,NA,Eelpouts and pricklebacks,https://www.fishbase.ca/summary/Apodichthys-flavidus.html,1,NA
motu45,motu45,ASV1871,parent,44,Apodichthys flavidus,Penpoint gunnel,species,100,2.61e-84,Eukaryota,Chordata,Teleostei,Perciformes,Pholidae,Apodichthys,0,NA,Eelpouts and pricklebacks,https://www.fishbase.ca/summary/Apodichthys-flavidus.html,1,NA
motu45,motu45,ASV2567,parent,44,Apodichthys flavidus,Penpoint gunnel,species,100,2.61e-84,Eukaryota,Chordata,Teleostei,Perciformes,Pholidae,Apodichthys,0,NA,Eelpouts and pricklebacks,https://www.fishbase.ca/summary/Apodichthys-flavidus.html,1,NA
motu45,motu45,ASV2664,parent,44,Apodichthys flavidus,Penpoint gunnel,species,100,2.61e-84,Eukaryota,Chordata,Teleostei,Perciformes,Pholidae,Apodichthys,0,NA,Eelpouts and pricklebacks,https://www.fishbase.ca/summary/Apodichthys-flavidus.html,1,NA
motu45,motu45,ASV2743,parent,44,Apodichthys flavidus,Penpoint gunnel,species,100,2.61e-84,Eukaryota,Chordata,Teleostei,Perciformes,Pholidae,Apodichthys,0,NA,Eelpouts and pricklebacks,https://www.fishbase.ca/summary/Apodichthys-flavidus.html,1,NA
motu45,motu45,ASV2744,parent,44,Apodichthys flavidus,Penpoint gunnel,species,100,2.61e-84,Eukaryota,Chordata,Teleostei,Perciformes,Pholidae,Apodichthys,0,NA,Eelpouts and pricklebacks,https://www.fishbase.ca/summary/Apodichthys-flavidus.html,1,NA
motu45,motu45,ASV2949,parent,44,Apodichthys flavidus,Penpoint gunnel,species,100,2.61e-84,Eukaryota,Chordata,Teleostei,Perciformes,Pholidae,Apodichthys,0,NA,Eelpouts and pricklebacks,https://www.fishbase.ca/summary/Apodichthys-flavidus.html,1,NA
motu45,motu45,ASV2961,parent,44,Apodichthys flavidus,Penpoint gunnel,species,100,2.61e-84,Eukaryota,Chordata,Teleostei,Perciformes,Pholidae,Apodichthys,0,NA,Eelpouts and pricklebacks,https://www.fishbase.ca/summary/Apodichthys-flavidus.html,1,NA
motu45,motu45,ASV3117,parent,44,Apodichthys flavidus,Penpoint gunnel,species,100,2.61e-84,Eukaryota,Chordata,Teleostei,Perciformes,Pholidae,Apodichthys,0,NA,Eelpouts and pricklebacks,https://www.fishbase.ca/summary/Apodichthys-flavidus.html,1,NA
motu45,motu45,ASV3444,parent,44,Apodichthys flavidus,Penpoint gunnel,species,100,2.61e-84,Eukaryota,Chordata,Teleostei,Perciformes,Pholidae,Apodichthys,0,NA,Eelpouts and pricklebacks,https://www.fishbase.ca/summary/Apodichthys-flavidus.html,1,NA
motu45,motu45,ASV3490,parent,44,Apodichthys flavidus,Penpoint gunnel,species,100,2.61e-84,Eukaryota,Chordata,Teleostei,Perciformes,Pholidae,Apodichthys,0,NA,Eelpouts and pricklebacks,https://www.fishbase.ca/summary/Apodichthys-flavidus.html,1,NA
motu45,motu45,ASV3536,parent,44,Apodichthys flavidus,Penpoint gunnel,species,100,2.61e-84,Eukaryota,Chordata,Teleostei,Perciformes,Pholidae,Apodichthys,0,NA,Eelpouts and pricklebacks,https://www.fishbase.ca/summary/Apodichthys-flavidus.html,1,NA
motu45,motu45,ASV227,parent,44,Apodichthys flavidus,Penpoint gunnel,species,100,2.61e-84,Eukaryota,Chordata,Teleostei,Perciformes,Pholidae,Apodichthys,0,NA,Eelpouts and pricklebacks,https://www.fishbase.ca/summary/Apodichthys-flavidus.html,1,NA
