motu,motu_swarm,asv,curated,lulu_rank,found_taxa,common_name,rank,identity_percentage,evalue,kingdom,phylum,class,order,family,genus,freshwater_only,biogeographical_notes,group,fish_base_url,n_dups,remove
motu5,motu5,ASV230,parent,5,Gasterosteus aculeatus,Three-spined stickleback,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0,NA,Other,https://www.fishbase.ca/summary/Gasterosteus-aculeatus.html,1,NA
motu5,motu5,ASV260,parent,5,Gasterosteus aculeatus,Three-spined stickleback,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0,NA,Other,https://www.fishbase.ca/summary/Gasterosteus-aculeatus.html,1,NA
motu5,motu5,ASV332,parent,5,Gasterosteus aculeatus,Three-spined stickleback,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0,NA,Other,https://www.fishbase.ca/summary/Gasterosteus-aculeatus.html,1,NA
motu5,motu5,ASV385,parent,5,Gasterosteus aculeatus,Three-spined stickleback,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0,NA,Other,https://www.fishbase.ca/summary/Gasterosteus-aculeatus.html,1,NA
motu5,motu5,ASV397,parent,5,Gasterosteus aculeatus,Three-spined stickleback,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0,NA,Other,https://www.fishbase.ca/summary/Gasterosteus-aculeatus.html,1,NA
motu5,motu5,ASV406,parent,5,Gasterosteus aculeatus,Three-spined stickleback,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0,NA,Other,https://www.fishbase.ca/summary/Gasterosteus-aculeatus.html,1,NA
motu5,motu5,ASV478,parent,5,Gasterosteus aculeatus,Three-spined stickleback,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0,NA,Other,https://www.fishbase.ca/summary/Gasterosteus-aculeatus.html,1,NA
motu5,motu5,ASV495,parent,5,Gasterosteus aculeatus,Three-spined stickleback,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0,NA,Other,https://www.fishbase.ca/summary/Gasterosteus-aculeatus.html,1,NA
motu5,motu5,ASV528,parent,5,Gasterosteus aculeatus,Three-spined stickleback,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0,NA,Other,https://www.fishbase.ca/summary/Gasterosteus-aculeatus.html,1,NA
motu5,motu5,ASV542,parent,5,Gasterosteus aculeatus,Three-spined stickleback,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0,NA,Other,https://www.fishbase.ca/summary/Gasterosteus-aculeatus.html,1,NA
motu5,motu5,ASV563,parent,5,Gasterosteus aculeatus,Three-spined stickleback,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0,NA,Other,https://www.fishbase.ca/summary/Gasterosteus-aculeatus.html,1,NA
motu5,motu5,ASV597,parent,5,Gasterosteus aculeatus,Three-spined stickleback,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0,NA,Other,https://www.fishbase.ca/summary/Gasterosteus-aculeatus.html,1,NA
motu5,motu5,ASV658,parent,5,Gasterosteus aculeatus,Three-spined stickleback,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0,NA,Other,https://www.fishbase.ca/summary/Gasterosteus-aculeatus.html,1,NA
motu5,motu5,ASV843,parent,5,Gasterosteus aculeatus,Three-spined stickleback,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0,NA,Other,https://www.fishbase.ca/summary/Gasterosteus-aculeatus.html,1,NA
motu5,motu5,ASV908,parent,5,Gasterosteus aculeatus,Three-spined stickleback,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0,NA,Other,https://www.fishbase.ca/summary/Gasterosteus-aculeatus.html,1,NA
motu5,motu5,ASV994,parent,5,Gasterosteus aculeatus,Three-spined stickleback,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0,NA,Other,https://www.fishbase.ca/summary/Gasterosteus-aculeatus.html,1,NA
motu5,motu5,ASV1000,parent,5,Gasterosteus aculeatus,Three-spined stickleback,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0,NA,Other,https://www.fishbase.ca/summary/Gasterosteus-aculeatus.html,1,NA
motu5,motu5,ASV1024,parent,5,Gasterosteus aculeatus,Three-spined stickleback,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0,NA,Other,https://www.fishbase.ca/summary/Gasterosteus-aculeatus.html,1,NA
motu5,motu5,ASV1302,parent,5,Gasterosteus aculeatus,Three-spined stickleback,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0,NA,Other,https://www.fishbase.ca/summary/Gasterosteus-aculeatus.html,1,NA
motu5,motu5,ASV1480,parent,5,Gasterosteus aculeatus,Three-spined stickleback,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0,NA,Other,https://www.fishbase.ca/summary/Gasterosteus-aculeatus.html,1,NA
motu5,motu5,ASV1518,parent,5,Gasterosteus aculeatus,Three-spined stickleback,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0,NA,Other,https://www.fishbase.ca/summary/Gasterosteus-aculeatus.html,1,NA
motu5,motu5,ASV1659,parent,5,Gasterosteus aculeatus,Three-spined stickleback,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0,NA,Other,https://www.fishbase.ca/summary/Gasterosteus-aculeatus.html,1,NA
motu5,motu5,ASV1687,parent,5,Gasterosteus aculeatus,Three-spined stickleback,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0,NA,Other,https://www.fishbase.ca/summary/Gasterosteus-aculeatus.html,1,NA
motu5,motu5,ASV1741,parent,5,Gasterosteus aculeatus,Three-spined stickleback,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0,NA,Other,https://www.fishbase.ca/summary/Gasterosteus-aculeatus.html,1,NA
motu5,motu5,ASV1813,parent,5,Gasterosteus aculeatus,Three-spined stickleback,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0,NA,Other,https://www.fishbase.ca/summary/Gasterosteus-aculeatus.html,1,NA
motu5,motu5,ASV1919,parent,5,Gasterosteus aculeatus,Three-spined stickleback,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0,NA,Other,https://www.fishbase.ca/summary/Gasterosteus-aculeatus.html,1,NA
motu5,motu5,ASV2182,parent,5,Gasterosteus aculeatus,Three-spined stickleback,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0,NA,Other,https://www.fishbase.ca/summary/Gasterosteus-aculeatus.html,1,NA
motu5,motu5,ASV2190,parent,5,Gasterosteus aculeatus,Three-spined stickleback,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0,NA,Other,https://www.fishbase.ca/summary/Gasterosteus-aculeatus.html,1,NA
motu5,motu5,ASV2199,parent,5,Gasterosteus aculeatus,Three-spined stickleback,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0,NA,Other,https://www.fishbase.ca/summary/Gasterosteus-aculeatus.html,1,NA
motu5,motu5,ASV2216,parent,5,Gasterosteus aculeatus,Three-spined stickleback,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0,NA,Other,https://www.fishbase.ca/summary/Gasterosteus-aculeatus.html,1,NA
motu5,motu5,ASV2335,parent,5,Gasterosteus aculeatus,Three-spined stickleback,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0,NA,Other,https://www.fishbase.ca/summary/Gasterosteus-aculeatus.html,1,NA
motu5,motu5,ASV2944,parent,5,Gasterosteus aculeatus,Three-spined stickleback,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0,NA,Other,https://www.fishbase.ca/summary/Gasterosteus-aculeatus.html,1,NA
motu5,motu5,ASV3069,parent,5,Gasterosteus aculeatus,Three-spined stickleback,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0,NA,Other,https://www.fishbase.ca/summary/Gasterosteus-aculeatus.html,1,NA
motu5,motu5,ASV381,parent,5,Gasterosteus aculeatus,Three-spined stickleback,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0,NA,Other,https://www.fishbase.ca/summary/Gasterosteus-aculeatus.html,1,NA
motu5,motu5,ASV462,parent,5,Gasterosteus aculeatus,Three-spined stickleback,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0,NA,Other,https://www.fishbase.ca/summary/Gasterosteus-aculeatus.html,1,NA
motu5,motu5,ASV463,parent,5,Gasterosteus aculeatus,Three-spined stickleback,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0,NA,Other,https://www.fishbase.ca/summary/Gasterosteus-aculeatus.html,1,NA
motu5,motu5,ASV1159,parent,5,Gasterosteus aculeatus,Three-spined stickleback,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0,NA,Other,https://www.fishbase.ca/summary/Gasterosteus-aculeatus.html,1,NA
motu5,motu5,ASV1389,parent,5,Gasterosteus aculeatus,Three-spined stickleback,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0,NA,Other,https://www.fishbase.ca/summary/Gasterosteus-aculeatus.html,1,NA
motu5,motu5,ASV1412,parent,5,Gasterosteus aculeatus,Three-spined stickleback,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0,NA,Other,https://www.fishbase.ca/summary/Gasterosteus-aculeatus.html,1,NA
motu5,motu5,ASV1639,parent,5,Gasterosteus aculeatus,Three-spined stickleback,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0,NA,Other,https://www.fishbase.ca/summary/Gasterosteus-aculeatus.html,1,NA
motu5,motu5,ASV1717,parent,5,Gasterosteus aculeatus,Three-spined stickleback,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0,NA,Other,https://www.fishbase.ca/summary/Gasterosteus-aculeatus.html,1,NA
motu5,motu5,ASV1767,parent,5,Gasterosteus aculeatus,Three-spined stickleback,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0,NA,Other,https://www.fishbase.ca/summary/Gasterosteus-aculeatus.html,1,NA
motu5,motu5,ASV2300,parent,5,Gasterosteus aculeatus,Three-spined stickleback,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0,NA,Other,https://www.fishbase.ca/summary/Gasterosteus-aculeatus.html,1,NA
motu5,motu5,ASV2361,parent,5,Gasterosteus aculeatus,Three-spined stickleback,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0,NA,Other,https://www.fishbase.ca/summary/Gasterosteus-aculeatus.html,1,NA
motu123,motu123,ASV197,parent,103,Gasterosteus aculeatus,Three-spined stickleback,species,99.408,3.4e-83,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0,NA,Other,https://www.fishbase.ca/summary/Gasterosteus-aculeatus.html,1,NA
motu123,motu123,ASV258,parent,103,Gasterosteus aculeatus,Three-spined stickleback,species,99.408,3.4e-83,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0,NA,Other,https://www.fishbase.ca/summary/Gasterosteus-aculeatus.html,1,NA
motu125,motu125,ASV202,parent,134,Gasterosteus aculeatus,Three-spined stickleback,species,98.817,1.58e-81,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0,NA,Other,https://www.fishbase.ca/summary/Gasterosteus-aculeatus.html,1,NA
motu178,motu178,ASV379,parent,183,Gasterosteus aculeatus,Three-spined stickleback,species,98.78,9.520000000000001e-79,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0,NA,Other,https://www.fishbase.ca/summary/Gasterosteus-aculeatus.html,1,NA
motu197,motu197,ASV451,parent,208,Gasterosteus aculeatus,Three-spined stickleback,species,98.817,1.58e-81,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0,NA,Other,https://www.fishbase.ca/summary/Gasterosteus-aculeatus.html,1,NA
motu337,motu337,ASV864,parent,356,Gasterosteus aculeatus,Three-spined stickleback,species,98.817,5.65e-81,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0,NA,Other,https://www.fishbase.ca/summary/Gasterosteus-aculeatus.html,1,NA
motu471,motu471,ASV1286,parent,307,Gasterosteus aculeatus,Three-spined stickleback,species,98.225,7.36e-80,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0,NA,Other,https://www.fishbase.ca/summary/Gasterosteus-aculeatus.html,1,NA
motu471,motu471,ASV1323,parent,307,Gasterosteus aculeatus,Three-spined stickleback,species,98.225,7.36e-80,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0,NA,Other,https://www.fishbase.ca/summary/Gasterosteus-aculeatus.html,1,NA
motu1199,motu1199,ASV3093,parent,1213,Gasterosteus aculeatus,Three-spined stickleback,species,98.817,1.58e-81,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0,NA,Other,https://www.fishbase.ca/summary/Gasterosteus-aculeatus.html,1,NA
motu1263,motu1263,ASV3213,parent,1273,Gasterosteus aculeatus,Three-spined stickleback,species,98.81,5.69e-81,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0,NA,Other,https://www.fishbase.ca/summary/Gasterosteus-aculeatus.html,1,NA
motu1381,motu1381,ASV3433,parent,1389,Gasterosteus aculeatus,Three-spined stickleback,species,100,1.2199999999999999e-82,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0,NA,Other,https://www.fishbase.ca/summary/Gasterosteus-aculeatus.html,1,NA
motu534,motu534,ASV1473,parent,565,Gavia immer,Loon,offtarget,100,2.2e-85,Eukaryota,Chordata,Aves,Gaviiformes,Gaviidae,Gavia,NA,NA,NA,NA,NA,NA
motu183,motu183,ASV399,parent,190,Genyonemus lineatus,White croaker,species,100,2.61e-84,Eukaryota,Chordata,Teleostei,Eupercaria incertae sedis,Sciaenidae,Genyonemus,0,NA,NA,NA,NA,NA
motu153,motu153,ASV288,parent,162,Gibbonsia,Gibbonsia kelpfish species,genus,100,7.31e-85,Eukaryota,Chordata,Teleostei,Blenniiformes,Clinidae,Gibbonsia,0,NA,NA,NA,NA,NA
motu114,motu114,ASV161,parent,96,Gibbonsia montereyensis,Crevice kelpfish,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Blenniiformes,Clinidae,Gibbonsia,0,south to BC,Other,https://www.fishbase.ca/summary/Gibbonsia-montereyensis.html,1,NA
motu114,motu114,ASV228,parent,96,Gibbonsia montereyensis,Crevice kelpfish,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Blenniiformes,Clinidae,Gibbonsia,0,south to BC,Other,https://www.fishbase.ca/summary/Gibbonsia-montereyensis.html,1,NA
motu114,motu114,ASV720,parent,96,Gibbonsia montereyensis,Crevice kelpfish,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Blenniiformes,Clinidae,Gibbonsia,0,south to BC,Other,https://www.fishbase.ca/summary/Gibbonsia-montereyensis.html,1,NA
motu494,motu494,ASV1359,parent,523,Gibbonsia montereyensis,Crevice kelpfish,species,98.802,2.05e-80,Eukaryota,Chordata,Teleostei,Blenniiformes,Clinidae,Gibbonsia,0,south to BC,Other,https://www.fishbase.ca/summary/Gibbonsia-montereyensis.html,1,NA
motu223,motu223,ASV529,parent,242,Gillichthys mirabilis,Longjaw mudsucker,species,100,2.61e-84,Eukaryota,Chordata,Teleostei,Gobiiformes,Gobiidae,Gillichthys,0,NA,NA,NA,NA,NA
motu67,motu67,ASV78,parent,84,Girella nigricans,Rudderfish,species,100,2.61e-84,Eukaryota,Chordata,Teleostei,Centrarchiformes,Kyphosidae,Girella,0,NA,NA,NA,NA,NA
motu72,motu72,ASV84,parent,88,Girella nigricans,Rudderfish,species,98.81,5.65e-81,Eukaryota,Chordata,Teleostei,Centrarchiformes,Kyphosidae,Girella,0,NA,NA,NA,NA,NA
motu69,motu69,ASV81,parent,67,Gobiesox maeandricus,Northern clingfish,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Gobiesociformes,Gobiesocidae,Gobiesox,0,NA,Other,https://www.fishbase.ca/summary/Gobiesox-maeandricus.html,1,NA
motu69,motu69,ASV240,parent,67,Gobiesox maeandricus,Northern clingfish,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Gobiesociformes,Gobiesocidae,Gobiesox,0,NA,Other,https://www.fishbase.ca/summary/Gobiesox-maeandricus.html,1,NA
motu425,motu425,ASV1130,parent,448,Gobiesox rhessodon,California clingfish,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Gobiesociformes,Gobiesocidae,Gobiesox,0,NA,NA,NA,NA,NA
motu80,motu80,ASV99,parent,78,Gobiiformes,Goby order,order,89.697,2.72e-54,Eukaryota,Chordata,Teleostei,Gobiiformes,NA,NA,0,NA,NA,NA,NA,NA
motu80,motu80,ASV620,parent,78,Gobiiformes,Goby order,order,89.697,2.72e-54,Eukaryota,Chordata,Teleostei,Gobiiformes,NA,NA,0,NA,NA,NA,NA,NA
motu80,motu80,ASV1961,parent,78,Gobiiformes,Goby order,order,89.697,2.72e-54,Eukaryota,Chordata,Teleostei,Gobiiformes,NA,NA,0,NA,NA,NA,NA,NA
motu73,motu73,ASV85,parent,70,Gobio gobio,Gudgeon invasive,species,100,2.7499999999999997e-89,Eukaryota,Chordata,Teleostei,Cypriniformes,Cyprinidae,Gobio,0,NA,NA,NA,NA,NA
motu73,motu73,ASV2484,parent,70,Gobio gobio,Gudgeon invasive,species,100,2.7499999999999997e-89,Eukaryota,Chordata,Teleostei,Cypriniformes,Cyprinidae,Gobio,0,NA,NA,NA,NA,NA
motu375,motu375,ASV973,parent,396,Grammonema striatula,Diatom,offtarget,100,5.04e-133,Eukaryota,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Grammonema,NA,NA,NA,NA,NA,NA
motu462,motu462,ASV1251,parent,491,Grammonema striatula,Diatom,offtarget,100,2.31e-131,Eukaryota,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Grammonema,NA,NA,NA,NA,NA,NA
motu147,motu147,ASV272,parent,156,Halichoeres,Halichoeres wrasse species,genus,100,7.31e-85,Eukaryota,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Halichoeres,0,NA,NA,NA,NA,NA
motu818,motu818,ASV2218,parent,837,Halichoeres,Halichoeres wrasse species,genus,98.817,1.58e-81,Eukaryota,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Halichoeres,0,NA,NA,NA,NA,NA
motu962,motu962,ASV2598,parent,976,Halichoeres,Halichoeres wrasse species,genus,98.817,1.58e-81,Eukaryota,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Halichoeres,0,NA,NA,NA,NA,NA
motu190,motu190,ASV420,parent,153,Hemilepidotus,Hemilepidotus sculpin species,genus,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Hemilepidotus,0,NA,NA,NA,1,NA
motu190,motu190,ASV482,parent,153,Hemilepidotus,Hemilepidotus sculpin species,genus,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Hemilepidotus,0,NA,NA,NA,1,NA
motu71,motu71,ASV83,parent,65,Hemilepidotus hemilepidotus,Red Irish lord,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Hemilepidotus,0,north to Monterrey Bay,Sculpins,https://www.fishbase.ca/summary/Hemilepidotus-jordani.html,1,NA
motu71,motu71,ASV179,parent,65,Hemilepidotus hemilepidotus,Red Irish lord,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Hemilepidotus,0,north to Monterrey Bay,Sculpins,https://www.fishbase.ca/summary/Hemilepidotus-jordani.html,1,NA
motu71,motu71,ASV411,parent,65,Hemilepidotus hemilepidotus,Red Irish lord,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Hemilepidotus,0,north to Monterrey Bay,Sculpins,https://www.fishbase.ca/summary/Hemilepidotus-jordani.html,1,NA
motu71,motu71,ASV657,parent,65,Hemilepidotus hemilepidotus,Red Irish lord,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Hemilepidotus,0,north to Monterrey Bay,Sculpins,https://www.fishbase.ca/summary/Hemilepidotus-jordani.html,1,NA
motu71,motu71,ASV1320,parent,65,Hemilepidotus hemilepidotus,Red Irish lord,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Hemilepidotus,0,north to Monterrey Bay,Sculpins,https://www.fishbase.ca/summary/Hemilepidotus-jordani.html,1,NA
motu71,motu71,ASV1663,parent,65,Hemilepidotus hemilepidotus,Red Irish lord,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Hemilepidotus,0,north to Monterrey Bay,Sculpins,https://www.fishbase.ca/summary/Hemilepidotus-jordani.html,1,NA
motu98,motu98,ASV137,parent,94,Heterostichus rostratus,Giant kelpfish,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Blenniiformes,Clinidae,Heterostichus,0,NA,NA,NA,NA,NA
motu98,motu98,ASV989,parent,94,Heterostichus rostratus,Giant kelpfish,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Blenniiformes,Clinidae,Heterostichus,0,NA,NA,NA,NA,NA
motu42,motu42,ASV45,parent,45,Hexagrammos,Greenling species,genus,100,2.05e-85,Eukaryota,Chordata,Teleostei,Perciformes,Hexagrammidae,Hexagrammos,0,NA,NA,NA,1,NA
motu42,motu42,ASV2596,parent,45,Hexagrammos,Greenling species,genus,100,2.05e-85,Eukaryota,Chordata,Teleostei,Perciformes,Hexagrammidae,Hexagrammos,0,NA,NA,NA,1,NA
motu42,motu42,ASV3013,parent,45,Hexagrammos,Greenling species,genus,100,2.05e-85,Eukaryota,Chordata,Teleostei,Perciformes,Hexagrammidae,Hexagrammos,0,NA,NA,NA,1,NA
motu42,motu42,ASV3192,parent,45,Hexagrammos,Greenling species,genus,100,2.05e-85,Eukaryota,Chordata,Teleostei,Perciformes,Hexagrammidae,Hexagrammos,0,NA,NA,NA,1,NA
motu42,motu42,ASV3336,parent,45,Hexagrammos,Greenling species,genus,100,2.05e-85,Eukaryota,Chordata,Teleostei,Perciformes,Hexagrammidae,Hexagrammos,0,NA,NA,NA,1,NA
motu803,motu803,ASV2171,parent,823,Hexagrammos,Greenling species,genus,98.824,4.43e-82,Eukaryota,Chordata,Teleostei,Perciformes,Hexagrammidae,Hexagrammos,0,NA,NA,NA,1,NA
motu985,motu985,ASV2646,parent,999,Hexagrammos,Greenling species,genus,98.235,7.36e-80,Eukaryota,Chordata,Teleostei,Perciformes,Hexagrammidae,Hexagrammos,0,NA,NA,NA,1,NA
motu1005,motu1005,ASV2693,parent,1019,Hexagrammos,Greenling species,genus,98.824,4.43e-82,Eukaryota,Chordata,Teleostei,Perciformes,Hexagrammidae,Hexagrammos,0,NA,NA,NA,1,NA
motu1010,motu1010,ASV2703,parent,1023,Hexagrammos,Greenling species,genus,99.408,3.42e-83,Eukaryota,Chordata,Teleostei,Perciformes,Hexagrammidae,Hexagrammos,0,NA,NA,NA,1,NA
motu31,motu31,ASV34,parent,32,Hexagrammos decagrammus,Kelp greenling,species,100,2.05e-85,Eukaryota,Chordata,Teleostei,Perciformes,Hexagrammidae,Hexagrammos,0,NA,Other,https://www.fishbase.ca/summary/Hexagrammos-decagrammus.html,1,NA
motu31,motu31,ASV326,parent,32,Hexagrammos decagrammus,Kelp greenling,species,100,2.05e-85,Eukaryota,Chordata,Teleostei,Perciformes,Hexagrammidae,Hexagrammos,0,NA,Other,https://www.fishbase.ca/summary/Hexagrammos-decagrammus.html,1,NA
motu31,motu31,ASV509,parent,32,Hexagrammos decagrammus,Kelp greenling,species,100,2.05e-85,Eukaryota,Chordata,Teleostei,Perciformes,Hexagrammidae,Hexagrammos,0,NA,Other,https://www.fishbase.ca/summary/Hexagrammos-decagrammus.html,1,NA
motu31,motu31,ASV752,parent,32,Hexagrammos decagrammus,Kelp greenling,species,100,2.05e-85,Eukaryota,Chordata,Teleostei,Perciformes,Hexagrammidae,Hexagrammos,0,NA,Other,https://www.fishbase.ca/summary/Hexagrammos-decagrammus.html,1,NA
motu31,motu31,ASV1560,parent,32,Hexagrammos decagrammus,Kelp greenling,species,100,2.05e-85,Eukaryota,Chordata,Teleostei,Perciformes,Hexagrammidae,Hexagrammos,0,NA,Other,https://www.fishbase.ca/summary/Hexagrammos-decagrammus.html,1,NA
motu31,motu31,ASV1607,parent,32,Hexagrammos decagrammus,Kelp greenling,species,100,2.05e-85,Eukaryota,Chordata,Teleostei,Perciformes,Hexagrammidae,Hexagrammos,0,NA,Other,https://www.fishbase.ca/summary/Hexagrammos-decagrammus.html,1,NA
motu31,motu31,ASV2205,parent,32,Hexagrammos decagrammus,Kelp greenling,species,100,2.05e-85,Eukaryota,Chordata,Teleostei,Perciformes,Hexagrammidae,Hexagrammos,0,NA,Other,https://www.fishbase.ca/summary/Hexagrammos-decagrammus.html,1,NA
motu31,motu31,ASV2850,parent,32,Hexagrammos decagrammus,Kelp greenling,species,100,2.05e-85,Eukaryota,Chordata,Teleostei,Perciformes,Hexagrammidae,Hexagrammos,0,NA,Other,https://www.fishbase.ca/summary/Hexagrammos-decagrammus.html,1,NA
motu31,motu31,ASV2875,parent,32,Hexagrammos decagrammus,Kelp greenling,species,100,2.05e-85,Eukaryota,Chordata,Teleostei,Perciformes,Hexagrammidae,Hexagrammos,0,NA,Other,https://www.fishbase.ca/summary/Hexagrammos-decagrammus.html,1,NA
motu31,motu31,ASV2911,parent,32,Hexagrammos decagrammus,Kelp greenling,species,100,2.05e-85,Eukaryota,Chordata,Teleostei,Perciformes,Hexagrammidae,Hexagrammos,0,NA,Other,https://www.fishbase.ca/summary/Hexagrammos-decagrammus.html,1,NA
