found_taxa,common_name,dangerlevel,temp_95,sti_value,region_label,decimal_latitude,site_last5_meansst,site_last5_temp75,site_last5_temp95
Cymatogaster aggregata,Shiner perch,2 uncomfortable,16.17,11.206163030265502,"Bodega Bay, California",38.10503,14.481902173913044,15.490875,16.382949999999997
Leptocottus armatus,Pacific staghorn sculpin,1 safe,18.449,11.537443212943543,"Bodega Bay, California",38.10503,14.481902173913044,15.490875,16.382949999999997
Syngnathus californiensis,Bay pipefish,1 safe,18.918750000000003,13.196948692152915,"Bodega Bay, California",38.10503,14.481902173913044,15.490875,16.382949999999997
Clevelandia ios,Arrow goby,1 safe,23.119999999999997,18.924724489795917,"Bodega Bay, California",38.10503,14.481902173913044,15.490875,16.382949999999997
Clupea pallasii,Pacific herring,3 high,15.0505,8.531887571773222,"Bodega Bay, California",38.10503,14.481902173913044,15.490875,16.382949999999997
Acanthogobius flavimanus,Yellowfin goby,1 safe,26.14,15.471480299448384,"Bodega Bay, California",38.10503,14.481902173913044,15.490875,16.382949999999997
Gasterosteus aculeatus,Three-spined stickleback,1 safe,19.099625,10.770302831408788,"Bodega Bay, California",38.10503,14.481902173913044,15.490875,16.382949999999997
Gillichthys mirabilis,Longjaw mudsucker,1 safe,25.58,19.354855122364196,"Bodega Bay, California",38.10503,14.481902173913044,15.490875,16.382949999999997
Salmo salar,Atlantic salmon,1 safe,16.896,10.431068796938057,"Bodega Bay, California",38.10503,14.481902173913044,15.490875,16.382949999999997
Morone saxatilis,Striped bass invasive,1 safe,20.586,12.587436398620234,"Bodega Bay, California",38.10503,14.481902173913044,15.490875,16.382949999999997
Lavinia exilicauda,Hitch,1 safe,17.34333333333333,14.721582417582418,"Bodega Bay, California",38.10503,14.481902173913044,15.490875,16.382949999999997
Cymatogaster aggregata,Shiner perch,1 safe,16.17,11.206163030265502,"Bodega Bay, California",38.184255,13.88376038104543,14.901499999999999,16.096225
Leptocottus armatus,Pacific staghorn sculpin,1 safe,18.449,11.537443212943543,"Bodega Bay, California",38.184255,13.88376038104543,14.901499999999999,16.096225
Gasterosteus aculeatus,Three-spined stickleback,1 safe,19.099625,10.770302831408788,"Bodega Bay, California",38.184255,13.88376038104543,14.901499999999999,16.096225
Atherinopsis californiensis,Jack silverside,1 safe,21.82125,14.48822204968944,"Bodega Bay, California",38.184255,13.88376038104543,14.901499999999999,16.096225
Leptocottus armatus,Pacific staghorn sculpin,1 safe,18.449,11.537443212943543,NA,NA,NA,NA,NA
Engraulis mordax,Californian anchovy,1 safe,18.888666666666666,13.552145913169358,NA,NA,NA,NA,NA
Oncorhynchus tshawytscha,Chinook salmon,1 safe,15.8,8.154796036642479,NA,NA,NA,NA,NA
Cymatogaster aggregata,Shiner perch,1 safe,16.17,11.206163030265502,NA,NA,NA,NA,NA
Clupea pallasii,Pacific herring,1 safe,15.0505,8.531887571773222,NA,NA,NA,NA,NA
Gasterosteus aculeatus,Three-spined stickleback,1 safe,19.099625,10.770302831408788,NA,NA,NA,NA,NA
Atherinopsis californiensis,Jack silverside,1 safe,21.82125,14.48822204968944,NA,NA,NA,NA,NA
Syngnathus californiensis,Bay pipefish,1 safe,18.918750000000003,13.196948692152915,NA,NA,NA,NA,NA
Embiotoca jacksoni,Black perch,1 safe,22.428749999999997,18.229504083298917,NA,NA,NA,NA,NA
Citharichthys stigmaeus,Speckled sanddab,1 safe,17.331333333333333,12.891667937914477,NA,NA,NA,NA,NA
Lepidogobius lepidus,Bay goby,1 safe,14.812666666666669,13.023486394557825,NA,NA,NA,NA,NA
Cebidichthys violaceus,Monkeyface prickleback,1 safe,15.308125,12.987799024096818,NA,NA,NA,NA,NA
Phanerodon vacca,Pile perch,1 safe,20.953125,15.681928201730544,NA,NA,NA,NA,NA
Pholis ornata,Saddleback gunnel,1 safe,19.357999999999997,13.685455266367963,NA,NA,NA,NA,NA
Ammodytes personatus,Pacific sandlance,1 safe,15.60675,10.361521879728333,NA,NA,NA,NA,NA
Anoplopoma fimbria,Sablefish,1 safe,15.586599999999995,9.925363550274746,NA,NA,NA,NA,NA
Gasterosteus aculeatus,Three-spined stickleback,1 safe,19.099625,10.770302831408788,"Bodega Bay, California",38.3339,13.929807971014492,14.655500000000002,16.15206666666667
Clupea pallasii,Pacific herring,2 uncomfortable,15.0505,8.531887571773222,"Bodega Bay, California",38.3339,13.929807971014492,14.655500000000002,16.15206666666667
Leptocottus armatus,Pacific staghorn sculpin,1 safe,18.449,11.537443212943543,"Bodega Bay, California",38.3339,13.929807971014492,14.655500000000002,16.15206666666667
Ophiodon elongatus,Lingcod,2 uncomfortable,16.113333333333333,12.20348177087046,"Bodega Bay, California",38.3339,13.929807971014492,14.655500000000002,16.15206666666667
Oligocottus snyderi,Fluffy sculpin,1 safe,16.427999999999997,12.909820674346053,"Bodega Bay, California",38.3339,13.929807971014492,14.655500000000002,16.15206666666667
Oncorhynchus gorbuscha,Pink salmon,2 uncomfortable,16.063249999999996,11.942276461701782,"Bodega Bay, California",38.3339,13.929807971014492,14.655500000000002,16.15206666666667
Oncorhynchus keta,Chum salmon,2 uncomfortable,15.552193181818184,9.95009006312726,"Bodega Bay, California",38.3339,13.929807971014492,14.655500000000002,16.15206666666667
Salmo salar,Atlantic salmon,1 safe,16.896,10.431068796938057,"Bodega Bay, California",38.3339,13.929807971014492,14.655500000000002,16.15206666666667
Clevelandia ios,Arrow goby,1 safe,23.119999999999997,18.924724489795917,"Bodega Bay, California",38.3339,13.929807971014492,14.655500000000002,16.15206666666667
Hemilepidotus hemilepidotus,Red Irish lord,4 highest,13.501999999999995,3.639855674172837,"Bodega Bay, California",38.3339,13.929807971014492,14.655500000000002,16.15206666666667
Cymatogaster aggregata,Shiner perch,2 uncomfortable,16.17,11.206163030265502,"Bodega Bay, California",38.30995,13.971115217391304,14.737799999999998,16.19341
Leptocottus armatus,Pacific staghorn sculpin,1 safe,18.449,11.537443212943543,"Bodega Bay, California",38.30995,13.971115217391304,14.737799999999998,16.19341
Gasterosteus aculeatus,Three-spined stickleback,1 safe,19.099625,10.770302831408788,"Bodega Bay, California",38.30995,13.971115217391304,14.737799999999998,16.19341
Pholis ornata,Saddleback gunnel,1 safe,19.357999999999997,13.685455266367963,"Bodega Bay, California",38.30995,13.971115217391304,14.737799999999998,16.19341
Engraulis mordax,Californian anchovy,1 safe,18.888666666666666,13.552145913169358,"Bodega Bay, California",38.30995,13.971115217391304,14.737799999999998,16.19341
Oncorhynchus gorbuscha,Pink salmon,2 uncomfortable,16.063249999999996,11.942276461701782,"Bodega Bay, California",38.30995,13.971115217391304,14.737799999999998,16.19341
Clupea pallasii,Pacific herring,1 safe,15.0505,8.531887571773222,"Coos Bay, Oregon",43.35965,12.57801902173913,13.982500000000002,14.918981250000002
Leptocottus armatus,Pacific staghorn sculpin,1 safe,18.449,11.537443212943543,"Coos Bay, Oregon",43.35965,12.57801902173913,13.982500000000002,14.918981250000002
Pholis ornata,Saddleback gunnel,1 safe,19.357999999999997,13.685455266367963,"Coos Bay, Oregon",43.35965,12.57801902173913,13.982500000000002,14.918981250000002
Phanerodon vacca,Pile perch,1 safe,20.953125,15.681928201730544,"Coos Bay, Oregon",43.35965,12.57801902173913,13.982500000000002,14.918981250000002
Hexagrammos decagrammus,Kelp greenling,1 safe,15.347083333333329,6.611613300764646,"Coos Bay, Oregon",43.35965,12.57801902173913,13.982500000000002,14.918981250000002
Gasterosteus aculeatus,Three-spined stickleback,1 safe,19.099625,10.770302831408788,"Coos Bay, Oregon",43.35965,12.57801902173913,13.982500000000002,14.918981250000002
Oncorhynchus gorbuscha,Pink salmon,1 safe,16.063249999999996,11.942276461701782,"Coos Bay, Oregon",43.35965,12.57801902173913,13.982500000000002,14.918981250000002
Cymatogaster aggregata,Shiner perch,1 safe,16.17,11.206163030265502,"Coos Bay, Oregon",43.35965,12.57801902173913,13.982500000000002,14.918981250000002
Salmo salar,Atlantic salmon,1 safe,16.896,10.431068796938057,"Coos Bay, Oregon",43.35965,12.57801902173913,13.982500000000002,14.918981250000002
Enophrys bison,Buffalo sculpin,1 safe,16.535583333333335,11.671476138729211,"Coos Bay, Oregon",43.35965,12.57801902173913,13.982500000000002,14.918981250000002
Oncorhynchus tshawytscha,Chinook salmon,1 safe,15.8,8.154796036642479,"Coos Bay, Oregon",43.35965,12.57801902173913,13.982500000000002,14.918981250000002
Scorpaenichthys marmoratus,Cabezon,1 safe,17.780499999999993,13.339885961780348,"Coos Bay, Oregon",43.35965,12.57801902173913,13.982500000000002,14.918981250000002
Hemilepidotus hemilepidotus,Red Irish lord,3 high,13.501999999999995,3.639855674172837,"Coos Bay, Oregon",43.35965,12.57801902173913,13.982500000000002,14.918981250000002
Cymatogaster aggregata,Shiner perch,1 safe,16.17,11.206163030265502,"Yaquina Bay, Oregon",44.612145,12.760712635869565,13.690468749999999,15.1560375
Clupea pallasii,Pacific herring,2 uncomfortable,15.0505,8.531887571773222,"Yaquina Bay, Oregon",44.612145,12.760712635869565,13.690468749999999,15.1560375
Leptocottus armatus,Pacific staghorn sculpin,1 safe,18.449,11.537443212943543,"Yaquina Bay, Oregon",44.612145,12.760712635869565,13.690468749999999,15.1560375
Pholis ornata,Saddleback gunnel,1 safe,19.357999999999997,13.685455266367963,"Yaquina Bay, Oregon",44.612145,12.760712635869565,13.690468749999999,15.1560375
Hexagrammos decagrammus,Kelp greenling,1 safe,15.347083333333329,6.611613300764646,"Yaquina Bay, Oregon",44.612145,12.760712635869565,13.690468749999999,15.1560375
Merluccius productus,North Pacific hake,1 safe,16.22,12.173912176537288,"Yaquina Bay, Oregon",44.612145,12.760712635869565,13.690468749999999,15.1560375
Artedius harringtoni,Scalyhead sculpin,1 safe,16.35349999999999,7.789592599349005,"Yaquina Bay, Oregon",44.612145,12.760712635869565,13.690468749999999,15.1560375
Oncorhynchus kisutch,Coho salmon,1 safe,16,11.510628495379835,"Yaquina Bay, Oregon",44.612145,12.760712635869565,13.690468749999999,15.1560375
Hippoglossus stenolepis,Pacific halibut,1 safe,15.62,7.528080014491654,"Yaquina Bay, Oregon",44.612145,12.760712635869565,13.690468749999999,15.1560375
Clinocottus acuticeps,Sharpnose sculpin,1 safe,19.185,12.926695505474918,"Yaquina Bay, Oregon",44.612145,12.760712635869565,13.690468749999999,15.1560375
Cymatogaster aggregata,Shiner perch,1 safe,16.17,11.206163030265502,"Yaquina Bay, Oregon",44.6228154375,12.769958928571429,13.7059,15.1648475
Clupea pallasii,Pacific herring,2 uncomfortable,15.0505,8.531887571773222,"Yaquina Bay, Oregon",44.6228154375,12.769958928571429,13.7059,15.1648475
Leptocottus armatus,Pacific staghorn sculpin,1 safe,18.449,11.537443212943543,"Yaquina Bay, Oregon",44.6228154375,12.769958928571429,13.7059,15.1648475
Pholis ornata,Saddleback gunnel,1 safe,19.357999999999997,13.685455266367963,"Yaquina Bay, Oregon",44.6228154375,12.769958928571429,13.7059,15.1648475
Merluccius productus,North Pacific hake,1 safe,16.22,12.173912176537288,"Yaquina Bay, Oregon",44.6228154375,12.769958928571429,13.7059,15.1648475
Oncorhynchus kisutch,Coho salmon,1 safe,16,11.510628495379835,"Yaquina Bay, Oregon",44.6228154375,12.769958928571429,13.7059,15.1648475
Auxis rochei,Bullet tuna,1 safe,29.289666666666665,23.28010775862069,"Yaquina Bay, Oregon",44.6228154375,12.769958928571429,13.7059,15.1648475
Cymatogaster aggregata,Shiner perch,1 safe,16.17,11.206163030265502,"Coos Bay, Oregon",43.35965,12.567019565217391,13.63875,15.20413
Leptocottus armatus,Pacific staghorn sculpin,1 safe,18.449,11.537443212943543,"Coos Bay, Oregon",43.35965,12.567019565217391,13.63875,15.20413
Pholis ornata,Saddleback gunnel,1 safe,19.357999999999997,13.685455266367963,"Coos Bay, Oregon",43.35965,12.567019565217391,13.63875,15.20413
Ophiodon elongatus,Lingcod,1 safe,16.113333333333333,12.20348177087046,"Coos Bay, Oregon",43.35965,12.567019565217391,13.63875,15.20413
Scorpaenichthys marmoratus,Cabezon,1 safe,17.780499999999993,13.339885961780348,"Coos Bay, Oregon",43.35965,12.567019565217391,13.63875,15.20413
Oncorhynchus gorbuscha,Pink salmon,1 safe,16.063249999999996,11.942276461701782,"Coos Bay, Oregon",43.35965,12.567019565217391,13.63875,15.20413
Apodichthys flavidus,Penpoint gunnel,1 safe,19.159333333333333,13.204074963924963,"Coos Bay, Oregon",43.35965,12.567019565217391,13.63875,15.20413
Enophrys bison,Buffalo sculpin,1 safe,16.535583333333335,11.671476138729211,"Coos Bay, Oregon",43.35965,12.567019565217391,13.63875,15.20413
Salmo salar,Atlantic salmon,1 safe,16.896,10.431068796938057,"Coos Bay, Oregon",43.35965,12.567019565217391,13.63875,15.20413
Cymatogaster aggregata,Shiner perch,1 safe,16.17,11.206163030265502,"Yaquina Bay, Oregon",44.618267,12.769958928571429,13.7059,15.1648475
Leptocottus armatus,Pacific staghorn sculpin,1 safe,18.449,11.537443212943543,"Yaquina Bay, Oregon",44.618267,12.769958928571429,13.7059,15.1648475
Oncorhynchus keta,Chum salmon,1 safe,15.552193181818184,9.95009006312726,"Yaquina Bay, Oregon",44.618267,12.769958928571429,13.7059,15.1648475
Merluccius productus,North Pacific hake,1 safe,16.22,12.173912176537288,"Yaquina Bay, Oregon",44.618267,12.769958928571429,13.7059,15.1648475
Clupea pallasii,Pacific herring,2 uncomfortable,15.0505,8.531887571773222,"Yaquina Bay, Oregon",44.618267,12.769958928571429,13.7059,15.1648475
Ammodytes personatus,Pacific sandlance,1 safe,15.60675,10.361521879728333,"Yaquina Bay, Oregon",44.618267,12.769958928571429,13.7059,15.1648475
Pholis ornata,Saddleback gunnel,1 safe,19.357999999999997,13.685455266367963,"Yaquina Bay, Oregon",44.618267,12.769958928571429,13.7059,15.1648475
Aulorhynchus flavidus,Tube-snout,1 safe,19.32,12.509654320987654,"Yaquina Bay, Oregon",44.618267,12.769958928571429,13.7059,15.1648475
Sardinops sagax,South American pilchard,1 safe,24.6725,16.737467468146704,"Yaquina Bay, Oregon",44.618267,12.769958928571429,13.7059,15.1648475
Embiotoca lateralis,Striped seaperch,1 safe,20.128,14.143670776316709,"Yaquina Bay, Oregon",44.618267,12.769958928571429,13.7059,15.1648475
Allosmerus elongatus,Whitebait smelt,1 safe,18.792,11.8883897405399,"Yaquina Bay, Oregon",44.618267,12.769958928571429,13.7059,15.1648475
Cymatogaster aggregata,Shiner perch,1 safe,16.17,11.206163030265502,"Haida Gwaii, British Columbia",54.0090613333333,13.116686061381074,14.371411764705881,15.191711764705882
Enophrys bison,Buffalo sculpin,1 safe,16.535583333333335,11.671476138729211,"Haida Gwaii, British Columbia",54.0090613333333,13.116686061381074,14.371411764705881,15.191711764705882
Clupea pallasii,Pacific herring,2 uncomfortable,15.0505,8.531887571773222,"Haida Gwaii, British Columbia",54.0090613333333,13.116686061381074,14.371411764705881,15.191711764705882
Pholis laeta,Crescent gunnel,1 safe,19.503749999999997,13.543768151260505,"Haida Gwaii, British Columbia",54.0090613333333,13.116686061381074,14.371411764705881,15.191711764705882
Ammodytes personatus,Pacific sandlance,1 safe,15.60675,10.361521879728333,"Haida Gwaii, British Columbia",54.0090613333333,13.116686061381074,14.371411764705881,15.191711764705882
Aulorhynchus flavidus,Tube-snout,1 safe,19.32,12.509654320987654,"Haida Gwaii, British Columbia",54.0090613333333,13.116686061381074,14.371411764705881,15.191711764705882
Salmo salar,Atlantic salmon,1 safe,16.896,10.431068796938057,"Haida Gwaii, British Columbia",54.0090613333333,13.116686061381074,14.371411764705881,15.191711764705882
Lumpenus sagitta,Snake prickleback,1 safe,18.639999999999997,11.613569225143198,"Haida Gwaii, British Columbia",54.0090613333333,13.116686061381074,14.371411764705881,15.191711764705882
Oncorhynchus gorbuscha,Pink salmon,1 safe,16.063249999999996,11.942276461701782,"Haida Gwaii, British Columbia",54.0090613333333,13.116686061381074,14.371411764705881,15.191711764705882
Cymatogaster aggregata,Shiner perch,1 safe,16.17,11.206163030265502,"Haida Gwaii, British Columbia",52.57346275,13.622334390096619,15.01728125,16.018449305555556
Clupea pallasii,Pacific herring,2 uncomfortable,15.0505,8.531887571773222,"Haida Gwaii, British Columbia",52.57346275,13.622334390096619,15.01728125,16.018449305555556
Salmo salar,Atlantic salmon,1 safe,16.896,10.431068796938057,"Haida Gwaii, British Columbia",52.57346275,13.622334390096619,15.01728125,16.018449305555556
Pholis laeta,Crescent gunnel,1 safe,19.503749999999997,13.543768151260505,"Haida Gwaii, British Columbia",52.57346275,13.622334390096619,15.01728125,16.018449305555556
Oncorhynchus kisutch,Coho salmon,2 uncomfortable,16,11.510628495379835,"Haida Gwaii, British Columbia",52.57346275,13.622334390096619,15.01728125,16.018449305555556
Embiotoca lateralis,Striped seaperch,1 safe,20.128,14.143670776316709,"Haida Gwaii, British Columbia",52.57346275,13.622334390096619,15.01728125,16.018449305555556
Artedius lateralis,Smoothhead sculpin,1 safe,16.69349999999999,11.925488405257935,"Haida Gwaii, British Columbia",52.57346275,13.622334390096619,15.01728125,16.018449305555556
Oligocottus snyderi,Fluffy sculpin,1 safe,16.427999999999997,12.909820674346053,"Haida Gwaii, British Columbia",52.57346275,13.622334390096619,15.01728125,16.018449305555556
Sebastes entomelas,Widow rockfish,1 safe,16.363875,12.659377736735705,"Haida Gwaii, British Columbia",52.57346275,13.622334390096619,15.01728125,16.018449305555556
Apodichthys flavidus,Penpoint gunnel,1 safe,19.159333333333333,13.204074963924963,"Haida Gwaii, British Columbia",52.57346275,13.622334390096619,15.01728125,16.018449305555556
Hemilepidotus hemilepidotus,Red Irish lord,4 highest,13.501999999999995,3.639855674172837,"Haida Gwaii, British Columbia",52.57346275,13.622334390096619,15.01728125,16.018449305555556
Aulorhynchus flavidus,Tube-snout,1 safe,19.32,12.509654320987654,"Haida Gwaii, British Columbia",52.57346275,13.622334390096619,15.01728125,16.018449305555556
Cymatogaster aggregata,Shiner perch,1 safe,16.17,11.206163030265502,"Haida Gwaii, British Columbia",52.228491,13.27427785326087,14.8079375,15.569654166666666
Pholis laeta,Crescent gunnel,1 safe,19.503749999999997,13.543768151260505,"Haida Gwaii, British Columbia",52.228491,13.27427785326087,14.8079375,15.569654166666666
Citharichthys stigmaeus,Speckled sanddab,1 safe,17.331333333333333,12.891667937914477,"Haida Gwaii, British Columbia",52.228491,13.27427785326087,14.8079375,15.569654166666666
Clupea pallasii,Pacific herring,2 uncomfortable,15.0505,8.531887571773222,"Haida Gwaii, British Columbia",52.228491,13.27427785326087,14.8079375,15.569654166666666
Salmo salar,Atlantic salmon,1 safe,16.896,10.431068796938057,"Haida Gwaii, British Columbia",52.228491,13.27427785326087,14.8079375,15.569654166666666
Leptocottus armatus,Pacific staghorn sculpin,1 safe,18.449,11.537443212943543,"Haida Gwaii, British Columbia",52.228491,13.27427785326087,14.8079375,15.569654166666666
Oncorhynchus keta,Chum salmon,2 uncomfortable,15.552193181818184,9.95009006312726,"Haida Gwaii, British Columbia",52.228491,13.27427785326087,14.8079375,15.569654166666666
Cymatogaster aggregata,Shiner perch,1 safe,16.17,11.206163030265502,"Haida Gwaii, British Columbia",52.631124,13.634976222826086,15.084296875,16.14987265625
Clupea pallasii,Pacific herring,3 high,15.0505,8.531887571773222,"Haida Gwaii, British Columbia",52.631124,13.634976222826086,15.084296875,16.14987265625
Ammodytes personatus,Pacific sandlance,2 uncomfortable,15.60675,10.361521879728333,"Haida Gwaii, British Columbia",52.631124,13.634976222826086,15.084296875,16.14987265625
Salmo salar,Atlantic salmon,1 safe,16.896,10.431068796938057,"Haida Gwaii, British Columbia",52.631124,13.634976222826086,15.084296875,16.14987265625
Pleuronichthys coenosus,C-O sole,2 uncomfortable,15.750833333333334,11.68927101067946,"Haida Gwaii, British Columbia",52.631124,13.634976222826086,15.084296875,16.14987265625
Leptocottus armatus,Pacific staghorn sculpin,1 safe,18.449,11.537443212943543,"Haida Gwaii, British Columbia",52.631124,13.634976222826086,15.084296875,16.14987265625
Artedius fenestralis,Padded sculpin,1 safe,16.822738095238094,11.794433497536946,"Haida Gwaii, British Columbia",52.631124,13.634976222826086,15.084296875,16.14987265625
Pholis laeta,Crescent gunnel,1 safe,19.503749999999997,13.543768151260505,"Haida Gwaii, British Columbia",52.631124,13.634976222826086,15.084296875,16.14987265625
Embiotoca lateralis,Striped seaperch,1 safe,20.128,14.143670776316709,"Haida Gwaii, British Columbia",52.631124,13.634976222826086,15.084296875,16.14987265625
Cymatogaster aggregata,Shiner perch,1 safe,16.17,11.206163030265502,"Haida Gwaii, British Columbia",54.009672,13.126874320652174,14.385343749999999,15.204242708333334
Leptocottus armatus,Pacific staghorn sculpin,1 safe,18.449,11.537443212943543,"Haida Gwaii, British Columbia",54.009672,13.126874320652174,14.385343749999999,15.204242708333334
Oncorhynchus tshawytscha,Chinook salmon,1 safe,15.8,8.154796036642479,"Haida Gwaii, British Columbia",54.009672,13.126874320652174,14.385343749999999,15.204242708333334
Enophrys bison,Buffalo sculpin,1 safe,16.535583333333335,11.671476138729211,"Haida Gwaii, British Columbia",54.009672,13.126874320652174,14.385343749999999,15.204242708333334
Oncorhynchus kisutch,Coho salmon,1 safe,16,11.510628495379835,"Haida Gwaii, British Columbia",54.009672,13.126874320652174,14.385343749999999,15.204242708333334
Hippoglossus stenolepis,Pacific halibut,1 safe,15.62,7.528080014491654,"Haida Gwaii, British Columbia",54.009672,13.126874320652174,14.385343749999999,15.204242708333334
Pleuronichthys coenosus,C-O sole,1 safe,15.750833333333334,11.68927101067946,"Haida Gwaii, British Columbia",54.009672,13.126874320652174,14.385343749999999,15.204242708333334
Gasterosteus aculeatus,Three-spined stickleback,1 safe,19.099625,10.770302831408788,"Haida Gwaii, British Columbia",54.009672,13.126874320652174,14.385343749999999,15.204242708333334
Hexagrammos decagrammus,Kelp greenling,1 safe,15.347083333333329,6.611613300764646,"Haida Gwaii, British Columbia",54.009672,13.126874320652174,14.385343749999999,15.204242708333334
Ronquilus jordani,Northern ronquil,1 safe,16.773041666666668,11.12399822592245,"Haida Gwaii, British Columbia",54.009672,13.126874320652174,14.385343749999999,15.204242708333334
Clupea pallasii,Pacific herring,2 uncomfortable,15.0505,8.531887571773222,"Haida Gwaii, British Columbia",54.009672,13.126874320652174,14.385343749999999,15.204242708333334
Clupea pallasii,Pacific herring,3 high,15.0505,8.531887571773222,"Pacific Rim Park, British Columbia",49.104117,14.223548913043478,15.139275,16.712780000000002
Cymatogaster aggregata,Shiner perch,2 uncomfortable,16.17,11.206163030265502,"Pacific Rim Park, British Columbia",49.104117,14.223548913043478,15.139275,16.712780000000002
Pholis laeta,Crescent gunnel,1 safe,19.503749999999997,13.543768151260505,"Pacific Rim Park, British Columbia",49.104117,14.223548913043478,15.139275,16.712780000000002
Oncorhynchus keta,Chum salmon,2 uncomfortable,15.552193181818184,9.95009006312726,"Pacific Rim Park, British Columbia",49.104117,14.223548913043478,15.139275,16.712780000000002
Salmo salar,Atlantic salmon,1 safe,16.896,10.431068796938057,"Pacific Rim Park, British Columbia",49.104117,14.223548913043478,15.139275,16.712780000000002
Aulorhynchus flavidus,Tube-snout,1 safe,19.32,12.509654320987654,"Pacific Rim Park, British Columbia",49.104117,14.223548913043478,15.139275,16.712780000000002
Leptocottus armatus,Pacific staghorn sculpin,1 safe,18.449,11.537443212943543,"Pacific Rim Park, British Columbia",49.104117,14.223548913043478,15.139275,16.712780000000002
Gasterosteus aculeatus,Three-spined stickleback,1 safe,19.099625,10.770302831408788,"Pacific Rim Park, British Columbia",49.104117,14.223548913043478,15.139275,16.712780000000002
Oncorhynchus kisutch,Coho salmon,2 uncomfortable,16,11.510628495379835,"Pacific Rim Park, British Columbia",49.104117,14.223548913043478,15.139275,16.712780000000002
Cymatogaster aggregata,Shiner perch,2 uncomfortable,16.17,11.206163030265502,"Pacific Rim Park, British Columbia",49.171917,14.122234057971012,14.8964,16.727313333333335
Clupea pallasii,Pacific herring,2 uncomfortable,15.0505,8.531887571773222,"Pacific Rim Park, British Columbia",49.171917,14.122234057971012,14.8964,16.727313333333335
Leptocottus armatus,Pacific staghorn sculpin,1 safe,18.449,11.537443212943543,"Pacific Rim Park, British Columbia",49.171917,14.122234057971012,14.8964,16.727313333333335
Ammodytes personatus,Pacific sandlance,2 uncomfortable,15.60675,10.361521879728333,"Pacific Rim Park, British Columbia",49.171917,14.122234057971012,14.8964,16.727313333333335
Hexagrammos decagrammus,Kelp greenling,2 uncomfortable,15.347083333333329,6.611613300764646,"Pacific Rim Park, British Columbia",49.171917,14.122234057971012,14.8964,16.727313333333335
Pleuronichthys coenosus,C-O sole,2 uncomfortable,15.750833333333334,11.68927101067946,"Pacific Rim Park, British Columbia",49.171917,14.122234057971012,14.8964,16.727313333333335
Oncorhynchus gorbuscha,Pink salmon,2 uncomfortable,16.063249999999996,11.942276461701782,"Pacific Rim Park, British Columbia",49.171917,14.122234057971012,14.8964,16.727313333333335
Pholis ornata,Saddleback gunnel,1 safe,19.357999999999997,13.685455266367963,"Pacific Rim Park, British Columbia",49.171917,14.122234057971012,14.8964,16.727313333333335
Pholis laeta,Crescent gunnel,1 safe,19.503749999999997,13.543768151260505,"Pacific Rim Park, British Columbia",49.171917,14.122234057971012,14.8964,16.727313333333335
Apodichthys flavidus,Penpoint gunnel,1 safe,19.159333333333333,13.204074963924963,"Pacific Rim Park, British Columbia",49.171917,14.122234057971012,14.8964,16.727313333333335
Oncorhynchus kisutch,Coho salmon,2 uncomfortable,16,11.510628495379835,"Pacific Rim Park, British Columbia",49.171917,14.122234057971012,14.8964,16.727313333333335
Citharichthys stigmaeus,Speckled sanddab,1 safe,17.331333333333333,12.891667937914477,"Pacific Rim Park, British Columbia",49.171917,14.122234057971012,14.8964,16.727313333333335
Oncorhynchus tshawytscha,Chinook salmon,2 uncomfortable,15.8,8.154796036642479,"Pacific Rim Park, British Columbia",49.171917,14.122234057971012,14.8964,16.727313333333335
Syngnathus californiensis,Bay pipefish,1 safe,18.918750000000003,13.196948692152915,"Pacific Rim Park, British Columbia",49.171917,14.122234057971012,14.8964,16.727313333333335
Cymatogaster aggregata,Shiner perch,2 uncomfortable,16.17,11.206163030265502,"Pacific Rim Park, British Columbia",49.1844,14.158761473429951,14.90070833333333,16.77073888888889
Pholis laeta,Crescent gunnel,1 safe,19.503749999999997,13.543768151260505,"Pacific Rim Park, British Columbia",49.1844,14.158761473429951,14.90070833333333,16.77073888888889
Phanerodon vacca,Pile perch,1 safe,20.953125,15.681928201730544,"Pacific Rim Park, British Columbia",49.1844,14.158761473429951,14.90070833333333,16.77073888888889
Leptocottus armatus,Pacific staghorn sculpin,1 safe,18.449,11.537443212943543,"Pacific Rim Park, British Columbia",49.1844,14.158761473429951,14.90070833333333,16.77073888888889
Salmo salar,Atlantic salmon,1 safe,16.896,10.431068796938057,"Pacific Rim Park, British Columbia",49.1844,14.158761473429951,14.90070833333333,16.77073888888889
Clupea pallasii,Pacific herring,2 uncomfortable,15.0505,8.531887571773222,"Pacific Rim Park, British Columbia",49.1844,14.158761473429951,14.90070833333333,16.77073888888889
Rhinogobiops nicholsii,Blackeye goby,1 safe,17.923333333333332,14.205773411532611,"Pacific Rim Park, British Columbia",49.1844,14.158761473429951,14.90070833333333,16.77073888888889
Citharichthys stigmaeus,Speckled sanddab,1 safe,17.331333333333333,12.891667937914477,"Pacific Rim Park, British Columbia",49.1844,14.158761473429951,14.90070833333333,16.77073888888889
Cymatogaster aggregata,Shiner perch,2 uncomfortable,16.17,11.206163030265502,"Pacific Rim Park, British Columbia",49.19295,14.187900815217391,14.908390625,16.805196875
Clupea pallasii,Pacific herring,2 uncomfortable,15.0505,8.531887571773222,"Pacific Rim Park, British Columbia",49.19295,14.187900815217391,14.908390625,16.805196875
