found_taxa,common_name,dangerlevel,temp_95,sti_value,region_label,decimal_latitude,site_last5_meansst,site_last5_temp75,site_last5_temp95
Oncorhynchus kisutch,Coho salmon,1 safe,16,11.510628495379835,Southeast Alaska,55.7402015,12.847420516304346,13.814078125,14.677925
Lumpenus sagitta,Snake prickleback,1 safe,18.639999999999997,11.613569225143198,Southeast Alaska,55.7402015,12.847420516304346,13.814078125,14.677925
Pholis laeta,Crescent gunnel,1 safe,19.503749999999997,13.543768151260505,Southeast Alaska,55.7402015,12.847420516304346,13.814078125,14.677925
Clupea pallasii,Pacific herring,1 safe,15.0505,8.531887571773222,Southeast Alaska,55.7402015,12.847420516304346,13.814078125,14.677925
Cymatogaster aggregata,Shiner perch,4 highest,16.17,11.206163030265502,"Willapa Bay, Washington",46.4954275,16.243565217391303,17.471583333333335,18.576260416666667
Leptocottus armatus,Pacific staghorn sculpin,2 uncomfortable,18.449,11.537443212943543,"Willapa Bay, Washington",46.4954275,16.243565217391303,17.471583333333335,18.576260416666667
Pholis ornata,Saddleback gunnel,1 safe,19.357999999999997,13.685455266367963,"Willapa Bay, Washington",46.4954275,16.243565217391303,17.471583333333335,18.576260416666667
Gasterosteus aculeatus,Three-spined stickleback,1 safe,19.099625,10.770302831408788,"Willapa Bay, Washington",46.4954275,16.243565217391303,17.471583333333335,18.576260416666667
Oncorhynchus gorbuscha,Pink salmon,4 highest,16.063249999999996,11.942276461701782,"Willapa Bay, Washington",46.4954275,16.243565217391303,17.471583333333335,18.576260416666667
Engraulis mordax,Californian anchovy,1 safe,18.888666666666666,13.552145913169358,"Willapa Bay, Washington",46.4954275,16.243565217391303,17.471583333333335,18.576260416666667
Oncorhynchus tshawytscha,Chinook salmon,4 highest,15.8,8.154796036642479,"Willapa Bay, Washington",46.4954275,16.243565217391303,17.471583333333335,18.576260416666667
Mugil cephalus,Flathead grey mullet,1 safe,29.37,24.67261535033986,"Willapa Bay, Washington",46.4954275,16.243565217391303,17.471583333333335,18.576260416666667
Salmo salar,Atlantic salmon,3 high,16.896,10.431068796938057,"Willapa Bay, Washington",46.4954275,16.243565217391303,17.471583333333335,18.576260416666667
Cymatogaster aggregata,Shiner perch,1 safe,16.17,11.206163030265502,"Puget Sound & Padilla Bay, Washington",48.48575823,13.661229007405638,14.814078125,15.97145
Pholis ornata,Saddleback gunnel,1 safe,19.357999999999997,13.685455266367963,"Puget Sound & Padilla Bay, Washington",48.48575823,13.661229007405638,14.814078125,15.97145
Gasterosteus aculeatus,Three-spined stickleback,1 safe,19.099625,10.770302831408788,"Puget Sound & Padilla Bay, Washington",48.48575823,13.661229007405638,14.814078125,15.97145
Clupea pallasii,Pacific herring,2 uncomfortable,15.0505,8.531887571773222,"Puget Sound & Padilla Bay, Washington",48.48575823,13.661229007405638,14.814078125,15.97145
Leptocottus armatus,Pacific staghorn sculpin,1 safe,18.449,11.537443212943543,"Puget Sound & Padilla Bay, Washington",48.48575823,13.661229007405638,14.814078125,15.97145
Syngnathus californiensis,Bay pipefish,1 safe,18.918750000000003,13.196948692152915,"Puget Sound & Padilla Bay, Washington",48.48575823,13.661229007405638,14.814078125,15.97145
Lumpenus sagitta,Snake prickleback,1 safe,18.639999999999997,11.613569225143198,"Puget Sound & Padilla Bay, Washington",48.48575823,13.661229007405638,14.814078125,15.97145
Cymatogaster aggregata,Shiner perch,1 safe,16.17,11.206163030265502,"Puget Sound & Padilla Bay, Washington",48.5049834175,13.284251608785237,14.386976562500001,15.631010937500001
Oncorhynchus gorbuscha,Pink salmon,1 safe,16.063249999999996,11.942276461701782,"Puget Sound & Padilla Bay, Washington",48.5049834175,13.284251608785237,14.386976562500001,15.631010937500001
Clupea pallasii,Pacific herring,2 uncomfortable,15.0505,8.531887571773222,"Puget Sound & Padilla Bay, Washington",48.5049834175,13.284251608785237,14.386976562500001,15.631010937500001
Leptocottus armatus,Pacific staghorn sculpin,1 safe,18.449,11.537443212943543,"Puget Sound & Padilla Bay, Washington",48.5049834175,13.284251608785237,14.386976562500001,15.631010937500001
Pholis ornata,Saddleback gunnel,1 safe,19.357999999999997,13.685455266367963,"Puget Sound & Padilla Bay, Washington",48.5049834175,13.284251608785237,14.386976562500001,15.631010937500001
Leptocottus armatus,Pacific staghorn sculpin,4 highest,18.449,11.537443212943543,"Los Angeles, California",33.7618821,19.791351588628764,20.6355625,21.669942307692306
Engraulis mordax,Californian anchovy,4 highest,18.888666666666666,13.552145913169358,"Los Angeles, California",33.7618821,19.791351588628764,20.6355625,21.669942307692306
Paralabrax maculatofasciatus,Spotted sand bass,1 safe,30.58966666666667,24.0997196998557,"Los Angeles, California",33.7618821,19.791351588628764,20.6355625,21.669942307692306
Anchoa delicatissima,Slough anchovy,1 safe,22.832750000000004,19.168219696969697,"Los Angeles, California",33.7618821,19.791351588628764,20.6355625,21.669942307692306
Cymatogaster aggregata,Shiner perch,4 highest,16.17,11.206163030265502,"Los Angeles, California",33.6021545,20.135009510869565,21.145,22.1560625
Paralabrax maculatofasciatus,Spotted sand bass,1 safe,30.58966666666667,24.0997196998557,"Los Angeles, California",33.6021545,20.135009510869565,21.145,22.1560625
Thunnus alalunga,Albacore,1 safe,27.5295,21.083087272816982,"Los Angeles, California",33.6021545,20.135009510869565,21.145,22.1560625
Atherinopsis californiensis,Jack silverside,2 uncomfortable,21.82125,14.48822204968944,"Los Angeles, California",33.6021545,20.135009510869565,21.145,22.1560625
Embiotoca jacksoni,Black perch,1 safe,22.428749999999997,18.229504083298917,"Los Angeles, California",33.6021545,20.135009510869565,21.145,22.1560625
Paralichthys californicus,California flounder,1 safe,29.938666666666663,22.15423536036036,"Los Angeles, California",33.6021545,20.135009510869565,21.145,22.1560625
Paralichthys californicus,California halibut,1 safe,29.938666666666663,22.15423536036036,"Los Angeles, California",33.6021545,20.135009510869565,21.145,22.1560625
Anisotremus davidsonii,Xantic sargo,1 safe,23.087791666666668,19.521820583887656,"Los Angeles, California",33.6021545,20.135009510869565,21.145,22.1560625
Hypsoblennius gentilis,Bay blenny,1 safe,27.99658333333333,21.864743317500302,"Los Angeles, California",33.6021545,20.135009510869565,21.145,22.1560625
Clupea pallasii,Pacific herring,4 highest,15.0505,8.531887571773222,"Los Angeles, California",33.6021545,20.135009510869565,21.145,22.1560625
Gasterosteus aculeatus,Three-spined stickleback,4 highest,19.099625,10.770302831408788,"Los Angeles, California",33.6021545,20.135009510869565,21.145,22.1560625
Mugil cephalus,Flathead grey mullet,1 safe,29.37,24.67261535033986,"Los Angeles, California",33.6021545,20.135009510869565,21.145,22.1560625
Sardinops sagax,South American pilchard,1 safe,24.6725,16.737467468146704,"Los Angeles, California",33.6021545,20.135009510869565,21.145,22.1560625
Paralabrax maculatofasciatus,Spotted sand bass,1 safe,30.58966666666667,24.0997196998557,"Los Angeles, California",33.6212996,20.09267270531401,21.054875,22.1141
Mugil cephalus,Flathead grey mullet,1 safe,29.37,24.67261535033986,"Los Angeles, California",33.6212996,20.09267270531401,21.054875,22.1141
Thunnus alalunga,Albacore,1 safe,27.5295,21.083087272816982,"Los Angeles, California",33.6212996,20.09267270531401,21.054875,22.1141
Clupea pallasii,Pacific herring,4 highest,15.0505,8.531887571773222,"Los Angeles, California",33.6212996,20.09267270531401,21.054875,22.1141
Brachygenys californiensis,Californian salema,1 safe,30.552999999999997,24.078798534798537,"Los Angeles, California",33.6212996,20.09267270531401,21.054875,22.1141
Oncorhynchus clarkii,Cutthroat trout,4 highest,15.1,10.646901214170445,"Los Angeles, California",33.6212996,20.09267270531401,21.054875,22.1141
Atractoscion nobilis,White seabass,2 uncomfortable,21.548333333333332,17.972772965492613,"Los Angeles, California",33.6212996,20.09267270531401,21.054875,22.1141
Oncorhynchus gorbuscha,Pink salmon,4 highest,16.063249999999996,11.942276461701782,"Los Angeles, California",33.7680093197464,19.69710265700483,20.49413888888889,21.545437037037036
Engraulis mordax,Californian anchovy,4 highest,18.888666666666666,13.552145913169358,"Los Angeles, California",33.7680093197464,19.69710265700483,20.49413888888889,21.545437037037036
Paralabrax maculatofasciatus,Spotted sand bass,1 safe,30.58966666666667,24.0997196998557,"Los Angeles, California",33.7680093197464,19.69710265700483,20.49413888888889,21.545437037037036
Quietula y-cauda,American shadow goby,1 safe,29.69075,22.410412418785594,"Los Angeles, California",33.7680093197464,19.69710265700483,20.49413888888889,21.545437037037036
Anisotremus davidsonii,Xantic sargo,1 safe,23.087791666666668,19.521820583887656,"Los Angeles, California",33.7680093197464,19.69710265700483,20.49413888888889,21.545437037037036
Anchoa delicatissima,Slough anchovy,1 safe,22.832750000000004,19.168219696969697,"Los Angeles, California",33.7680093197464,19.69710265700483,20.49413888888889,21.545437037037036
Menticirrhus undulatus,California kingcroaker,1 safe,27.19875,20.535534354602536,"Los Angeles, California",33.7680093197464,19.69710265700483,20.49413888888889,21.545437037037036
Artedius harringtoni,Scalyhead sculpin,4 highest,16.35349999999999,7.789592599349005,"Los Angeles, California",33.7680093197464,19.69710265700483,20.49413888888889,21.545437037037036
Roncador stearnsii,Spotfin croaker,1 safe,30.645,20.91998618021006,"Los Angeles, California",33.7680093197464,19.69710265700483,20.49413888888889,21.545437037037036
Acanthogobius flavimanus,Yellowfin goby,1 safe,26.14,15.471480299448384,"Los Angeles, California",33.7680093197464,19.69710265700483,20.49413888888889,21.545437037037036
Pleuronichthys guttulatus,Diamond turbot,1 safe,29.94268333333333,22.80757563303099,"Los Angeles, California",33.7680093197464,19.69710265700483,20.49413888888889,21.545437037037036
Oncorhynchus kisutch,Coho salmon,4 highest,16,11.510628495379835,"Los Angeles, California",33.7680093197464,19.69710265700483,20.49413888888889,21.545437037037036
Umbrina roncador,Yellowfin drum,1 safe,27.21,20.456911033163266,"Los Angeles, California",33.7680093197464,19.69710265700483,20.49413888888889,21.545437037037036
Salmo salar,Atlantic salmon,1 safe,16.896,10.431068796938057,Central Coast British Columbia,51.60867225,14.289490096618358,15.637266666666667,16.41554111111111
Sebastes nebulosus,China rockfish,1 safe,16.6475,14.15282024664844,Central Coast British Columbia,51.60867225,14.289490096618358,15.637266666666667,16.41554111111111
Hexagrammos decagrammus,Kelp greenling,3 high,15.347083333333329,6.611613300764646,Central Coast British Columbia,51.60867225,14.289490096618358,15.637266666666667,16.41554111111111
Artedius harringtoni,Scalyhead sculpin,2 uncomfortable,16.35349999999999,7.789592599349005,Central Coast British Columbia,51.60867225,14.289490096618358,15.637266666666667,16.41554111111111
Cymatogaster aggregata,Shiner perch,2 uncomfortable,16.17,11.206163030265502,Central Coast British Columbia,51.60867225,14.289490096618358,15.637266666666667,16.41554111111111
Embiotoca lateralis,Striped seaperch,1 safe,20.128,14.143670776316709,Central Coast British Columbia,51.60867225,14.289490096618358,15.637266666666667,16.41554111111111
Scorpaenichthys marmoratus,Cabezon,1 safe,17.780499999999993,13.339885961780348,Central Coast British Columbia,51.60867225,14.289490096618358,15.637266666666667,16.41554111111111
Cymatogaster aggregata,Shiner perch,2 uncomfortable,16.17,11.206163030265502,Central Coast British Columbia,51.646445,14.32207082201087,15.7071015625,16.45739375
Clupea pallasii,Pacific herring,3 high,15.0505,8.531887571773222,Central Coast British Columbia,51.646445,14.32207082201087,15.7071015625,16.45739375
Gasterosteus aculeatus,Three-spined stickleback,1 safe,19.099625,10.770302831408788,Central Coast British Columbia,51.646445,14.32207082201087,15.7071015625,16.45739375
Lepidogobius lepidus,Bay goby,3 high,14.812666666666669,13.023486394557825,Central Coast British Columbia,51.646445,14.32207082201087,15.7071015625,16.45739375
Oncorhynchus keta,Chum salmon,3 high,15.552193181818184,9.95009006312726,Central Coast British Columbia,51.646445,14.32207082201087,15.7071015625,16.45739375
Leptocottus armatus,Pacific staghorn sculpin,1 safe,18.449,11.537443212943543,Central Coast British Columbia,51.646445,14.32207082201087,15.7071015625,16.45739375
Clupea pallasii,Pacific herring,3 high,15.0505,8.531887571773222,Central Coast British Columbia,51.8367216666667,14.369694293478261,15.667333333333332,16.60934375
Pholis laeta,Crescent gunnel,1 safe,19.503749999999997,13.543768151260505,Central Coast British Columbia,51.8367216666667,14.369694293478261,15.667333333333332,16.60934375
Ammodytes personatus,Pacific sandlance,3 high,15.60675,10.361521879728333,Central Coast British Columbia,51.8367216666667,14.369694293478261,15.667333333333332,16.60934375
Ophiodon elongatus,Lingcod,2 uncomfortable,16.113333333333333,12.20348177087046,Central Coast British Columbia,51.8367216666667,14.369694293478261,15.667333333333332,16.60934375
Rhinogobiops nicholsii,Blackeye goby,1 safe,17.923333333333332,14.205773411532611,Central Coast British Columbia,51.8367216666667,14.369694293478261,15.667333333333332,16.60934375
Oncorhynchus keta,Chum salmon,3 high,15.552193181818184,9.95009006312726,Central Coast British Columbia,51.8367216666667,14.369694293478261,15.667333333333332,16.60934375
Cymatogaster aggregata,Shiner perch,2 uncomfortable,16.17,11.206163030265502,Central Coast British Columbia,51.8367216666667,14.369694293478261,15.667333333333332,16.60934375
Cymatogaster aggregata,Shiner perch,2 uncomfortable,16.17,11.206163030265502,Central Coast British Columbia,51.92385,14.326371980676328,15.668684027777777,16.540252083333336
Leptocottus armatus,Pacific staghorn sculpin,1 safe,18.449,11.537443212943543,Central Coast British Columbia,51.92385,14.326371980676328,15.668684027777777,16.540252083333336
Oncorhynchus gorbuscha,Pink salmon,2 uncomfortable,16.063249999999996,11.942276461701782,Central Coast British Columbia,51.92385,14.326371980676328,15.668684027777777,16.540252083333336
Salmo salar,Atlantic salmon,1 safe,16.896,10.431068796938057,Central Coast British Columbia,51.92385,14.326371980676328,15.668684027777777,16.540252083333336
Clevelandia ios,Arrow goby,1 safe,23.119999999999997,18.924724489795917,Central Coast British Columbia,51.92385,14.326371980676328,15.668684027777777,16.540252083333336
Hemilepidotus hemilepidotus,Red Irish lord,4 highest,13.501999999999995,3.639855674172837,Central Coast British Columbia,51.92385,14.326371980676328,15.668684027777777,16.540252083333336
Clupea pallasii,Pacific herring,3 high,15.0505,8.531887571773222,Central Coast British Columbia,51.92385,14.326371980676328,15.668684027777777,16.540252083333336
Jordania zonope,Longfin sculpin,1 safe,18.5885,11.518196582946585,Central Coast British Columbia,51.92385,14.326371980676328,15.668684027777777,16.540252083333336
Nautichthys oculofasciatus,Sailfin sculpin,1 safe,18.586499999999997,11.25814546640574,Central Coast British Columbia,51.92385,14.326371980676328,15.668684027777777,16.540252083333336
Pholis laeta,Crescent gunnel,1 safe,19.503749999999997,13.543768151260505,Central Coast British Columbia,51.92385,14.326371980676328,15.668684027777777,16.540252083333336
Oncorhynchus tshawytscha,Chinook salmon,2 uncomfortable,15.8,8.154796036642479,Central Coast British Columbia,51.92385,14.326371980676328,15.668684027777777,16.540252083333336
Hexagrammos decagrammus,Kelp greenling,3 high,15.347083333333329,6.611613300764646,Central Coast British Columbia,51.92385,14.326371980676328,15.668684027777777,16.540252083333336
Apodichthys flavidus,Penpoint gunnel,1 safe,19.159333333333333,13.204074963924963,Central Coast British Columbia,51.92385,14.326371980676328,15.668684027777777,16.540252083333336
Gobiesox maeandricus,Northern clingfish,2 uncomfortable,16.407,12.383305872512246,Central Coast British Columbia,51.92385,14.326371980676328,15.668684027777777,16.540252083333336
Gasterosteus aculeatus,Three-spined stickleback,1 safe,19.099625,10.770302831408788,Central Coast British Columbia,51.92385,14.326371980676328,15.668684027777777,16.540252083333336
Oncorhynchus keta,Chum salmon,3 high,15.552193181818184,9.95009006312726,Central Coast British Columbia,51.92385,14.326371980676328,15.668684027777777,16.540252083333336
Liparis florae,Tidepool snailfish,1 safe,17.54,11.961914640772696,Central Coast British Columbia,51.92385,14.326371980676328,15.668684027777777,16.540252083333336
Cymatogaster aggregata,Shiner perch,2 uncomfortable,16.17,11.206163030265502,Central Coast British Columbia,52.0534175,14.391388600228275,15.72309375,16.571199305555556
Clupea pallasii,Pacific herring,3 high,15.0505,8.531887571773222,Central Coast British Columbia,52.0534175,14.391388600228275,15.72309375,16.571199305555556
Leptocottus armatus,Pacific staghorn sculpin,1 safe,18.449,11.537443212943543,Central Coast British Columbia,52.0534175,14.391388600228275,15.72309375,16.571199305555556
Pholis laeta,Crescent gunnel,1 safe,19.503749999999997,13.543768151260505,Central Coast British Columbia,52.0534175,14.391388600228275,15.72309375,16.571199305555556
Gobiesox maeandricus,Northern clingfish,2 uncomfortable,16.407,12.383305872512246,Central Coast British Columbia,52.0534175,14.391388600228275,15.72309375,16.571199305555556
Merluccius productus,North Pacific hake,2 uncomfortable,16.22,12.173912176537288,Central Coast British Columbia,52.0534175,14.391388600228275,15.72309375,16.571199305555556
Oncorhynchus gorbuscha,Pink salmon,2 uncomfortable,16.063249999999996,11.942276461701782,Central Coast British Columbia,52.0534175,14.391388600228275,15.72309375,16.571199305555556
Oncorhynchus kisutch,Coho salmon,2 uncomfortable,16,11.510628495379835,Central Coast British Columbia,52.0534175,14.391388600228275,15.72309375,16.571199305555556
Hexagrammos decagrammus,Kelp greenling,3 high,15.347083333333329,6.611613300764646,Central Coast British Columbia,52.0534175,14.391388600228275,15.72309375,16.571199305555556
Oncorhynchus keta,Chum salmon,3 high,15.552193181818184,9.95009006312726,Central Coast British Columbia,52.0534175,14.391388600228275,15.72309375,16.571199305555556
Salmo salar,Atlantic salmon,1 safe,16.896,10.431068796938057,Central Coast British Columbia,52.0534175,14.391388600228275,15.72309375,16.571199305555556
Aulorhynchus flavidus,Tube-snout,1 safe,19.32,12.509654320987654,Central Coast British Columbia,52.0534175,14.391388600228275,15.72309375,16.571199305555556
Ascelichthys rhodorus,Rosylip sculpin,3 high,15.689499999999995,10.568128642501776,Central Coast British Columbia,52.0534175,14.391388600228275,15.72309375,16.571199305555556
Enophrys bison,Buffalo sculpin,2 uncomfortable,16.535583333333335,11.671476138729211,Central Coast British Columbia,52.0534175,14.391388600228275,15.72309375,16.571199305555556
Rimicola muscarum,Kelp clingfish,1 safe,16.624,13.692419696969695,Central Coast British Columbia,52.0534175,14.391388600228275,15.72309375,16.571199305555556
Phytichthys chirus,Ribbon prickleback,3 high,15.2285,10.306564935064936,Central Coast British Columbia,52.0534175,14.391388600228275,15.72309375,16.571199305555556
Clupea pallasii,Pacific herring,4 highest,15.0505,8.531887571773222,"Inner Coast, British Columbia",50.08008675,15.995627717391304,17.51788839285714,18.86159017857143
Pholis laeta,Crescent gunnel,1 safe,19.503749999999997,13.543768151260505,"Inner Coast, British Columbia",50.08008675,15.995627717391304,17.51788839285714,18.86159017857143
Oncorhynchus gorbuscha,Pink salmon,3 high,16.063249999999996,11.942276461701782,"Inner Coast, British Columbia",50.08008675,15.995627717391304,17.51788839285714,18.86159017857143
Oncorhynchus tshawytscha,Chinook salmon,4 highest,15.8,8.154796036642479,"Inner Coast, British Columbia",50.08008675,15.995627717391304,17.51788839285714,18.86159017857143
Blepsias cirrhosus,Silverspotted sculpin,1 safe,27.652833333333337,22.17024753867792,"Inner Coast, British Columbia",50.08008675,15.995627717391304,17.51788839285714,18.86159017857143
Salmo salar,Atlantic salmon,3 high,16.896,10.431068796938057,"Inner Coast, British Columbia",50.08008675,15.995627717391304,17.51788839285714,18.86159017857143
Leptocottus armatus,Pacific staghorn sculpin,2 uncomfortable,18.449,11.537443212943543,"Inner Coast, British Columbia",50.08008675,15.995627717391304,17.51788839285714,18.86159017857143
Oncorhynchus kisutch,Coho salmon,3 high,16,11.510628495379835,"Inner Coast, British Columbia",50.08008675,15.995627717391304,17.51788839285714,18.86159017857143
Lumpenus sagitta,Snake prickleback,2 uncomfortable,18.639999999999997,11.613569225143198,"Inner Coast, British Columbia",50.08008675,15.995627717391304,17.51788839285714,18.86159017857143
Gasterosteus aculeatus,Three-spined stickleback,1 safe,19.099625,10.770302831408788,"Inner Coast, British Columbia",50.08008675,15.995627717391304,17.51788839285714,18.86159017857143
Lepidogobius lepidus,Bay goby,4 highest,14.812666666666669,13.023486394557825,"Inner Coast, British Columbia",50.08008675,15.995627717391304,17.51788839285714,18.86159017857143
Oncorhynchus keta,Chum salmon,4 highest,15.552193181818184,9.95009006312726,"Inner Coast, British Columbia",50.08008675,15.995627717391304,17.51788839285714,18.86159017857143
Cymatogaster aggregata,Shiner perch,4 highest,16.17,11.206163030265502,"Inner Coast, British Columbia",50.035924,16.890826086956523,18.560055555555554,19.70679375
Clupea pallasii,Pacific herring,4 highest,15.0505,8.531887571773222,"Inner Coast, British Columbia",50.035924,16.890826086956523,18.560055555555554,19.70679375
Leptocottus armatus,Pacific staghorn sculpin,3 high,18.449,11.537443212943543,"Inner Coast, British Columbia",50.035924,16.890826086956523,18.560055555555554,19.70679375
Pholis ornata,Saddleback gunnel,2 uncomfortable,19.357999999999997,13.685455266367963,"Inner Coast, British Columbia",50.035924,16.890826086956523,18.560055555555554,19.70679375
Gasterosteus aculeatus,Three-spined stickleback,2 uncomfortable,19.099625,10.770302831408788,"Inner Coast, British Columbia",50.035924,16.890826086956523,18.560055555555554,19.70679375
Pholis laeta,Crescent gunnel,2 uncomfortable,19.503749999999997,13.543768151260505,"Inner Coast, British Columbia",50.035924,16.890826086956523,18.560055555555554,19.70679375
Ammodytes personatus,Pacific sandlance,4 highest,15.60675,10.361521879728333,"Inner Coast, British Columbia",50.035924,16.890826086956523,18.560055555555554,19.70679375
Syngnathus californiensis,Bay pipefish,2 uncomfortable,18.918750000000003,13.196948692152915,"Inner Coast, British Columbia",50.035924,16.890826086956523,18.560055555555554,19.70679375
Apodichthys flavidus,Penpoint gunnel,2 uncomfortable,19.159333333333333,13.204074963924963,"Inner Coast, British Columbia",50.035924,16.890826086956523,18.560055555555554,19.70679375
Cymatogaster aggregata,Shiner perch,1 safe,16.17,11.206163030265502,"Morro Bay, California",35.3604406666667,14.589320618994531,15.229416666666667,15.905899999999999
Engraulis mordax,Californian anchovy,1 safe,18.888666666666666,13.552145913169358,"Morro Bay, California",35.3604406666667,14.589320618994531,15.229416666666667,15.905899999999999
Clevelandia ios,Arrow goby,1 safe,23.119999999999997,18.924724489795917,"Morro Bay, California",35.3604406666667,14.589320618994531,15.229416666666667,15.905899999999999
Leptocottus armatus,Pacific staghorn sculpin,1 safe,18.449,11.537443212943543,"Morro Bay, California",35.3604406666667,14.589320618994531,15.229416666666667,15.905899999999999
Embiotoca jacksoni,Black perch,1 safe,22.428749999999997,18.229504083298917,"Morro Bay, California",35.3604406666667,14.589320618994531,15.229416666666667,15.905899999999999
Scorpaenichthys marmoratus,Cabezon,1 safe,17.780499999999993,13.339885961780348,"Morro Bay, California",35.3604406666667,14.589320618994531,15.229416666666667,15.905899999999999
Paralichthys californicus,California flounder,1 safe,29.938666666666663,22.15423536036036,"Morro Bay, California",35.3604406666667,14.589320618994531,15.229416666666667,15.905899999999999
Paralichthys californicus,California halibut,1 safe,29.938666666666663,22.15423536036036,"Morro Bay, California",35.3604406666667,14.589320618994531,15.229416666666667,15.905899999999999
Micrometrus minimus,Dwarf perch,1 safe,22.3975,17.182642680339463,"Morro Bay, California",35.3604406666667,14.589320618994531,15.229416666666667,15.905899999999999
Atherinopsis californiensis,Jack silverside,1 safe,21.82125,14.48822204968944,"Morro Bay, California",35.3604406666667,14.589320618994531,15.229416666666667,15.905899999999999
Syngnathus californiensis,Bay pipefish,1 safe,18.918750000000003,13.196948692152915,"Morro Bay, California",35.3604406666667,14.589320618994531,15.229416666666667,15.905899999999999
Anoplopoma fimbria,Sablefish,2 uncomfortable,15.586599999999995,9.925363550274746,"Morro Bay, California",35.3604406666667,14.589320618994531,15.229416666666667,15.905899999999999
Pholis laeta,Crescent gunnel,1 safe,19.503749999999997,13.543768151260505,"Morro Bay, California",35.3604406666667,14.589320618994531,15.229416666666667,15.905899999999999
Clupea pallasii,Pacific herring,3 high,15.0505,8.531887571773222,"Morro Bay, California",35.372155,14.659514296165788,15.31459375,16.189671875000002
Phanerodon vacca,Pile perch,1 safe,20.953125,15.681928201730544,"Morro Bay, California",35.372155,14.659514296165788,15.31459375,16.189671875000002
Citharichthys stigmaeus,Speckled sanddab,1 safe,17.331333333333333,12.891667937914477,"Morro Bay, California",35.372155,14.659514296165788,15.31459375,16.189671875000002
Engraulis mordax,Californian anchovy,1 safe,18.888666666666666,13.552145913169358,"Morro Bay, California",35.372155,14.659514296165788,15.31459375,16.189671875000002
Clevelandia ios,Arrow goby,1 safe,23.119999999999997,18.924724489795917,"Morro Bay, California",35.372155,14.659514296165788,15.31459375,16.189671875000002
Embiotoca jacksoni,Black perch,1 safe,22.428749999999997,18.229504083298917,"Morro Bay, California",35.372155,14.659514296165788,15.31459375,16.189671875000002
Cebidichthys violaceus,Monkeyface prickleback,3 high,15.308125,12.987799024096818,"Morro Bay, California",35.372155,14.659514296165788,15.31459375,16.189671875000002
Quietula y-cauda,American shadow goby,1 safe,29.69075,22.410412418785594,"Morro Bay, California",35.372155,14.659514296165788,15.31459375,16.189671875000002
Sebastes paucispinis,Bocaccio rockfish,1 safe,16.53075,12.672472228535264,"Morro Bay, California",35.372155,14.659514296165788,15.31459375,16.189671875000002
Oncorhynchus gorbuscha,Pink salmon,2 uncomfortable,16.063249999999996,11.942276461701782,"Morro Bay, California",35.372155,14.659514296165788,15.31459375,16.189671875000002
Apodichthys flavidus,Penpoint gunnel,1 safe,19.159333333333333,13.204074963924963,"Morro Bay, California",35.372155,14.659514296165788,15.31459375,16.189671875000002
Scorpaenichthys marmoratus,Cabezon,1 safe,17.780499999999993,13.339885961780348,"Morro Bay, California",35.372155,14.659514296165788,15.31459375,16.189671875000002
Syngnathus californiensis,Bay pipefish,1 safe,18.918750000000003,13.196948692152915,"Morro Bay, California",35.372155,14.659514296165788,15.31459375,16.189671875000002
Clupea pallasii,Pacific herring,4 highest,15.0505,8.531887571773222,"San Francisco Bay, California",37.9725825,16.763118671862557,17.79252604166667,19.304179166666668
Engraulis mordax,Californian anchovy,2 uncomfortable,18.888666666666666,13.552145913169358,"San Francisco Bay, California",37.9725825,16.763118671862557,17.79252604166667,19.304179166666668
Clevelandia ios,Arrow goby,1 safe,23.119999999999997,18.924724489795917,"San Francisco Bay, California",37.9725825,16.763118671862557,17.79252604166667,19.304179166666668
Atherinopsis californiensis,Jack silverside,1 safe,21.82125,14.48822204968944,"San Francisco Bay, California",37.9725825,16.763118671862557,17.79252604166667,19.304179166666668
Gadus chalcogrammus,Alaska pollock,4 highest,14.707975,6.184568576686207,"San Francisco Bay, California",37.9725825,16.763118671862557,17.79252604166667,19.304179166666668
Cymatogaster aggregata,Shiner perch,4 highest,16.17,11.206163030265502,"San Francisco Bay, California",37.9725825,16.763118671862557,17.79252604166667,19.304179166666668
Acanthogobius flavimanus,Yellowfin goby,1 safe,26.14,15.471480299448384,"San Francisco Bay, California",37.9461065,16.695396739130434,17.74498611111111,19.1628875
Oncorhynchus gorbuscha,Pink salmon,4 highest,16.063249999999996,11.942276461701782,"San Francisco Bay, California",37.9461065,16.695396739130434,17.74498611111111,19.1628875
Syngnathus californiensis,Bay pipefish,2 uncomfortable,18.918750000000003,13.196948692152915,"San Francisco Bay, California",37.9461065,16.695396739130434,17.74498611111111,19.1628875
Clevelandia ios,Arrow goby,1 safe,23.119999999999997,18.924724489795917,"San Francisco Bay, California",37.9461065,16.695396739130434,17.74498611111111,19.1628875
Cymatogaster aggregata,Shiner perch,1 safe,16.17,11.206163030265502,"Puget Sound & Padilla Bay, Washington",48.56302955,13.234662873641303,14.3208984375,15.56196640625
Leptocottus armatus,Pacific staghorn sculpin,1 safe,18.449,11.537443212943543,"Puget Sound & Padilla Bay, Washington",48.56302955,13.234662873641303,14.3208984375,15.56196640625
Pholis ornata,Saddleback gunnel,1 safe,19.357999999999997,13.685455266367963,"Puget Sound & Padilla Bay, Washington",48.56302955,13.234662873641303,14.3208984375,15.56196640625
