275	49070649	ASV1	47238340	0	3	3
126	23333722	ASV2	21988046	0	2	2
209	18612786	ASV3	16898199	0	3	3
38	11943159	ASV4	11425895	0	2	2
74	9727827	ASV5	9163591	0	3	3
51	7837380	ASV6	7694455	0	2	2
107	9200495	ASV7	6822575	0	3	3
63	7694996	ASV8	6777385	0	2	2
9	6039563	ASV9	6024113	0	2	2
47	5937108	ASV10	5321195	0	3	3
84	5376520	ASV11	4834044	0	4	4
178	4593523	ASV12	4347431	0	2	2
49	3453613	ASV13	3163423	0	3	3
75	3154386	ASV14	2979149	0	3	3
26	2779689	ASV15	2704330	0	2	2
74	4741283	ASV16	2442487	0	3	3
20	2485072	ASV17	2302416	0	2	2
19	2337447	ASV18	2251174	0	1	1
31	2174640	ASV19	2126741	0	2	2
10	2097157	ASV20	2033707	0	1	1
20	2227539	ASV22	1951337	0	2	2
22	1962534	ASV23	1946244	0	2	2
183	2418771	ASV24	1939498	0	3	3
20	2103741	ASV25	1738619	0	2	2
5	1796352	ASV26	1727578	0	1	1
18	1672305	ASV28	1643878	0	3	3
17	1833208	ASV29	1583616	0	2	2
24	1573360	ASV30	1530400	0	2	2
15	1606954	ASV31	1506110	0	2	2
23	1641497	ASV32	1426747	0	2	2
13	1418963	ASV33	1388105	0	1	1
13	1427129	ASV34	1352474	0	1	1
1	1284449	ASV35	1284449	0	0	0
14	1532815	ASV36	1281835	0	2	2
24	2905423	ASV37	1196199	0	2	2
9	1073355	ASV39	1043430	0	1	1
13	1003847	ASV40	993591	0	1	1
19	1422180	ASV41	848220	0	2	2
7	839593	ASV42	834450	0	1	1
16	977955	ASV43	814683	0	2	2
4	751160	ASV44	718324	0	1	1
6	704452	ASV45	691473	0	1	1
25	1281805	ASV46	656669	0	2	2
8	660183	ASV48	648764	0	1	1
1	648042	ASV49	648042	0	0	0
11	735944	ASV50	644068	0	2	2
1	633511	ASV51	633511	0	0	0
4	792710	ASV52	622304	0	1	1
9	982457	ASV53	619301	0	2	2
10	671940	ASV54	615685	0	2	2
6	609109	ASV55	585661	0	1	1
4	583585	ASV56	579179	0	1	1
7	576181	ASV58	571430	0	1	1
4	844431	ASV59	566745	0	1	1
4	562369	ASV60	561478	0	1	1
3	554880	ASV62	549856	0	1	1
7	992808	ASV63	516671	0	2	2
8	536409	ASV64	480992	0	2	2
7	477615	ASV66	471633	0	1	1
2	515542	ASV68	446997	0	1	1
25	465391	ASV69	446286	0	2	2
12	450244	ASV70	446139	0	1	1
1	435895	ASV71	435895	0	0	0
4	418322	ASV72	408840	0	1	1
9	405868	ASV73	392692	0	1	1
10	449435	ASV77	327672	0	2	2
3	327491	ASV78	326562	0	1	1
7	375567	ASV79	320208	0	1	1
3	318131	ASV80	315417	0	1	1
3	351757	ASV81	314742	0	1	1
8	314938	ASV82	308194	0	1	1
1	285092	ASV83	285092	0	0	0
1	274260	ASV84	274260	0	0	0
3	374510	ASV85	260723	0	1	1
6	348334	ASV86	257164	0	1	1
2	252863	ASV88	252505	0	1	1
2	230767	ASV89	230448	0	1	1
23	365035	ASV90	220780	0	3	3
2	202689	ASV94	202466	0	1	1
4	198951	ASV95	196332	0	1	1
5	193485	ASV98	191033	0	1	1
13	199419	ASV100	181948	0	2	2
4	423381	ASV101	180806	0	2	2
3	188390	ASV102	173741	0	1	1
2	152016	ASV112	150654	0	1	1
1	137859	ASV117	137859	0	0	0
1	136176	ASV119	136176	0	0	0
1	135579	ASV120	135579	0	0	0
1	134365	ASV121	134365	0	0	0
1	123541	ASV123	123541	0	0	0
2	118912	ASV126	118543	0	1	1
3	119241	ASV128	116785	0	1	1
3	117417	ASV129	115802	0	1	1
1	114978	ASV130	114978	0	0	0
1	113028	ASV131	113028	0	0	0
2	110226	ASV133	109410	0	1	1
3	201489	ASV136	108731	0	1	1
2	109496	ASV137	107454	0	1	1
3	124277	ASV138	105394	0	1	1
9	106765	ASV140	104123	0	1	1
3	101827	ASV142	99095	0	1	1
2	97964	ASV143	97461	0	1	1
5	135442	ASV145	95909	0	2	2
3	157911	ASV146	95871	0	1	1
4	92545	ASV149	91186	0	1	1
1	90877	ASV150	90877	0	0	0
6	97204	ASV151	90558	0	2	2
2	89994	ASV152	89472	0	1	1
1	86919	ASV154	86919	0	0	0
2	105753	ASV155	86254	0	1	1
5	136566	ASV156	85127	0	2	2
2	82748	ASV159	82634	0	1	1
4	77867	ASV165	74744	0	2	2
1	74569	ASV166	74569	0	0	0
13	203411	ASV168	74129	0	2	2
3	72583	ASV175	69869	0	1	1
1	69687	ASV176	69687	0	0	0
2	73575	ASV180	68296	0	1	1
1	66175	ASV182	66175	0	0	0
1	64222	ASV184	64222	0	0	0
1	59192	ASV195	59192	0	0	0
3	88394	ASV196	58785	0	2	2
1	56976	ASV197	56976	0	0	0
1	52548	ASV202	52548	0	0	0
1	51120	ASV204	51120	0	0	0
2	72095	ASV210	49392	0	1	1
6	59350	ASV211	49359	0	1	1
1	44212	ASV221	44212	0	0	0
4	48165	ASV223	43941	0	1	1
4	41684	ASV233	37728	0	2	2
1	37071	ASV235	37071	0	0	0
1	35092	ASV239	35092	0	0	0
1	35065	ASV240	35065	0	0	0
3	35197	ASV241	34915	0	1	1
1	34350	ASV243	34350	0	0	0
4	37833	ASV245	34092	0	1	1
5	61502	ASV252	30824	0	2	2
3	33112	ASV254	30333	0	1	1
2	31554	ASV255	30291	0	1	1
2	30838	ASV256	29918	0	1	1
2	28912	ASV261	28729	0	1	1
1	28554	ASV262	28554	0	0	0
1	28239	ASV266	28239	0	0	0
1	27249	ASV270	27249	0	0	0
2	28585	ASV274	25913	0	1	1
4	27438	ASV279	25541	0	2	2
1	25505	ASV280	25505	0	0	0
1	25357	ASV281	25357	0	0	0
1	24928	ASV283	24928	0	0	0
3	25722	ASV286	24414	0	2	2
1	23924	ASV288	23924	0	0	0
1	23742	ASV290	23742	0	0	0
1	22791	ASV296	22791	0	0	0
4	30204	ASV301	22418	0	1	1
3	26260	ASV302	22210	0	1	1
1	21422	ASV304	21422	0	0	0
1	20828	ASV306	20828	0	0	0
3	20989	ASV310	20138	0	1	1
2	21991	ASV312	19786	0	1	1
1	18259	ASV327	18259	0	0	0
7	20838	ASV329	18108	0	3	3
1	17399	ASV333	17399	0	0	0
1	17333	ASV334	17333	0	0	0
2	32539	ASV336	17219	0	1	1
1	16535	ASV343	16535	0	0	0
1	16231	ASV344	16231	0	0	0
2	16013	ASV346	15857	0	1	1
2	26756	ASV347	15827	0	1	1
1	15675	ASV348	15675	0	0	0
2	23667	ASV349	15480	0	1	1
2	16719	ASV351	15438	0	1	1
2	15286	ASV359	15047	0	1	1
3	15988	ASV361	15013	0	1	1
3	16319	ASV363	14918	0	1	1
4	15480	ASV365	14618	0	1	1
2	23711	ASV368	14487	0	1	1
1	14397	ASV369	14397	0	0	0
1	14395	ASV370	14395	0	0	0
1	14212	ASV372	14212	0	0	0
2	13870	ASV376	13695	0	1	1
1	13610	ASV378	13610	0	0	0
3	15794	ASV380	13533	0	1	1
1	13243	ASV385	13243	0	0	0
1	13234	ASV386	13234	0	0	0
1	13016	ASV388	13016	0	0	0
1	12995	ASV389	12995	0	0	0
1	12836	ASV391	12836	0	0	0
1	12676	ASV393	12676	0	0	0
1	12106	ASV398	12106	0	0	0
2	11984	ASV400	11950	0	1	1
1	11877	ASV401	11877	0	0	0
2	12020	ASV402	11859	0	1	1
