found_taxa,common_name,rank,motu,motu_swarm,asv,curated,lulu_rank,found_taxa_asv,common_name_asv,rank_asv,identity_percentage,evalue,kingdom,phylum,class,order,family,genus,freshwater_only
Bacteria,Bacteria,outgroup,motu1008,motu1008,ASV1685,parent,1016,Bacteria,Bacteria,outgroup,87.008,2.11e-76,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1010,motu1010,ASV1687,parent,1018,Bacteria,Bacteria,outgroup,92.49,2.63e-100,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1011,motu1011,ASV1688,parent,1019,Bacteria,Bacteria,outgroup,91.797,1.24e-98,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1018,motu1018,ASV1699,parent,1026,Bacteria,Bacteria,outgroup,90.234,5.81e-92,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1021,motu1021,ASV1702,parent,1029,Bacteria,Bacteria,outgroup,91.339,2.65e-95,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1024,motu1024,ASV1706,parent,1031,Bacteria,Bacteria,outgroup,91.406,2.64e-95,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1028,motu1028,ASV1711,parent,1035,Bacteria,Bacteria,outgroup,94.466,1.21e-108,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1029,motu1029,ASV1713,parent,1037,Bacteria,Bacteria,outgroup,100,5.4199999999999993e-132,Bacteria,Pseudomonadota,Gammaproteobacteria,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1030,motu1030,ASV1714,parent,1038,Bacteria,Bacteria,outgroup,93.333,3.3999999999999995e-104,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1034,motu1034,ASV1719,parent,1041,Bacteria,Bacteria,outgroup,95.397,7.269999999999999e-106,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1036,motu1036,ASV1723,parent,1044,Bacteria,Bacteria,outgroup,94.466,4.34e-108,Bacteria,Cyanobacteriota,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1039,motu1039,ASV1726,parent,1046,Bacteria,Bacteria,outgroup,95.918,7.22e-111,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1042,motu1042,ASV1729,parent,1048,Bacteria,Bacteria,outgroup,94.862,2.5999999999999996e-110,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1048,motu1048,ASV1736,parent,1052,Bacteria,Bacteria,outgroup,93.359,2.65e-105,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1050,motu1050,ASV1741,parent,1054,Bacteria,Bacteria,outgroup,92.607,5.73e-102,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1051,motu1051,ASV1743,parent,1057,Bacteria,Bacteria,outgroup,94.186,1.22e-108,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1060,motu1060,ASV1755,parent,1065,Bacteria,Bacteria,outgroup,95.669,3.35e-114,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1066,motu1066,ASV1765,parent,1072,Bacteria,Bacteria,outgroup,94.163,1.22e-108,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1070,motu1070,ASV1770,parent,1075,Bacteria,Bacteria,outgroup,99.632,7.7e-141,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1071,motu1071,ASV1772,parent,1076,Bacteria,Bacteria,outgroup,95.918,7.22e-111,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1077,motu1077,ASV1780,parent,1082,Bacteria,Bacteria,outgroup,92.095,1.2199999999999999e-98,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1078,motu1078,ASV1782,parent,1083,Bacteria,Bacteria,outgroup,92.578,5.73e-102,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1086,motu1086,ASV1793,parent,1093,Bacteria,Bacteria,outgroup,94.048,7.299999999999999e-106,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1089,motu1089,ASV1796,parent,1092,Bacteria,Bacteria,outgroup,90.157,2.67e-90,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1090,motu1090,ASV1797,parent,1095,Bacteria,Bacteria,outgroup,87.059,5.86e-77,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1096,motu1096,ASV1805,parent,1101,Bacteria,Bacteria,outgroup,92.549,2.63e-100,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1097,motu1097,ASV1807,parent,1102,Bacteria,Bacteria,outgroup,95.652,1.1999999999999999e-113,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1105,motu1105,ASV1817,parent,1109,Bacteria,Bacteria,outgroup,100,5.4199999999999993e-132,Bacteria,Pseudomonadota,Alphaproteobacteria,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1108,motu1108,ASV1823,parent,1113,Bacteria,Bacteria,outgroup,95.397,7.269999999999999e-106,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1114,motu1114,ASV1836,parent,1118,Bacteria,Bacteria,outgroup,93.307,1.22e-103,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1115,motu1115,ASV1837,parent,946,Bacteria,Bacteria,outgroup,93.701,7.269999999999999e-106,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1115,motu1115,ASV2093,parent,946,Bacteria,Bacteria,outgroup,93.307,3.38e-104,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1116,motu1116,ASV1839,parent,1119,Bacteria,Bacteria,outgroup,94.488,1.21e-108,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1118,motu1118,ASV1843,parent,1120,Bacteria,Bacteria,outgroup,90.511,1.05e-99,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1119,motu1119,ASV1844,parent,1122,Bacteria,Bacteria,outgroup,95.918,7.22e-111,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1121,motu1121,ASV1846,parent,1124,Bacteria,Bacteria,outgroup,86.328,1.27e-73,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1123,motu1123,ASV1851,parent,925,Bacteria,Bacteria,outgroup,92.218,2.67e-100,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1123,motu1123,ASV1913,parent,925,Bacteria,Bacteria,outgroup,92.218,2.67e-100,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1127,motu1127,ASV1858,parent,1129,Bacteria,Bacteria,outgroup,100,5.4199999999999993e-132,Bacteria,Pseudomonadota,Gammaproteobacteria,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1130,motu1130,ASV1866,parent,1131,Bacteria,Bacteria,outgroup,92.095,1.2199999999999999e-98,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1132,motu1132,ASV1869,parent,1138,Bacteria,Bacteria,outgroup,100,1.28e-143,Bacteria,Cyanobacteriota,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1146,motu1146,ASV1887,parent,1148,Bacteria,Bacteria,outgroup,92.549,9.43e-100,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1156,motu1156,ASV1897,parent,1158,Bacteria,Bacteria,outgroup,97.619,1.98e-121,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1163,motu1163,ASV1909,parent,1163,Bacteria,Bacteria,outgroup,92.969,1.23e-103,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1164,motu1164,ASV1910,parent,1165,Bacteria,Bacteria,outgroup,91.016,2.6899999999999998e-95,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1174,motu1174,ASV1923,parent,1172,Bacteria,Bacteria,outgroup,93.75,5.689999999999999e-107,Bacteria,Cyanobacteriota,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1176,motu1176,ASV1925,parent,1177,Bacteria,Bacteria,outgroup,94.862,2.5999999999999996e-110,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1180,motu1180,ASV1930,parent,1181,Bacteria,Bacteria,outgroup,90.514,5.74e-92,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1191,motu1191,ASV1944,parent,1191,Bacteria,Bacteria,outgroup,99.605,2.5199999999999995e-130,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1197,motu1197,ASV1953,parent,1196,Bacteria,Bacteria,outgroup,86.42,2.12e-71,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1198,motu1198,ASV1954,parent,1197,Bacteria,Bacteria,outgroup,94.882,7.25e-111,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1204,motu1204,ASV1961,parent,1202,Bacteria,Bacteria,outgroup,100,5.4199999999999993e-132,Bacteria,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,NA,NA
Bacteria,Bacteria,outgroup,motu1206,motu1206,ASV1964,parent,1208,Bacteria,Bacteria,outgroup,94.466,1.21e-108,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1208,motu1208,ASV1966,parent,1206,Bacteria,Bacteria,outgroup,86.614,2.73e-75,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1214,motu1214,ASV1973,parent,1213,Bacteria,Bacteria,outgroup,96.094,5.61e-117,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1217,motu1217,ASV1976,parent,1219,Bacteria,Bacteria,outgroup,95.397,7.269999999999999e-106,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1218,motu1218,ASV1977,parent,1216,Bacteria,Bacteria,outgroup,93.333,1.22e-103,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1219,motu1219,ASV1978,parent,1220,Bacteria,Bacteria,outgroup,96.094,5.61e-117,Bacteria,Cyanobacteriota,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1222,motu1222,ASV1981,parent,1223,Bacteria,Bacteria,outgroup,94.694,7.269999999999999e-106,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1234,motu1234,ASV1993,parent,1061,Bacteria,Bacteria,outgroup,93.952,3.38e-104,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1234,motu1234,ASV2094,parent,1061,Bacteria,Bacteria,outgroup,94.355,7.269999999999999e-106,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1236,motu1236,ASV1995,parent,1235,Bacteria,Bacteria,outgroup,91.406,5.77e-97,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1241,motu1241,ASV2001,parent,1242,Bacteria,Bacteria,outgroup,95.51,3.3599999999999996e-109,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1245,motu1245,ASV2006,parent,1243,Bacteria,Bacteria,outgroup,94.694,7.359999999999999e-106,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1246,motu1246,ASV2007,parent,1246,Bacteria,Bacteria,outgroup,87.352,1.26e-78,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1250,motu1250,ASV2012,parent,1249,Bacteria,Bacteria,outgroup,91.213,3.4499999999999995e-89,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1254,motu1254,ASV2016,parent,1253,Bacteria,Bacteria,outgroup,92.095,1.2199999999999999e-98,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1256,motu1256,ASV2018,parent,1256,Bacteria,Bacteria,outgroup,99.209,1.1699999999999998e-128,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Cycloclasticus,NA
Bacteria,Bacteria,outgroup,motu1259,motu1259,ASV2021,parent,1259,Bacteria,Bacteria,outgroup,92.607,5.73e-102,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1265,motu1265,ASV2027,parent,1264,Bacteria,Bacteria,outgroup,90.196,7.520000000000001e-91,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1269,motu1269,ASV2031,parent,1268,Bacteria,Bacteria,outgroup,91.903,3.43e-94,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1272,motu1272,ASV2035,parent,1273,Bacteria,Bacteria,outgroup,86.447,2.33e-81,Bacteria,Planctomycetota,Planctomycetia,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1275,motu1275,ASV2038,parent,1275,Bacteria,Bacteria,outgroup,93.952,3.38e-104,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1279,motu1279,ASV2043,parent,1278,Bacteria,Bacteria,outgroup,91.968,2.0499999999999997e-96,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1280,motu1280,ASV2044,parent,1279,Bacteria,Bacteria,outgroup,93.307,1.22e-103,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1282,motu1282,ASV2046,parent,1281,Bacteria,Bacteria,outgroup,92.829,7.319999999999999e-101,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1291,motu1291,ASV2056,parent,1291,Bacteria,Bacteria,outgroup,85.098,1.28e-68,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1292,motu1292,ASV2057,parent,1289,Bacteria,Bacteria,outgroup,89.583,1.62e-82,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1293,motu1293,ASV2058,parent,1292,Bacteria,Bacteria,outgroup,92.181,9.54e-95,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1294,motu1294,ASV2059,parent,1293,Bacteria,Bacteria,outgroup,89.706,8.209999999999999e-96,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1296,motu1296,ASV2061,parent,1294,Bacteria,Bacteria,outgroup,85.185,7.689999999999999e-66,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1298,motu1298,ASV2064,parent,1302,Bacteria,Bacteria,outgroup,86.1,1.2900000000000002e-73,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1300,motu1300,ASV2066,parent,1299,Bacteria,Bacteria,outgroup,95.257,5.579999999999999e-112,Bacteria,Acidobacteriota,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1303,motu1303,ASV2069,parent,1303,Bacteria,Bacteria,outgroup,90.837,5.74e-92,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1306,motu1306,ASV2072,parent,1305,Bacteria,Bacteria,outgroup,92.885,5.66e-102,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1308,motu1308,ASV2074,parent,1307,Bacteria,Bacteria,outgroup,91.304,2.65e-95,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1309,motu1309,ASV2075,parent,1310,Bacteria,Bacteria,outgroup,99.605,2.5199999999999995e-130,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1310,motu1310,ASV2076,parent,1311,Bacteria,Bacteria,outgroup,98.828,1.19e-128,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1315,motu1315,ASV2081,parent,1313,Bacteria,Bacteria,outgroup,94.531,2.6299999999999995e-110,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1320,motu1320,ASV2089,parent,1320,Bacteria,Bacteria,outgroup,92.188,2.67e-100,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1322,motu1322,ASV2091,parent,1322,Bacteria,Bacteria,outgroup,93.878,1.59e-102,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1323,motu1323,ASV2092,parent,1323,Bacteria,Bacteria,outgroup,90.945,1.23e-93,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1326,motu1326,ASV2097,parent,1326,Bacteria,Bacteria,outgroup,95.528,9.379999999999999e-110,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1327,motu1327,ASV2098,parent,1327,Bacteria,Bacteria,outgroup,89.712,9.67e-85,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1330,motu1330,ASV2101,parent,1331,Bacteria,Bacteria,outgroup,94.142,7.319999999999999e-101,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1337,motu1337,ASV2110,parent,1336,Bacteria,Bacteria,outgroup,95.257,5.579999999999999e-112,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1339,motu1339,ASV2112,parent,1340,Bacteria,Bacteria,outgroup,93.043,2.5199999999999998e-42,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1343,motu1343,ASV2116,parent,1343,Bacteria,Bacteria,outgroup,95.528,9.379999999999999e-110,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1345,motu1345,ASV2122,parent,1345,Bacteria,Bacteria,outgroup,92.549,2.64e-100,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1349,motu1349,ASV2127,parent,1349,Bacteria,Bacteria,outgroup,94.286,3.43e-104,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1353,motu1353,ASV2131,parent,1354,Bacteria,Bacteria,outgroup,89.764,4.53e-88,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1355,motu1355,ASV2134,parent,1356,Bacteria,Bacteria,outgroup,96.8,5.54e-117,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,NA
Bacteria,Bacteria,outgroup,motu1356,motu1356,ASV2135,parent,1357,Bacteria,Bacteria,outgroup,92.913,1.58e-102,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1357,motu1357,ASV2136,parent,1358,Bacteria,Bacteria,outgroup,100,5.4199999999999993e-132,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1360,motu1360,ASV2139,parent,1359,Bacteria,Bacteria,outgroup,92,5.7e-97,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1362,motu1362,ASV2141,parent,1362,Bacteria,Bacteria,outgroup,93.281,1.22e-103,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1363,motu1363,ASV2143,parent,1363,Bacteria,Bacteria,outgroup,92.829,2.63e-100,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1370,motu1370,ASV2150,parent,1375,Bacteria,Bacteria,outgroup,94.118,4.4e-108,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1372,motu1372,ASV2152,parent,1367,Bacteria,Bacteria,outgroup,93.6,1.22e-103,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1373,motu1373,ASV2153,parent,1368,Bacteria,Bacteria,outgroup,94.862,2.5999999999999996e-110,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1374,motu1374,ASV2154,parent,1369,Bacteria,Bacteria,outgroup,96.094,5.61e-117,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1375,motu1375,ASV2155,parent,1370,Bacteria,Bacteria,outgroup,93.676,7.269999999999999e-106,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1380,motu1380,ASV2161,parent,1381,Bacteria,Bacteria,outgroup,90.074,1.76e-97,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1388,motu1388,ASV2174,parent,1388,Bacteria,Bacteria,outgroup,91.829,1.24e-98,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1390,motu1390,ASV2176,parent,1390,Bacteria,Bacteria,outgroup,95.51,3.3599999999999996e-109,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1391,motu1391,ASV2177,parent,1391,Bacteria,Bacteria,outgroup,94.141,1.22e-108,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1394,motu1394,ASV2180,parent,1394,Bacteria,Bacteria,outgroup,90.98,1.23e-93,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1399,motu1399,ASV2185,parent,1402,Bacteria,Bacteria,outgroup,93.75,5.689999999999999e-107,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1408,motu1408,ASV2194,parent,1395,Bacteria,Bacteria,outgroup,94.142,7.319999999999999e-101,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1409,motu1409,ASV2195,parent,1396,Bacteria,Bacteria,outgroup,95.652,1.1999999999999999e-113,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1413,motu1413,ASV2199,parent,1405,Bacteria,Bacteria,outgroup,95.397,7.269999999999999e-106,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1414,motu1414,ASV2200,parent,1406,Bacteria,Bacteria,outgroup,95.816,1.5599999999999997e-107,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1416,motu1416,ASV2202,parent,1416,Bacteria,Bacteria,outgroup,96.047,2.58e-115,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1418,motu1418,ASV2205,parent,1419,Bacteria,Bacteria,outgroup,92.095,1.2199999999999999e-98,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1422,motu1422,ASV2210,parent,1420,Bacteria,Bacteria,outgroup,91.829,1.24e-98,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1429,motu1429,ASV2217,parent,1429,Bacteria,Bacteria,outgroup,100,3.2e-56,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1431,motu1431,ASV2219,parent,1431,Bacteria,Bacteria,outgroup,96.094,5.61e-117,Bacteria,Cyanobacteriota,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1435,motu1435,ASV2225,parent,1434,Bacteria,Bacteria,outgroup,89.37,5.779999999999999e-87,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1437,motu1437,ASV2227,parent,1440,Bacteria,Bacteria,outgroup,91.983,2.06e-91,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1441,motu1441,ASV2231,parent,1442,Bacteria,Bacteria,outgroup,100,3.2e-56,Bacteria,Pseudomonadota,Gammaproteobacteria,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1443,motu1443,ASV2233,parent,1437,Bacteria,Bacteria,outgroup,91.304,2.65e-95,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1449,motu1449,ASV2239,parent,1448,Bacteria,Bacteria,outgroup,93.878,1.57e-102,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1450,motu1450,ASV2240,parent,1449,Bacteria,Bacteria,outgroup,85.938,5.9e-72,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1453,motu1453,ASV2243,parent,1451,Bacteria,Bacteria,outgroup,94.071,5.62e-107,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1454,motu1454,ASV2244,parent,1452,Bacteria,Bacteria,outgroup,90.514,5.74e-92,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1464,motu1464,ASV2255,parent,1465,Bacteria,Bacteria,outgroup,95.339,3.38e-104,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1465,motu1465,ASV2256,parent,1466,Bacteria,Bacteria,outgroup,87.352,1.26e-78,Bacteria,Pseudomonadota,Gammaproteobacteria,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1469,motu1469,ASV2260,parent,1469,Bacteria,Bacteria,outgroup,92.4,1.2199999999999999e-98,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1474,motu1474,ASV2266,parent,1474,Bacteria,Bacteria,outgroup,93.496,7.319999999999999e-101,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1482,motu1482,ASV2275,parent,1483,Bacteria,Bacteria,outgroup,100,5.4199999999999993e-132,Bacteria,Pseudomonadota,Betaproteobacteria,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1483,motu1483,ASV2276,parent,1476,Bacteria,Bacteria,outgroup,94.466,3.3599999999999996e-109,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1487,motu1487,ASV2280,parent,1485,Bacteria,Bacteria,outgroup,95.547,9.379999999999999e-110,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1488,motu1488,ASV2281,parent,1486,Bacteria,Bacteria,outgroup,95.257,5.579999999999999e-112,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1507,motu1507,ASV2300,parent,1507,Bacteria,Bacteria,outgroup,99.605,2.5199999999999995e-130,Bacteria,Campylobacterota,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1515,motu1515,ASV2309,parent,1512,Bacteria,Bacteria,outgroup,92.52,2.63e-100,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1518,motu1518,ASV2312,parent,1515,Bacteria,Bacteria,outgroup,97.628,5.5e-122,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu1519,motu1519,ASV2313,parent,1516,Bacteria,Bacteria,outgroup,92.245,7.369999999999999e-96,Bacteria,NA,NA,NA,NA,NA,NA
