found_taxa,common_name,rank,motu,motu_swarm,asv,curated,lulu_rank,found_taxa_asv,common_name_asv,rank_asv,identity_percentage,evalue,kingdom,phylum,class,order,family,genus,freshwater_only
Acanthogobius flavimanus,Yellowfin goby,species,motu89,motu89,ASV137,parent,82,Acanthogobius flavimanus,Yellowfin goby,species,100,2.2e-84,Eukaryota,Chordata,Teleostei,Gobiiformes,Gobiidae,Acanthogobius,0
Acanthogobius flavimanus,Yellowfin goby,species,motu89,motu89,ASV177,parent,82,Acanthogobius flavimanus,Yellowfin goby,species,100,2.2e-84,Eukaryota,Chordata,Teleostei,Gobiiformes,Gobiidae,Acanthogobius,0
Acanthuriformes,Acanthuriform order,order,motu150,motu150,ASV489,parent,137,Acanthuriformes,Acanthuriform order,order,85.211,2.39e-34,Eukaryota,Chordata,Teleostei,Acanthuriformes,NA,NA,0
Acipenser,White sturgeon,genus,motu205,motu205,ASV439,parent,223,Acipenser,White sturgeon,genus,100,1.4200000000000001e-91,Eukaryota,Chordata,Chondrostei,Acipenseriformes,Acipenseridae,Acipenser,0
Acipenser transmontanus,White sturgeon,species,motu168,motu168,ASV363,parent,182,Acipenser transmontanus,White sturgeon,species,100,1.4200000000000001e-91,Eukaryota,Chordata,Chondrostei,Acipenseriformes,Acipenseridae,Acipenser,0
Agonopsis vulsa,Northern spearnose poacher,species,motu182,motu182,ASV394,parent,200,Agonopsis vulsa,Northern spearnose poacher,species,100,1.73e-85,Eukaryota,Chordata,Teleostei,Perciformes,Agonidae,Agonopsis,0
Alces alces,Moose,outgroup,motu46,motu46,ASV58,parent,64,Alces alces,Moose,outgroup,100,6.150000000000001e-85,Eukaryota,Chordata,Mammalia,Artiodactyla,Cervidae,Alces,NA
Alosa pseudoharengus,Alewife invasive,species,motu149,motu149,ASV302,parent,160,Alosa pseudoharengus,Alewife invasive,species,100,1.0599999999999998e-87,Eukaryota,Chordata,Teleostei,Clupeiformes,Alosidae,Alosa,0
Alosa sapidissima,American shad,species,motu67,motu67,ASV90,parent,90,Alosa sapidissima,American shad,species,100,1.0599999999999998e-87,Eukaryota,Chordata,Teleostei,Clupeiformes,Alosidae,Alosa,0
Ammodytes personatus,Pacific sandlance,species,motu17,motu17,ASV18,parent,18,Ammodytes personatus,Pacific sandlance,species,100,1.72e-85,Eukaryota,Chordata,Teleostei,Perciformes,Ammodytidae,Ammodytes,0
Ammodytes personatus,Pacific sandlance,species,motu17,motu17,ASV123,parent,18,Ammodytes personatus,Pacific sandlance,species,100,1.73e-85,Eukaryota,Chordata,Teleostei,Perciformes,Ammodytidae,Ammodytes,0
Ammodytes personatus,Pacific sandlance,species,motu17,motu17,ASV932,parent,18,Ammodytes personatus,Pacific sandlance,species,99.408,8.02e-84,Eukaryota,Chordata,Teleostei,Perciformes,Ammodytidae,Ammodytes,0
Ammodytes personatus,Pacific sandlance,species,motu17,motu17,ASV1141,parent,18,Ammodytes personatus,Pacific sandlance,species,99.408,8.02e-84,Eukaryota,Chordata,Teleostei,Perciformes,Ammodytidae,Ammodytes,0
Ammodytes personatus,Pacific sandlance,species,motu17,motu17,ASV1318,parent,18,Ammodytes personatus,Pacific sandlance,species,99.408,8.02e-84,Eukaryota,Chordata,Teleostei,Perciformes,Ammodytidae,Ammodytes,0
Ammodytes personatus,Pacific sandlance,species,motu17,motu17,ASV1370,parent,18,Ammodytes personatus,Pacific sandlance,species,99.408,8.02e-84,Eukaryota,Chordata,Teleostei,Perciformes,Ammodytidae,Ammodytes,0
Ammodytes personatus,Pacific sandlance,species,motu17,motu17,ASV257,parent,18,Ammodytes personatus,Pacific sandlance,species,99.408,8.07e-84,Eukaryota,Chordata,Teleostei,Perciformes,Ammodytidae,Ammodytes,0
Ammodytes personatus,Pacific sandlance,species,motu17,motu17,ASV432,parent,18,Ammodytes personatus,Pacific sandlance,species,99.408,8.07e-84,Eukaryota,Chordata,Teleostei,Perciformes,Ammodytidae,Ammodytes,0
Ammodytes personatus,Pacific sandlance,species,motu17,motu17,ASV477,parent,18,Ammodytes personatus,Pacific sandlance,species,99.408,8.07e-84,Eukaryota,Chordata,Teleostei,Perciformes,Ammodytidae,Ammodytes,0
Ammodytes personatus,Pacific sandlance,species,motu17,motu17,ASV838,parent,18,Ammodytes personatus,Pacific sandlance,species,99.408,8.07e-84,Eukaryota,Chordata,Teleostei,Perciformes,Ammodytidae,Ammodytes,0
Ammodytes personatus,Pacific sandlance,species,motu17,motu17,ASV964,parent,18,Ammodytes personatus,Pacific sandlance,species,99.408,8.07e-84,Eukaryota,Chordata,Teleostei,Perciformes,Ammodytidae,Ammodytes,0
Ammodytes personatus,Pacific sandlance,species,motu17,motu17,ASV1102,parent,18,Ammodytes personatus,Pacific sandlance,species,99.408,8.07e-84,Eukaryota,Chordata,Teleostei,Perciformes,Ammodytidae,Ammodytes,0
Amphritea,Bacteria,outgroup,motu1387,motu1387,ASV2173,parent,1387,Amphritea,Bacteria,outgroup,96.838,1.19e-118,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Amphritea,NA
Anarrhichthys ocellatus,Wolf eel,species,motu41,motu41,ASV51,parent,56,Anarrhichthys ocellatus,Wolf eel,species,100,1.72e-85,Eukaryota,Chordata,Teleostei,Perciformes,Anarhichadidae,Anarrhichthys,0
Anas,Duck,outgroup,motu175,motu175,ASV380,parent,193,Anas,Duck,outgroup,100,1.91e-95,Eukaryota,Chordata,Aves,Anseriformes,Anatidae,Anas,NA
Anas,Duck,outgroup,motu715,motu715,ASV1290,parent,732,Anas,Duck,outgroup,93.651,5.5199999999999997e-76,Eukaryota,Chordata,Aves,Anseriformes,Anatidae,Anas,NA
Anas,Duck,outgroup,motu1492,motu1492,ASV2285,parent,1492,Anas,Duck,outgroup,96.809,1.95e-85,Eukaryota,Chordata,Aves,Anseriformes,Anatidae,Anas,NA
Anatidae,Duck,outgroup,motu442,motu442,ASV886,parent,463,Anatidae,Duck,outgroup,95.187,1.9500000000000003e-80,Eukaryota,Chordata,Aves,Anseriformes,Anatidae,NA,NA
Anatidae,Duck,outgroup,motu1520,motu1520,ASV2314,parent,1524,Anatidae,Duck,outgroup,92.063,5.56e-71,Eukaryota,Chordata,Aves,Anseriformes,Anatidae,NA,NA
Anchoa compressa,Deep body anchovy,species,motu121,motu121,ASV201,parent,130,Anchoa compressa,Deep body anchovy,species,100,3.7799999999999996e-87,Eukaryota,Chordata,Teleostei,Clupeiformes,Engraulidae,Anchoa,0
Anchoa delicatissima,Slough anchovy,species,motu68,motu68,ASV91,parent,51,Anchoa delicatissima,Slough anchovy,species,100,3.7799999999999996e-87,Eukaryota,Chordata,Teleostei,Clupeiformes,Engraulidae,Anchoa,0
Anchoa delicatissima,Slough anchovy,species,motu68,motu68,ASV119,parent,51,Anchoa delicatissima,Slough anchovy,species,99.419,1.76e-85,Eukaryota,Chordata,Teleostei,Clupeiformes,Engraulidae,Anchoa,0
Anchoa delicatissima,Slough anchovy,species,motu68,motu68,ASV225,parent,51,Anchoa delicatissima,Slough anchovy,species,100,3.7999999999999996e-87,Eukaryota,Chordata,Teleostei,Clupeiformes,Engraulidae,Anchoa,0
Anchoa delicatissima,Slough anchovy,species,motu68,motu68,ASV204,parent,51,Anchoa delicatissima,Slough anchovy,species,99.419,1.77e-85,Eukaryota,Chordata,Teleostei,Clupeiformes,Engraulidae,Anchoa,0
Anchoa delicatissima,Slough anchovy,species,motu68,motu68,ASV919,parent,51,Anchoa delicatissima,Slough anchovy,species,99.419,1.77e-85,Eukaryota,Chordata,Teleostei,Clupeiformes,Engraulidae,Anchoa,0
Anisotremus davidsonii,Xantic sargo,species,motu42,motu42,ASV52,parent,58,Anisotremus davidsonii,Xantic sargo,species,100,1.72e-85,Eukaryota,Chordata,Teleostei,Eupercaria incertae sedis,Haemulidae,Anisotremus,0
Anoplarchus,High cockscomb,genus,motu25,motu25,ASV27,parent,23,Anoplarchus,High cockscomb,genus,100,1.72e-85,Eukaryota,Chordata,Teleostei,Perciformes,Stichaeidae,Anoplarchus,0
Anoplarchus,High cockscomb,genus,motu25,motu25,ASV56,parent,23,Anoplarchus,High cockscomb,genus,100,1.73e-85,Eukaryota,Chordata,Teleostei,Perciformes,Stichaeidae,Anoplarchus,0
Anoplarchus,High cockscomb,genus,motu25,motu25,ASV92,parent,23,Anoplarchus,High cockscomb,genus,99.408,8.02e-84,Eukaryota,Chordata,Teleostei,Perciformes,Stichaeidae,Anoplarchus,0
Anoplarchus,High cockscomb,genus,motu25,motu25,ASV109,parent,23,Anoplarchus,High cockscomb,genus,99.408,8.02e-84,Eukaryota,Chordata,Teleostei,Perciformes,Stichaeidae,Anoplarchus,0
Anoplarchus,High cockscomb,genus,motu25,motu25,ASV122,parent,23,Anoplarchus,High cockscomb,genus,99.408,8.02e-84,Eukaryota,Chordata,Teleostei,Perciformes,Stichaeidae,Anoplarchus,0
Anoplarchus,High cockscomb,genus,motu25,motu25,ASV343,parent,23,Anoplarchus,High cockscomb,genus,99.408,8.02e-84,Eukaryota,Chordata,Teleostei,Perciformes,Stichaeidae,Anoplarchus,0
Anoplarchus,High cockscomb,genus,motu25,motu25,ASV362,parent,23,Anoplarchus,High cockscomb,genus,99.408,8.02e-84,Eukaryota,Chordata,Teleostei,Perciformes,Stichaeidae,Anoplarchus,0
Anoplarchus,High cockscomb,genus,motu25,motu25,ASV927,parent,23,Anoplarchus,High cockscomb,genus,99.408,8.02e-84,Eukaryota,Chordata,Teleostei,Perciformes,Stichaeidae,Anoplarchus,0
Anoplarchus,High cockscomb,genus,motu25,motu25,ASV378,parent,23,Anoplarchus,High cockscomb,genus,99.408,8.07e-84,Eukaryota,Chordata,Teleostei,Perciformes,Stichaeidae,Anoplarchus,0
Anoplopoma fimbria,Sablefish,species,motu108,motu108,ASV172,parent,99,Anoplopoma fimbria,Sablefish,species,100,6.150000000000001e-85,Eukaryota,Chordata,Teleostei,Perciformes,Anoplopomatidae,Anoplopoma,0
Anoplopoma fimbria,Sablefish,species,motu108,motu108,ASV789,parent,99,Anoplopoma fimbria,Sablefish,species,99.405,2.86e-83,Eukaryota,Chordata,Teleostei,Perciformes,Anoplopomatidae,Anoplopoma,0
Anseriformes,Duck,outgroup,motu1447,motu1447,ASV2237,parent,1446,Anseriformes,Duck,outgroup,89.947,2.6e-64,Eukaryota,Chordata,Aves,Anseriformes,NA,NA,NA
Apodichthys flavidus,Penpoint gunnel,species,motu43,motu43,ASV53,parent,40,Apodichthys flavidus,Penpoint gunnel,species,100,6.150000000000001e-85,Eukaryota,Chordata,Teleostei,Perciformes,Pholidae,Apodichthys,0
Apodichthys flavidus,Penpoint gunnel,species,motu43,motu43,ASV88,parent,40,Apodichthys flavidus,Penpoint gunnel,species,100,6.150000000000001e-85,Eukaryota,Chordata,Teleostei,Perciformes,Pholidae,Apodichthys,0
Apodichthys flavidus,Penpoint gunnel,species,motu43,motu43,ASV715,parent,40,Apodichthys flavidus,Penpoint gunnel,species,99.405,2.86e-83,Eukaryota,Chordata,Teleostei,Perciformes,Pholidae,Apodichthys,0
Apodichthys flavidus,Penpoint gunnel,species,motu43,motu43,ASV274,parent,40,Apodichthys flavidus,Penpoint gunnel,species,99.405,2.86e-83,Eukaryota,Chordata,Teleostei,Perciformes,Pholidae,Apodichthys,0
Apodichthys flavidus,Penpoint gunnel,species,motu85,motu85,ASV131,parent,103,Apodichthys flavidus,Penpoint gunnel,species,97.619,2.88e-78,Eukaryota,Chordata,Teleostei,Perciformes,Pholidae,Apodichthys,0
Artedius fenestralis,Padded sculpin,species,motu28,motu28,ASV31,parent,27,Artedius fenestralis,Padded sculpin,species,100,3.7799999999999996e-87,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Artedius,0
Artedius fenestralis,Padded sculpin,species,motu28,motu28,ASV113,parent,27,Artedius fenestralis,Padded sculpin,species,100,3.7999999999999996e-87,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Artedius,0
Artedius fenestralis,Padded sculpin,species,motu28,motu28,ASV677,parent,27,Artedius fenestralis,Padded sculpin,species,99.419,1.76e-85,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Artedius,0
Artedius fenestralis,Padded sculpin,species,motu28,motu28,ASV837,parent,27,Artedius fenestralis,Padded sculpin,species,99.419,1.76e-85,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Artedius,0
Artedius fenestralis,Padded sculpin,species,motu28,motu28,ASV848,parent,27,Artedius fenestralis,Padded sculpin,species,99.419,1.76e-85,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Artedius,0
Artedius fenestralis,Padded sculpin,species,motu28,motu28,ASV1255,parent,27,Artedius fenestralis,Padded sculpin,species,99.419,1.76e-85,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Artedius,0
Artedius harringtoni,Scalyhead sculpin,species,motu82,motu82,ASV121,parent,80,Artedius harringtoni,Scalyhead sculpin,species,100,1.3500000000000001e-86,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Artedius,0
Artedius harringtoni,Scalyhead sculpin,species,motu82,motu82,ASV475,parent,80,Artedius harringtoni,Scalyhead sculpin,species,100,1.3600000000000001e-86,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Artedius,0
Artedius lateralis,Smoothhead sculpin,species,motu50,motu50,ASV63,parent,48,Artedius lateralis,Smoothhead sculpin,species,100,1.3500000000000001e-86,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Artedius,0
Artedius lateralis,Smoothhead sculpin,species,motu50,motu50,ASV298,parent,48,Artedius lateralis,Smoothhead sculpin,species,99.415,6.28e-85,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Artedius,0
Artedius lateralis,Smoothhead sculpin,species,motu50,motu50,ASV365,parent,48,Artedius lateralis,Smoothhead sculpin,species,98.83,2.9199999999999998e-83,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Artedius,0
Artedius lateralis,Smoothhead sculpin,species,motu206,motu206,ASV440,parent,224,Artedius lateralis,Smoothhead sculpin,species,99.415,6.32e-85,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Artedius,0
Artedius lateralis,Smoothhead sculpin,species,motu740,motu740,ASV1326,parent,757,Artedius lateralis,Smoothhead sculpin,species,100,6.28e-85,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Artedius,0
Ascelichthys rhodorus,Rosylip sculpin,species,motu83,motu83,ASV125,parent,81,Ascelichthys rhodorus,Rosylip sculpin,species,100,1.72e-85,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Ascelichthys,0
Ascelichthys rhodorus,Rosylip sculpin,species,motu83,motu83,ASV248,parent,81,Ascelichthys rhodorus,Rosylip sculpin,species,100,1.73e-85,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Ascelichthys,0
Ascelichthys rhodorus,Rosylip sculpin,species,motu83,motu83,ASV578,parent,81,Ascelichthys rhodorus,Rosylip sculpin,species,99.408,8.07e-84,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Ascelichthys,0
Atherinops affinis,Topsmelt silverside,species,motu3,motu3,ASV3,parent,4,Atherinops affinis,Topsmelt silverside,species,100,6.150000000000001e-85,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinopsidae,Atherinops,0
Atherinops affinis,Topsmelt silverside,species,motu3,motu3,ASV190,parent,4,Atherinops affinis,Topsmelt silverside,species,99.405,2.86e-83,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinopsidae,Atherinops,0
Atherinops affinis,Topsmelt silverside,species,motu3,motu3,ASV209,parent,4,Atherinops affinis,Topsmelt silverside,species,99.405,2.86e-83,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinopsidae,Atherinops,0
Atherinops affinis,Topsmelt silverside,species,motu3,motu3,ASV223,parent,4,Atherinops affinis,Topsmelt silverside,species,99.405,2.86e-83,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinopsidae,Atherinops,0
Atherinops affinis,Topsmelt silverside,species,motu3,motu3,ASV243,parent,4,Atherinops affinis,Topsmelt silverside,species,99.405,2.86e-83,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinopsidae,Atherinops,0
Atherinops affinis,Topsmelt silverside,species,motu3,motu3,ASV247,parent,4,Atherinops affinis,Topsmelt silverside,species,99.405,2.86e-83,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinopsidae,Atherinops,0
Atherinops affinis,Topsmelt silverside,species,motu3,motu3,ASV265,parent,4,Atherinops affinis,Topsmelt silverside,species,99.405,2.86e-83,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinopsidae,Atherinops,0
Atherinops affinis,Topsmelt silverside,species,motu3,motu3,ASV321,parent,4,Atherinops affinis,Topsmelt silverside,species,99.405,2.86e-83,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinopsidae,Atherinops,0
Atherinops affinis,Topsmelt silverside,species,motu3,motu3,ASV441,parent,4,Atherinops affinis,Topsmelt silverside,species,99.405,2.86e-83,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinopsidae,Atherinops,0
Atherinops affinis,Topsmelt silverside,species,motu3,motu3,ASV581,parent,4,Atherinops affinis,Topsmelt silverside,species,99.405,2.86e-83,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinopsidae,Atherinops,0
Atherinops affinis,Topsmelt silverside,species,motu3,motu3,ASV709,parent,4,Atherinops affinis,Topsmelt silverside,species,99.405,2.86e-83,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinopsidae,Atherinops,0
Atherinops affinis,Topsmelt silverside,species,motu3,motu3,ASV935,parent,4,Atherinops affinis,Topsmelt silverside,species,99.405,2.86e-83,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinopsidae,Atherinops,0
Atherinops affinis,Topsmelt silverside,species,motu3,motu3,ASV1058,parent,4,Atherinops affinis,Topsmelt silverside,species,99.405,2.86e-83,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinopsidae,Atherinops,0
Atherinops affinis,Topsmelt silverside,species,motu3,motu3,ASV1088,parent,4,Atherinops affinis,Topsmelt silverside,species,99.405,2.86e-83,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinopsidae,Atherinops,0
Atherinops affinis,Topsmelt silverside,species,motu3,motu3,ASV1111,parent,4,Atherinops affinis,Topsmelt silverside,species,99.405,2.86e-83,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinopsidae,Atherinops,0
Atherinops affinis,Topsmelt silverside,species,motu1383,motu1383,ASV2166,parent,1379,Atherinops affinis,Topsmelt silverside,species,100,8.12e-85,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinopsidae,Atherinops,0
Atherinopsis californiensis,Jack silverside,species,motu44,motu44,ASV54,parent,62,Atherinopsis californiensis,Jack silverside,species,100,6.150000000000001e-85,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinopsidae,Atherinopsis,0
Aulorhynchus flavidus,Tube-snout,species,motu71,motu71,ASV95,parent,67,Aulorhynchus flavidus,Tube-snout,species,100,1.72e-85,Eukaryota,Chordata,Teleostei,Perciformes,Aulorhynchidae,Aulorhynchus,0
Aulorhynchus flavidus,Tube-snout,species,motu71,motu71,ASV582,parent,67,Aulorhynchus flavidus,Tube-snout,species,100,1.73e-85,Eukaryota,Chordata,Teleostei,Perciformes,Aulorhynchidae,Aulorhynchus,0
Aulorhynchus flavidus,Tube-snout,species,motu102,motu102,ASV159,parent,117,Aulorhynchus flavidus,Tube-snout,species,99.408,8.07e-84,Eukaryota,Chordata,Teleostei,Perciformes,Aulorhynchidae,Aulorhynchus,0
Bacteria,Bacteria,outgroup,motu111,motu111,ASV179,parent,125,Bacteria,Bacteria,outgroup,95.956,3.66e-124,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu126,motu126,ASV211,parent,109,Bacteria,Bacteria,outgroup,87.747,2.71e-80,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu126,motu126,ASV1068,parent,109,Bacteria,Bacteria,outgroup,87.747,2.71e-80,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu126,motu126,ASV2142,parent,109,Bacteria,Bacteria,outgroup,87.747,2.71e-80,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu166,motu166,ASV355,parent,179,Bacteria,Bacteria,outgroup,94.094,1.5699999999999998e-107,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu176,motu176,ASV381,parent,194,Bacteria,Bacteria,outgroup,100,5.4199999999999993e-132,Bacteria,Pseudomonadota,Gammaproteobacteria,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu188,motu188,ASV407,parent,205,Bacteria,Bacteria,outgroup,94.922,5.649999999999999e-112,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu189,motu189,ASV408,parent,166,Bacteria,Bacteria,outgroup,100,1.9499999999999998e-131,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu194,motu194,ASV418,parent,210,Bacteria,Bacteria,outgroup,100,5.4199999999999993e-132,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu196,motu196,ASV421,parent,211,Bacteria,Bacteria,outgroup,85.771,2.75e-70,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu208,motu208,ASV444,parent,226,Bacteria,Bacteria,outgroup,91.829,1.24e-98,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu211,motu211,ASV452,parent,228,Bacteria,Bacteria,outgroup,93.22,7.369999999999999e-96,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu213,motu213,ASV456,parent,231,Bacteria,Bacteria,outgroup,93.307,3.3999999999999995e-104,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu214,motu214,ASV458,parent,232,Bacteria,Bacteria,outgroup,88.889,1.25e-83,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu215,motu215,ASV460,parent,233,Bacteria,Bacteria,outgroup,100,4.599999999999999e-143,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu227,motu227,ASV484,parent,245,Bacteria,Bacteria,outgroup,100,1.28e-143,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu232,motu232,ASV494,parent,249,Bacteria,Bacteria,outgroup,92.829,7.319999999999999e-101,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu234,motu234,ASV501,parent,255,Bacteria,Bacteria,outgroup,91.304,2.65e-95,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu236,motu236,ASV504,parent,257,Bacteria,Bacteria,outgroup,100,4.599999999999999e-143,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu237,motu237,ASV506,parent,258,Bacteria,Bacteria,outgroup,92.885,5.66e-102,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu240,motu240,ASV514,parent,192,Bacteria,Bacteria,outgroup,90.4,2.67e-90,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu240,motu240,ASV1312,parent,192,Bacteria,Bacteria,outgroup,90.8,5.74e-92,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu240,motu240,ASV1470,parent,192,Bacteria,Bacteria,outgroup,90,1.2399999999999998e-88,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu245,motu245,ASV525,parent,264,Bacteria,Bacteria,outgroup,95.238,2.5999999999999996e-110,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu247,motu247,ASV530,parent,268,Bacteria,Bacteria,outgroup,94.093,9.470000000000001e-100,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu248,motu248,ASV531,parent,195,Bacteria,Bacteria,outgroup,100,5.4199999999999993e-132,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu248,motu248,ASV934,parent,195,Bacteria,Bacteria,outgroup,100,5.4199999999999993e-132,Bacteria,Pseudomonadota,Alphaproteobacteria,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu251,motu251,ASV535,parent,272,Bacteria,Bacteria,outgroup,98.814,5.46e-127,Bacteria,Verrucomicrobiota,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu260,motu260,ASV555,parent,282,Bacteria,Bacteria,outgroup,100,5.4199999999999993e-132,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,NA,NA
Bacteria,Bacteria,outgroup,motu262,motu262,ASV559,parent,284,Bacteria,Bacteria,outgroup,95.331,1.21e-113,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu265,motu265,ASV568,parent,285,Bacteria,Bacteria,outgroup,86.561,4.56e-73,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu266,motu266,ASV569,parent,219,Bacteria,Bacteria,outgroup,100,5.4199999999999993e-132,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu266,motu266,ASV2267,parent,219,Bacteria,Bacteria,outgroup,99.605,2.5199999999999995e-130,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu269,motu269,ASV574,parent,292,Bacteria,Bacteria,outgroup,94,2.6100000000000002e-105,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu271,motu271,ASV576,parent,296,Bacteria,Bacteria,outgroup,95.257,5.579999999999999e-112,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu274,motu274,ASV593,parent,302,Bacteria,Bacteria,outgroup,91.765,5.7e-97,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu283,motu283,ASV613,parent,311,Bacteria,Bacteria,outgroup,100,5.4199999999999993e-132,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonas,NA
Unknown organism,Unknown organism,outgroup,motu285,motu285,ASV1875,parent,237,Bacteria,Bacteria,outgroup,100,5.4199999999999993e-132,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu288,motu288,ASV619,parent,314,Bacteria,Bacteria,outgroup,90.079,1.2399999999999998e-88,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu291,motu291,ASV624,parent,236,Bacteria,Bacteria,outgroup,94.444,4.34e-108,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu291,motu291,ASV1005,parent,236,Bacteria,Bacteria,outgroup,94.048,2.0199999999999996e-106,Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu293,motu293,ASV1656,parent,250,Bacteria,Bacteria,outgroup,93.725,2.6100000000000002e-105,Bacteria,Cyanobacteriota,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu294,motu294,ASV629,parent,246,Bacteria,Bacteria,outgroup,100,5.4199999999999993e-132,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,NA
Bacteria,Bacteria,outgroup,motu294,motu294,ASV1258,parent,246,Bacteria,Bacteria,outgroup,100,5.4199999999999993e-132,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,NA
