found_taxa,common_name,rank,motu,motu_swarm,asv,curated,lulu_rank,found_taxa_asv,common_name_asv,rank_asv,identity_percentage,evalue,kingdom,phylum,class,order,family,genus,freshwater_only
Psychrolutes paradoxus,Tadpole sculpin,species,motu101,motu101,ASV167,parent,83,Psychrolutes paradoxus,Tadpole sculpin,species,100,1.72e-85,Eukaryota,Chordata,Teleostei,Perciformes,Psychrolutidae,Psychrolutes,0
Psychrolutes paradoxus,Tadpole sculpin,species,motu101,motu101,ASV304,parent,83,Psychrolutes paradoxus,Tadpole sculpin,species,99.408,8.02e-84,Eukaryota,Chordata,Teleostei,Perciformes,Psychrolutidae,Psychrolutes,0
Ptychocheilus oregonensis,Northern pikeminnow,species,motu271,motu271,ASV523,parent,297,Ptychocheilus oregonensis,Northern pikeminnow,species,100,8.28e-89,Eukaryota,Chordata,Teleostei,Cypriniformes,Cyprinidae,Ptychocheilus,1
Quietula y-cauda,American shadow goby,species,motu16,motu16,ASV17,parent,18,Quietula y-cauda,American shadow goby,species,100,6.150000000000001e-85,Eukaryota,Chordata,Teleostei,Gobiiformes,Gobiidae,Quietula,0
Quietula y-cauda,American shadow goby,species,motu16,motu16,ASV159,parent,18,Quietula y-cauda,American shadow goby,species,99.405,2.86e-83,Eukaryota,Chordata,Teleostei,Gobiiformes,Gobiidae,Quietula,0
Quietula y-cauda,American shadow goby,species,motu16,motu16,ASV199,parent,18,Quietula y-cauda,American shadow goby,species,99.405,2.86e-83,Eukaryota,Chordata,Teleostei,Gobiiformes,Gobiidae,Quietula,0
Quietula y-cauda,American shadow goby,species,motu16,motu16,ASV206,parent,18,Quietula y-cauda,American shadow goby,species,99.405,2.86e-83,Eukaryota,Chordata,Teleostei,Gobiiformes,Gobiidae,Quietula,0
Quietula y-cauda,American shadow goby,species,motu16,motu16,ASV495,parent,18,Quietula y-cauda,American shadow goby,species,99.405,2.86e-83,Eukaryota,Chordata,Teleostei,Gobiiformes,Gobiidae,Quietula,0
Rimicola muscarum,Kelp clingfish,species,motu82,motu82,ASV125,parent,95,Rimicola muscarum,Kelp clingfish,species,100,6.150000000000001e-85,Eukaryota,Chordata,Teleostei,Gobiesociformes,Gobiesocidae,Rimicola,0
Roncador stearnsii,Spotfin croaker,species,motu290,motu290,ASV551,parent,314,Roncador stearnsii,Spotfin croaker,species,100,6.150000000000001e-85,Eukaryota,Chordata,Teleostei,Eupercaria incertae sedis,Sciaenidae,Roncador,0
Salmo salar,Atlantic salmon,species,motu97,motu97,ASV149,parent,84,Salmo salar,Atlantic salmon,species,99.412,2.24e-84,Eukaryota,Chordata,Teleostei,Salmoniformes,Salmonidae,Salmo,0
Salmo salar,Atlantic salmon,species,motu97,motu97,ASV215,parent,84,Salmo salar,Atlantic salmon,species,100,4.82e-86,Eukaryota,Chordata,Teleostei,Salmoniformes,Salmonidae,Salmo,0
Salmo salar,Atlantic salmon,species,motu97,motu97,ASV1945,parent,84,Salmo salar,Atlantic salmon,species,99.408,8.02e-84,Eukaryota,Chordata,Teleostei,Salmoniformes,Salmonidae,Salmo,0
Salmo salar,Atlantic salmon,species,motu97,motu97,ASV1946,parent,84,Salmo salar,Atlantic salmon,species,99.412,2.24e-84,Eukaryota,Chordata,Teleostei,Salmoniformes,Salmonidae,Salmo,0
Salmo salar,Atlantic salmon,species,motu121,motu121,ASV203,parent,104,Salmo salar,Atlantic salmon,species,100,4.8600000000000005e-86,Eukaryota,Chordata,Teleostei,Salmoniformes,Salmonidae,Salmo,0
Salmo salar,Atlantic salmon,species,motu121,motu121,ASV432,parent,104,Salmo salar,Atlantic salmon,species,100,4.82e-86,Eukaryota,Chordata,Teleostei,Salmoniformes,Salmonidae,Salmo,0
Salvelinus,Char species,genus,motu486,motu486,ASV858,parent,512,Salvelinus,Char species,genus,100,4.8600000000000005e-86,Eukaryota,Chordata,Teleostei,Salmoniformes,Salmonidae,Salvelinus,0
Salvelinus malma,Dolly varden,species,motu56,motu56,ASV72,parent,51,Salvelinus malma,Dolly varden,species,100,4.82e-86,Eukaryota,Chordata,Teleostei,Salmoniformes,Salmonidae,Salvelinus,0
Salvelinus malma,Dolly varden,species,motu56,motu56,ASV780,parent,51,Salvelinus malma,Dolly varden,species,100,4.8600000000000005e-86,Eukaryota,Chordata,Teleostei,Salmoniformes,Salmonidae,Salvelinus,0
Salvelinus malma,Dolly varden,species,motu56,motu56,ASV1198,parent,51,Salvelinus malma,Dolly varden,species,99.412,2.26e-84,Eukaryota,Chordata,Teleostei,Salmoniformes,Salmonidae,Salvelinus,0
Sardinops sagax,South American pilchard,species,motu33,motu33,ASV39,parent,33,Sardinops sagax,South American pilchard,species,100,1.0599999999999998e-87,Eukaryota,Chordata,Teleostei,Clupeiformes,Alosidae,Sardinops,0
Sardinops sagax,South American pilchard,species,motu33,motu33,ASV106,parent,33,Sardinops sagax,South American pilchard,species,99.422,4.92e-86,Eukaryota,Chordata,Teleostei,Clupeiformes,Alosidae,Sardinops,0
Sardinops sagax,South American pilchard,species,motu33,motu33,ASV352,parent,33,Sardinops sagax,South American pilchard,species,99.422,4.92e-86,Eukaryota,Chordata,Teleostei,Clupeiformes,Alosidae,Sardinops,0
Sardinops sagax,South American pilchard,species,motu33,motu33,ASV355,parent,33,Sardinops sagax,South American pilchard,species,99.422,4.92e-86,Eukaryota,Chordata,Teleostei,Clupeiformes,Alosidae,Sardinops,0
Sardinops sagax,South American pilchard,species,motu33,motu33,ASV468,parent,33,Sardinops sagax,South American pilchard,species,99.422,4.92e-86,Eukaryota,Chordata,Teleostei,Clupeiformes,Alosidae,Sardinops,0
Sardinops sagax,South American pilchard,species,motu33,motu33,ASV479,parent,33,Sardinops sagax,South American pilchard,species,99.422,4.92e-86,Eukaryota,Chordata,Teleostei,Clupeiformes,Alosidae,Sardinops,0
Sardinops sagax,South American pilchard,species,motu33,motu33,ASV575,parent,33,Sardinops sagax,South American pilchard,species,99.422,4.92e-86,Eukaryota,Chordata,Teleostei,Clupeiformes,Alosidae,Sardinops,0
Sardinops sagax,South American pilchard,species,motu33,motu33,ASV404,parent,33,Sardinops sagax,South American pilchard,species,98.844,2.29e-84,Eukaryota,Chordata,Teleostei,Clupeiformes,Alosidae,Sardinops,0
Sardinops sagax,South American pilchard,species,motu33,motu33,ASV698,parent,33,Sardinops sagax,South American pilchard,species,98.844,2.29e-84,Eukaryota,Chordata,Teleostei,Clupeiformes,Alosidae,Sardinops,0
Sardinops sagax,South American pilchard,species,motu107,motu107,ASV168,parent,90,Sardinops sagax,South American pilchard,species,100,1.0599999999999998e-87,Eukaryota,Chordata,Teleostei,Clupeiformes,Alosidae,Sardinops,0
Sardinops sagax,South American pilchard,species,motu107,motu107,ASV258,parent,90,Sardinops sagax,South American pilchard,species,99.422,4.92e-86,Eukaryota,Chordata,Teleostei,Clupeiformes,Alosidae,Sardinops,0
Sardinops sagax,South American pilchard,species,motu107,motu107,ASV593,parent,90,Sardinops sagax,South American pilchard,species,99.422,4.92e-86,Eukaryota,Chordata,Teleostei,Clupeiformes,Alosidae,Sardinops,0
Sardinops sagax,South American pilchard,species,motu233,motu233,ASV447,parent,252,Sardinops sagax,South American pilchard,species,98.844,2.29e-84,Eukaryota,Chordata,Teleostei,Clupeiformes,Alosidae,Sardinops,0
Sardinops sagax,South American pilchard,species,motu265,motu265,ASV513,parent,292,Sardinops sagax,South American pilchard,species,98.844,2.29e-84,Eukaryota,Chordata,Teleostei,Clupeiformes,Alosidae,Sardinops,0
Scomber japonicus,Chub mackerel,species,motu130,motu130,ASV236,parent,116,Scomber japonicus,Chub mackerel,species,100,1.72e-85,Eukaryota,Chordata,Teleostei,Scombriformes,Scombridae,Scomber,0
Scomber japonicus,Chub mackerel,species,motu130,motu130,ASV543,parent,116,Scomber japonicus,Chub mackerel,species,100,1.73e-85,Eukaryota,Chordata,Teleostei,Scombriformes,Scombridae,Scomber,0
Scombridae,NA,NA,motu60,motu60,ASV78,parent,56,Scombridae,NA,family,94.675,1.77e-70,Eukaryota,Chordata,Teleostei,Scombriformes,Scombridae,NA,0
Scombridae,NA,NA,motu60,motu60,ASV632,parent,56,Scombridae,NA,family,94.083,8.239999999999999e-69,Eukaryota,Chordata,Teleostei,Scombriformes,Scombridae,NA,0
Scorpaenichthys marmoratus,Cabezon,species,motu57,motu57,ASV74,parent,75,Scorpaenichthys marmoratus,Cabezon,species,100,6.150000000000001e-85,Eukaryota,Chordata,Teleostei,Perciformes,Jordaniidae,Scorpaenichthys,0
Sebastes,Rockfish species,genus,motu15,motu15,ASV16,parent,17,Sebastes,Rockfish species,genus,100,6.150000000000001e-85,Eukaryota,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes,0
Sebastes,Rockfish species,genus,motu15,motu15,ASV854,parent,17,Sebastes,Rockfish species,genus,100,6.150000000000001e-85,Eukaryota,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes,0
Sebastes,Rockfish species,genus,motu23,motu23,ASV26,parent,43,Sebastes,Rockfish species,genus,100,6.150000000000001e-85,Eukaryota,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes,0
Sebastes,Rockfish species,genus,motu1379,motu1379,ASV2021,parent,1380,Sebastes,Rockfish species,genus,100,8.12e-85,Eukaryota,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes,0
Sebastes entomelas,Widow rockfish,species,motu54,motu54,ASV70,parent,49,Sebastes entomelas,Widow rockfish,species,100,6.150000000000001e-85,Eukaryota,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes,0
Sebastes entomelas,Widow rockfish,species,motu54,motu54,ASV291,parent,49,Sebastes entomelas,Widow rockfish,species,99.405,2.86e-83,Eukaryota,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes,0
Sebastes paucispinis,Bocaccio rockfish,species,motu352,motu352,ASV650,parent,370,Sebastes paucispinis,Bocaccio rockfish,species,100,6.150000000000001e-85,Eukaryota,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes,0
Seriola lalandi,Yellowtail amberjack,species,motu86,motu86,ASV131,parent,82,Seriola lalandi,Yellowtail amberjack,species,100,1.72e-85,Eukaryota,Chordata,Teleostei,Carangiformes,Carangidae,Seriola,0
Seriola lalandi,Yellowtail amberjack,species,motu86,motu86,ASV421,parent,82,Seriola lalandi,Yellowtail amberjack,species,99.408,8.02e-84,Eukaryota,Chordata,Teleostei,Carangiformes,Carangidae,Seriola,0
Seriphus politus,Queenfish,species,motu157,motu157,ASV309,parent,171,Seriphus politus,Queenfish,species,100,6.150000000000001e-85,Eukaryota,Chordata,Teleostei,Eupercaria incertae sedis,Sciaenidae,Seriphus,0
Serratia,Bacteria,outgroup,motu264,motu264,ASV508,parent,291,Serratia,Bacteria,outgroup,100,1.17e-92,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,NA
Strongylura exilis,Californian needlefish,species,motu188,motu188,ASV366,parent,202,Strongylura exilis,Californian needlefish,species,100,1.73e-85,Eukaryota,Chordata,Teleostei,Beloniformes,Belonidae,Strongylura,0
Sus scrofa,Pig family,outgroup,motu80,motu80,ASV122,parent,76,Sus scrofa,Pig family,outgroup,100,4.82e-86,Eukaryota,Chordata,Mammalia,Artiodactyla,Suidae,Sus,NA
Sus scrofa,Pig family,outgroup,motu80,motu80,ASV232,parent,76,Sus scrofa,Pig family,outgroup,100,4.82e-86,Eukaryota,Chordata,Mammalia,Artiodactyla,Suidae,Sus,NA
Sus scrofa,Pig family,outgroup,motu80,motu80,ASV791,parent,76,Sus scrofa,Pig family,outgroup,100,1.3500000000000001e-86,Eukaryota,Chordata,Mammalia,Artiodactyla,Suidae,Sus,NA
Sus scrofa,Pig family,outgroup,motu80,motu80,ASV561,parent,76,Sus scrofa,Pig family,outgroup,100,4.8600000000000005e-86,Eukaryota,Chordata,Mammalia,Artiodactyla,Suidae,Sus,NA
Sus scrofa,Pig family,outgroup,motu232,motu232,ASV445,parent,251,Sus scrofa,Pig family,outgroup,100,1.73e-85,Eukaryota,Chordata,Mammalia,Artiodactyla,Suidae,Sus,NA
Syngnathus,Pipefish species,genus,motu11,motu11,ASV12,parent,12,Syngnathus,Pipefish species,genus,100,2.2e-84,Eukaryota,Chordata,Teleostei,Syngnathiformes,Syngnathidae,Syngnathus,0
Syngnathus,Pipefish species,genus,motu11,motu11,ASV269,parent,12,Syngnathus,Pipefish species,genus,99.401,1.0199999999999999e-82,Eukaryota,Chordata,Teleostei,Syngnathiformes,Syngnathidae,Syngnathus,0
Syngnathus,Pipefish species,genus,motu13,motu13,ASV14,parent,13,Syngnathus,Pipefish species,genus,100,2.23e-84,Eukaryota,Chordata,Teleostei,Syngnathiformes,Syngnathidae,Syngnathus,0
Syngnathus,Pipefish species,genus,motu13,motu13,ASV710,parent,13,Syngnathus,Pipefish species,genus,99.401,1.0399999999999999e-82,Eukaryota,Chordata,Teleostei,Syngnathiformes,Syngnathidae,Syngnathus,0
Syngnathus auliscus,Barred pipefish,species,motu129,motu129,ASV234,parent,139,Syngnathus auliscus,Barred pipefish,species,100,2.2e-84,Eukaryota,Chordata,Teleostei,Syngnathiformes,Syngnathidae,Syngnathus,0
Syngnathus,Pipefish species,genus,motu11,motu11,ASV96,parent,12,Syngnathus californiensis,Bay pipefish,species,100,2.2e-84,Eukaryota,Chordata,Teleostei,Syngnathiformes,Syngnathidae,Syngnathus,0
Syngnathus,Pipefish species,genus,motu11,motu11,ASV707,parent,12,Syngnathus californiensis,Bay pipefish,species,99.401,1.0199999999999999e-82,Eukaryota,Chordata,Teleostei,Syngnathiformes,Syngnathidae,Syngnathus,0
Syngnathus,Pipefish species,genus,motu11,motu11,ASV185,parent,12,Syngnathus exilis,Barcheek pipefish,species,100,2.2e-84,Eukaryota,Chordata,Teleostei,Syngnathiformes,Syngnathidae,Syngnathus,0
Tautogolabrus adspersus,Cunner no records,species,motu43,motu43,ASV56,parent,39,Tautogolabrus adspersus,Cunner no records,species,100,4.82e-86,Eukaryota,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Tautogolabrus,0
Tautogolabrus adspersus,Cunner no records,species,motu43,motu43,ASV64,parent,39,Tautogolabrus adspersus,Cunner no records,species,100,4.8600000000000005e-86,Eukaryota,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Tautogolabrus,0
Tautogolabrus adspersus,Cunner no records,species,motu43,motu43,ASV620,parent,39,Tautogolabrus adspersus,Cunner no records,species,99.412,2.26e-84,Eukaryota,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Tautogolabrus,0
Teleostei,Unknown fish,class,motu128,motu128,ASV231,parent,109,Teleostei,Unknown fish,class,86.62,1.1099999999999998e-37,Eukaryota,Chordata,Teleostei,NA,Percidae,Perca,0
Teleostei,Unknown fish,class,motu128,motu128,ASV276,parent,109,Teleostei,Unknown fish,class,86.62,1.12e-37,Eukaryota,Chordata,Teleostei,NA,Percidae,Perca,0
Teleostei,Unknown fish,class,motu137,motu137,ASV260,parent,148,Teleostei,Unknown fish,class,85.294,8.480000000000001e-44,Eukaryota,Chordata,Teleostei,NA,Gobiesocidae,Gobiesox,0
Thalassiosira sp.,Diatom,outgroup,motu378,motu378,ASV687,parent,395,Thalassiosira sp.,Diatom,outgroup,100,1.9499999999999998e-131,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,NA
Thunnus,Tuna species,genus,motu68,motu68,ASV95,parent,63,Thunnus,Tuna species,genus,100,6.150000000000001e-85,Eukaryota,Chordata,Teleostei,Scombriformes,Scombridae,Thunnus,0
Thunnus,Tuna species,genus,motu68,motu68,ASV322,parent,63,Thunnus,Tuna species,genus,99.405,2.86e-83,Eukaryota,Chordata,Teleostei,Scombriformes,Scombridae,Thunnus,0
Trachurus symmetricus,Pacific jack mackerel,species,motu146,motu146,ASV288,parent,159,Trachurus symmetricus,Pacific jack mackerel,species,100,4.8600000000000005e-86,Eukaryota,Chordata,Teleostei,Carangiformes,Carangidae,Trachurus,0
Tridentiger trigonocephalus,Chameleon goby invasive,species,motu123,motu123,ASV211,parent,130,Tridentiger trigonocephalus,Chameleon goby invasive,species,100,6.150000000000001e-85,Eukaryota,Chordata,Teleostei,Gobiiformes,Gobiidae,Tridentiger,0
Typhlogobius californiensis,Blind goby,species,motu211,motu211,ASV406,parent,228,Typhlogobius californiensis,Blind goby,species,100,6.150000000000001e-85,Eukaryota,Chordata,Teleostei,Gobiiformes,Gobiidae,Typhlogobius,0
Umbrina roncador,Yellowfin drum,species,motu45,motu45,ASV58,parent,46,Umbrina roncador,Yellowfin drum,species,100,1.72e-85,Eukaryota,Chordata,Teleostei,Eupercaria incertae sedis,Sciaenidae,Umbrina,0
Umbrina roncador,Yellowfin drum,species,motu45,motu45,ASV214,parent,46,Umbrina roncador,Yellowfin drum,species,100,1.73e-85,Eukaryota,Chordata,Teleostei,Eupercaria incertae sedis,Sciaenidae,Umbrina,0
Unknown organism,Unknown organism,outgroup,motu64,motu64,ASV87,parent,53,Unknown organism,Unknown organism,outgroup,100,5.4199999999999993e-132,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu64,motu64,ASV127,parent,53,Unknown organism,Unknown organism,outgroup,100,5.4199999999999993e-132,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu64,motu64,ASV1544,parent,53,Unknown organism,Unknown organism,outgroup,99.605,2.5199999999999995e-130,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu64,motu64,ASV1760,parent,53,Unknown organism,Unknown organism,outgroup,99.605,2.5199999999999995e-130,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu64,motu64,ASV196,parent,53,Unknown organism,Unknown organism,outgroup,100,5.4199999999999993e-132,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu64,motu64,ASV731,parent,53,Unknown organism,Unknown organism,outgroup,99.605,2.5199999999999995e-130,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu64,motu64,ASV998,parent,53,Unknown organism,Unknown organism,outgroup,100,5.4199999999999993e-132,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu64,motu64,ASV1318,parent,53,Unknown organism,Unknown organism,outgroup,99.605,2.5199999999999995e-130,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu64,motu64,ASV1076,parent,53,Unknown organism,Unknown organism,outgroup,99.605,2.5199999999999995e-130,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu64,motu64,ASV1476,parent,53,Unknown organism,Unknown organism,outgroup,100,5.4199999999999993e-132,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu113,motu113,ASV184,parent,122,Unknown organism,Unknown organism,outgroup,98.425,2.54e-125,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu131,motu131,ASV237,parent,140,Unknown organism,Unknown organism,outgroup,100,1.9499999999999998e-131,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu132,motu132,ASV240,parent,118,Unknown organism,Unknown organism,outgroup,97.222,9.21e-120,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu139,motu139,ASV263,parent,150,Unknown organism,Unknown organism,outgroup,100,1.9499999999999998e-131,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu149,motu149,ASV294,parent,164,Unknown organism,Unknown organism,outgroup,100,5.4199999999999993e-132,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu150,motu150,ASV295,parent,138,Unknown organism,Unknown organism,outgroup,100,5.4199999999999993e-132,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu150,motu150,ASV1479,parent,138,Unknown organism,Unknown organism,outgroup,99.605,2.5199999999999995e-130,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu156,motu156,ASV308,parent,142,Unknown organism,Unknown organism,outgroup,95.652,1.1999999999999999e-113,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu156,motu156,ASV1835,parent,142,Unknown organism,Unknown organism,outgroup,95.257,5.579999999999999e-112,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu160,motu160,ASV314,parent,174,Unknown organism,Unknown organism,outgroup,100,5.4199999999999993e-132,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu163,motu163,ASV327,parent,181,Unknown organism,Unknown organism,outgroup,100,5.4199999999999993e-132,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu169,motu169,ASV333,parent,186,Unknown organism,Unknown organism,outgroup,100,1.9499999999999998e-131,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu174,motu174,ASV341,parent,143,Unknown organism,Unknown organism,outgroup,100,1.9499999999999998e-131,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu174,motu174,ASV457,parent,143,Unknown organism,Unknown organism,outgroup,100,1.9499999999999998e-131,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu174,motu174,ASV722,parent,143,Unknown organism,Unknown organism,outgroup,99.603,9.079999999999999e-130,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu174,motu174,ASV1452,parent,143,Unknown organism,Unknown organism,outgroup,99.603,9.079999999999999e-130,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu174,motu174,ASV1802,parent,143,Unknown organism,Unknown organism,outgroup,99.603,9.079999999999999e-130,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu174,motu174,ASV1988,parent,143,Unknown organism,Unknown organism,outgroup,99.603,9.079999999999999e-130,NA,NA,NA,NA,NA,NA,NA
Bacteria,Bacteria,outgroup,motu178,motu178,ASV688,parent,155,Unknown organism,Unknown organism,outgroup,99.603,9.079999999999999e-130,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu179,motu179,ASV347,parent,194,Unknown organism,Unknown organism,outgroup,97.628,5.5e-122,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu180,motu180,ASV349,parent,157,Unknown organism,Unknown organism,outgroup,100,5.4199999999999993e-132,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu180,motu180,ASV1163,parent,157,Unknown organism,Unknown organism,outgroup,99.605,2.5199999999999995e-130,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu180,motu180,ASV1287,parent,157,Unknown organism,Unknown organism,outgroup,99.605,2.5199999999999995e-130,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu180,motu180,ASV1385,parent,157,Unknown organism,Unknown organism,outgroup,99.605,2.5199999999999995e-130,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu180,motu180,ASV1437,parent,157,Unknown organism,Unknown organism,outgroup,99.605,2.5199999999999995e-130,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu181,motu181,ASV350,parent,196,Unknown organism,Unknown organism,outgroup,100,1.9499999999999998e-131,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu183,motu183,ASV354,parent,153,Unknown organism,Unknown organism,outgroup,100,1.9499999999999998e-131,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu183,motu183,ASV537,parent,153,Unknown organism,Unknown organism,outgroup,100,5.4199999999999993e-132,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu183,motu183,ASV1412,parent,153,Unknown organism,Unknown organism,outgroup,100,1.9499999999999998e-131,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu185,motu185,ASV357,parent,156,Unknown organism,Unknown organism,outgroup,100,5.4199999999999993e-132,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu185,motu185,ASV622,parent,156,Unknown organism,Unknown organism,outgroup,100,1.9499999999999998e-131,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu185,motu185,ASV1058,parent,156,Unknown organism,Unknown organism,outgroup,99.605,2.5199999999999995e-130,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu185,motu185,ASV1283,parent,156,Unknown organism,Unknown organism,outgroup,100,1.9499999999999998e-131,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu189,motu189,ASV367,parent,204,Unknown organism,Unknown organism,outgroup,100,1.9499999999999998e-131,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu190,motu190,ASV368,parent,151,Unknown organism,Unknown organism,outgroup,100,1.9499999999999998e-131,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu190,motu190,ASV446,parent,151,Unknown organism,Unknown organism,outgroup,100,5.4199999999999993e-132,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu193,motu193,ASV372,parent,209,Unknown organism,Unknown organism,outgroup,98.81,1.9599999999999997e-126,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu206,motu206,ASV397,parent,160,Unknown organism,Unknown organism,outgroup,100,5.4199999999999993e-132,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu206,motu206,ASV548,parent,160,Unknown organism,Unknown organism,outgroup,100,5.4199999999999993e-132,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu207,motu207,ASV398,parent,224,Unknown organism,Unknown organism,outgroup,93.469,7.419999999999999e-101,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu208,motu208,ASV399,parent,225,Unknown organism,Unknown organism,outgroup,94.466,1.21e-108,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu214,motu214,ASV411,parent,172,Unknown organism,Unknown organism,outgroup,94.094,5.62e-107,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu214,motu214,ASV1444,parent,172,Unknown organism,Unknown organism,outgroup,94.118,5.62e-107,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu214,motu214,ASV1838,parent,172,Unknown organism,Unknown organism,outgroup,93.701,2.6100000000000002e-105,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu217,motu217,ASV415,parent,233,Unknown organism,Unknown organism,outgroup,85.714,2.75e-70,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu218,motu218,ASV416,parent,234,Unknown organism,Unknown organism,outgroup,100,5.4199999999999993e-132,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu228,motu228,ASV438,parent,176,Unknown organism,Unknown organism,outgroup,100,1.9499999999999998e-131,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu228,motu228,ASV866,parent,176,Unknown organism,Unknown organism,outgroup,100,1.9499999999999998e-131,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,outgroup,motu239,motu239,ASV455,parent,158,Unknown organism,Unknown organism,outgroup,100,1.9499999999999998e-131,NA,NA,NA,NA,NA,NA,NA
