scientific_name,sti_value,max_temp,min_temp,temp_95,temp_90,temp_10,temp_05,temp_q_span,temp_q_span95,temp_span
Lepidogobius lepidus,13.923001253132833,18.54,7.64,18.54,17.98,9.124,7.91,8.856,10.629999999999999,10.899999999999999
Leptocottus armatus,10.560412947464643,21.08,0.38333333333333336,16.6408,14.349200000000003,6.868666666666668,6.150666666666668,7.4805333333333355,10.49013333333333,20.696666666666665
Leuresthes tenuis,16.704192307692306,22.492,11.89,22.474338461538462,22.456676923076923,11.953000000000001,11.921500000000002,10.503676923076922,10.55283846153846,10.602
Leuroglossus schmidti,8.29843595009173,21.11,-1.48,17.630000000000003,16.09700000000001,2.9565,2.6193,13.140500000000008,15.010700000000003,22.59
Liparis cyclopus,12.068654761904762,15.05,6.284,14.9255,14.800999999999998,7.6259,6.95495,7.175099999999999,7.970549999999999,8.766000000000002
Liparis florae,10.414318181818182,11.81,8.98,11.5125,11.215,9.19,9.085,2.0250000000000004,2.4274999999999984,2.83
Liparis greeni,12.821944444444444,14.533333333333331,11.4,14.333249999999998,14.133166666666666,11.6265,11.513250000000001,2.506666666666666,2.8199999999999967,3.133333333333331
Liparis mucosus,12.897916666666667,18.54,9.13,18.448999999999998,18.358,9.193000000000001,9.1615,9.165,9.287499999999998,9.409999999999998
Lumpenus sagitta,11.25507880164452,27.24,-0.92,16.080000000000002,14.746666666666666,7.098000000000001,4.524000000000001,7.648666666666665,11.556000000000001,28.16
Lycodes brevipes,11.653198146088679,21.95875,-1.28,15.165,14.2135,8.994399999999999,7.1112,5.219100000000001,8.053799999999999,23.23875
Mallotus villosus,7.493902214485618,21.72,-1.8,16.765749999999997,15.907416666666668,0.39,-0.37,15.517416666666668,17.135749999999998,23.52
Menticirrhus undulatus,18.96620512820513,27.02,13.1,24.949999999999996,23.4635,13.929499999999999,13.415,9.534,11.534999999999997,13.92
Merluccius productus,12.512684117653546,21.931333333333335,-0.01,18.03,16.381666666666668,9.48,8.660625,6.901666666666667,9.369375000000002,21.941333333333336
Microgadus proximus,10.862332769160535,20.31,-1.77,13.840949999999992,12.85575,8.999666666666666,8.341899999999999,3.856083333333334,5.499049999999993,22.08
Micrometrus minimus,18.06581140350877,21.69,12.256666666666668,20.6485,20.547,15.277000000000001,14.206875,5.27,6.441624999999998,9.433333333333334
Morone saxatilis,12.438786907154867,31.704,-0.54,23.09199999999999,19.858999999999998,4.85,3.8485,15.008999999999999,19.24349999999999,32.244
Mugil cephalus,24.42727441961347,37.39,2.93,29.99695238095238,29.265333333333334,18.4,16.675,10.865333333333336,13.321952380952379,34.46
Myliobatis californica,18.441719833747086,23.92,12.04,21.47,20.93,15.476666666666668,14.635,5.453333333333331,6.834999999999999,11.880000000000003
Myoxocephalus stelleri,13.73327411968619,25.4,3.52,20.48766666666667,19.096655172413797,7.502,5.327,11.594655172413798,15.16066666666667,21.88
Nautichthys oculofasciatus,10.809107256323923,19.15,3.68,15.996923076923075,14.89566666666667,7.286,4.344875,7.609666666666671,11.652048076923075,15.469999999999999
Notorynchus cepedianus,16.566873599734276,24.72,9.5075,20.1437894736842,19.16175,13.71,12.704249999999998,5.4517500000000005,7.439539473684203,15.212499999999999
Oligocottus snyderi,11.758392857142857,12.52,9.891428571428571,12.518875000000001,12.51775,10.655142857142856,10.273285714285713,1.8626071428571436,2.2455892857142885,2.628571428571428
Oncorhynchus clarkii,10.69257148962149,14.99,3.19,14.776,14.725,6.485666666666667,4.056000000000001,8.239333333333333,10.719999999999999,11.8
Oncorhynchus gorbuscha,11.20408221463166,25.29,-0.01250000000000001,16.59,15.39,6.3580000000000005,5.193333333333333,9.032,11.396666666666667,25.3025
Oncorhynchus keta,8.974062472081819,21.97625,-1.8,15.11125,14.235,2.85,2.12,11.385,12.99125,23.77625
Oncorhynchus kisutch,10.812488553758294,25.29,-1.4,15.759500000000003,14.5731,6.7161904761904765,5.596266666666667,7.856909523809524,10.163233333333336,26.689999999999998
Oncorhynchus nerka,11.204500327020458,21.81,-0.4166666666666667,16.36685714285714,15.3625,6.93,6.215199999999999,8.432500000000001,10.15165714285714,22.226666666666667
Oncorhynchus tshawytscha,7.881254371395869,21.97625,-1.8,15.124333333333333,13.943666666666665,2.58,1.79,11.363666666666665,13.334333333333333,23.77625
Ophiodon elongatus,12.186217629094653,24.296,-1.47,15.98,15.125833333333334,9.355,8.557291666666668,5.770833333333334,7.422708333333333,25.766
Orthonopias triacis,14.950000000000001,18.98,11.89,18.414499999999997,17.849,12.439,12.1645,5.41,6.2499999999999964,7.09
Oxylebius pictus,15.990469050067501,24.296,4.913636363636364,20.81,19.941499999999998,12.29475,11.041714285714285,7.646749999999997,9.768285714285714,19.382363636363635
Paralabrax clathratus,18.54775817585617,25.9,10.385,22.24,21.506666666666668,15.28,14.374166666666666,6.226666666666668,7.865833333333333,15.514999999999999
Paralabrax maculatofasciatus,22.32736223708951,31.07,13.93,28.5845,27.862,17.53,16.717666666666666,10.331999999999997,11.866833333333332,17.14
Paralabrax nebulifer,18.958716807546285,24.296,11.8875,22.500999999999998,22.117,15.915,15.19,6.202000000000002,7.310999999999998,12.4085
Paralichthys californicus,18.384626449081505,27.61777777777778,8.934000000000001,23.665999999999997,22.676,13.8784,12.454685714285716,8.7976,11.21131428571428,18.683777777777777
Peprilus simillimus,12.603768975088236,20.91,2.87,17.318999999999996,14.908666666666667,10.332,9.766333333333336,4.576666666666666,7.55266666666666,18.04
Phanerodon vacca,16.226769260090787,24.17,4.913636363636364,21.16,20.25,12.49,11.63,7.76,9.53,19.256363636363638
Pholis laeta,11.906918326930523,22.076666666666668,6.19,18.686666666666667,17.07,6.33,6.246666666666667,10.74,12.440000000000001,15.886666666666667
Pholis ornata,10.39187481962482,15.27,6.67,14.087499999999999,12.940000000000001,8.632666666666667,7.551,4.307333333333334,6.536499999999998,8.6
Phytichthys chirus,9.715377777777778,10.73,6.246666666666667,10.66,10.606000000000002,7.378400000000001,6.2728,3.2276000000000007,4.3872,4.483333333333333
Pleuronichthys coenosus,13.538645377128955,23.03,3.215,20.02533333333333,19.44633333333333,9.517999999999999,9.025,9.928333333333333,11.000333333333328,19.815
Pleuronichthys decurrens,11.518678125230625,18.54,3.06,14.97,14.4105,9.262249999999998,8.82115,5.148250000000003,6.148850000000001,15.479999999999999
Pleuronichthys guttulatus,20.30101923076923,26.71666666666667,15.1475,26.345,25.4,16.328333333333333,16.166666666666668,9.071666666666665,10.178333333333331,11.569166666666668
Pleuronichthys ritteri,18.884999999999998,24.41,16.689999999999998,23.429,22.448,16.778,16.733999999999998,5.670000000000002,6.695,7.720000000000002
Psychrolutes paradoxus,10.8220844988345,24.5,-0.84,18.38666666666667,17.038333333333334,4.7405,3.650625,12.297833333333333,14.73604166666667,25.34
Quietula y-cauda,20.893388007054675,27.95,18.688,23.33566666666667,22.125999999999998,19.131999999999998,18.79,2.9939999999999998,4.545666666666669,9.262
Rhinogobiops nicholsii,14.726714735792527,22.076666666666668,4.913636363636364,18.615199999999994,17.737333333333336,11.673000000000002,8.774666666666667,6.064333333333334,9.840533333333328,17.163030303030304
Rimicola muscarum,9.953,10.248,9.658,10.218499999999999,10.189,9.716999999999999,9.6875,0.4720000000000013,0.5309999999999988,0.5899999999999999
Roncador stearnsii,23.395,27.39,19.4,26.9905,26.591,20.198999999999998,19.7995,6.392000000000003,7.1910000000000025,7.990000000000002
Ronquilus jordani,11.350145405720772,21.95875,-1.8,15.533999999999999,14.762666666666666,8.028,5.955,6.734666666666666,9.578999999999999,23.75875
Salmo salar,9.182871399087892,21.35,-1.7,14.06,13.32,4.83,2.8553000000000006,8.49,11.204699999999999,23.05
Sardinops sagax,16.77593490189423,29.16,2.3375,23.663999999999998,21.742772727272733,11.2215,10.292541666666667,10.521272727272732,13.371458333333331,26.8225
Scomber japonicus,18.163050151395346,30.133333333333333,2.328,23.130124999999996,21.844499999999996,14.7585,13.778500000000001,7.085999999999997,9.351624999999995,27.805333333333333
Scorpaenichthys marmoratus,14.14969562231594,23.35,6.0200000000000005,19.159,17.813,10.718000000000002,9.659222222222223,7.094999999999997,9.499777777777776,17.330000000000002
Sebastes entomelas,12.22993879073405,18.14,2.495,15.7,15.029,9.648,9.179,5.381,6.520999999999999,15.645
Sebastes nebulosus,13.336476137957122,22.7,6.01,15.884375,15.222000000000001,11.323,10.652125,3.899000000000001,5.2322500000000005,16.689999999999998
Sebastes paucispinis,12.805852992680673,24.235,-1.38,17.33605,16.0728,9.676916666666667,9.173041666666666,6.395883333333334,8.163008333333334,25.615
Seriola lalandi,18.433922790208324,36.36,8.94,23.45,22.17371428571429,14.75,14.172666666666666,7.42371428571429,9.277333333333333,27.42
Seriphus politus,12.205833333333333,14.5475,8.51,14.44875,14.349999999999998,9.52,9.015,4.829999999999998,5.43375,6.0375
Sphyraena argentea,20.169408582089552,30.56,15.1225,26.601200000000002,23.332333333333334,16.523000000000003,15.207999999999998,6.809333333333331,11.393200000000004,15.437499999999998
Spirinchus starksi,11.62854761904762,14.11,8.3,13.419125000000001,13.2285,10.0138,9.599433333333334,3.2147000000000006,3.8196916666666674,5.809999999999999
Strongylura exilis,26.843425925925928,31.03,12.995,30.826,30.767833333333336,20.7285,14.00225,10.039333333333335,16.82375,18.035000000000004
Synchirus gilli,8.703785714285715,16.225714285714286,5.48,15.453035714285713,14.680357142857144,5.525,5.5025,9.155357142857143,9.950535714285714,10.745714285714286
Syngnathus auliscus,23.81574074074074,28.32,17.66,28.144,27.968,19.670666666666666,18.665333333333333,8.297333333333334,9.478666666666665,10.66
Syngnathus californiensis,12.79536307118807,19.695714285714285,4.913636363636364,18.096,17.14,8.235,6.282133333333333,8.905000000000001,11.813866666666666,14.78207792207792
Tautogolabrus adspersus,15.015059874731707,24.065,-0.28500000000000003,20.4575,19.9185,6.8774999999999995,4.671458333333334,13.041000000000002,15.786041666666666,24.35
Thaleichthys pacificus,10.588236976550636,20.62,-1.7733333333333334,14.673566666666666,13.6775,8.076450000000001,4.11465,5.601049999999999,10.558916666666665,22.393333333333334
Thunnus alalunga,21.033481299188736,31.9775,3.44,27.51,26.81,14.6,13.68375,12.209999999999999,13.826250000000002,28.537499999999998
Trachurus symmetricus,16.657848600830857,28.47,9.52,22.1,21.066999999999997,12.585,11.77425,8.481999999999996,10.325750000000001,18.95
Tridentiger trigonocephalus,19.23947359916287,29.41,2.52,25.762,24.552,14.548000000000002,10.861000000000002,10.003999999999998,14.900999999999998,26.89
Umbrina roncador,22.289114583333333,29.56,16.223333333333333,29.52625,29.190833333333334,16.526666666666664,16.223333333333333,12.66416666666667,13.302916666666668,13.336666666666666
