scientific_name,sti_value,max_temp,min_temp,temp_95,temp_90,temp_10,temp_05,temp_q_span,temp_q_span95,temp_span
Acanthogobius flavimanus,19.40282490098149,29,9.3,25.775,24.828428571428574,14.090333333333335,11.937666666666667,10.738095238095239,13.837333333333332,19.7
Agonopsis vulsa,12.033884747309143,19.84,6.835,16.269166666666663,15.41825,9.344,8.957,6.074250000000001,7.312166666666663,13.004999999999999
Allosmerus elongatus,10.970477431830156,16.835,6.763333333333334,13.680833333333336,12.788,9.195733333333333,8.708333333333332,3.592266666666667,4.972500000000004,10.071666666666667
Alosa sapidissima,10.155456903993796,24.67,-1.29,17.535,15.443333333333332,4.8951666666666664,3.9875,10.548166666666665,13.5475,25.96
Ammodytes personatus,10.07356822998516,21.33,1.085,15.169899999999998,14.28,4.7843333333333335,4.0600000000000005,9.495666666666665,11.109899999999998,20.244999999999997
Anarrhichthys ocellatus,10.201223892408752,21.785000000000004,-0.35333333333333333,15.641250000000001,14.995000000000001,3.191666666666667,2.4633333333333334,11.803333333333335,13.177916666666668,22.138333333333335
Anchoa compressa,19.090000000000003,19.17,19.01,19.162000000000003,19.154000000000003,19.026,19.018,0.12800000000000367,0.1440000000000019,0.16000000000000014
Anchoa delicatissima,15.03,15.03,15.03,15.03,15.03,15.03,15.03,0,0,0
Anisotremus davidsonii,19.20460644384664,25.2425,11.56,22.7525,22.1725,15.934000000000001,14.952500000000002,6.238499999999998,7.799999999999999,13.6825
Anoplopoma fimbria,10.478385673129925,20.15,-1.7733333333333334,15.13,14.595,4.1085,3.19,10.4865,11.940000000000001,21.923333333333332
Apodichthys flavidus,11.185708024533605,18.70923076923077,5.916666666666667,16.42757142857143,16.073904761904764,8.144571428571428,6.250400000000001,7.929333333333336,10.177171428571429,12.792564102564103
Artedius fenestralis,11.158359994172494,16.705,1.81,16.2207,15.1275,7.860333333333333,6.5183,7.267166666666666,9.7024,14.894999999999998
Artedius harringtoni,8.764764601635362,19.77,2.88,16.230571428571427,14.335428571428572,5.1064,4.724666666666668,9.229028571428572,11.505904761904759,16.89
Artedius lateralis,10.02213492063492,17.97,6.246666666666667,15.6975,13.425,6.246666666666667,6.246666666666667,7.178333333333334,9.450833333333332,11.723333333333333
Artedius notospilotus,12.175666666666666,16.603333333333335,10.59,15.625666666666667,14.648,10.682,10.636,3.9659999999999993,4.989666666666668,6.013333333333335
Ascelichthys rhodorus,10.038777777777778,12.415,6.19,12.173,11.931000000000001,6.2652,6.227600000000001,5.665800000000001,5.945399999999999,6.224999999999999
Atherinopsis californiensis,12.81748611111111,29.56,9.6925,19.13125,16.84375,10.401666666666667,10.208958333333333,6.442083333333333,8.922291666666668,19.8675
Atractoscion nobilis,20.229086538461537,24.5,14.78,24.4146875,23.65125,17.4675,15.675625,6.18375,8.7390625,9.72
Aulorhynchus flavidus,14.6395885295515,21.457500000000003,6.266666666666667,17.726666666666667,16.66,12.51,11.56,4.15,6.166666666666666,15.190833333333337
Auxis rochei,23.180010113960115,29.64769230769231,4.316,28.003833333333326,26.971000000000004,20.27925,16.875333333333337,6.6917500000000025,11.128499999999988,25.33169230769231
Blepsias cirrhosus,14.369355830256907,27.01,5.25,21.9565,20.286499999999997,9.171285714285714,8.527833333333334,11.115214285714282,13.428666666666665,21.76
Bodianus pulcher,18.10414099094488,29.24,10.145,22.19,21.377000000000002,14.375333333333332,13.42,7.0016666666666705,8.770000000000001,19.095
Brachygenys californiensis,21.559504475703324,30.385,15.1475,28.06375,27.085,17.379166666666666,15.6325,9.705833333333334,12.431249999999999,15.2375
Brachyistius frenatus,16.641464332820366,24.296,4.913636363636364,21.405,20.601333333333336,13.263333333333334,12.345,7.338000000000003,9.06,19.382363636363635
Cebidichthys violaceus,14.271406101242308,17.335,11.14,16.44784090909091,15.744,12.609333333333334,12.256666666666668,3.134666666666666,4.191174242424243,6.195
Cheilotrema saturnum,18.887064599483203,22.49,11.795000000000002,22.15,22.09666666666667,15.03,12.665333333333335,7.066666666666672,9.484666666666664,10.694999999999997
Chitonotus pugetensis,11.830154637332845,21.632,4.913636363636364,16.080000000000002,14.618299999999998,9.415071428571428,9.07125,5.2032285714285695,7.008750000000003,16.718363636363637
Citharichthys sordidus,11.75582380472758,22.37,3.38,16.08,15.078250000000004,9.405,8.95,5.673250000000005,7.129999999999999,18.990000000000002
Citharichthys stigmaeus,11.911529892732947,22.00857142857143,6.0600000000000005,16.985,14.593333333333334,9.6325,9.278333333333332,4.960833333333333,7.706666666666667,15.948571428571428
Clevelandia ios,17.784718041218042,22.15,10.1,21.62533333333333,20.6984,12.664000000000001,12.176974358974359,8.034399999999998,9.448358974358971,12.049999999999999
Clinocottus acuticeps,10.475416666666666,15.8,1.81,15.406,15.012,6.730000000000001,4.27,8.282,11.136000000000001,13.99
Clinocottus analis,14.717500000000001,20,12.256666666666668,19.7445,19.488999999999997,12.256666666666668,12.256666666666668,7.2323333333333295,7.487833333333331,7.743333333333332
Clinocottus embryum,1.128888888888889,3.193333333333334,-0.19666666666666668,2.9130000000000003,2.6326666666666663,-0.07933333333333337,-0.13799999999999996,2.7119999999999997,3.051,3.3900000000000006
Clinocottus globiceps,14.815,14.815,14.815,14.815,14.815,14.815,14.815,0,0,0
Clupea pallasii,8.932344801094477,25.82307692307692,-1.8,14.895,13.4025,2.4033333333333333,0.78,10.999166666666667,14.115,27.62307692307692
Cololabis saira,12.945115584415584,28.1,2.93,16.2096,15.288000000000004,10.262,9.886,5.026000000000003,6.323599999999999,25.17
Cosmocampus arctus,24.846,30.36,18.46666666666667,30.334666666666664,30.309333333333335,19.954,19.210333333333335,10.355333333333334,11.124333333333329,11.89333333333333
Cryptacanthodes giganteus,8.436873948520727,16.38,-1.0914285714285714,13.582500000000003,13.18,3.77125,3.3425,9.40875,10.240000000000004,17.47142857142857
Cymatogaster aggregata,11.559015071460063,23.35,5.61,18.795,16.356818181818184,8.626666666666667,7.855416666666667,7.730151515151517,10.939583333333335,17.740000000000002
Cynoscion parvipinnis,22.929464285714285,27.62,18.65833333333333,27.032833333333336,26.672666666666668,19.169,18.925916666666666,7.503666666666668,8.10691666666667,8.96166666666667
Embiotoca jacksoni,17.111086945426507,25.2425,8.848888888888888,21.85,20.88,13.39,12.49,7.489999999999998,9.360000000000001,16.393611111111113
Embiotoca lateralis,14.963260460488177,25.2425,4.913636363636364,20.12,18.880750000000003,11.770999999999999,10.57,7.109750000000004,9.55,20.328863636363636
Engraulis mordax,12.611535425161442,25.19,3.63,18.01475,16.64083333333334,9.58775,9.05525,7.0530833333333405,8.9595,21.560000000000002
Enophrys bison,11.31161034793863,18.70923076923077,4.913636363636364,14.904999999999998,13.754000000000001,8.731,8.214,5.0230000000000015,6.690999999999997,13.795594405594407
Fundulus parvipinnis,21.667902356902356,28.58,17.01,28.03175,26.8003,18.1485,17.8855,8.651800000000001,10.146249999999998,11.569999999999997
Gadus chalcogrammus,7.346503510417945,24.4,-1.8,14.843333333333334,13.67,2.152,0.93,11.518,13.913333333333334,26.2
Gambusia affinis,23.714277707387463,33.35,10.98,30.86933333333333,29.632163636363636,16.582,15.14,13.050163636363635,15.72933333333333,22.37
Gasterosteus aculeatus,11.451485524131208,23.0175,-1.7075,19.62,18.55,3.06785,1.8674000000000004,15.48215,17.7526,24.724999999999998
Genyonemus lineatus,14.207679434092478,22.92857142857143,9.73,18.712333333333333,18.118666666666666,10.589111111111112,10.4815,7.529555555555554,8.230833333333333,13.19857142857143
Gibbonsia montereyensis,13.62127777777778,16.330000000000002,12.256666666666668,15.9956,15.661200000000001,12.256666666666668,12.256666666666668,3.404533333333333,3.738933333333332,4.073333333333334
Gillichthys mirabilis,19.430266666666668,24.43,15.69,23.578666666666667,22.72733333333333,16.7732,16.2316,5.954133333333331,7.347066666666667,8.74
Girella nigricans,18.665844284469124,25.9,10.97,22.33,21.5984,15.277923076923075,14.25,6.320476923076926,8.079999999999998,14.929999999999998
Gobiesox maeandricus,12.542777463277464,18.7125,6.19,17.039,15.899333333333333,9.11,6.6146,6.7893333333333334,10.424400000000002,12.522499999999997
Gobiesox rhessodon,19.75,19.75,19.75,19.75,19.75,19.75,19.75,0,0,0
Hemilepidotus hemilepidotus,5.591732710364623,19.15,-1.285,12.761999999999997,11.096,2.6215,2.232666666666667,8.474499999999999,10.52933333333333,20.435
Heterostichus rostratus,18.71907058060237,24.17,11.745,21.865,21.16,15.88,15.13,5.279999999999999,6.734999999999998,12.425000000000002
Hexagrammos decagrammus,9.569246266567607,22.076666666666668,-1.54,16.490000000000002,15.351399999999998,3.646,2.9305000000000003,11.705399999999997,13.559500000000002,23.616666666666667
Hippoglossus stenolepis,8.211993153494141,19.79,-1.8,14.886566666666667,14.32,2.0124,0.71,12.3076,14.176566666666666,21.59
Hydrolagus colliei,12.166766923884737,29.65,0.185,16.576466666666665,15.2525,9.193333333333332,8.576666666666666,6.059166666666668,7.999799999999999,29.465
Hypsoblennius gentilis,24.378810256410258,29.543333333333333,17.080000000000002,28.780166666666666,28.5,18.3762,18.125,10.1238,10.655166666666666,12.463333333333331
Hypsoblennius jenkinsi,16.900833333333335,22.975,12.36,22.231250000000003,21.4875,12.375,12.3675,9.1125,9.863750000000003,10.615000000000002
Jordania zonope,11.84449881675909,22.076666666666668,4.913636363636364,18.715249999999997,18.104000000000003,6.53,6.148333333333334,11.574000000000002,12.566916666666664,17.163030303030304
Kyphosus azureus,20.075184552199257,28.84,12.135,27.731250000000003,23.11,15.79,15.475000000000001,7.32,12.256250000000001,16.705
