decimal_latitude,decimal_longitude
43.880505967858,-69.3950241231277
43.9074903416988,-68.5901003710471
43.7918250160915,-69.4932498043016
40.57,-67.75
43.2252,-63.7765
40.0177,-70.7653
41.683333,-68.866667
42.87,-65.2
42.883333,-66.9
40.866667,-66.816667
41.348167,-69.245833
43.770055,-67.088938
43.0407,-67.3302
43.893167,-62.6615
40.266667,-70.166667
40.110347,-70.586898
42.566667,-67.45
40.011167,-70.731833
39.683333,-72.516667
40.67,-71
42.68,-68.62
40.216333,-70.759833
40.183333,-71.45
41.03,-68.72
43.7558351277099,-69.4373495246931
40.185607,-71.063607
39.979417,-71.376358
41.550655,-66.018753
42.32,-68.18
42.95,-67.58
40.42,-69.32
41.98,-67.77
40.266667,-71.366667
43.073167,-62.212167
40.12,-69.92
39.566667,-72.616667
40.453833,-68.1855
40.133333,-69.183333
40.83,-70.62
41,-71.43
42.73,-66.551833
42.12,-67.45
40.733333,-71.45
39.666667,-72.366667
40.983333,-66.966667
40.57,-70.02
46.98728433,-70.60911179
43.270687,-68.380727
43.586167,-60.070667
43.9085750324476,-68.7579152616182
42.35,-68.35
43.8703350095844,-69.0820851211758
43.060667,-67.607833
41.996667,-65.889833
42.1,-67.75
41.783333,-65.85
40.05,-69.916667
43.1007,-68.018783
40.855167,-70.181
43.9644753194977,-69.1484102943958
41.97,-67.92
40.2,-69.283333
40.55,-71.266667
40.52,-70.13
40.5,-69.82
41.37,-68.38
43.17,-67.42
42.7,-69.07
43.03,-69.35
40.5,-70.5
42.016667,-68.883333
43.045647,-68.271932
43.669333,-62.697
40.019333,-69.409667
42.596167,-64.460167
41.82,-65.8
41.744167,-69.466833
43.8977,-67.3557
40.78,-66.75
39.34095,-72.245257
40.235,-70.65
43.7477701130672,-69.1500954559274
43.062333,-67.855833
40.524667,-70.416
40.416667,-71.05
43.9202670467367,-68.1500419729267
42.33,-67.58
41.72,-68.55
42.6465,-65.294
43.65613318,-123.7227926
43.6069501946646,-68.8233304164207
42.5667,-67.45
41.666667,-68.583333
40.5,-69.9
43.6204750090692,-68.8489001139207
41.4018,-66.3883
40.42,-69.93
42.27964,-67.478203
43.8548701422588,-68.7353003369537
43.7746651361621,-69.2215044968528
41.25,-68.533333
40.266667,-70.75
43.9133417409181,-68.3602837321461
40.816667,-70.6
37.029915,-74.659327
42.410167,-68.678833
41.601,-69.136833
39.294,-72.357
42.03,-66.72
40.3185,-69.2495
42.633333,-69.166667
43.2885,-62.1155
41.822833,-68.674333
43.9177702527288,-68.4098755518524
40.47,-71.17
43.960315003071,-68.3950349867879
39.38,-72.35
42.12,-66.15
43.9203552686947,-69.1315006956722
43.7166501453353,-69.4131005734817
40.483333,-68.6
39.743167,-72.890833
42.5152,-65.4125
43.8808700334716,-69.0355102967425
42.416833,-65.375
41.86,-68.9395
43.33,-68.02
41.971742,-68.445428
42.792167,-68.7435
39.693343,-71.959518
43.147167,-67.4715
43.8208301683387,-69.0621405294968
40.4,-70.45
