scientific_name,sti_value,max_temp,min_temp,temp_95,temp_90,temp_10,temp_05,temp_q_span,temp_q_span95,temp_span
Clupea pallasii,8.531887571773222,27.9025,-1.78,15.050500000000001,13.728333333333335,1.96875,0.646875,11.759583333333335,14.403625000000002,29.6825
Cololabis saira,12.972766885933552,27.693333333333335,3.8,15.911999999999997,15.500500000000002,10.26,9.3946,5.240500000000003,6.517399999999997,23.893333333333334
Cosmocampus arctus,21.95,28.045,14.03,28.00475,27.9645,14.233,14.131499999999999,13.7315,13.873250000000002,14.015000000000002
Cryptacanthodes giganteus,6.254691666666667,12.91,-1.37,12.038916666666665,11.89325,0.26166666666666677,-1.000125,11.631583333333333,13.039041666666666,14.280000000000001
Cymatogaster aggregata,11.206163030265502,20.1175,6.0600000000000005,16.17,14.62,8.708583333333333,8.10925,5.911416666666666,8.060750000000002,14.0575
Cynoscion parvipinnis,23.16748946370434,31.73,14.65,29.769,28.297272727272727,18.945,16.218333333333334,9.352272727272727,13.550666666666665,17.08
Embiotoca jacksoni,18.229504083298917,25.00166666666667,9.7575,22.428749999999997,21.090833333333336,14.61625,13.776375000000002,6.474583333333335,8.652374999999996,15.244166666666668
Embiotoca lateralis,14.143670776316707,25.00166666666667,4.901428571428571,20.128,19.134,7.752000000000001,6.7780000000000005,11.382,13.35,20.100238095238097
Engraulis mordax,13.552145913169358,28.096666666666668,6.18,18.888666666666666,17.545,10.274,9.266666666666667,7.271000000000003,9.621999999999998,21.916666666666668
Enophrys bison,11.671476138729213,19.41,4.993333333333333,16.535583333333335,14.832,8.436250000000001,8.112,6.39575,8.423583333333335,14.416666666666668
Fundulus parvipinnis,22.558201121794873,28.006666666666668,17.490000000000002,26.811375,26.5195,18.832833333333337,18.62825,7.686666666666664,8.183125,10.516666666666666
Gadus chalcogrammus,6.184568576686207,22.5,-1.8,14.707975,13.129666666666672,0.26220000000000077,-0.63,12.867466666666672,15.337975,24.3
Gambusia affinis,24.700206609954044,34.9,4.55,30.93,29.958000000000002,18.692,16.643,11.266000000000002,14.286999999999999,30.349999999999998
Gasterosteus aculeatus,10.770302831408788,28.8675,-1.79,19.099625,17.773400000000002,2.862600000000001,1.567875,14.910800000000002,17.53175,30.6575
Genyonemus lineatus,15.654529499579265,22.901666666666667,10.47,20.496,20.0175,13.0025,12.396500000000001,7.014999999999999,8.099499999999997,12.431666666666667
Gibbonsia montereyensis,14.992421296296296,27.05666666666667,10.565,21.61,20.534250000000007,12.21,11.7045,8.324250000000006,9.9055,16.491666666666667
Gillichthys mirabilis,19.354855122364196,28.88,11.355,25.58,24.367333333333338,14.459,13.163333333333334,9.908333333333339,12.416666666666664,17.525
Girella nigricans,19.01241187629224,25.121666666666663,12.85,22.709375,21.573749999999997,16.429166666666667,15.59859375,5.14458333333333,7.110781250000002,12.271666666666663
Gobiesox maeandricus,12.383305872512246,20.57,5.166,16.407,15.253833333333338,9.1325,7.7278,6.121333333333338,8.6792,15.404
Gobiesox rhessodon,17.162837223472067,23.325000000000003,13.086666666666668,22.19375,20.777,15.065249999999999,14.604625,5.711750000000002,7.589125000000001,10.238333333333335
Hemilepidotus hemilepidotus,3.639855674172837,18.99,-1.7866666666666666,13.501999999999995,10.83,-1.029,-1.338,11.859,14.839999999999996,20.776666666666664
Heterostichus rostratus,18.98226771667369,26.39,12.75,22.3975,21.895,15.33875,14.71825,6.55625,7.6792500000000015,13.64
Hexagrammos decagrammus,6.611613300764646,22.465,-1.79,15.347083333333329,13.875600000000002,-0.05283333333333332,-0.78,13.928433333333336,16.127083333333328,24.255
Hippoglossus stenolepis,7.528080014491654,20.33,-1.8,15.62,14.755166666666671,0.7447500000000001,-0.3968333333333332,14.010416666666671,16.01683333333333,22.13
Hydrolagus colliei,12.096712697290684,26.08,-0.95,16.02,15.162,9.2725,8.709000000000001,5.8895,7.310999999999998,27.029999999999998
Hypsoblennius gentilis,21.864743317500306,31.8,11.355,27.99658333333333,27.035333333333337,16.706,15.448079545454545,10.329333333333338,12.548503787878785,20.445
Hypsoblennius gilberti,18.053169788738394,29.41,12.015,26.3495,22.321749999999998,14.21,13.5435,8.111749999999997,12.806,17.395
Hypsoblennius jenkinsi,20.254678466694596,31.83,12.0275,29.513999999999996,27.1655,15.095,14.64395,12.070500000000001,14.870049999999996,19.8025
Jordania zonope,11.518196582946583,21.886,4.901428571428571,18.5885,17.806,6.503,6.0600000000000005,11.303,12.5285,16.984571428571428
Kyphosus azureus,19.500081709597396,32.193333333333335,10.866,23.48,22.659,15.367,14.946964285714287,7.291999999999998,8.533035714285713,21.327333333333335
Lavinia exilicauda,14.721582417582418,18.493333333333332,10.518571428571429,17.34333333333333,16.555333333333333,12.2785,11.513928571428572,4.276833333333334,5.829404761904758,7.974761904761904
Lepidogobius lepidus,13.023486394557823,17.058333333333334,8.9525,14.812666666666667,14.607333333333335,11.736,10.1145,2.871333333333334,4.698166666666667,8.105833333333333
Leptocottus armatus,11.537443212943543,20.253333333333337,1.805,18.449,16.453333333333333,7.7837499999999995,6.19475,8.669583333333334,12.254250000000003,18.448333333333338
Leuresthes tenuis,16.922975074859004,28.675,10.825,21.38625,20.383000000000003,14.521500000000001,14.09325,5.861500000000001,7.293000000000001,17.85
Leuroglossus schmidti,4.945304859032673,24.443333333333335,-1.79,14.443999999999996,11.598000000000003,-0.99,-1.3344999999999998,12.588000000000003,15.778499999999996,26.233333333333334
Liparis cyclopus,9.503923878205129,13.572500000000002,5.93875,13.476875,13.350000000000001,6.201874999999999,5.93875,7.148125000000002,7.538125,7.633750000000002
Liparis florae,11.961914640772697,21.19,-1.2600000000000002,17.54,16.387000000000004,8.39725,8.019874999999999,7.989750000000004,9.520125,22.450000000000003
Liparis greeni,14.3855,18.23,8.76,18.23,18.23,10.506,9.633,7.724,8.597000000000001,9.47
Liparis mucosus,12.499119496855347,16.43,9.14,14.796,14.264,11.116666666666667,10.342,3.147333333333332,4.453999999999999,7.289999999999999
Lumpenus sagitta,11.613569225143198,24.836666666666662,-1.1625,18.639999999999997,17.68586666666667,4.8132,3.237,12.87266666666667,15.402999999999997,25.999166666666664
Lycodes brevipes,12.100095342750654,22.475,-0.2825,18.696999999999996,17.9676,7.13,3.5234000000000005,10.837600000000002,15.173599999999995,22.7575
Mallotus villosus,7.603062062199546,30.84,-1.8,17.954099999999997,16.7725,0.3,-0.44516666666666654,16.4725,18.399266666666662,32.64
Menticirrhus undulatus,20.535534354602536,32.405,13.57,27.19875,24.922200000000004,15.806000000000001,15.217285714285715,9.116200000000003,11.981464285714285,18.835
Merluccius productus,12.173912176537288,22.5,-1.8,16.22,15.206666666666669,9.42,8.762500000000001,5.786666666666669,7.457499999999998,24.3
Microgadus proximus,11.272654950771223,20.1175,-0.11,15.0775,13.9475,9.14,8.54375,4.807499999999999,6.533750000000001,20.2275
Micrometrus minimus,17.182642680339463,24.33,10.88,22.3975,21.895,12.786999999999999,12.273874999999999,9.108,10.123625000000002,13.449999999999998
Microstomus pacificus,11.50681275927877,22.466666666666665,-1.8,16.330000000000002,15.76,7.7005,3.8941333333333334,8.0595,12.43586666666667,24.266666666666666
Morone saxatilis,12.587436398620234,31.02,-0.925,20.586,18.89,4.3525,2.7425,14.537500000000001,17.8435,31.945
Mugil cephalus,24.67261535033986,37.39,0.7000000000000001,29.37,28.8,19.505000000000003,18.31475,9.294999999999998,11.055250000000001,36.69
Myliobatis californica,16.984627619320822,29.91,9.76,23.94325000000001,22.33466666666667,12.68,11.785,9.654666666666671,12.15825000000001,20.15
Myoxocephalus stelleri,23.2283897139714,28.64666666666667,7.68,27.89,27.4125,17.565,11.2325,9.8475,16.6575,20.96666666666667
Nautichthys oculofasciatus,11.25814546640574,19.08,0.4525,18.586499999999997,16.568666666666665,6.541333333333332,3.007666666666666,10.027333333333333,15.578833333333332,18.627499999999998
Nectoliparis pelagicus,9.759501212751212,23.73,-0.7000000000000001,16.926250000000003,16.535,0.85,0.36,15.685,16.566250000000004,24.43
Notorynchus cepedianus,17.565567421052116,27.89,6.9399999999999995,21.589,20.987166666666667,13.8675,12.528,7.119666666666667,9.060999999999998,20.950000000000003
Oligocottus snyderi,12.909820674346053,22.343333333333337,5.3,16.427999999999997,15.232000000000003,10.65,9.416624999999998,4.5820000000000025,7.011374999999999,17.043333333333337
Oncorhynchus clarkii,10.646901214170445,16.72,5.543333333333333,15.1,14.323600000000003,6.74,6.349833333333334,7.583600000000002,8.750166666666665,11.176666666666666
Oncorhynchus gorbuscha,11.942276461701782,28.6825,-1.725,16.063249999999996,15.333000000000002,7.214,6.605,8.119000000000002,9.458249999999996,30.407500000000002
Oncorhynchus keta,9.95009006312726,28.123333333333335,-1.8,15.552193181818183,14.775,2.4919428571428575,0.93,12.283057142857142,14.622193181818183,29.923333333333336
Oncorhynchus kisutch,11.510628495379835,28.375,-1.75,16,15.16,7.363833333333334,6.682166666666667,7.796166666666666,9.317833333333333,30.125
Oncorhynchus nerka,11.971364864803135,28.32,-1.33,16.22,15.415357142857143,7.679749999999999,6.954625000000001,7.735607142857144,9.265374999999999,29.65
Oncorhynchus tshawytscha,8.154796036642479,21.07,-1.8,15.8,14.767750000000001,0.7596000000000004,-0.165,14.00815,15.965,22.87
Ophiodon elongatus,12.203481770870459,21.91,-1.4125,16.113333333333333,15.3875,9.3525,8.521249999999998,6.035,7.592083333333335,23.3225
Orthonopias triacis,16.260652173913044,21.83,8.15,21.537333333333336,21.37666666666667,13.186666666666667,12.363666666666667,8.190000000000001,9.17366666666667,13.679999999999998
Oxylebius pictus,12.843107784831426,21.886,4.901428571428571,18.628999999999998,18.069000000000003,7.324,6.436,10.745000000000003,12.192999999999998,16.984571428571428
Paraclinus integripinnis,18.08240007993605,25.43,10.533333333333331,23.451666666666668,22.363,14.213999999999999,14.007375,8.149000000000001,9.444291666666668,14.896666666666668
Paralabrax clathratus,18.96459809676855,25.121666666666663,11.143333333333334,22.487000000000002,21.33366666666667,16.40525,15.5395,4.928416666666671,6.947500000000002,13.978333333333328
Paralabrax maculatofasciatus,24.0997196998557,31.380000000000003,14.05,30.58966666666667,30.241999999999997,19.355333333333334,18.421000000000003,10.886666666666663,12.168666666666667,17.330000000000002
Paralabrax nebulifer,19.391413425205602,26.277500000000003,14.156666666666666,23.245999999999995,22.029,16.698,16.03066666666667,5.3309999999999995,7.2153333333333265,12.120833333333337
Paralichthys californicus,22.15423536036036,31.54,10.6275,29.938666666666666,29.567999999999998,17.2325,16.9675,12.335499999999996,12.971166666666665,20.9125
Peprilus simillimus,13.853017468944099,21.693333333333335,0.2925,19.23625,17.1,11.481666666666667,11.17625,5.618333333333334,8.059999999999999,21.400833333333335
Phanerodon vacca,15.681928201730543,24.59,4.901428571428571,20.953125,20.591250000000002,10.1,8.10125,10.491250000000003,12.851875,19.68857142857143
Pholis laeta,13.543768151260505,21.886,5.9675,19.503749999999997,19.302,6.604500000000001,6.386666666666667,12.697499999999998,13.11708333333333,15.918499999999998
Pholis ornata,13.685455266367965,20.3925,6.67,19.357999999999997,19.205,8.396,7.381428571428573,10.808999999999997,11.976571428571425,13.722499999999998
Phytichthys chirus,10.306564935064936,17.54,6.386666666666667,15.2285,13.663000000000007,6.846666666666667,6.465,6.816333333333341,8.7635,11.153333333333332
Platichthys stellatus,3.8327589219839484,28.145000000000003,-1.8,10.107999999999993,7.663749999999999,0.11425000000000025,-0.79275,7.549499999999999,10.900749999999993,29.945000000000004
Pleuronichthys coenosus,11.68927101067946,28.553333333333335,6.84,15.750833333333334,14.7075,8.61,8.376249999999999,6.0975,7.3745833333333355,21.713333333333335
Pleuronichthys decurrens,11.69498814681544,18.83,-1.708,15.265499999999996,14.565666666666669,9.3615,8.796600000000002,5.204166666666669,6.468899999999994,20.537999999999997
Pleuronichthys guttulatus,22.80757563303099,31.37,13.8,29.94268333333333,28.46666666666667,18.876333333333335,18.430249999999997,9.590333333333334,11.512433333333334,17.57
Pleuronichthys ritteri,18.307882996914614,30.385,13.086666666666668,24.866666666666667,22.459000000000003,14.664,14.393333333333334,7.7950000000000035,10.473333333333333,17.298333333333332
Podothecus accipenserinus,6.104341255613706,22.34,-1.78,13.584499999999998,12.229333333333335,0.5805000000000001,-0.54,11.648833333333334,14.124499999999998,24.12
Psychrolutes paradoxus,8.605472298020333,19.88,-0.78,16.988660714285714,14.900000000000002,1.363,0.68875,13.537000000000003,16.299910714285716,20.66
Quietula y-cauda,22.410412418785594,31.83,12.486666666666666,29.69075,28.418666666666667,17.34,15.9535,11.078666666666667,13.737250000000001,19.343333333333334
Rhacochilus toxotes,18.333852114898992,23.425,9.73,21.683833333333336,20.886166666666668,15.668666666666667,14.729833333333335,5.217500000000001,6.954000000000001,13.695
Rhinichthys cataractae,18.538944444444443,31.13,7.11,29.48533333333333,27.634666666666668,11.158666666666669,9.081333333333333,16.476,20.403999999999996,24.02
Rhinogobiops nicholsii,14.205773411532613,21.886,4.901428571428571,17.923333333333332,17.505000000000003,7.388400000000001,6.690666666666667,10.116600000000002,11.232666666666665,16.984571428571428
Rimicola muscarum,13.692419696969697,21.1,10.2125,16.624,15.975999999999999,11.655000000000001,11.146999999999998,4.320999999999998,5.477,10.887500000000001
Roncador stearnsii,20.91998618021006,32.56,13.87,30.645,26.246666666666663,16.345,15.53,9.901666666666664,15.115,18.690000000000005
Ronquilus jordani,11.12399822592245,22.246666666666663,-1.44,16.773041666666668,14.994250000000001,7.253,4.669333333333334,7.741250000000001,12.103708333333334,23.686666666666664
Salmo salar,10.431068796938055,21.1175,-1.5633333333333337,16.896,15.8,5.683250000000001,3.0507500000000003,10.11675,13.84525,22.680833333333332
Sardinops sagax,16.737467468146704,29.663333333333338,-0.79,24.6725,22.21,12.245,11.016666666666667,9.965000000000002,13.655833333333332,30.453333333333337
Scomber japonicus,19.37062586600149,30.513333333333335,-1.37,24.165,23.015,15.576333333333334,14.53,7.438666666666666,9.635,31.883333333333336
Scorpaenichthys marmoratus,13.339885961780347,23.145000000000003,5.73,17.780499999999993,16.768500000000003,9.325,8.060833333333335,7.443500000000004,9.719666666666658,17.415000000000003
Sebastes entomelas,12.659377736735705,19.015,-1.66,16.363875,15.511333333333333,9.93075,9.08525,5.580583333333333,7.278625,20.675
Sebastes nebulosus,14.15282024664844,21.693333333333335,7.26,16.6475,16.3675,11.756666666666668,10.9,4.610833333333332,5.7475000000000005,14.433333333333335
Sebastes paucispinis,12.672472228535263,23.438333333333333,-1.635,16.53075,15.605333333333334,9.802333333333333,9.139785714285715,5.803000000000001,7.390964285714286,25.073333333333334
Seriola lalandi,18.889189256884134,30.795,3.506666666666667,23.105,21.965833333333336,15.39,14.557291666666668,6.575833333333335,8.547708333333333,27.288333333333334
Seriphus politus,18.068520965046144,23.325000000000003,13.155,22.10375,21.406000000000002,15.036666666666669,14.7655,6.3693333333333335,7.338250000000002,10.170000000000003
Sphyraena argentea,20.313817574238627,29.9,12.9475,27.486083333333333,25.275166666666667,15.727,14.8335,9.548166666666667,12.652583333333332,16.9525
Spirinchus starksi,12.938490783410138,14.34,8.530000000000001,14.13,14.045000000000002,11.685,10.05875,2.360000000000001,4.071250000000001,5.809999999999999
Squalius cephalus,15.341689654940598,27.39,0.52,22.524,21.215000000000003,8.05,6.629333333333333,13.165000000000003,15.894666666666668,26.87
Strongylura exilis,22.56191094619666,31.17,11.83,29.346000000000004,28.949,14.672333333333333,13.447,14.276666666666669,15.899000000000004,19.340000000000003
Synchirus gilli,11.811794871794872,19.6,5.57,17.673750000000002,16.17,5.7875,5.624375000000001,10.382500000000002,12.049375000000001,14.030000000000001
Syngnathus auliscus,23.449016431924882,31.54,16.305,28.60125,26.213333333333335,19.775,19.0375,6.438333333333336,9.563749999999999,15.235
Syngnathus californiensis,13.196948692152917,23.46,4.993333333333333,18.918750000000003,17.95,7.946666666666667,6.655833333333334,10.003333333333332,12.26291666666667,18.46666666666667
Tautogolabrus adspersus,13.875686805512768,28.585,-1.41,19.83,19.14,8.215,5.2886250000000015,10.925,14.541374999999997,29.995
Thaleichthys pacificus,9.97421796335001,20.96,-1.79,14.188375,13.1,4.1065000000000005,2.066816666666667,8.9935,12.121558333333333,22.75
Thunnus alalunga,21.083087272816986,31.653333333333332,3.725,27.529500000000002,26.96,14.607,12.4685,12.353000000000002,15.061000000000002,27.92833333333333
Thunnus obesus,22.897216549208515,32.410000000000004,0.42333333333333334,28.66,28.1175,14.993,13.138250000000001,13.1245,15.521749999999999,31.98666666666667
Trachurus symmetricus,15.686013761826569,21.535,8.973333333333333,19.892249999999994,19.352,12.546666666666669,11.88725,6.805333333333332,8.004999999999994,12.561666666666667
Tridentiger trigonocephalus,14.555916289137219,28.125,1.336666666666667,24.23240909090909,23.498285714285718,3.79,3.0966666666666667,19.70828571428572,21.135742424242423,26.788333333333334
Typhlogobius californiensis,16.614370799835086,21.270000000000003,13.802857142857142,20.0125,19.578833333333336,14.723,14.363800000000001,4.855833333333335,5.648699999999998,7.467142857142861
Umbrina roncador,20.456911033163266,28.955,14.78,27.21,24.978,16.863,15.60025,8.115000000000002,11.60975,14.174999999999999
