"","raw_f","raw_r"
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1467_S123_R1_001.fastq.gz",324997,324997
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1468_S124_R1_001.fastq.gz",336985,336985
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1469_S125_R1_001.fastq.gz",511848,511848
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1470_S126_R1_001.fastq.gz",260310,260310
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1471_S127_R1_001.fastq.gz",20,20
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1472_S128_R1_001.fastq.gz",207753,207753
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1473_S129_R1_001.fastq.gz",272140,272140
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1474_S130_R1_001.fastq.gz",267106,267106
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1475_S131_R1_001.fastq.gz",304537,304537
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1476_S132_R1_001.fastq.gz",2,2
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1477_S133_R1_001.fastq.gz",11158,11158
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1478_S134_R1_001.fastq.gz",717474,717474
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1479_S135_R1_001.fastq.gz",418560,418560
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1481_S137_R1_001.fastq.gz",470577,470577
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1482_S138_R1_001.fastq.gz",10960,10960
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1483_S139_R1_001.fastq.gz",331739,331739
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1484_S140_R1_001.fastq.gz",373476,373476
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1485_S141_R1_001.fastq.gz",10944,10944
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1487_S143_R1_001.fastq.gz",315267,315267
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1488_S144_R1_001.fastq.gz",333252,333252
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1489_S145_R1_001.fastq.gz",261017,261017
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1490_S146_R1_001.fastq.gz",300220,300220
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1491_S147_R1_001.fastq.gz",292391,292391
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1492_S148_R1_001.fastq.gz",236116,236116
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1493_S149_R1_001.fastq.gz",326917,326917
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1494_S150_R1_001.fastq.gz",1,1
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1495_S151_R1_001.fastq.gz",273790,273790
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1496_S152_R1_001.fastq.gz",235666,235666
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1497_S153_R1_001.fastq.gz",251079,251079
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1498_S154_R1_001.fastq.gz",450791,450791
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1499_S155_R1_001.fastq.gz",286677,286677
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1500_S156_R1_001.fastq.gz",1,1
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1501_S157_R1_001.fastq.gz",212077,212077
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1502_S158_R1_001.fastq.gz",267086,267086
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1503_S159_R1_001.fastq.gz",228392,228392
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1504_S160_R1_001.fastq.gz",228802,228802
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1505_S161_R1_001.fastq.gz",137,137
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1506_S162_R1_001.fastq.gz",1,1
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1507_S163_R1_001.fastq.gz",257255,257255
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1508_S164_R1_001.fastq.gz",327583,327583
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1509_S165_R1_001.fastq.gz",260104,260104
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1510_S166_R1_001.fastq.gz",295151,295151
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1511_S167_R1_001.fastq.gz",285,285
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1512_S168_R1_001.fastq.gz",247795,247795
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1513_S169_R1_001.fastq.gz",286109,286109
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1514_S170_R1_001.fastq.gz",347653,347653
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1515_S171_R1_001.fastq.gz",291797,291797
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1517_S173_R1_001.fastq.gz",272896,272896
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1518_S174_R1_001.fastq.gz",279428,279428
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1519_S175_R1_001.fastq.gz",261405,261405
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1520_S176_R1_001.fastq.gz",477825,477825
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1521_S177_R1_001.fastq.gz",26,26
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1522_S178_R1_001.fastq.gz",175229,175229
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1523_S179_R1_001.fastq.gz",259883,259883
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1524_S180_R1_001.fastq.gz",203170,203170
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1525_S181_R1_001.fastq.gz",322079,322079
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1526_S182_R1_001.fastq.gz",168,168
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1527_S183_R1_001.fastq.gz",187424,187424
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1528_S184_R1_001.fastq.gz",258977,258977
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1529_S185_R1_001.fastq.gz",267217,267217
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1530_S186_R1_001.fastq.gz",306790,306790
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1531_S187_R1_001.fastq.gz",315,315
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1532_S188_R1_001.fastq.gz",275723,275723
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1533_S189_R1_001.fastq.gz",382714,382714
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1534_S190_R1_001.fastq.gz",405725,405725
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1535_S191_R1_001.fastq.gz",329253,329253
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1536_S193_R1_001.fastq.gz",9824,9824
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1537_S194_R1_001.fastq.gz",322454,322454
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1538_S195_R1_001.fastq.gz",359981,359981
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1539_S196_R1_001.fastq.gz",303215,303215
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1540_S197_R1_001.fastq.gz",300621,300621
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1541_S198_R1_001.fastq.gz",151,151
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1542_S199_R1_001.fastq.gz",246409,246409
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1543_S200_R1_001.fastq.gz",184601,184601
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1544_S201_R1_001.fastq.gz",291206,291206
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1545_S202_R1_001.fastq.gz",319570,319570
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1547_S204_R1_001.fastq.gz",332834,332834
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1548_S205_R1_001.fastq.gz",20283,20283
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1549_S206_R1_001.fastq.gz",328142,328142
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1550_S207_R1_001.fastq.gz",242119,242119
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1552_S209_R1_001.fastq.gz",342240,342240
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1553_S210_R1_001.fastq.gz",227890,227890
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1554_S211_R1_001.fastq.gz",281369,281369
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1555_S212_R1_001.fastq.gz",317657,317657
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1557_S214_R1_001.fastq.gz",258283,258283
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1558_S215_R1_001.fastq.gz",338949,338949
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1559_S216_R1_001.fastq.gz",291714,291714
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1560_S217_R1_001.fastq.gz",222509,222509
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1562_S219_R1_001.fastq.gz",239890,239890
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1563_S220_R1_001.fastq.gz",230349,230349
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1564_S221_R1_001.fastq.gz",251286,251286
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1565_S222_R1_001.fastq.gz",247728,247728
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1566_S223_R1_001.fastq.gz",228631,228631
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1567_S224_R1_001.fastq.gz",255666,255666
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1568_S225_R1_001.fastq.gz",409405,409405
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1569_S226_R1_001.fastq.gz",252914,252914
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1571_S228_R1_001.fastq.gz",256961,256961
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1572_S229_R1_001.fastq.gz",235517,235517
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1573_S230_R1_001.fastq.gz",224456,224456
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1574_S231_R1_001.fastq.gz",233074,233074
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1575_S232_R1_001.fastq.gz",51,51
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1576_S233_R1_001.fastq.gz",1,1
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1577_S234_R1_001.fastq.gz",180076,180076
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1578_S235_R1_001.fastq.gz",270837,270837
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1579_S236_R1_001.fastq.gz",249370,249370
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1580_S237_R1_001.fastq.gz",214866,214866
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1581_S238_R1_001.fastq.gz",246379,246379
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1582_S239_R1_001.fastq.gz",254283,254283
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1583_S240_R1_001.fastq.gz",184228,184228
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1585_S242_R1_001.fastq.gz",175128,175128
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1586_S243_R1_001.fastq.gz",212430,212430
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1587_S244_R1_001.fastq.gz",241198,241198
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1588_S245_R1_001.fastq.gz",155,155
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1589_S246_R1_001.fastq.gz",241491,241491
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1590_S247_R1_001.fastq.gz",188640,188640
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1591_S248_R1_001.fastq.gz",188115,188115
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1592_S249_R1_001.fastq.gz",219785,219785
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1593_S250_R1_001.fastq.gz",215005,215005
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1594_S251_R1_001.fastq.gz",228024,228024
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1596_S253_R1_001.fastq.gz",221706,221706
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1597_S254_R1_001.fastq.gz",243188,243188
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1598_S255_R1_001.fastq.gz",219446,219446
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1599_S256_R1_001.fastq.gz",220476,220476
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1600_S257_R1_001.fastq.gz",816,816
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1602_S259_R1_001.fastq.gz",221155,221155
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1603_S260_R1_001.fastq.gz",200566,200566
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1604_S261_R1_001.fastq.gz",232262,232262
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1605_S262_R1_001.fastq.gz",230765,230765
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1606_S263_R1_001.fastq.gz",187449,187449
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1607_S264_R1_001.fastq.gz",226429,226429
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1608_S265_R1_001.fastq.gz",286175,286175
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1609_S266_R1_001.fastq.gz",220521,220521
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1611_S268_R1_001.fastq.gz",270326,270326
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1612_S269_R1_001.fastq.gz",243146,243146
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1613_S270_R1_001.fastq.gz",349837,349837
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1614_S271_R1_001.fastq.gz",200900,200900
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1615_S272_R1_001.fastq.gz",370,370
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/20250425_PECOe-1616_S273_R1_001.fastq.gz",3983,3983
