"","sample_id","filtertrim_f","filtertrim_r","dereplicated_f","dereplicated_r","denoised_f","denoised_r","merged","nosingletons","nochimeras","percent_retained_aftermerge","percent_notsingleton","percent_notchimera"
"101","filtered20250425_PECOe-1430_S90_R1_001",216927,216927,216927,216927,216751,216284,211892,211341,180961,97.7582571706705,99.7399618673664,85.6251271641565
"102","filtered20250425_PECOe-1431_S91_R1_001",1,1,1,1,1,1,1,1,1,100,100,100
"103","filtered20250425_PECOe-1432_S92_R1_001",149470,149470,149470,149470,149317,149135,147142,146091,141055,98.5433674665309,99.2857239945087,96.5528335078821
"104","filtered20250425_PECOe-1433_S93_R1_001",163487,163487,163487,163487,163248,162766,160597,158168,148986,98.3760903655787,98.4875184467954,94.1947802336756
"105","filtered20250425_PECOe-1434_S94_R1_001",134080,134080,134080,134080,133890,133631,130910,130581,114294,97.7742923295242,99.7486823008174,87.5272819169711
"106","filtered20250425_PECOe-1435_S95_R1_001",122784,122784,122784,122784,122620,122407,120407,120013,115759,98.1952373185451,99.6727764997052,96.4553840000667
"107","filtered20250425_PECOe-1437_S98_R1_001",192402,192402,192402,192402,192186,192008,188532,188236,175270,98.0987168680341,99.8429974752297,93.1118383306063
"108","filtered20250425_PECOe-1438_S99_R1_001",196886,196886,196886,196886,196841,196606,193829,193750,190191,98.4698309803344,99.9592424250241,98.1630967741935
"109","filtered20250425_PECOe-1439_S100_R1_001",206294,206294,206294,206294,206201,205916,202100,201626,188457,98.0111638643848,99.7654626422563,93.4686002797258
"110","filtered20250425_PECOe-1440_S101_R1_001",239664,239664,239664,239664,239550,239049,233837,232704,218889,97.6151116677103,99.5154744544277,94.0632735148515
"111","filtered20250425_PECOe-1446_S102_R1_001",22513,22513,22513,22513,22481,22440,22334,22213,22121,99.3461144966861,99.4582251276081,99.5858281186693
"112","filtered20250425_PECOe-1447_S103_R1_001",208474,208474,208474,208474,208321,207966,204576,204162,182873,98.2022935757797,99.7976302205537,89.572496350937
"113","filtered20250425_PECOe-1448_S104_R1_001",209320,209320,209320,209320,209163,208843,205175,204520,180930,98.0933530308898,99.6807603265505,88.4656757285351
"114","filtered20250425_PECOe-1449_S105_R1_001",246463,246463,246463,246463,246393,246032,240364,240046,219357,97.5530960700994,99.8677006540081,91.3812352632412
"115","filtered20250425_PECOe-1450_S106_R1_001",262644,262644,262644,262644,262516,262103,255846,255594,231363,97.4592024867056,99.9015032480476,90.5197305101059
"116","filtered20250425_PECOe-1451_S107_R1_001",147073,147073,147073,147073,147036,146896,143825,143797,6902,97.8161810713023,99.9805318964019,4.79982197125114
"117","filtered20250425_PECOe-1452_S108_R1_001",233505,233505,233505,233505,233244,232847,229115,228540,202758,98.2297508188849,99.7490343277394,88.7188238382778
"118","filtered20250425_PECOe-1453_S109_R1_001",183096,183096,183096,183096,182809,182563,180132,179364,163175,98.535630083858,99.5736459929385,90.974220021855
"119","filtered20250425_PECOe-1454_S110_R1_001",186726,186726,186726,186726,186582,186216,184170,183419,169806,98.7072707978262,99.5922245751208,92.5781952796602
"120","filtered20250425_PECOe-1455_S111_R1_001",149700,149700,149700,149700,149572,149378,147640,147171,134958,98.7083143903939,99.6823354104579,91.7014901033492
"121","filtered20250425_PECOe-1456_S112_R1_001",8935,8935,8935,8935,8909,8879,8846,8813,8771,99.2928499270401,99.6269500339136,99.5234312946783
"122","filtered20250425_PECOe-1457_S113_R1_001",239010,239010,239010,239010,238593,238324,235285,234319,197312,98.6135385363359,99.589434090571,84.2065730905304
"123","filtered20250425_PECOe-1458_S114_R1_001",245347,245347,245347,245347,245029,244625,241184,240448,207575,98.430797987177,99.6948387952766,86.3284369177535
"124","filtered20250425_PECOe-1459_S115_R1_001",277039,277039,277039,277039,276450,276218,272475,271877,238131,98.5621269669018,99.7805303238829,87.5877694692821
"125","filtered20250425_PECOe-1460_S116_R1_001",211585,211585,211585,211585,211188,210926,208352,205952,171588,98.657120669735,98.8481032099524,83.3145587321318
"126","filtered20250425_PECOe-1461_S117_R1_001",1004,1004,1004,1004,1004,994,994,994,994,99.003984063745,100,100
"127","filtered20250425_PECOe-1462_S118_R1_001",266400,266400,266400,266400,266130,265753,262298,260924,234461,98.560102205689,99.4761683276274,89.8579663043645
"128","filtered20250425_PECOe-1463_S119_R1_001",243806,243806,243806,243806,243645,243185,239208,238284,217257,98.1789078372222,99.6137252934684,91.1756559399708
"129","filtered20250425_PECOe-1464_S120_R1_001",205180,205180,205180,205180,204904,204493,202056,201200,182413,98.6100808183344,99.5763550698816,90.6625248508946
"130","filtered20250425_PECOe-1465_S121_R1_001",317533,317533,317533,317533,317153,316869,312915,311153,279727,98.6637364300511,99.4369077864596,89.9001455875405
"131","filtered20250425_PECOe-1466_S122_R1_001",536,536,536,536,532,519,519,519,519,97.5563909774436,100,100
"132","filtered20250425_PECOe-1467_S123_R1_001",291276,291276,291276,291276,290989,290585,287137,285465,256044,98.6762386207039,99.417699565016,89.6936577163575
"133","filtered20250425_PECOe-1468_S124_R1_001",301198,301198,301198,301198,300854,300250,296249,292798,251699,98.4693572297526,98.8351015530854,85.9633604054672
"134","filtered20250425_PECOe-1469_S125_R1_001",458565,458565,458565,458565,458142,457572,451089,449785,402325,98.4605209738465,99.7109217914868,89.448291961715
"135","filtered20250425_PECOe-1470_S126_R1_001",233167,233167,233167,233167,232981,232594,229444,229073,205678,98.4818504513244,99.8383047715347,89.7870984358698
"136","filtered20250425_PECOe-1471_S127_R1_001",5,5,5,5,3,3,3,3,3,100,100,100
"137","filtered20250425_PECOe-1472_S128_R1_001",186164,186164,186164,186164,186121,185947,184965,184507,184414,99.3788986734436,99.7523855864623,99.9495954083043
"138","filtered20250425_PECOe-1473_S129_R1_001",243306,243306,243306,243306,243086,242657,240838,238812,232563,99.0752244061772,99.1587706258979,97.3832973217426
"139","filtered20250425_PECOe-1474_S130_R1_001",240012,240012,240012,240012,239824,239600,236536,235865,233436,98.6289945960371,99.7163222511584,98.9701736162636
"140","filtered20250425_PECOe-1475_S131_R1_001",271565,271565,271565,271565,271422,270995,268267,268098,261216,98.8376034367148,99.9370030603839,97.4330282210236
"141","filtered20250425_PECOe-1477_S133_R1_001",9808,9808,9808,9808,9803,9788,9777,9777,9652,99.7347750688565,100,98.7214892093689
"142","filtered20250425_PECOe-1478_S134_R1_001",638137,638137,638137,638137,638032,637480,635823,635721,635721,99.6537791207964,99.9839577995763,100
"143","filtered20250425_PECOe-1479_S135_R1_001",374406,374406,374406,374406,374366,374012,365722,365676,365676,97.6910296341014,99.9874221403142,100
"144","filtered20250425_PECOe-1481_S137_R1_001",420392,420392,420392,420392,420353,420016,413571,413338,413338,98.386594124462,99.9436614269376,100
"145","filtered20250425_PECOe-1482_S138_R1_001",9616,9616,9616,9616,9611,9597,9520,9520,9520,99.0531682447196,100,100
"146","filtered20250425_PECOe-1483_S139_R1_001",295804,295804,295804,295804,295723,295275,290415,289182,287602,98.2050770484541,99.5754351531429,99.4536312771888
"147","filtered20250425_PECOe-1484_S140_R1_001",333879,333879,333879,333879,333336,333556,332677,332620,332620,99.8023015815873,99.9828662636732,100
"148","filtered20250425_PECOe-1485_S141_R1_001",9640,9640,9640,9640,9634,9617,9589,9584,9584,99.5329042972805,99.9478569193868,100
"149","filtered20250425_PECOe-1487_S143_R1_001",282586,282586,282586,282586,282293,281826,279741,278874,250317,99.0959747496396,99.6900704580308,89.7598915639321
"150","filtered20250425_PECOe-1488_S144_R1_001",298802,298802,298802,298802,298296,297563,292467,290303,255049,98.0459007160673,99.2600874628591,87.8561365194297
"151","filtered20250425_PECOe-1489_S145_R1_001",233638,233638,233638,233638,232951,232455,228501,226728,197705,98.0897270241381,99.2240734176218,87.1991990402597
"152","filtered20250425_PECOe-1490_S146_R1_001",269195,269195,269195,269195,268651,268208,264536,262464,234430,98.4682729638081,99.2167417667161,89.31891611802
"153","filtered20250425_PECOe-1491_S147_R1_001",262065,262065,262065,262065,261795,261277,258030,257483,236629,98.5618518306308,99.7880091462233,91.9008245204538
"154","filtered20250425_PECOe-1492_S148_R1_001",211275,211275,211275,211275,210623,210307,206907,205473,174351,98.2357102500677,99.3069349997825,84.8534843994101
"155","filtered20250425_PECOe-1493_S149_R1_001",292173,292173,292173,292173,291637,291090,285758,283355,242754,97.9841378151606,99.1590786609649,85.6713310158635
"156","filtered20250425_PECOe-1494_S150_R1_001",1,1,1,1,1,1,1,1,1,100,100,100
"157","filtered20250425_PECOe-1495_S151_R1_001",242457,242457,242457,242457,241487,241364,236741,231541,192428,98.034676814901,97.8035067858968,83.1075273925568
"158","filtered20250425_PECOe-1496_S152_R1_001",210488,210488,210488,210488,209113,208527,203724,199825,159907,97.4229244475475,98.0861361449805,80.023520580508
"159","filtered20250425_PECOe-1497_S153_R1_001",225217,225217,225217,225217,223975,223458,218881,216474,172415,97.7256390222123,98.9003156966571,79.6469783900145
"160","filtered20250425_PECOe-1498_S154_R1_001",402818,402818,402818,402818,401410,400594,394706,390686,342617,98.329887147804,98.9815204227957,87.6962573524519
"161","filtered20250425_PECOe-1499_S155_R1_001",256971,256971,256971,256971,255818,255366,251499,249573,219638,98.3116903423528,99.2341917860508,88.0055134169161
"162","filtered20250425_PECOe-1501_S157_R1_001",189718,189718,189718,189718,188865,188501,185983,184516,161979,98.4740423053504,99.2112182296231,87.7858830670511
"163","filtered20250425_PECOe-1502_S158_R1_001",238704,238704,238704,238704,237899,237468,234139,233054,204422,98.4194973497156,99.5366000538142,87.7144352810937
"164","filtered20250425_PECOe-1503_S159_R1_001",204258,204258,204258,204258,202942,202563,198362,195522,162657,97.743197563836,98.5682741654147,83.1911498450302
"165","filtered20250425_PECOe-1504_S160_R1_001",204891,204891,204891,204891,204112,203412,198940,197843,165982,97.4660970447597,99.4485774605409,83.8958163796546
"166","filtered20250425_PECOe-1505_S161_R1_001",107,107,107,107,107,107,107,107,107,100,100,100
"167","filtered20250425_PECOe-1506_S162_R1_001",1,1,1,1,1,1,1,1,1,100,100,100
"168","filtered20250425_PECOe-1507_S163_R1_001",230301,230301,230301,230301,229272,228933,222773,220166,182571,97.1653756237133,98.8297504634763,82.9242480673673
"169","filtered20250425_PECOe-1508_S164_R1_001",292081,292081,292081,292081,291161,290517,285362,281072,236351,98.0083184217666,98.496646364968,84.089130187283
"170","filtered20250425_PECOe-1509_S165_R1_001",228566,228566,228566,228566,227407,227003,220391,218083,179455,96.9147827463535,98.9527703036875,82.2874777034432
"171","filtered20250425_PECOe-1510_S166_R1_001",265035,265035,265035,265035,263888,262967,255812,253219,209231,96.939610743952,98.9863649867872,82.6284757462908
"172","filtered20250425_PECOe-1512_S168_R1_001",221491,221491,221491,221491,221353,220909,218078,216886,177724,98.5204627902039,99.4534065792973,81.9435094934666
"173","filtered20250425_PECOe-1513_S169_R1_001",256449,256449,256449,256449,256215,255683,253287,251143,222654,98.8572097652362,99.1535293955079,88.65626356299
"174","filtered20250425_PECOe-1514_S170_R1_001",311681,311681,311681,311681,311201,310618,306899,304371,250766,98.6176136966141,99.1762762342008,82.3882695789021
"175","filtered20250425_PECOe-1515_S171_R1_001",260355,260355,260355,260355,260009,259379,256432,254962,236398,98.6242783903634,99.4267486117177,92.718914975565
"176","filtered20250425_PECOe-1517_S173_R1_001",244612,244612,244612,244612,244377,243959,241553,240714,231896,98.844408434509,99.6526642186187,96.3367315569514
"177","filtered20250425_PECOe-1518_S174_R1_001",249651,249651,249651,249651,249193,248642,243752,242522,227287,97.816551829305,99.4953887557846,93.7180956779179
"178","filtered20250425_PECOe-1519_S175_R1_001",233404,233404,233404,233404,232973,232050,228661,226200,203957,98.1491417460392,98.9237342616362,90.1666666666667
"179","filtered20250425_PECOe-1520_S176_R1_001",426998,426998,426998,426998,426616,425932,419929,415007,392659,98.4325482401035,98.8278970968902,94.6150305898455
"180","filtered20250425_PECOe-1521_S177_R1_001",16,16,16,16,16,16,16,16,16,100,100,100
"181","filtered20250425_PECOe-1522_S178_R1_001",156311,156311,156311,156311,155877,155542,152027,150993,138289,97.530103863944,99.3198576568636,91.5863649308246
"182","filtered20250425_PECOe-1523_S179_R1_001",232546,232546,232546,232546,232069,231621,228493,224160,196681,98.4590789808204,98.1036618189616,87.7413454675232
"183","filtered20250425_PECOe-1524_S180_R1_001",181580,181580,181580,181580,181407,180857,151280,150084,144150,83.3925923475941,99.20941300899,96.0462141200927
"184","filtered20250425_PECOe-1525_S181_R1_001",288400,288400,288400,288400,287657,286907,261582,259029,230297,90.9353848507076,99.0240154139046,88.9078056897104
"185","filtered20250425_PECOe-1526_S182_R1_001",154,154,154,154,151,153,151,151,151,100,100,100
"186","filtered20250425_PECOe-1527_S183_R1_001",167253,167253,167253,167253,166987,166706,164707,163250,153291,98.6346242521873,99.1153988597934,93.8995405819296
"187","filtered20250425_PECOe-1528_S184_R1_001",231442,231442,231442,231442,231129,230696,228038,227287,213071,98.6626515928334,99.6706689236004,93.7453527918447
"188","filtered20250425_PECOe-1529_S185_R1_001",239224,239224,239224,239224,239018,238644,235353,234041,219791,98.4666426796308,99.442539504489,93.9113232296905
"189","filtered20250425_PECOe-1530_S186_R1_001",274295,274295,274295,274295,274072,273544,270104,268649,258835,98.5522052599317,99.4613186032047,96.3469061861388
"190","filtered20250425_PECOe-1531_S187_R1_001",1,1,1,1,1,1,1,1,1,100,100,100
"191","filtered20250425_PECOe-1532_S188_R1_001",246745,246745,246745,246745,246684,246389,244553,244117,238219,99.1361417846313,99.8217155381451,97.5839454032288
"192","filtered20250425_PECOe-1533_S189_R1_001",341985,341985,341985,341985,341856,341573,334979,333225,320184,97.9883342694,99.4763850868263,96.086428089129
"193","filtered20250425_PECOe-1534_S190_R1_001",363821,363821,363821,363821,363773,363529,360852,360800,360785,99.197026717211,99.9855896600268,99.9958425720621
"194","filtered20250425_PECOe-1535_S191_R1_001",294670,294670,294670,294670,294561,294172,290223,289504,275567,98.5272999480583,99.7522594694425,95.1859041671272
"195","filtered20250425_PECOe-1536_S193_R1_001",8707,8707,8707,8707,8705,8682,8680,8680,8680,99.7128087306146,100,100
"196","filtered20250425_PECOe-1537_S194_R1_001",288526,288526,288526,288526,288448,288136,284869,284816,274630,98.7592217661416,99.9813949569802,96.4236559743835
"197","filtered20250425_PECOe-1538_S195_R1_001",322263,322263,322263,322263,322101,321719,319160,318567,292320,99.0869323597257,99.8141997744078,91.7609168557949
"198","filtered20250425_PECOe-1539_S196_R1_001",271274,271274,271274,271274,271115,270859,267563,267039,228011,98.6898548586393,99.8041582730049,85.3849063245443
"199","filtered20250425_PECOe-1540_S197_R1_001",269276,269276,269276,269276,269163,268737,265696,264461,250206,98.7119329179716,99.5351830663616,94.6097912357588
"200","filtered20250425_PECOe-1541_S198_R1_001",132,132,132,132,132,131,131,131,131,99.2424242424242,100,100
"201","filtered20250425_PECOe-1542_S199_R1_001",220172,220172,220172,220172,220017,219624,216023,213890,205579,98.18468572883,99.0126051392676,96.1143578474917
"202","filtered20250425_PECOe-1543_S200_R1_001",164556,164556,164556,164556,164347,164214,161739,160374,157781,98.4131137167091,99.1560477064901,98.3831543766446
"203","filtered20250425_PECOe-1544_S201_R1_001",260761,260761,260761,260761,260674,260276,255816,255547,244767,98.1363695650506,99.8948462957751,95.781597905669
"204","filtered20250425_PECOe-1545_S202_R1_001",285822,285822,285822,285822,285749,285285,280820,280566,272483,98.275059580261,99.909550601809,97.119037944726
"205","filtered20250425_PECOe-1547_S204_R1_001",298950,298950,298950,298950,298877,298512,294193,292651,288267,98.4328001150975,99.4758542861319,98.5019699232191
"206","filtered20250425_PECOe-1548_S205_R1_001",18042,18042,18042,18042,18037,17997,17938,17909,17855,99.451128236403,99.8383320325566,99.6984756267798
"207","filtered20250425_PECOe-1549_S206_R1_001",294100,294100,294100,294100,294030,293714,287006,286073,283913,97.6111281161786,99.6749196880901,99.2449479678264
"208","filtered20250425_PECOe-1550_S207_R1_001",217314,217314,217314,217314,217277,216994,215576,215439,213474,99.2171283660949,99.9364493264556,99.0879088744378
"209","filtered20250425_PECOe-1552_S209_R1_001",306749,306749,306749,306749,306449,306373,300981,300655,293981,98.2156900495678,99.8916875151588,97.7801799404633
"210","filtered20250425_PECOe-1553_S210_R1_001",204911,204911,204911,204911,204814,204528,202089,201570,167817,98.6695245442206,99.7431824592135,83.2549486530734
"211","filtered20250425_PECOe-1554_S211_R1_001",252589,252589,252589,252589,252294,251947,248269,245918,220828,98.4046390322402,99.0530432716127,89.7974121455119
"212","filtered20250425_PECOe-1555_S212_R1_001",282478,282478,282478,282478,282382,282039,276191,274123,184344,97.8075798032452,99.2512427993671,67.2486438569547
"213","filtered20250425_PECOe-1557_S214_R1_001",231208,231208,231208,231208,231119,230792,228833,227952,188590,99.0108991471926,99.6150030808493,82.7323296132519
"214","filtered20250425_PECOe-1558_S215_R1_001",303817,303817,303817,303817,303705,303299,301395,300827,291827,99.2393934903936,99.811542991755,97.0082472650394
"215","filtered20250425_PECOe-1559_S216_R1_001",260863,260863,260863,260863,260783,260377,259711,259168,254585,99.5889302600246,99.790921447301,98.2316489690085
"216","filtered20250425_PECOe-1560_S217_R1_001",198845,198845,198845,198845,198770,198486,197354,196744,192937,99.2876188559642,99.6909107492121,98.064998170211
"217","filtered20250425_PECOe-1562_S219_R1_001",214134,214134,214134,214134,214074,213843,209664,209355,199107,97.9399646851089,99.8526213369963,95.104965250412
"218","filtered20250425_PECOe-1563_S220_R1_001",206214,206214,206214,206214,206049,205778,203312,200022,192990,98.6716751840582,98.3817974344849,96.4843867174611
"219","filtered20250425_PECOe-1564_S221_R1_001",224329,224329,224329,224329,224234,224004,220614,220418,185373,98.3856150271591,99.911157043524,84.1006632852126
"220","filtered20250425_PECOe-1565_S222_R1_001",221298,221298,221298,221298,221041,220678,218422,217286,173222,98.8151519401378,99.4799058702878,79.7207367248695
"221","filtered20250425_PECOe-1566_S223_R1_001",204689,204689,204689,204689,204565,204232,200300,200206,182554,97.9150881138025,99.9530703944084,91.1830814261311
