"","cutadapt_f","cutadapt_r"
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1465_S121_R1_001.fastq.gz",320892,320892
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1466_S122_R1_001.fastq.gz",548,548
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1467_S123_R1_001.fastq.gz",294966,294966
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1468_S124_R1_001.fastq.gz",305429,305429
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1469_S125_R1_001.fastq.gz",463939,463939
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1470_S126_R1_001.fastq.gz",236149,236149
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1471_S127_R1_001.fastq.gz",5,5
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1472_S128_R1_001.fastq.gz",188295,188295
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1473_S129_R1_001.fastq.gz",246550,246550
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1474_S130_R1_001.fastq.gz",242363,242363
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1475_S131_R1_001.fastq.gz",275869,275869
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1477_S133_R1_001.fastq.gz",10040,10040
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1478_S134_R1_001.fastq.gz",649563,649563
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1479_S135_R1_001.fastq.gz",379278,379278
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1481_S137_R1_001.fastq.gz",426725,426725
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1482_S138_R1_001.fastq.gz",9868,9868
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1483_S139_R1_001.fastq.gz",300896,300896
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1484_S140_R1_001.fastq.gz",338620,338620
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1485_S141_R1_001.fastq.gz",9898,9898
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1487_S143_R1_001.fastq.gz",285897,285897
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1488_S144_R1_001.fastq.gz",302244,302244
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1489_S145_R1_001.fastq.gz",236702,236702
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1490_S146_R1_001.fastq.gz",272287,272287
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1491_S147_R1_001.fastq.gz",264898,264898
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1492_S148_R1_001.fastq.gz",213785,213785
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1493_S149_R1_001.fastq.gz",296506,296506
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1494_S150_R1_001.fastq.gz",1,1
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1495_S151_R1_001.fastq.gz",248236,248236
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1496_S152_R1_001.fastq.gz",213565,213565
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1497_S153_R1_001.fastq.gz",227799,227799
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1498_S154_R1_001.fastq.gz",408697,408697
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1499_S155_R1_001.fastq.gz",260016,260016
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1501_S157_R1_001.fastq.gz",192500,192500
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1502_S158_R1_001.fastq.gz",242065,242065
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1503_S159_R1_001.fastq.gz",207208,207208
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1504_S160_R1_001.fastq.gz",207374,207374
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1505_S161_R1_001.fastq.gz",113,113
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1506_S162_R1_001.fastq.gz",1,1
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1507_S163_R1_001.fastq.gz",233239,233239
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1508_S164_R1_001.fastq.gz",296701,296701
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1509_S165_R1_001.fastq.gz",235667,235667
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1510_S166_R1_001.fastq.gz",268150,268150
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1512_S168_R1_001.fastq.gz",224748,224748
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1513_S169_R1_001.fastq.gz",259468,259468
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1514_S170_R1_001.fastq.gz",315333,315333
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1515_S171_R1_001.fastq.gz",264377,264377
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1517_S173_R1_001.fastq.gz",247727,247727
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1518_S174_R1_001.fastq.gz",253324,253324
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1519_S175_R1_001.fastq.gz",236696,236696
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1520_S176_R1_001.fastq.gz",433021,433021
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1521_S177_R1_001.fastq.gz",17,17
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1522_S178_R1_001.fastq.gz",158857,158857
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1523_S179_R1_001.fastq.gz",235814,235814
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1524_S180_R1_001.fastq.gz",184009,184009
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1525_S181_R1_001.fastq.gz",291657,291657
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1526_S182_R1_001.fastq.gz",157,157
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1527_S183_R1_001.fastq.gz",169927,169927
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1528_S184_R1_001.fastq.gz",234553,234553
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1529_S185_R1_001.fastq.gz",242149,242149
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1530_S186_R1_001.fastq.gz",278277,278277
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1531_S187_R1_001.fastq.gz",1,1
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1532_S188_R1_001.fastq.gz",249665,249665
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1533_S189_R1_001.fastq.gz",347018,347018
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1534_S190_R1_001.fastq.gz",368378,368378
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1535_S191_R1_001.fastq.gz",298434,298434
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1536_S193_R1_001.fastq.gz",8927,8927
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1537_S194_R1_001.fastq.gz",292292,292292
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1538_S195_R1_001.fastq.gz",326779,326779
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1539_S196_R1_001.fastq.gz",274887,274887
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1540_S197_R1_001.fastq.gz",272248,272248
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1541_S198_R1_001.fastq.gz",135,135
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1542_S199_R1_001.fastq.gz",223504,223504
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1543_S200_R1_001.fastq.gz",167517,167517
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1544_S201_R1_001.fastq.gz",264544,264544
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1545_S202_R1_001.fastq.gz",289698,289698
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1547_S204_R1_001.fastq.gz",301916,301916
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1548_S205_R1_001.fastq.gz",18366,18366
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1549_S206_R1_001.fastq.gz",297850,297850
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1550_S207_R1_001.fastq.gz",219706,219706
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1552_S209_R1_001.fastq.gz",310212,310212
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1553_S210_R1_001.fastq.gz",206695,206695
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1554_S211_R1_001.fastq.gz",255108,255108
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1555_S212_R1_001.fastq.gz",287623,287623
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1557_S214_R1_001.fastq.gz",234451,234451
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1558_S215_R1_001.fastq.gz",307633,307633
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1559_S216_R1_001.fastq.gz",264412,264412
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1560_S217_R1_001.fastq.gz",201879,201879
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1562_S219_R1_001.fastq.gz",217170,217170
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1563_S220_R1_001.fastq.gz",209005,209005
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1564_S221_R1_001.fastq.gz",227890,227890
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1565_S222_R1_001.fastq.gz",224482,224482
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1566_S223_R1_001.fastq.gz",207438,207438
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1567_S224_R1_001.fastq.gz",231912,231912
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1568_S225_R1_001.fastq.gz",371289,371289
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1569_S226_R1_001.fastq.gz",229003,229003
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1571_S228_R1_001.fastq.gz",233303,233303
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1572_S229_R1_001.fastq.gz",213608,213608
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1573_S230_R1_001.fastq.gz",203284,203284
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1574_S231_R1_001.fastq.gz",211132,211132
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1575_S232_R1_001.fastq.gz",48,48
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1576_S233_R1_001.fastq.gz",1,1
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1577_S234_R1_001.fastq.gz",163024,163024
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1578_S235_R1_001.fastq.gz",245718,245718
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1579_S236_R1_001.fastq.gz",226252,226252
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1580_S237_R1_001.fastq.gz",195057,195057
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1581_S238_R1_001.fastq.gz",223460,223460
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1582_S239_R1_001.fastq.gz",230317,230317
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1583_S240_R1_001.fastq.gz",167038,167038
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1585_S242_R1_001.fastq.gz",158957,158957
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1586_S243_R1_001.fastq.gz",192523,192523
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1587_S244_R1_001.fastq.gz",218643,218643
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1588_S245_R1_001.fastq.gz",142,142
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1589_S246_R1_001.fastq.gz",219122,219122
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1590_S247_R1_001.fastq.gz",171288,171288
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1591_S248_R1_001.fastq.gz",170654,170654
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1592_S249_R1_001.fastq.gz",199181,199181
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1593_S250_R1_001.fastq.gz",194894,194894
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1594_S251_R1_001.fastq.gz",207019,207019
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1596_S253_R1_001.fastq.gz",201231,201231
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1597_S254_R1_001.fastq.gz",220651,220651
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1598_S255_R1_001.fastq.gz",199437,199437
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1599_S256_R1_001.fastq.gz",199268,199268
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1602_S259_R1_001.fastq.gz",200513,200513
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1603_S260_R1_001.fastq.gz",181647,181647
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1604_S261_R1_001.fastq.gz",210415,210415
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1605_S262_R1_001.fastq.gz",209305,209305
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1606_S263_R1_001.fastq.gz",169784,169784
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1607_S264_R1_001.fastq.gz",205164,205164
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1608_S265_R1_001.fastq.gz",259555,259555
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO2024_20250525/Analysis/1/Data/fastq/fixed/cutadapt/20250425_PECOe-1609_S266_R1_001.fastq.gz",199810,199810
