SampleNumber	Tile	NumberOfReadsRaw	NumberOfReadsPF
120	1103	3566	3450
121	1103	2788	2706
122	1103	2833	2738
123	1103	2475	2406
124	1103	5045	4900
125	1103	3017	2932
126	1103	2502	2427
127	1103	3361	3267
128	1103	4257	4145
129	1103	3817	3715
130	1103	4192	4059
131	1103	20	11
132	1103	4346	4211
133	1103	3038	2965
134	1103	8	7
135	1103	1435	1382
136	1103	272	231
137	1103	1935	1875
138	1103	15	15
139	1103	581	567
140	1103	15	13
141	1103	3	3
142	1103	2988	2871
143	1103	3279	3184
144	1103	4	3
145	1103	1870	1800
146	1103	3468	3368
147	1103	1	0
148	1103	3170	3068
149	1103	1	1
150	1103	21	20
151	1103	8	6
152	1103	2863	2775
153	1103	3330	3242
154	1103	2954	2888
155	1103	2563	2487
156	1103	18	17
157	1103	2716	2632
158	1103	3458	3373
159	1103	3416	3323
160	1103	2926	2828
161	1103	25	22
162	1103	3799	3665
163	1103	3243	3159
164	1103	3544	3429
165	1103	4266	4142
166	1103	13	11
167	1103	3740	3656
168	1103	2506	2446
169	1103	3467	3362
170	1103	3451	3345
171	1103	4	4
172	1103	3037	2959
173	1103	3587	3473
174	1103	2839	2757
175	1103	2501	2432
176	1103	48	39
177	1103	2645	2537
178	1103	1986	1871
179	1103	181	151
180	1103	3	3
181	1103	2	1
182	1103	5	5
183	1103	1	1
184	1103	6	3
185	1103	14	10
186	1103	111	94
187	1103	16	8
188	1103	12	7
189	1103	4	2
190	1103	2894	2810
191	1103	13	10
192	1103	14	13
0	1104	188191	150234
1	1104	41	38
2	1104	3708	3594
3	1104	3067	2919
4	1104	3386	3278
5	1104	79	66
6	1104	19	15
7	1104	2995	2900
8	1104	3480	3344
9	1104	3855	3726
10	1104	4660	4517
11	1104	546	474
12	1104	1615	1531
13	1104	1504	1380
14	1104	4894	4751
15	1104	2172	2095
16	1104	75	55
17	1104	4957	4822
18	1104	4059	3945
19	1104	1401	1328
20	1104	3344	3252
21	1104	78	60
22	1104	4386	4274
23	1104	2157	1951
24	1104	2951	2847
25	1104	2780	2675
26	1104	76	56
27	1104	3991	3896
28	1104	3798	3667
29	1104	3109	2981
30	1104	5037	4914
31	1104	2454	2339
32	1104	3398	3294
33	1104	3713	3603
34	1104	3085	2949
35	1104	2142	2073
36	1104	64	49
37	1104	20	18
38	1104	24	23
39	1104	4758	4633
40	1104	4707	4574
41	1104	242	167
42	1104	3980	3883
43	1104	3771	3641
44	1104	4046	3893
45	1104	3601	3504
46	1104	171	99
47	1104	3884	3749
48	1104	3493	3372
49	1104	3714	3595
50	1104	3344	3234
51	1104	2048	1993
52	1104	3558	3455
53	1104	4143	4025
54	1104	4445	4329
55	1104	104	58
56	1104	4002	3862
57	1104	5450	5270
58	1104	3847	3732
59	1104	4379	4247
60	1104	284	226
61	1104	3728	3631
62	1104	31	31
63	1104	4467	4337
64	1104	2736	2622
65	1104	82	59
66	1104	3880	3768
67	1104	2836	2660
68	1104	2149	2084
69	1104	3936	3768
70	1104	129	96
71	1104	3648	3555
72	1104	2959	2858
73	1104	4251	4116
74	1104	3249	3152
75	1104	78	61
76	1104	58	49
77	1104	4740	4575
78	1104	3402	3270
79	1104	3069	2987
80	1104	4262	4095
81	1104	44	34
82	1104	2818	2732
83	1104	3227	3139
84	1104	3554	3465
85	1104	3033	2961
86	1104	133	98
87	1104	2647	2564
88	1104	3373	3272
89	1104	3503	3411
90	1104	4425	4321
91	1104	57	46
92	1104	3793	3667
93	1104	3903	3812
94	1104	4274	4134
95	1104	26	18
96	1104	58	37
97	1104	3127	3017
98	1104	3900	3773
99	1104	3241	3142
100	1104	3211	3098
101	1104	6	5
102	1104	3825	3736
103	1104	3278	3177
104	1104	2856	2748
105	1104	2007	1943
106	1104	14	13
107	1104	3558	3458
108	1104	4543	4389
109	1104	4770	4612
110	1104	3960	3864
111	1104	642	562
112	1104	3486	3374
113	1104	4327	4213
114	1104	2901	2832
115	1104	5577	5420
116	1104	12	10
117	1104	3660	3563
118	1104	8090	7880
119	1104	11	11
120	1104	3384	3279
121	1104	2829	2739
122	1104	2802	2719
123	1104	2495	2419
124	1104	5236	5106
125	1104	2999	2905
126	1104	2619	2525
127	1104	3350	3265
128	1104	4364	4224
129	1104	3970	3852
130	1104	4352	4237
131	1104	10	9
132	1104	4480	4340
133	1104	2863	2785
134	1104	10	10
135	1104	1511	1476
136	1104	277	242
137	1104	2074	2019
138	1104	10	10
139	1104	511	497
140	1104	18	17
141	1104	5	5
142	1104	2934	2843
143	1104	3355	3255
144	1104	4	3
145	1104	1945	1882
146	1104	3501	3393
147	1104	3	3
148	1104	3256	3158
149	1104	2	2
150	1104	18	14
151	1104	10	8
152	1104	3138	3049
153	1104	3344	3268
154	1104	2950	2889
155	1104	2710	2634
156	1104	9	6
157	1104	2663	2572
158	1104	3550	3470
159	1104	3599	3489
160	1104	3057	2960
161	1104	18	16
162	1104	3679	3565
163	1104	3293	3209
164	1104	3488	3365
165	1104	4452	4345
166	1104	23	21
167	1104	3688	3594
168	1104	2575	2492
169	1104	3455	3366
170	1104	3409	3312
171	1104	1	1
172	1104	3016	2932
173	1104	3701	3602
174	1104	2758	2675
175	1104	2656	2579
176	1104	40	34
177	1104	2774	2663
178	1104	2143	2025
179	1104	167	133
180	1104	8	8
181	1104	2	2
182	1104	4	3
183	1104	5	2
184	1104	16	13
185	1104	11	11
186	1104	109	93
187	1104	20	18
188	1104	24	19
189	1104	3	2
190	1104	2840	2771
191	1104	5	4
192	1104	15	15
0	1105	188060	146498
1	1105	36	30
2	1105	3767	3561
3	1105	2974	2716
4	1105	3392	3186
5	1105	57	42
6	1105	31	23
7	1105	3118	2914
8	1105	3449	3194
9	1105	3787	3520
10	1105	4335	4077
11	1105	507	387
12	1105	1612	1468
13	1105	1464	1206
14	1105	4643	4343
15	1105	2067	1903
16	1105	79	52
17	1105	4594	4340
18	1105	4206	3978
19	1105	1288	1195
20	1105	3269	3088
21	1105	94	79
22	1105	4382	4157
23	1105	2114	1732
24	1105	2910	2719
25	1105	2776	2612
26	1105	70	47
27	1105	4130	3888
28	1105	3650	3414
29	1105	2957	2704
30	1105	5020	4676
31	1105	2528	2305
32	1105	3382	3176
33	1105	3624	3382
34	1105	2913	2737
35	1105	2077	1920
36	1105	57	40
37	1105	22	21
38	1105	33	32
39	1105	4742	4497
40	1105	4648	4379
41	1105	208	135
42	1105	4038	3781
43	1105	3793	3542
44	1105	3961	3661
45	1105	3363	3146
46	1105	149	85
47	1105	3811	3561
48	1105	3408	3180
49	1105	3796	3549
50	1105	3288	3093
51	1105	2030	1911
52	1105	3545	3325
53	1105	3804	3597
54	1105	4259	3997
55	1105	137	78
56	1105	3886	3645
57	1105	5442	5092
58	1105	3809	3578
59	1105	4289	4029
60	1105	297	218
61	1105	3901	3690
62	1105	39	36
63	1105	4604	4337
64	1105	2731	2549
65	1105	70	50
66	1105	3738	3517
67	1105	2776	2469
68	1105	2059	1938
69	1105	3881	3546
70	1105	119	81
71	1105	3426	3220
72	1105	2892	2724
73	1105	4010	3745
74	1105	3246	3080
75	1105	85	56
76	1105	74	63
77	1105	4529	4214
78	1105	3259	3020
79	1105	2915	2774
80	1105	4278	3972
81	1105	34	23
82	1105	2907	2733
83	1105	3020	2825
84	1105	3470	3261
85	1105	3175	3018
86	1105	134	90
87	1105	2592	2444
88	1105	3194	2963
89	1105	3385	3200
90	1105	4202	3970
91	1105	53	32
92	1105	3553	3313
93	1105	3784	3576
94	1105	4257	3976
95	1105	22	13
96	1105	63	36
97	1105	3027	2788
98	1105	3936	3720
99	1105	3014	2844
100	1105	3257	3066
101	1105	5	5
102	1105	3663	3472
103	1105	3137	2948
104	1105	2659	2493
105	1105	1993	1882
106	1105	11	11
107	1105	3154	2934
108	1105	4357	4065
109	1105	4834	4523
110	1105	3888	3661
111	1105	631	506
112	1105	3314	3097
113	1105	4213	3976
114	1105	2717	2547
115	1105	5162	4870
116	1105	15	15
117	1105	3725	3520
118	1105	7943	7481
119	1105	4	4
120	1105	3190	2988
121	1105	2746	2577
122	1105	2811	2644
123	1105	2613	2456
124	1105	5197	4899
125	1105	2971	2806
126	1105	2576	2436
127	1105	3254	3074
128	1105	4453	4238
129	1105	3896	3696
130	1105	4028	3811
131	1105	14	12
132	1105	4197	3927
133	1105	2866	2714
134	1105	12	12
135	1105	1362	1291
136	1105	328	258
137	1105	2093	1999
138	1105	11	10
139	1105	627	596
140	1105	28	22
141	1105	4	4
142	1105	2834	2636
143	1105	3285	3070
144	1105	8	6
145	1105	1958	1814
146	1105	3530	3323
147	1105	2	2
148	1105	3260	3091
149	1105	2	2
150	1105	18	18
151	1105	8	5
152	1105	2900	2763
153	1105	3405	3187
154	1105	2907	2756
155	1105	2598	2456
156	1105	19	19
157	1105	2695	2548
158	1105	3507	3339
159	1105	3631	3437
160	1105	3116	2912
161	1105	20	15
162	1105	3766	3546
163	1105	3271	3077
164	1105	3653	3423
165	1105	4322	4093
166	1105	23	20
167	1105	3635	3450
168	1105	2526	2368
169	1105	3226	3063
170	1105	3381	3186
171	1105	3	3
172	1105	3072	2887
173	1105	3518	3319
174	1105	2725	2571
175	1105	2483	2339
176	1105	40	26
177	1105	2711	2508
178	1105	2096	1892
179	1105	157	126
180	1105	5	3
181	1105	5	3
182	1105	2	1
183	1105	2	2
184	1105	7	6
185	1105	7	5
186	1105	118	87
187	1105	25	18
188	1105	16	11
189	1105	4	4
190	1105	2812	2656
191	1105	12	9
192	1105	20	17
0	1106	189426	148613
1	1106	38	36
2	1106	3820	3704
3	1106	2801	2680
4	1106	3230	3108
5	1106	64	58
6	1106	20	18
7	1106	2979	2869
8	1106	3424	3291
9	1106	3764	3620
10	1106	4578	4431
11	1106	551	491
12	1106	1617	1513
13	1106	1418	1320
14	1106	4692	4537
15	1106	2118	2043
16	1106	92	61
17	1106	4364	4243
18	1106	4176	4041
19	1106	1288	1214
20	1106	3319	3221
21	1106	95	75
22	1106	4423	4282
23	1106	2075	1893
24	1106	2915	2806
25	1106	2883	2776
26	1106	61	49
27	1106	4057	3934
28	1106	3548	3446
29	1106	2892	2761
30	1106	4972	4814
31	1106	2483	2357
32	1106	3382	3245
33	1106	3699	3565
34	1106	3090	2987
35	1106	2167	2079
36	1106	65	42
37	1106	25	23
38	1106	28	25
39	1106	4677	4529
40	1106	4827	4656
41	1106	163	108
42	1106	4018	3888
43	1106	3776	3655
44	1106	3849	3692
45	1106	3578	3459
46	1106	163	90
47	1106	3905	3782
48	1106	3380	3244
49	1106	3633	3500
50	1106	3366	3249
51	1106	2017	1963
52	1106	3508	3395
53	1106	3853	3740
54	1106	4306	4187
55	1106	121	75
56	1106	4073	3907
57	1106	5404	5251
58	1106	3992	3871
59	1106	4160	4046
60	1106	296	258
61	1106	4061	3944
62	1106	39	36
63	1106	4551	4408
64	1106	2583	2461
65	1106	78	59
66	1106	3525	3389
67	1106	2865	2651
68	1106	2133	2065
69	1106	3940	3753
70	1106	87	58
71	1106	3740	3607
72	1106	2906	2796
73	1106	4036	3901
74	1106	3363	3247
75	1106	76	59
76	1106	61	57
77	1106	4863	4637
78	1106	3406	3258
79	1106	2917	2843
80	1106	4201	4011
81	1106	39	25
82	1106	2978	2880
83	1106	3173	3097
84	1106	3558	3454
85	1106	3210	3121
86	1106	125	104
87	1106	2601	2506
88	1106	3111	3008
89	1106	3326	3235
90	1106	4195	4079
91	1106	52	32
92	1106	3622	3501
93	1106	3752	3638
94	1106	4025	3900
95	1106	27	18
96	1106	45	23
97	1106	3079	2964
98	1106	4083	3943
99	1106	3130	3031
100	1106	3244	3130
101	1106	4	4
102	1106	4001	3892
103	1106	3318	3198
104	1106	2720	2625
105	1106	1959	1894
106	1106	11	11
107	1106	3381	3277
108	1106	4411	4249
109	1106	4859	4732
110	1106	3989	3878
111	1106	601	526
112	1106	3333	3232
113	1106	4410	4269
114	1106	2738	2650
115	1106	5151	4997
116	1106	15	15
117	1106	3631	3539
118	1106	8059	7844
119	1106	2	2
120	1106	3373	3273
121	1106	2720	2628
122	1106	2813	2741
123	1106	2624	2541
124	1106	5151	4989
125	1106	3035	2927
126	1106	2514	2443
127	1106	3356	3272
128	1106	4246	4143
129	1106	3858	3747
130	1106	3922	3813
131	1106	12	10
132	1106	4308	4168
133	1106	2821	2742
134	1106	12	12
135	1106	1357	1309
136	1106	260	230
137	1106	2094	2023
138	1106	8	7
139	1106	570	554
140	1106	15	14
141	1106	3	3
142	1106	2813	2725
143	1106	3318	3209
144	1106	4	4
145	1106	1998	1906
146	1106	3320	3218
147	1106	5	4
148	1106	3186	3065
149	1106	2	2
150	1106	19	19
151	1106	4	4
152	1106	3037	2945
153	1106	3330	3228
154	1106	3087	2997
155	1106	2553	2474
156	1106	16	16
157	1106	2737	2653
158	1106	3611	3514
159	1106	3517	3429
160	1106	2952	2845
161	1106	20	16
162	1106	3609	3497
163	1106	3447	3347
164	1106	3455	3341
165	1106	4196	4086
166	1106	13	11
167	1106	3712	3596
168	1106	2582	2517
169	1106	3309	3216
170	1106	3512	3409
171	1106	9	7
172	1106	2849	2764
173	1106	3695	3582
174	1106	2777	2698
175	1106	2685	2604
176	1106	46	43
177	1106	2584	2458
178	1106	2010	1886
179	1106	155	137
180	1106	5	5
181	1106	7	3
182	1106	11	9
183	1106	9	7
184	1106	8	6
185	1106	12	11
186	1106	95	81
187	1106	21	10
188	1106	15	9
189	1106	4	3
190	1106	2915	2839
191	1106	10	9
192	1106	17	17
0	1107	195737	151849
1	1107	22	20
2	1107	3748	3616
3	1107	3075	2929
4	1107	3495	3380
5	1107	62	57
6	1107	31	22
7	1107	3096	2987
8	1107	3501	3351
9	1107	3774	3630
10	1107	4370	4204
11	1107	554	476
12	1107	1619	1520
13	1107	1409	1252
14	1107	4827	4655
15	1107	2108	2020
16	1107	61	43
17	1107	4708	4528
18	1107	4364	4229
19	1107	1338	1242
20	1107	3483	3348
21	1107	85	63
22	1107	4428	4272
23	1107	2071	1840
24	1107	3006	2869
25	1107	2892	2780
26	1107	88	64
27	1107	3821	3693
28	1107	3612	3486
29	1107	2844	2681
30	1107	4936	4744
31	1107	2404	2243
32	1107	3383	3234
33	1107	3784	3626
34	1107	3133	2980
35	1107	2134	2054
36	1107	74	43
37	1107	15	15
38	1107	33	28
39	1107	4754	4607
40	1107	4848	4633
41	1107	197	131
42	1107	4132	3963
43	1107	3690	3556
44	1107	3924	3756
45	1107	3557	3426
46	1107	144	77
47	1107	3774	3635
48	1107	3425	3281
49	1107	3984	3833
50	1107	3351	3203
51	1107	2026	1941
52	1107	3641	3511
53	1107	4062	3932
54	1107	4504	4338
55	1107	136	88
56	1107	4236	4042
57	1107	5394	5214
58	1107	4014	3883
59	1107	4408	4253
60	1107	259	214
61	1107	3888	3738
62	1107	38	34
63	1107	4696	4531
64	1107	2759	2604
65	1107	83	63
66	1107	3726	3588
67	1107	2864	2647
68	1107	2198	2128
69	1107	3722	3505
70	1107	125	83
71	1107	3812	3688
72	1107	3031	2912
73	1107	4189	4048
74	1107	3254	3139
75	1107	94	68
76	1107	46	38
77	1107	4481	4260
78	1107	3419	3282
79	1107	3023	2926
80	1107	4225	4030
81	1107	52	39
82	1107	2861	2754
83	1107	3197	3098
84	1107	3562	3437
85	1107	3181	3079
86	1107	134	95
87	1107	2611	2529
88	1107	3256	3133
89	1107	3401	3286
90	1107	4367	4223
91	1107	66	46
92	1107	3750	3613
93	1107	3773	3663
94	1107	4149	3961
95	1107	20	13
96	1107	50	32
97	1107	3127	2973
98	1107	3981	3855
99	1107	3030	2900
100	1107	3364	3249
101	1107	4	4
102	1107	3980	3847
103	1107	3375	3228
104	1107	2785	2678
105	1107	1955	1863
106	1107	15	15
107	1107	3387	3251
108	1107	4695	4502
109	1107	4901	4745
110	1107	3946	3821
111	1107	659	548
112	1107	3469	3344
113	1107	4236	4085
114	1107	2632	2540
115	1107	5307	5123
116	1107	10	10
117	1107	3787	3668
118	1107	8122	7903
119	1107	4	4
120	1107	3326	3190
121	1107	2808	2719
122	1107	2701	2600
123	1107	2673	2583
124	1107	5229	5029
125	1107	3086	2999
126	1107	2772	2670
127	1107	3307	3200
128	1107	4308	4155
129	1107	4034	3876
130	1107	4196	4044
131	1107	13	10
132	1107	4362	4197
133	1107	2837	2754
134	1107	8	7
135	1107	1466	1417
136	1107	287	232
137	1107	2094	2022
138	1107	8	7
139	1107	621	596
140	1107	6	6
141	1107	4	4
142	1107	2974	2862
143	1107	3260	3121
144	1107	5	4
145	1107	2082	1990
146	1107	3610	3478
147	1107	5	5
148	1107	3116	2998
150	1107	16	16
151	1107	5	5
152	1107	3208	3098
153	1107	3402	3280
154	1107	3182	3090
155	1107	2625	2546
156	1107	10	9
157	1107	2830	2730
158	1107	3472	3381
159	1107	3570	3446
160	1107	3126	2993
161	1107	25	20
162	1107	3773	3645
163	1107	3492	3370
164	1107	3548	3425
165	1107	4331	4182
166	1107	12	9
167	1107	3521	3415
168	1107	2553	2467
169	1107	3545	3408
170	1107	3528	3426
171	1107	11	11
172	1107	2967	2867
173	1107	3698	3572
174	1107	2869	2784
175	1107	2619	2531
176	1107	25	17
177	1107	2749	2598
178	1107	2050	1924
179	1107	146	121
180	1107	6	5
181	1107	4	4
182	1107	5	3
183	1107	2	1
