SampleNumber	Tile	NumberOfReadsRaw	NumberOfReadsPF
108	1110	5920	5826
109	1110	19	19
110	1110	5006	4920
111	1110	6875	6767
112	1110	9573	9420
113	1110	8024	7914
114	1110	10439	10283
115	1110	270	266
116	1110	1522	1497
117	1110	5558	5455
118	1110	1253	1225
119	1110	3047	3005
120	1110	3468	3395
121	1110	6309	6211
122	1110	2405	2365
123	1110	1025	1013
124	1110	452	443
125	1110	1228	1210
126	1110	3360	3301
127	1110	23	21
128	1110	3071	3017
129	1110	36	34
130	1110	471	467
131	1110	162	162
132	1110	68	64
133	1110	93	90
134	1110	27	27
0	1111	184038	161166
1	1111	1082	1056
2	1111	1052	1026
3	1111	656	637
4	1111	1685	1655
5	1111	1154	1125
6	1111	532	518
7	1111	726	719
8	1111	1109	1095
9	1111	2095	2066
10	1111	3654	3587
11	1111	1749	1725
12	1111	2271	2238
13	1111	2496	2451
14	1111	2641	2602
15	1111	862	846
16	1111	3890	3814
17	1111	1432	1415
18	1111	719	708
19	1111	4183	4120
20	1111	3741	3655
21	1111	3023	2969
22	1111	5286	5204
23	1111	5332	5246
24	1111	5697	5591
25	1111	9230	9085
26	1111	6065	5966
27	1111	5076	4984
28	1111	5232	5148
29	1111	2255	2211
30	1111	4640	4558
31	1111	2387	2346
32	1111	5221	5123
33	1111	2009	1970
34	1111	2224	2194
35	1111	2882	2827
36	1111	2060	2019
37	1111	1791	1756
38	1111	4325	4247
39	1111	7517	7401
40	1111	5126	5043
41	1111	7601	7464
42	1111	6794	6667
43	1111	12133	11948
44	1111	24	23
45	1111	4682	4611
46	1111	2698	2645
47	1111	86	82
48	1111	725	707
49	1111	6839	6723
50	1111	2732	2689
51	1111	2394	2356
52	1111	41	39
53	1111	2830	2775
54	1111	2971	2928
55	1111	7682	7539
56	1111	8780	8630
57	1111	5342	5244
58	1111	1060	1039
59	1111	177	175
60	1111	240	239
61	1111	1313	1294
62	1111	385	378
63	1111	1081	1066
64	1111	5922	5836
65	1111	13544	13310
66	1111	14167	13946
67	1111	8672	8519
68	1111	6555	6456
69	1111	15618	15361
70	1111	9115	8955
71	1111	343	338
72	1111	971	954
73	1111	1552	1523
74	1111	9859	9701
75	1111	1746	1716
76	1111	5803	5708
77	1111	8099	7972
78	1111	7627	7502
79	1111	5415	5339
80	1111	10097	9956
81	1111	8591	8452
82	1111	3977	3910
83	1111	5730	5635
84	1111	2359	2312
85	1111	1246	1224
86	1111	835	818
87	1111	893	883
88	1111	9668	9510
89	1111	12409	12190
90	1111	13368	13132
91	1111	10849	10670
92	1111	7840	7716
93	1111	14162	13945
94	1111	12311	12126
95	1111	13178	12974
96	1111	18739	18470
97	1111	5044	4964
98	1111	2921	2869
99	1111	1025	1001
100	1111	470	469
101	1111	2078	2045
102	1111	227	221
103	1111	210	209
104	1111	1017	992
105	1111	884	863
106	1111	7878	7754
107	1111	7014	6892
108	1111	5978	5888
109	1111	24	22
110	1111	5287	5204
111	1111	6927	6814
112	1111	9766	9594
113	1111	8221	8079
114	1111	10559	10372
115	1111	236	234
116	1111	1502	1478
117	1111	5823	5713
118	1111	1305	1282
119	1111	3255	3187
120	1111	3426	3339
121	1111	6436	6312
122	1111	2494	2454
123	1111	1046	1036
124	1111	417	405
125	1111	1233	1214
126	1111	3484	3428
127	1111	19	18
128	1111	3135	3074
129	1111	47	44
130	1111	504	494
131	1111	149	144
132	1111	60	59
133	1111	91	89
134	1111	30	29
0	1112	185812	156898
1	1112	1102	1059
2	1112	1075	1032
3	1112	683	647
4	1112	1615	1568
5	1112	1153	1112
6	1112	537	518
7	1112	752	727
8	1112	1084	1046
9	1112	2081	1997
10	1112	3773	3621
11	1112	1707	1641
12	1112	2143	2073
13	1112	2527	2436
14	1112	2639	2542
15	1112	823	789
16	1112	3868	3757
17	1112	1504	1449
18	1112	666	635
19	1112	4321	4153
20	1112	3579	3434
21	1112	3011	2911
22	1112	5298	5103
23	1112	5463	5244
24	1112	5693	5486
25	1112	9443	9103
26	1112	6495	6256
27	1112	5090	4899
28	1112	5248	5068
29	1112	2321	2236
30	1112	4811	4620
31	1112	2430	2353
32	1112	5091	4911
33	1112	1983	1903
34	1112	2343	2267
35	1112	2953	2841
36	1112	2021	1935
37	1112	1884	1823
38	1112	4361	4206
39	1112	7464	7226
40	1112	5400	5200
41	1112	7435	7187
42	1112	6713	6491
43	1112	12102	11682
44	1112	27	26
45	1112	4601	4456
46	1112	2608	2536
47	1112	95	92
48	1112	805	776
49	1112	7052	6777
50	1112	2671	2572
51	1112	2399	2309
52	1112	48	47
53	1112	2952	2843
54	1112	2972	2881
55	1112	7731	7473
56	1112	8519	8203
57	1112	5448	5238
58	1112	1046	1007
59	1112	138	131
60	1112	239	231
61	1112	1275	1232
62	1112	378	364
63	1112	1006	973
64	1112	5897	5718
65	1112	13128	12681
66	1112	14373	13876
67	1112	8736	8418
68	1112	6662	6394
69	1112	15787	15233
70	1112	9031	8702
71	1112	285	272
72	1112	1081	1051
73	1112	1580	1516
74	1112	9579	9246
75	1112	1720	1666
76	1112	5989	5792
77	1112	8188	7883
78	1112	7731	7441
79	1112	5442	5243
80	1112	9943	9594
81	1112	8621	8325
82	1112	4169	4025
83	1112	5751	5550
84	1112	2439	2365
85	1112	1211	1160
86	1112	848	813
87	1112	774	749
88	1112	9808	9467
89	1112	12624	12147
90	1112	13192	12736
91	1112	10556	10155
92	1112	7777	7495
93	1112	14179	13680
94	1112	11941	11511
95	1112	13067	12611
96	1112	18759	18128
97	1112	4932	4747
98	1112	2968	2846
99	1112	998	956
100	1112	444	428
101	1112	2073	2008
102	1112	246	233
103	1112	199	194
104	1112	1080	1035
105	1112	810	776
106	1112	7889	7589
107	1112	7083	6815
108	1112	5870	5696
109	1112	18	18
110	1112	5171	4988
111	1112	7042	6792
112	1112	9952	9562
113	1112	8395	8079
114	1112	10400	10002
115	1112	266	255
116	1112	1538	1478
117	1112	5876	5687
118	1112	1230	1183
119	1112	3199	3085
120	1112	3290	3134
121	1112	6467	6233
122	1112	2453	2343
123	1112	1030	994
124	1112	412	393
125	1112	1172	1145
126	1112	3467	3329
127	1112	21	19
128	1112	3328	3186
129	1112	32	29
130	1112	490	470
131	1112	167	165
132	1112	69	68
133	1112	103	96
134	1112	28	27
0	1113	186101	161103
1	1113	1093	1060
2	1113	1063	1041
3	1113	637	618
4	1113	1612	1571
5	1113	1211	1190
6	1113	593	576
7	1113	773	765
8	1113	1149	1126
9	1113	2193	2141
10	1113	3877	3804
11	1113	1798	1755
12	1113	2202	2157
13	1113	2545	2495
14	1113	2605	2551
15	1113	909	895
16	1113	3907	3829
17	1113	1439	1410
18	1113	642	630
19	1113	4237	4145
20	1113	3558	3433
21	1113	2968	2900
22	1113	5247	5129
23	1113	5504	5397
24	1113	5583	5473
25	1113	9411	9200
26	1113	6609	6485
27	1113	5270	5160
28	1113	5328	5218
29	1113	2388	2344
30	1113	4752	4632
31	1113	2344	2302
32	1113	5134	5049
33	1113	1970	1923
34	1113	2221	2174
35	1113	2988	2935
36	1113	2020	1969
37	1113	1890	1862
38	1113	4415	4330
39	1113	7569	7418
40	1113	5350	5237
41	1113	7763	7586
42	1113	6702	6572
43	1113	12416	12158
44	1113	28	27
45	1113	4595	4498
46	1113	2614	2564
47	1113	86	84
48	1113	798	775
49	1113	7038	6852
50	1113	2732	2652
51	1113	2415	2365
52	1113	41	41
53	1113	2879	2815
54	1113	2953	2882
55	1113	7760	7600
56	1113	9028	8829
57	1113	5598	5497
58	1113	1076	1039
59	1113	176	173
60	1113	251	242
61	1113	1269	1244
62	1113	391	380
63	1113	1025	1005
64	1113	6127	6012
65	1113	13160	12905
66	1113	14113	13799
67	1113	8735	8541
68	1113	6666	6510
69	1113	16264	15919
70	1113	9314	9117
71	1113	360	352
72	1113	1009	993
73	1113	1628	1588
74	1113	9878	9668
75	1113	1702	1671
76	1113	6052	5930
77	1113	8349	8180
78	1113	7508	7346
79	1113	5543	5414
80	1113	10106	9924
81	1113	8762	8575
82	1113	4218	4121
83	1113	6004	5870
84	1113	2467	2401
85	1113	1226	1200
86	1113	836	809
87	1113	828	810
88	1113	9767	9574
89	1113	12345	12060
90	1113	13513	13237
91	1113	11010	10769
92	1113	7606	7451
93	1113	14594	14305
94	1113	12532	12261
95	1113	13353	13075
96	1113	18934	18534
97	1113	5080	4947
98	1113	2967	2903
99	1113	1048	1024
100	1113	420	411
101	1113	2184	2131
102	1113	237	231
103	1113	207	199
104	1113	1041	1010
105	1113	783	762
106	1113	7829	7677
107	1113	6988	6824
108	1113	6070	5934
109	1113	18	17
110	1113	5054	4933
111	1113	7109	6966
112	1113	9828	9582
113	1113	8326	8148
114	1113	10233	9998
115	1113	264	261
116	1113	1561	1529
117	1113	5885	5764
118	1113	1293	1257
119	1113	3112	3041
120	1113	3124	3020
121	1113	6373	6245
122	1113	2577	2510
123	1113	1105	1081
124	1113	457	444
125	1113	1300	1272
126	1113	3485	3401
127	1113	22	21
128	1113	3350	3276
129	1113	40	38
130	1113	556	538
131	1113	218	214
132	1113	67	66
133	1113	102	100
134	1113	24	24
0	1114	184682	159457
1	1114	1124	1098
2	1114	1027	1006
3	1114	695	680
4	1114	1609	1578
5	1114	1150	1120
6	1114	608	599
7	1114	832	807
8	1114	1104	1078
9	1114	2111	2069
10	1114	3755	3659
11	1114	1952	1915
12	1114	2259	2214
13	1114	2568	2523
14	1114	2764	2711
15	1114	903	887
16	1114	3939	3862
17	1114	1478	1443
18	1114	673	660
19	1114	4146	4040
20	1114	3280	3173
21	1114	3161	3108
22	1114	5093	4974
23	1114	5497	5403
24	1114	5523	5385
25	1114	9428	9233
26	1114	6479	6350
27	1114	5189	5059
28	1114	5289	5185
29	1114	2261	2206
30	1114	4843	4729
31	1114	2572	2517
32	1114	5195	5074
33	1114	2112	2070
34	1114	2244	2187
35	1114	3044	2999
36	1114	2029	1976
37	1114	1842	1806
38	1114	4337	4223
39	1114	7528	7377
40	1114	5271	5158
41	1114	7773	7622
42	1114	6760	6589
43	1114	12160	11900
44	1114	34	32
45	1114	4656	4560
46	1114	2775	2710
47	1114	86	85
48	1114	750	736
49	1114	6893	6724
50	1114	2701	2653
51	1114	2509	2456
52	1114	45	44
53	1114	2949	2885
54	1114	2910	2863
55	1114	7793	7644
56	1114	8696	8509
57	1114	5426	5324
58	1114	1057	1030
59	1114	188	184
60	1114	225	220
61	1114	1369	1341
62	1114	342	335
63	1114	1105	1084
64	1114	6037	5909
65	1114	13346	13052
66	1114	14053	13725
67	1114	8562	8369
68	1114	6550	6405
69	1114	16160	15806
70	1114	9202	8988
71	1114	328	321
72	1114	1046	1024
73	1114	1601	1563
74	1114	9751	9576
75	1114	1826	1780
76	1114	5969	5834
77	1114	8372	8187
78	1114	7668	7520
79	1114	5593	5483
80	1114	10065	9862
81	1114	8570	8357
82	1114	4076	3990
83	1114	6036	5909
84	1114	2448	2400
85	1114	1297	1277
86	1114	835	822
87	1114	855	839
88	1114	9702	9511
89	1114	12516	12250
90	1114	13365	13094
91	1114	10621	10373
92	1114	7982	7815
93	1114	14780	14474
94	1114	12217	11958
95	1114	13442	13171
96	1114	19046	18624
97	1114	5063	4973
98	1114	2841	2779
99	1114	1011	996
100	1114	445	431
101	1114	2126	2083
102	1114	215	209
103	1114	208	200
104	1114	1027	1001
105	1114	740	723
106	1114	7693	7517
107	1114	7025	6868
108	1114	6166	6024
109	1114	28	28
110	1114	5050	4939
111	1114	7081	6950
112	1114	9796	9572
113	1114	8269	8092
114	1114	10057	9805
115	1114	307	297
116	1114	1547	1524
117	1114	6012	5883
118	1114	1279	1252
119	1114	3240	3158
120	1114	2966	2864
121	1114	6366	6224
122	1114	2483	2431
123	1114	1098	1076
124	1114	457	441
125	1114	1324	1292
126	1114	3597	3528
127	1114	18	18
128	1114	3091	3023
129	1114	58	55
130	1114	536	522
131	1114	172	169
132	1114	63	60
133	1114	90	88
134	1114	28	28
0	1115	184917	161004
1	1115	1221	1189
2	1115	1087	1060
3	1115	723	703
4	1115	1650	1621
5	1115	1157	1137
6	1115	605	593
7	1115	751	741
8	1115	1121	1100
9	1115	2093	2036
10	1115	3831	3767
11	1115	1819	1788
12	1115	2246	2206
13	1115	2500	2459
14	1115	2658	2609
15	1115	878	861
16	1115	3977	3901
17	1115	1549	1520
18	1115	691	679
19	1115	4169	4076
20	1115	2965	2864
21	1115	3206	3138
22	1115	5229	5113
23	1115	5484	5356
24	1115	5269	5147
25	1115	9377	9201
26	1115	6377	6257
27	1115	5230	5129
28	1115	5446	5338
29	1115	2358	2320
30	1115	4824	4718
31	1115	2346	2299
32	1115	5273	5180
33	1115	1994	1951
34	1115	2251	2204
35	1115	3016	2961
36	1115	1951	1902
37	1115	1912	1875
38	1115	4384	4280
39	1115	7572	7426
40	1115	5178	5075
41	1115	7885	7742
42	1115	6861	6718
43	1115	12374	12122
44	1115	32	30
45	1115	4635	4551
46	1115	2718	2667
47	1115	97	94
48	1115	772	763
49	1115	7058	6869
50	1115	2628	2568
51	1115	2434	2384
52	1115	49	46
53	1115	2983	2921
54	1115	3014	2945
55	1115	7966	7832
56	1115	8905	8737
57	1115	5314	5206
58	1115	1062	1038
59	1115	159	157
60	1115	251	246
61	1115	1326	1306
62	1115	369	362
63	1115	1029	1014
64	1115	6039	5919
65	1115	13388	13118
66	1115	14137	13834
67	1115	8705	8526
68	1115	6557	6415
69	1115	16035	15719
70	1115	9205	9014
71	1115	318	308
72	1115	995	972
73	1115	1610	1573
74	1115	9962	9751
75	1115	1771	1733
76	1115	6029	5904
77	1115	8223	8077
78	1115	7872	7732
79	1115	5660	5555
80	1115	10055	9856
81	1115	8498	8329
82	1115	4090	4012
83	1115	5887	5771
84	1115	2502	2451
85	1115	1331	1298
86	1115	840	820
87	1115	811	797
88	1115	9891	9713
89	1115	12619	12373
90	1115	13119	12825
91	1115	10717	10497
92	1115	7548	7388
93	1115	14752	14484
94	1115	12349	12126
95	1115	13132	12897
96	1115	18739	18394
97	1115	4962	4856
98	1115	3025	2961
99	1115	1142	1107
100	1115	448	440
101	1115	2163	2120
102	1115	245	241
103	1115	225	221
104	1115	957	941
105	1115	810	794
106	1115	7511	7358
107	1115	7022	6880
108	1115	6162	6057
109	1115	21	21
110	1115	5168	5030
111	1115	7129	7004
112	1115	9911	9685
113	1115	8229	8069
114	1115	9855	9642
115	1115	257	255
116	1115	1509	1487
117	1115	5843	5704
118	1115	1305	1279
119	1115	3224	3149
120	1115	2588	2478
121	1115	6608	6494
122	1115	2498	2451
123	1115	1154	1128
124	1115	449	438
125	1115	1246	1220
126	1115	3472	3394
127	1115	16	16
128	1115	3203	3128
129	1115	55	52
130	1115	570	553
131	1115	176	174
132	1115	70	69
133	1115	97	94
134	1115	29	29
0	1116	186573	163595
1	1116	1015	995
2	1116	1029	996
3	1116	658	639
4	1116	1686	1645
5	1116	1201	1178
6	1116	597	584
7	1116	814	797
8	1116	1097	1069
9	1116	2129	2090
10	1116	3878	3799
11	1116	1738	1700
12	1116	2297	2262
13	1116	2712	2666
14	1116	2696	2650
15	1116	927	918
16	1116	4071	3988
17	1116	1610	1576
18	1116	651	630
19	1116	4322	4239
20	1116	2787	2686
21	1116	3123	3064
22	1116	5365	5258
23	1116	5664	5578
24	1116	5184	5070
25	1116	9504	9335
26	1116	6382	6264
27	1116	5317	5204
28	1116	5309	5204
29	1116	2332	2293
30	1116	4862	4771
31	1116	2290	2250
32	1116	5275	5177
33	1116	2091	2048
34	1116	2224	2175
35	1116	3090	3017
36	1116	1884	1846
37	1116	1910	1878
38	1116	4327	4255
39	1116	7569	7423
40	1116	5351	5244
41	1116	7799	7667
42	1116	6846	6730
43	1116	12331	12103
44	1116	28	28
45	1116	4728	4648
46	1116	2792	2743
47	1116	110	108
48	1116	823	809
49	1116	6873	6717
50	1116	2673	2625
51	1116	2573	2522
52	1116	56	56
53	1116	3077	3019
54	1116	2964	2906
55	1116	7946	7772
56	1116	8773	8606
57	1116	5231	5148
58	1116	987	967
59	1116	158	156
60	1116	201	199
61	1116	1422	1388
62	1116	371	362
63	1116	1035	1022
64	1116	6170	6048
65	1116	13430	13161
66	1116	14289	14030
67	1116	8670	8492
68	1116	6510	6386
69	1116	16540	16227
70	1116	9456	9269
71	1116	359	354
72	1116	902	886
73	1116	1599	1563
74	1116	9995	9806
75	1116	1746	1717
76	1116	6307	6182
77	1116	8325	8185
78	1116	7803	7634
79	1116	5791	5687
80	1116	10199	10028
81	1116	8717	8548
82	1116	4015	3940
83	1116	6062	5953
84	1116	2472	2420
85	1116	1264	1244
86	1116	890	870
87	1116	843	827
88	1116	10064	9845
89	1116	12583	12369
90	1116	13296	13080
91	1116	10636	10443
92	1116	7733	7573
93	1116	14562	14316
94	1116	12635	12403
95	1116	13563	13335
96	1116	18960	18645
97	1116	5040	4934
98	1116	2960	2900
99	1116	1116	1097
100	1116	441	433
101	1116	2200	2151
102	1116	196	188
103	1116	211	207
104	1116	956	941
105	1116	691	677
106	1116	7738	7609
107	1116	7050	6899
108	1116	6133	6016
109	1116	28	26
110	1116	5025	4922
111	1116	7029	6892
112	1116	9716	9508
113	1116	8187	8017
114	1116	9600	9412
115	1116	301	292
116	1116	1546	1527
117	1116	5980	5848
118	1116	1362	1329
119	1116	3042	2982
120	1116	2304	2227
121	1116	6627	6496
122	1116	2561	2515
123	1116	1107	1089
124	1116	439	428
125	1116	1308	1282
126	1116	3365	3299
127	1116	20	20
128	1116	3159	3084
129	1116	51	48
130	1116	560	551
131	1116	174	172
132	1116	44	44
133	1116	103	101
134	1116	34	30
0	1117	193339	166838
1	1117	1127	1105
2	1117	1049	1028
3	1117	655	640
4	1117	1636	1615
5	1117	1159	1137
6	1117	566	555
7	1117	778	759
8	1117	1181	1158
9	1117	2326	2289
10	1117	3962	3890
11	1117	1882	1841
12	1117	2350	2305
13	1117	2602	2559
14	1117	2659	2623
15	1117	960	947
16	1117	4199	4119
17	1117	1552	1525
18	1117	690	675
19	1117	4136	4066
20	1117	2483	2388
21	1117	3363	3303
22	1117	5339	5230
23	1117	5618	5512
24	1117	5220	5080
25	1117	9754	9561
26	1117	6601	6495
27	1117	5110	5018
28	1117	5399	5301
29	1117	2465	2420
30	1117	4741	4640
31	1117	2486	2448
32	1117	5304	5211
33	1117	2094	2064
34	1117	2184	2134
35	1117	2908	2835
36	1117	1821	1773
37	1117	1958	1927
38	1117	4345	4263
39	1117	7750	7614
40	1117	5283	5184
41	1117	7859	7691
42	1117	6779	6681
43	1117	12537	12273
44	1117	29	28
45	1117	4859	4779
46	1117	2734	2674
47	1117	83	82
48	1117	749	739
49	1117	6887	6744
50	1117	2546	2504
51	1117	2560	2509
52	1117	41	38
53	1117	3088	3044
54	1117	3029	2967
55	1117	7859	7722
56	1117	9061	8888
57	1117	5633	5521
58	1117	1060	1044
59	1117	183	181
60	1117	220	213
61	1117	1425	1393
62	1117	438	424
63	1117	1095	1070
64	1117	6508	6376
65	1117	13610	13347
66	1117	14096	13800
67	1117	8582	8388
68	1117	6665	6527
69	1117	16820	16505
70	1117	9407	9227
71	1117	364	356
72	1117	983	966
73	1117	1637	1612
74	1117	9676	9475
75	1117	1812	1784
76	1117	6171	6043
77	1117	8626	8490
78	1117	7900	7742
79	1117	5706	5592
80	1117	10164	9984
81	1117	8812	8659
82	1117	4145	4056
83	1117	6013	5896
84	1117	2567	2502
85	1117	1302	1276
86	1117	920	902
87	1117	885	877
88	1117	10115	9928
89	1117	12833	12589
90	1117	13481	13205
91	1117	10418	10202
92	1117	7629	7482
93	1117	15000	14755
94	1117	12513	12265
95	1117	13222	12975
96	1117	18981	18648
97	1117	5134	5037
98	1117	2822	2762
99	1117	1078	1057
100	1117	445	437
101	1117	2339	2310
102	1117	247	238
103	1117	228	224
104	1117	965	932
105	1117	739	723
106	1117	7718	7575
107	1117	7246	7101
108	1117	6312	6194
109	1117	31	29
110	1117	5013	4903
111	1117	7170	7050
112	1117	9787	9598
113	1117	8119	7964
114	1117	9171	8959
115	1117	320	312
116	1117	1551	1521
117	1117	5996	5875
118	1117	1307	1282
119	1117	3070	3012
120	1117	2029	1938
121	1117	6843	6692
122	1117	2527	2487
123	1117	1134	1108
124	1117	396	386
125	1117	1268	1241
126	1117	3307	3231
127	1117	18	16
128	1117	3308	3248
129	1117	59	58
130	1117	537	535
131	1117	172	168
132	1117	71	71
133	1117	104	101
134	1117	40	40
0	1118	188764	165040
1	1118	1086	1063
2	1118	1043	1019
3	1118	691	671
4	1118	1712	1671
5	1118	1282	1258
6	1118	615	600
7	1118	784	772
8	1118	1099	1076
9	1118	2204	2161
10	1118	3836	3763
11	1118	1903	1872
12	1118	2357	2307
13	1118	2569	2523
14	1118	2691	2631
15	1118	892	881
16	1118	4112	4028
17	1118	1561	1534
18	1118	657	638
19	1118	4331	4237
20	1118	2293	2182
21	1118	3362	3306
22	1118	5200	5071
23	1118	5642	5510
24	1118	5030	4880
25	1118	9651	9420
26	1118	6579	6426
27	1118	5445	5331
28	1118	5406	5272
29	1118	2593	2545
30	1118	4832	4714
31	1118	2518	2464
32	1118	5272	5162
33	1118	2021	1985
34	1118	2112	2051
35	1118	3028	2955
36	1118	1659	1611
37	1118	1959	1924
38	1118	4210	4135
39	1118	7629	7491
40	1118	5149	5043
41	1118	7938	7757
42	1118	6706	6539
43	1118	12645	12383
44	1118	32	32
45	1118	4924	4836
46	1118	2908	2849
47	1118	95	94
48	1118	742	734
49	1118	6843	6655
50	1118	2601	2527
51	1118	2637	2588
52	1118	52	50
53	1118	3157	3097
54	1118	2945	2873
55	1118	7953	7797
56	1118	8940	8723
57	1118	5656	5541
58	1118	1006	984
59	1118	147	141
60	1118	252	246
61	1118	1417	1394
62	1118	411	406
63	1118	1153	1120
64	1118	6265	6160
65	1118	13590	13310
66	1118	14263	13932
67	1118	8311	8100
68	1118	6567	6417
69	1118	16737	16378
70	1118	9263	9057
71	1118	344	336
72	1118	984	970
73	1118	1543	1515
74	1118	9702	9482
75	1118	1774	1742
76	1118	6016	5873
77	1118	8517	8360
78	1118	7884	7719
79	1118	5818	5690
80	1118	10017	9818
81	1118	8773	8594
82	1118	4012	3904
83	1118	6013	5888
84	1118	2492	2428
85	1118	1348	1323
86	1118	840	820
87	1118	845	832
88	1118	9953	9756
89	1118	12827	12555
90	1118	13384	13080
91	1118	10530	10266
92	1118	7595	7429
93	1118	15101	14785
94	1118	12295	11997
95	1118	13214	12941
96	1118	18784	18401
97	1118	5012	4868
98	1118	2833	2766
99	1118	1070	1045
100	1118	474	465
101	1118	2288	2233
102	1118	211	208
103	1118	197	194
104	1118	1013	984
105	1118	796	775
106	1118	7528	7355
107	1118	7259	7090
108	1118	6174	6043
109	1118	29	28
110	1118	4979	4870
111	1118	7244	7084
112	1118	9513	9305
113	1118	8126	7935
114	1118	9396	9127
115	1118	295	287
116	1118	1525	1498
117	1118	6014	5888
118	1118	1244	1213
119	1118	3037	2967
120	1118	1767	1667
121	1118	6728	6598
122	1118	2583	2531
123	1118	1128	1106
124	1118	422	411
125	1118	1319	1290
126	1118	3243	3159
127	1118	27	26
128	1118	3213	3128
129	1118	52	52
130	1118	553	544
131	1118	169	163
132	1118	67	67
133	1118	116	113
134	1118	38	37
0	1119	192477	167340
1	1119	1073	1049
2	1119	1126	1083
3	1119	678	656
4	1119	1639	1597
5	1119	1251	1227
6	1119	602	588
7	1119	805	782
8	1119	1173	1146
9	1119	2222	2151
10	1119	3817	3736
11	1119	1897	1850
12	1119	2301	2241
13	1119	2670	2603
14	1119	2621	2553
15	1119	1003	983
16	1119	4137	4029
17	1119	1519	1478
18	1119	652	637
19	1119	4486	4373
20	1119	2039	1933
21	1119	3174	3097
22	1119	5235	5090
23	1119	5568	5414
24	1119	4810	4634
25	1119	9754	9505
26	1119	6526	6344
27	1119	5429	5300
28	1119	5393	5245
29	1119	2537	2480
30	1119	4837	4712
31	1119	2587	2534
32	1119	5468	5318
33	1119	2139	2090
34	1119	2029	1952
35	1119	2974	2884
36	1119	1691	1624
37	1119	1992	1956
38	1119	4446	4337
39	1119	7588	7386
40	1119	5437	5275
41	1119	7823	7611
42	1119	6933	6748
43	1119	12789	12461
44	1119	39	38
45	1119	4982	4874
46	1119	2782	2718
47	1119	104	100
48	1119	762	750
49	1119	6824	6597
50	1119	2499	2421
51	1119	2577	2515
52	1119	41	39
53	1119	3241	3157
54	1119	2897	2824
55	1119	7891	7695
56	1119	8921	8707
57	1119	5647	5493
58	1119	1083	1048
59	1119	157	144
60	1119	228	224
61	1119	1482	1452
62	1119	392	385
63	1119	1136	1111
64	1119	6183	6055
65	1119	13430	13092
66	1119	13773	13358
67	1119	8406	8172
68	1119	6527	6346
69	1119	17019	16648
70	1119	9168	8903
71	1119	338	326
72	1119	1019	995
73	1119	1699	1646
74	1119	9530	9242
75	1119	1841	1797
76	1119	5996	5838
77	1119	8784	8600
78	1119	8071	7847
79	1119	5769	5625
80	1119	10082	9827
81	1119	8692	8435
82	1119	3979	3876
83	1119	5996	5841
84	1119	2456	2387
85	1119	1335	1307
86	1119	856	841
87	1119	838	822
88	1119	10087	9840
89	1119	12792	12459
90	1119	13311	12915
91	1119	10157	9856
92	1119	7597	7403
93	1119	14884	14535
94	1119	12517	12187
95	1119	13202	12894
96	1119	18573	18133
97	1119	4826	4714
98	1119	2903	2839
99	1119	1166	1138
100	1119	435	419
101	1119	2319	2249
102	1119	198	188
103	1119	244	240
104	1119	992	962
105	1119	662	639
106	1119	7738	7557
107	1119	7338	7156
108	1119	6233	6068
109	1119	39	38
110	1119	5049	4907
111	1119	7334	7194
112	1119	9631	9363
113	1119	7988	7807
114	1119	8987	8713
115	1119	290	286
116	1119	1597	1564
117	1119	5928	5787
118	1119	1137	1099
119	1119	3009	2919
120	1119	1541	1433
121	1119	6861	6714
122	1119	2566	2498
123	1119	1132	1097
124	1119	386	378
125	1119	1237	1200
126	1119	3187	3049
127	1119	24	22
128	1119	3203	3115
129	1119	49	46
130	1119	512	497
131	1119	191	185
132	1119	77	77
133	1119	89	86
134	1119	25	24
0	2101	200912	157995
1	2101	1167	1048
2	2101	1051	927
3	2101	704	649
4	2101	1650	1484
5	2101	1163	1068
6	2101	571	516
7	2101	785	695
8	2101	1080	986
9	2101	2082	1861
10	2101	3803	3423
11	2101	1720	1547
12	2101	2282	2054
13	2101	2418	2223
14	2101	2590	2335
15	2101	909	812
16	2101	4042	3673
17	2101	1523	1381
18	2101	715	646
19	2101	4047	3676
20	2101	4253	3820
21	2101	3068	2771
22	2101	5143	4610
23	2101	5380	4853
24	2101	5970	5337
25	2101	9305	8442
26	2101	6386	5804
27	2101	5074	4636
28	2101	5217	4716
29	2101	2189	2005
30	2101	4650	4193
31	2101	2350	2129
32	2101	5163	4621
33	2101	2092	1886
34	2101	2193	1979
35	2101	2829	2526
36	2101	2118	1891
37	2101	1829	1676
38	2101	4117	3720
39	2101	7266	6601
40	2101	5269	4763
41	2101	7545	6803
42	2101	6760	6081
43	2101	11612	10576
44	2101	33	26
45	2101	4533	4114
46	2101	2586	2307
47	2101	91	79
48	2101	734	661
49	2101	6877	6202
50	2101	2747	2446
51	2101	2412	2182
52	2101	26	22
53	2101	2769	2523
54	2101	3097	2739
55	2101	7599	6876
56	2101	8771	7941
57	2101	5329	4748
58	2101	982	885
59	2101	155	145
60	2101	205	183
61	2101	1290	1164
62	2101	370	324
63	2101	1008	906
64	2101	6009	5453
65	2101	13358	12025
66	2101	14405	12995
67	2101	8562	7720
68	2101	6554	5865
69	2101	15725	14209
70	2101	8807	7936
71	2101	322	290
72	2101	1005	915
73	2101	1550	1394
74	2101	9878	8951
75	2101	1729	1569
76	2101	5964	5397
77	2101	7924	7177
78	2101	7440	6671
79	2101	5544	5009
80	2101	10171	9157
81	2101	8815	7932
