SampleNumber	Tile	NumberOfReadsRaw	NumberOfReadsPF
100	1108	2497	2481
101	1108	4	4
102	1108	2801	2781
103	1108	1194	1178
104	1108	1480	1463
105	1108	2367	2347
106	1108	2	2
107	1108	2761	2742
108	1108	2059	2042
109	1108	1951	1936
110	1108	2265	2249
112	1108	1423	1408
113	1108	3001	2970
114	1108	3264	3244
115	1108	3	3
116	1108	2206	2186
117	1108	1930	1906
118	1108	1384	1371
119	1108	2196	2176
120	1108	137	131
121	1108	4184	4142
122	1108	4292	4243
123	1108	3801	3764
124	1108	3731	3703
125	1108	2	2
126	1108	2943	2925
127	1108	1546	1532
128	1108	3622	3595
129	1108	2768	2751
130	1108	95	89
131	1108	1514	1507
132	1108	2955	2918
133	1108	4	4
134	1108	2745	2730
135	1108	2	1
136	1108	2749	2732
137	1108	2	2
138	1108	3035	3011
139	1108	1101	1095
141	1108	2989	2968
142	1108	2391	2375
143	1108	1	1
144	1108	4	4
145	1108	1864	1846
146	1108	2758	2733
147	1108	2426	2400
148	1108	1	1
149	1108	2926	2902
150	1108	1706	1696
151	1108	1801	1788
152	1108	1731	1720
153	1108	2206	2196
156	1108	1850	1833
158	1108	1	1
159	1108	2575	2562
160	1108	2349	2330
161	1108	2447	2431
162	1108	6	6
163	1108	2334	2319
164	1108	3008	2990
165	1108	8	8
166	1108	1399	1386
167	1108	3392	3368
168	1108	1540	1529
169	1108	4764	4719
170	1108	60	59
171	1108	4545	4513
172	1108	3004	2978
173	1108	3929	3897
174	1108	3740	3716
175	1108	3970	3948
176	1108	4182	4144
177	1108	4	4
178	1108	6	6
180	1108	1	1
182	1108	2308	2291
183	1108	1874	1856
0	1109	93826	82394
1	1109	11793	11681
2	1109	333	306
3	1109	823	770
4	1109	2192	2156
5	1109	2552	2514
6	1109	1954	1903
7	1109	27	27
8	1109	7294	7218
9	1109	6565	6501
10	1109	4333	4263
11	1109	3099	3052
12	1109	560	541
13	1109	4500	4461
14	1109	3429	3396
15	1109	4296	4268
16	1109	6823	6726
17	1109	25	24
18	1109	4403	4352
19	1109	3781	3743
20	1109	4263	4228
21	1109	4225	4182
22	1109	9	8
23	1109	3091	3070
24	1109	5089	5049
25	1109	447	446
26	1109	9	8
27	1109	6	5
28	1109	3	3
29	1109	39	39
30	1109	3687	3640
31	1109	3	3
32	1109	8381	8279
33	1109	2419	2380
34	1109	2951	2924
35	1109	71	70
36	1109	5051	4997
37	1109	3	3
38	1109	37	32
39	1109	4039	4007
40	1109	8334	8244
41	1109	1051	1040
42	1109	8429	8361
43	1109	1639	1622
44	1109	4	4
46	1109	4424	4373
47	1109	3	3
48	1109	49	43
49	1109	2343	2326
50	1109	6701	6608
51	1109	6	6
52	1109	2979	2947
53	1109	2	2
54	1109	3196	3147
55	1109	2617	2589
56	1109	36	29
57	1109	2005	1980
58	1109	10	8
59	1109	1173	1161
60	1109	3624	3581
61	1109	3127	3097
62	1109	1872	1844
63	1109	2227	2202
64	1109	28	27
65	1109	2270	2248
66	1109	3343	3301
67	1109	2874	2849
68	1109	3189	3141
69	1109	18	18
70	1109	5073	5013
71	1109	4184	4146
72	1109	3798	3750
73	1109	12	11
74	1109	4	4
75	1109	9227	9136
76	1109	1	1
77	1109	2	2
78	1109	6360	6288
79	1109	11	11
80	1109	590	585
81	1109	9434	9340
82	1109	6856	6775
83	1109	7199	7139
84	1109	22	22
85	1109	11379	11288
86	1109	8348	8268
87	1109	10	9
88	1109	2879	2848
89	1109	9	9
90	1109	5	5
91	1109	2	2
93	1109	1	0
95	1109	5	5
96	1109	2414	2386
97	1109	109	104
98	1109	12	12
99	1109	1	1
100	1109	2360	2339
101	1109	1	1
102	1109	2604	2582
103	1109	1146	1123
104	1109	1478	1458
105	1109	2397	2378
106	1109	4	4
107	1109	2586	2561
108	1109	2084	2065
109	1109	1802	1791
110	1109	2224	2200
112	1109	1351	1335
113	1109	2952	2929
114	1109	3244	3215
115	1109	5	5
116	1109	2037	2014
117	1109	1917	1894
118	1109	1331	1321
119	1109	2317	2299
120	1109	102	98
121	1109	4111	4072
122	1109	4214	4184
123	1109	3899	3868
124	1109	3503	3488
126	1109	2858	2837
127	1109	1429	1422
128	1109	3670	3633
129	1109	2794	2771
130	1109	93	89
131	1109	1479	1466
132	1109	2861	2836
133	1109	4	4
134	1109	2791	2775
136	1109	2740	2708
137	1109	3	3
138	1109	3052	3022
139	1109	1036	1030
140	1109	3	3
141	1109	2987	2969
142	1109	2422	2406
144	1109	5	5
145	1109	1818	1810
146	1109	2685	2665
147	1109	2484	2463
148	1109	3	3
149	1109	2991	2976
150	1109	1709	1697
151	1109	1809	1795
152	1109	1697	1689
153	1109	2159	2136
156	1109	1905	1890
158	1109	5	5
159	1109	2585	2564
160	1109	2289	2276
161	1109	2395	2376
162	1109	8	8
163	1109	2234	2218
164	1109	3093	3066
165	1109	9	9
166	1109	1344	1334
167	1109	3321	3297
168	1109	1599	1590
169	1109	4736	4690
170	1109	70	68
171	1109	4502	4459
172	1109	2978	2958
173	1109	4126	4100
174	1109	3843	3809
175	1109	4027	3996
176	1109	4136	4104
177	1109	1	0
178	1109	9	9
179	1109	1	1
181	1109	2	2
182	1109	2290	2272
183	1109	1823	1803
184	1109	2	1
0	1110	92635	81529
1	1110	12059	11952
2	1110	330	307
3	1110	890	844
4	1110	2359	2329
5	1110	2643	2610
6	1110	1894	1862
7	1110	28	27
8	1110	7506	7419
9	1110	6617	6525
10	1110	4206	4162
11	1110	3158	3128
12	1110	662	637
13	1110	4580	4548
14	1110	3439	3400
15	1110	4429	4384
16	1110	6983	6909
17	1110	19	16
18	1110	4661	4609
19	1110	4139	4107
20	1110	4265	4223
21	1110	4336	4297
22	1110	12	12
23	1110	3396	3363
24	1110	5020	4968
25	1110	455	449
26	1110	14	13
27	1110	7	7
28	1110	2	2
29	1110	32	31
30	1110	3456	3422
31	1110	2	2
32	1110	8399	8317
33	1110	2334	2308
34	1110	2951	2920
35	1110	61	61
36	1110	5090	5038
37	1110	4	3
38	1110	30	29
39	1110	4032	4001
40	1110	8230	8130
41	1110	1008	996
42	1110	8214	8147
43	1110	1577	1566
44	1110	1	1
45	1110	4	3
46	1110	4392	4349
47	1110	7	7
48	1110	40	38
49	1110	2289	2273
50	1110	6694	6627
51	1110	6	5
52	1110	2988	2964
53	1110	2	2
54	1110	3293	3251
55	1110	2722	2696
56	1110	39	32
57	1110	2188	2166
58	1110	11	9
59	1110	1289	1275
60	1110	3771	3722
61	1110	3281	3248
62	1110	1828	1798
63	1110	2240	2216
64	1110	37	32
65	1110	2180	2153
66	1110	3391	3350
67	1110	2851	2828
68	1110	3169	3139
69	1110	11	10
70	1110	4958	4901
71	1110	4158	4125
72	1110	3691	3645
73	1110	19	19
74	1110	6	6
75	1110	9223	9112
76	1110	2	2
77	1110	8	8
78	1110	6735	6670
79	1110	10	10
80	1110	588	581
81	1110	9954	9844
82	1110	6985	6928
83	1110	7315	7249
84	1110	31	28
85	1110	11763	11659
86	1110	8655	8567
87	1110	13	11
88	1110	2907	2881
89	1110	9	6
90	1110	3	3
91	1110	3	3
92	1110	1	1
93	1110	2	2
94	1110	2	2
95	1110	6	6
96	1110	2352	2326
97	1110	96	90
98	1110	5	4
99	1110	6	5
100	1110	2441	2417
102	1110	2621	2603
103	1110	1128	1115
104	1110	1479	1456
105	1110	2373	2356
106	1110	8	8
107	1110	2552	2539
108	1110	2224	2208
109	1110	1924	1906
110	1110	2217	2199
111	1110	3	2
112	1110	1379	1367
113	1110	2948	2927
114	1110	3438	3410
115	1110	6	6
116	1110	2072	2054
117	1110	1981	1966
118	1110	1356	1350
119	1110	2347	2332
120	1110	118	114
121	1110	4253	4230
122	1110	4242	4210
123	1110	3725	3697
124	1110	3610	3591
126	1110	3037	3021
127	1110	1726	1718
128	1110	3785	3758
129	1110	2712	2691
130	1110	86	84
131	1110	1604	1597
132	1110	2944	2928
133	1110	7	6
134	1110	2827	2814
135	1110	2	2
136	1110	2674	2654
137	1110	2	2
138	1110	2975	2954
139	1110	1074	1067
140	1110	1	1
141	1110	3087	3073
142	1110	2225	2206
143	1110	2	1
144	1110	4	4
145	1110	1892	1873
146	1110	2731	2714
147	1110	2430	2410
149	1110	3115	3091
150	1110	1814	1806
151	1110	1814	1807
152	1110	1701	1686
153	1110	2101	2079
154	1110	2	2
155	1110	1	1
156	1110	1913	1899
157	1110	1	1
158	1110	2	2
159	1110	2661	2640
160	1110	2218	2203
161	1110	2346	2328
162	1110	6	6
163	1110	2158	2140
164	1110	3080	3062
165	1110	10	10
166	1110	1339	1328
167	1110	3404	3383
168	1110	1659	1648
169	1110	4733	4705
170	1110	73	71
171	1110	4606	4564
172	1110	3087	3053
173	1110	4004	3970
174	1110	3939	3913
175	1110	4005	3982
176	1110	4319	4282
177	1110	2	2
178	1110	9	9
179	1110	2	2
180	1110	2	2
181	1110	2	2
182	1110	2332	2316
183	1110	1737	1726
0	1111	93162	81886
1	1111	12208	12082
2	1111	307	280
3	1111	820	771
4	1111	2266	2218
5	1111	2809	2760
6	1111	1883	1847
7	1111	24	23
8	1111	7265	7185
9	1111	6719	6642
10	1111	4127	4082
11	1111	3011	2971
12	1111	580	556
13	1111	4359	4323
14	1111	3612	3572
15	1111	4205	4165
16	1111	6771	6694
17	1111	23	22
18	1111	4559	4502
19	1111	4009	3965
20	1111	4230	4191
21	1111	4308	4271
22	1111	12	11
23	1111	3313	3276
24	1111	4978	4916
25	1111	418	415
26	1111	10	9
27	1111	2	2
28	1111	4	4
29	1111	23	23
30	1111	3657	3616
32	1111	8388	8271
33	1111	2278	2256
34	1111	2967	2931
35	1111	58	57
36	1111	5218	5170
37	1111	4	4
38	1111	34	33
39	1111	4056	4023
40	1111	8361	8262
41	1111	979	971
42	1111	8099	8019
43	1111	1628	1608
44	1111	2	2
45	1111	1	1
46	1111	4370	4318
47	1111	13	13
48	1111	48	43
49	1111	2383	2354
50	1111	6887	6791
51	1111	6	6
52	1111	2924	2899
53	1111	2	2
54	1111	3092	3048
55	1111	2728	2702
56	1111	38	30
57	1111	2135	2114
58	1111	11	11
59	1111	1198	1191
60	1111	3633	3593
61	1111	3268	3237
62	1111	1699	1670
63	1111	2325	2306
64	1111	48	40
65	1111	2124	2097
66	1111	3326	3285
67	1111	2845	2812
68	1111	3074	3029
69	1111	18	17
70	1111	4927	4872
71	1111	4219	4191
72	1111	3594	3551
73	1111	9	8
74	1111	5	5
75	1111	9298	9185
76	1111	1	1
77	1111	6	5
78	1111	6401	6326
79	1111	18	17
80	1111	551	541
81	1111	9542	9432
82	1111	6888	6806
83	1111	7205	7132
84	1111	34	31
85	1111	11567	11468
86	1111	8531	8463
87	1111	15	15
88	1111	2844	2799
89	1111	4	4
90	1111	4	3
91	1111	6	5
93	1111	3	2
94	1111	2	2
95	1111	7	7
96	1111	2286	2259
97	1111	88	83
98	1111	2	2
99	1111	6	6
100	1111	2462	2447
101	1111	1	1
102	1111	2612	2592
103	1111	1201	1190
104	1111	1586	1565
105	1111	2512	2499
106	1111	2	2
107	1111	2436	2413
108	1111	1965	1950
109	1111	1932	1922
110	1111	2197	2182
111	1111	3	3
112	1111	1412	1397
113	1111	2871	2849
114	1111	3321	3287
115	1111	2	2
116	1111	1928	1917
117	1111	1767	1748
118	1111	1354	1340
119	1111	2306	2291
120	1111	114	110
121	1111	4026	3998
122	1111	4252	4217
123	1111	3558	3528
124	1111	3548	3520
125	1111	2	2
126	1111	2947	2927
127	1111	1555	1540
128	1111	3833	3802
129	1111	2775	2747
130	1111	68	65
131	1111	1566	1549
132	1111	2969	2949
133	1111	5	5
134	1111	2679	2657
135	1111	3	3
136	1111	2622	2598
137	1111	1	1
138	1111	3098	3060
139	1111	1044	1035
141	1111	2990	2970
142	1111	2365	2354
143	1111	8	8
144	1111	1	1
145	1111	1817	1801
146	1111	2538	2521
147	1111	2291	2276
148	1111	3	3
149	1111	2952	2933
150	1111	1763	1750
151	1111	1852	1839
152	1111	1731	1721
153	1111	2222	2200
154	1111	3	3
155	1111	2	2
156	1111	1797	1780
158	1111	2	1
159	1111	2647	2634
160	1111	2207	2193
161	1111	2323	2298
162	1111	3	2
163	1111	2128	2120
164	1111	3036	3007
165	1111	10	10
166	1111	1335	1327
167	1111	3355	3327
168	1111	1536	1520
169	1111	4557	4517
170	1111	62	59
171	1111	4498	4460
172	1111	3102	3085
173	1111	3894	3868
174	1111	3645	3619
175	1111	3795	3773
176	1111	4231	4199
178	1111	7	4
179	1111	2	2
180	1111	1	1
181	1111	1	1
182	1111	2230	2216
183	1111	1851	1836
184	1111	2	2
0	1112	92905	81854
1	1112	11853	11731
2	1112	252	230
3	1112	816	773
4	1112	2328	2283
5	1112	2485	2455
6	1112	1843	1803
7	1112	21	20
8	1112	7319	7238
9	1112	6621	6540
10	1112	4150	4092
11	1112	3126	3082
12	1112	646	633
13	1112	4390	4357
14	1112	3303	3271
15	1112	4258	4204
16	1112	6915	6827
17	1112	29	26
18	1112	4422	4369
19	1112	4022	3989
20	1112	4276	4238
21	1112	4434	4400
22	1112	6	6
23	1112	3326	3291
24	1112	5038	4982
25	1112	432	424
26	1112	12	12
27	1112	3	3
28	1112	4	4
29	1112	19	19
30	1112	3582	3552
32	1112	8508	8412
33	1112	2342	2316
34	1112	2943	2912
35	1112	65	65
36	1112	5152	5087
38	1112	25	24
39	1112	3959	3909
40	1112	8196	8094
41	1112	1025	1016
42	1112	8192	8123
43	1112	1664	1652
44	1112	1	1
46	1112	4284	4238
47	1112	5	4
48	1112	37	36
49	1112	2308	2280
50	1112	7006	6928
51	1112	5	5
52	1112	3035	3010
53	1112	2	2
54	1112	3195	3155
55	1112	2696	2668
56	1112	35	30
57	1112	2152	2123
58	1112	14	14
59	1112	1202	1191
60	1112	3763	3713
61	1112	3316	3280
62	1112	1703	1684
63	1112	2327	2307
64	1112	34	32
65	1112	2159	2137
66	1112	3174	3142
67	1112	2835	2798
68	1112	3185	3149
69	1112	6	6
70	1112	4891	4837
71	1112	4167	4128
72	1112	3685	3637
73	1112	16	16
74	1112	10	10
75	1112	9376	9280
76	1112	1	1
77	1112	4	3
78	1112	6354	6300
79	1112	15	15
80	1112	580	568
81	1112	9429	9330
82	1112	6723	6654
83	1112	7270	7210
84	1112	38	36
85	1112	11773	11671
86	1112	8271	8181
87	1112	8	6
88	1112	2926	2886
89	1112	2	1
90	1112	2	2
91	1112	3	3
92	1112	1	1
93	1112	1	0
94	1112	3	3
95	1112	7	7
96	1112	2306	2282
97	1112	110	100
98	1112	11	10
99	1112	6	6
100	1112	2276	2259
101	1112	2	2
102	1112	2705	2681
103	1112	1094	1085
104	1112	1431	1415
105	1112	2500	2477
106	1112	4	4
107	1112	2616	2596
108	1112	2142	2128
109	1112	1826	1814
110	1112	2296	2270
111	1112	2	2
112	1112	1400	1386
113	1112	2964	2931
114	1112	3264	3246
115	1112	1	1
116	1112	1838	1821
117	1112	1906	1887
118	1112	1484	1468
119	1112	2237	2221
120	1112	133	124
121	1112	4184	4148
122	1112	4170	4132
123	1112	3657	3637
124	1112	3723	3692
125	1112	1	1
126	1112	3050	3033
127	1112	1609	1602
128	1112	3799	3769
129	1112	2664	2637
130	1112	69	67
131	1112	1610	1598
132	1112	2826	2798
133	1112	2	2
134	1112	2689	2669
135	1112	1	1
136	1112	2617	2594
137	1112	2	2
138	1112	3016	3002
139	1112	1075	1068
140	1112	1	1
141	1112	2931	2912
142	1112	2311	2297
143	1112	4	4
144	1112	4	4
145	1112	1919	1909
146	1112	2694	2677
147	1112	2403	2386
148	1112	3	3
149	1112	2912	2894
150	1112	1814	1799
151	1112	1791	1783
152	1112	1610	1598
153	1112	2194	2176
154	1112	1	1
156	1112	1734	1726
157	1112	2	2
158	1112	1	1
159	1112	2499	2481
160	1112	2264	2246
161	1112	2323	2303
162	1112	3	3
163	1112	2297	2281
164	1112	2999	2977
165	1112	12	11
166	1112	1347	1341
167	1112	3427	3405
168	1112	1554	1541
169	1112	4570	4533
170	1112	57	52
171	1112	4419	4392
172	1112	3019	2989
173	1112	4059	4035
174	1112	3678	3641
175	1112	3896	3872
176	1112	4205	4179
177	1112	8	8
178	1112	5	5
179	1112	1	1
180	1112	1	1
181	1112	1	1
182	1112	2332	2319
183	1112	1901	1887
0	1113	91407	80147
1	1113	12217	12105
2	1113	285	256
3	1113	907	841
4	1113	2307	2264
5	1113	2600	2573
6	1113	1824	1788
7	1113	39	37
8	1113	7456	7357
9	1113	6745	6658
10	1113	4263	4216
11	1113	3142	3087
12	1113	631	619
13	1113	4479	4446
14	1113	3408	3380
15	1113	4317	4273
16	1113	6930	6847
17	1113	22	19
18	1113	4461	4418
19	1113	3871	3841
20	1113	4459	4417
21	1113	4377	4331
22	1113	14	13
23	1113	3239	3194
24	1113	5017	4966
25	1113	417	415
26	1113	11	10
27	1113	3	3
28	1113	1	0
29	1113	10	10
30	1113	3423	3396
31	1113	4	4
32	1113	8417	8310
33	1113	2318	2293
34	1113	2915	2871
35	1113	68	67
36	1113	5327	5266
37	1113	2	2
38	1113	17	16
39	1113	3829	3789
40	1113	8457	8356
41	1113	950	938
42	1113	8302	8222
43	1113	1631	1616
44	1113	8	8
45	1113	1	1
46	1113	4142	4106
47	1113	3	3
48	1113	35	30
49	1113	2285	2261
50	1113	7037	6949
51	1113	7	6
52	1113	2825	2798
53	1113	7	7
54	1113	3224	3180
55	1113	2660	2642
56	1113	40	27
57	1113	2123	2102
58	1113	14	13
59	1113	1311	1298
60	1113	3707	3665
61	1113	3234	3202
62	1113	1766	1744
63	1113	2284	2256
64	1113	26	24
65	1113	2095	2061
66	1113	3346	3311
67	1113	2806	2780
68	1113	3196	3158
69	1113	14	13
70	1113	5000	4939
71	1113	4149	4113
72	1113	3630	3575
73	1113	13	13
74	1113	5	4
75	1113	9271	9170
76	1113	1	1
77	1113	6	6
78	1113	6567	6499
79	1113	13	9
80	1113	516	505
81	1113	9620	9516
82	1113	7050	6970
83	1113	7221	7151
84	1113	31	28
85	1113	11775	11660
86	1113	8493	8387
87	1113	13	11
88	1113	2978	2933
89	1113	7	4
90	1113	2	2
91	1113	3	3
92	1113	1	1
93	1113	1	1
94	1113	2	2
95	1113	2	2
96	1113	2344	2309
97	1113	112	104
98	1113	5	3
99	1113	9	9
100	1113	2478	2459
101	1113	3	3
102	1113	2729	2703
103	1113	1196	1175
104	1113	1414	1396
105	1113	2547	2521
106	1113	1	1
107	1113	2595	2568
108	1113	2130	2114
109	1113	1871	1859
110	1113	2178	2160
111	1113	1	1
112	1113	1361	1349
113	1113	2901	2873
114	1113	3245	3211
115	1113	2	2
116	1113	1836	1816
117	1113	1804	1779
118	1113	1428	1416
119	1113	2291	2271
120	1113	128	126
121	1113	4219	4198
122	1113	4404	4366
123	1113	3782	3752
124	1113	3751	3720
125	1113	4	4
126	1113	3045	3028
127	1113	1720	1703
128	1113	3900	3867
129	1113	2682	2656
130	1113	91	84
131	1113	1615	1603
132	1113	2929	2905
134	1113	2827	2803
135	1113	5	5
136	1113	2663	2636
137	1113	1	1
138	1113	2989	2970
139	1113	1090	1085
140	1113	2	2
141	1113	3009	2987
142	1113	2418	2401
144	1113	1	1
145	1113	1827	1809
146	1113	2731	2693
147	1113	2465	2448
148	1113	3	2
149	1113	2927	2910
150	1113	1776	1762
151	1113	1885	1870
152	1113	1820	1804
153	1113	2231	2206
154	1113	1	1
156	1113	1812	1804
158	1113	3	3
159	1113	2593	2567
160	1113	2301	2291
161	1113	2401	2383
162	1113	2	2
163	1113	2228	2211
164	1113	3119	3098
165	1113	7	5
166	1113	1472	1462
167	1113	3289	3259
168	1113	1616	1602
169	1113	4615	4585
170	1113	57	56
171	1113	4596	4560
172	1113	3086	3059
173	1113	4080	4064
174	1113	3839	3801
175	1113	3931	3906
176	1113	4233	4200
177	1113	1	1
178	1113	9	7
180	1113	1	1
181	1113	1	1
182	1113	2360	2343
183	1113	1797	1783
184	1113	1	1
0	1114	91724	80466
1	1114	12258	12139
2	1114	312	293
3	1114	840	781
4	1114	2288	2238
5	1114	2595	2557
6	1114	1778	1727
7	1114	26	23
8	1114	7536	7451
9	1114	6834	6754
10	1114	4176	4122
11	1114	3059	3013
12	1114	638	630
13	1114	4590	4561
14	1114	3487	3449
15	1114	4094	4060
16	1114	6899	6815
17	1114	31	28
18	1114	4561	4512
19	1114	3950	3912
20	1114	4438	4380
21	1114	4431	4396
22	1114	14	12
23	1114	3259	3241
24	1114	5116	5070
25	1114	437	429
26	1114	6	5
27	1114	1	1
28	1114	2	2
29	1114	12	12
30	1114	3478	3455
32	1114	8481	8375
33	1114	2415	2393
34	1114	2928	2898
35	1114	55	55
36	1114	5162	5114
38	1114	27	26
39	1114	3871	3833
40	1114	8172	8080
41	1114	945	937
42	1114	8299	8209
43	1114	1656	1641
44	1114	3	3
45	1114	4	4
46	1114	4250	4200
47	1114	10	9
48	1114	42	40
49	1114	2385	2359
50	1114	6620	6533
51	1114	1	1
52	1114	2916	2883
53	1114	5	5
54	1114	3193	3145
55	1114	2662	2638
56	1114	26	19
57	1114	2145	2128
58	1114	11	11
59	1114	1227	1213
60	1114	3744	3694
61	1114	3270	3231
62	1114	1718	1693
63	1114	2287	2258
64	1114	30	24
65	1114	2071	2043
66	1114	3241	3209
67	1114	2903	2867
68	1114	3301	3263
69	1114	14	13
70	1114	4854	4801
71	1114	4069	4030
72	1114	3628	3587
73	1114	16	16
74	1114	1	1
75	1114	9487	9389
76	1114	5	5
77	1114	3	2
78	1114	6219	6141
79	1114	18	16
80	1114	522	511
81	1114	9814	9721
82	1114	6924	6858
83	1114	7236	7173
84	1114	20	18
85	1114	11424	11335
86	1114	8218	8141
87	1114	12	12
88	1114	2915	2874
89	1114	7	6
90	1114	4	3
91	1114	2	2
92	1114	1	1
93	1114	1	1
95	1114	5	5
96	1114	2396	2375
97	1114	117	111
98	1114	7	7
99	1114	4	4
100	1114	2437	2414
101	1114	2	2
102	1114	2665	2632
103	1114	1147	1126
104	1114	1481	1461
105	1114	2521	2506
107	1114	2586	2565
108	1114	2073	2052
109	1114	1945	1928
110	1114	2210	2198
111	1114	1	1
112	1114	1359	1349
113	1114	2928	2897
114	1114	3376	3344
115	1114	4	3
116	1114	1692	1680
117	1114	1866	1849
118	1114	1389	1375
119	1114	2404	2371
120	1114	150	141
121	1114	4065	4032
122	1114	4314	4267
123	1114	3815	3780
124	1114	3545	3516
125	1114	2	2
126	1114	3084	3061
127	1114	1525	1516
128	1114	3934	3897
129	1114	2807	2788
130	1114	92	85
131	1114	1539	1519
132	1114	2868	2851
133	1114	1	1
134	1114	2786	2758
136	1114	2759	2742
138	1114	3002	2975
139	1114	1052	1037
141	1114	3018	2994
142	1114	2351	2334
143	1114	5	4
144	1114	7	7
145	1114	1841	1829
146	1114	2675	2649
147	1114	2522	2503
148	1114	2	2
149	1114	2934	2912
150	1114	1866	1851
151	1114	1787	1773
152	1114	1849	1832
153	1114	2118	2096
154	1114	1	1
155	1114	1	1
156	1114	1854	1838
158	1114	2	2
159	1114	2651	2637
160	1114	2242	2220
161	1114	2413	2391
162	1114	8	7
163	1114	2189	2169
164	1114	3156	3131
165	1114	18	17
166	1114	1311	1305
167	1114	3206	3185
168	1114	1605	1594
169	1114	4610	4576
170	1114	56	54
171	1114	4460	4429
172	1114	2898	2870
173	1114	3995	3970
174	1114	3745	3708
175	1114	4050	4017
176	1114	4318	4287
178	1114	5	5
179	1114	1	1
180	1114	2	1
182	1114	2399	2382
183	1114	1841	1820
184	1114	2	2
0	1115	92581	81578
1	1115	12066	11924
2	1115	310	270
3	1115	823	757
4	1115	2235	2196
5	1115	2445	2404
6	1115	1637	1599
7	1115	37	34
8	1115	7354	7255
9	1115	6668	6574
10	1115	4149	4092
11	1115	3143	3085
12	1115	588	574
13	1115	4508	4460
14	1115	3345	3309
15	1115	4380	4323
16	1115	6694	6618
17	1115	20	16
18	1115	4587	4537
19	1115	3840	3797
20	1115	4339	4283
21	1115	4334	4299
22	1115	10	10
23	1115	3254	3229
24	1115	4993	4945
25	1115	380	373
26	1115	10	9
27	1115	3	3
28	1115	3	3
29	1115	9	9
30	1115	3361	3321
31	1115	2	2
32	1115	8443	8335
33	1115	2342	2313
34	1115	2900	2861
35	1115	55	54
36	1115	5061	5015
38	1115	23	20
39	1115	3742	3698
40	1115	8104	8006
41	1115	1003	995
42	1115	8071	7981
43	1115	1628	1620
44	1115	4	4
45	1115	1	1
46	1115	3985	3938
47	1115	5	4
48	1115	47	40
49	1115	2428	2403
50	1115	6887	6796
51	1115	3	3
52	1115	2783	2756
53	1115	2	2
54	1115	3107	3072
55	1115	2670	2646
56	1115	37	28
57	1115	2124	2090
58	1115	13	10
59	1115	1134	1129
60	1115	3646	3614
61	1115	3422	3389
62	1115	1758	1741
63	1115	2146	2114
64	1115	29	27
65	1115	2050	2011
66	1115	3183	3157
67	1115	2784	2745
68	1115	3169	3132
69	1115	11	11
70	1115	4888	4830
71	1115	4060	4024
72	1115	3546	3510
73	1115	11	11
74	1115	3	1
75	1115	9291	9195
77	1115	4	4
78	1115	6114	6044
79	1115	19	17
80	1115	446	440
81	1115	9766	9661
82	1115	6953	6877
83	1115	7097	7029
84	1115	25	23
85	1115	11458	11358
86	1115	7987	7889
87	1115	18	17
88	1115	2811	2777
89	1115	12	10
90	1115	1	1
93	1115	1	1
94	1115	3	3
95	1115	5	5
96	1115	2282	2248
97	1115	113	103
98	1115	9	8
99	1115	4	4
100	1115	2452	2429
101	1115	1	1
102	1115	2657	2641
103	1115	1078	1065
104	1115	1497	1471
105	1115	2581	2560
106	1115	9	9
107	1115	2558	2537
108	1115	2120	2105
109	1115	1969	1951
110	1115	2214	2194
111	1115	4	4
112	1115	1343	1324
113	1115	3010	2976
114	1115	3219	3188
115	1115	2	1
116	1115	1587	1575
117	1115	1921	1903
118	1115	1375	1367
119	1115	2282	2266
120	1115	113	107
121	1115	4157	4128
122	1115	4359	4321
123	1115	3690	3661
124	1115	3592	3557
125	1115	1	1
126	1115	2903	2869
127	1115	1620	1612
128	1115	3885	3861
129	1115	2749	2726
130	1115	78	71
131	1115	1591	1576
132	1115	2817	2791
133	1115	1	1
134	1115	2658	2637
135	1115	1	1
136	1115	2626	2611
138	1115	2911	2886
139	1115	1073	1071
141	1115	2991	2961
142	1115	2370	2356
144	1115	4	4
145	1115	1814	1797
146	1115	2612	2585
147	1115	2345	2326
148	1115	1	1
149	1115	2971	2945
150	1115	1765	1751
151	1115	1790	1778
152	1115	1812	1798
153	1115	2188	2170
155	1115	1	1
156	1115	1749	1744
157	1115	2	2
158	1115	2	2
159	1115	2600	2592
160	1115	2268	2255
161	1115	2369	2352
162	1115	4	3
163	1115	2275	2259
164	1115	2955	2930
165	1115	5	5
166	1115	1344	1329
167	1115	3382	3362
168	1115	1535	1523
169	1115	4508	4471
170	1115	62	59
171	1115	4437	4400
172	1115	3062	3042
173	1115	3876	3851
174	1115	3802	3761
175	1115	3858	3835
176	1115	4127	4084
177	1115	1	1
178	1115	7	7
179	1115	2	2
180	1115	2	2
182	1115	2428	2399
183	1115	1869	1848
0	1116	96087	84797
1	1116	12227	12093
2	1116	322	297
3	1116	875	824
4	1116	2272	2232
5	1116	2572	2547
6	1116	1552	1519
7	1116	33	32
8	1116	7303	7239
9	1116	7105	7045
10	1116	4302	4247
11	1116	3096	3059
12	1116	662	643
13	1116	4507	4471
14	1116	3548	3508
15	1116	4398	4352
16	1116	7176	7084
17	1116	25	22
18	1116	4484	4438
19	1116	4087	4049
20	1116	4389	4337
21	1116	4434	4398
22	1116	8	7
23	1116	3448	3422
24	1116	5173	5117
25	1116	410	406
26	1116	7	7
27	1116	2	2
28	1116	3	3
29	1116	2	2
30	1116	3401	3370
31	1116	1	1
32	1116	8491	8405
33	1116	2353	2327
