"","sample_id","raw_f","raw_r","cutadapt_f","cutadapt_r","filtertrim_f","filtertrim_r","dereplicated_f","dereplicated_r","denoised_f","denoised_r","merged","nosingletons","nochimeras","percentraw_retainedby_cutadapt","percent_retained_aftermerge","percent_notsingleton","percent_notchimera","percent_retained_of_raw"
"1","20240205_Pool12.edna0079.R1",40380,40380,23385,23385,23109,23109,23109,23109,21718,21017,19909,19839,19468,57.9123328380386,91.6705037296252,99.6484002210056,98.1299460658299,48.2119861317484
"2","20240205_Pool13.edna0004.R1",61999,61999,35846,35846,35413,35413,35413,35413,33964,33132,28103,25622,25366,57.8170615655091,82.7434931103521,91.171761021955,99.0008586371087,40.9135631219858
"3","20240205_Pool14.edna0003.R1",23263,23263,13692,13692,13438,13438,13438,13438,12010,9826,5492,5421,5412,58.8574130593647,45.7285595337219,98.7072104879825,99.8339789706696,23.2644112969093
"4","20240205_Pool16.edna0002.R1",73981,73981,43161,43161,42106,42106,42106,42106,40073,39238,32570,30029,29584,58.340655033049,81.2766700771093,92.1983420325453,98.5180991708015,39.988645733364
"5","20240205_Pool16.edna0005.R1",58738,58738,34187,34187,33606,33606,33606,33606,31539,31094,24310,22571,22212,58.2025264734925,77.0791718190177,92.8465651995064,98.4094634708254,37.8153835677074
"6","20240205_Pool16.edna0007.R1",53042,53042,30682,30682,30491,30491,30491,30491,28557,28479,26642,26545,26355,57.8447268202556,93.2941135273313,99.6359132197283,99.2842343190808,49.6870404585046
"7","20240205_Pool16.edna0013.R1",70630,70630,41005,41005,40435,40435,40435,40435,38423,37572,35722,35379,34573,58.0560668271273,92.9703562970096,99.0398074016013,97.7218123745725,48.9494549058474
"8","20240205_Pool17.edna0006.R1",16464,16464,9553,9553,9394,9394,9394,9394,8468,7288,6456,6445,6381,58.0235665694849,76.2399622106755,99.8296158612144,99.0069821567106,38.7572886297376
"9","20240205_Pool17.edna0008.R1",27082,27082,15864,15864,15758,15758,15758,15758,14607,13632,12767,12705,12678,58.5776530536888,87.403299787773,99.5143729928722,99.7874852420307,46.8133815818625
"10","20240205_Pool17.edna0009.R1",27777,27777,15823,15823,15657,15657,15657,15657,14313,12564,11827,11814,11749,56.9643950030601,82.6311744567875,99.8900820157267,99.4498053157271,42.2975843323613
"11","20240205_Pool17.edna0011.R1",13331,13331,7755,7755,7691,7691,7691,7691,6847,6077,5599,5584,5460,58.1726802190383,81.7730392872791,99.7320950169673,97.7793696275072,40.9571675043133
"12","20240205_Pool17.edna0012.R1",12909,12909,7519,7519,7436,7436,7436,7436,6623,5561,5075,5063,5040,58.2461848322876,76.6269062358448,99.7635467980296,99.545723879123,39.0425284685103
"13","20240205_Pool17.edna0014.R1",18332,18332,10700,10700,10579,10579,10579,10579,9490,8296,7691,7691,7604,58.3678813004582,81.0432033719705,100,98.8688076973085,41.4793803185686
"14","20240205_Pool17.edna0015.R1",20431,20431,11907,11907,11789,11789,11789,11789,10770,9492,8956,8950,8950,58.2790857030982,83.1569173630455,99.9330058061635,100,43.8059811071411
"15","20240205_Pool18.edna0022.R1",29880,29880,17524,17524,17340,17340,17340,17340,15554,14591,13095,12946,12755,58.6479250334672,84.1905619133342,98.8621611302024,98.524640815696,42.6874163319946
"16","20240205_Pool18.edna0024.R1",41560,41560,23986,23986,23811,23811,23811,23811,21737,20641,18935,18834,18700,57.7141482194418,87.1095367346,99.4665962503301,99.2885207603271,44.995187680462
"17","20240205_Pool18.edna0025.R1",30227,30227,17647,17647,17545,17545,17545,17545,15771,15033,13706,13604,13475,58.3815793826711,86.9063470927652,99.2558003793959,99.0517494854455,44.5793495881166
"18","20240205_Pool18.edna0026.R1",28443,28443,16474,16474,16359,16359,16359,16359,14690,14123,12721,12646,12451,57.9193474668635,86.5963240299524,99.4104237088279,98.4580104380832,43.7752698379215
"19","20240205_Pool18.edna0027.R1",44568,44568,26025,26025,25833,25833,25833,25833,23819,22773,21144,20927,20873,58.393914916532,88.7694697510391,98.9737041241014,99.7419601471783,46.8340513372824
"20","20240205_Pool18.edna0028.R1",56945,56945,32888,32888,32653,32653,32653,32653,30523,29798,27012,26789,26457,57.7539731319695,88.4971988336664,99.17444098919,98.7606853559297,46.4606198963913
"21","20240205_Pool18.edna0058.R1",33896,33896,19540,19540,19469,19469,19469,19469,18282,17932,16908,16814,16738,57.6469199905594,92.4844108959632,99.4440501537734,99.5479957178542,49.3804578711352
"22","20240205_Pool19.edna0029.R1",96638,96638,56239,56239,55388,55388,55388,55388,52467,50446,44510,43902,43120,58.1955338479687,84.834276783502,98.6340148281285,98.2187599653774,44.6201287278296
"23","20240205_Pool19.edna0030.R1",86386,86386,49998,49998,49730,49730,49730,49730,47400,46659,43597,43121,42457,57.8774338434469,91.9767932489451,98.9081817556254,98.4601470281301,49.1480100942282
"24","20240205_Pool19.edna0031.R1",64354,64354,36851,36851,36492,36492,36492,36492,34587,33570,29866,29758,29049,57.262951797868,86.3503628530951,99.6383847853747,97.6174474091001,45.1393852751966
"25","20240205_Pool19.edna0032.R1",76919,76919,44685,44685,44240,44240,44240,44240,42116,40688,38075,37536,36546,58.0935789596849,90.4050717067148,98.5843729481287,97.3625319693095,47.5123181528621
"26","20240205_Pool19.edna0035.R1",71922,71922,41621,41621,41354,41354,41354,41354,39323,38511,35130,34980,34379,57.8696365507077,89.3370292195407,99.5730145175064,98.2818753573471,47.8003948722227
"27","20240205_Pool20.edna0036.R1",25522,25522,15046,15046,14847,14847,14847,14847,13271,12737,11504,11465,11396,58.9530601050075,86.6852535603948,99.6609874826147,99.3981683384213,44.6516730663741
