"","verbatim_name","accepted_name","species","taxon_rank","taxonomic_status","class","order","family","genus","taxon_id","is_marine","is_brackish","is_freshwater","ncbi_id"
"165","Artedius lateralis","Artedius lateralis","Artedius lateralis","species","accepted","Teleostei","Perciformes","Cottidae","Artedius",279702,TRUE,FALSE,FALSE,322683
"166","Coregonus sardinella","Coregonus sardinella","Coregonus sardinella","species","accepted","Teleostei","Salmoniformes","Salmonidae","Coregonus",127181,TRUE,TRUE,TRUE,241494
"167","Eumicrotremus orbis","Eumicrotremus orbis","Eumicrotremus orbis","species","accepted","Teleostei","Perciformes","Cyclopteridae","Eumicrotremus",254535,TRUE,FALSE,FALSE,433392
"168","Lycodapus fierasfer","Lycodapus fierasfer","Lycodapus fierasfer","species","accepted","Teleostei","Perciformes","Zoarcidae","Lycodapus",279389,TRUE,FALSE,FALSE,433411
"169","Xiphister atropurpureus","Xiphister atropurpureus","Xiphister atropurpureus","species","accepted","Teleostei","Perciformes","Stichaeidae","Xiphister",283194,TRUE,FALSE,FALSE,283024
"170","Sagamichthys abei","Sagamichthys abei","Sagamichthys abei","species","accepted","Teleostei","Alepocephaliformes","Platytroctidae","Sagamichthys",234630,TRUE,FALSE,FALSE,319782
"171","Xeneretmus triacanthus","Xeneretmus triacanthus","Xeneretmus triacanthus","species","accepted","Teleostei","Perciformes","Agonidae","Xeneretmus",283174,TRUE,FALSE,FALSE,NA
"172","Odontopyxis trispinosa","Odontopyxis trispinosa","Odontopyxis trispinosa","species","accepted","Teleostei","Perciformes","Agonidae","Odontopyxis",281836,TRUE,FALSE,FALSE,320620
"173","Liparis callyodon","Liparis callyodon","Liparis callyodon","species","accepted","Teleostei","Perciformes","Liparidae","Liparis",274505,TRUE,FALSE,FALSE,980332
"174","Icelinus burchami","Icelinus burchami","Icelinus burchami","species","accepted","Teleostei","Perciformes","Cottidae","Icelinus",281134,TRUE,FALSE,FALSE,305506
"175","Careproctus gilberti","Careproctus gilberti","Careproctus gilberti","species","accepted","Teleostei","Perciformes","Liparidae","Careproctus",367288,TRUE,FALSE,FALSE,NA
"176","Allosmerus elongatus","Allosmerus elongatus","Allosmerus elongatus","species","accepted","Teleostei","Osmeriformes","Osmeridae","Allosmerus",279564,TRUE,FALSE,FALSE,433393
"177","Mallotus villosus","Mallotus villosus","Mallotus villosus","species","accepted","Teleostei","Osmeriformes","Osmeridae","Mallotus",126735,TRUE,TRUE,TRUE,30960
"178","Catostomus catostomus","Catostomus catostomus","Catostomus catostomus","species","accepted","Teleostei","Cypriniformes","Catostomidae","Catostomus",158706,FALSE,TRUE,TRUE,43956
"179","Xiphister mucosus","Xiphister mucosus","Xiphister mucosus","species","accepted","Teleostei","Perciformes","Stichaeidae","Xiphister",283195,TRUE,FALSE,FALSE,283031
"180","Arctozenus risso","Arctozenus risso","Arctozenus risso","species","accepted","Teleostei","Aulopiformes","Paralepididae","Arctozenus",126352,TRUE,FALSE,FALSE,473348
"181","Clinocottus acuticeps","Clinocottus acuticeps","Clinocottus acuticeps","species","accepted","Teleostei","Perciformes","Cottidae","Clinocottus",280218,TRUE,TRUE,TRUE,459045
"182","Lestidiops ringens","Lestidiops ringens","Lestidiops ringens","species","accepted","Teleostei","Aulopiformes","Paralepididae","Lestidiops",272096,TRUE,FALSE,FALSE,319759
"183","Galeorhinus galeus","Galeorhinus galeus","Galeorhinus galeus","species","accepted","Elasmobranchii","Carcharhiniformes","Triakidae","Galeorhinus",105820,TRUE,FALSE,FALSE,86063
"184","Somniosus pacificus","Somniosus pacificus","Somniosus pacificus","species","accepted","Elasmobranchii","Squaliformes","Somniosidae","Somniosus",271654,TRUE,FALSE,FALSE,305516
"185","Lampanyctus ritteri","Lampanyctus ritteri","Lampanyctus ritteri","species","accepted","Teleostei","Myctophiformes","Myctophidae","Lampanyctus",301548,TRUE,FALSE,FALSE,319541
"186","Careproctus cypselurus","Careproctus cypselurus","Careproctus cypselurus","species","accepted","Teleostei","Perciformes","Liparidae","Careproctus",274421,TRUE,FALSE,FALSE,433400
"187","Anoplagonus inermis","Anoplagonus inermis","Anoplagonus inermis","species","accepted","Teleostei","Perciformes","Agonidae","Anoplagonus",279630,TRUE,FALSE,FALSE,1154603
"188","Ptilichthys goodei","Ptilichthys goodei","Ptilichthys goodei","species","accepted","Teleostei","Perciformes","Ptilichthyidae","Ptilichthys",282508,TRUE,FALSE,FALSE,641289
"189","Chirolophis decoratus","Chirolophis decoratus","Chirolophis decoratus","species","accepted","Teleostei","Perciformes","Stichaeidae","Chirolophis",254576,TRUE,FALSE,FALSE,320615
"190","Phytichthys chirus","Phytichthys chirus","Phytichthys chirus","species","accepted","Teleostei","Perciformes","Stichaeidae","Phytichthys",282255,TRUE,FALSE,FALSE,1738904
"191","Sebastes diaconus","Sebastes diaconus","Sebastes diaconus","species","accepted","Teleostei","Perciformes","Sebastidae","Sebastes",1384909,TRUE,FALSE,FALSE,2603974
"192","Sebastes melanostomus","Sebastes melanostomus","Sebastes melanostomus","species","accepted","Teleostei","Perciformes","Sebastidae","Sebastes",274819,TRUE,FALSE,FALSE,72086
"193","Cryptacanthodes giganteus","Cryptacanthodes giganteus","Cryptacanthodes giganteus","species","accepted","Teleostei","Perciformes","Cryptacanthodidae","Cryptacanthodes",276392,TRUE,FALSE,FALSE,433379
"194","Pallasina barbata","Pallasina barbata","Pallasina barbata","species","accepted","Teleostei","Perciformes","Agonidae","Pallasina",254396,TRUE,FALSE,FALSE,740932
"195","Bathymaster caeruleofasciatus","Bathymaster caeruleofasciatus","Bathymaster caeruleofasciatus","species","accepted","Teleostei","Perciformes","Bathymasteridae","Bathymaster",279415,TRUE,FALSE,FALSE,1188226
"196","Porichthys notatus","Porichthys notatus","Porichthys notatus","species","accepted","Teleostei","Batrachoidiformes","Batrachoididae","Porichthys",275658,TRUE,FALSE,FALSE,45384
"197","Icelus spiniger","Icelus spiniger","Icelus spiniger","species","accepted","Teleostei","Perciformes","Cottidae","Icelus",254525,TRUE,FALSE,FALSE,557345
"198","Liparis florae","Liparis florae","Liparis florae","species","accepted","Teleostei","Perciformes","Liparidae","Liparis",274513,TRUE,FALSE,FALSE,320618
"199","Sebastes auriculatus","Sebastes auriculatus","Sebastes auriculatus","species","accepted","Teleostei","Perciformes","Sebastidae","Sebastes",274773,TRUE,FALSE,FALSE,72057
"200","Caliraja stellulata","Caliraja stellulata","Caliraja stellulata","species","accepted","Elasmobranchii","Rajiformes","Rajidae","Caliraja",1803740,TRUE,FALSE,FALSE,NA
"201","Allocareproctus jordani","Allocareproctus jordani","Allocareproctus jordani","species","accepted","Teleostei","Perciformes","Liparidae","Allocareproctus",279555,TRUE,FALSE,FALSE,1696904
"202","Lycodes beringi","Lycodes beringi","Lycodes beringi","species","accepted","Teleostei","Perciformes","Zoarcidae","Lycodes",398582,TRUE,FALSE,FALSE,215428
"203","Reinhardtius hippoglossoides","Reinhardtius hippoglossoides","Reinhardtius hippoglossoides","species","accepted","Teleostei","Pleuronectiformes","Pleuronectidae","Reinhardtius",127144,TRUE,FALSE,FALSE,111784
"204","Brachyistius frenatus","Brachyistius frenatus","Brachyistius frenatus","species","accepted","Teleostei","Ovalentaria incertae sedis","Embiotocidae","Brachyistius",240721,TRUE,FALSE,FALSE,100188
"205","Chesnonia verrucosa","Chesnonia verrucosa","Chesnonia verrucosa","species","accepted","Teleostei","Perciformes","Agonidae","Chesnonia",254507,TRUE,FALSE,FALSE,740928
"206","Sebastes ciliatus","Sebastes ciliatus","Sebastes ciliatus","species","accepted","Teleostei","Perciformes","Sebastidae","Sebastes",274782,TRUE,FALSE,FALSE,72065
"207","Aristostomias scintillans","Aristostomias scintillans","Aristostomias scintillans","species","accepted","Teleostei","Stomiiformes","Stomiidae","Aristostomias",275007,TRUE,FALSE,FALSE,319440
"208","Ascelichthys rhodorus","Ascelichthys rhodorus","Ascelichthys rhodorus","species","accepted","Teleostei","Perciformes","Cottidae","Ascelichthys",279706,TRUE,FALSE,FALSE,1738886
"209","Liparis dennyi","Liparis dennyi","Liparis dennyi","species","accepted","Teleostei","Perciformes","Liparidae","Liparis",254550,TRUE,FALSE,FALSE,433403
"210","Oncorhynchus clarkii","Oncorhynchus clarkii","Oncorhynchus clarkii","species","accepted","Teleostei","Salmoniformes","Salmonidae","Oncorhynchus",274347,TRUE,TRUE,TRUE,30962
"211","Rhamphocottus richardsonii","Rhamphocottus richardsonii","Rhamphocottus richardsonii","species","accepted","Teleostei","Perciformes","Rhamphocottidae","Rhamphocottus",282578,TRUE,FALSE,FALSE,283636
"212","Lamna ditropis","Lamna ditropis","Lamna ditropis","species","accepted","Elasmobranchii","Lamniformes","Lamnidae","Lamna",271421,TRUE,FALSE,FALSE,38578
"213","Embiotoca lateralis","Embiotoca lateralis","Embiotoca lateralis","species","accepted","Teleostei","Ovalentaria incertae sedis","Embiotocidae","Embiotoca",240740,TRUE,FALSE,FALSE,229144
"214","Paraliparis deani","Paraliparis deani","Paraliparis deani","species","accepted","Teleostei","Perciformes","Liparidae","Paraliparis",274570,TRUE,FALSE,FALSE,NA
"215","Eptatretus stoutii","Eptatretus stoutii","Eptatretus stoutii","species","accepted","Myxini","Myxiniformes","Myxinidae","Eptatretus",279298,TRUE,FALSE,FALSE,7765
"216","Artedius harringtoni","Artedius harringtoni","Artedius harringtoni","species","accepted","Teleostei","Perciformes","Cottidae","Artedius",279701,TRUE,FALSE,FALSE,433399
"217","Hypomesus pretiosus","Hypomesus pretiosus","Hypomesus pretiosus","species","accepted","Teleostei","Osmeriformes","Osmeridae","Hypomesus",279422,TRUE,TRUE,FALSE,300346
"218","Ruscarius meanyi","Ruscarius meanyi","Ruscarius meanyi","species","accepted","Teleostei","Perciformes","Cottidae","Ruscarius",282637,TRUE,FALSE,FALSE,459053
"219","Avocettina infans","Avocettina infans","Avocettina infans","species","accepted","Teleostei","Anguilliformes","Nemichthyidae","Avocettina",126304,TRUE,FALSE,FALSE,121280
"220","Nemichthys scolopaceus","Nemichthys scolopaceus","Nemichthys scolopaceus","species","accepted","Teleostei","Anguilliformes","Nemichthyidae","Nemichthys",126306,TRUE,FALSE,FALSE,118170
"221","Atheresthes evermanni","Atheresthes evermanni","Atheresthes evermanni","species","accepted","Teleostei","Pleuronectiformes","Pleuronectidae","Atheresthes",279791,TRUE,FALSE,FALSE,195645
"222","Clinocottus embryum","Clinocottus embryum","Clinocottus embryum","species","accepted","Teleostei","Perciformes","Cottidae","Clinocottus",280220,TRUE,FALSE,FALSE,459046
"223","Bothrocara molle","Bothrocara molle","Bothrocara molle","species","accepted","Teleostei","Perciformes","Zoarcidae","Bothrocara",234593,TRUE,FALSE,FALSE,390675
"224","Careproctus colletti","Careproctus colletti","Careproctus colletti","species","accepted","Teleostei","Perciformes","Liparidae","Careproctus",254547,TRUE,FALSE,FALSE,796014
"225","Melamphaes lugubris","Melamphaes lugubris","Melamphaes lugubris","species","accepted","Teleostei","Beryciformes","Melamphaidae","Melamphaes",274932,TRUE,FALSE,FALSE,319444
"226","Oligocottus snyderi","Oligocottus snyderi","Oligocottus snyderi","species","accepted","Teleostei","Perciformes","Cottidae","Oligocottus",281875,TRUE,FALSE,FALSE,459052
"227","Enophrys lucasi","Enophrys lucasi","Enophrys lucasi","species","accepted","Teleostei","Perciformes","Cottidae","Enophrys",254518,TRUE,FALSE,FALSE,980327
"228","Trachurus symmetricus","Trachurus symmetricus","Trachurus symmetricus","species","accepted","Teleostei","Carangiformes","Carangidae","Trachurus",273305,TRUE,FALSE,FALSE,271940
"229","Tarletonbeania taylori","Tarletonbeania taylori","Tarletonbeania taylori","species","accepted","Teleostei","Myctophiformes","Myctophidae","Tarletonbeania",282928,TRUE,FALSE,FALSE,123347
"230","Anotopterus nikparini","Anotopterus nikparini","Anotopterus nikparini","species","accepted","Teleostei","Aulopiformes","Anotopteridae","Anotopterus",272040,TRUE,FALSE,FALSE,557333
"231","Macropinna microstoma","Macropinna microstoma","Macropinna microstoma","species","accepted","Teleostei","Argentiniformes","Opisthoproctidae","Macropinna",281482,TRUE,FALSE,FALSE,557410
"232","Scopelosaurus adleri","Scopelosaurus adleri","Scopelosaurus adleri","species","accepted","Teleostei","Aulopiformes","Notosudidae","Scopelosaurus",254552,TRUE,FALSE,FALSE,NA
"233","Rhinogobiops nicholsii","Rhinogobiops nicholsii","Rhinogobiops nicholsii","species","accepted","Teleostei","Gobiiformes","Gobiidae","Rhinogobiops",282580,TRUE,FALSE,FALSE,151723
"234","Carcharodon carcharias","Carcharodon carcharias","Carcharodon carcharias","species","accepted","Elasmobranchii","Lamniformes","Lamnidae","Carcharodon",105838,TRUE,TRUE,FALSE,13397
"235","Careproctus scottae","Careproctus scottae","Careproctus scottae","species","accepted","Teleostei","Perciformes","Liparidae","Careproctus",274470,TRUE,FALSE,FALSE,1837949
"236","Clinocottus globiceps","Clinocottus globiceps","Clinocottus globiceps","species","accepted","Teleostei","Perciformes","Cottidae","Clinocottus",280221,TRUE,FALSE,FALSE,459047
"237","Phanerodon vacca","Phanerodon vacca","Phanerodon vacca","species","accepted","Teleostei","Ovalentaria incertae sedis","Embiotocidae","Phanerodon",1577347,TRUE,FALSE,FALSE,2838341
"238","Scopelosaurus harryi","Scopelosaurus harryi","Scopelosaurus harryi","species","accepted","Teleostei","Aulopiformes","Notosudidae","Scopelosaurus",272082,TRUE,FALSE,FALSE,319750
"239","Asemichthys taylori","Asemichthys taylori","Asemichthys taylori","species","accepted","Teleostei","Perciformes","Cottidae","Asemichthys",316433,TRUE,FALSE,FALSE,1638735
"240","Oneirodes thompsoni","Oneirodes thompsoni","Oneirodes thompsoni","species","accepted","Teleostei","Lophiiformes","Oneirodidae","Oneirodes",254554,TRUE,FALSE,FALSE,412658
"241","Chirolophis nugator","Chirolophis nugator","Chirolophis nugator","species","accepted","Teleostei","Perciformes","Stichaeidae","Chirolophis",254577,TRUE,FALSE,FALSE,433395
"242","Alepocephalus tenebrosus","Alepocephalus tenebrosus","Alepocephalus tenebrosus","species","accepted","Teleostei","Alepocephaliformes","Alepocephalidae","Alepocephalus",272849,TRUE,FALSE,FALSE,170189
"243","Liparis cyclopus","Liparis cyclopus","Liparis cyclopus","species","accepted","Teleostei","Perciformes","Liparidae","Liparis",274509,TRUE,FALSE,FALSE,1772089
"244","Sebastes mystinus","Sebastes mystinus","Sebastes mystinus","species","accepted","Teleostei","Perciformes","Sebastidae","Sebastes",274823,TRUE,FALSE,FALSE,72088
"245","Liparis mucosus","Liparis mucosus","Liparis mucosus","species","accepted","Teleostei","Perciformes","Liparidae","Liparis",274527,TRUE,FALSE,FALSE,274786
"246","Icichthys lockingtoni","Icichthys lockingtoni","Icichthys lockingtoni","species","accepted","Teleostei","Scombriformes","Centrolophidae","Icichthys",279354,TRUE,FALSE,FALSE,302051
"247","Rimicola muscarum","Rimicola muscarum","Rimicola muscarum","species","accepted","Teleostei","Gobiesociformes","Gobiesocidae","Rimicola",282617,TRUE,FALSE,FALSE,557417
"248","Scytalina cerdale","Scytalina cerdale","Scytalina cerdale","species","accepted","Teleostei","Perciformes","Scytalinidae","Scytalina",254370,TRUE,FALSE,FALSE,2893505
"249","Blepsias bilobus","Blepsias bilobus","Blepsias bilobus","species","accepted","Teleostei","Perciformes","Hemitripteridae","Blepsias",254540,TRUE,FALSE,FALSE,980325
"250","Zesticelus profundorum","Zesticelus profundorum","Zesticelus profundorum","species","accepted","Teleostei","Perciformes","Cottidae","Zesticelus",283218,TRUE,FALSE,FALSE,740938
"251","Gymnocanthus galeatus","Gymnocanthus galeatus","Gymnocanthus galeatus","species","accepted","Teleostei","Perciformes","Cottidae","Gymnocanthus",254514,TRUE,FALSE,FALSE,980328
"252","Anisarchus medius","Anisarchus medius","Anisarchus medius","species","accepted","Teleostei","Perciformes","Lumpenidae","Anisarchus",127070,TRUE,FALSE,FALSE,980385
