"","verbatim_name","accepted_name","species","taxon_rank","taxonomic_status","class","order","family","genus","taxon_id","is_marine","is_brackish","is_freshwater","ncbi_id"
"12","Sebastolobus alascanus","Sebastolobus alascanus","Sebastolobus alascanus","species","accepted","Teleostei","Perciformes","Sebastidae","Sebastolobus",282740,TRUE,FALSE,FALSE,72110
"13","Thaleichthys pacificus","Thaleichthys pacificus","Thaleichthys pacificus","species","accepted","Teleostei","Osmeriformes","Osmeridae","Thaleichthys",282959,TRUE,TRUE,TRUE,240832
"14","Oncorhynchus kisutch","Oncorhynchus kisutch","Oncorhynchus kisutch","species","accepted","Teleostei","Salmoniformes","Salmonidae","Oncorhynchus",127184,TRUE,TRUE,TRUE,8019
"15","Gadus macrocephalus","Gadus macrocephalus","Gadus macrocephalus","species","accepted","Teleostei","Gadiformes","Gadidae","Gadus",254538,TRUE,TRUE,FALSE,80720
"16","Gadus chalcogrammus","Gadus chalcogrammus","Gadus chalcogrammus","species","accepted","Teleostei","Gadiformes","Gadidae","Gadus",300735,TRUE,TRUE,FALSE,1042646
"17","Squalus suckleyi","Squalus suckleyi","Squalus suckleyi","species","accepted","Elasmobranchii","Squaliformes","Squalidae","Squalus",299224,TRUE,TRUE,FALSE,7798
"18","Sebastes ruberrimus","Sebastes ruberrimus","Sebastes ruberrimus","species","accepted","Teleostei","Perciformes","Sebastidae","Sebastes",274844,TRUE,FALSE,FALSE,72098
"19","Citharichthys sordidus","Citharichthys sordidus","Citharichthys sordidus","species","accepted","Teleostei","Pleuronectiformes","Paralichthyidae","Citharichthys",275694,TRUE,FALSE,FALSE,319774
"20","Anoplopoma fimbria","Anoplopoma fimbria","Anoplopoma fimbria","species","accepted","Teleostei","Perciformes","Anoplopomatidae","Anoplopoma",159463,TRUE,FALSE,FALSE,229290
"21","Hippoglossoides elassodon","Hippoglossoides elassodon","Hippoglossoides elassodon","species","accepted","Teleostei","Pleuronectiformes","Pleuronectidae","Hippoglossoides",274289,TRUE,FALSE,FALSE,30945
"22","Sebastes maliger","Sebastes maliger","Sebastes maliger","species","accepted","Teleostei","Perciformes","Sebastidae","Sebastes",274815,TRUE,FALSE,FALSE,72084
"23","Sebastes brevispinis","Sebastes brevispinis","Sebastes brevispinis","species","accepted","Teleostei","Perciformes","Sebastidae","Sebastes",274778,TRUE,FALSE,FALSE,72060
"24","Oncorhynchus keta","Oncorhynchus keta","Oncorhynchus keta","species","accepted","Teleostei","Salmoniformes","Salmonidae","Oncorhynchus",127183,TRUE,TRUE,TRUE,8018
"25","Oncorhynchus gorbuscha","Oncorhynchus gorbuscha","Oncorhynchus gorbuscha","species","accepted","Teleostei","Salmoniformes","Salmonidae","Oncorhynchus",127182,TRUE,TRUE,TRUE,8017
"26","Sebastes babcocki","Sebastes babcocki","Sebastes babcocki","species","accepted","Teleostei","Perciformes","Sebastidae","Sebastes",274775,TRUE,FALSE,FALSE,72059
"27","Merluccius productus","Merluccius productus","Merluccius productus","species","accepted","Teleostei","Gadiformes","Merlucciidae","Merluccius",272458,TRUE,TRUE,FALSE,89952
"28","Sebastes zacentrus","Sebastes zacentrus","Sebastes zacentrus","species","accepted","Teleostei","Perciformes","Sebastidae","Sebastes",274869,TRUE,FALSE,FALSE,72108
"29","Sebastes proriger","Sebastes proriger","Sebastes proriger","species","accepted","Teleostei","Perciformes","Sebastidae","Sebastes",274838,TRUE,FALSE,FALSE,394703
"30","Lyopsetta exilis","Lyopsetta exilis","Lyopsetta exilis","species","accepted","Teleostei","Pleuronectiformes","Pleuronectidae","Lyopsetta",281452,TRUE,FALSE,FALSE,195626
"31","Hippoglossus stenolepis","Hippoglossus stenolepis","Hippoglossus stenolepis","species","accepted","Teleostei","Pleuronectiformes","Pleuronectidae","Hippoglossus",274290,TRUE,FALSE,FALSE,195615
"32","Eopsetta jordani","Eopsetta jordani","Eopsetta jordani","species","accepted","Teleostei","Pleuronectiformes","Pleuronectidae","Eopsetta",280690,TRUE,FALSE,FALSE,195609
"33","Sebastes helvomaculatus","Sebastes helvomaculatus","Sebastes helvomaculatus","species","accepted","Teleostei","Perciformes","Sebastidae","Sebastes",274799,TRUE,FALSE,FALSE,72079
"34","Microgadus proximus","Microgadus proximus","Microgadus proximus","species","accepted","Teleostei","Gadiformes","Gadidae","Microgadus",275873,TRUE,TRUE,FALSE,80721
"35","Oncorhynchus tshawytscha","Oncorhynchus tshawytscha","Oncorhynchus tshawytscha","species","accepted","Teleostei","Salmoniformes","Salmonidae","Oncorhynchus",158075,TRUE,TRUE,TRUE,74940
"36","Sebastes flavidus","Sebastes flavidus","Sebastes flavidus","species","accepted","Teleostei","Perciformes","Sebastidae","Sebastes",274795,TRUE,FALSE,FALSE,72076
"37","Ophiodon elongatus","Ophiodon elongatus","Ophiodon elongatus","species","accepted","Teleostei","Perciformes","Hexagrammidae","Ophiodon",240745,TRUE,FALSE,FALSE,225387
"38","Sebastes reedi","Sebastes reedi","Sebastes reedi","species","accepted","Teleostei","Perciformes","Sebastidae","Sebastes",274840,TRUE,FALSE,FALSE,394704
"39","Psettichthys melanostictus","Psettichthys melanostictus","Psettichthys melanostictus","species","accepted","Teleostei","Pleuronectiformes","Pleuronectidae","Psettichthys",282396,TRUE,FALSE,FALSE,195639
"40","Sebastes pinniger","Sebastes pinniger","Sebastes pinniger","species","accepted","Teleostei","Perciformes","Sebastidae","Sebastes",274836,TRUE,FALSE,FALSE,72094
"41","Sebastes elongatus","Sebastes elongatus","Sebastes elongatus","species","accepted","Teleostei","Perciformes","Sebastidae","Sebastes",274788,TRUE,FALSE,FALSE,72070
"42","Isopsetta isolepis","Isopsetta isolepis","Isopsetta isolepis","species","accepted","Teleostei","Pleuronectiformes","Pleuronectidae","Isopsetta",281189,TRUE,FALSE,FALSE,195617
"43","Oncorhynchus mykiss","Oncorhynchus mykiss","Oncorhynchus mykiss","species","accepted","Teleostei","Salmoniformes","Salmonidae","Oncorhynchus",127185,TRUE,TRUE,TRUE,8022
"44","Sebastes diploproa","Sebastes diploproa","Sebastes diploproa","species","accepted","Teleostei","Perciformes","Sebastidae","Sebastes",274787,TRUE,FALSE,FALSE,72069
"45","Lycodes pacificus","Lycodes pacificus","Lycodes pacificus","species","accepted","Teleostei","Perciformes","Zoarcidae","Lycodes",274116,TRUE,FALSE,FALSE,1772091
"46","Ammodytes personatus","Ammodytes personatus","Ammodytes personatus","species","accepted","Teleostei","Perciformes","Ammodytidae","Ammodytes",272967,TRUE,FALSE,FALSE,215382
"47","Beringraja rhina","Beringraja rhina","Beringraja rhina","species","accepted","Elasmobranchii","Rajiformes","Rajidae","Beringraja",1461133,TRUE,FALSE,FALSE,2838338
"48","Sebastes caurinus","Sebastes caurinus","Sebastes caurinus","species","accepted","Teleostei","Perciformes","Sebastidae","Sebastes",274780,TRUE,FALSE,FALSE,72063
"49","Beringraja binoculata","Beringraja binoculata","Beringraja binoculata","species","accepted","Elasmobranchii","Rajiformes","Rajidae","Beringraja",1021330,TRUE,FALSE,FALSE,2838337
"50","Sebastes paucispinis","Sebastes paucispinis","Sebastes paucispinis","species","accepted","Teleostei","Perciformes","Sebastidae","Sebastes",274833,TRUE,FALSE,FALSE,72093
"51","Pleuronichthys decurrens","Pleuronichthys decurrens","Pleuronichthys decurrens","species","accepted","Teleostei","Pleuronectiformes","Pleuronectidae","Pleuronichthys",282292,TRUE,FALSE,FALSE,320379
"52","Sebastes entomelas","Sebastes entomelas","Sebastes entomelas","species","accepted","Teleostei","Perciformes","Sebastidae","Sebastes",274791,TRUE,FALSE,FALSE,72073
"53","Sebastes crameri","Sebastes crameri","Sebastes crameri","species","accepted","Teleostei","Perciformes","Sebastidae","Sebastes",274785,TRUE,FALSE,FALSE,72067
"54","Sebastes wilsoni","Sebastes wilsoni","Sebastes wilsoni","species","accepted","Teleostei","Perciformes","Sebastidae","Sebastes",274868,TRUE,FALSE,FALSE,72107
"55","Coryphaenoides cinereus","Coryphaenoides cinereus","Coryphaenoides cinereus","species","accepted","Teleostei","Gadiformes","Macrouridae","Coryphaenoides",272326,TRUE,FALSE,FALSE,83391
"56","Sebastes nebulosus","Sebastes nebulosus","Sebastes nebulosus","species","accepted","Teleostei","Perciformes","Sebastidae","Sebastes",274824,TRUE,FALSE,FALSE,394698
"57","Sebastes variegatus","Sebastes variegatus","Sebastes variegatus","species","accepted","Teleostei","Perciformes","Sebastidae","Sebastes",274863,TRUE,FALSE,FALSE,72106
"58","Bathyraja interrupta","Bathyraja interrupta","Bathyraja interrupta","species","accepted","Elasmobranchii","Rajiformes","Arhynchobatidae","Bathyraja",271515,TRUE,FALSE,FALSE,341244
"59","Sebastes borealis","Sebastes borealis","Sebastes borealis","species","accepted","Teleostei","Perciformes","Sebastidae","Sebastes",274777,TRUE,FALSE,FALSE,394687
"60","Cymatogaster aggregata","Cymatogaster aggregata","Cymatogaster aggregata","species","accepted","Teleostei","Ovalentaria incertae sedis","Embiotocidae","Cymatogaster",280461,TRUE,TRUE,FALSE,50794
"61","Hexagrammos decagrammus","Hexagrammos decagrammus","Hexagrammos decagrammus","species","accepted","Teleostei","Perciformes","Hexagrammidae","Hexagrammos",240732,TRUE,FALSE,FALSE,274741
"62","Podothecus accipenserinus","Podothecus accipenserinus","Podothecus accipenserinus","species","accepted","Teleostei","Perciformes","Agonidae","Podothecus",254501,TRUE,FALSE,FALSE,320612
"63","Sebastes jordani","Sebastes jordani","Sebastes jordani","species","accepted","Teleostei","Perciformes","Sebastidae","Sebastes",274806,TRUE,FALSE,FALSE,72081
"64","Albatrossia pectoralis","Albatrossia pectoralis","Albatrossia pectoralis","species","accepted","Teleostei","Gadiformes","Macrouridae","Albatrossia",236135,TRUE,FALSE,FALSE,83392
"65","Malacocottus kincaidi","Malacocottus kincaidi","Malacocottus kincaidi","species","accepted","Teleostei","Perciformes","Psychrolutidae","Malacocottus",279442,TRUE,FALSE,FALSE,433396
"66","Malacocottus zonurus","Malacocottus zonurus","Malacocottus zonurus","species","accepted","Teleostei","Perciformes","Psychrolutidae","Malacocottus",254406,TRUE,FALSE,FALSE,200682
"67","Lumpenus sagitta","Lumpenus sagitta","Lumpenus sagitta","species","accepted","Teleostei","Perciformes","Lumpenidae","Lumpenus",254579,TRUE,FALSE,FALSE,428036
"68","Salmo salar","Salmo salar","Salmo salar","species","accepted","Teleostei","Salmoniformes","Salmonidae","Salmo",127186,TRUE,TRUE,TRUE,8030
"69","Lycodes brevipes","Lycodes brevipes","Lycodes brevipes","species","accepted","Teleostei","Perciformes","Zoarcidae","Lycodes",254595,TRUE,FALSE,FALSE,433387
"70","Lycodes cortezianus","Lycodes cortezianus","Lycodes cortezianus","species","accepted","Teleostei","Perciformes","Zoarcidae","Lycodes",274097,TRUE,FALSE,FALSE,57818
"71","Sebastes nigrocinctus","Sebastes nigrocinctus","Sebastes nigrocinctus","species","accepted","Teleostei","Perciformes","Sebastidae","Sebastes",274825,TRUE,FALSE,FALSE,72089
"72","Antimora microlepis","Antimora microlepis","Antimora microlepis","species","accepted","Teleostei","Gadiformes","Moridae","Antimora",272460,TRUE,FALSE,FALSE,497157
"73","Lycodes diapterus","Lycodes diapterus","Lycodes diapterus","species","accepted","Teleostei","Perciformes","Zoarcidae","Lycodes",254597,TRUE,FALSE,FALSE,215426
"74","Platichthys stellatus","Platichthys stellatus","Platichthys stellatus","species","accepted","Teleostei","Pleuronectiformes","Pleuronectidae","Platichthys",154781,TRUE,TRUE,TRUE,195632
"75","Chitonotus pugetensis","Chitonotus pugetensis","Chitonotus pugetensis","species","accepted","Teleostei","Perciformes","Cottidae","Chitonotus",280162,TRUE,FALSE,FALSE,283635
"76","Bathyagonus pentacanthus","Bathyagonus pentacanthus","Bathyagonus pentacanthus","species","accepted","Teleostei","Perciformes","Agonidae","Bathyagonus",254506,TRUE,FALSE,FALSE,433407
"77","Stenobrachius leucopsarus","Stenobrachius leucopsarus","Stenobrachius leucopsarus","species","accepted","Teleostei","Myctophiformes","Myctophidae","Stenobrachius",254363,TRUE,FALSE,FALSE,91658
"78","Salvelinus malma","Salvelinus malma","Salvelinus malma","species","accepted","Teleostei","Salmoniformes","Salmonidae","Salvelinus",254570,TRUE,TRUE,TRUE,8039
"79","Icelinus filamentosus","Icelinus filamentosus","Icelinus filamentosus","species","accepted","Teleostei","Perciformes","Cottidae","Icelinus",281136,TRUE,FALSE,FALSE,274762
"80","Poroclinus rothrocki","Poroclinus rothrocki","Poroclinus rothrocki","species","accepted","Teleostei","Perciformes","Lumpenidae","Poroclinus",254385,TRUE,FALSE,FALSE,557414
"81","Sebastes aurora","Sebastes aurora","Sebastes aurora","species","accepted","Teleostei","Perciformes","Sebastidae","Sebastes",274774,TRUE,FALSE,FALSE,72058
"82","Citharichthys stigmaeus","Citharichthys stigmaeus","Citharichthys stigmaeus","species","accepted","Teleostei","Pleuronectiformes","Paralichthyidae","Citharichthys",275696,TRUE,FALSE,FALSE,319775
"83","Leptocottus armatus","Leptocottus armatus","Leptocottus armatus","species","accepted","Teleostei","Perciformes","Cottidae","Leptocottus",254345,TRUE,TRUE,FALSE,214925
"84","Sebastes miniatus","Sebastes miniatus","Sebastes miniatus","species","accepted","Teleostei","Perciformes","Sebastidae","Sebastes",274820,TRUE,FALSE,FALSE,72087
"85","Radulinus asprellus","Radulinus asprellus","Radulinus asprellus","species","accepted","Teleostei","Perciformes","Cottidae","Radulinus",282541,TRUE,FALSE,FALSE,274768
"86","Tarletonbeania crenularis","Tarletonbeania crenularis","Tarletonbeania crenularis","species","accepted","Teleostei","Myctophiformes","Myctophidae","Tarletonbeania",282927,TRUE,FALSE,FALSE,91660
"87","Ronquilus jordani","Ronquilus jordani","Ronquilus jordani","species","accepted","Teleostei","Perciformes","Bathymasteridae","Ronquilus",282629,TRUE,FALSE,FALSE,428030
"88","Limanda aspera","Limanda aspera","Limanda aspera","species","accepted","Teleostei","Pleuronectiformes","Pleuronectidae","Limanda",254562,TRUE,FALSE,FALSE,195624
"89","Bathyraja aleutica","Bathyraja aleutica","Bathyraja aleutica","species","accepted","Elasmobranchii","Rajiformes","Arhynchobatidae","Bathyraja",271506,TRUE,FALSE,FALSE,341243
"90","Hemilepidotus hemilepidotus","Hemilepidotus hemilepidotus","Hemilepidotus hemilepidotus","species","accepted","Teleostei","Perciformes","Cottidae","Hemilepidotus",254521,TRUE,FALSE,FALSE,433390
"91","Chauliodus macouni","Chauliodus macouni","Chauliodus macouni","species","accepted","Teleostei","Stomiiformes","Stomiidae","Chauliodus",275055,TRUE,FALSE,FALSE,302055
"92","Cololabis saira","Cololabis saira","Cololabis saira","species","accepted","Teleostei","Beloniformes","Scomberesocidae","Cololabis",280366,TRUE,FALSE,FALSE,129043
"93","Xeneretmus latifrons","Xeneretmus latifrons","Xeneretmus latifrons","species","accepted","Teleostei","Perciformes","Agonidae","Xeneretmus",283171,TRUE,FALSE,FALSE,274780
"94","Sebastes variabilis","Sebastes variabilis","Sebastes variabilis","species","accepted","Teleostei","Perciformes","Sebastidae","Sebastes",398442,TRUE,FALSE,FALSE,394707
"95","Lycodes palearis","Lycodes palearis","Lycodes palearis","species","accepted","Teleostei","Perciformes","Zoarcidae","Lycodes",254585,TRUE,FALSE,FALSE,215425
"96","Sebastes emphaeus","Sebastes emphaeus","Sebastes emphaeus","species","accepted","Teleostei","Perciformes","Sebastidae","Sebastes",274789,TRUE,FALSE,FALSE,72071
"97","Sebastes melanops","Sebastes melanops","Sebastes melanops","species","accepted","Teleostei","Perciformes","Sebastidae","Sebastes",274817,TRUE,FALSE,FALSE,72085
"98","Bathyagonus nigripinnis","Bathyagonus nigripinnis","Bathyagonus nigripinnis","species","accepted","Teleostei","Perciformes","Agonidae","Bathyagonus",254505,TRUE,FALSE,FALSE,433409
"99","Apristurus brunneus","Apristurus brunneus","Apristurus brunneus","species","accepted","Elasmobranchii","Carcharhiniformes","Pentanchidae","Apristurus",158512,TRUE,FALSE,FALSE,428037
"100","Anarrhichthys ocellatus","Anarrhichthys ocellatus","Anarrhichthys ocellatus","species","accepted","Teleostei","Perciformes","Anarhichadidae","Anarrhichthys",279605,TRUE,FALSE,FALSE,433405
"101","Diaphus theta","Diaphus theta","Diaphus theta","species","accepted","Teleostei","Myctophiformes","Myctophidae","Diaphus",272694,TRUE,FALSE,FALSE,91653
"102","Cryptacanthodes aleutensis","Cryptacanthodes aleutensis","Cryptacanthodes aleutensis","species","accepted","Teleostei","Perciformes","Cryptacanthodidae","Cryptacanthodes",276390,TRUE,FALSE,FALSE,557343
"103","Enophrys bison","Enophrys bison","Enophrys bison","species","accepted","Teleostei","Perciformes","Cottidae","Enophrys",275355,TRUE,FALSE,FALSE,320617
"104","Scorpaenichthys marmoratus","Scorpaenichthys marmoratus","Scorpaenichthys marmoratus","species","accepted","Teleostei","Perciformes","Jordaniidae","Scorpaenichthys",282726,TRUE,FALSE,FALSE,NA
"105","Paricelinus hopliticus","Paricelinus hopliticus","Paricelinus hopliticus","species","accepted","Teleostei","Perciformes","Jordaniidae","Paricelinus",282147,TRUE,FALSE,FALSE,NA
"106","Prionace glauca","Prionace glauca","Prionace glauca","species","accepted","Elasmobranchii","Carcharhiniformes","Carcharhinidae","Prionace",105801,TRUE,TRUE,FALSE,7815
"107","Dasycottus setiger","Dasycottus setiger","Dasycottus setiger","species","accepted","Teleostei","Perciformes","Psychrolutidae","Dasycottus",280488,TRUE,FALSE,FALSE,274783
"108","Hemitripterus bolini","Hemitripterus bolini","Hemitripterus bolini","species","accepted","Teleostei","Perciformes","Hemitripteridae","Hemitripterus",254541,TRUE,FALSE,FALSE,470227
"109","Sebastes saxicola","Sebastes saxicola","Sebastes saxicola","species","accepted","Teleostei","Perciformes","Sebastidae","Sebastes",274848,TRUE,FALSE,FALSE,72101
"110","Icelinus tenuis","Icelinus tenuis","Icelinus tenuis","species","accepted","Teleostei","Perciformes","Cottidae","Icelinus",281142,TRUE,FALSE,FALSE,433394
"111","Microstomus bathybius","Microstomus bathybius","Microstomus bathybius","species","accepted","Teleostei","Pleuronectiformes","Pleuronectidae","Microstomus",305684,TRUE,FALSE,FALSE,320376
"112","Lumpenella longirostris","Lumpenella longirostris","Lumpenella longirostris","species","accepted","Teleostei","Perciformes","Lumpenidae","Lumpenella",254351,TRUE,FALSE,FALSE,557408
"113","Psychrolutes paradoxus","Psychrolutes paradoxus","Psychrolutes paradoxus","species","accepted","Teleostei","Perciformes","Psychrolutidae","Psychrolutes",254566,TRUE,FALSE,FALSE,980342
"114","Sardinops sagax","Sardinops sagax","Sardinops sagax","species","accepted","Teleostei","Clupeiformes","Alosidae","Sardinops",217452,TRUE,FALSE,FALSE,28381
"115","Bathyagonus alascanus","Bathyagonus alascanus","Bathyagonus alascanus","species","accepted","Teleostei","Perciformes","Agonidae","Bathyagonus",254503,TRUE,FALSE,FALSE,433408
"116","Xeneretmus leiops","Xeneretmus leiops","Xeneretmus leiops","species","accepted","Teleostei","Perciformes","Agonidae","Xeneretmus",283172,TRUE,FALSE,FALSE,299564
"117","Zaprora silenus","Zaprora silenus","Zaprora silenus","species","accepted","Teleostei","Perciformes","Zaproridae","Zaprora",254353,TRUE,FALSE,FALSE,320590
"118","Myoxocephalus polyacanthocephalus","Myoxocephalus polyacanthocephalus","Myoxocephalus polyacanthocephalus","species","accepted","Teleostei","Perciformes","Cottidae","Myoxocephalus",254528,TRUE,FALSE,FALSE,238839
"119","Ammodytes hexapterus","Ammodytes hexapterus","Ammodytes hexapterus","species","accepted","Teleostei","Perciformes","Ammodytidae","Ammodytes",254510,TRUE,TRUE,FALSE,476914
"120","Sebastes aleutianus","Sebastes aleutianus","Sebastes aleutianus","species","accepted","Teleostei","Perciformes","Sebastidae","Sebastes",274771,TRUE,FALSE,FALSE,214485
"121","Salvelinus confluentus","Salvelinus confluentus","Salvelinus confluentus","species","accepted","Teleostei","Salmoniformes","Salmonidae","Salvelinus",274352,FALSE,TRUE,TRUE,8037
"122","Entosphenus tridentatus","Entosphenus tridentatus","Entosphenus tridentatus","species","accepted","Petromyzonti","Petromyzontiformes","Petromyzontidae","Entosphenus",314348,TRUE,TRUE,TRUE,245074
"123","Bothrocara brunneum","Bothrocara brunneum","Bothrocara brunneum","species","accepted","Teleostei","Perciformes","Zoarcidae","Bothrocara",279397,TRUE,FALSE,FALSE,557338
"124","Arctoraja parmifera","Arctoraja parmifera","Arctoraja parmifera","species","accepted","Elasmobranchii","Rajiformes","Rajidae","Arctoraja",1577324,TRUE,NA,NA,NA
"125","Lycodapus mandibularis","Lycodapus mandibularis","Lycodapus mandibularis","species","accepted","Teleostei","Perciformes","Zoarcidae","Lycodapus",279391,TRUE,FALSE,FALSE,557350
"126","Trichodon trichodon","Trichodon trichodon","Trichodon trichodon","species","accepted","Teleostei","Perciformes","Trichodontidae","Trichodon",283043,TRUE,FALSE,FALSE,209541
"127","Leptoclinus maculatus","Leptoclinus maculatus","Leptoclinus maculatus","species","accepted","Teleostei","Perciformes","Lumpenidae","Leptoclinus",127072,TRUE,FALSE,FALSE,980417
"128","Pholis laeta","Pholis laeta","Pholis laeta","species","accepted","Teleostei","Perciformes","Pholidae","Pholis",273689,TRUE,FALSE,FALSE,283367
"129","Careproctus melanurus","Careproctus melanurus","Careproctus melanurus","species","accepted","Teleostei","Perciformes","Liparidae","Careproctus",254549,TRUE,FALSE,FALSE,274785
"130","Gasterosteus aculeatus","Gasterosteus aculeatus","Gasterosteus aculeatus","species","accepted","Teleostei","Perciformes","Gasterosteidae","Gasterosteus",126505,TRUE,TRUE,TRUE,69293
"131","Oligocottus maculosus","Oligocottus maculosus","Oligocottus maculosus","species","accepted","Teleostei","Perciformes","Cottidae","Oligocottus",281872,TRUE,TRUE,FALSE,328410
"132","Triglops macellus","Triglops macellus","Triglops macellus","species","accepted","Teleostei","Perciformes","Cottidae","Triglops",274399,TRUE,FALSE,FALSE,433386
"133","Tactostoma macropus","Tactostoma macropus","Tactostoma macropus","species","accepted","Teleostei","Stomiiformes","Stomiidae","Tactostoma",282922,TRUE,FALSE,FALSE,319451
"134","Agonopsis vulsa","Agonopsis vulsa","Agonopsis vulsa","species","accepted","Teleostei","Perciformes","Agonidae","Agonopsis",279522,TRUE,FALSE,FALSE,428027
"135","Spirinchus thaleichthys","Spirinchus thaleichthys","Spirinchus thaleichthys","species","accepted","Teleostei","Osmeriformes","Osmeridae","Spirinchus",282844,TRUE,TRUE,TRUE,260508
"136","Squalus acanthias","Squalus acanthias","Squalus acanthias","species","accepted","Elasmobranchii","Squaliformes","Squalidae","Squalus",105923,TRUE,TRUE,FALSE,7797
"137","Hemilepidotus spinosus","Hemilepidotus spinosus","Hemilepidotus spinosus","species","accepted","Teleostei","Perciformes","Cottidae","Hemilepidotus",279413,TRUE,FALSE,FALSE,271501
"138","Lepidopsetta polyxystra","Lepidopsetta polyxystra","Lepidopsetta polyxystra","species","accepted","Teleostei","Pleuronectiformes","Pleuronectidae","Lepidopsetta",281307,TRUE,FALSE,FALSE,433389
"139","Triglops pingelii","Triglops pingelii","Triglops pingelii","species","accepted","Teleostei","Perciformes","Cottidae","Triglops",127207,TRUE,FALSE,FALSE,433391
"140","Aulorhynchus flavidus","Aulorhynchus flavidus","Aulorhynchus flavidus","species","accepted","Teleostei","Perciformes","Aulorhynchidae","Aulorhynchus",279839,TRUE,FALSE,FALSE,240152
"141","Poromitra crassiceps","Poromitra crassiceps","Poromitra crassiceps","species","accepted","Teleostei","Beryciformes","Melamphaidae","Poromitra",127273,TRUE,FALSE,FALSE,88708
"142","Pleuronichthys coenosus","Pleuronichthys coenosus","Pleuronichthys coenosus","species","accepted","Teleostei","Pleuronectiformes","Pleuronectidae","Pleuronichthys",282290,TRUE,FALSE,FALSE,269452
"143","Anoplarchus purpurescens","Anoplarchus purpurescens","Anoplarchus purpurescens","species","accepted","Teleostei","Perciformes","Stichaeidae","Anoplarchus",279633,TRUE,FALSE,FALSE,320623
"144","Psychrolutes sigalutes","Psychrolutes sigalutes","Psychrolutes sigalutes","species","accepted","Teleostei","Perciformes","Psychrolutidae","Psychrolutes",274679,TRUE,FALSE,FALSE,557364
"145","Sebastes goodei","Sebastes goodei","Sebastes goodei","species","accepted","Teleostei","Perciformes","Sebastidae","Sebastes",274798,TRUE,TRUE,FALSE,72078
"146","Bryozoichthys marjorius","Bryozoichthys marjorius","Bryozoichthys marjorius","species","accepted","Teleostei","Perciformes","Stichaeidae","Bryozoichthys",254575,TRUE,FALSE,FALSE,1311538
"147","Nectoliparis pelagicus","Nectoliparis pelagicus","Nectoliparis pelagicus","species","accepted","Teleostei","Perciformes","Liparidae","Nectoliparis",281641,TRUE,FALSE,FALSE,446815
"148","Icosteus aenigmaticus","Icosteus aenigmaticus","Icosteus aenigmaticus","species","accepted","Teleostei","Scombriformes","Icosteidae","Icosteus",281153,TRUE,FALSE,FALSE,215386
"149","Eptatretus deani","Eptatretus deani","Eptatretus deani","species","accepted","Myxini","Myxiniformes","Myxinidae","Eptatretus",279277,TRUE,FALSE,FALSE,418109
"150","Icelinus borealis","Icelinus borealis","Icelinus borealis","species","accepted","Teleostei","Perciformes","Cottidae","Icelinus",281133,TRUE,FALSE,FALSE,433388
"151","Hexagrammos stelleri","Hexagrammos stelleri","Hexagrammos stelleri","species","accepted","Teleostei","Perciformes","Hexagrammidae","Hexagrammos",254545,TRUE,FALSE,FALSE,192378
"152","Nautichthys oculofasciatus","Nautichthys oculofasciatus","Nautichthys oculofasciatus","species","accepted","Teleostei","Perciformes","Hemitripteridae","Nautichthys",254542,TRUE,FALSE,FALSE,428032
"153","Gobiesox maeandricus","Gobiesox maeandricus","Gobiesox maeandricus","species","accepted","Teleostei","Gobiesociformes","Gobiesocidae","Gobiesox",275671,TRUE,FALSE,FALSE,63828
"154","Sebastes melanostictus","Sebastes melanostictus","Sebastes melanostictus","species","accepted","Teleostei","Perciformes","Sebastidae","Sebastes",1015496,TRUE,FALSE,FALSE,394695
"155","Alosa sapidissima","Alosa sapidissima","Alosa sapidissima","species","accepted","Teleostei","Clupeiformes","Alosidae","Alosa",158670,TRUE,TRUE,TRUE,34773
"156","Nansenia candida","Nansenia candida","Nansenia candida","species","accepted","Teleostei","Argentiniformes","Microstomatidae","Nansenia",272926,TRUE,FALSE,FALSE,557352
"157","Apodichthys flavidus","Apodichthys flavidus","Apodichthys flavidus","species","accepted","Teleostei","Perciformes","Pholidae","Apodichthys",279664,TRUE,FALSE,FALSE,57779
"158","Scomber japonicus","Scomber japonicus","Scomber japonicus","species","accepted","Teleostei","Scombriformes","Scombridae","Scomber",127022,TRUE,FALSE,FALSE,13676
"159","Blepsias cirrhosus","Blepsias cirrhosus","Blepsias cirrhosus","species","accepted","Teleostei","Perciformes","Hemitripteridae","Blepsias",279417,TRUE,FALSE,FALSE,573213
"160","Bathyagonus infraspinatus","Bathyagonus infraspinatus","Bathyagonus infraspinatus","species","accepted","Teleostei","Perciformes","Agonidae","Bathyagonus",254504,TRUE,FALSE,FALSE,557335
"161","Bathymaster signatus","Bathymaster signatus","Bathymaster signatus","species","accepted","Teleostei","Perciformes","Bathymasteridae","Bathymaster",254513,TRUE,FALSE,FALSE,274808
"162","Benthalbella dentata","Benthalbella dentata","Benthalbella dentata","species","accepted","Teleostei","Aulopiformes","Scopelarchidae","Benthalbella",254572,TRUE,FALSE,FALSE,433385
"163","Artedius fenestralis","Artedius fenestralis","Artedius fenestralis","species","accepted","Teleostei","Perciformes","Cottidae","Artedius",279700,TRUE,FALSE,FALSE,274758
"164","Liparis pulchellus","Liparis pulchellus","Liparis pulchellus","species","accepted","Teleostei","Perciformes","Liparidae","Liparis",274533,TRUE,FALSE,FALSE,433402
