accepted_name,verbatim_name,taxonomic_status,species,taxon_rank,class,order,family,genus,is_marine,is_brackish,is_freshwater,taxon_id,ncbi_id
Reinhardtius hippoglossoides,Reinhardtius hippoglossoides,accepted,Reinhardtius hippoglossoides,species,Teleostei,Pleuronectiformes,Pleuronectidae,Reinhardtius,TRUE,FALSE,FALSE,127144,111784
Brachyistius frenatus,Brachyistius frenatus,accepted,Brachyistius frenatus,species,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Brachyistius,TRUE,FALSE,FALSE,240721,100188
Chesnonia verrucosa,Chesnonia verrucosa,accepted,Chesnonia verrucosa,species,Teleostei,Perciformes,Agonidae,Chesnonia,TRUE,FALSE,FALSE,254507,740928
Psychrolutes phrictus,Psychrolutes phrictus,accepted,Psychrolutes phrictus,species,Teleostei,Perciformes,Psychrolutidae,Psychrolutes,TRUE,FALSE,FALSE,274678,320385
Lota lota,Lota lota,accepted,Lota lota,species,Teleostei,Gadiformes,Lotidae,Lota,FALSE,TRUE,TRUE,154388,69944
Sebastes ciliatus,Sebastes ciliatus,accepted,Sebastes ciliatus,species,Teleostei,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274782,72065
Aristostomias scintillans,Aristostomias scintillans,accepted,Aristostomias scintillans,species,Teleostei,Stomiiformes,Stomiidae,Aristostomias,TRUE,FALSE,FALSE,275007,319440
Lycodapus endemoscotus,Lycodapus endemoscotus,accepted,Lycodapus endemoscotus,species,Teleostei,Perciformes,Zoarcidae,Lycodapus,TRUE,FALSE,FALSE,279388,557348
Ascelichthys rhodorus,Ascelichthys rhodorus,accepted,Ascelichthys rhodorus,species,Teleostei,Perciformes,Cottidae,Ascelichthys,TRUE,FALSE,FALSE,279706,1738886
Lycodapus pachysoma,Lycodapus pachysoma,accepted,Lycodapus pachysoma,species,Teleostei,Perciformes,Zoarcidae,Lycodapus,TRUE,FALSE,FALSE,234603,557351
Liparis dennyi,Liparis dennyi,accepted,Liparis dennyi,species,Teleostei,Perciformes,Liparidae,Liparis,TRUE,FALSE,FALSE,254550,433403
Oncorhynchus clarkii,Oncorhynchus clarkii,accepted,Oncorhynchus clarkii,species,Teleostei,Salmoniformes,Salmonidae,Oncorhynchus,TRUE,TRUE,TRUE,274347,30962
Rhamphocottus richardsonii,Rhamphocottus richardsonii,accepted,Rhamphocottus richardsonii,species,Teleostei,Perciformes,Rhamphocottidae,Rhamphocottus,TRUE,FALSE,FALSE,282578,283636
Lamna ditropis,Lamna ditropis,accepted,Lamna ditropis,species,Elasmobranchii,Lamniformes,Lamnidae,Lamna,TRUE,FALSE,FALSE,271421,38578
Paraliparis pectoralis,Paraliparis pectoralis,accepted,Paraliparis pectoralis,species,Teleostei,Perciformes,Liparidae,Paraliparis,TRUE,FALSE,FALSE,274604,557360
Embiotoca lateralis,Embiotoca lateralis,accepted,Embiotoca lateralis,species,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Embiotoca,TRUE,FALSE,FALSE,240740,229144
Paraliparis deani,Paraliparis deani,accepted,Paraliparis deani,species,Teleostei,Perciformes,Liparidae,Paraliparis,TRUE,FALSE,FALSE,274570,NA
Eptatretus stoutii,Eptatretus stoutii,accepted,Eptatretus stoutii,species,Myxini,Myxiniformes,Myxinidae,Eptatretus,TRUE,FALSE,FALSE,279298,7765
Artedius harringtoni,Artedius harringtoni,accepted,Artedius harringtoni,species,Teleostei,Perciformes,Cottidae,Artedius,TRUE,FALSE,FALSE,279701,433399
Hypomesus pretiosus,Hypomesus pretiosus,accepted,Hypomesus pretiosus,species,Teleostei,Osmeriformes,Osmeridae,Hypomesus,TRUE,TRUE,FALSE,279422,300346
Scomber colias,Scomber colias,accepted,Scomber colias,species,Teleostei,Scombriformes,Scombridae,Scomber,TRUE,TRUE,FALSE,151174,338315
Ruscarius meanyi,Ruscarius meanyi,accepted,Ruscarius meanyi,species,Teleostei,Perciformes,Cottidae,Ruscarius,TRUE,FALSE,FALSE,282637,459053
Avocettina infans,Avocettina infans,accepted,Avocettina infans,species,Teleostei,Anguilliformes,Nemichthyidae,Avocettina,TRUE,FALSE,FALSE,126304,121280
Nemichthys scolopaceus,Nemichthys scolopaceus,accepted,Nemichthys scolopaceus,species,Teleostei,Anguilliformes,Nemichthyidae,Nemichthys,TRUE,FALSE,FALSE,126306,118170
Bathophilus flemingi,Bathophilus flemingi,accepted,Bathophilus flemingi,species,Teleostei,Stomiiformes,Stomiidae,Bathophilus,TRUE,FALSE,FALSE,275046,319449
Cyclothone microdon,Cyclothone microdon,accepted,Cyclothone microdon,species,Teleostei,Stomiiformes,Gonostomatidae,Cyclothone,TRUE,FALSE,FALSE,127286,48447
Bathyraja minispinosa,Bathyraja minispinosa,accepted,Bathyraja minispinosa,species,Elasmobranchii,Rajiformes,Arhynchobatidae,Bathyraja,TRUE,FALSE,FALSE,271524,341248
Atheresthes evermanni,Atheresthes evermanni,accepted,Atheresthes evermanni,species,Teleostei,Pleuronectiformes,Pleuronectidae,Atheresthes,TRUE,FALSE,FALSE,279791,195645
Clinocottus embryum,Clinocottus embryum,accepted,Clinocottus embryum,species,Teleostei,Perciformes,Cottidae,Clinocottus,TRUE,FALSE,FALSE,280220,459046
Bothrocara molle,Bothrocara molle,accepted,Bothrocara molle,species,Teleostei,Perciformes,Zoarcidae,Bothrocara,TRUE,FALSE,FALSE,234593,390675
Careproctus colletti,Careproctus colletti,accepted,Careproctus colletti,species,Teleostei,Perciformes,Liparidae,Careproctus,TRUE,FALSE,FALSE,254547,796014
Talismania bifurcata,Talismania bifurcata,accepted,Talismania bifurcata,species,Teleostei,Alepocephaliformes,Alepocephalidae,Talismania,TRUE,FALSE,FALSE,272884,492049
Paraliparis paucidens,Paraliparis paucidens,accepted,Paraliparis paucidens,species,Teleostei,Perciformes,Liparidae,Paraliparis,TRUE,FALSE,FALSE,274603,557359
Melamphaes lugubris,Melamphaes lugubris,accepted,Melamphaes lugubris,species,Teleostei,Beryciformes,Melamphaidae,Melamphaes,TRUE,FALSE,FALSE,274932,319444
Oligocottus snyderi,Oligocottus snyderi,accepted,Oligocottus snyderi,species,Teleostei,Perciformes,Cottidae,Oligocottus,TRUE,FALSE,FALSE,281875,459052
Enophrys lucasi,Enophrys lucasi,accepted,Enophrys lucasi,species,Teleostei,Perciformes,Cottidae,Enophrys,TRUE,FALSE,FALSE,254518,980327
Trachurus symmetricus,Trachurus symmetricus,accepted,Trachurus symmetricus,species,Teleostei,Carangiformes,Carangidae,Trachurus,TRUE,FALSE,FALSE,273305,271940
Tarletonbeania taylori,Tarletonbeania taylori,accepted,Tarletonbeania taylori,species,Teleostei,Myctophiformes,Myctophidae,Tarletonbeania,TRUE,FALSE,FALSE,282928,123347
Occidentis ayresii,Occidentis ayresii,accepted,Occidentis ayresii,species,Petromyzonti,Petromyzontiformes,Petromyzontidae,Occidentis,TRUE,TRUE,TRUE,1804785,NA
Hemilepidotus jordani,Hemilepidotus jordani,accepted,Hemilepidotus jordani,species,Teleostei,Perciformes,Cottidae,Hemilepidotus,TRUE,FALSE,FALSE,254522,274759
Bathyraja lindbergi,Bathyraja lindbergi,accepted,Bathyraja lindbergi,species,Elasmobranchii,Rajiformes,Arhynchobatidae,Bathyraja,TRUE,FALSE,FALSE,271517,341245
Anotopterus nikparini,Anotopterus nikparini,accepted,Anotopterus nikparini,species,Teleostei,Aulopiformes,Anotopteridae,Anotopterus,TRUE,FALSE,FALSE,272040,557333
Lipolagus ochotensis,Lipolagus ochotensis,accepted,Lipolagus ochotensis,species,Teleostei,Argentiniformes,Bathylagidae,Lipolagus,TRUE,FALSE,FALSE,281374,170193
Macropinna microstoma,Macropinna microstoma,accepted,Macropinna microstoma,species,Teleostei,Argentiniformes,Opisthoproctidae,Macropinna,TRUE,FALSE,FALSE,281482,557410
Scopelosaurus adleri,Scopelosaurus adleri,accepted,Scopelosaurus adleri,species,Teleostei,Aulopiformes,Notosudidae,Scopelosaurus,TRUE,FALSE,FALSE,254552,NA
Lycenchelys jordani,Lycenchelys jordani,accepted,Lycenchelys jordani,species,Teleostei,Perciformes,Zoarcidae,Lycenchelys,TRUE,FALSE,FALSE,274067,557347
Paraliparis cephalus,Paraliparis cephalus,accepted,Paraliparis cephalus,species,Teleostei,Perciformes,Liparidae,Paraliparis,TRUE,FALSE,FALSE,274562,1154600
Rhinogobiops nicholsii,Rhinogobiops nicholsii,accepted,Rhinogobiops nicholsii,species,Teleostei,Gobiiformes,Gobiidae,Rhinogobiops,TRUE,FALSE,FALSE,282580,151723
Carcharodon carcharias,Carcharodon carcharias,accepted,Carcharodon carcharias,species,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,TRUE,TRUE,FALSE,105838,13397
Careproctus scottae,Careproctus scottae,accepted,Careproctus scottae,species,Teleostei,Perciformes,Liparidae,Careproctus,TRUE,FALSE,FALSE,274470,1837949
Clinocottus globiceps,Clinocottus globiceps,accepted,Clinocottus globiceps,species,Teleostei,Perciformes,Cottidae,Clinocottus,TRUE,FALSE,FALSE,280221,459047
Phanerodon vacca,Phanerodon vacca,accepted,Phanerodon vacca,species,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Phanerodon,TRUE,FALSE,FALSE,1577347,2838341
Oneirodes bulbosus,Oneirodes bulbosus,accepted,Oneirodes bulbosus,species,Teleostei,Lophiiformes,Oneirodidae,Oneirodes,TRUE,FALSE,FALSE,254553,1154599
Scopelosaurus harryi,Scopelosaurus harryi,accepted,Scopelosaurus harryi,species,Teleostei,Aulopiformes,Notosudidae,Scopelosaurus,TRUE,FALSE,FALSE,272082,319750
Triglops jordani,Triglops jordani,accepted,Triglops jordani,species,Teleostei,Perciformes,Cottidae,Triglops,TRUE,FALSE,FALSE,274398,NA
Asemichthys taylori,Asemichthys taylori,accepted,Asemichthys taylori,species,Teleostei,Perciformes,Cottidae,Asemichthys,TRUE,FALSE,FALSE,316433,1638735
Oneirodes thompsoni,Oneirodes thompsoni,accepted,Oneirodes thompsoni,species,Teleostei,Lophiiformes,Oneirodidae,Oneirodes,TRUE,FALSE,FALSE,254554,412658
Chirolophis nugator,Chirolophis nugator,accepted,Chirolophis nugator,species,Teleostei,Perciformes,Stichaeidae,Chirolophis,TRUE,FALSE,FALSE,254577,433395
Symbolophorus californiensis,Symbolophorus californiensis,accepted,Symbolophorus californiensis,species,Teleostei,Myctophiformes,Myctophidae,Symbolophorus,TRUE,FALSE,FALSE,272733,123339
Alepocephalus tenebrosus,Alepocephalus tenebrosus,accepted,Alepocephalus tenebrosus,species,Teleostei,Alepocephaliformes,Alepocephalidae,Alepocephalus,TRUE,FALSE,FALSE,272849,170189
Sebastes rubrivinctus,Sebastes rubrivinctus,accepted,Sebastes rubrivinctus,species,Teleostei,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274845,72099
Liparis cyclopus,Liparis cyclopus,accepted,Liparis cyclopus,species,Teleostei,Perciformes,Liparidae,Liparis,TRUE,FALSE,FALSE,274509,1772089
Sebastes mystinus,Sebastes mystinus,accepted,Sebastes mystinus,species,Teleostei,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274823,72088
Liparis mucosus,Liparis mucosus,accepted,Liparis mucosus,species,Teleostei,Perciformes,Liparidae,Liparis,TRUE,FALSE,FALSE,274527,274786
Icichthys lockingtoni,Icichthys lockingtoni,accepted,Icichthys lockingtoni,species,Teleostei,Scombriformes,Centrolophidae,Icichthys,TRUE,FALSE,FALSE,279354,302051
Rimicola muscarum,Rimicola muscarum,accepted,Rimicola muscarum,species,Teleostei,Gobiesociformes,Gobiesocidae,Rimicola,TRUE,FALSE,FALSE,282617,557417
Scopelengys tristis,Scopelengys tristis,accepted,Scopelengys tristis,species,Teleostei,Myctophiformes,Neoscopelidae,Scopelengys,TRUE,FALSE,FALSE,126636,123230
Protomyctophum arcticum,Protomyctophum arcticum,accepted,Protomyctophum arcticum,species,Teleostei,Myctophiformes,Myctophidae,Protomyctophum,TRUE,FALSE,FALSE,158917,473330
Scytalina cerdale,Scytalina cerdale,accepted,Scytalina cerdale,species,Teleostei,Perciformes,Scytalinidae,Scytalina,TRUE,FALSE,FALSE,254370,2893505
Blepsias bilobus,Blepsias bilobus,accepted,Blepsias bilobus,species,Teleostei,Perciformes,Hemitripteridae,Blepsias,TRUE,FALSE,FALSE,254540,980325
Pachycara gymninium,Pachycara gymninium,accepted,Pachycara gymninium,species,Teleostei,Perciformes,Zoarcidae,Pachycara,TRUE,FALSE,FALSE,274140,557355
Lycodapus dermatinus,Lycodapus dermatinus,accepted,Lycodapus dermatinus,species,Teleostei,Perciformes,Zoarcidae,Lycodapus,TRUE,FALSE,FALSE,279387,NA
Zesticelus profundorum,Zesticelus profundorum,accepted,Zesticelus profundorum,species,Teleostei,Perciformes,Cottidae,Zesticelus,TRUE,FALSE,FALSE,283218,740938
Aptocyclus ventricosus,Aptocyclus ventricosus,accepted,Aptocyclus ventricosus,species,Teleostei,Perciformes,Cyclopteridae,Aptocyclus,TRUE,FALSE,FALSE,254299,181459
Gymnocanthus galeatus,Gymnocanthus galeatus,accepted,Gymnocanthus galeatus,species,Teleostei,Perciformes,Cottidae,Gymnocanthus,TRUE,FALSE,FALSE,254514,980328
Careproctus canus,Careproctus canus,accepted,Careproctus canus,species,Teleostei,Perciformes,Liparidae,Careproctus,TRUE,FALSE,FALSE,274416,557341
Mylocheilus caurinus,Mylocheilus caurinus,accepted,Mylocheilus caurinus,species,Teleostei,Cypriniformes,Cyprinidae,Mylocheilus,FALSE,TRUE,TRUE,281605,86918
Clupea harengus,Clupea harengus,accepted,Clupea harengus,species,Teleostei,Clupeiformes,Clupeidae,Clupea,TRUE,TRUE,FALSE,126417,7950
Anisarchus medius,Anisarchus medius,accepted,Anisarchus medius,species,Teleostei,Perciformes,Lumpenidae,Anisarchus,TRUE,FALSE,FALSE,127070,980385
Myoxocephalus scorpius,Myoxocephalus scorpius,accepted,Myoxocephalus scorpius,species,Teleostei,Perciformes,Cottidae,Myoxocephalus,TRUE,TRUE,FALSE,127203,8097
Esox lucius,Esox lucius,accepted,Esox lucius,species,Teleostei,Esociformes,Esocidae,Esox,FALSE,TRUE,TRUE,154210,8010
Stichaeus punctatus,Stichaeus punctatus,accepted,Stichaeus punctatus,species,Teleostei,Perciformes,Stichaeidae,Stichaeus,TRUE,FALSE,FALSE,159819,980344
Oxylebius pictus,Oxylebius pictus,accepted,Oxylebius pictus,species,Teleostei,Perciformes,Hexagrammidae,Oxylebius,TRUE,FALSE,FALSE,240743,283620
Nemichthys larseni,Nemichthys larseni,accepted,Nemichthys larseni,species,Teleostei,Anguilliformes,Nemichthyidae,Nemichthys,TRUE,FALSE,FALSE,271905,557354
Pholis schultzi,Pholis schultzi,accepted,Pholis schultzi,species,Teleostei,Perciformes,Pholidae,Pholis,TRUE,FALSE,FALSE,273693,NA
Careproctus spectrum,Careproctus spectrum,accepted,Careproctus spectrum,species,Teleostei,Perciformes,Liparidae,Careproctus,TRUE,FALSE,FALSE,274477,NA
Liparis rutteri,Liparis rutteri,accepted,Liparis rutteri,species,Teleostei,Perciformes,Liparidae,Liparis,TRUE,FALSE,FALSE,274538,572250
Acantholiparis opercularis,Acantholiparis opercularis,accepted,Acantholiparis opercularis,species,Teleostei,Perciformes,Liparidae,Acantholiparis,TRUE,FALSE,FALSE,279480,557403
Derepodichthys alepidotus,Derepodichthys alepidotus,accepted,Derepodichthys alepidotus,species,Teleostei,Perciformes,Zoarcidae,Derepodichthys,TRUE,FALSE,FALSE,280501,2587260
Synchirus gilli,Synchirus gilli,accepted,Synchirus gilli,species,Teleostei,Perciformes,Cottidae,Synchirus,TRUE,FALSE,FALSE,282921,740936
Leuroglossus stilbius,Leuroglossus stilbius,accepted,Leuroglossus stilbius,species,Teleostei,Argentiniformes,Bathylagidae,Leuroglossus,TRUE,FALSE,FALSE,313514,301819
Stenodus leucichthys,Stenodus leucichthys,accepted,Stenodus leucichthys,species,Teleostei,Salmoniformes,Salmonidae,Stenodus,TRUE,TRUE,TRUE,127189,59296
Catostomus commersonii,Catostomus commersonii,accepted,Catostomus commersonii,species,Teleostei,Cypriniformes,Catostomidae,Catostomus,FALSE,TRUE,TRUE,158707,7971
Coryphaenoides armatus,Coryphaenoides armatus,accepted,Coryphaenoides armatus,species,Teleostei,Gadiformes,Macrouridae,Coryphaenoides,TRUE,FALSE,FALSE,158952,76798
Gyrinomimus grahami,Gyrinomimus grahami,accepted,Gyrinomimus grahami,species,Teleostei,Beryciformes,Cetomimidae,Gyrinomimus,TRUE,FALSE,FALSE,221398,114860
Careproctus georgianus,Careproctus georgianus,accepted,Careproctus georgianus,species,Teleostei,Perciformes,Liparidae,Careproctus,TRUE,FALSE,FALSE,234643,487674
Hypsagonus quadricornis,Hypsagonus quadricornis,accepted,Hypsagonus quadricornis,species,Teleostei,Perciformes,Agonidae,Hypsagonus,TRUE,FALSE,FALSE,254508,274775
Hexagrammos octogrammus,Hexagrammos octogrammus,accepted,Hexagrammos octogrammus,species,Teleostei,Perciformes,Hexagrammidae,Hexagrammos,TRUE,FALSE,FALSE,254544,192375
Careproctus furcellus,Careproctus furcellus,accepted,Careproctus furcellus,species,Teleostei,Perciformes,Liparidae,Careproctus,TRUE,FALSE,FALSE,254548,557342
Serrivomer jesperseni,Serrivomer jesperseni,accepted,Serrivomer jesperseni,species,Teleostei,Anguilliformes,Serrivomeridae,Serrivomer,TRUE,FALSE,FALSE,272002,557366
Pachycara lepinium,Pachycara lepinium,accepted,Pachycara lepinium,species,Teleostei,Perciformes,Zoarcidae,Pachycara,TRUE,FALSE,FALSE,274141,557356
Careproctus attenuatus,Careproctus attenuatus,accepted,Careproctus attenuatus,species,Teleostei,Perciformes,Liparidae,Careproctus,TRUE,FALSE,FALSE,274410,557340
Paraliparis rosaceus,Paraliparis rosaceus,accepted,Paraliparis rosaceus,species,Teleostei,Perciformes,Liparidae,Paraliparis,TRUE,FALSE,FALSE,274608,557361
Kathetostoma averruncus,Kathetostoma averruncus,accepted,Kathetostoma averruncus,species,Teleostei,Perciformes,Uranoscopidae,Kathetostoma,TRUE,FALSE,FALSE,275989,348051
Bothragonus swanii,Bothragonus swanii,accepted,Bothragonus swanii,species,Teleostei,Perciformes,Agonidae,Bothragonus,TRUE,FALSE,FALSE,279947,1154617
Halargyreus johnsonii,Halargyreus johnsonii,accepted,Halargyreus johnsonii,species,Teleostei,Gadiformes,Moridae,Halargyreus,TRUE,FALSE,FALSE,126489,319453
Notacanthus chemnitzii,Notacanthus chemnitzii,accepted,Notacanthus chemnitzii,species,Teleostei,Notacanthiformes,Notacanthidae,Notacanthus,TRUE,FALSE,FALSE,126643,143895
Spectrunculus grandis,Spectrunculus grandis,accepted,Spectrunculus grandis,species,Teleostei,Ophidiiformes,Ophidiidae,Spectrunculus,TRUE,FALSE,FALSE,126678,557426
Cyema atrum,Cyema atrum,accepted,Cyema atrum,species,Teleostei,Anguilliformes,Cyematidae,Cyema,TRUE,FALSE,FALSE,127164,556252
Mola mola,Mola mola,accepted,Mola mola,species,Teleostei,Tetraodontiformes,Molidae,Mola,TRUE,FALSE,FALSE,127405,94237
Engraulis mordax,Engraulis mordax,accepted,Engraulis mordax,species,Teleostei,Clupeiformes,Engraulidae,Engraulis,TRUE,FALSE,FALSE,272286,239368
Lampanyctus jordani,Lampanyctus jordani,accepted,Lampanyctus jordani,species,Teleostei,Myctophiformes,Myctophidae,Lampanyctus,TRUE,FALSE,FALSE,272712,517134
Pholis clemensi,Pholis clemensi,accepted,Pholis clemensi,species,Teleostei,Perciformes,Pholidae,Pholis,TRUE,FALSE,FALSE,273686,740703
Bothrocara pusillum,Bothrocara pusillum,accepted,Bothrocara pusillum,species,Teleostei,Perciformes,Zoarcidae,Bothrocara,TRUE,FALSE,FALSE,279400,2048771
Rhinoliparis attenuatus,Rhinoliparis attenuatus,accepted,Rhinoliparis attenuatus,species,Teleostei,Perciformes,Liparidae,Rhinoliparis,TRUE,FALSE,FALSE,282584,557365
Lethenteron camtschaticum,Lethenteron camtschaticum,accepted,Lethenteron camtschaticum,species,Petromyzonti,Petromyzontiformes,Petromyzontidae,Lethenteron,TRUE,TRUE,TRUE,101173,980415
Hexanchus griseus,Hexanchus griseus,accepted,Hexanchus griseus,species,Elasmobranchii,Hexanchiformes,Hexanchidae,Hexanchus,TRUE,FALSE,FALSE,105833,94987
Simenchelys parasitica,Simenchelys parasitica,accepted,Simenchelys parasitica,species,Teleostei,Anguilliformes,Synaphobranchidae,Simenchelys,TRUE,FALSE,FALSE,126327,189493
Chaenophryne draco,Chaenophryne draco,accepted,Chaenophryne draco,species,Teleostei,Lophiiformes,Oneirodidae,Chaenophryne,TRUE,FALSE,FALSE,126559,443685
Acanthonus armatus,Acanthonus armatus,accepted,Acanthonus armatus,species,Teleostei,Ophidiiformes,Acanthonidae,Acanthonus,TRUE,FALSE,FALSE,158998,1843782
Lycenchelys paxillus,Lycenchelys paxillus,accepted,Lycenchelys paxillus,species,Teleostei,Perciformes,Zoarcidae,Lycenchelys,TRUE,FALSE,FALSE,159257,1266876
Liparis gibbus,Liparis gibbus,accepted,Liparis gibbus,species,Teleostei,Perciformes,Liparidae,Liparis,TRUE,FALSE,FALSE,159526,255718
Kali indica,Kali indica,accepted,Kali indica,species,Teleostei,Scombriformes,Chiasmodontidae,Kali,TRUE,FALSE,FALSE,159666,473314
Triglops scepticus,Triglops scepticus,accepted,Triglops scepticus,species,Teleostei,Perciformes,Cottidae,Triglops,TRUE,FALSE,FALSE,254531,274770
Coryphaenoides liocephalus,Coryphaenoides liocephalus,accepted,Coryphaenoides liocephalus,species,Teleostei,Gadiformes,Macrouridae,Coryphaenoides,TRUE,FALSE,FALSE,272334,NA
Lycenchelys micropora,Lycenchelys micropora,accepted,Lycenchelys micropora,species,Teleostei,Perciformes,Zoarcidae,Lycenchelys,TRUE,FALSE,FALSE,274073,NA
Melanostigma pammelas,Melanostigma pammelas,accepted,Melanostigma pammelas,species,Teleostei,Perciformes,Zoarcidae,Melanostigma,TRUE,FALSE,FALSE,274134,557412
Lipariscus nanus,Lipariscus nanus,accepted,Lipariscus nanus,species,Teleostei,Perciformes,Liparidae,Lipariscus,TRUE,FALSE,FALSE,281365,557405
Lumpenopsis hypochroma,Lumpenopsis hypochroma,accepted,Lumpenopsis hypochroma,species,Teleostei,Perciformes,Stichaeidae,Lumpenopsis,TRUE,FALSE,FALSE,281437,NA
Radulinus boleoides,Radulinus boleoides,accepted,Radulinus boleoides,species,Teleostei,Perciformes,Cottidae,Radulinus,TRUE,FALSE,FALSE,282542,980343
Jordania zonope,Jordania zonope,accepted,Jordania zonope,species,Teleostei,Perciformes,Jordaniidae,Jordania,TRUE,FALSE,FALSE,398459,274764
Ginglymostoma cirratum,Ginglymostoma cirratum,accepted,Ginglymostoma cirratum,species,Elasmobranchii,Orectolobiformes,Ginglymostomatidae,Ginglymostoma,TRUE,TRUE,FALSE,105846,7801
Amblyraja hyperborea,Amblyraja hyperborea,accepted,Amblyraja hyperborea,species,Elasmobranchii,Rajiformes,Rajidae,Amblyraja,TRUE,FALSE,FALSE,105863,315322
Caristius macropus,Caristius macropus,accepted,Caristius macropus,species,Teleostei,Scombriformes,Caristiidae,Caristius,TRUE,FALSE,FALSE,126824,740692
Eumicrotremus spinosus,Eumicrotremus spinosus,accepted,Eumicrotremus spinosus,species,Teleostei,Perciformes,Cyclopteridae,Eumicrotremus,TRUE,FALSE,FALSE,127217,430040
Cyclothone acclinidens,Cyclothone acclinidens,accepted,Cyclothone acclinidens,species,Teleostei,Stomiiformes,Gonostomatidae,Cyclothone,TRUE,FALSE,FALSE,127282,48441
Rhadinesthes decimus,Rhadinesthes decimus,accepted,Rhadinesthes decimus,species,Teleostei,Stomiiformes,Stomiidae,Rhadinesthes,TRUE,FALSE,FALSE,127373,882883
Synaphobranchus affinis,Synaphobranchus affinis,accepted,Synaphobranchus affinis,species,Teleostei,Anguilliformes,Synaphobranchidae,Synaphobranchus,TRUE,FALSE,FALSE,158665,189923
Parasudis truculenta,Parasudis truculenta,accepted,Parasudis truculenta,species,Teleostei,Aulopiformes,Chlorophthalmidae,Parasudis,TRUE,FALSE,FALSE,158868,509779
Osmerus dentex,Osmerus dentex,accepted,Osmerus dentex,species,Teleostei,Osmeriformes,Osmeridae,Osmerus,TRUE,TRUE,TRUE,254557,476919
Lycenchelys camchatica,Lycenchelys camchatica,accepted,Lycenchelys camchatica,species,Teleostei,Perciformes,Zoarcidae,Lycenchelys,TRUE,FALSE,FALSE,254591,740700
Liparis greeni,Liparis greeni,accepted,Liparis greeni,species,Teleostei,Perciformes,Liparidae,Liparis,TRUE,FALSE,FALSE,274517,1562383
Paraliparis melanobranchus,Paraliparis melanobranchus,accepted,Paraliparis melanobranchus,species,Teleostei,Perciformes,Liparidae,Paraliparis,TRUE,FALSE,FALSE,274596,557358
Sebastes chlorostictus,Sebastes chlorostictus,accepted,Sebastes chlorostictus,species,Teleostei,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274781,72064
Cyclothone atraria,Cyclothone atraria,accepted,Cyclothone atraria,species,Teleostei,Stomiiformes,Gonostomatidae,Cyclothone,TRUE,FALSE,FALSE,274943,48443
Lycodapus leptus,Lycodapus leptus,accepted,Lycodapus leptus,species,Teleostei,Perciformes,Zoarcidae,Lycodapus,TRUE,FALSE,FALSE,279390,557349
Anoplarchus insignis,Anoplarchus insignis,accepted,Anoplarchus insignis,species,Teleostei,Perciformes,Stichaeidae,Anoplarchus,TRUE,FALSE,FALSE,279632,1225888
Lepidogobius lepidus,Lepidogobius lepidus,accepted,Lepidogobius lepidus,species,Teleostei,Gobiiformes,Gobiidae,Lepidogobius,TRUE,FALSE,FALSE,281292,185746
Oligocottus rimensis,Oligocottus rimensis,accepted,Oligocottus rimensis,species,Teleostei,Perciformes,Cottidae,Oligocottus,TRUE,FALSE,FALSE,281873,459050
Pleurogrammus monopterygius,Pleurogrammus monopterygius,accepted,Pleurogrammus monopterygius,species,Teleostei,Perciformes,Hexagrammidae,Pleurogrammus,TRUE,FALSE,FALSE,282289,192379
Rhinoliparis barbulifer,Rhinoliparis barbulifer,accepted,Rhinoliparis barbulifer,species,Teleostei,Perciformes,Liparidae,Rhinoliparis,TRUE,FALSE,FALSE,282585,446837
Spirinchus starksi,Spirinchus starksi,accepted,Spirinchus starksi,species,Teleostei,Osmeriformes,Osmeridae,Spirinchus,TRUE,FALSE,FALSE,282843,443727
Magnisudis atlantica,Magnisudis atlantica,accepted,Magnisudis atlantica,species,Teleostei,Aulopiformes,Paralepididae,Magnisudis,TRUE,FALSE,FALSE,126359,319769
Osmerus mordax,Osmerus mordax,accepted,Osmerus mordax,species,Teleostei,Osmeriformes,Osmeridae,Osmerus,TRUE,TRUE,TRUE,126737,8014
Coregonus autumnalis,Coregonus autumnalis,accepted,Coregonus autumnalis,species,Teleostei,Salmoniformes,Salmonidae,Coregonus,TRUE,TRUE,TRUE,127179,27773
Salvelinus alpinus,Salvelinus alpinus,accepted,Salvelinus alpinus,species,Teleostei,Salmoniformes,Salmonidae,Salvelinus,TRUE,TRUE,TRUE,127188,8036
Argyropelecus sladeni,Argyropelecus sladeni,accepted,Argyropelecus sladeni,species,Teleostei,Stomiiformes,Sternoptychidae,Argyropelecus,TRUE,FALSE,FALSE,158837,81870
Phanerodon furcatus,Phanerodon furcatus,accepted,Phanerodon furcatus,species,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Phanerodon,TRUE,FALSE,FALSE,240730,100200
Hexagrammos lagocephalus,Hexagrammos lagocephalus,accepted,Hexagrammos lagocephalus,species,Teleostei,Perciformes,Hexagrammidae,Hexagrammos,TRUE,FALSE,FALSE,240735,192377
