accepted_name,verbatim_name,taxonomic_status,species,taxon_rank,class,order,family,genus,is_marine,is_brackish,is_freshwater,taxon_id,ncbi_id
Clinocottus recalvus,Clinocottus recalvus,accepted,Clinocottus recalvus,species,Teleostei,Perciformes,Cottidae,Clinocottus,TRUE,FALSE,FALSE,280222,283633
Zaniolepis latipinnis,Zaniolepis latipinnis,accepted,Zaniolepis latipinnis,species,Teleostei,Perciformes,Zaniolepididae,Zaniolepis,TRUE,FALSE,FALSE,283209,283621
Symphurus atricauda,Symphurus atricauda,accepted,Symphurus atricauda,species,Teleostei,Pleuronectiformes,Cynoglossidae,Symphurus,TRUE,FALSE,FALSE,305635,NA
Hypocritichthys analis,Hypocritichthys analis,accepted,Hypocritichthys analis,species,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Hypocritichthys,TRUE,FALSE,FALSE,1804082,NA
Stylephorus chordatus,Stylephorus chordatus,accepted,Stylephorus chordatus,species,Teleostei,Stylephoriformes,Stylephoridae,Stylephorus,TRUE,FALSE,FALSE,126526,409996
Ceratias holboelli,Ceratias holboelli,accepted,Ceratias holboelli,species,Teleostei,Lophiiformes,Ceratiidae,Ceratias,TRUE,FALSE,FALSE,126537,206108
Gigantactis vanhoeffeni,Gigantactis vanhoeffeni,accepted,Gigantactis vanhoeffeni,species,Teleostei,Lophiiformes,Gigantactinidae,Gigantactis,TRUE,FALSE,FALSE,126542,242958
Conocara salmoneum,Conocara salmoneum,accepted,Conocara salmoneum,species,Teleostei,Alepocephaliformes,Alepocephalidae,Conocara,TRUE,FALSE,FALSE,126698,1126216
Howella brodiei,Howella brodiei,accepted,Howella brodiei,species,Teleostei,Acropomatiformes,Howellidae,Howella,TRUE,FALSE,FALSE,126994,390340
Argyropelecus affinis,Argyropelecus affinis,accepted,Argyropelecus affinis,species,Teleostei,Stomiiformes,Sternoptychidae,Argyropelecus,TRUE,FALSE,FALSE,127307,81869
Epinephelus areolatus,Epinephelus areolatus,accepted,Epinephelus areolatus,species,Teleostei,Perciformes,Epinephelidae,Epinephelus,TRUE,FALSE,FALSE,218204,160715
Sebastes hopkinsi,Sebastes hopkinsi,accepted,Sebastes hopkinsi,species,Teleostei,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274800,72080
Sternoptyx obscura,Sternoptyx obscura,accepted,Sternoptyx obscura,species,Teleostei,Stomiiformes,Sternoptychidae,Sternoptyx,TRUE,FALSE,FALSE,275004,81875
Atherinops affinis,Atherinops affinis,accepted,Atherinops affinis,species,Teleostei,Atheriniformes,Atherinidae,Atherinops,TRUE,TRUE,FALSE,279812,238741
Icelinus fimbriatus,Icelinus fimbriatus,accepted,Icelinus fimbriatus,species,Teleostei,Perciformes,Cottidae,Icelinus,TRUE,FALSE,FALSE,281137,320611
Mirorictus taningi,Mirorictus taningi,accepted,Mirorictus taningi,species,Teleostei,Alepocephaliformes,Platytroctidae,Mirorictus,TRUE,FALSE,FALSE,281579,740930
Xenomystax atrarius,Xenomystax atrarius,accepted,Xenomystax atrarius,species,Teleostei,Anguilliformes,Congridae,Xenomystax,TRUE,FALSE,FALSE,283188,2048767
Lampanyctus niger,Lampanyctus niger,accepted,Lampanyctus niger,species,Teleostei,Myctophiformes,Myctophidae,Lampanyctus,TRUE,FALSE,FALSE,301537,3041308
Hyperprosopon argenteum,Hyperprosopon argenteum,accepted,Hyperprosopon argenteum,species,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Hyperprosopon,TRUE,FALSE,FALSE,281098,100192
Amphiprion frenatus,Amphiprion frenatus,accepted,Amphiprion frenatus,species,Teleostei,Ovalentaria incertae sedis,Pomacentridae,Amphiprion,TRUE,FALSE,FALSE,278394,80971
Chirolophis japonicus,Chirolophis japonicus,accepted,Chirolophis japonicus,species,Teleostei,Perciformes,Stichaeidae,Chirolophis,TRUE,FALSE,FALSE,273989,476915
Amphiprion perideraion,Amphiprion perideraion,accepted,Amphiprion perideraion,species,Teleostei,Ovalentaria incertae sedis,Pomacentridae,Amphiprion,TRUE,TRUE,FALSE,278403,80973
Nautichthys robustus,Nautichthys robustus,accepted,Nautichthys robustus,species,Teleostei,Perciformes,Hemitripteridae,Nautichthys,TRUE,FALSE,FALSE,254401,557353
Tinca tinca,Tinca tinca,accepted,Tinca tinca,species,Teleostei,Cypriniformes,Tincidae,Tinca,FALSE,TRUE,TRUE,154343,27717
Ammodytes tobianus,Ammodytes tobianus,accepted,Ammodytes tobianus,species,Teleostei,Perciformes,Ammodytidae,Ammodytes,TRUE,TRUE,FALSE,126752,84621
Rhincodon typus,Rhincodon typus,accepted,Rhincodon typus,species,Elasmobranchii,Orectolobiformes,Rhincodontidae,Rhincodon,TRUE,FALSE,FALSE,105847,259920
Molva molva,Molva molva,accepted,Molva molva,species,Teleostei,Gadiformes,Lotidae,Molva,TRUE,FALSE,FALSE,126461,163112
Aphareus rutilans,Aphareus rutilans,accepted,Aphareus rutilans,species,Teleostei,Eupercaria incertae sedis,Lutjanidae,Aphareus,TRUE,FALSE,FALSE,218468,443676
Lutjanus fulvus,Lutjanus fulvus,accepted,Lutjanus fulvus,species,Teleostei,Eupercaria incertae sedis,Lutjanidae,Lutjanus,TRUE,TRUE,TRUE,218475,260524
Stegastes partitus,Stegastes partitus,accepted,Stegastes partitus,species,Teleostei,Ovalentaria incertae sedis,Pomacentridae,Stegastes,TRUE,FALSE,FALSE,276677,144197
Stegastes planifrons,Stegastes planifrons,accepted,Stegastes planifrons,species,Teleostei,Ovalentaria incertae sedis,Pomacentridae,Stegastes,TRUE,FALSE,FALSE,276679,159713
Seriphus politus,Seriphus politus,accepted,Seriphus politus,species,Teleostei,Eupercaria incertae sedis,Sciaenidae,Seriphus,TRUE,FALSE,FALSE,282761,515231
Sternoptyx pseudobscura,Sternoptyx pseudobscura,accepted,Sternoptyx pseudobscura,species,Teleostei,Stomiiformes,Sternoptychidae,Sternoptyx,TRUE,FALSE,FALSE,127315,320404
Pholis fasciata,Pholis fasciata,accepted,Pholis fasciata,species,Teleostei,Perciformes,Pholidae,Pholis,TRUE,FALSE,FALSE,159846,980340
Plectroglyphidodon sindonis,Plectroglyphidodon sindonis,accepted,Plectroglyphidodon sindonis,species,Teleostei,Ovalentaria incertae sedis,Pomacentridae,Plectroglyphidodon,TRUE,FALSE,FALSE,277234,NA
Agonomalus mozinoi,Agonomalus mozinoi,accepted,Agonomalus mozinoi,species,Teleostei,Perciformes,Agonidae,Agonomalus,TRUE,FALSE,FALSE,279517,2838345
Misgurnus anguillicaudatus,Misgurnus anguillicaudatus,accepted,Misgurnus anguillicaudatus,species,Teleostei,Cypriniformes,Cobitidae,Misgurnus,FALSE,TRUE,TRUE,991279,75329
Gempylus serpens,Gempylus serpens,accepted,Gempylus serpens,species,Teleostei,Scombriformes,Gempylidae,Gempylus,TRUE,FALSE,FALSE,126862,13543
Acantholumpenus mackayi,Acantholumpenus mackayi,accepted,Acantholumpenus mackayi,species,Teleostei,Perciformes,Lumpenidae,Acantholumpenus,TRUE,TRUE,FALSE,249703,1049575
Triakis semifasciata,Triakis semifasciata,accepted,Triakis semifasciata,species,Elasmobranchii,Carcharhiniformes,Triakidae,Triakis,TRUE,TRUE,FALSE,279060,30493
Phanerodon atripes,Phanerodon atripes,accepted,Phanerodon atripes,species,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Phanerodon,TRUE,FALSE,FALSE,279409,305784
