"","accession","found_taxa","rank","common_name","taxa_verbatim","ncbi_sp","worms_match","worms_aphiaid","status","valid_authority","kingdom","phylum","class","order","family","genus","freshwater_only","terrestrial_only","hybrid","ncbi_taxonomy_2"
"27450","KJ002290","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27451","JQ199838","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27452","JQ196834","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27453","JQ196698","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27454","JQ196209","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27455","JQ196077","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27456","JQ195868","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27457","JQ195789","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27458","JQ195333","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27459","KF271065","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27460","KF271016","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27461","JX530147","Pseudomonadota","outgroup","Bacteria",NA,NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Alphaproteobacteria","Candidatus",NA,NA,NA,NA,NA,NA
"27462","JX530082","Pseudomonadota","outgroup","Bacteria",NA,NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Alphaproteobacteria","Candidatus",NA,NA,NA,NA,NA,NA
"27463","KF185830","uncultured marine bacterium","outgroup","Bacteria","uncultured marine bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27464","JQ731927","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27465","KC874088","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27466","KC873349","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27467","JN986571","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27468","JN986560","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27469","JN986400","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27470","JN986397","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27471","JN986384","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27472","JN986324","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27473","JN986320","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27474","JN986235","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27475","JN986221","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27476","JN986112","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27477","JN986072","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27478","JN986065","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27479","JN986058","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27480","JN986051","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27481","JN986036","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27482","JN986020","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27483","JN986004","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27484","JN985977","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27485","JN985967","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27486","JX864904","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27487","JX864443","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27488","JX864168","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27489","JX864108","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27490","KC003199","unidentified marine bacterioplankton","outgroup","Bacteria","unidentified marine bacterioplankton",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27491","KC003198","unidentified marine bacterioplankton","outgroup","Bacteria","unidentified marine bacterioplankton",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27492","JN625663","uncultured Rhodospirillaceae bacterium","outgroup","Bacteria","uncultured Rhodospirillaceae bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae",NA,NA,NA,NA,NA
"27493","JX016921","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27494","JX016446","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27495","JX016383","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27496","JX016138","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27497","JF488580","alpha proteobacterium SCGC AAA160-J14","outgroup","Bacteria","alpha proteobacterium SCGC AAA160-J14",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"27498","JF488510","alpha proteobacterium SCGC AAA158-M15","outgroup","Bacteria","alpha proteobacterium SCGC AAA158-M15",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"27499","JF488499","alpha proteobacterium SCGC AAA158-J06","outgroup","Bacteria","alpha proteobacterium SCGC AAA158-J06",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"27500","JF488494","alpha proteobacterium SCGC AAA158-G14","outgroup","Bacteria","alpha proteobacterium SCGC AAA158-G14",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"27501","JN591918","uncultured Rhodospirillales bacterium","outgroup","Bacteria","uncultured Rhodospirillales bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales",NA,NA,NA,NA,NA,NA
"27502","JN591917","uncultured Rhodospirillales bacterium","outgroup","Bacteria","uncultured Rhodospirillales bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales",NA,NA,NA,NA,NA,NA
"27503","JN591816","uncultured Alphaproteobacteria bacterium","outgroup","Bacteria","uncultured Alphaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"27504","JN591815","uncultured Rhodospirillales bacterium","outgroup","Bacteria","uncultured Rhodospirillales bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales",NA,NA,NA,NA,NA,NA
"27505","JN591814","uncultured Alphaproteobacteria bacterium","outgroup","Bacteria","uncultured Alphaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"27506","JN591813","uncultured Rhodospirillales bacterium","outgroup","Bacteria","uncultured Rhodospirillales bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales",NA,NA,NA,NA,NA,NA
"27507","JN018967","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27508","JN018672","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27509","HQ242475","uncultured Alphaproteobacteria bacterium","outgroup","Bacteria","uncultured Alphaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"27510","HQ242266","uncultured Alphaproteobacteria bacterium","outgroup","Bacteria","uncultured Alphaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"27511","HQ242020","uncultured Alphaproteobacteria bacterium","outgroup","Bacteria","uncultured Alphaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"27512","JN233465","uncultured marine bacterium","outgroup","Bacteria","uncultured marine bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27513","JF949258","uncultured Gammaproteobacteria bacterium","outgroup","Bacteria","uncultured Gammaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"27514","HQ675195","alpha proteobacterium SCGC AAA015-N04","outgroup","Bacteria","alpha proteobacterium SCGC AAA015-N04",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"27515","GU940908","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27516","HQ672021","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27517","GU189018","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27518","HM037503","uncultured Alphaproteobacteria bacterium","outgroup","Bacteria","uncultured Alphaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"27519","FR684591","uncultured marine bacterium","outgroup","Bacteria","uncultured marine bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27520","FR683791","uncultured marine bacterium","outgroup","Bacteria","uncultured marine bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27521","GU204861","uncultured marine bacterium","outgroup","Bacteria","uncultured marine bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27522","GU204572","uncultured marine bacterium","outgroup","Bacteria","uncultured marine bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27523","GU204418","uncultured marine bacterium","outgroup","Bacteria","uncultured marine bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27524","HM134611","uncultured marine bacterium","outgroup","Bacteria","uncultured marine bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27525","GQ915632","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27526","FN435519","uncultured marine bacterium","outgroup","Bacteria","uncultured marine bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27527","FN435388","uncultured marine bacterium","outgroup","Bacteria","uncultured marine bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27528","FN435370","uncultured marine bacterium","outgroup","Bacteria","uncultured marine bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27529","GQ350083","uncultured Alphaproteobacteria bacterium","outgroup","Bacteria","uncultured Alphaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"27530","GQ349665","uncultured Alphaproteobacteria bacterium","outgroup","Bacteria","uncultured Alphaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"27531","GQ348758","uncultured Alphaproteobacteria bacterium","outgroup","Bacteria","uncultured Alphaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"27532","GQ348688","uncultured Alphaproteobacteria bacterium","outgroup","Bacteria","uncultured Alphaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"27533","GQ348570","uncultured Alphaproteobacteria bacterium","outgroup","Bacteria","uncultured Alphaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"27534","GQ347730","uncultured Alphaproteobacteria bacterium","outgroup","Bacteria","uncultured Alphaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"27535","GQ346904","uncultured Alphaproteobacteria bacterium","outgroup","Bacteria","uncultured Alphaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"27536","GQ346743","uncultured Alphaproteobacteria bacterium","outgroup","Bacteria","uncultured Alphaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"27537","GQ372928","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27538","FJ895243","uncultured marine bacterium","outgroup","Bacteria","uncultured marine bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27539","FJ826324","uncultured marine bacterium","outgroup","Bacteria","uncultured marine bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27540","FJ826160","uncultured marine bacterium","outgroup","Bacteria","uncultured marine bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27541","FJ826142","uncultured marine bacterium","outgroup","Bacteria","uncultured marine bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27542","FJ826078","uncultured marine bacterium","outgroup","Bacteria","uncultured marine bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27543","FJ826030","uncultured marine bacterium","outgroup","Bacteria","uncultured marine bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27544","FJ825981","uncultured marine bacterium","outgroup","Bacteria","uncultured marine bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27545","FJ545598","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27546","EU394598","uncultured Alphaproteobacteria bacterium","outgroup","Bacteria","uncultured Alphaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"27547","EU394570","uncultured Alphaproteobacteria bacterium","outgroup","Bacteria","uncultured Alphaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"27548","AM747333","uncultured marine bacterium","outgroup","Bacteria","uncultured marine bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27549","EU805247","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27550","EU805230","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27551","EU805103","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27552","EU804586","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27553","EU804565","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27554","EU804441","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27555","EU804360","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27556","EU804271","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27557","EU804192","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27558","EU804181","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27559","EU804144","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27560","EU802616","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27561","EU802596","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27562","EU800061","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27563","EU799879","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27564","EU799847","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27565","EU799833","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27566","EU600497","uncultured Alphaproteobacteria bacterium","outgroup","Bacteria","uncultured Alphaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"27567","EU399274","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27568","EF574824","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27569","EF574650","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27570","EF574577","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27571","EF574384","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27572","EF573711","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27573","EF573496","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27574","EF573373","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27575","EF573324","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27576","EF573165","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27577","EF572714","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27578","EF572427","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27579","EF572329","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27580","EF572059","uncultured bacterium","outgroup","Bacteria","uncultured bacterium",NA,NA,NA,NA,NA,"Bacteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27581","DQ778162","uncultured Alphaproteobacteria bacterium","outgroup","Bacteria","uncultured Alphaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"27582","DQ436595","uncultured Alphaproteobacteria bacterium","outgroup","Bacteria","uncultured Alphaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"27583","DQ436584","uncultured Alphaproteobacteria bacterium","outgroup","Bacteria","uncultured Alphaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"27584","DQ436528","uncultured Alphaproteobacteria bacterium","outgroup","Bacteria","uncultured Alphaproteobacteria bacterium",NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA,NA,NA,NA
"27585","AF001638","Pseudomonadota","outgroup","Bacteria",NA,NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Alphaproteobacteria","Candidatus",NA,NA,NA,NA,NA,NA
"27586","AF245641","Pseudomonadota","outgroup","Bacteria",NA,NA,NA,NA,NA,NA,"Bacteria","Pseudomonadota","Alphaproteobacteria","Candidatus",NA,NA,NA,NA,NA,NA
