accepted_name,verbatim_name,taxonomic_status,species,taxon_rank,class,order,family,genus,is_marine,is_brackish,is_freshwater,taxon_id,ncbi_id,region
Bathyraja trachura,Bathyraja trachura,accepted,Bathyraja trachura,species,Elasmobranchii,Rajiformes,Arhynchobatidae,Bathyraja,TRUE,FALSE,FALSE,271538,341251,"Oregon, Washington, Vancouver Coast and Shelf"
Moenkhausia tridentata,Moenkhausia tridentata,accepted,Moenkhausia tridentata,species,Teleostei,Characiformes,Characidae,Moenkhausia,TRUE,FALSE,TRUE,254559,NA,"Oregon, Washington, Vancouver Coast and Shelf"
Careproctus cypselurus,Careproctus cypselurus,accepted,Careproctus cypselurus,species,Teleostei,Perciformes,Liparidae,Careproctus,TRUE,FALSE,FALSE,274421,433400,"Oregon, Washington, Vancouver Coast and Shelf"
Benthalbella dentata,Benthalbella dentata,accepted,Benthalbella dentata,species,Teleostei,Aulopiformes,Scopelarchidae,Benthalbella,TRUE,FALSE,FALSE,254572,433385,"Oregon, Washington, Vancouver Coast and Shelf"
Bothrocara brunneum,Bothrocara brunneum,accepted,Bothrocara brunneum,species,Teleostei,Perciformes,Zoarcidae,Bothrocara,TRUE,FALSE,FALSE,279397,557338,"Oregon, Washington, Vancouver Coast and Shelf"
Agonopsis vulsa,Agonopsis vulsa,accepted,Agonopsis vulsa,species,Teleostei,Perciformes,Agonidae,Agonopsis,TRUE,FALSE,FALSE,279522,428027,"Oregon, Washington, Vancouver Coast and Shelf"
Liparis pulchellus,Liparis pulchellus,accepted,Liparis pulchellus,species,Teleostei,Perciformes,Liparidae,Liparis,TRUE,FALSE,FALSE,274533,433402,"Oregon, Washington, Vancouver Coast and Shelf"
Stenobrachius nannochir,Stenobrachius nannochir,accepted,Stenobrachius nannochir,species,Teleostei,Myctophiformes,Myctophidae,Stenobrachius,TRUE,FALSE,FALSE,254364,123240,"Oregon, Washington, Vancouver Coast and Shelf"
Aristostomias scintillans,Aristostomias scintillans,accepted,Aristostomias scintillans,species,Teleostei,Stomiiformes,Stomiidae,Aristostomias,TRUE,FALSE,FALSE,275007,319440,"Oregon, Washington, Vancouver Coast and Shelf"
Sebastes aleutianus,Sebastes aleutianus,accepted,Sebastes aleutianus,species,Teleostei,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274771,214485,"Oregon, Washington, Vancouver Coast and Shelf"
Paraliparis cephalus,Paraliparis cephalus,accepted,Paraliparis cephalus,species,Teleostei,Perciformes,Liparidae,Paraliparis,TRUE,FALSE,FALSE,274562,1154600,"Oregon, Washington, Vancouver Coast and Shelf"
Pholis ornata,Pholis ornata,accepted,Pholis ornata,species,Teleostei,Perciformes,Pholidae,Pholis,TRUE,FALSE,FALSE,273692,283028,"Oregon, Washington, Vancouver Coast and Shelf"
Chesnonia verrucosa,Chesnonia verrucosa,accepted,Chesnonia verrucosa,species,Teleostei,Perciformes,Agonidae,Chesnonia,TRUE,FALSE,FALSE,254507,740928,"Oregon, Washington, Vancouver Coast and Shelf"
Liparis fucensis,Liparis fucensis,accepted,Liparis fucensis,species,Teleostei,Perciformes,Liparidae,Liparis,TRUE,FALSE,FALSE,274515,433401,"Oregon, Washington, Vancouver Coast and Shelf"
Antimora rostrata,Antimora rostrata,accepted,Antimora rostrata,species,Teleostei,Gadiformes,Moridae,Antimora,TRUE,FALSE,FALSE,126486,473346,"Oregon, Washington, Vancouver Coast and Shelf"
Oligocottus snyderi,Oligocottus snyderi,accepted,Oligocottus snyderi,species,Teleostei,Perciformes,Cottidae,Oligocottus,TRUE,FALSE,FALSE,281875,459052,"Oregon, Washington, Vancouver Coast and Shelf"
Coryphaenoides leptolepis,Coryphaenoides leptolepis,accepted,Coryphaenoides leptolepis,species,Teleostei,Gadiformes,Macrouridae,Coryphaenoides,TRUE,FALSE,FALSE,158959,216981,"Oregon, Washington, Vancouver Coast and Shelf"
Coryphaenoides armatus,Coryphaenoides armatus,accepted,Coryphaenoides armatus,species,Teleostei,Gadiformes,Macrouridae,Coryphaenoides,TRUE,FALSE,FALSE,158952,76798,"Oregon, Washington, Vancouver Coast and Shelf"
Clinocottus globiceps,Clinocottus globiceps,accepted,Clinocottus globiceps,species,Teleostei,Perciformes,Cottidae,Clinocottus,TRUE,FALSE,FALSE,280221,459047,"Oregon, Washington, Vancouver Coast and Shelf"
Tetragonurus cuvieri,Tetragonurus cuvieri,accepted,Tetragonurus cuvieri,species,Teleostei,Scombriformes,Tetragonuridae,Tetragonurus,TRUE,FALSE,FALSE,127080,316150,"Oregon, Washington, Vancouver Coast and Shelf"
Bathyraja aleutica,Bathyraja aleutica,accepted,Bathyraja aleutica,species,Elasmobranchii,Rajiformes,Arhynchobatidae,Bathyraja,TRUE,FALSE,FALSE,271506,341243,"Oregon, Washington, Vancouver Coast and Shelf"
Sebastes diaconus,Sebastes diaconus,accepted,Sebastes diaconus,species,Teleostei,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,1384909,2603974,"Oregon, Washington, Vancouver Coast and Shelf"
Psychrolutes phrictus,Psychrolutes phrictus,accepted,Psychrolutes phrictus,species,Teleostei,Perciformes,Psychrolutidae,Psychrolutes,TRUE,FALSE,FALSE,274678,320385,"Oregon, Washington, Vancouver Coast and Shelf"
Apodichthys flavidus,Apodichthys flavidus,accepted,Apodichthys flavidus,species,Teleostei,Perciformes,Pholidae,Apodichthys,TRUE,FALSE,FALSE,279664,57779,"Oregon, Washington, Vancouver Coast and Shelf"
Oligocottus maculosus,Oligocottus maculosus,accepted,Oligocottus maculosus,species,Teleostei,Perciformes,Cottidae,Oligocottus,TRUE,TRUE,FALSE,281872,328410,"Oregon, Washington, Vancouver Coast and Shelf"
Poromitra crassiceps,Poromitra crassiceps,accepted,Poromitra crassiceps,species,Teleostei,Beryciformes,Melamphaidae,Poromitra,TRUE,FALSE,FALSE,127273,88708,"Oregon, Washington, Vancouver Coast and Shelf"
Hypomesus pretiosus,Hypomesus pretiosus,accepted,Hypomesus pretiosus,species,Teleostei,Osmeriformes,Osmeridae,Hypomesus,TRUE,TRUE,FALSE,279422,300346,"Oregon, Washington, Vancouver Coast and Shelf"
Artedius lateralis,Artedius lateralis,accepted,Artedius lateralis,species,Teleostei,Perciformes,Cottidae,Artedius,TRUE,FALSE,FALSE,279702,322683,"Oregon, Washington, Vancouver Coast and Shelf"
Dasycottus setiger,Dasycottus setiger,accepted,Dasycottus setiger,species,Teleostei,Perciformes,Psychrolutidae,Dasycottus,TRUE,FALSE,FALSE,280488,274783,"Oregon, Washington, Vancouver Coast and Shelf"
Careproctus colletti,Careproctus colletti,accepted,Careproctus colletti,species,Teleostei,Perciformes,Liparidae,Careproctus,TRUE,FALSE,FALSE,254547,796014,"Oregon, Washington, Vancouver Coast and Shelf"
Bathyraja kincaidii,Bathyraja kincaidii,accepted,Bathyraja kincaidii,species,Elasmobranchii,Rajiformes,Arhynchobatidae,Bathyraja,TRUE,FALSE,FALSE,298828,1154593,"Oregon, Washington, Vancouver Coast and Shelf"
Paraliparis rosaceus,Paraliparis rosaceus,accepted,Paraliparis rosaceus,species,Teleostei,Perciformes,Liparidae,Paraliparis,TRUE,FALSE,FALSE,274608,557361,"Oregon, Washington, Vancouver Coast and Shelf"
Sebastes goodei,Sebastes goodei,accepted,Sebastes goodei,species,Teleostei,Perciformes,Sebastidae,Sebastes,TRUE,TRUE,FALSE,274798,72078,"Oregon, Washington, Vancouver Coast and Shelf"
Spectrunculus grandis,Spectrunculus grandis,accepted,Spectrunculus grandis,species,Teleostei,Ophidiiformes,Ophidiidae,Spectrunculus,TRUE,FALSE,FALSE,126678,557426,"Oregon, Washington, Vancouver Coast and Shelf"
Lycenchelys micropora,Lycenchelys micropora,accepted,Lycenchelys micropora,species,Teleostei,Perciformes,Zoarcidae,Lycenchelys,TRUE,FALSE,FALSE,274073,NA,"Oregon, Washington, Vancouver Coast and Shelf"
Xeneretmus triacanthus,Xeneretmus triacanthus,accepted,Xeneretmus triacanthus,species,Teleostei,Perciformes,Agonidae,Xeneretmus,TRUE,FALSE,FALSE,283174,NA,"Oregon, Washington, Vancouver Coast and Shelf"
Occidentis ayresii,Occidentis ayresii,accepted,Occidentis ayresii,species,Petromyzonti,Petromyzontiformes,Petromyzontidae,Occidentis,TRUE,TRUE,TRUE,1804785,NA,"Oregon, Washington, Vancouver Coast and Shelf"
Cyclothone atraria,Cyclothone atraria,accepted,Cyclothone atraria,species,Teleostei,Stomiiformes,Gonostomatidae,Cyclothone,TRUE,FALSE,FALSE,274943,48443,"Oregon, Washington, Vancouver Coast and Shelf"
Bothrocara molle,Bothrocara molle,accepted,Bothrocara molle,species,Teleostei,Perciformes,Zoarcidae,Bothrocara,TRUE,FALSE,FALSE,234593,390675,"Oregon, Washington, Vancouver Coast and Shelf"
Sebastes rufus,Sebastes rufus,accepted,Sebastes rufus,species,Teleostei,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274847,72100,"Oregon, Washington, Vancouver Coast and Shelf"
Malacocottus zonurus,Malacocottus zonurus,accepted,Malacocottus zonurus,species,Teleostei,Perciformes,Psychrolutidae,Malacocottus,TRUE,FALSE,FALSE,254406,200682,"Oregon, Washington, Vancouver Coast and Shelf"
Mylocheilus caurinus,Mylocheilus caurinus,accepted,Mylocheilus caurinus,species,Teleostei,Cypriniformes,Cyprinidae,Mylocheilus,FALSE,TRUE,TRUE,281605,86918,"Oregon, Washington, Vancouver Coast and Shelf"
Odontopyxis trispinosa,Odontopyxis trispinosa,accepted,Odontopyxis trispinosa,species,Teleostei,Perciformes,Agonidae,Odontopyxis,TRUE,FALSE,FALSE,281836,320620,"Oregon, Washington, Vancouver Coast and Shelf"
Lycodapus endemoscotus,Lycodapus endemoscotus,accepted,Lycodapus endemoscotus,species,Teleostei,Perciformes,Zoarcidae,Lycodapus,TRUE,FALSE,FALSE,279388,557348,"Oregon, Washington, Vancouver Coast and Shelf"
Chitonotus pugetensis,Chitonotus pugetensis,accepted,Chitonotus pugetensis,species,Teleostei,Perciformes,Cottidae,Chitonotus,TRUE,FALSE,FALSE,280162,283635,"Oregon, Washington, Vancouver Coast and Shelf"
Anoplogaster cornuta,Anoplogaster cornuta,accepted,Anoplogaster cornuta,species,Teleostei,Trachichthyiformes,Anoplogastridae,Anoplogaster,TRUE,FALSE,FALSE,126393,88656,"Oregon, Washington, Vancouver Coast and Shelf"
Lampadena urophaos,Lampadena urophaos,accepted,Lampadena urophaos,species,Teleostei,Myctophiformes,Myctophidae,Lampadena,TRUE,FALSE,FALSE,126609,319455,"Oregon, Washington, Vancouver Coast and Shelf"
Galeorhinus galeus,Galeorhinus galeus,accepted,Galeorhinus galeus,species,Elasmobranchii,Carcharhiniformes,Triakidae,Galeorhinus,TRUE,FALSE,FALSE,105820,86063,"Oregon, Washington, Vancouver Coast and Shelf"
Salmo trutta,Salmo trutta,accepted,Salmo trutta,species,Teleostei,Salmoniformes,Salmonidae,Salmo,TRUE,TRUE,TRUE,127187,8032,"Oregon, Washington, Vancouver Coast and Shelf"
Cryptacanthodes giganteus,Cryptacanthodes giganteus,accepted,Cryptacanthodes giganteus,species,Teleostei,Perciformes,Cryptacanthodidae,Cryptacanthodes,TRUE,FALSE,FALSE,276392,433379,"Oregon, Washington, Vancouver Coast and Shelf"
Osteodiscus cascadiae,Osteodiscus cascadiae,accepted,Osteodiscus cascadiae,species,Teleostei,Perciformes,Liparidae,Osteodiscus,TRUE,FALSE,FALSE,281946,NA,"Oregon, Washington, Vancouver Coast and Shelf"
Nezumia stelgidolepis,Nezumia stelgidolepis,accepted,Nezumia stelgidolepis,species,Teleostei,Gadiformes,Macrouridae,Nezumia,TRUE,FALSE,FALSE,272428,1154598,"Oregon, Washington, Vancouver Coast and Shelf"
Syngnathus californiensis,Syngnathus californiensis,accepted,Syngnathus californiensis,species,Teleostei,Syngnathiformes,Syngnathidae,Syngnathus,TRUE,FALSE,FALSE,275218,320413,"Oregon, Washington, Vancouver Coast and Shelf"
Gobiesox maeandricus,Gobiesox maeandricus,accepted,Gobiesox maeandricus,species,Teleostei,Gobiesociformes,Gobiesocidae,Gobiesox,TRUE,FALSE,FALSE,275671,63828,"Oregon, Washington, Vancouver Coast and Shelf"
Avocettina infans,Avocettina infans,accepted,Avocettina infans,species,Teleostei,Anguilliformes,Nemichthyidae,Avocettina,TRUE,FALSE,FALSE,126304,121280,"Oregon, Washington, Vancouver Coast and Shelf"
Arctozenus risso,Arctozenus risso,accepted,Arctozenus risso,species,Teleostei,Aulopiformes,Paralepididae,Arctozenus,TRUE,FALSE,FALSE,126352,473348,"Oregon, Washington, Vancouver Coast and Shelf"
Bathyagonus infraspinatus,Bathyagonus infraspinatus,accepted,Bathyagonus infraspinatus,species,Teleostei,Perciformes,Agonidae,Bathyagonus,TRUE,FALSE,FALSE,254504,557335,"Oregon, Washington, Vancouver Coast and Shelf"
Nautichthys oculofasciatus,Nautichthys oculofasciatus,accepted,Nautichthys oculofasciatus,species,Teleostei,Perciformes,Hemitripteridae,Nautichthys,TRUE,FALSE,FALSE,254542,428032,"Oregon, Washington, Vancouver Coast and Shelf"
Melamphaes lugubris,Melamphaes lugubris,accepted,Melamphaes lugubris,species,Teleostei,Beryciformes,Melamphaidae,Melamphaes,TRUE,FALSE,FALSE,274932,319444,"Oregon, Washington, Vancouver Coast and Shelf"
Lycodapus dermatinus,Lycodapus dermatinus,accepted,Lycodapus dermatinus,species,Teleostei,Perciformes,Zoarcidae,Lycodapus,TRUE,FALSE,FALSE,279387,NA,"Oregon, Washington, Vancouver Coast and Shelf"
Ascelichthys rhodorus,Ascelichthys rhodorus,accepted,Ascelichthys rhodorus,species,Teleostei,Perciformes,Cottidae,Ascelichthys,TRUE,FALSE,FALSE,279706,1738886,"Oregon, Washington, Vancouver Coast and Shelf"
Liparis dennyi,Liparis dennyi,accepted,Liparis dennyi,species,Teleostei,Perciformes,Liparidae,Liparis,TRUE,FALSE,FALSE,254550,433403,"Oregon, Washington, Vancouver Coast and Shelf"
Nemichthys scolopaceus,Nemichthys scolopaceus,accepted,Nemichthys scolopaceus,species,Teleostei,Anguilliformes,Nemichthyidae,Nemichthys,TRUE,FALSE,FALSE,126306,118170,"Oregon, Washington, Vancouver Coast and Shelf"
Lycodes brevipes,Lycodes brevipes,accepted,Lycodes brevipes,species,Teleostei,Perciformes,Zoarcidae,Lycodes,TRUE,FALSE,FALSE,254595,433387,"Oregon, Washington, Vancouver Coast and Shelf"
Xiphister mucosus,Xiphister mucosus,accepted,Xiphister mucosus,species,Teleostei,Perciformes,Stichaeidae,Xiphister,TRUE,FALSE,FALSE,283195,283031,"Oregon, Washington, Vancouver Coast and Shelf"
Leuroglossus stilbius,Leuroglossus stilbius,accepted,Leuroglossus stilbius,species,Teleostei,Argentiniformes,Bathylagidae,Leuroglossus,TRUE,FALSE,FALSE,313514,301819,"Oregon, Washington, Vancouver Coast and Shelf"
Bathyraja abyssicola,Bathyraja abyssicola,accepted,Bathyraja abyssicola,species,Elasmobranchii,Rajiformes,Arhynchobatidae,Bathyraja,TRUE,FALSE,FALSE,271503,341242,"Oregon, Washington, Vancouver Coast and Shelf"
Congriscus megastoma,Congriscus megastoma,accepted,Congriscus megastoma,species,Teleostei,Anguilliformes,Congridae,Congriscus,TRUE,FALSE,FALSE,280374,NA,"Oregon, Washington, Vancouver Coast and Shelf"
Oxylebius pictus,Oxylebius pictus,accepted,Oxylebius pictus,species,Teleostei,Perciformes,Hexagrammidae,Oxylebius,TRUE,FALSE,FALSE,240743,283620,"Oregon, Washington, Vancouver Coast and Shelf"
Xiphister atropurpureus,Xiphister atropurpureus,accepted,Xiphister atropurpureus,species,Teleostei,Perciformes,Stichaeidae,Xiphister,TRUE,FALSE,FALSE,283194,283024,"Oregon, Washington, Vancouver Coast and Shelf"
Lycodapus pachysoma,Lycodapus pachysoma,accepted,Lycodapus pachysoma,species,Teleostei,Perciformes,Zoarcidae,Lycodapus,TRUE,FALSE,FALSE,234603,557351,"Oregon, Washington, Vancouver Coast and Shelf"
Bathyraja spinosissima,Bathyraja spinosissima,accepted,Bathyraja spinosissima,species,Elasmobranchii,Rajiformes,Arhynchobatidae,Bathyraja,TRUE,FALSE,FALSE,271536,2169489,"Oregon, Washington, Vancouver Coast and Shelf"
Talismania bifurcata,Talismania bifurcata,accepted,Talismania bifurcata,species,Teleostei,Alepocephaliformes,Alepocephalidae,Talismania,TRUE,FALSE,FALSE,272884,492049,"Oregon, Washington, Vancouver Coast and Shelf"
Careproctus oregonensis,Careproctus oregonensis,accepted,Careproctus oregonensis,species,Teleostei,Perciformes,Liparidae,Careproctus,TRUE,FALSE,FALSE,274452,NA,"Oregon, Washington, Vancouver Coast and Shelf"
Liparis florae,Liparis florae,accepted,Liparis florae,species,Teleostei,Perciformes,Liparidae,Liparis,TRUE,FALSE,FALSE,274513,320618,"Oregon, Washington, Vancouver Coast and Shelf"
Lycenchelys jordani,Lycenchelys jordani,accepted,Lycenchelys jordani,species,Teleostei,Perciformes,Zoarcidae,Lycenchelys,TRUE,FALSE,FALSE,274067,557347,"Oregon, Washington, Vancouver Coast and Shelf"
Apodichthys fucorum,Apodichthys fucorum,accepted,Apodichthys fucorum,species,Teleostei,Perciformes,Pholidae,Apodichthys,TRUE,FALSE,FALSE,279665,57780,"Oregon, Washington, Vancouver Coast and Shelf"
Chilara taylori,Chilara taylori,accepted,Chilara taylori,species,Teleostei,Ophidiiformes,Ophidiidae,Chilara,TRUE,TRUE,FALSE,280146,274688,"Oregon, Washington, Vancouver Coast and Shelf"
Taranetzella lyoderma,Taranetzella lyoderma,accepted,Taranetzella lyoderma,species,Teleostei,Perciformes,Zoarcidae,Taranetzella,TRUE,FALSE,FALSE,282925,NA,"Oregon, Washington, Vancouver Coast and Shelf"
Paraliparis latifrons,Paraliparis latifrons,accepted,Paraliparis latifrons,species,Teleostei,Perciformes,Liparidae,Paraliparis,TRUE,FALSE,FALSE,274591,NA,"Oregon, Washington, Vancouver Coast and Shelf"
Liparis rutteri,Liparis rutteri,accepted,Liparis rutteri,species,Teleostei,Perciformes,Liparidae,Liparis,TRUE,FALSE,FALSE,274538,572250,"Oregon, Washington, Vancouver Coast and Shelf"
Idiacanthus antrostomus,Idiacanthus antrostomus,accepted,Idiacanthus antrostomus,species,Teleostei,Stomiiformes,Stomiidae,Idiacanthus,TRUE,FALSE,FALSE,275151,314241,"Oregon, Washington, Vancouver Coast and Shelf"
Perca flavescens,Perca flavescens,accepted,Perca flavescens,species,Teleostei,Perciformes,Percidae,Perca,FALSE,TRUE,TRUE,275313,8167,"Oregon, Washington, Vancouver Coast and Shelf"
Ruscarius meanyi,Ruscarius meanyi,accepted,Ruscarius meanyi,species,Teleostei,Perciformes,Cottidae,Ruscarius,TRUE,FALSE,FALSE,282637,459053,"Oregon, Washington, Vancouver Coast and Shelf"
Melanonus zugmayeri,Melanonus zugmayeri,accepted,Melanonus zugmayeri,species,Teleostei,Gadiformes,Melanonidae,Melanonus,TRUE,FALSE,FALSE,126483,181410,"Oregon, Washington, Vancouver Coast and Shelf"
Bathymaster signatus,Bathymaster signatus,accepted,Bathymaster signatus,species,Teleostei,Perciformes,Bathymasteridae,Bathymaster,TRUE,FALSE,FALSE,254513,274808,"Oregon, Washington, Vancouver Coast and Shelf"
Elassodiscus caudatus,Elassodiscus caudatus,accepted,Elassodiscus caudatus,species,Teleostei,Perciformes,Liparidae,Elassodiscus,TRUE,FALSE,FALSE,280629,446812,"Oregon, Washington, Vancouver Coast and Shelf"
Macropinna microstoma,Macropinna microstoma,accepted,Macropinna microstoma,species,Teleostei,Argentiniformes,Opisthoproctidae,Macropinna,TRUE,FALSE,FALSE,281482,557410,"Oregon, Washington, Vancouver Coast and Shelf"
Pleuronichthys coenosus,Pleuronichthys coenosus,accepted,Pleuronichthys coenosus,species,Teleostei,Pleuronectiformes,Pleuronectidae,Pleuronichthys,TRUE,FALSE,FALSE,282290,269452,"Oregon, Washington, Vancouver Coast and Shelf"
Ptilichthys goodei,Ptilichthys goodei,accepted,Ptilichthys goodei,species,Teleostei,Perciformes,Ptilichthyidae,Ptilichthys,TRUE,FALSE,FALSE,282508,641289,"Oregon, Washington, Vancouver Coast and Shelf"
Allocyttus folletti,Allocyttus folletti,accepted,Allocyttus folletti,species,Teleostei,Zeiformes,Oreosomatidae,Allocyttus,TRUE,FALSE,FALSE,254555,319752,"Oregon, Washington, Vancouver Coast and Shelf"
Lycenchelys camchatica,Lycenchelys camchatica,accepted,Lycenchelys camchatica,species,Teleostei,Perciformes,Zoarcidae,Lycenchelys,TRUE,FALSE,FALSE,254591,740700,"Oregon, Washington, Vancouver Coast and Shelf"
Careproctus longifilis,Careproctus longifilis,accepted,Careproctus longifilis,species,Teleostei,Perciformes,Liparidae,Careproctus,TRUE,FALSE,FALSE,274437,NA,"Oregon, Washington, Vancouver Coast and Shelf"
Danaphos oculatus,Danaphos oculatus,accepted,Danaphos oculatus,species,Teleostei,Stomiiformes,Sternoptychidae,Danaphos,TRUE,FALSE,FALSE,280483,875787,"Oregon, Washington, Vancouver Coast and Shelf"
Pholis schultzi,Pholis schultzi,accepted,Pholis schultzi,species,Teleostei,Perciformes,Pholidae,Pholis,TRUE,FALSE,FALSE,273693,NA,"Oregon, Washington, Vancouver Coast and Shelf"
Peprilus simillimus,Peprilus simillimus,accepted,Peprilus simillimus,species,Teleostei,Scombriformes,Stromateidae,Peprilus,TRUE,FALSE,FALSE,276563,320412,"Oregon, Washington, Vancouver Coast and Shelf"
Clevelandia ios,Clevelandia ios,accepted,Clevelandia ios,species,Teleostei,Gobiiformes,Gobiidae,Clevelandia,TRUE,TRUE,FALSE,280215,185732,"Oregon, Washington, Vancouver Coast and Shelf"
Leuroglossus schmidti,Leuroglossus schmidti,accepted,Leuroglossus schmidti,species,Teleostei,Argentiniformes,Bathylagidae,Leuroglossus,TRUE,FALSE,FALSE,254551,557346,"Oregon, Washington, Vancouver Coast and Shelf"
Phytichthys chirus,Phytichthys chirus,accepted,Phytichthys chirus,species,Teleostei,Perciformes,Stichaeidae,Phytichthys,TRUE,FALSE,FALSE,282255,1738904,"Oregon, Washington, Vancouver Coast and Shelf"
Richardsonius egregius,Richardsonius egregius,accepted,Richardsonius egregius,species,Teleostei,Cypriniformes,Cyprinidae,Richardsonius,TRUE,FALSE,TRUE,1019697,86934,"Oregon, Washington, Vancouver Coast and Shelf"
