timestamps,latitude,beuti,year,month
2021-07-16,34,2.547,2021,7
2021-07-16,35,7.644,2021,7
2021-07-16,36,6.689,2021,7
2021-07-16,37,9.459,2021,7
2021-07-16,38,23.878,2021,7
2021-07-16,39,51.32,2021,7
2021-07-16,40,57.919,2021,7
2021-07-16,41,26.131,2021,7
2021-07-16,42,34.099,2021,7
2021-07-16,43,23.499,2021,7
2021-07-16,44,0.794,2021,7
2021-07-16,45,4,2021,7
2021-07-16,46,-0.242,2021,7
2021-07-16,47,7.341,2021,7
2021-07-17,31,1.309,2021,7
2021-07-17,32,0.641,2021,7
2021-07-17,33,1.936,2021,7
2021-07-17,34,3.648,2021,7
2021-07-17,35,5.277,2021,7
2021-07-17,36,9.943,2021,7
2021-07-17,37,14.32,2021,7
2021-07-17,38,37.747,2021,7
2021-07-17,39,56.196,2021,7
2021-07-17,40,51.547,2021,7
2021-07-17,41,17.399,2021,7
2021-07-17,42,8.38,2021,7
2021-07-17,43,12.438,2021,7
2021-07-17,44,-4.095,2021,7
2021-07-17,45,3.932,2021,7
2021-07-17,46,-1.191,2021,7
2021-07-17,47,2.597,2021,7
2021-07-18,31,0.992,2021,7
2021-07-18,32,0.715,2021,7
2021-07-18,33,1.342,2021,7
2021-07-18,34,3.807,2021,7
2021-07-18,35,3.196,2021,7
2021-07-18,36,7.95,2021,7
2021-07-18,37,15.463,2021,7
2021-07-18,38,38.791,2021,7
2021-07-18,39,48.384,2021,7
2021-07-18,40,49.373,2021,7
2021-07-18,41,28.164,2021,7
2021-07-18,42,8.744,2021,7
2021-07-18,43,14.978,2021,7
2021-07-18,44,-0.361,2021,7
2021-07-18,45,2.016,2021,7
2021-07-18,46,-0.724,2021,7
2021-07-18,47,2.165,2021,7
2021-07-19,31,0.805,2021,7
2021-07-19,32,0.43,2021,7
2021-07-19,33,0.456,2021,7
2021-07-19,34,3.099,2021,7
2021-07-19,35,2.929,2021,7
2021-07-19,36,4.998,2021,7
2021-07-19,37,12.165,2021,7
2021-07-19,38,33.21,2021,7
2021-07-19,39,50.279,2021,7
2021-07-19,40,51.599,2021,7
2021-07-19,41,26.628,2021,7
2021-07-19,42,19.979,2021,7
2021-07-19,43,23.916,2021,7
2021-07-19,44,5.438,2021,7
2021-07-19,45,2.848,2021,7
2021-07-19,46,-0.11,2021,7
2021-07-19,47,1.242,2021,7
2021-07-20,31,0.846,2021,7
2021-07-20,32,0.373,2021,7
2021-07-20,33,0.374,2021,7
2021-07-20,34,1.373,2021,7
2021-07-20,35,3.824,2021,7
2021-07-20,36,4.456,2021,7
2021-07-20,37,12.06,2021,7
2021-07-20,38,26.194,2021,7
2021-07-20,39,49.931,2021,7
2021-07-20,40,47.44,2021,7
2021-07-20,41,20.494,2021,7
2021-07-20,42,15.079,2021,7
2021-07-20,43,8.211,2021,7
2021-07-20,44,0.102,2021,7
2021-07-20,45,0.627,2021,7
2021-07-20,46,0.428,2021,7
2021-07-20,47,2.387,2021,7
2021-07-21,31,1.316,2021,7
2021-07-21,32,0.549,2021,7
2021-07-21,33,0.821,2021,7
2021-07-21,34,2.735,2021,7
2021-07-21,35,7.74,2021,7
2021-07-21,36,10.672,2021,7
2021-07-21,37,16.198,2021,7
2021-07-21,38,27.12,2021,7
2021-07-21,39,54.871,2021,7
2021-07-21,40,56.032,2021,7
2021-07-21,41,24.977,2021,7
2021-07-21,42,35.126,2021,7
2021-07-21,43,8.897,2021,7
2021-07-21,44,4.981,2021,7
2021-07-21,45,3.365,2021,7
2021-07-21,46,0.69,2021,7
2021-07-21,47,-2.81,2021,7
2021-07-22,31,1.102,2021,7
2021-07-22,32,0.469,2021,7
2021-07-22,33,0.609,2021,7
2021-07-22,34,4.284,2021,7
2021-07-22,35,9.185,2021,7
2021-07-22,36,17.252,2021,7
2021-07-22,37,20.445,2021,7
2021-07-22,38,39.957,2021,7
2021-07-22,39,58.593,2021,7
2021-07-22,40,60.632,2021,7
2021-07-22,41,33.164,2021,7
2021-07-22,42,50.793,2021,7
2021-07-22,43,11.333,2021,7
2021-07-22,44,7.861,2021,7
2021-07-22,45,3.652,2021,7
2021-07-22,46,1.18,2021,7
2021-07-22,47,2.45,2021,7
2021-07-23,31,0.661,2021,7
2021-07-23,32,0.501,2021,7
2021-07-23,33,0.383,2021,7
2021-07-23,34,3.44,2021,7
2021-07-23,35,6.415,2021,7
2021-07-23,36,16.419,2021,7
2021-07-23,37,21.847,2021,7
2021-07-23,38,39.966,2021,7
2021-07-23,39,60.685,2021,7
2021-07-23,40,60.993,2021,7
2021-07-23,41,30.533,2021,7
2021-07-23,42,42.012,2021,7
2021-07-23,43,10.383,2021,7
2021-07-23,44,7.168,2021,7
2021-07-23,45,3.185,2021,7
2021-07-23,46,1.202,2021,7
2021-07-23,47,1.913,2021,7
2021-07-24,31,0.749,2021,7
2021-07-24,32,0.441,2021,7
2021-07-24,33,0.274,2021,7
2021-07-24,34,1.333,2021,7
2021-07-24,35,2.007,2021,7
2021-07-24,36,9.117,2021,7
2021-07-24,37,10.884,2021,7
2021-07-24,38,12.806,2021,7
2021-07-24,39,48.882,2021,7
2021-07-24,40,38.291,2021,7
2021-07-24,41,22.499,2021,7
2021-07-24,42,49.176,2021,7
2021-07-24,43,10.037,2021,7
2021-07-24,44,14.733,2021,7
2021-07-24,45,2.078,2021,7
2021-07-24,46,7.77,2021,7
2021-07-24,47,2.023,2021,7
2021-07-25,31,0.64,2021,7
2021-07-25,32,0.603,2021,7
2021-07-25,33,0.063,2021,7
2021-07-25,34,1.004,2021,7
2021-07-25,35,0.811,2021,7
2021-07-25,36,2.612,2021,7
2021-07-25,37,3.787,2021,7
2021-07-25,38,-0.164,2021,7
2021-07-25,39,18.973,2021,7
2021-07-25,40,26.142,2021,7
2021-07-25,41,26.938,2021,7
2021-07-25,42,38.849,2021,7
2021-07-25,43,16.022,2021,7
2021-07-25,44,30.686,2021,7
2021-07-25,45,13.33,2021,7
2021-07-25,46,12.769,2021,7
2021-07-25,47,1.568,2021,7
2021-07-26,31,0.831,2021,7
2021-07-26,32,0.189,2021,7
2021-07-26,33,0.047,2021,7
2021-07-26,34,0.41,2021,7
2021-07-26,35,0.625,2021,7
2021-07-26,36,-0.696,2021,7
2021-07-26,37,0.47,2021,7
2021-07-26,38,4.265,2021,7
2021-07-26,39,6.531,2021,7
2021-07-26,40,18.011,2021,7
2021-07-26,41,19.739,2021,7
2021-07-26,42,44.066,2021,7
2021-07-26,43,23.232,2021,7
2021-07-26,44,21.707,2021,7
2021-07-26,45,17.045,2021,7
2021-07-26,46,15.286,2021,7
2021-07-26,47,7.178,2021,7
2021-07-27,31,1.029,2021,7
2021-07-27,32,0.68,2021,7
2021-07-27,33,0.056,2021,7
2021-07-27,34,0.3,2021,7
2021-07-27,35,0.516,2021,7
2021-07-27,36,-0.681,2021,7
2021-07-27,37,-1.829,2021,7
2021-07-27,38,2.843,2021,7
2021-07-27,39,5.359,2021,7
2021-07-27,40,12.023,2021,7
2021-07-27,41,13.758,2021,7
2021-07-27,42,30.506,2021,7
2021-07-27,43,16.761,2021,7
2021-07-27,44,10.871,2021,7
2021-07-27,45,21.958,2021,7
2021-07-27,46,15.409,2021,7
2021-07-27,47,7.265,2021,7
2021-07-28,31,1.502,2021,7
2021-07-28,32,0.845,2021,7
2021-07-28,33,0.078,2021,7
2021-07-28,34,0.204,2021,7
2021-07-28,35,1.397,2021,7
2021-07-28,36,0.751,2021,7
2021-07-28,37,0.677,2021,7
2021-07-28,38,-2.009,2021,7
2021-07-28,39,8.359,2021,7
2021-07-28,40,7.653,2021,7
2021-07-28,41,8.398,2021,7
2021-07-28,42,15.102,2021,7
2021-07-28,43,8.069,2021,7
2021-07-28,44,4.624,2021,7
2021-07-28,45,16.681,2021,7
2021-07-28,46,2.219,2021,7
2021-07-28,47,8.5,2021,7
2021-07-29,31,2.198,2021,7
2021-07-29,32,1.044,2021,7
2021-07-29,33,0.073,2021,7
2021-07-29,34,0.416,2021,7
2021-07-29,35,2.095,2021,7
2021-07-29,36,2.627,2021,7
2021-07-29,37,1.148,2021,7
2021-07-29,38,-0.492,2021,7
2021-07-29,39,11.489,2021,7
2021-07-29,40,7.985,2021,7
2021-07-29,41,3.055,2021,7
2021-07-29,42,11.063,2021,7
2021-07-29,43,11.854,2021,7
2021-07-29,44,12.397,2021,7
2021-07-29,45,18.81,2021,7
2021-07-29,46,1.228,2021,7
2021-07-29,47,7.384,2021,7
2021-07-30,31,2.361,2021,7
2021-07-30,32,1.096,2021,7
2021-07-30,33,0.056,2021,7
2021-07-30,34,0.682,2021,7
2021-07-30,35,1.138,2021,7
2021-07-30,36,3.169,2021,7
2021-07-30,37,0.998,2021,7
2021-07-30,38,11.295,2021,7
2021-07-30,39,11.916,2021,7
2021-07-30,40,9.474,2021,7
2021-07-30,41,7.71,2021,7
2021-07-30,42,12.159,2021,7
2021-07-30,43,8.77,2021,7
2021-07-30,44,5.473,2021,7
2021-07-30,45,18.639,2021,7
2021-07-30,46,10.646,2021,7
2021-07-30,47,12.432,2021,7
2021-07-31,31,1.68,2021,7
2021-07-31,32,0.825,2021,7
2021-07-31,33,0.031,2021,7
2021-07-31,34,0.676,2021,7
2021-07-31,35,0.759,2021,7
2021-07-31,36,0.651,2021,7
2021-07-31,37,-0.5,2021,7
2021-07-31,38,2.427,2021,7
2021-07-31,39,8.157,2021,7
2021-07-31,40,7.981,2021,7
2021-07-31,41,5.807,2021,7
2021-07-31,42,15.128,2021,7
2021-07-31,43,10.2,2021,7
2021-07-31,44,11.033,2021,7
2021-07-31,45,13.107,2021,7
2021-07-31,46,8.924,2021,7
2021-07-31,47,10.036,2021,7
2021-08-01,31,1.612,2021,8
2021-08-01,32,0.689,2021,8
2021-08-01,33,0.426,2021,8
2021-08-01,34,0.675,2021,8
2021-08-01,35,0.748,2021,8
2021-08-01,36,-0.093,2021,8
2021-08-01,37,-8.536,2021,8
2021-08-01,38,-28.895,2021,8
2021-08-01,39,7.052,2021,8
2021-08-01,40,15.572,2021,8
2021-08-01,41,10.516,2021,8
2021-08-01,42,45.354,2021,8
2021-08-01,43,25.254,2021,8
2021-08-01,44,12.253,2021,8
2021-08-01,45,-0.393,2021,8
2021-08-01,46,3.26,2021,8
2021-08-01,47,4.136,2021,8
2021-08-02,31,1.955,2021,8
2021-08-02,32,0.733,2021,8
2021-08-02,33,0.647,2021,8
2021-08-02,34,0.948,2021,8
2021-08-02,35,1.578,2021,8
2021-08-02,36,0.638,2021,8
2021-08-02,37,-3.321,2021,8
2021-08-02,38,-45.262,2021,8
2021-08-02,39,0.064,2021,8
2021-08-02,40,9.427,2021,8
2021-08-02,41,9.711,2021,8
2021-08-02,42,20.734,2021,8
2021-08-02,43,14.43,2021,8
2021-08-02,44,4.199,2021,8
2021-08-02,45,20.568,2021,8
2021-08-02,46,8.319,2021,8
2021-08-02,47,5.24,2021,8
2021-08-03,31,2.238,2021,8
2021-08-03,32,0.991,2021,8
2021-08-03,33,0.64,2021,8
2021-08-03,34,1.14,2021,8
2021-08-03,35,1.707,2021,8
2021-08-03,36,2.786,2021,8
2021-08-03,37,6.538,2021,8
2021-08-03,38,-3.244,2021,8
2021-08-03,39,7.704,2021,8
2021-08-03,40,1.511,2021,8
2021-08-03,41,12.748,2021,8
2021-08-03,42,11.962,2021,8
2021-08-03,43,12.595,2021,8
2021-08-03,44,5.542,2021,8
2021-08-03,45,11.211,2021,8
2021-08-03,46,5.877,2021,8
2021-08-03,47,7.138,2021,8
2021-08-04,31,2.529,2021,8
2021-08-04,32,1.041,2021,8
2021-08-04,33,0.721,2021,8
2021-08-04,34,1.127,2021,8
2021-08-04,35,2.631,2021,8
2021-08-04,36,5.969,2021,8
2021-08-04,37,12.912,2021,8
2021-08-04,38,23.805,2021,8
2021-08-04,39,29.429,2021,8
2021-08-04,40,19.085,2021,8
2021-08-04,41,21.652,2021,8
2021-08-04,42,9.895,2021,8
2021-08-04,43,12.429,2021,8
2021-08-04,44,-0.791,2021,8
2021-08-04,45,8.429,2021,8
2021-08-04,46,6.813,2021,8
2021-08-04,47,5.417,2021,8
2021-08-05,31,2.053,2021,8
2021-08-05,32,0.826,2021,8
2021-08-05,33,0.666,2021,8
2021-08-05,34,3.684,2021,8
2021-08-05,35,5.408,2021,8
2021-08-05,36,8.763,2021,8
2021-08-05,37,11.902,2021,8
2021-08-05,38,11.477,2021,8
2021-08-05,39,16.83,2021,8
2021-08-05,40,16.188,2021,8
2021-08-05,41,17.239,2021,8
2021-08-05,42,3.456,2021,8
2021-08-05,43,9.022,2021,8
2021-08-05,44,-2.222,2021,8
2021-08-05,45,-1.202,2021,8
2021-08-05,46,5.532,2021,8
2021-08-05,47,4.055,2021,8
2021-08-06,31,1.237,2021,8
2021-08-06,32,0.651,2021,8
2021-08-06,33,0.442,2021,8
2021-08-06,34,4.702,2021,8
2021-08-06,35,8.601,2021,8
2021-08-06,36,12.38,2021,8
2021-08-06,37,13.033,2021,8
2021-08-06,38,10.596,2021,8
2021-08-06,39,20.783,2021,8
2021-08-06,40,18.588,2021,8
2021-08-06,41,14.499,2021,8
2021-08-06,42,10.656,2021,8
2021-08-06,43,2.511,2021,8
2021-08-06,44,1.32,2021,8
2021-08-06,45,3.032,2021,8
2021-08-06,46,-0.456,2021,8
2021-08-06,47,-3.157,2021,8
2021-08-07,31,0.415,2021,8
2021-08-07,32,0.387,2021,8
2021-08-07,33,0.193,2021,8
2021-08-07,34,2.591,2021,8
2021-08-07,35,7.533,2021,8
2021-08-07,36,7.049,2021,8
2021-08-07,37,10.804,2021,8
2021-08-07,38,13.609,2021,8
2021-08-07,39,24.408,2021,8
2021-08-07,40,34.694,2021,8
2021-08-07,41,13.432,2021,8
2021-08-07,42,14.716,2021,8
2021-08-07,43,4.568,2021,8
2021-08-07,44,2.732,2021,8
2021-08-07,45,2.191,2021,8
2021-08-07,46,-1.214,2021,8
2021-08-07,47,0.522,2021,8
2021-08-08,31,0.138,2021,8
2021-08-08,32,0.244,2021,8
2021-08-08,33,0.051,2021,8
2021-08-08,34,1.006,2021,8
2021-08-08,35,1.451,2021,8
2021-08-08,36,1.665,2021,8
2021-08-08,37,3.963,2021,8
2021-08-08,38,7.947,2021,8
2021-08-08,39,23.96,2021,8
2021-08-08,40,34.958,2021,8
2021-08-08,41,25.513,2021,8
2021-08-08,42,29.339,2021,8
2021-08-08,43,7.375,2021,8
2021-08-08,44,3.252,2021,8
2021-08-08,45,0.859,2021,8
2021-08-08,46,0.926,2021,8
2021-08-08,47,2.3,2021,8
2021-08-09,31,0.356,2021,8
2021-08-09,32,0.188,2021,8
2021-08-09,33,0.045,2021,8
2021-08-09,34,0.942,2021,8
2021-08-09,35,2.043,2021,8
2021-08-09,36,1.966,2021,8
2021-08-09,37,2.231,2021,8
2021-08-09,38,6.78,2021,8
2021-08-09,39,25.127,2021,8
2021-08-09,40,32.739,2021,8
2021-08-09,41,33.196,2021,8
2021-08-09,42,37.871,2021,8
2021-08-09,43,18.279,2021,8
2021-08-09,44,11.43,2021,8
2021-08-09,45,2.474,2021,8
2021-08-09,46,5.263,2021,8
2021-08-09,47,2.62,2021,8
2021-08-10,31,0.521,2021,8
2021-08-10,32,0.26,2021,8
2021-08-10,33,0.027,2021,8
2021-08-10,34,0.962,2021,8
2021-08-10,35,1.353,2021,8
2021-08-10,36,2.752,2021,8
2021-08-10,37,2.132,2021,8
2021-08-10,38,5.88,2021,8
2021-08-10,39,8.46,2021,8
2021-08-10,40,21.654,2021,8
2021-08-10,41,35.3,2021,8
2021-08-10,42,29.48,2021,8
2021-08-10,43,21.326,2021,8
2021-08-10,44,16.399,2021,8
2021-08-10,45,6.886,2021,8
2021-08-10,46,6.63,2021,8
2021-08-10,47,3.432,2021,8
2021-08-11,31,0.399,2021,8
2021-08-11,32,0.367,2021,8
2021-08-11,33,0.046,2021,8
2021-08-11,34,1.187,2021,8
2021-08-11,35,2.35,2021,8
2021-08-11,36,1.586,2021,8
2021-08-11,37,1.217,2021,8
2021-08-11,38,-2.684,2021,8
2021-08-11,39,3.087,2021,8
2021-08-11,40,-2.633,2021,8
2021-08-11,41,12.231,2021,8
2021-08-11,42,1.227,2021,8
2021-08-11,43,16.156,2021,8
2021-08-11,44,13.526,2021,8
2021-08-11,45,5.718,2021,8
2021-08-11,46,2.996,2021,8
2021-08-11,47,4.72,2021,8
2021-08-12,31,0.209,2021,8
2021-08-12,32,0.174,2021,8
2021-08-12,33,0.033,2021,8
2021-08-12,34,1.328,2021,8
2021-08-12,35,2.395,2021,8
2021-08-12,36,2.948,2021,8
2021-08-12,37,1.131,2021,8
2021-08-12,38,0.056,2021,8
2021-08-12,39,1.455,2021,8
2021-08-12,40,-4.141,2021,8
2021-08-12,41,7.914,2021,8
2021-08-12,42,-3.793,2021,8
2021-08-12,43,1.93,2021,8
2021-08-12,44,0.191,2021,8
2021-08-12,45,2.31,2021,8
2021-08-12,46,2.641,2021,8
2021-08-12,47,2.171,2021,8
2021-08-13,31,0.158,2021,8
2021-08-13,32,0.194,2021,8
2021-08-13,33,0.113,2021,8
2021-08-13,34,1.151,2021,8
2021-08-13,35,1.816,2021,8
2021-08-13,36,6.878,2021,8
2021-08-13,37,3.069,2021,8
2021-08-13,38,2.397,2021,8
2021-08-13,39,8.029,2021,8
2021-08-13,40,-4.6,2021,8
2021-08-13,41,13.914,2021,8
2021-08-13,42,-3.578,2021,8
2021-08-13,43,5.099,2021,8
2021-08-13,44,-13.034,2021,8
2021-08-13,45,4.32,2021,8
2021-08-13,46,0.48,2021,8
2021-08-13,47,0.463,2021,8
2021-08-14,31,0.416,2021,8
2021-08-14,32,0.266,2021,8
2021-08-14,33,0.149,2021,8
2021-08-14,34,0.873,2021,8
2021-08-14,35,1.975,2021,8
2021-08-14,36,5.867,2021,8
2021-08-14,37,3.541,2021,8
2021-08-14,38,3.14,2021,8
2021-08-14,39,13.221,2021,8
2021-08-14,40,4.497,2021,8
2021-08-14,41,2.883,2021,8
2021-08-14,42,-1.643,2021,8
2021-08-14,43,3.43,2021,8
2021-08-14,44,-2.681,2021,8
2021-08-14,45,1.656,2021,8
2021-08-14,46,-5.029,2021,8
2021-08-14,47,3.302,2021,8
2021-08-15,31,0.682,2021,8
2021-08-15,32,0.341,2021,8
2021-08-15,33,0.171,2021,8
2021-08-15,34,1.265,2021,8
2021-08-15,35,3.543,2021,8
2021-08-15,36,7.42,2021,8
2021-08-15,37,4.155,2021,8
2021-08-15,38,6.636,2021,8
2021-08-15,39,22.99,2021,8
2021-08-15,40,18.08,2021,8
2021-08-15,41,-5.667,2021,8
2021-08-15,42,5.174,2021,8
2021-08-15,43,3.881,2021,8
2021-08-15,44,-5.713,2021,8
2021-08-15,45,-0.22,2021,8
2021-08-15,46,0.314,2021,8
2021-08-15,47,2.352,2021,8
2021-08-16,31,0.442,2021,8
2021-08-16,32,0.215,2021,8
2021-08-16,33,0.08,2021,8
2021-08-16,34,1.227,2021,8
2021-08-16,35,5.254,2021,8
2021-08-16,36,14.342,2021,8
2021-08-16,37,6.541,2021,8
2021-08-16,38,15.692,2021,8
2021-08-16,39,35.041,2021,8
2021-08-16,40,34.857,2021,8
2021-08-16,41,6.642,2021,8
2021-08-16,42,9.006,2021,8
2021-08-16,43,3.388,2021,8
2021-08-16,44,-2.146,2021,8
2021-08-16,45,0.904,2021,8
2021-08-16,46,-0.205,2021,8
2021-08-16,47,2.75,2021,8
2021-08-17,31,-0.016,2021,8
2021-08-17,32,0.007,2021,8
2021-08-17,33,0.039,2021,8
2021-08-17,34,0.643,2021,8
2021-08-17,35,5.727,2021,8
2021-08-17,36,14.871,2021,8
2021-08-17,37,7.515,2021,8
2021-08-17,38,27.503,2021,8
2021-08-17,39,39.967,2021,8
2021-08-17,40,39.576,2021,8
2021-08-17,41,12.132,2021,8
2021-08-17,42,11.265,2021,8
2021-08-17,43,1.724,2021,8
2021-08-17,44,0.504,2021,8
2021-08-17,45,3.555,2021,8
2021-08-17,46,1.855,2021,8
2021-08-17,47,5.185,2021,8
2021-08-18,31,-0.136,2021,8
2021-08-18,32,-0.176,2021,8
2021-08-18,33,0.006,2021,8
2021-08-18,34,0.48,2021,8
2021-08-18,35,1.422,2021,8
2021-08-18,36,5.903,2021,8
2021-08-18,37,5.203,2021,8
2021-08-18,38,21.963,2021,8
2021-08-18,39,50.282,2021,8
2021-08-18,40,57.513,2021,8
2021-08-18,41,28.873,2021,8
2021-08-18,42,25.573,2021,8
2021-08-18,43,10.044,2021,8
2021-08-18,44,7.869,2021,8
2021-08-18,45,1.504,2021,8
2021-08-18,46,1.001,2021,8
2021-08-18,47,7.023,2021,8
2021-08-19,31,0.016,2021,8
2021-08-19,32,-0.009,2021,8
2021-08-19,33,0.035,2021,8
2021-08-19,34,0.354,2021,8
2021-08-19,35,-0.29,2021,8
2021-08-19,36,0.37,2021,8
2021-08-19,37,2.175,2021,8
2021-08-19,38,9.305,2021,8
2021-08-19,39,36.403,2021,8
2021-08-19,40,56.026,2021,8
2021-08-19,41,34.42,2021,8
2021-08-19,42,35.789,2021,8
2021-08-19,43,10.259,2021,8
2021-08-19,44,7.63,2021,8
2021-08-19,45,5.19,2021,8
2021-08-19,46,5.737,2021,8
2021-08-19,47,9.944,2021,8
2021-08-20,31,0.179,2021,8
2021-08-20,32,0.086,2021,8
2021-08-20,33,0.035,2021,8
2021-08-20,34,0.316,2021,8
2021-08-20,35,-0.427,2021,8
2021-08-20,36,1.567,2021,8
2021-08-20,37,0.647,2021,8
2021-08-20,38,3.527,2021,8
2021-08-20,39,28.792,2021,8
2021-08-20,40,53.996,2021,8
2021-08-20,41,43.173,2021,8
2021-08-20,42,37.245,2021,8
2021-08-20,43,7.309,2021,8
2021-08-20,44,6.364,2021,8
2021-08-20,45,3.992,2021,8
2021-08-20,46,6.081,2021,8
2021-08-20,47,8.628,2021,8
2021-08-21,31,0.34,2021,8
2021-08-21,32,0.104,2021,8
2021-08-21,33,-0.04,2021,8
2021-08-21,34,0.175,2021,8
2021-08-21,35,0.012,2021,8
2021-08-21,36,-0.38,2021,8
2021-08-21,37,0.79,2021,8
2021-08-21,38,2.282,2021,8
2021-08-21,39,28.413,2021,8
2021-08-21,40,51.643,2021,8
2021-08-21,41,27.365,2021,8
2021-08-21,42,24.69,2021,8
2021-08-21,43,6.074,2021,8
2021-08-21,44,5.42,2021,8
2021-08-21,45,0.307,2021,8
2021-08-21,46,3.067,2021,8
2021-08-21,47,0.866,2021,8
2021-08-22,31,0.175,2021,8
2021-08-22,32,0.161,2021,8
2021-08-22,33,-0.001,2021,8
2021-08-22,34,0.116,2021,8
2021-08-22,35,0.4,2021,8
2021-08-22,36,-0.417,2021,8
2021-08-22,37,1.602,2021,8
2021-08-22,38,2.171,2021,8
2021-08-22,39,20.986,2021,8
2021-08-22,40,26.047,2021,8
2021-08-22,41,18.027,2021,8
2021-08-22,42,15.205,2021,8
2021-08-22,43,6.175,2021,8
2021-08-22,44,5.639,2021,8
2021-08-22,45,1.62,2021,8
2021-08-22,46,1.584,2021,8
2021-08-22,47,0.381,2021,8
2021-08-23,31,0.661,2021,8
2021-08-23,32,0.548,2021,8
2021-08-23,33,0.02,2021,8
2021-08-23,34,0.137,2021,8
2021-08-23,35,2.152,2021,8
2021-08-23,36,0.727,2021,8
2021-08-23,37,2.426,2021,8
2021-08-23,38,4.86,2021,8
2021-08-23,39,13.715,2021,8
2021-08-23,40,21.881,2021,8
2021-08-23,41,33.752,2021,8
2021-08-23,42,22.315,2021,8
2021-08-23,43,13.676,2021,8
2021-08-23,44,6.97,2021,8
2021-08-23,45,2.024,2021,8
2021-08-23,46,1.082,2021,8
2021-08-23,47,2.575,2021,8
2021-08-24,31,0.823,2021,8
2021-08-24,32,0.792,2021,8
2021-08-24,33,0.113,2021,8
2021-08-24,34,0.096,2021,8
2021-08-24,35,1.337,2021,8
2021-08-24,36,1.114,2021,8
2021-08-24,37,2.447,2021,8
2021-08-24,38,1.64,2021,8
2021-08-24,39,14.683,2021,8
2021-08-24,40,24.66,2021,8
2021-08-24,41,30.655,2021,8
2021-08-24,42,26.736,2021,8
2021-08-24,43,21.445,2021,8
2021-08-24,44,8.983,2021,8
2021-08-24,45,5.098,2021,8
2021-08-24,46,2.079,2021,8
2021-08-24,47,2.955,2021,8
2021-08-25,31,0.831,2021,8
2021-08-25,32,0.494,2021,8
2021-08-25,33,0.067,2021,8
2021-08-25,34,0.355,2021,8
2021-08-25,35,0.569,2021,8
2021-08-25,36,1.615,2021,8
2021-08-25,37,2.638,2021,8
2021-08-25,38,7.731,2021,8
2021-08-25,39,12.586,2021,8
2021-08-25,40,10.099,2021,8
2021-08-25,41,19.977,2021,8
2021-08-25,42,9.227,2021,8
2021-08-25,43,7.627,2021,8
2021-08-25,44,1.621,2021,8
2021-08-25,45,6.26,2021,8
2021-08-25,46,2.365,2021,8
2021-08-25,47,2.329,2021,8
2021-08-26,31,1.384,2021,8
2021-08-26,32,0.604,2021,8
2021-08-26,33,0.134,2021,8
2021-08-26,34,0.682,2021,8
2021-08-26,35,1.864,2021,8
2021-08-26,36,3.581,2021,8
2021-08-26,37,4.051,2021,8
2021-08-26,38,16.516,2021,8
2021-08-26,39,17.99,2021,8
2021-08-26,40,14.658,2021,8
2021-08-26,41,13.408,2021,8
2021-08-26,42,0.465,2021,8
2021-08-26,43,0.719,2021,8
2021-08-26,44,-0.125,2021,8
2021-08-26,45,-0.54,2021,8
2021-08-26,46,-1.008,2021,8
2021-08-26,47,-0.193,2021,8
2021-08-27,31,1.405,2021,8
2021-08-27,32,0.702,2021,8
2021-08-27,33,0.177,2021,8
2021-08-27,34,0.85,2021,8
2021-08-27,35,2.87,2021,8
2021-08-27,36,3.461,2021,8
2021-08-27,37,4.615,2021,8
2021-08-27,38,18.735,2021,8
2021-08-27,39,27.354,2021,8
2021-08-27,40,34.634,2021,8
2021-08-27,41,19.459,2021,8
2021-08-27,42,10.696,2021,8
2021-08-27,43,3.339,2021,8
2021-08-27,44,0.15,2021,8
2021-08-27,45,-0.863,2021,8
2021-08-27,46,-0.642,2021,8
2021-08-27,47,-0.226,2021,8
2021-08-28,31,1.293,2021,8
2021-08-28,32,0.701,2021,8
2021-08-28,33,0.144,2021,8
2021-08-28,34,0.628,2021,8
2021-08-28,35,1.839,2021,8
2021-08-28,36,1.2,2021,8
2021-08-28,37,2.76,2021,8
2021-08-28,38,10.93,2021,8
2021-08-28,39,26.561,2021,8
2021-08-28,40,53.373,2021,8
2021-08-28,41,48.285,2021,8
2021-08-28,42,41.688,2021,8
2021-08-28,43,19.973,2021,8
2021-08-28,44,12.579,2021,8
2021-08-28,45,7.912,2021,8
2021-08-28,46,2.262,2021,8
2021-08-28,47,1.623,2021,8
2021-08-29,31,0.919,2021,8
2021-08-29,32,0.53,2021,8
2021-08-29,33,0.245,2021,8
2021-08-29,34,0.532,2021,8
2021-08-29,35,1.473,2021,8
2021-08-29,36,0.642,2021,8
2021-08-29,37,1.122,2021,8
2021-08-29,38,3.63,2021,8
2021-08-29,39,12.211,2021,8
2021-08-29,40,29.893,2021,8
2021-08-29,41,51.251,2021,8
2021-08-29,42,58.597,2021,8
2021-08-29,43,25.579,2021,8
2021-08-29,44,15.565,2021,8
2021-08-29,45,12.954,2021,8
2021-08-29,46,2.908,2021,8
2021-08-29,47,2.667,2021,8
2021-08-30,31,0.649,2021,8
2021-08-30,32,0.37,2021,8
2021-08-30,33,0.189,2021,8
2021-08-30,34,0.718,2021,8
2021-08-30,35,1.065,2021,8
2021-08-30,36,1.441,2021,8
2021-08-30,37,1.486,2021,8
2021-08-30,38,5.515,2021,8
2021-08-30,39,16.164,2021,8
2021-08-30,40,31.592,2021,8
2021-08-30,41,44.196,2021,8
