site_code,grpvar,term,grp,condval,condsd,region_name,model
11,site_code,(Intercept),PP_O,0.038,0.284,BC_PP,95th percentile SST
12,site_code,(Intercept),PP_S,-0.091,0.284,BC_PP,95th percentile SST
13,site_code,(Intercept),PP_SI,-0.05,0.284,BC_PP,95th percentile SST
1,site_code,(Intercept),PS_BB,0.035,0.167,WA_PS,95th percentile SST
2,site_code,(Intercept),PS_BH,0.255,0.154,WA_PS,95th percentile SST
3,site_code,(Intercept),PS_BP,-0.092,0.184,WA_PS,95th percentile SST
4,site_code,(Intercept),PS_BV,-0.145,0.143,WA_PS,95th percentile SST
5,site_code,(Intercept),PS_FB,-0.11,0.143,WA_PS,95th percentile SST
6,site_code,(Intercept),PS_FJ,0.162,0.143,WA_PS,95th percentile SST
7,site_code,(Intercept),PS_IC,0.126,0.143,WA_PS,95th percentile SST
8,site_code,(Intercept),PS_NC,-0.087,0.143,WA_PS,95th percentile SST
9,site_code,(Intercept),PS_SH,0,0.143,WA_PS,95th percentile SST
10,site_code,(Intercept),PS_SP,-0.135,0.184,WA_PS,95th percentile SST
11,site_code,(Intercept),PS_YB,-0.01,0.184,WA_PS,95th percentile SST
1,site_code,(Intercept),WB_BC,0.261,0.246,WA_WB,95th percentile SST
2,site_code,(Intercept),WB_CO,-0.087,0.33,WA_WB,95th percentile SST
3,site_code,(Intercept),WB_DP,-0.143,0.223,WA_WB,95th percentile SST
4,site_code,(Intercept),WB_PA,-0.467,0.223,WA_WB,95th percentile SST
5,site_code,(Intercept),WB_SB,0.049,0.279,WA_WB,95th percentile SST
6,site_code,(Intercept),WB_SP,0.333,0.33,WA_WB,95th percentile SST
7,site_code,(Intercept),WB_ST,0.171,0.33,WA_WB,95th percentile SST
8,site_code,(Intercept),WB_WP,0.316,0.33,WA_WB,95th percentile SST
9,site_code,(Intercept),WB_WR,-0.433,0.246,WA_WB,95th percentile SST
1,site_code,(Intercept),YB_F,0.013,0.171,OR_YB,95th percentile SST
2,site_code,(Intercept),YB_IF,-0.078,0.127,OR_YB,95th percentile SST
3,site_code,(Intercept),YB_SBN,0.191,0.127,OR_YB,95th percentile SST
4,site_code,(Intercept),YB_SBS,-0.126,0.127,OR_YB,95th percentile SST
1,site_code,(Intercept),CB_BV,0.47,0.279,OR_CB,95th percentile SST
2,site_code,(Intercept),CB_FP,-0.47,0.331,OR_CB,95th percentile SST
1,site_code,(Intercept),HB_EB,-0.295,0.254,CA_HB,95th percentile SST
2,site_code,(Intercept),HB_KS,0.269,0.254,CA_HB,95th percentile SST
3,site_code,(Intercept),HB_SR,0.026,0.203,CA_HB,95th percentile SST
1,site_code,(Intercept),NC_B,-1.025,0.83,CA_NC,95th percentile SST
2,site_code,(Intercept),NC_BL,0.027,0.684,CA_NC,95th percentile SST
3,site_code,(Intercept),NC_D,-0.418,0.83,CA_NC,95th percentile SST
4,site_code,(Intercept),NC_DE,0.101,0.594,CA_NC,95th percentile SST
5,site_code,(Intercept),NC_E,0.502,0.83,CA_NC,95th percentile SST
6,site_code,(Intercept),NC_NC,1.08,0.684,CA_NC,95th percentile SST
7,site_code,(Intercept),NC_WP,-0.267,0.533,CA_NC,95th percentile SST
1,site_code,(Intercept),NC_PM,0.645,0.653,CA_SF,95th percentile SST
2,site_code,(Intercept),NC_PS,0.036,0.653,CA_SF,95th percentile SST
3,site_code,(Intercept),NC_RB,-0.681,0.741,CA_SF,95th percentile SST
1,site_code,(Intercept),MB_CB,-0.169,0.088,CA_MB,95th percentile SST
2,site_code,(Intercept),MB_TP,0.169,0.099,CA_MB,95th percentile SST
1,site_code,(Intercept),LA_AB,-0.627,0.395,CA_LA,95th percentile SST
2,site_code,(Intercept),LA_JD,0.341,0.361,CA_LA,95th percentile SST
3,site_code,(Intercept),LA_LN,-0.199,0.361,CA_LA,95th percentile SST
4,site_code,(Intercept),LA_MS,0.732,0.395,CA_LA,95th percentile SST
5,site_code,(Intercept),LA_SP,-0.267,0.441,CA_LA,95th percentile SST
6,site_code,(Intercept),LA_UN,0.02,0.361,CA_LA,95th percentile SST
1,site_code,(Intercept),SD_CI,-0.18,0.588,CA_SD,95th percentile SST
2,site_code,(Intercept),SD_CV,0.045,0.529,CA_SD,95th percentile SST
3,site_code,(Intercept),SD_FI,0.1,0.556,CA_SD,95th percentile SST
4,site_code,(Intercept),SD_KF,0.269,0.588,CA_SD,95th percentile SST
5,site_code,(Intercept),SD_SDL,0.387,0.588,CA_SD,95th percentile SST
6,site_code,(Intercept),SD_SI,-0.621,0.529,CA_SD,95th percentile SST
