site_code,grpvar,term,grp,condval,condsd,region_name,model
1,site_code,(Intercept),JN_AN,0.14,0.164,AK_JN,95th percentile SST
2,site_code,(Intercept),JN_BC,-0.136,0.164,AK_JN,95th percentile SST
3,site_code,(Intercept),JN_EC,0.095,0.164,AK_JN,95th percentile SST
4,site_code,(Intercept),JN_FC,-0.063,0.164,AK_JN,95th percentile SST
5,site_code,(Intercept),JN_SB,-0.035,0.164,AK_JN,95th percentile SST
1,site_code,(Intercept),SE_GK,0.216,0.226,AK_SE,95th percentile SST
2,site_code,(Intercept),SE_NF,-0.003,0.26,AK_SE,95th percentile SST
3,site_code,(Intercept),SE_NS,-0.141,0.226,AK_SE,95th percentile SST
4,site_code,(Intercept),SE_NZ,-0.013,0.226,AK_SE,95th percentile SST
5,site_code,(Intercept),SE_RF,-0.018,0.226,AK_SE,95th percentile SST
6,site_code,(Intercept),SE_SH,-0.041,0.226,AK_SE,95th percentile SST
1,site_code,(Intercept),HG_BH,-0.179,0.238,BC_HG,95th percentile SST
2,site_code,(Intercept),HG_DN,0.081,0.256,BC_HG,95th percentile SST
3,site_code,(Intercept),HG_DSD,0.084,0.238,BC_HG,95th percentile SST
4,site_code,(Intercept),HG_LIE,0.009,0.238,BC_HG,95th percentile SST
5,site_code,(Intercept),HG_MDD,-0.209,0.238,BC_HG,95th percentile SST
6,site_code,(Intercept),HG_RI,0.045,0.223,BC_HG,95th percentile SST
7,site_code,(Intercept),HG_ROI,-0.07,0.238,BC_HG,95th percentile SST
8,site_code,(Intercept),HG_SB,0.005,0.223,BC_HG,95th percentile SST
9,site_code,(Intercept),HG_TK,0.236,0.256,BC_HG,95th percentile SST
1,site_code,(Intercept),CC_CHP,-1.042,0.444,BC_CC,95th percentile SST
2,site_code,(Intercept),CC_FAN3,0.515,0.402,BC_CC,95th percentile SST
3,site_code,(Intercept),CC_GOG1,-0.347,0.402,BC_CC,95th percentile SST
4,site_code,(Intercept),CC_KIS1,0.405,0.594,BC_CC,95th percentile SST
5,site_code,(Intercept),CC_KIS2,0.15,0.444,BC_CC,95th percentile SST
6,site_code,(Intercept),CC_PBA,0.319,0.402,BC_CC,95th percentile SST
1,site_code,(Intercept),NV_BI,0.036,0.207,BC_NV,95th percentile SST
2,site_code,(Intercept),NV_JL,-0.186,0.227,BC_NV,95th percentile SST
3,site_code,(Intercept),NV_KB,0.239,0.207,BC_NV,95th percentile SST
4,site_code,(Intercept),NV_KC,-0.394,0.207,BC_NV,95th percentile SST
5,site_code,(Intercept),NV_PC,0.305,0.227,BC_NV,95th percentile SST
1,site_code,(Intercept),IC_GOW,-0.148,0.18,BC_IC,95th percentile SST
2,site_code,(Intercept),IC_MAB,0.38,0.18,BC_IC,95th percentile SST
3,site_code,(Intercept),IC_OPB,-0.125,0.18,BC_IC,95th percentile SST
4,site_code,(Intercept),IC_SHS,-0.04,0.18,BC_IC,95th percentile SST
5,site_code,(Intercept),IC_SMB,-0.067,0.18,BC_IC,95th percentile SST
1,site_code,(Intercept),PP_C,-0.467,0.202,BC_PP,95th percentile SST
2,site_code,(Intercept),PP_E,-0.27,0.221,BC_PP,95th percentile SST
3,site_code,(Intercept),PP_EB,0.299,0.284,BC_PP,95th percentile SST
4,site_code,(Intercept),PP_G,0.234,0.284,BC_PP,95th percentile SST
5,site_code,(Intercept),PP_HI,0.162,0.202,BC_PP,95th percentile SST
6,site_code,(Intercept),PP_JJ,0.086,0.202,BC_PP,95th percentile SST
7,site_code,(Intercept),PP_K,-0.166,0.284,BC_PP,95th percentile SST
8,site_code,(Intercept),PP_M,0.161,0.284,BC_PP,95th percentile SST
9,site_code,(Intercept),PP_MB,0.245,0.221,BC_PP,95th percentile SST
10,site_code,(Intercept),PP_MI,-0.183,0.284,BC_PP,95th percentile SST
