site_code,grpvar,term,grp,condval,condsd,region_name,model
1,site_code,(Intercept),JN_AN,0.187,0.214,AK_JN,Mean SST
2,site_code,(Intercept),JN_BC,-0.084,0.214,AK_JN,Mean SST
3,site_code,(Intercept),JN_EC,0.174,0.214,AK_JN,Mean SST
4,site_code,(Intercept),JN_FC,-0.111,0.214,AK_JN,Mean SST
5,site_code,(Intercept),JN_SB,-0.166,0.214,AK_JN,Mean SST
1,site_code,(Intercept),SE_GK,0.217,0.269,AK_SE,Mean SST
2,site_code,(Intercept),SE_NF,0.075,0.311,AK_SE,Mean SST
3,site_code,(Intercept),SE_NS,-0.146,0.269,AK_SE,Mean SST
4,site_code,(Intercept),SE_NZ,-0.037,0.269,AK_SE,Mean SST
5,site_code,(Intercept),SE_RF,-0.1,0.269,AK_SE,Mean SST
6,site_code,(Intercept),SE_SH,-0.01,0.269,AK_SE,Mean SST
1,site_code,(Intercept),HG_BH,-0.142,0.282,BC_HG,Mean SST
2,site_code,(Intercept),HG_DN,0.076,0.302,BC_HG,Mean SST
3,site_code,(Intercept),HG_DSD,0.004,0.282,BC_HG,Mean SST
4,site_code,(Intercept),HG_LIE,-0.047,0.282,BC_HG,Mean SST
5,site_code,(Intercept),HG_MDD,-0.171,0.282,BC_HG,Mean SST
6,site_code,(Intercept),HG_RI,-0.043,0.265,BC_HG,Mean SST
7,site_code,(Intercept),HG_ROI,-0.084,0.282,BC_HG,Mean SST
8,site_code,(Intercept),HG_SB,0.091,0.265,BC_HG,Mean SST
9,site_code,(Intercept),HG_TK,0.315,0.302,BC_HG,Mean SST
1,site_code,(Intercept),CC_CHP,-0.897,0.448,BC_CC,Mean SST
2,site_code,(Intercept),CC_FAN3,0.266,0.41,BC_CC,Mean SST
3,site_code,(Intercept),CC_GOG1,-0.247,0.41,BC_CC,Mean SST
4,site_code,(Intercept),CC_KIS1,0.497,0.573,BC_CC,Mean SST
5,site_code,(Intercept),CC_KIS2,0.024,0.448,BC_CC,Mean SST
6,site_code,(Intercept),CC_PBA,0.358,0.41,BC_CC,Mean SST
1,site_code,(Intercept),NV_BI,0.084,0.193,BC_NV,Mean SST
2,site_code,(Intercept),NV_JL,-0.142,0.206,BC_NV,Mean SST
3,site_code,(Intercept),NV_KB,0.139,0.193,BC_NV,Mean SST
4,site_code,(Intercept),NV_KC,-0.241,0.193,BC_NV,Mean SST
5,site_code,(Intercept),NV_PC,0.16,0.206,BC_NV,Mean SST
1,site_code,(Intercept),IC_GOW,-0.168,0.236,BC_IC,Mean SST
2,site_code,(Intercept),IC_MAB,0.173,0.236,BC_IC,Mean SST
3,site_code,(Intercept),IC_OPB,-0.035,0.236,BC_IC,Mean SST
4,site_code,(Intercept),IC_SHS,-0.013,0.236,BC_IC,Mean SST
5,site_code,(Intercept),IC_SMB,0.042,0.236,BC_IC,Mean SST
1,site_code,(Intercept),PP_C,-0.143,0.213,BC_PP,Mean SST
2,site_code,(Intercept),PP_E,-0.104,0.226,BC_PP,Mean SST
3,site_code,(Intercept),PP_EB,0.164,0.261,BC_PP,Mean SST
4,site_code,(Intercept),PP_G,0.058,0.261,BC_PP,Mean SST
5,site_code,(Intercept),PP_HI,0.05,0.213,BC_PP,Mean SST
6,site_code,(Intercept),PP_JJ,0.173,0.213,BC_PP,Mean SST
7,site_code,(Intercept),PP_K,-0.087,0.261,BC_PP,Mean SST
8,site_code,(Intercept),PP_M,0.004,0.261,BC_PP,Mean SST
9,site_code,(Intercept),PP_MB,0.068,0.226,BC_PP,Mean SST
10,site_code,(Intercept),PP_MI,-0.086,0.261,BC_PP,Mean SST
11,site_code,(Intercept),PP_O,0.028,0.261,BC_PP,Mean SST
12,site_code,(Intercept),PP_S,-0.053,0.261,BC_PP,Mean SST
13,site_code,(Intercept),PP_SI,-0.072,0.261,BC_PP,Mean SST
1,site_code,(Intercept),PS_BB,0.103,0.227,WA_PS,Mean SST
2,site_code,(Intercept),PS_BH,0.467,0.199,WA_PS,Mean SST
3,site_code,(Intercept),PS_BP,-0.209,0.27,WA_PS,Mean SST
4,site_code,(Intercept),PS_BV,-0.229,0.18,WA_PS,Mean SST
5,site_code,(Intercept),PS_FB,-0.136,0.18,WA_PS,Mean SST
6,site_code,(Intercept),PS_FJ,0.48,0.18,WA_PS,Mean SST
7,site_code,(Intercept),PS_IC,0.161,0.18,WA_PS,Mean SST
8,site_code,(Intercept),PS_NC,-0.103,0.18,WA_PS,Mean SST
9,site_code,(Intercept),PS_SH,0.002,0.18,WA_PS,Mean SST
10,site_code,(Intercept),PS_SP,-0.342,0.27,WA_PS,Mean SST
11,site_code,(Intercept),PS_YB,-0.193,0.27,WA_PS,Mean SST
1,site_code,(Intercept),WB_BC,0.276,0.254,WA_WB,Mean SST
2,site_code,(Intercept),WB_CO,0.132,0.359,WA_WB,Mean SST
3,site_code,(Intercept),WB_DP,-0.384,0.228,WA_WB,Mean SST
4,site_code,(Intercept),WB_PA,-0.603,0.228,WA_WB,Mean SST
5,site_code,(Intercept),WB_SB,-0.013,0.293,WA_WB,Mean SST
6,site_code,(Intercept),WB_SP,0.361,0.359,WA_WB,Mean SST
7,site_code,(Intercept),WB_ST,0.224,0.359,WA_WB,Mean SST
8,site_code,(Intercept),WB_WP,0.48,0.359,WA_WB,Mean SST
9,site_code,(Intercept),WB_WR,-0.471,0.254,WA_WB,Mean SST
1,site_code,(Intercept),YB_F,-0.016,0.222,OR_YB,Mean SST
2,site_code,(Intercept),YB_IF,-0.245,0.137,OR_YB,Mean SST
3,site_code,(Intercept),YB_SBN,0.393,0.137,OR_YB,Mean SST
4,site_code,(Intercept),YB_SBS,-0.133,0.137,OR_YB,Mean SST
1,site_code,(Intercept),CB_BV,0.421,0.352,OR_CB,Mean SST
2,site_code,(Intercept),CB_FP,-0.421,0.406,OR_CB,Mean SST
1,site_code,(Intercept),HB_EB,-0.016,0.001,CA_HB,Mean SST
2,site_code,(Intercept),HB_KS,0.307,0.001,CA_HB,Mean SST
3,site_code,(Intercept),HB_SR,-0.291,0.001,CA_HB,Mean SST
1,site_code,(Intercept),NC_B,-0.383,0.694,CA_NC,Mean SST
2,site_code,(Intercept),NC_BL,0.02,0.616,CA_NC,Mean SST
3,site_code,(Intercept),NC_D,-0.12,0.694,CA_NC,Mean SST
4,site_code,(Intercept),NC_DE,0.044,0.56,CA_NC,Mean SST
5,site_code,(Intercept),NC_E,0.457,0.694,CA_NC,Mean SST
6,site_code,(Intercept),NC_NC,0.24,0.616,CA_NC,Mean SST
7,site_code,(Intercept),NC_WP,-0.258,0.517,CA_NC,Mean SST
1,site_code,(Intercept),NC_PM,0.408,0.537,CA_SF,Mean SST
2,site_code,(Intercept),NC_PS,-0.118,0.537,CA_SF,Mean SST
3,site_code,(Intercept),NC_RB,-0.291,0.604,CA_SF,Mean SST
1,site_code,(Intercept),MB_CB,-0.266,0.092,CA_MB,Mean SST
2,site_code,(Intercept),MB_TP,0.266,0.105,CA_MB,Mean SST
1,site_code,(Intercept),LA_AB,-0.429,0.396,CA_LA,Mean SST
2,site_code,(Intercept),LA_JD,0.338,0.37,CA_LA,Mean SST
3,site_code,(Intercept),LA_LN,-0.03,0.37,CA_LA,Mean SST
4,site_code,(Intercept),LA_MS,0.465,0.396,CA_LA,Mean SST
5,site_code,(Intercept),LA_SP,-0.33,0.428,CA_LA,Mean SST
6,site_code,(Intercept),LA_UN,-0.014,0.37,CA_LA,Mean SST
1,site_code,(Intercept),SD_CI,-0.304,0.745,CA_SD,Mean SST
2,site_code,(Intercept),SD_CV,0.093,0.657,CA_SD,Mean SST
3,site_code,(Intercept),SD_FI,0.13,0.696,CA_SD,Mean SST
4,site_code,(Intercept),SD_KF,0.283,0.745,CA_SD,Mean SST
5,site_code,(Intercept),SD_SDL,0.647,0.745,CA_SD,Mean SST
6,site_code,(Intercept),SD_SI,-0.849,0.657,CA_SD,Mean SST
