site_code,grpvar,term,grp,condval,condsd,region_name,model
1,site_code,(Intercept),JN_AN,0.171,0.22,AK_JN,75th
2,site_code,(Intercept),JN_BC,-0.132,0.22,AK_JN,75th
3,site_code,(Intercept),JN_EC,0.361,0.22,AK_JN,75th
4,site_code,(Intercept),JN_FC,-0.189,0.22,AK_JN,75th
5,site_code,(Intercept),JN_SB,-0.211,0.22,AK_JN,75th
1,site_code,(Intercept),SE_GK,0.566,0.307,AK_SE,75th
2,site_code,(Intercept),SE_NF,0.183,0.388,AK_SE,75th
3,site_code,(Intercept),SE_NS,-0.103,0.307,AK_SE,75th
4,site_code,(Intercept),SE_NZ,0.026,0.307,AK_SE,75th
5,site_code,(Intercept),SE_RF,-0.245,0.307,AK_SE,75th
6,site_code,(Intercept),SE_SH,-0.426,0.307,AK_SE,75th
1,site_code,(Intercept),HG_BH,-0.244,0.317,BC_HG,75th
2,site_code,(Intercept),HG_DN,0.012,0.344,BC_HG,75th
3,site_code,(Intercept),HG_DSD,0.065,0.317,BC_HG,75th
4,site_code,(Intercept),HG_LIE,-0.043,0.317,BC_HG,75th
5,site_code,(Intercept),HG_MDD,0.03,0.317,BC_HG,75th
6,site_code,(Intercept),HG_RI,-0.026,0.295,BC_HG,75th
7,site_code,(Intercept),HG_ROI,-0.28,0.317,BC_HG,75th
8,site_code,(Intercept),HG_SB,0.051,0.295,BC_HG,75th
9,site_code,(Intercept),HG_TK,0.437,0.344,BC_HG,75th
1,site_code,(Intercept),CC_CHP,-1.004,0.519,BC_CC,75th
2,site_code,(Intercept),CC_FAN3,0.177,0.474,BC_CC,75th
3,site_code,(Intercept),CC_GOG1,-0.375,0.474,BC_CC,75th
4,site_code,(Intercept),CC_KIS1,0.714,0.668,BC_CC,75th
5,site_code,(Intercept),CC_KIS2,0.052,0.519,BC_CC,75th
6,site_code,(Intercept),CC_PBA,0.436,0.474,BC_CC,75th
1,site_code,(Intercept),NV_BI,0.166,0.215,BC_NV,75th
2,site_code,(Intercept),NV_JL,-0.235,0.238,BC_NV,75th
3,site_code,(Intercept),NV_KB,0.062,0.215,BC_NV,75th
4,site_code,(Intercept),NV_KC,-0.455,0.215,BC_NV,75th
5,site_code,(Intercept),NV_PC,0.462,0.238,BC_NV,75th
1,site_code,(Intercept),IC_GOW,-0.123,0.191,BC_IC,75th
2,site_code,(Intercept),IC_MAB,0.17,0.191,BC_IC,75th
3,site_code,(Intercept),IC_OPB,0.078,0.191,BC_IC,75th
4,site_code,(Intercept),IC_SHS,-0.033,0.191,BC_IC,75th
5,site_code,(Intercept),IC_SMB,-0.092,0.191,BC_IC,75th
1,site_code,(Intercept),PP_C,-0.055,0.211,BC_PP,75th
2,site_code,(Intercept),PP_E,-0.108,0.222,BC_PP,75th
3,site_code,(Intercept),PP_EB,0.117,0.251,BC_PP,75th
4,site_code,(Intercept),PP_G,0.055,0.251,BC_PP,75th
5,site_code,(Intercept),PP_HI,0.035,0.211,BC_PP,75th
6,site_code,(Intercept),PP_JJ,0.097,0.211,BC_PP,75th
7,site_code,(Intercept),PP_K,-0.109,0.251,BC_PP,75th
8,site_code,(Intercept),PP_M,0.109,0.251,BC_PP,75th
9,site_code,(Intercept),PP_MB,0.056,0.222,BC_PP,75th
10,site_code,(Intercept),PP_MI,-0.049,0.251,BC_PP,75th
11,site_code,(Intercept),PP_O,-0.014,0.251,BC_PP,75th
12,site_code,(Intercept),PP_S,-0.048,0.251,BC_PP,75th
13,site_code,(Intercept),PP_SI,-0.086,0.251,BC_PP,75th
1,site_code,(Intercept),PS_BB,0.056,0.197,WA_PS,75th
2,site_code,(Intercept),PS_BH,0.262,0.186,WA_PS,75th
3,site_code,(Intercept),PS_BP,-0.041,0.211,WA_PS,75th
4,site_code,(Intercept),PS_BV,-0.093,0.176,WA_PS,75th
5,site_code,(Intercept),PS_FB,-0.13,0.176,WA_PS,75th
6,site_code,(Intercept),PS_FJ,0.108,0.176,WA_PS,75th
7,site_code,(Intercept),PS_IC,0.139,0.176,WA_PS,75th
8,site_code,(Intercept),PS_NC,-0.049,0.176,WA_PS,75th
9,site_code,(Intercept),PS_SH,-0.123,0.176,WA_PS,75th
10,site_code,(Intercept),PS_SP,-0.091,0.211,WA_PS,75th
11,site_code,(Intercept),PS_YB,-0.038,0.211,WA_PS,75th
1,site_code,(Intercept),WB_BC,0.155,0.288,WA_WB,75th
2,site_code,(Intercept),WB_CO,0.159,0.377,WA_WB,75th
3,site_code,(Intercept),WB_DP,-0.269,0.262,WA_WB,75th
4,site_code,(Intercept),WB_PA,-0.543,0.262,WA_WB,75th
5,site_code,(Intercept),WB_SB,0.122,0.323,WA_WB,75th
6,site_code,(Intercept),WB_SP,0.344,0.377,WA_WB,75th
7,site_code,(Intercept),WB_ST,-0.141,0.377,WA_WB,75th
8,site_code,(Intercept),WB_WP,0.442,0.377,WA_WB,75th
9,site_code,(Intercept),WB_WR,-0.27,0.288,WA_WB,75th
1,site_code,(Intercept),YB_F,0.285,0.41,OR_YB,75th
2,site_code,(Intercept),YB_IF,-0.82,0.241,OR_YB,75th
3,site_code,(Intercept),YB_SBN,0.591,0.241,OR_YB,75th
4,site_code,(Intercept),YB_SBS,-0.056,0.241,OR_YB,75th
1,site_code,(Intercept),CB_BV,0.728,0.038,OR_CB,75th
2,site_code,(Intercept),CB_FP,-0.728,0.047,OR_CB,75th
1,site_code,(Intercept),HB_EB,0.129,0,CA_HB,75th
2,site_code,(Intercept),HB_KS,0.429,0,CA_HB,75th
3,site_code,(Intercept),HB_SR,-0.552,0,CA_HB,75th
1,site_code,(Intercept),NC_B,-0.895,1.36,CA_NC,75th
2,site_code,(Intercept),NC_BL,-0.26,1.153,CA_NC,75th
3,site_code,(Intercept),NC_D,-0.5,1.36,CA_NC,75th
4,site_code,(Intercept),NC_DE,0.252,1.019,CA_NC,75th
5,site_code,(Intercept),NC_E,0.858,1.36,CA_NC,75th
6,site_code,(Intercept),NC_NC,0.545,1.153,CA_NC,75th
1,site_code,(Intercept),NC_PM,1.078,0.718,CA_SF,75th
2,site_code,(Intercept),NC_PS,0.272,0.718,CA_SF,75th
3,site_code,(Intercept),NC_RB,1.328,0.813,CA_SF,75th
4,site_code,(Intercept),NC_WP,-2.679,0.718,CA_SF,75th
1,site_code,(Intercept),MB_CB,-0.178,0.097,CA_MB,75th
2,site_code,(Intercept),MB_TP,0.178,0.11,CA_MB,75th
1,site_code,(Intercept),LA_AB,-0.274,0.316,CA_LA,75th
2,site_code,(Intercept),LA_JD,0.262,0.3,CA_LA,75th
3,site_code,(Intercept),LA_LN,-0.158,0.3,CA_LA,75th
4,site_code,(Intercept),LA_MS,0.219,0.316,CA_LA,75th
5,site_code,(Intercept),LA_SP,-0.148,0.335,CA_LA,75th
6,site_code,(Intercept),LA_UN,0.099,0.3,CA_LA,75th
1,site_code,(Intercept),SD_CI,-0.358,0.855,CA_SD,75th
2,site_code,(Intercept),SD_CV,-0.131,0.711,CA_SD,75th
3,site_code,(Intercept),SD_FI,0.099,0.773,CA_SD,75th
4,site_code,(Intercept),SD_KF,0.563,0.855,CA_SD,75th
5,site_code,(Intercept),SD_SDL,1.12,0.855,CA_SD,75th
6,site_code,(Intercept),SD_SI,-1.292,0.711,CA_SD,75th
