site_code,grpvar,term,grp,condval,condsd,region_name,model
1,site_code,(Intercept),JN_AN,0.196,0.213,AK_JN,75th
2,site_code,(Intercept),JN_BC,-0.081,0.213,AK_JN,75th
3,site_code,(Intercept),JN_EC,0.168,0.213,AK_JN,75th
4,site_code,(Intercept),JN_FC,-0.104,0.213,AK_JN,75th
5,site_code,(Intercept),JN_SB,-0.179,0.213,AK_JN,75th
1,site_code,(Intercept),SE_GK,0.366,0.304,AK_SE,75th
2,site_code,(Intercept),SE_NF,0.129,0.365,AK_SE,75th
3,site_code,(Intercept),SE_NS,-0.067,0.304,AK_SE,75th
4,site_code,(Intercept),SE_NZ,-0.052,0.304,AK_SE,75th
5,site_code,(Intercept),SE_RF,-0.129,0.304,AK_SE,75th
6,site_code,(Intercept),SE_SH,-0.246,0.304,AK_SE,75th
1,site_code,(Intercept),HG_BH,-0.261,0.267,BC_HG,75th
2,site_code,(Intercept),HG_DN,0.052,0.291,BC_HG,75th
3,site_code,(Intercept),HG_DSD,0.206,0.267,BC_HG,75th
4,site_code,(Intercept),HG_LIE,-0.064,0.267,BC_HG,75th
5,site_code,(Intercept),HG_MDD,-0.008,0.267,BC_HG,75th
6,site_code,(Intercept),HG_RI,-0.042,0.248,BC_HG,75th
7,site_code,(Intercept),HG_ROI,-0.255,0.267,BC_HG,75th
8,site_code,(Intercept),HG_SB,0.078,0.248,BC_HG,75th
9,site_code,(Intercept),HG_TK,0.294,0.291,BC_HG,75th
1,site_code,(Intercept),CC_CHP,-0.851,0.439,BC_CC,75th
2,site_code,(Intercept),CC_FAN3,0.283,0.403,BC_CC,75th
3,site_code,(Intercept),CC_GOG1,-0.225,0.403,BC_CC,75th
4,site_code,(Intercept),CC_KIS1,0.395,0.552,BC_CC,75th
5,site_code,(Intercept),CC_KIS2,0.035,0.439,BC_CC,75th
6,site_code,(Intercept),CC_PBA,0.363,0.403,BC_CC,75th
1,site_code,(Intercept),NV_BI,0.078,0.19,BC_NV,75th
2,site_code,(Intercept),NV_JL,-0.133,0.202,BC_NV,75th
3,site_code,(Intercept),NV_KB,0.13,0.19,BC_NV,75th
4,site_code,(Intercept),NV_KC,-0.233,0.19,BC_NV,75th
5,site_code,(Intercept),NV_PC,0.159,0.202,BC_NV,75th
1,site_code,(Intercept),IC_GOW,-0.156,0.241,BC_IC,75th
2,site_code,(Intercept),IC_MAB,0.202,0.241,BC_IC,75th
3,site_code,(Intercept),IC_OPB,-0.016,0.241,BC_IC,75th
4,site_code,(Intercept),IC_SHS,-0.035,0.241,BC_IC,75th
5,site_code,(Intercept),IC_SMB,0.005,0.241,BC_IC,75th
1,site_code,(Intercept),PP_C,-0.152,0.215,BC_PP,75th
2,site_code,(Intercept),PP_E,-0.109,0.228,BC_PP,75th
3,site_code,(Intercept),PP_EB,0.164,0.264,BC_PP,75th
4,site_code,(Intercept),PP_G,0.063,0.264,BC_PP,75th
5,site_code,(Intercept),PP_HI,0.058,0.215,BC_PP,75th
6,site_code,(Intercept),PP_JJ,0.18,0.215,BC_PP,75th
7,site_code,(Intercept),PP_K,-0.09,0.264,BC_PP,75th
8,site_code,(Intercept),PP_M,0.002,0.264,BC_PP,75th
9,site_code,(Intercept),PP_MB,0.076,0.228,BC_PP,75th
10,site_code,(Intercept),PP_MI,-0.091,0.264,BC_PP,75th
11,site_code,(Intercept),PP_O,0.025,0.264,BC_PP,75th
12,site_code,(Intercept),PP_S,-0.057,0.264,BC_PP,75th
13,site_code,(Intercept),PP_SI,-0.068,0.264,BC_PP,75th
1,site_code,(Intercept),PS_BB,0.112,0.226,WA_PS,75th
2,site_code,(Intercept),PS_BH,0.463,0.199,WA_PS,75th
3,site_code,(Intercept),PS_BP,-0.202,0.268,WA_PS,75th
4,site_code,(Intercept),PS_BV,-0.227,0.18,WA_PS,75th
5,site_code,(Intercept),PS_FB,-0.143,0.18,WA_PS,75th
6,site_code,(Intercept),PS_FJ,0.468,0.18,WA_PS,75th
7,site_code,(Intercept),PS_IC,0.156,0.18,WA_PS,75th
8,site_code,(Intercept),PS_NC,-0.097,0.18,WA_PS,75th
9,site_code,(Intercept),PS_SH,-0.001,0.18,WA_PS,75th
10,site_code,(Intercept),PS_SP,-0.338,0.268,WA_PS,75th
11,site_code,(Intercept),PS_YB,-0.191,0.268,WA_PS,75th
1,site_code,(Intercept),WB_BC,0.226,0.255,WA_WB,75th
2,site_code,(Intercept),WB_CO,0.077,0.364,WA_WB,75th
3,site_code,(Intercept),WB_DP,-0.308,0.227,WA_WB,75th
4,site_code,(Intercept),WB_PA,-0.676,0.227,WA_WB,75th
5,site_code,(Intercept),WB_SB,0.016,0.295,WA_WB,75th
6,site_code,(Intercept),WB_SP,0.392,0.364,WA_WB,75th
7,site_code,(Intercept),WB_ST,0.242,0.364,WA_WB,75th
8,site_code,(Intercept),WB_WP,0.554,0.364,WA_WB,75th
9,site_code,(Intercept),WB_WR,-0.522,0.255,WA_WB,75th
1,site_code,(Intercept),YB_F,0.019,0.215,OR_YB,75th
2,site_code,(Intercept),YB_IF,-0.261,0.13,OR_YB,75th
3,site_code,(Intercept),YB_SBN,0.393,0.13,OR_YB,75th
4,site_code,(Intercept),YB_SBS,-0.15,0.13,OR_YB,75th
1,site_code,(Intercept),CB_BV,0.392,0.374,OR_CB,75th
2,site_code,(Intercept),CB_FP,-0.392,0.428,OR_CB,75th
1,site_code,(Intercept),HB_EB,0.027,0,CA_HB,75th
2,site_code,(Intercept),HB_KS,0.247,0,CA_HB,75th
3,site_code,(Intercept),HB_SR,-0.325,0,CA_HB,75th
1,site_code,(Intercept),NC_B,-0.397,0.721,CA_NC,75th
2,site_code,(Intercept),NC_BL,0.055,0.644,CA_NC,75th
3,site_code,(Intercept),NC_D,-0.136,0.721,CA_NC,75th
