site_code,grpvar,term,grp,condval,condsd,region_name,model
1,site_code,(Intercept),JN_AN,0.207,0.215,AK_JN,95th percentile SST
2,site_code,(Intercept),JN_BC,-0.084,0.215,AK_JN,95th percentile SST
3,site_code,(Intercept),JN_EC,0.173,0.215,AK_JN,95th percentile SST
4,site_code,(Intercept),JN_FC,-0.109,0.215,AK_JN,95th percentile SST
5,site_code,(Intercept),JN_SB,-0.187,0.215,AK_JN,95th percentile SST
1,site_code,(Intercept),SE_GK,0.238,0.259,AK_SE,95th percentile SST
2,site_code,(Intercept),SE_NF,0.051,0.297,AK_SE,95th percentile SST
3,site_code,(Intercept),SE_NS,-0.097,0.259,AK_SE,95th percentile SST
4,site_code,(Intercept),SE_NZ,-0.031,0.259,AK_SE,95th percentile SST
5,site_code,(Intercept),SE_RF,-0.09,0.259,AK_SE,95th percentile SST
6,site_code,(Intercept),SE_SH,-0.072,0.259,AK_SE,95th percentile SST
1,site_code,(Intercept),HG_BH,-0.166,0.26,BC_HG,95th percentile SST
2,site_code,(Intercept),HG_DN,0.06,0.279,BC_HG,95th percentile SST
3,site_code,(Intercept),HG_DSD,0.073,0.26,BC_HG,95th percentile SST
4,site_code,(Intercept),HG_LIE,-0.044,0.26,BC_HG,95th percentile SST
5,site_code,(Intercept),HG_MDD,-0.103,0.26,BC_HG,95th percentile SST
6,site_code,(Intercept),HG_RI,-0.068,0.245,BC_HG,95th percentile SST
7,site_code,(Intercept),HG_ROI,-0.077,0.26,BC_HG,95th percentile SST
8,site_code,(Intercept),HG_SB,0.022,0.245,BC_HG,95th percentile SST
9,site_code,(Intercept),HG_TK,0.304,0.279,BC_HG,95th percentile SST
1,site_code,(Intercept),CC_CHP,-0.965,0.451,BC_CC,95th percentile SST
2,site_code,(Intercept),CC_FAN3,0.322,0.411,BC_CC,95th percentile SST
3,site_code,(Intercept),CC_GOG1,-0.227,0.411,BC_CC,95th percentile SST
4,site_code,(Intercept),CC_KIS1,0.432,0.583,BC_CC,95th percentile SST
5,site_code,(Intercept),CC_KIS2,0.085,0.451,BC_CC,95th percentile SST
6,site_code,(Intercept),CC_PBA,0.352,0.411,BC_CC,95th percentile SST
1,site_code,(Intercept),NV_BI,0.092,0.194,BC_NV,95th percentile SST
2,site_code,(Intercept),NV_JL,-0.145,0.209,BC_NV,95th percentile SST
3,site_code,(Intercept),NV_KB,0.156,0.194,BC_NV,95th percentile SST
4,site_code,(Intercept),NV_KC,-0.29,0.194,BC_NV,95th percentile SST
5,site_code,(Intercept),NV_PC,0.187,0.209,BC_NV,95th percentile SST
1,site_code,(Intercept),IC_GOW,-0.101,0.249,BC_IC,95th percentile SST
2,site_code,(Intercept),IC_MAB,0.317,0.249,BC_IC,95th percentile SST
3,site_code,(Intercept),IC_OPB,0.057,0.249,BC_IC,95th percentile SST
4,site_code,(Intercept),IC_SHS,-0.121,0.249,BC_IC,95th percentile SST
5,site_code,(Intercept),IC_SMB,-0.152,0.249,BC_IC,95th percentile SST
1,site_code,(Intercept),PP_C,-0.127,0.211,BC_PP,95th percentile SST
2,site_code,(Intercept),PP_E,-0.071,0.224,BC_PP,95th percentile SST
3,site_code,(Intercept),PP_EB,0.152,0.258,BC_PP,95th percentile SST
4,site_code,(Intercept),PP_G,0.069,0.258,BC_PP,95th percentile SST
5,site_code,(Intercept),PP_HI,0.056,0.211,BC_PP,95th percentile SST
6,site_code,(Intercept),PP_JJ,0.189,0.211,BC_PP,95th percentile SST
7,site_code,(Intercept),PP_K,-0.096,0.258,BC_PP,95th percentile SST
8,site_code,(Intercept),PP_M,-0.01,0.258,BC_PP,95th percentile SST
9,site_code,(Intercept),PP_MB,0.067,0.224,BC_PP,95th percentile SST
10,site_code,(Intercept),PP_MI,-0.097,0.258,BC_PP,95th percentile SST
11,site_code,(Intercept),PP_O,0.015,0.258,BC_PP,95th percentile SST
12,site_code,(Intercept),PP_S,-0.069,0.258,BC_PP,95th percentile SST
13,site_code,(Intercept),PP_SI,-0.079,0.258,BC_PP,95th percentile SST
1,site_code,(Intercept),PS_BB,0.114,0.227,WA_PS,95th percentile SST
2,site_code,(Intercept),PS_BH,0.466,0.199,WA_PS,95th percentile SST
3,site_code,(Intercept),PS_BP,-0.216,0.27,WA_PS,95th percentile SST
4,site_code,(Intercept),PS_BV,-0.226,0.18,WA_PS,95th percentile SST
5,site_code,(Intercept),PS_FB,-0.138,0.18,WA_PS,95th percentile SST
6,site_code,(Intercept),PS_FJ,0.481,0.18,WA_PS,95th percentile SST
7,site_code,(Intercept),PS_IC,0.163,0.18,WA_PS,95th percentile SST
8,site_code,(Intercept),PS_NC,-0.098,0.18,WA_PS,95th percentile SST
9,site_code,(Intercept),PS_SH,0.004,0.18,WA_PS,95th percentile SST
10,site_code,(Intercept),PS_SP,-0.35,0.27,WA_PS,95th percentile SST
11,site_code,(Intercept),PS_YB,-0.201,0.27,WA_PS,95th percentile SST
1,site_code,(Intercept),WB_BC,0.175,0.25,WA_WB,95th percentile SST
2,site_code,(Intercept),WB_CO,0.056,0.368,WA_WB,95th percentile SST
3,site_code,(Intercept),WB_DP,-0.291,0.222,WA_WB,95th percentile SST
4,site_code,(Intercept),WB_PA,-0.749,0.222,WA_WB,95th percentile SST
5,site_code,(Intercept),WB_SB,0.008,0.293,WA_WB,95th percentile SST
6,site_code,(Intercept),WB_SP,0.461,0.368,WA_WB,95th percentile SST
7,site_code,(Intercept),WB_ST,0.286,0.368,WA_WB,95th percentile SST
8,site_code,(Intercept),WB_WP,0.652,0.368,WA_WB,95th percentile SST
9,site_code,(Intercept),WB_WR,-0.598,0.25,WA_WB,95th percentile SST
1,site_code,(Intercept),YB_F,0.012,0.218,OR_YB,95th percentile SST
2,site_code,(Intercept),YB_IF,-0.257,0.134,OR_YB,95th percentile SST
3,site_code,(Intercept),YB_SBN,0.39,0.134,OR_YB,95th percentile SST
4,site_code,(Intercept),YB_SBS,-0.144,0.134,OR_YB,95th percentile SST
1,site_code,(Intercept),CB_BV,0.34,0.293,OR_CB,95th percentile SST
2,site_code,(Intercept),CB_FP,-0.34,0.338,OR_CB,95th percentile SST
1,site_code,(Intercept),HB_EB,-0.076,0.001,CA_HB,95th percentile SST
2,site_code,(Intercept),HB_KS,0.304,0.001,CA_HB,95th percentile SST
3,site_code,(Intercept),HB_SR,-0.228,0,CA_HB,95th percentile SST
1,site_code,(Intercept),NC_B,-0.604,0.778,CA_NC,95th percentile SST
2,site_code,(Intercept),NC_BL,-0.146,0.673,CA_NC,95th percentile SST
3,site_code,(Intercept),NC_D,-0.275,0.778,CA_NC,95th percentile SST
4,site_code,(Intercept),NC_DE,0.054,0.602,CA_NC,95th percentile SST
