"","sample_id","filtertrim_f","filtertrim_r","dereplicated_f","dereplicated_r","denoised_f","denoised_r","merged","nosingletons","nochimeras","percent_retained_aftermerge","percent_notsingleton","percent_notchimera"
"208","filtered20250430_PECOe-734_S247_R1_001",257874,257874,257874,257874,256893,256110,250554,248133,213575,97.532435683339,99.0337412294356,86.0727916077265
"209","filtered20250430_PECOe-735_S248_R1_001",289014,289014,289014,289014,288019,287342,281387,279194,234533,97.6973741315677,99.2206462985142,84.003596065818
"210","filtered20250430_PECOe-737_S250_R1_001",176560,176560,176560,176560,176183,175780,173272,171671,130963,98.3477407014298,99.0760192067962,76.2872005172685
"211","filtered20250430_PECOe-738_S251_R1_001",259879,259879,259879,259879,258890,258515,253803,248947,208878,98.0350728108463,98.0867050428876,83.90460620132
"212","filtered20250430_PECOe-739_S252_R1_001",282182,282182,282182,282182,281447,280992,275696,273920,236165,97.9566312662775,99.3558121989438,86.2167786214953
"213","filtered20250430_PECOe-740_S253_R1_001",260900,260900,260900,260900,260157,259769,254849,252485,209004,97.9596935696522,99.0723918869605,82.7787789373626
"214","filtered20250430_PECOe-741_S254_R1_001",1,1,1,1,1,1,1,1,1,100,100,100
"215","filtered20250430_PECOe-742_S255_R1_001",350870,350870,350870,350870,350619,349945,343161,342172,324344,97.8729047769801,99.7117970864987,94.7897548601288
"216","filtered20250430_PECOe-743_S256_R1_001",396253,396253,396253,396253,396017,395487,389244,387548,369692,98.2897198857625,99.5642835856172,95.3925707267229
"217","filtered20250430_PECOe-744_S257_R1_001",109,109,109,109,98,101,98,98,98,100,100,100
"218","filtered20250430_PECOe-745_S258_R1_001",332879,332879,332879,332879,332747,332414,327605,327522,323674,98.4546817852603,99.974664611346,98.825117091371
"219","filtered20250430_PECOe-747_S260_R1_001",9,9,9,9,9,9,9,9,9,100,100,100
"220","filtered20250430_PECOe-750_S263_R1_001",393,393,393,393,382,376,337,337,337,88.2198952879581,100,100
"221","filtered20250430_PECOe-752_S265_R1_001",327444,327444,327444,327444,327351,326983,321885,320438,314218,98.3302326860159,99.5504605682154,98.05890687122
"222","filtered20250430_PECOe-753_S266_R1_001",117,117,117,117,117,117,117,117,117,100,100,100
"223","filtered20250430_PECOe-754_S267_R1_001",302190,302190,302190,302190,301973,301596,297649,294353,274288,98.5680839015409,98.8926554431562,93.1833546795854
"224","filtered20250430_PECOe-755_S268_R1_001",274823,274823,274823,274823,273935,273485,267467,259805,217678,97.6388559329768,97.135347538201,83.7851465522219
"225","filtered20250430_PECOe-757_S270_R1_001",420489,420489,420489,420489,420328,419856,409501,409322,378180,97.4241544698426,99.9562882630323,92.3918088937316
"226","filtered20250430_PECOe-758_S271_R1_001",2,2,2,2,2,2,2,2,2,100,100,100
"227","filtered20250430_PECOe-764_S277_R1_001",372554,372554,372554,372554,372442,372132,366790,366787,366787,98.4824482738252,99.9991820932959,100
"228","filtered20250430_PECOe-765_S278_R1_001",79715,79715,79715,79715,79696,79610,78762,78762,78762,98.8280465769926,100,100
"229","filtered20250430_PECOe-767_S280_R1_001",235678,235678,235678,235678,235614,235308,232747,232698,232698,98.7831792677854,99.9789470970625,100
"230","filtered20250430_PECOe-768_S281_R1_001",195658,195658,195658,195658,195621,195481,192321,192319,192319,98.3130645482847,99.998960071963,100
"231","filtered20250430_PECOe-769_S282_R1_001",1,1,1,1,1,1,1,1,1,100,100,100
"232","filtered20250430_PECOe-770_S283_R1_001",457815,457815,457815,457815,457692,456796,443169,443045,442439,96.8269054298524,99.9720197035442,99.8632193118081
"233","filtered20250430_PECOe-781_S284_R1_001",334816,334816,334816,334816,334546,334041,327449,324706,274009,97.8786175892104,99.1623122990145,84.3867991352177
"234","filtered20250430_PECOe-783_S286_R1_001",296922,296922,296922,296922,296572,296068,290112,286072,221127,97.8217768366535,98.6074343701743,77.2976733130121
"235","filtered20250430_PECOe-784_S287_R1_001",286912,286912,286912,286912,286394,285817,280631,277873,253677,97.9877371732648,99.0172147766996,91.2924249567248
"236","filtered20250430_PECOe-785_S3_R1_001",332965,332965,332965,332965,332187,331369,324280,320492,282369,97.6197141971239,98.8318736894042,88.1048512911399
"237","filtered20250430_PECOe-786_S289_R1_001",153176,153176,153176,153176,152927,152676,148995,147395,131873,97.428838596193,98.9261384610222,89.469113606296
"238","filtered20250430_PECOe-787_S290_R1_001",457476,457476,457476,457476,457390,457160,455129,455029,455029,99.5056734952666,99.9780282073874,100
"239","filtered20250430_PECOe-788_S291_R1_001",246659,246659,246659,246659,245830,245569,239238,237601,205575,97.3184721148761,99.3157441543568,86.5211005004188
"240","filtered20250430_PECOe-789_S292_R1_001",263641,263641,263641,263641,263419,263166,256385,255462,233549,97.3297294424472,99.6399945394621,91.4222076081765
"241","filtered20250430_PECOe-790_S293_R1_001",238099,238099,238099,238099,237735,237288,231257,230030,208961,97.2751172524029,99.469421466161,90.8407599008825
"242","filtered20250430_PECOe-791_S294_R1_001",288681,288681,288681,288681,288513,288098,282591,282056,267769,97.947406182737,99.8106804533761,94.934693819667
"243","filtered20250430_PECOe-792_S295_R1_001",5,5,5,5,5,5,5,5,5,100,100,100
"244","filtered20250430_PECOe-793_S296_R1_001",288259,288259,288259,288259,287687,287507,283020,277700,219918,98.377750819467,98.1202741855699,79.1926539431041
"245","filtered20250430_PECOe-794_S297_R1_001",346228,346228,346228,346228,345615,345168,338433,334650,290484,97.921965192483,98.8822012037833,86.8023307933662
"246","filtered20250430_PECOe-795_S298_R1_001",317513,317513,317513,317513,317209,316789,311000,309198,278030,98.0426154365103,99.420578778135,89.9197278119522
"247","filtered20250430_PECOe-796_S299_R1_001",224,224,224,224,224,224,224,224,224,100,100,100
"248","filtered20250430_PECOe-797_S300_R1_001",290229,290229,290229,290229,289677,289330,280733,278500,236864,96.9124231471605,99.2045822899339,85.0499102333932
"249","filtered20250430_PECOe-798_S301_R1_001",246355,246355,246355,246355,245973,245662,238131,237466,215262,96.8118452025222,99.7207419445599,90.6496087860999
"250","filtered20250430_PECOe-799_S302_R1_001",254719,254719,254719,254719,254471,254090,248366,247681,227214,97.6009054076889,99.7241973539051,91.7365482213008
"251","filtered20250430_PECOe-800_S303_R1_001",238069,238069,238069,238069,237445,236986,232505,229791,202332,97.9195182042157,98.8327132749833,88.0504458399154
"252","filtered20250430_PECOe-806_S304_R1_001",405,405,405,405,405,404,404,404,404,99.7530864197531,100,100
"253","filtered20250430_PECOe-807_S305_R1_001",323089,323089,323089,323089,322733,322438,317266,312447,281523,98.3060300620017,98.4810852722952,90.1026414079828
"254","filtered20250430_PECOe-808_S306_R1_001",365879,365879,365879,365879,365729,365341,360630,360349,348444,98.6057982823347,99.9220808030391,96.6962583495445
"255","filtered20250430_PECOe-809_S307_R1_001",422048,422048,422048,422048,421880,421313,414868,406649,396161,98.3379159950697,98.0188879354397,97.4208715624531
"256","filtered20250430_PECOe-810_S308_R1_001",448755,448755,448755,448755,448554,448072,441791,441345,435805,98.4922662600267,99.8990472870656,98.7447461736283
"257","filtered20250430_PECOe-811_S309_R1_001",271,271,271,271,271,271,271,271,271,100,100,100
"258","filtered20250430_PECOe-812_S310_R1_001",323459,323459,323459,323459,323333,322949,316962,314195,307713,98.0295855975109,99.1270246906569,97.9369499832906
"259","filtered20250430_PECOe-813_S311_R1_001",299781,299781,299781,299781,299576,299124,293194,290059,256183,97.8696557801693,98.9307421024987,88.3209967627276
"260","filtered20250430_PECOe-815_S313_R1_001",292586,292586,292586,292586,292491,292077,286003,285141,266695,97.7818120899447,99.698604560092,93.5309197905598
"261","filtered20250430_PECOe-817_S315_R1_001",332997,332997,332997,332997,332895,332355,326187,326069,311899,97.9849502095255,99.9638244319976,95.6542940297912
"262","filtered20250430_PECOe-818_S316_R1_001",371570,371570,371570,371570,371449,370973,363096,363092,352990,97.7512390664667,99.9988983629674,97.2177850241812
"263","filtered20250430_PECOe-819_S317_R1_001",334437,334437,334437,334437,334349,333997,320076,320063,310956,95.7311073160081,99.9959384646147,97.1546226836592
"264","filtered20250430_PECOe-820_S318_R1_001",341439,341439,341439,341439,341318,340888,333356,333306,323463,97.6672780222549,99.9850010199306,97.0468578423431
"265","filtered20250430_PECOe-821_S319_R1_001",2,2,2,2,2,2,2,2,2,100,100,100
"266","filtered20250430_PECOe-822_S320_R1_001",333212,333212,333212,333212,333097,332668,326305,324822,318592,97.9609543166105,99.5455172308117,98.0820264637247
"267","filtered20250430_PECOe-823_S321_R1_001",363542,363542,363542,363542,363413,362412,355905,353782,344716,97.9340309785286,99.4034925050224,97.4374049555941
"268","filtered20250430_PECOe-825_S323_R1_001",368041,368041,368041,368041,367801,367101,358726,351232,264030,97.5326331358534,97.9109403834682,75.17253553207
"269","filtered20250430_PECOe-826_S324_R1_001",22,22,22,22,21,21,21,21,21,100,100,100
"270","filtered20250430_PECOe-827_S325_R1_001",573843,573843,573843,573843,573695,572991,559951,559633,556853,97.6043019374406,99.9432093165295,99.5032458772088
"271","filtered20250430_PECOe-828_S326_R1_001",362146,362146,362146,362146,361926,361530,356316,353409,335569,98.4499593839625,99.1841511467349,94.952024424958
"272","filtered20250430_PECOe-829_S327_R1_001",484337,484337,484337,484337,484114,483307,475317,474608,468024,98.1828660191608,99.8508363891887,98.6127498904359
"273","filtered20250430_PECOe-830_S328_R1_001",306020,306020,306020,306020,305890,304346,299835,297374,289945,98.0205302559744,99.1792152350459,97.5017990812916
"274","filtered20250430_PECOe-832_S330_R1_001",287603,287603,287603,287603,287395,286986,283538,281598,258179,98.6579446406514,99.3157883599376,91.6835346841952
"275","filtered20250430_PECOe-833_S331_R1_001",345458,345458,345458,345458,344770,344104,337756,335275,283502,97.9656002552426,99.265446061654,84.5580493624636
"276","filtered20250430_PECOe-835_S333_R1_001",358809,358809,358809,358809,358343,357723,351419,349008,285331,98.0677730554246,99.3139244036321,81.7548594874616
"277","filtered20250430_PECOe-836_S334_R1_001",233128,233128,233128,233128,233094,232897,230689,230507,230192,98.968227410401,99.9211059044861,99.8633447140434
"278","filtered20250430_PECOe-837_S335_R1_001",339597,339597,339597,339597,339515,339117,334678,334667,326303,98.575320678026,99.9967132587143,97.5007993019927
"279","filtered20250430_PECOe-838_S336_R1_001",334673,334673,334673,334673,334565,334159,327468,327384,321690,97.8787380628577,99.9743486386456,98.2607580089436
"280","filtered20250430_PECOe-839_S337_R1_001",433430,433430,433430,433430,433336,432960,427033,426664,426664,98.5454704894124,99.9135898162437,100
"281","filtered20250430_PECOe-840_S338_R1_001",2,2,2,2,2,2,2,2,2,100,100,100
"282","filtered20250430_PECOe-841_S339_R1_001",9,9,9,9,9,9,9,9,9,100,100,100
"283","filtered20250430_PECOe-842_S340_R1_001",352457,352457,352457,352457,352248,351876,345377,342556,262171,98.0493856601031,99.1832113892934,76.5337638225575
"284","filtered20250430_PECOe-843_S341_R1_001",358789,358789,358789,358789,358590,358174,353038,350572,330736,98.4517136562648,99.3014916241311,94.3418185137433
"285","filtered20250430_PECOe-844_S342_R1_001",321978,321978,321978,321978,321680,321216,317134,315719,214953,98.5867943297687,99.5538163678445,68.083643999886
"286","filtered20250430_PECOe-845_S343_R1_001",290046,290046,290046,290046,289858,289422,285559,285507,270770,98.5168599797142,99.9817901029209,94.8383051904157
"287","filtered20250430_PECOe-846_S344_R1_001",348079,348079,348079,348079,348017,347632,336061,335871,334460,96.5645356405003,99.9434626451745,99.5798982347389
"288","filtered20250430_PECOe-847_S345_R1_001",374602,374602,374602,374602,374538,374202,361571,361429,345045,96.537867986693,99.9607269388308,95.4668828455935
"289","filtered20250430_PECOe-848_S346_R1_001",323347,323347,323347,323347,323268,323052,319037,319037,316499,98.691178836136,100,99.2044809849641
"290","filtered20250430_PECOe-849_S347_R1_001",557178,557178,557178,557178,557039,556508,539125,537756,533998,96.7840671838058,99.7460700208672,99.3011700473821
"291","filtered20250430_PECOe-850_S348_R1_001",515151,515151,515151,515151,515079,514646,497241,496269,496201,96.5368419213363,99.8045213488027,99.9862977538392
"292","filtered20250430_PECOe-851_S349_R1_001",398642,398642,398642,398642,398453,397837,390898,390365,347203,98.1039168986054,99.863647294179,88.9431685730022
"293","filtered20250430_PECOe-852_S350_R1_001",292215,292215,292215,292215,292133,291787,288392,288213,284338,98.7194188948185,99.9379317040695,98.6555082525771
"294","filtered20250430_PECOe-853_S351_R1_001",438221,438221,438221,438221,438103,437255,431563,429844,133229,98.5072003615588,99.6016804035564,30.9947329728925
"295","filtered20250430_PECOe-854_S352_R1_001",1274,1274,1274,1274,1274,1274,1274,1274,1274,100,100,100
"296","filtered20250430_PECOe-855_S353_R1_001",277556,277556,277556,277556,277523,277244,267992,267899,267899,96.5656900509147,99.9652974715663,100
"297","filtered20250430_PECOe-859_S357_R1_001",11,11,11,11,11,11,11,11,11,100,100,100
"298","filtered20250430_PECOe-860_S358_R1_001",81159,81159,81159,81159,81145,81045,79580,79580,79580,98.0713537494608,100,100
"299","filtered20250430_PECOe-861_S359_R1_001",373059,373059,373059,373059,372967,372564,367363,367363,367363,98.4974541983607,100,100
"300","filtered20250430_PECOe-866_S364_R1_001",3,3,3,3,1,1,0,0,0,0,NA,NA
"301","filtered20250430_PECOe-867_S365_R1_001",828,828,828,828,828,828,828,828,828,100,100,100
"302","filtered20250430_PECOe-869_S367_R1_001",17141,17141,17141,17141,17140,17122,16990,16990,16676,99.124854142357,100,98.1518540317834
