"","cutadapt_f","cutadapt_r"
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-589_S137_R1_001.fastq.gz",448493,448493
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-590_S138_R1_001.fastq.gz",389949,389949
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-592_S140_R1_001.fastq.gz",19,19
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-593_S141_R1_001.fastq.gz",55,55
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-594_S142_R1_001.fastq.gz",3,3
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-595_S143_R1_001.fastq.gz",59,59
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-596_S144_R1_001.fastq.gz",3,3
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-597_S145_R1_001.fastq.gz",612,612
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-598_S146_R1_001.fastq.gz",179,179
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-599_S147_R1_001.fastq.gz",521739,521739
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-602_S150_R1_001.fastq.gz",348954,348954
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-603_S151_R1_001.fastq.gz",425177,425177
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-604_S152_R1_001.fastq.gz",397719,397719
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-605_S153_R1_001.fastq.gz",372940,372940
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-616_S154_R1_001.fastq.gz",318370,318370
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-617_S155_R1_001.fastq.gz",6254,6254
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-618_S156_R1_001.fastq.gz",375927,375927
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-619_S157_R1_001.fastq.gz",335163,335163
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-620_S158_R1_001.fastq.gz",403303,403303
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-621_S159_R1_001.fastq.gz",3,3
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-622_S160_R1_001.fastq.gz",299988,299988
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-623_S161_R1_001.fastq.gz",1,1
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-624_S162_R1_001.fastq.gz",17,17
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-625_S163_R1_001.fastq.gz",549382,549382
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-631_S164_R1_001.fastq.gz",151140,151140
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-633_S166_R1_001.fastq.gz",511551,511551
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-634_S167_R1_001.fastq.gz",457,457
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-635_S168_R1_001.fastq.gz",356205,356205
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-636_S169_R1_001.fastq.gz",85410,85410
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-637_S170_R1_001.fastq.gz",1,1
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-640_S173_R1_001.fastq.gz",96,96
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-642_S175_R1_001.fastq.gz",287154,287154
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-643_S176_R1_001.fastq.gz",295860,295860
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-645_S178_R1_001.fastq.gz",7,7
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-646_S179_R1_001.fastq.gz",490637,490637
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-647_S180_R1_001.fastq.gz",3,3
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-648_S181_R1_001.fastq.gz",151,151
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-650_S183_R1_001.fastq.gz",9609,9609
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-651_S184_R1_001.fastq.gz",11,11
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-653_S186_R1_001.fastq.gz",180800,180800
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-654_S187_R1_001.fastq.gz",389725,389725
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-662_S190_R1_001.fastq.gz",100,100
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-663_S191_R1_001.fastq.gz",487522,487522
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-664_S2_R1_001.fastq.gz",10971,10971
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-665_S193_R1_001.fastq.gz",144,144
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-681_S194_R1_001.fastq.gz",35934,35934
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-682_S195_R1_001.fastq.gz",408968,408968
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-683_S196_R1_001.fastq.gz",497037,497037
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-684_S197_R1_001.fastq.gz",479294,479294
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-685_S198_R1_001.fastq.gz",552730,552730
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-686_S199_R1_001.fastq.gz",362308,362308
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-687_S200_R1_001.fastq.gz",255304,255304
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-688_S201_R1_001.fastq.gz",299514,299514
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-689_S202_R1_001.fastq.gz",224256,224256
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-690_S203_R1_001.fastq.gz",363959,363959
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-691_S204_R1_001.fastq.gz",33,33
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-692_S205_R1_001.fastq.gz",371811,371811
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-693_S206_R1_001.fastq.gz",354504,354504
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-694_S207_R1_001.fastq.gz",313529,313529
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-695_S208_R1_001.fastq.gz",485080,485080
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-697_S210_R1_001.fastq.gz",311138,311138
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-698_S211_R1_001.fastq.gz",456261,456261
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-700_S213_R1_001.fastq.gz",353422,353422
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-702_S215_R1_001.fastq.gz",430087,430087
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-703_S216_R1_001.fastq.gz",389989,389989
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-704_S217_R1_001.fastq.gz",338457,338457
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-705_S218_R1_001.fastq.gz",384773,384773
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-706_S219_R1_001.fastq.gz",353944,353944
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-707_S220_R1_001.fastq.gz",437823,437823
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-709_S222_R1_001.fastq.gz",12,12
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-711_S224_R1_001.fastq.gz",380367,380367
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-712_S225_R1_001.fastq.gz",299494,299494
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-713_S226_R1_001.fastq.gz",31978,31978
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-714_S227_R1_001.fastq.gz",370403,370403
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-715_S228_R1_001.fastq.gz",305444,305444
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-716_S229_R1_001.fastq.gz",123121,123121
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-717_S230_R1_001.fastq.gz",87,87
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-718_S231_R1_001.fastq.gz",131,131
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-722_S235_R1_001.fastq.gz",321554,321554
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-723_S236_R1_001.fastq.gz",374571,374571
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-724_S237_R1_001.fastq.gz",428074,428074
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-725_S238_R1_001.fastq.gz",20,20
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-726_S239_R1_001.fastq.gz",376068,376068
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-727_S240_R1_001.fastq.gz",400113,400113
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-728_S241_R1_001.fastq.gz",429030,429030
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-729_S242_R1_001.fastq.gz",415641,415641
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-731_S244_R1_001.fastq.gz",6,6
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-732_S245_R1_001.fastq.gz",305141,305141
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-733_S246_R1_001.fastq.gz",288856,288856
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-734_S247_R1_001.fastq.gz",261710,261710
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-735_S248_R1_001.fastq.gz",292327,292327
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-737_S250_R1_001.fastq.gz",178719,178719
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-738_S251_R1_001.fastq.gz",262968,262968
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-739_S252_R1_001.fastq.gz",286433,286433
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-740_S253_R1_001.fastq.gz",264389,264389
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-741_S254_R1_001.fastq.gz",1,1
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-742_S255_R1_001.fastq.gz",356068,356068
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-743_S256_R1_001.fastq.gz",401478,401478
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-744_S257_R1_001.fastq.gz",186,186
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-745_S258_R1_001.fastq.gz",335885,335885
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-747_S260_R1_001.fastq.gz",10,10
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-748_S261_R1_001.fastq.gz",1,1
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-750_S263_R1_001.fastq.gz",425,425
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-752_S265_R1_001.fastq.gz",331454,331454
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-753_S266_R1_001.fastq.gz",121,121
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-754_S267_R1_001.fastq.gz",306152,306152
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-755_S268_R1_001.fastq.gz",278059,278059
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-757_S270_R1_001.fastq.gz",425037,425037
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-758_S271_R1_001.fastq.gz",2,2
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-764_S277_R1_001.fastq.gz",376784,376784
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-765_S278_R1_001.fastq.gz",80521,80521
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-767_S280_R1_001.fastq.gz",237872,237872
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-768_S281_R1_001.fastq.gz",197865,197865
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-769_S282_R1_001.fastq.gz",1,1
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-770_S283_R1_001.fastq.gz",463959,463959
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-781_S284_R1_001.fastq.gz",339603,339603
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-783_S286_R1_001.fastq.gz",301941,301941
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-784_S287_R1_001.fastq.gz",290576,290576
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-785_S3_R1_001.fastq.gz",337863,337863
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-786_S289_R1_001.fastq.gz",155519,155519
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-787_S290_R1_001.fastq.gz",465717,465717
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-788_S291_R1_001.fastq.gz",250224,250224
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-789_S292_R1_001.fastq.gz",266599,266599
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-790_S293_R1_001.fastq.gz",241872,241872
