"","sample_id","raw_f","raw_r","cutadapt_f","cutadapt_r","filtertrim_f","filtertrim_r","dereplicated_f","dereplicated_r","denoised_f","denoised_r","merged","nosingletons","nochimeras","percentraw_retainedby_cutadapt","percent_retained_aftermerge","percent_notsingleton","percent_notchimera","percent_retained_of_raw"
"1","PECO2022-NEGPCR2_S96_L001_R1_001",91909,91909,91287,91287,86405,86405,86405,86405,86357,86301,84057,84057,84057,99.3232436431688,97.3366374468775,100,100,91.456767019552
"2","PECO2022-NEGPCR3_S184_L001_R1_001",38,38,38,38,14,14,14,14,1,2,0,0,0,100,0,NA,NA,0
"3","PECOe550_S1_L001_R1_001",468874,468874,468823,468823,425078,425078,425078,425078,424496,421620,404615,401652,398167,99.9891228773615,95.3165636425314,99.2676989236682,99.1323334627986,84.9198292078469
"4","PECOe551_S2_L001_R1_001",11434,11434,9781,9781,6496,6496,6496,6496,6185,5897,5767,5684,5684,85.5431170194158,93.2417138237672,98.560776833709,100,49.7113870911317
"5","PECOe552_S3_L001_R1_001",31832,31832,30216,30216,26070,26070,26070,26070,25854,25383,24129,23916,23846,94.9233475747675,93.3279183105129,99.1172448091508,99.7073089145342,74.9120382005529
"6","PECOe553_S4_L001_R1_001",88121,88121,87979,87979,78505,78505,78505,78505,78252,77923,76114,75888,75888,99.8388579339771,97.2678014619435,99.7030769635021,100,86.1179514531156
"7","PECOe554_S5_L001_R1_001",99678,99678,99414,99414,92865,92865,92865,92865,92640,91815,89194,88223,87374,99.7351471739,96.2802245250432,98.9113617507904,99.0376659147841,87.656253135095
"8","PECOe555_S6_L001_R1_001",70588,70588,69399,69399,60405,60405,60405,60405,60129,59833,58396,57803,57803,98.3155777185924,97.1178632606563,98.9845194876361,100,81.8878562928543
"9","PECOe556_S7_L001_R1_001",1002,1002,830,830,562,562,562,562,530,517,509,509,509,82.8343313373254,96.0377358490566,100,100,50.7984031936128
"10","PECOe557_S8_L001_R1_001",286633,286633,285891,285891,261530,261530,261530,261530,261065,256007,243099,242588,240671,99.7411323888038,93.1181889567732,99.7897975721825,99.2097712994872,83.9648609894883
"11","PECOe558_S9_L001_R1_001",263398,263398,263387,263387,235212,235212,235212,235212,234792,232362,213092,212892,208342,99.9958238103554,90.7577770963236,99.9061438252023,97.8627660973639,79.0977911753316
"12","PECOe559_S10_L001_R1_001",161870,161870,161545,161545,145162,145162,145162,145162,144888,144477,134882,134360,133588,99.7992215975783,93.0939760366628,99.6129950623508,99.4254242334028,82.5279545314141
