motu_lulu,motu_swarm,asv,curated,lulu_rank
motu17,motu17,ASV17,parent,17
motu18,motu18,ASV18,parent,18
motu18,motu18,ASV189,parent,18
motu18,motu18,ASV358,parent,18
motu18,motu18,ASV1185,parent,18
motu18,motu18,ASV1379,parent,18
motu18,motu18,ASV1890,parent,18
motu18,motu18,ASV1970,parent,18
motu18,motu18,ASV2082,parent,18
motu18,motu18,ASV2148,parent,18
motu18,motu18,ASV2150,parent,18
motu18,motu18,ASV2284,parent,18
motu18,motu18,ASV2358,parent,18
motu18,motu18,ASV2439,parent,18
motu18,motu18,ASV2544,parent,18
motu18,motu18,ASV2718,parent,18
motu18,motu18,ASV2908,parent,18
motu18,motu18,ASV3386,parent,18
motu18,motu18,ASV3801,parent,18
motu18,motu18,ASV3884,parent,18
motu18,motu18,ASV18,parent,18
motu19,motu19,ASV19,parent,20
motu19,motu19,ASV331,parent,20
motu19,motu19,ASV600,parent,20
motu19,motu19,ASV709,parent,20
motu19,motu19,ASV871,parent,20
motu19,motu19,ASV1019,parent,20
motu19,motu19,ASV1104,parent,20
motu19,motu19,ASV1188,parent,20
motu19,motu19,ASV1416,parent,20
motu19,motu19,ASV1520,parent,20
motu19,motu19,ASV1728,parent,20
motu19,motu19,ASV1785,parent,20
motu19,motu19,ASV1897,parent,20
motu19,motu19,ASV1945,parent,20
motu19,motu19,ASV2021,parent,20
motu19,motu19,ASV2261,parent,20
motu19,motu19,ASV2335,parent,20
motu19,motu19,ASV2465,parent,20
motu19,motu19,ASV2638,parent,20
motu19,motu19,ASV2699,parent,20
motu19,motu19,ASV2849,parent,20
motu19,motu19,ASV3032,parent,20
motu19,motu19,ASV3185,parent,20
motu19,motu19,ASV3202,parent,20
motu19,motu19,ASV3305,parent,20
motu19,motu19,ASV3369,parent,20
motu19,motu19,ASV3672,parent,20
motu19,motu19,ASV3729,parent,20
motu19,motu19,ASV3812,parent,20
motu19,motu19,ASV2669,parent,20
motu19,motu19,ASV3449,parent,20
motu19,motu19,ASV19,parent,20
motu20,motu20,ASV20,parent,22
motu20,motu20,ASV229,parent,22
motu20,motu20,ASV416,parent,22
motu20,motu20,ASV551,parent,22
motu20,motu20,ASV1217,parent,22
motu20,motu20,ASV1691,parent,22
motu20,motu20,ASV1747,parent,22
motu20,motu20,ASV1835,parent,22
motu20,motu20,ASV1999,parent,22
motu20,motu20,ASV2872,parent,22
motu20,motu20,ASV20,parent,22
motu21,motu21,ASV22,parent,21
motu21,motu21,ASV125,parent,21
motu21,motu21,ASV174,parent,21
motu21,motu21,ASV249,parent,21
motu21,motu21,ASV298,parent,21
motu21,motu21,ASV314,parent,21
motu21,motu21,ASV549,parent,21
motu21,motu21,ASV1392,parent,21
motu21,motu21,ASV1601,parent,21
motu21,motu21,ASV1617,parent,21
motu21,motu21,ASV2177,parent,21
motu21,motu21,ASV2466,parent,21
motu21,motu21,ASV2570,parent,21
motu21,motu21,ASV2869,parent,21
motu21,motu21,ASV3224,parent,21
motu21,motu21,ASV3607,parent,21
motu21,motu21,ASV3818,parent,21
motu21,motu21,ASV4101,parent,21
motu21,motu21,ASV4206,parent,21
motu21,motu21,ASV2118,parent,21
motu21,motu21,ASV22,parent,21
motu22,motu22,ASV23,parent,24
motu22,motu22,ASV1064,parent,24
motu22,motu22,ASV1066,parent,24
motu22,motu22,ASV1096,parent,24
motu22,motu22,ASV1227,parent,24
motu22,motu22,ASV1384,parent,24
