"","sample_id","filtertrim_f","filtertrim_r","dereplicated_f","dereplicated_r","denoised_f","denoised_r","merged","nosingletons","nochimeras","percent_retained_aftermerge","percent_notsingleton","percent_notchimera"
"246","filtered20240923_PECOe-894_S2_R1_001",199857,199857,199857,199857,199256,199245,197480,194765,152030,99.1086843056169,98.6251772331375,78.0581726696275
"247","filtered20240923_PECOe-895_S3_R1_001",307289,307289,307289,307289,307027,306704,302784,302281,269327,98.6180368501793,99.8338749735785,89.0982231764484
"248","filtered20240923_PECOe-901_S4_R1_001",163653,163653,163653,163653,163568,163492,162756,162002,8592,99.5035703805145,99.5367298287006,5.30363822668856
"249","filtered20240923_PECOe-902_S5_R1_001",136839,136839,136839,136839,136793,136666,136414,135859,134631,99.7229390392783,99.5931502631695,99.0961217144245
"250","filtered20240923_PECOe-903_S6_R1_001",250327,250327,250327,250327,249816,249427,247446,242731,201403,99.051301758094,98.0945337568601,82.9737445979294
"251","filtered20240923_PECOe-904_S7_R1_001",243391,243391,243391,243391,243283,243094,241789,241319,224625,99.3859003711727,99.8056156400829,93.0821858204286
"252","filtered20240923_PECOe-906_S9_R1_001",111,111,111,111,111,111,111,111,111,100,100,100
"253","filtered20240923_PECOe-907_S10_R1_001",15952,15952,15952,15952,15881,15921,15738,15656,14856,99.0995529248788,99.4789681026814,94.8901379662749
"254","filtered20240923_PECOe-908_S11_R1_001",2906983,2906983,2906983,2906983,2906783,2905248,2885907,2877358,2858323,99.2818177345884,99.7037673078169,99.338455624917
"255","filtered20240923_PECOe-909_S12_R1_001",233715,233715,233715,233715,233550,233440,230896,229904,208853,98.8636266324128,99.5703693437738,90.843569489874
"256","filtered20240923_PECOe-910_S13_R1_001",160086,160086,160086,160086,160021,159868,158230,157864,150946,98.8807718986883,99.7686911458004,95.6177469214007
"257","filtered20240923_PECOe-911_S14_R1_001",217480,217480,217480,217480,217462,217368,205282,205276,205276,94.3990214382283,99.9970771913758,100
"258","filtered20240923_PECOe-912_S15_R1_001",200970,200970,200970,200970,200840,200747,198910,197963,184453,99.0390360485959,99.5239052837967,93.1754923899921
"259","filtered20240923_PECOe-913_S16_R1_001",130170,130170,130170,130170,129934,129762,128564,127554,112133,98.9456185447997,99.2143990541676,87.9102184172978
"260","filtered20240923_PECOe-914_S17_R1_001",191219,191219,191219,191219,190999,190875,189582,187387,171420,99.258111299012,98.8421896593559,91.4791314232044
"261","filtered20240923_PECOe-915_S18_R1_001",161887,161887,161887,161887,161845,161763,160484,160185,159139,99.1590719515586,99.8136885920092,99.3470050254393
"262","filtered20240923_PECOe-916_S19_R1_001",2616,2616,2616,2616,2613,2607,2607,2607,2607,99.7703788748565,100,100
"263","filtered20240923_PECOe-917_S20_R1_001",180372,180372,180372,180372,180148,179984,178592,176680,169239,99.1362657370606,98.9294033327361,95.7884310618067
"264","filtered20240923_PECOe-918_S21_R1_001",217894,217894,217894,217894,217745,217557,215773,214440,200884,99.0943534868769,99.38222113054,93.6784182055587
"265","filtered20240923_PECOe-919_S22_R1_001",184146,184146,184146,184146,184027,183916,182988,181941,176325,99.4354089345585,99.4278313332022,96.9132850759312
"266","filtered20240923_PECOe-920_S23_R1_001",294876,294876,294876,294876,294794,294640,292572,290998,218204,99.2462533158748,99.4620127695063,74.984707798679
"267","filtered20240923_PECOe-926_S24_R1_001",5,5,5,5,5,5,5,5,5,100,100,100
"268","filtered20240923_PECOe-927_S25_R1_001",127825,127825,127825,127825,127722,127639,126742,126080,125043,99.2327085388578,99.4776790645563,99.1775063451777
"269","filtered20240923_PECOe-928_S26_R1_001",187460,187460,187460,187460,187286,187151,186037,184379,173185,99.3331055177643,99.1087794363487,93.9288096800612
"270","filtered20240923_PECOe-929_S27_R1_001",204604,204604,204604,204604,204470,204352,202743,202324,192558,99.1553773169658,99.7933344184509,95.1730887091991
"271","filtered20240923_PECOe-930_S28_R1_001",238074,238074,238074,238074,237850,237642,236345,232916,201545,99.3672482657137,98.5491548372083,86.5311957959093
"272","filtered20240923_PECOe-932_S30_R1_001",273658,273658,273658,273658,273600,273443,272399,272374,256823,99.5610380116959,99.9908222864254,94.2905710530374
"273","filtered20240923_PECOe-933_S31_R1_001",220686,220686,220686,220686,220588,220363,218715,216207,195256,99.1509057609661,98.8533022426445,90.3097494530704
"274","filtered20240923_PECOe-934_S32_R1_001",114632,114632,114632,114632,114439,114438,113347,112993,104894,99.0457798477792,99.687684720372,92.8322993459772
"275","filtered20240923_PECOe-935_S33_R1_001",236781,236781,236781,236781,236256,236144,234550,230439,197354,99.277901936882,98.247282029418,85.6426212576864
"276","filtered20240923_PECOe-936_S34_R1_001",17,17,17,17,9,15,9,9,9,100,100,100
"277","filtered20240923_PECOe-937_S35_R1_001",176957,176957,176957,176957,176897,176654,175556,175413,163885,99.2419317455921,99.9185445100139,93.4280811570408
"278","filtered20240923_PECOe-938_S36_R1_001",269629,269629,269629,269629,269451,269203,267101,264814,208593,99.1278562707134,99.143769585288,78.7696269834676
"279","filtered20240923_PECOe-939_S37_R1_001",229886,229886,229886,229886,229873,229742,228992,228676,228221,99.6167448982699,99.8620039128004,99.8010285294478
"280","filtered20240923_PECOe-940_S38_R1_001",236073,236073,236073,236073,235993,235785,234032,233856,217170,99.169043149585,99.9247966090107,92.8648399014778
"281","filtered20240923_PECOe-957_S45_R1_001",272310,272310,272310,272310,271683,271590,268643,259918,192454,98.8810488694545,96.7521952926374,74.0441216075839
"282","filtered20240923_PECOe-958_S46_R1_001",10,10,10,10,10,10,10,10,10,100,100,100
"283","filtered20240923_PECOe-959_S47_R1_001",424112,424112,424112,424112,423870,423644,422639,420976,394686,99.7095807676882,99.606519985141,93.7549884078902
"284","filtered20240923_PECOe-961_S49_R1_001",266476,266476,266476,266476,265837,265531,261921,256364,194561,98.5269168701121,97.8783679048263,75.892481003573
"285","filtered20240923_PECOe-962_S50_R1_001",297465,297465,297465,297465,296768,296460,292741,283951,220046,98.6430477679534,96.9973457766421,77.49435642065
"286","filtered20240923_PECOe-963_S51_R1_001",271853,271853,271853,271853,270609,270186,266328,255910,167748,98.4180127046772,96.0882821182902,65.5496072838107
"287","filtered20240923_PECOe-964_S52_R1_001",319827,319827,319827,319827,318018,318090,313142,286122,162136,98.466753454207,91.3713267463323,56.666736566919
"288","filtered20240923_PECOe-965_S53_R1_001",217438,217438,217438,217438,217417,217286,216470,216470,216470,99.5644314841986,100,100
"289","filtered20240923_PECOe-967_S55_R1_001",259167,259167,259167,259167,258981,258774,257971,254988,235436,99.6100100007336,98.8436684743634,92.3321881814046
"290","filtered20240923_PECOe-969_S57_R1_001",104639,104639,104639,104639,104459,104387,103809,102460,84613,99.3777462928039,98.7004980300359,82.5814952176459
"291","filtered20240923_PECOe-970_S58_R1_001",166194,166194,166194,166194,166180,166083,163399,163393,163393,98.326513419184,99.9963280069033,100
"292","filtered20240923_PECOe-971_S59_R1_001",125278,125278,125278,125278,125245,125120,124473,124386,122659,99.383608128069,99.9301053240462,98.6115800813596
"293","filtered20240923_PECOe-972_S60_R1_001",303014,303014,303014,303014,302151,302022,298622,290615,236286,98.8320409331758,97.3186838210179,81.3055072862722
"294","filtered20240923_PECOe-973_S61_R1_001",215778,215778,215778,215778,215027,214823,212095,208211,160362,98.6364503062406,98.168745137792,77.018985548314
"295","filtered20240923_PECOe-974_S62_R1_001",276584,276584,276584,276584,275962,275969,273133,266609,217146,98.9748588573789,97.6114200773982,81.4473629922471
"296","filtered20240923_PECOe-976_S64_R1_001",9494,9494,9494,9494,9493,9484,9463,9459,9459,99.6839776677552,99.9577301067315,100
"297","filtered20240923_PECOe-977_S65_R1_001",211504,211504,211504,211504,211107,210953,209209,207024,180514,99.1009298602131,98.9555898646808,87.1947213849602
"298","filtered20240923_PECOe-978_S66_R1_001",222347,222347,222347,222347,222168,222044,220801,220583,196412,99.3846998667675,99.9012685630953,89.0422199353531
"299","filtered20240923_PECOe-980_S68_R1_001",301969,301969,301969,301969,301700,301492,299965,297756,254973,99.4249254226052,99.2635807510876,85.6315237980091
"300","filtered20240923_PECOe-981_S69_R1_001",14535,14535,14535,14535,14532,14526,14481,14449,14151,99.6490503715937,99.7790207858573,97.9375735345007
"301","filtered20240923_PECOe-982_S70_R1_001",282829,282829,282829,282829,282627,282399,280391,273436,224496,99.2088512420965,97.51953522046,82.1018446729765
"302","filtered20240923_PECOe-983_S71_R1_001",214626,214626,214626,214626,214601,214477,214225,213609,213169,99.8247911239929,99.7124518613607,99.7940161697307
"303","filtered20240923_PECOe-986_S74_R1_001",1,1,1,1,1,1,1,1,1,100,100,100
"304","filtered20240923_PECOe-987_S75_R1_001",219861,219861,219861,219861,219737,219592,218616,218010,207536,99.4898446779559,99.7228016247667,95.1956332278336
"305","filtered20240923_PECOe-988_S76_R1_001",156771,156771,156771,156771,156424,156145,154706,154067,137048,98.9017030634685,99.586958489005,88.9535072403565
"306","filtered20240923_PECOe-989_S77_R1_001",172825,172825,172825,172825,172664,172515,171750,170926,127990,99.4706481953389,99.5202328966521,74.8803575816435
"307","filtered20240923_PECOe-990_S78_R1_001",207949,207949,207949,207949,207641,207376,205946,201556,177022,99.1836872294007,97.8683732628942,87.8277004901864
"308","filtered20240923_PECOe-991_S79_R1_001",2753,2753,2753,2753,2752,2752,2748,2748,2748,99.8546511627907,100,100
"309","filtered20240923_PECOe-992_S80_R1_001",278084,278084,278084,278084,278018,277718,275610,275456,270331,99.1338690300628,99.9441239432531,98.1394487685874
"310","filtered20240923_PECOe-993_S81_R1_001",286129,286129,286129,286129,286106,285944,284521,284521,283149,99.4460095209468,100,99.5177860333684
"311","filtered20240923_PECOe-995_S83_R1_001",190929,190929,190929,190929,190703,190589,189067,187686,165631,99.1421215188015,99.2695711044233,88.2489903349211
