motu_lulu,motu_swarm,asv,curated,lulu_rank
motu3,motu3,ASV321,parent,4
motu3,motu3,ASV441,parent,4
motu3,motu3,ASV581,parent,4
motu3,motu3,ASV709,parent,4
motu3,motu3,ASV935,parent,4
motu3,motu3,ASV1058,parent,4
motu3,motu3,ASV1088,parent,4
motu3,motu3,ASV1111,parent,4
motu3,motu3,ASV3,parent,4
motu4,motu4,ASV4,parent,3
motu4,motu4,ASV32,parent,3
motu4,motu4,ASV99,parent,3
motu4,motu4,ASV158,parent,3
motu4,motu4,ASV185,parent,3
motu4,motu4,ASV192,parent,3
motu4,motu4,ASV200,parent,3
motu4,motu4,ASV242,parent,3
motu4,motu4,ASV286,parent,3
motu4,motu4,ASV305,parent,3
motu4,motu4,ASV372,parent,3
motu4,motu4,ASV386,parent,3
motu4,motu4,ASV411,parent,3
motu4,motu4,ASV415,parent,3
motu4,motu4,ASV417,parent,3
motu4,motu4,ASV466,parent,3
motu4,motu4,ASV488,parent,3
motu4,motu4,ASV540,parent,3
motu4,motu4,ASV552,parent,3
motu4,motu4,ASV618,parent,3
motu4,motu4,ASV644,parent,3
motu4,motu4,ASV665,parent,3
motu4,motu4,ASV666,parent,3
motu4,motu4,ASV724,parent,3
motu4,motu4,ASV912,parent,3
motu4,motu4,ASV990,parent,3
motu4,motu4,ASV991,parent,3
motu4,motu4,ASV996,parent,3
motu4,motu4,ASV1047,parent,3
motu4,motu4,ASV1064,parent,3
motu4,motu4,ASV1070,parent,3
motu4,motu4,ASV1083,parent,3
motu4,motu4,ASV1146,parent,3
motu4,motu4,ASV1179,parent,3
motu4,motu4,ASV1237,parent,3
motu4,motu4,ASV1246,parent,3
motu4,motu4,ASV1293,parent,3
motu4,motu4,ASV1321,parent,3
motu4,motu4,ASV1458,parent,3
motu4,motu4,ASV203,parent,3
motu4,motu4,ASV238,parent,3
motu4,motu4,ASV311,parent,3
motu4,motu4,ASV509,parent,3
motu4,motu4,ASV589,parent,3
motu4,motu4,ASV597,parent,3
motu4,motu4,ASV606,parent,3
motu4,motu4,ASV620,parent,3
motu4,motu4,ASV632,parent,3
motu4,motu4,ASV658,parent,3
motu4,motu4,ASV683,parent,3
motu4,motu4,ASV959,parent,3
motu4,motu4,ASV1286,parent,3
motu4,motu4,ASV1315,parent,3
motu4,motu4,ASV4,parent,3
motu5,motu5,ASV5,parent,5
motu5,motu5,ASV300,parent,5
motu5,motu5,ASV337,parent,5
motu5,motu5,ASV357,parent,5
motu5,motu5,ASV364,parent,5
motu5,motu5,ASV431,parent,5
motu5,motu5,ASV433,parent,5
motu5,motu5,ASV493,parent,5
motu5,motu5,ASV505,parent,5
motu5,motu5,ASV508,parent,5
motu5,motu5,ASV647,parent,5
motu5,motu5,ASV655,parent,5
motu5,motu5,ASV684,parent,5
motu5,motu5,ASV688,parent,5
motu5,motu5,ASV781,parent,5
motu5,motu5,ASV1151,parent,5
motu5,motu5,ASV1288,parent,5
motu5,motu5,ASV5,parent,5
motu6,motu6,ASV6,parent,6
motu6,motu6,ASV139,parent,6
motu6,motu6,ASV272,parent,6
motu6,motu6,ASV281,parent,6
motu6,motu6,ASV291,parent,6
motu6,motu6,ASV323,parent,6
motu6,motu6,ASV382,parent,6
motu6,motu6,ASV401,parent,6
motu6,motu6,ASV410,parent,6
motu6,motu6,ASV447,parent,6
motu6,motu6,ASV487,parent,6
motu6,motu6,ASV499,parent,6
motu6,motu6,ASV502,parent,6
motu6,motu6,ASV519,parent,6
motu6,motu6,ASV588,parent,6
motu6,motu6,ASV643,parent,6
motu6,motu6,ASV699,parent,6
motu6,motu6,ASV730,parent,6
motu6,motu6,ASV760,parent,6
motu6,motu6,ASV787,parent,6
motu6,motu6,ASV819,parent,6
motu6,motu6,ASV1031,parent,6
motu6,motu6,ASV1161,parent,6
motu6,motu6,ASV1167,parent,6
motu6,motu6,ASV1343,parent,6
motu6,motu6,ASV586,parent,6
motu6,motu6,ASV1484,parent,6
motu6,motu6,ASV6,parent,6
motu7,motu7,ASV8,parent,8
motu7,motu7,ASV50,parent,8
motu7,motu7,ASV950,parent,8
motu7,motu7,ASV8,parent,8
motu8,motu8,ASV9,parent,7
motu8,motu8,ASV23,parent,7
motu8,motu8,ASV168,parent,7
motu8,motu8,ASV217,parent,7
motu8,motu8,ASV270,parent,7
motu8,motu8,ASV304,parent,7
motu8,motu8,ASV336,parent,7
motu8,motu8,ASV338,parent,7
motu8,motu8,ASV354,parent,7
motu8,motu8,ASV379,parent,7
motu8,motu8,ASV399,parent,7
motu8,motu8,ASV496,parent,7
motu8,motu8,ASV542,parent,7
motu8,motu8,ASV565,parent,7
motu8,motu8,ASV640,parent,7
motu8,motu8,ASV765,parent,7
motu8,motu8,ASV807,parent,7
motu8,motu8,ASV830,parent,7
motu8,motu8,ASV951,parent,7
motu8,motu8,ASV1092,parent,7
motu8,motu8,ASV1118,parent,7
motu8,motu8,ASV1132,parent,7
motu8,motu8,ASV1281,parent,7
motu8,motu8,ASV1285,parent,7
motu8,motu8,ASV1323,parent,7
motu8,motu8,ASV79,parent,7
motu8,motu8,ASV333,parent,7
motu8,motu8,ASV358,parent,7
motu8,motu8,ASV395,parent,7
motu8,motu8,ASV546,parent,7
motu8,motu8,ASV708,parent,7
motu8,motu8,ASV813,parent,7
motu8,motu8,ASV828,parent,7
motu8,motu8,ASV844,parent,7
motu8,motu8,ASV890,parent,7
motu8,motu8,ASV901,parent,7
motu8,motu8,ASV245,parent,7
motu8,motu8,ASV9,parent,7
motu9,motu9,ASV10,parent,9
motu9,motu9,ASV38,parent,9
motu9,motu9,ASV173,parent,9
motu9,motu9,ASV199,parent,9
motu9,motu9,ASV202,parent,9
motu9,motu9,ASV258,parent,9
motu9,motu9,ASV324,parent,9
motu9,motu9,ASV375,parent,9
motu9,motu9,ASV563,parent,9
motu9,motu9,ASV696,parent,9
motu9,motu9,ASV910,parent,9
motu9,motu9,ASV178,parent,9
motu9,motu9,ASV320,parent,9
motu9,motu9,ASV485,parent,9
motu9,motu9,ASV10,parent,9
motu10,motu10,ASV11,parent,10
motu10,motu10,ASV127,parent,10
motu10,motu10,ASV212,parent,10
motu10,motu10,ASV436,parent,10
motu10,motu10,ASV451,parent,10
motu10,motu10,ASV605,parent,10
motu10,motu10,ASV659,parent,10
motu10,motu10,ASV11,parent,10
motu11,motu11,ASV12,parent,11
motu11,motu11,ASV43,parent,11
motu11,motu11,ASV226,parent,11
motu11,motu11,ASV384,parent,11
motu11,motu11,ASV751,parent,11
motu11,motu11,ASV753,parent,11
motu11,motu11,ASV1106,parent,11
motu11,motu11,ASV1160,parent,11
motu11,motu11,ASV1183,parent,11
motu11,motu11,ASV1227,parent,11
motu11,motu11,ASV1602,parent,11
motu11,motu11,ASV12,parent,11
motu12,motu12,ASV13,parent,12
motu12,motu12,ASV110,parent,12
motu12,motu12,ASV216,parent,12
motu12,motu12,ASV316,parent,12
motu12,motu12,ASV322,parent,12
motu12,motu12,ASV818,parent,12
motu12,motu12,ASV13,parent,12
motu13,motu13,ASV14,parent,15
motu13,motu13,ASV863,parent,15
motu13,motu13,ASV879,parent,15
motu13,motu13,ASV1034,parent,15
motu13,motu13,ASV1398,parent,15
motu13,motu13,ASV1453,parent,15
motu13,motu13,ASV14,parent,15
motu14,motu14,ASV15,parent,16
motu14,motu14,ASV978,parent,16
motu14,motu14,ASV15,parent,16
motu15,motu15,ASV16,parent,13
motu15,motu15,ASV48,parent,13
motu15,motu15,ASV166,parent,13
motu15,motu15,ASV263,parent,13
motu15,motu15,ASV345,parent,13
motu15,motu15,ASV464,parent,13
motu15,motu15,ASV500,parent,13
motu15,motu15,ASV522,parent,13
motu15,motu15,ASV610,parent,13
motu15,motu15,ASV790,parent,13
motu15,motu15,ASV832,parent,13
motu15,motu15,ASV874,parent,13
motu15,motu15,ASV921,parent,13
motu15,motu15,ASV928,parent,13
motu15,motu15,ASV1056,parent,13
motu15,motu15,ASV1196,parent,13
motu15,motu15,ASV1348,parent,13
motu15,motu15,ASV1393,parent,13
motu15,motu15,ASV318,parent,13
motu15,motu15,ASV356,parent,13
motu15,motu15,ASV470,parent,13
motu15,motu15,ASV515,parent,13
motu15,motu15,ASV547,parent,13
motu15,motu15,ASV704,parent,13
motu15,motu15,ASV782,parent,13
motu15,motu15,ASV825,parent,13
motu15,motu15,ASV843,parent,13
motu15,motu15,ASV1020,parent,13
motu15,motu15,ASV16,parent,13
motu16,motu16,ASV17,parent,19
motu16,motu16,ASV822,parent,19
motu16,motu16,ASV17,parent,19
motu17,motu17,ASV18,parent,18
motu17,motu17,ASV123,parent,18
motu17,motu17,ASV932,parent,18
motu17,motu17,ASV1141,parent,18
motu17,motu17,ASV1318,parent,18
motu17,motu17,ASV1370,parent,18
motu17,motu17,ASV257,parent,18
motu17,motu17,ASV432,parent,18
motu17,motu17,ASV477,parent,18
motu17,motu17,ASV838,parent,18
motu17,motu17,ASV964,parent,18
motu17,motu17,ASV1102,parent,18
motu17,motu17,ASV18,parent,18
motu18,motu18,ASV19,parent,20
motu18,motu18,ASV144,parent,20
motu18,motu18,ASV183,parent,20
motu18,motu18,ASV229,parent,20
motu18,motu18,ASV231,parent,20
motu18,motu18,ASV583,parent,20
motu18,motu18,ASV19,parent,20
motu19,motu19,ASV20,parent,17
motu19,motu19,ASV47,parent,17
motu19,motu19,ASV430,parent,17
motu19,motu19,ASV453,parent,17
motu19,motu19,ASV566,parent,17
motu19,motu19,ASV20,parent,17
motu20,motu20,ASV21,parent,21
motu20,motu20,ASV84,parent,21
motu20,motu20,ASV598,parent,21
motu20,motu20,ASV1003,parent,21
motu20,motu20,ASV888,parent,21
motu20,motu20,ASV21,parent,21
motu21,motu21,ASV22,parent,22
motu21,motu21,ASV75,parent,22
motu21,motu21,ASV573,parent,22
motu21,motu21,ASV949,parent,22
motu21,motu21,ASV983,parent,22
motu21,motu21,ASV1303,parent,22
motu21,motu21,ASV2245,parent,22
motu21,motu21,ASV469,parent,22
motu21,motu21,ASV873,parent,22
motu21,motu21,ASV22,parent,22
motu22,motu22,ASV24,parent,14
motu22,motu22,ASV28,parent,14
motu22,motu22,ASV65,parent,14
motu22,motu22,ASV290,parent,14
motu22,motu22,ASV349,parent,14
motu22,motu22,ASV880,parent,14
motu22,motu22,ASV962,parent,14
motu22,motu22,ASV1278,parent,14
motu22,motu22,ASV1336,parent,14
motu22,motu22,ASV1414,parent,14
motu22,motu22,ASV60,parent,14
motu22,motu22,ASV163,parent,14
motu22,motu22,ASV228,parent,14
motu22,motu22,ASV236,parent,14
motu22,motu22,ASV373,parent,14
motu22,motu22,ASV580,parent,14
motu22,motu22,ASV600,parent,14
motu22,motu22,ASV24,parent,14
motu23,motu23,ASV25,parent,25
motu23,motu23,ASV862,parent,25
motu23,motu23,ASV1022,parent,25
motu23,motu23,ASV1090,parent,25
motu23,motu23,ASV1477,parent,25
motu23,motu23,ASV25,parent,25
motu24,motu24,ASV26,parent,42
motu25,motu25,ASV27,parent,23
motu25,motu25,ASV56,parent,23
motu25,motu25,ASV92,parent,23
motu25,motu25,ASV109,parent,23
motu25,motu25,ASV122,parent,23
motu25,motu25,ASV343,parent,23
motu25,motu25,ASV362,parent,23
motu25,motu25,ASV927,parent,23
motu25,motu25,ASV378,parent,23
motu25,motu25,ASV27,parent,23
motu26,motu26,ASV29,parent,26
motu26,motu26,ASV124,parent,26
motu26,motu26,ASV194,parent,26
motu26,motu26,ASV214,parent,26
motu26,motu26,ASV660,parent,26
motu26,motu26,ASV256,parent,26
motu26,motu26,ASV476,parent,26
motu26,motu26,ASV29,parent,26
motu27,motu27,ASV30,parent,29
motu27,motu27,ASV445,parent,29
motu27,motu27,ASV30,parent,29
motu28,motu28,ASV31,parent,27
motu28,motu28,ASV113,parent,27
motu28,motu28,ASV677,parent,27
motu28,motu28,ASV837,parent,27
motu28,motu28,ASV848,parent,27
motu28,motu28,ASV1255,parent,27
motu28,motu28,ASV31,parent,27
motu29,motu29,ASV33,parent,28
motu29,motu29,ASV120,parent,28
motu29,motu29,ASV416,parent,28
motu29,motu29,ASV420,parent,28
motu29,motu29,ASV507,parent,28
motu29,motu29,ASV551,parent,28
motu29,motu29,ASV564,parent,28
motu29,motu29,ASV674,parent,28
motu29,motu29,ASV479,parent,28
motu29,motu29,ASV810,parent,28
motu29,motu29,ASV33,parent,28
motu30,motu30,ASV34,parent,32
motu30,motu30,ASV237,parent,32
motu30,motu30,ASV720,parent,32
motu30,motu30,ASV917,parent,32
motu30,motu30,ASV1235,parent,32
motu30,motu30,ASV34,parent,32
motu31,motu31,ASV35,parent,31
motu31,motu31,ASV128,parent,31
motu31,motu31,ASV146,parent,31
motu31,motu31,ASV402,parent,31
motu31,motu31,ASV35,parent,31
motu32,motu32,ASV36,parent,35
motu32,motu32,ASV169,parent,35
motu32,motu32,ASV1396,parent,35
motu32,motu32,ASV36,parent,35
motu33,motu33,ASV37,parent,24
motu33,motu33,ASV41,parent,24
motu33,motu33,ASV117,parent,24
motu33,motu33,ASV206,parent,24
motu33,motu33,ASV344,parent,24
motu33,motu33,ASV482,parent,24
motu33,motu33,ASV111,parent,24
motu33,motu33,ASV37,parent,24
motu34,motu34,ASV39,parent,33
motu34,motu34,ASV96,parent,33
motu34,motu34,ASV686,parent,33
motu34,motu34,ASV534,parent,33
motu34,motu34,ASV39,parent,33
motu35,motu35,ASV40,parent,34
motu35,motu35,ASV107,parent,34
motu35,motu35,ASV288,parent,34
motu35,motu35,ASV517,parent,34
motu35,motu35,ASV1376,parent,34
motu35,motu35,ASV287,parent,34
motu35,motu35,ASV40,parent,34
motu36,motu36,ASV42,parent,36
motu36,motu36,ASV112,parent,36
motu36,motu36,ASV198,parent,36
motu36,motu36,ASV1006,parent,36
motu36,motu36,ASV1347,parent,36
motu36,motu36,ASV495,parent,36
motu36,motu36,ASV561,parent,36
motu36,motu36,ASV42,parent,36
motu37,motu37,ASV44,parent,38
motu37,motu37,ASV335,parent,38
motu37,motu37,ASV44,parent,38
motu38,motu38,ASV45,parent,30
motu38,motu38,ASV57,parent,30
motu38,motu38,ASV230,parent,30
motu38,motu38,ASV698,parent,30
motu38,motu38,ASV924,parent,30
motu38,motu38,ASV988,parent,30
motu38,motu38,ASV1113,parent,30
motu38,motu38,ASV1417,parent,30
motu38,motu38,ASV108,parent,30
motu38,motu38,ASV45,parent,30
motu39,motu39,ASV46,parent,37
motu39,motu39,ASV85,parent,37
motu39,motu39,ASV450,parent,37
motu39,motu39,ASV721,parent,37
motu39,motu39,ASV831,parent,37
motu39,motu39,ASV557,parent,37
motu39,motu39,ASV945,parent,37
motu39,motu39,ASV1684,parent,37
motu39,motu39,ASV2203,parent,37
motu39,motu39,ASV46,parent,37
motu40,motu40,ASV49,parent,39
motu40,motu40,ASV106,parent,39
motu40,motu40,ASV307,parent,39
motu40,motu40,ASV49,parent,39
motu41,motu41,ASV51,parent,56
motu42,motu42,ASV52,parent,58
motu43,motu43,ASV53,parent,40
motu43,motu43,ASV88,parent,40
motu43,motu43,ASV715,parent,40
motu43,motu43,ASV274,parent,40
motu43,motu43,ASV53,parent,40
motu44,motu44,ASV54,parent,62
motu45,motu45,ASV55,parent,44
motu45,motu45,ASV280,parent,44
motu45,motu45,ASV313,parent,44
motu45,motu45,ASV55,parent,44
motu46,motu46,ASV58,parent,64
motu47,motu47,ASV59,parent,45
motu47,motu47,ASV235,parent,45
motu47,motu47,ASV260,parent,45
motu47,motu47,ASV59,parent,45
motu48,motu48,ASV61,parent,47
motu48,motu48,ASV734,parent,47
motu48,motu48,ASV61,parent,47
motu49,motu49,ASV62,parent,46
motu49,motu49,ASV134,parent,46
motu49,motu49,ASV62,parent,46
motu50,motu50,ASV63,parent,48
motu50,motu50,ASV298,parent,48
motu50,motu50,ASV365,parent,48
motu50,motu50,ASV63,parent,48
motu51,motu51,ASV64,parent,49
motu51,motu51,ASV246,parent,49
motu51,motu51,ASV64,parent,49
motu52,motu52,ASV66,parent,43
motu52,motu52,ASV72,parent,43
motu52,motu52,ASV727,parent,43
motu52,motu52,ASV66,parent,43
motu53,motu53,ASV68,parent,73
motu54,motu54,ASV69,parent,41
motu54,motu54,ASV87,parent,41
motu54,motu54,ASV129,parent,41
motu54,motu54,ASV97,parent,41
motu54,motu54,ASV1143,parent,41
motu54,motu54,ASV963,parent,41
motu54,motu54,ASV69,parent,41
motu55,motu55,ASV70,parent,76
motu56,motu56,ASV71,parent,50
motu56,motu56,ASV898,parent,50
motu56,motu56,ASV1107,parent,50
motu56,motu56,ASV1357,parent,50
motu56,motu56,ASV71,parent,50
motu57,motu57,ASV73,parent,79
motu58,motu58,ASV76,parent,54
motu58,motu58,ASV347,parent,54
motu58,motu58,ASV764,parent,54
motu58,motu58,ASV76,parent,54
motu59,motu59,ASV77,parent,83
motu60,motu60,ASV78,parent,52
motu60,motu60,ASV218,parent,52
motu60,motu60,ASV314,parent,52
motu60,motu60,ASV78,parent,52
motu61,motu61,ASV80,parent,55
motu61,motu61,ASV385,parent,55
motu61,motu61,ASV80,parent,55
motu62,motu62,ASV81,parent,53
motu62,motu62,ASV195,parent,53
motu62,motu62,ASV262,parent,53
motu62,motu62,ASV81,parent,53
motu63,motu63,ASV82,parent,85
motu64,motu64,ASV83,parent,87
motu65,motu65,ASV86,parent,59
motu65,motu65,ASV253,parent,59
motu65,motu65,ASV332,parent,59
motu65,motu65,ASV86,parent,59
motu66,motu66,ASV89,parent,60
motu66,motu66,ASV221,parent,60
motu66,motu66,ASV425,parent,60
motu66,motu66,ASV89,parent,60
motu67,motu67,ASV90,parent,90
motu68,motu68,ASV91,parent,51
motu68,motu68,ASV119,parent,51
motu68,motu68,ASV225,parent,51
motu68,motu68,ASV204,parent,51
motu68,motu68,ASV919,parent,51
motu68,motu68,ASV91,parent,51
motu69,motu69,ASV93,parent,66
motu69,motu69,ASV739,parent,66
motu69,motu69,ASV93,parent,66
motu70,motu70,ASV94,parent,63
motu70,motu70,ASV239,parent,63
motu70,motu70,ASV1239,parent,63
motu70,motu70,ASV94,parent,63
motu71,motu71,ASV95,parent,67
motu71,motu71,ASV582,parent,67
motu71,motu71,ASV95,parent,67
motu72,motu72,ASV98,parent,69
motu72,motu72,ASV2427,parent,69
motu72,motu72,ASV98,parent,69
motu73,motu73,ASV100,parent,68
motu73,motu73,ASV264,parent,68
motu73,motu73,ASV100,parent,68
motu74,motu74,ASV101,parent,71
motu74,motu74,ASV579,parent,71
motu74,motu74,ASV749,parent,71
motu74,motu74,ASV969,parent,71
motu74,motu74,ASV101,parent,71
motu75,motu75,ASV102,parent,57
motu75,motu75,ASV145,parent,57
motu75,motu75,ASV1718,parent,57
motu75,motu75,ASV1947,parent,57
motu75,motu75,ASV227,parent,57
motu75,motu75,ASV845,parent,57
motu75,motu75,ASV1142,parent,57
motu75,motu75,ASV1483,parent,57
motu75,motu75,ASV1226,parent,57
motu75,motu75,ASV1646,parent,57
motu75,motu75,ASV102,parent,57
motu76,motu76,ASV103,parent,65
motu76,motu76,ASV164,parent,65
motu76,motu76,ASV103,parent,65
motu77,motu77,ASV105,parent,72
motu77,motu77,ASV747,parent,72
motu77,motu77,ASV1462,parent,72
motu77,motu77,ASV105,parent,72
motu78,motu78,ASV114,parent,95
motu79,motu79,ASV115,parent,77
motu79,motu79,ASV331,parent,77
motu79,motu79,ASV115,parent,77
motu80,motu80,ASV116,parent,70
motu80,motu80,ASV161,parent,70
motu80,motu80,ASV816,parent,70
motu80,motu80,ASV116,parent,70
motu81,motu81,ASV118,parent,61
motu81,motu81,ASV126,parent,61
motu81,motu81,ASV269,parent,61
motu81,motu81,ASV346,parent,61
motu81,motu81,ASV427,parent,61
motu81,motu81,ASV118,parent,61
motu82,motu82,ASV121,parent,80
motu82,motu82,ASV475,parent,80
motu82,motu82,ASV121,parent,80
motu83,motu83,ASV125,parent,81
motu83,motu83,ASV248,parent,81
motu83,motu83,ASV578,parent,81
motu83,motu83,ASV125,parent,81
motu84,motu84,ASV130,parent,102
motu85,motu85,ASV131,parent,103
motu86,motu86,ASV132,parent,74
motu86,motu86,ASV133,parent,74
motu86,motu86,ASV132,parent,74
motu87,motu87,ASV135,parent,88
motu87,motu87,ASV627,parent,88
motu87,motu87,ASV135,parent,88
motu88,motu88,ASV136,parent,75
motu88,motu88,ASV154,parent,75
motu88,motu88,ASV463,parent,75
motu88,motu88,ASV909,parent,75
motu88,motu88,ASV405,parent,75
motu88,motu88,ASV657,parent,75
motu88,motu88,ASV526,parent,75
motu88,motu88,ASV136,parent,75
motu89,motu89,ASV137,parent,82
motu89,motu89,ASV177,parent,82
motu89,motu89,ASV137,parent,82
motu90,motu90,ASV138,parent,105
motu91,motu91,ASV141,parent,78
motu91,motu91,ASV151,parent,78
motu91,motu91,ASV141,parent,78
motu92,motu92,ASV142,parent,106
motu93,motu93,ASV143,parent,86
motu93,motu93,ASV268,parent,86
motu93,motu93,ASV1341,parent,86
motu93,motu93,ASV143,parent,86
motu94,motu94,ASV147,parent,107
motu95,motu95,ASV149,parent,91
motu95,motu95,ASV497,parent,91
motu95,motu95,ASV149,parent,91
motu96,motu96,ASV150,parent,108
motu97,motu97,ASV152,parent,110
motu98,motu98,ASV153,parent,84
motu98,motu98,ASV181,parent,84
motu98,motu98,ASV153,parent,84
motu99,motu99,ASV155,parent,113
motu100,motu100,ASV156,parent,114
motu101,motu101,ASV157,parent,116
motu102,motu102,ASV159,parent,117
motu103,motu103,ASV160,parent,118
motu104,motu104,ASV162,parent,119
motu105,motu105,ASV165,parent,122
motu106,motu106,ASV167,parent,96
motu106,motu106,ASV1097,parent,96
motu106,motu106,ASV167,parent,96
motu107,motu107,ASV170,parent,94
motu107,motu107,ASV241,parent,94
motu107,motu107,ASV2164,parent,94
motu107,motu107,ASV2165,parent,94
motu107,motu107,ASV170,parent,94
motu108,motu108,ASV172,parent,99
motu108,motu108,ASV789,parent,99
motu108,motu108,ASV172,parent,99
motu109,motu109,ASV175,parent,123
motu110,motu110,ASV176,parent,92
motu110,motu110,ASV213,parent,92
motu110,motu110,ASV176,parent,92
motu111,motu111,ASV179,parent,125
motu112,motu112,ASV180,parent,89
motu112,motu112,ASV191,parent,89
motu112,motu112,ASV273,parent,89
motu112,motu112,ASV360,parent,89
motu112,motu112,ASV180,parent,89
motu113,motu113,ASV182,parent,100
motu113,motu113,ASV1061,parent,100
motu113,motu113,ASV182,parent,100
motu114,motu114,ASV184,parent,126
motu115,motu115,ASV186,parent,127
motu116,motu116,ASV187,parent,128
motu117,motu117,ASV188,parent,104
motu117,motu117,ASV1673,parent,104
motu117,motu117,ASV188,parent,104
motu118,motu118,ASV193,parent,97
motu118,motu118,ASV306,parent,97
motu118,motu118,ASV654,parent,97
motu118,motu118,ASV695,parent,97
motu118,motu118,ASV193,parent,97
motu119,motu119,ASV196,parent,93
motu119,motu119,ASV244,parent,93
motu119,motu119,ASV282,parent,93
motu119,motu119,ASV196,parent,93
motu120,motu120,ASV197,parent,98
motu120,motu120,ASV285,parent,98
motu120,motu120,ASV197,parent,98
motu121,motu121,ASV201,parent,130
motu122,motu122,ASV205,parent,133
motu123,motu123,ASV207,parent,134
motu124,motu124,ASV208,parent,101
motu124,motu124,ASV374,parent,101
motu124,motu124,ASV448,parent,101
motu124,motu124,ASV824,parent,101
motu124,motu124,ASV208,parent,101
motu125,motu125,ASV210,parent,135
motu126,motu126,ASV211,parent,109
motu126,motu126,ASV1068,parent,109
motu126,motu126,ASV2142,parent,109
motu126,motu126,ASV211,parent,109
motu127,motu127,ASV215,parent,136
