seed_asv,motu,asv,asv_reads
ASV33,motu29,ASV507,7871
ASV33,motu29,ASV551,5998
ASV33,motu29,ASV564,5683
ASV33,motu29,ASV674,3447
ASV33,motu29,ASV479,8791
ASV33,motu29,ASV810,2003
ASV33,motu29,ASV33,1624277
ASV34,motu30,ASV34,1234386
ASV34,motu30,ASV237,55788
ASV34,motu30,ASV720,2835
ASV34,motu30,ASV917,1390
ASV34,motu30,ASV1235,506
ASV34,motu30,ASV34,1294905
ASV35,motu31,ASV35,1209217
ASV35,motu31,ASV128,173995
ASV35,motu31,ASV146,152370
ASV35,motu31,ASV402,13785
ASV35,motu31,ASV35,1549367
ASV36,motu32,ASV36,1182170
ASV36,motu32,ASV169,98207
ASV36,motu32,ASV1396,300
ASV36,motu32,ASV36,1280677
ASV37,motu33,ASV37,1176520
ASV37,motu33,ASV41,1050819
ASV37,motu33,ASV117,226896
ASV37,motu33,ASV206,73202
ASV37,motu33,ASV344,22467
ASV37,motu33,ASV482,8755
ASV37,motu33,ASV111,235016
ASV37,motu33,ASV37,2793675
ASV39,motu34,ASV39,1109799
ASV39,motu34,ASV96,297503
ASV39,motu34,ASV686,3292
ASV39,motu34,ASV534,6719
ASV39,motu34,ASV39,1417313
ASV40,motu35,ASV40,1085807
ASV40,motu35,ASV107,255049
ASV40,motu35,ASV288,36863
ASV40,motu35,ASV517,7563
ASV40,motu35,ASV1376,320
ASV40,motu35,ASV287,37167
ASV40,motu35,ASV40,1422769
ASV42,motu36,ASV42,1037010
ASV42,motu36,ASV112,231198
ASV42,motu36,ASV198,78219
ASV42,motu36,ASV1006,980
ASV42,motu36,ASV1347,351
ASV42,motu36,ASV495,8357
ASV42,motu36,ASV561,5702
ASV42,motu36,ASV42,1361817
ASV44,motu37,ASV44,916716
ASV44,motu37,ASV335,23462
ASV44,motu37,ASV44,940178
ASV45,motu38,ASV45,895428
ASV45,motu38,ASV57,665070
ASV45,motu38,ASV230,58726
ASV45,motu38,ASV698,3154
ASV45,motu38,ASV924,1324
ASV45,motu38,ASV988,1035
ASV45,motu38,ASV1113,706
ASV45,motu38,ASV1417,280
ASV45,motu38,ASV108,249017
ASV45,motu38,ASV45,1874740
ASV46,motu39,ASV46,873718
ASV46,motu39,ASV85,335876
ASV46,motu39,ASV450,10445
ASV46,motu39,ASV721,2835
ASV46,motu39,ASV831,1866
ASV46,motu39,ASV557,5846
ASV46,motu39,ASV945,1239
ASV46,motu39,ASV1684,109
ASV46,motu39,ASV2203,11
ASV46,motu39,ASV46,1231945
ASV49,motu40,ASV49,763685
ASV49,motu40,ASV106,256485
ASV49,motu40,ASV307,30408
ASV49,motu40,ASV49,1050578
ASV51,motu41,ASV51,755535
ASV52,motu42,ASV52,737432
ASV53,motu43,ASV53,712662
ASV53,motu43,ASV88,319578
ASV53,motu43,ASV715,2938
ASV53,motu43,ASV274,40405
ASV53,motu43,ASV53,1075583
ASV54,motu44,ASV54,693768
ASV55,motu45,ASV55,681237
ASV55,motu45,ASV280,38649
ASV55,motu45,ASV313,29192
ASV55,motu45,ASV55,749078
ASV58,motu46,ASV58,652895
ASV59,motu47,ASV59,650570
ASV59,motu47,ASV235,57100
ASV59,motu47,ASV260,46853
ASV59,motu47,ASV59,754523
ASV61,motu48,ASV61,633563
ASV61,motu48,ASV734,2686
ASV61,motu48,ASV61,636249
ASV62,motu49,ASV62,598657
ASV62,motu49,ASV134,169494
ASV62,motu49,ASV62,768151
ASV63,motu50,ASV63,586638
ASV63,motu50,ASV298,34085
ASV63,motu50,ASV365,18180
ASV63,motu50,ASV63,638903
ASV64,motu51,ASV64,571492
ASV64,motu51,ASV246,51460
ASV64,motu51,ASV64,622952
ASV66,motu52,ASV66,540914
ASV66,motu52,ASV72,463709
ASV66,motu52,ASV727,2771
ASV66,motu52,ASV66,1007394
ASV68,motu53,ASV68,516272
ASV69,motu54,ASV69,495702
ASV69,motu54,ASV87,325025
ASV69,motu54,ASV129,172990
ASV69,motu54,ASV97,293752
ASV69,motu54,ASV1143,652
ASV69,motu54,ASV963,1164
ASV69,motu54,ASV69,1289285
ASV70,motu55,ASV70,484871
ASV71,motu56,ASV71,482989
ASV71,motu56,ASV898,1471
ASV71,motu56,ASV1107,738
ASV71,motu56,ASV1357,342
ASV71,motu56,ASV71,485540
ASV73,motu57,ASV73,448927
ASV76,motu58,ASV76,430852
ASV76,motu58,ASV347,21355
ASV76,motu58,ASV764,2417
ASV76,motu58,ASV76,454624
ASV77,motu59,ASV77,413194
ASV78,motu60,ASV78,407180
ASV78,motu60,ASV218,68545
ASV78,motu60,ASV314,28537
ASV78,motu60,ASV78,504262
ASV80,motu61,ASV80,391215
ASV80,motu61,ASV385,15031
ASV80,motu61,ASV80,406246
ASV81,motu62,ASV81,379760
ASV81,motu62,ASV195,80205
ASV81,motu62,ASV262,46539
ASV81,motu62,ASV81,506504
ASV82,motu63,ASV82,356999
ASV83,motu64,ASV83,350507
ASV86,motu65,ASV86,328029
ASV86,motu65,ASV253,49693
ASV86,motu65,ASV332,23887
ASV86,motu65,ASV86,401609
ASV89,motu66,ASV89,319425
ASV89,motu66,ASV221,65155
ASV89,motu66,ASV425,12048
ASV89,motu66,ASV89,396628
ASV90,motu67,ASV90,315456
ASV91,motu68,ASV91,303693
ASV91,motu68,ASV119,218356
ASV91,motu68,ASV225,63049
ASV91,motu68,ASV204,74880
ASV91,motu68,ASV919,1375
ASV91,motu68,ASV91,661353
ASV93,motu69,ASV93,300668
ASV93,motu69,ASV739,2630
ASV93,motu69,ASV93,303298
ASV94,motu70,ASV94,300175
ASV94,motu70,ASV239,54372
ASV94,motu70,ASV1239,494
ASV94,motu70,ASV94,355041
ASV95,motu71,ASV95,299215
ASV95,motu71,ASV582,5158
ASV95,motu71,ASV95,304373
ASV98,motu72,ASV98,292092
ASV98,motu72,ASV2427,2
ASV98,motu72,ASV98,292094
ASV100,motu73,ASV100,276673
ASV100,motu73,ASV264,45327
ASV100,motu73,ASV100,322000
ASV101,motu74,ASV101,271080
ASV101,motu74,ASV579,5200
ASV101,motu74,ASV749,2571
ASV101,motu74,ASV969,1153
ASV101,motu74,ASV101,280004
ASV102,motu75,ASV102,268403
ASV102,motu75,ASV145,152585
ASV102,motu75,ASV1718,98
ASV102,motu75,ASV1947,41
ASV102,motu75,ASV227,61178
ASV102,motu75,ASV845,1784
ASV102,motu75,ASV1142,653
ASV102,motu75,ASV1483,224
ASV102,motu75,ASV1226,518
ASV102,motu75,ASV1646,126
ASV102,motu75,ASV102,485610
ASV103,motu76,ASV103,266964
ASV103,motu76,ASV164,107888
ASV103,motu76,ASV103,374852
ASV105,motu77,ASV105,263907
ASV105,motu77,ASV747,2593
ASV105,motu77,ASV1462,238
ASV105,motu77,ASV105,266738
ASV114,motu78,ASV114,229896
ASV115,motu79,ASV115,229617
ASV115,motu79,ASV331,23924
ASV115,motu79,ASV115,253541
ASV116,motu80,ASV116,227212
ASV116,motu80,ASV161,114127
ASV116,motu80,ASV816,1983
ASV116,motu80,ASV116,343322
ASV118,motu81,ASV118,219368
ASV118,motu81,ASV126,181528
ASV118,motu81,ASV269,43293
ASV118,motu81,ASV346,21396
ASV118,motu81,ASV427,12031
ASV118,motu81,ASV118,477616
ASV121,motu82,ASV121,214322
ASV121,motu82,ASV475,9026
ASV121,motu82,ASV121,223348
ASV125,motu83,ASV125,183180
ASV125,motu83,ASV248,51170
ASV125,motu83,ASV578,5202
ASV125,motu83,ASV125,239552
ASV130,motu84,ASV130,172530
ASV131,motu85,ASV131,171145
ASV132,motu86,ASV132,170367
ASV132,motu86,ASV133,169570
ASV132,motu86,ASV132,339937
ASV135,motu87,ASV135,168465
ASV135,motu87,ASV627,4144
ASV135,motu87,ASV135,172609
ASV136,motu88,ASV136,167521
ASV136,motu88,ASV154,130070
ASV136,motu88,ASV463,9446
ASV136,motu88,ASV909,1420
ASV136,motu88,ASV405,13366
ASV136,motu88,ASV657,3675
ASV136,motu88,ASV526,7110
ASV136,motu88,ASV136,332608
ASV137,motu89,ASV137,163374
ASV137,motu89,ASV177,94041
ASV137,motu89,ASV137,257415
ASV138,motu90,ASV138,160998
ASV141,motu91,ASV141,157363
ASV141,motu91,ASV151,139164
ASV141,motu91,ASV141,296527
ASV142,motu92,ASV142,155585
ASV143,motu93,ASV143,154895
ASV143,motu93,ASV268,43441
ASV143,motu93,ASV1341,358
ASV143,motu93,ASV143,198694
ASV147,motu94,ASV147,151021
ASV149,motu95,ASV149,149233
ASV149,motu95,ASV497,8290
ASV149,motu95,ASV149,157523
ASV150,motu96,ASV150,144180
ASV152,motu97,ASV152,136176
ASV153,motu98,ASV153,135329
ASV153,motu98,ASV181,89631
ASV153,motu98,ASV153,224960
ASV155,motu99,ASV155,126315
ASV156,motu100,ASV156,122307
ASV157,motu101,ASV157,119636
ASV159,motu102,ASV159,116339
ASV160,motu103,ASV160,114978
ASV162,motu104,ASV162,108904
ASV165,motu105,ASV165,101979
ASV167,motu106,ASV167,101925
ASV167,motu106,ASV1097,757
ASV167,motu106,ASV167,102682
ASV170,motu107,ASV170,97297
ASV170,motu107,ASV241,53259
ASV170,motu107,ASV2164,14
ASV170,motu107,ASV2165,14
ASV170,motu107,ASV170,150584
ASV172,motu108,ASV172,95738
ASV172,motu108,ASV789,2144
ASV172,motu108,ASV172,97882
ASV175,motu109,ASV175,95327
ASV176,motu110,ASV176,94940
ASV176,motu110,ASV213,70277
ASV176,motu110,ASV176,165217
ASV179,motu111,ASV179,91320
ASV180,motu112,ASV180,91215
ASV180,motu112,ASV191,80910
ASV180,motu112,ASV273,40827
ASV180,motu112,ASV360,18632
ASV180,motu112,ASV180,231584
ASV182,motu113,ASV182,88919
ASV182,motu113,ASV1061,816
ASV182,motu113,ASV182,89735
ASV184,motu114,ASV184,87086
ASV186,motu115,ASV186,83867
ASV187,motu116,ASV187,83380
ASV188,motu117,ASV188,82634
ASV188,motu117,ASV1673,114
ASV188,motu117,ASV188,82748
ASV193,motu118,ASV193,80732
ASV193,motu118,ASV306,30824
ASV193,motu118,ASV654,3719
ASV193,motu118,ASV695,3177
ASV193,motu118,ASV193,118452
ASV196,motu119,ASV196,80017
ASV196,motu119,ASV244,52199
ASV196,motu119,ASV282,37972
ASV196,motu119,ASV196,170188
ASV197,motu120,ASV197,79829
ASV197,motu120,ASV285,37221
ASV197,motu120,ASV197,117050
ASV201,motu121,ASV201,76210
ASV205,motu122,ASV205,73849
ASV207,motu123,ASV207,73049
ASV208,motu124,ASV208,73021
ASV208,motu124,ASV374,16710
ASV208,motu124,ASV448,10597
ASV208,motu124,ASV824,1944
ASV208,motu124,ASV208,102272
ASV210,motu125,ASV210,70584
ASV211,motu126,ASV211,70551
ASV211,motu126,ASV1068,806
ASV211,motu126,ASV2142,16
ASV211,motu126,ASV211,71373
ASV215,motu127,ASV215,69865
ASV222,motu128,ASV222,65023
ASV224,motu129,ASV224,63769
ASV224,motu129,ASV2328,5
ASV224,motu129,ASV224,63774
ASV232,motu130,ASV232,57785
ASV233,motu131,ASV233,57206
ASV233,motu131,ASV510,7769
ASV233,motu131,ASV233,64975
ASV240,motu132,ASV240,53947
ASV249,motu133,ASV249,51120
ASV250,motu134,ASV250,50918
ASV251,motu135,ASV251,50375
ASV251,motu135,ASV299,33506
ASV251,motu135,ASV1013,948
ASV251,motu135,ASV251,84829
ASV254,motu136,ASV254,49392
ASV255,motu137,ASV255,48385
ASV255,motu137,ASV572,5476
ASV255,motu137,ASV802,2042
ASV255,motu137,ASV255,55903
ASV267,motu138,ASV267,43879
ASV271,motu139,ASV271,41666
ASV271,motu139,ASV328,25063
ASV271,motu139,ASV271,66729
ASV275,motu140,ASV275,40268
ASV278,motu141,ASV278,39423
ASV278,motu141,ASV637,3967
ASV278,motu141,ASV278,43390
ASV279,motu142,ASV279,38892
ASV283,motu143,ASV283,37885
ASV283,motu143,ASV2009,31
ASV283,motu143,ASV283,37916
ASV284,motu144,ASV284,37674
ASV284,motu144,ASV1144,652
ASV284,motu144,ASV284,38326
ASV292,motu145,ASV292,35637
ASV293,motu146,ASV293,35418
ASV294,motu147,ASV294,35092
ASV297,motu148,ASV297,34245
ASV302,motu149,ASV302,32019
ASV308,motu150,ASV308,29845
ASV308,motu150,ASV489,8549
ASV308,motu150,ASV308,38394
ASV309,motu151,ASV309,29772
ASV310,motu152,ASV310,29733
ASV310,motu152,ASV361,18524
ASV310,motu152,ASV387,14666
