n_in_cluster,motu_reads,seed_asv,seed_reads,n_1readamplicon,max_iterations_to_limit,cumulative_steps,motu,seed_asv_reads,swarm_reads
1,2535,ASV650,2535,0,0,0,motu352,ASV650_2535,ASV650_2535
1,2492,ASV654,2492,0,0,0,motu353,ASV654_2492,ASV654_2492
2,2843,ASV655,2488,0,1,1,motu354,ASV655_2488,ASV655_2843
2,3034,ASV657,2453,0,1,1,motu355,ASV657_2453,ASV657_3034
2,2537,ASV658,2447,0,1,1,motu356,ASV658_2447,ASV658_2537
1,2425,ASV659,2425,0,0,0,motu357,ASV659_2425,ASV659_2425
1,2414,ASV661,2414,0,0,0,motu358,ASV661_2414,ASV661_2414
1,2409,ASV662,2409,0,0,0,motu359,ASV662_2409,ASV662_2409
1,2403,ASV663,2403,0,0,0,motu360,ASV663_2403,ASV663_2403
1,2397,ASV664,2397,0,0,0,motu361,ASV664_2397,ASV664_2397
3,2729,ASV665,2378,0,2,2,motu362,ASV665_2378,ASV665_2729
1,2378,ASV666,2378,0,0,0,motu363,ASV666_2378,ASV666_2378
1,2376,ASV667,2376,0,0,0,motu364,ASV667_2376,ASV667_2376
1,2349,ASV669,2349,0,0,0,motu365,ASV669_2349,ASV669_2349
1,2345,ASV670,2345,0,0,0,motu366,ASV670_2345,ASV670_2345
1,2305,ASV671,2305,0,0,0,motu367,ASV671_2305,ASV671_2305
1,2277,ASV672,2277,0,0,0,motu368,ASV672_2277,ASV672_2277
1,2269,ASV673,2269,0,0,0,motu369,ASV673_2269,ASV673_2269
1,2253,ASV674,2253,0,0,0,motu370,ASV674_2253,ASV674_2253
1,2220,ASV677,2220,0,0,0,motu371,ASV677_2220,ASV677_2220
1,2203,ASV678,2203,0,0,0,motu372,ASV678_2203,ASV678_2203
1,2200,ASV679,2200,0,0,0,motu373,ASV679_2200,ASV679_2200
1,2170,ASV681,2170,0,0,0,motu374,ASV681_2170,ASV681_2170
1,2130,ASV684,2130,0,0,0,motu375,ASV684_2130,ASV684_2130
1,2111,ASV685,2111,0,0,0,motu376,ASV685_2111,ASV685_2111
3,3008,ASV686,2102,0,1,1,motu377,ASV686_2102,ASV686_3008
1,2096,ASV687,2096,0,0,0,motu378,ASV687_2096,ASV687_2096
1,2076,ASV689,2076,0,0,0,motu379,ASV689_2076,ASV689_2076
1,2070,ASV690,2070,0,0,0,motu380,ASV690_2070,ASV690_2070
1,2051,ASV691,2051,0,0,0,motu381,ASV691_2051,ASV691_2051
1,2036,ASV692,2036,0,0,0,motu382,ASV692_2036,ASV692_2036
2,2151,ASV693,2036,0,1,1,motu383,ASV693_2036,ASV693_2151
2,2255,ASV697,2011,0,1,1,motu384,ASV697_2011,ASV697_2255
1,2000,ASV699,2000,0,0,0,motu385,ASV699_2000,ASV699_2000
1,2000,ASV700,2000,0,0,0,motu386,ASV700_2000,ASV700_2000
1,1997,ASV701,1997,0,0,0,motu387,ASV701_1997,ASV701_1997
5,3393,ASV703,1993,0,2,2,motu388,ASV703_1993,ASV703_3393
1,1985,ASV704,1985,0,0,0,motu389,ASV704_1985,ASV704_1985
1,1972,ASV708,1972,0,0,0,motu390,ASV708_1972,ASV708_1972
1,1946,ASV711,1946,0,0,0,motu391,ASV711_1946,ASV711_1946
1,1944,ASV712,1944,0,0,0,motu392,ASV712_1944,ASV712_1944
1,1904,ASV714,1904,0,0,0,motu393,ASV714_1904,ASV714_1904
1,1880,ASV715,1880,0,0,0,motu394,ASV715_1880,ASV715_1880
1,1871,ASV717,1871,0,0,0,motu395,ASV717_1871,ASV717_1871
1,1851,ASV720,1851,0,0,0,motu396,ASV720_1851,ASV720_1851
1,1850,ASV721,1850,0,0,0,motu397,ASV721_1850,ASV721_1850
2,1917,ASV725,1836,0,1,1,motu398,ASV725_1836,ASV725_1917
1,1834,ASV726,1834,0,0,0,motu399,ASV726_1834,ASV726_1834
1,1806,ASV727,1806,0,0,0,motu400,ASV727_1806,ASV727_1806
2,2266,ASV728,1805,0,1,1,motu401,ASV728_1805,ASV728_2266
1,1782,ASV732,1782,0,0,0,motu402,ASV732_1782,ASV732_1782
1,1765,ASV733,1765,0,0,0,motu403,ASV733_1765,ASV733_1765
1,1752,ASV734,1752,0,0,0,motu404,ASV734_1752,ASV734_1752
1,1738,ASV737,1738,0,0,0,motu405,ASV737_1738,ASV737_1738
1,1736,ASV738,1736,0,0,0,motu406,ASV738_1736,ASV738_1736
1,1732,ASV739,1732,0,0,0,motu407,ASV739_1732,ASV739_1732
1,1715,ASV741,1715,0,0,0,motu408,ASV741_1715,ASV741_1715
1,1702,ASV742,1702,0,0,0,motu409,ASV742_1702,ASV742_1702
1,1695,ASV743,1695,0,0,0,motu410,ASV743_1695,ASV743_1695
1,1692,ASV744,1692,0,0,0,motu411,ASV744_1692,ASV744_1692
1,1688,ASV745,1688,0,0,0,motu412,ASV745_1688,ASV745_1688
1,1672,ASV747,1672,0,0,0,motu413,ASV747_1672,ASV747_1672
2,1726,ASV748,1668,0,1,1,motu414,ASV748_1668,ASV748_1726
1,1666,ASV749,1666,0,0,0,motu415,ASV749_1666,ASV749_1666
2,2413,ASV750,1662,0,1,1,motu416,ASV750_1662,ASV750_2413
1,1655,ASV751,1655,0,0,0,motu417,ASV751_1655,ASV751_1655
1,1643,ASV752,1643,0,0,0,motu418,ASV752_1643,ASV752_1643
1,1641,ASV753,1641,0,0,0,motu419,ASV753_1641,ASV753_1641
1,1614,ASV755,1614,0,0,0,motu420,ASV755_1614,ASV755_1614
1,1591,ASV759,1591,0,0,0,motu421,ASV759_1591,ASV759_1591
1,1589,ASV760,1589,0,0,0,motu422,ASV760_1589,ASV760_1589
1,1588,ASV761,1588,0,0,0,motu423,ASV761_1588,ASV761_1588
1,1584,ASV764,1584,0,0,0,motu424,ASV764_1584,ASV764_1584
1,1580,ASV766,1580,0,0,0,motu425,ASV766_1580,ASV766_1580
1,1560,ASV767,1560,0,0,0,motu426,ASV767_1560,ASV767_1560
1,1556,ASV768,1556,0,0,0,motu427,ASV768_1556,ASV768_1556
1,1545,ASV769,1545,0,0,0,motu428,ASV769_1545,ASV769_1545
1,1522,ASV771,1522,0,0,0,motu429,ASV771_1522,ASV771_1522
1,1503,ASV772,1503,0,0,0,motu430,ASV772_1503,ASV772_1503
1,1498,ASV773,1498,0,0,0,motu431,ASV773_1498,ASV773_1498
1,1496,ASV774,1496,0,0,0,motu432,ASV774_1496,ASV774_1496
1,1495,ASV775,1495,0,0,0,motu433,ASV775_1495,ASV775_1495
1,1480,ASV776,1480,0,0,0,motu434,ASV776_1480,ASV776_1480
1,1474,ASV777,1474,0,0,0,motu435,ASV777_1474,ASV777_1474
1,1471,ASV779,1471,0,0,0,motu436,ASV779_1471,ASV779_1471
1,1471,ASV781,1471,0,0,0,motu437,ASV781_1471,ASV781_1471
1,1445,ASV784,1445,0,0,0,motu438,ASV784_1445,ASV784_1445
1,1445,ASV785,1445,0,0,0,motu439,ASV785_1445,ASV785_1445
1,1443,ASV786,1443,0,0,0,motu440,ASV786_1443,ASV786_1443
1,1432,ASV787,1432,0,0,0,motu441,ASV787_1432,ASV787_1432
1,1432,ASV788,1432,0,0,0,motu442,ASV788_1432,ASV788_1432
1,1425,ASV789,1425,0,0,0,motu443,ASV789_1425,ASV789_1425
1,1406,ASV794,1406,0,0,0,motu444,ASV794_1406,ASV794_1406
1,1403,ASV795,1403,0,0,0,motu445,ASV795_1403,ASV795_1403
1,1398,ASV796,1398,0,0,0,motu446,ASV796_1398,ASV796_1398
1,1388,ASV798,1388,0,0,0,motu447,ASV798_1388,ASV798_1388
2,1471,ASV800,1374,0,1,1,motu448,ASV800_1374,ASV800_1471
2,1366,ASV803,1348,0,1,1,motu449,ASV803_1348,ASV803_1366
1,1337,ASV804,1337,0,0,0,motu450,ASV804_1337,ASV804_1337
1,1332,ASV805,1332,0,0,0,motu451,ASV805_1332,ASV805_1332
1,1322,ASV806,1322,0,0,0,motu452,ASV806_1322,ASV806_1322
1,1310,ASV807,1310,0,0,0,motu453,ASV807_1310,ASV807_1310
1,1281,ASV810,1281,0,0,0,motu454,ASV810_1281,ASV810_1281
1,1271,ASV813,1271,0,0,0,motu455,ASV813_1271,ASV813_1271
1,1267,ASV815,1267,0,0,0,motu456,ASV815_1267,ASV815_1267
1,1261,ASV816,1261,0,0,0,motu457,ASV816_1261,ASV816_1261
1,1258,ASV817,1258,0,0,0,motu458,ASV817_1258,ASV817_1258
2,1658,ASV819,1252,0,1,1,motu459,ASV819_1252,ASV819_1658
1,1246,ASV820,1246,0,0,0,motu460,ASV820_1246,ASV820_1246
1,1244,ASV821,1244,0,0,0,motu461,ASV821_1244,ASV821_1244
1,1239,ASV822,1239,0,0,0,motu462,ASV822_1239,ASV822_1239
1,1231,ASV824,1231,0,0,0,motu463,ASV824_1231,ASV824_1231
3,2255,ASV825,1227,0,2,2,motu464,ASV825_1227,ASV825_2255
4,2268,ASV826,1225,0,2,2,motu465,ASV826_1225,ASV826_2268
1,1213,ASV828,1213,0,0,0,motu466,ASV828_1213,ASV828_1213
1,1212,ASV829,1212,0,0,0,motu467,ASV829_1212,ASV829_1212
1,1208,ASV830,1208,0,0,0,motu468,ASV830_1208,ASV830_1208
1,1194,ASV832,1194,0,0,0,motu469,ASV832_1194,ASV832_1194
1,1188,ASV834,1188,0,0,0,motu470,ASV834_1188,ASV834_1188
1,1170,ASV837,1170,0,0,0,motu471,ASV837_1170,ASV837_1170
1,1160,ASV841,1160,0,0,0,motu472,ASV841_1160,ASV841_1160
1,1160,ASV842,1160,0,0,0,motu473,ASV842_1160,ASV842_1160
2,1293,ASV843,1158,0,1,1,motu474,ASV843_1158,ASV843_1293
1,1153,ASV844,1153,0,0,0,motu475,ASV844_1153,ASV844_1153
1,1153,ASV845,1153,0,0,0,motu476,ASV845_1153,ASV845_1153
1,1143,ASV846,1143,0,0,0,motu477,ASV846_1143,ASV846_1143
1,1120,ASV848,1120,0,0,0,motu478,ASV848_1120,ASV848_1120
1,1117,ASV849,1117,0,0,0,motu479,ASV849_1117,ASV849_1117
1,1109,ASV850,1109,0,0,0,motu480,ASV850_1109,ASV850_1109
1,1100,ASV851,1100,0,0,0,motu481,ASV851_1100,ASV851_1100
1,1091,ASV852,1091,0,0,0,motu482,ASV852_1091,ASV852_1091
1,1089,ASV853,1089,0,0,0,motu483,ASV853_1089,ASV853_1089
1,1083,ASV855,1083,0,0,0,motu484,ASV855_1083,ASV855_1083
1,1082,ASV856,1082,0,0,0,motu485,ASV856_1082,ASV856_1082
1,1067,ASV858,1067,0,0,0,motu486,ASV858_1067,ASV858_1067
1,1057,ASV860,1057,0,0,0,motu487,ASV860_1057,ASV860_1057
1,1041,ASV862,1041,0,0,0,motu488,ASV862_1041,ASV862_1041
1,1009,ASV867,1009,0,0,0,motu489,ASV867_1009,ASV867_1009
1,1007,ASV868,1007,0,0,0,motu490,ASV868_1007,ASV868_1007
1,995,ASV869,995,0,0,0,motu491,ASV869_995,ASV869_995
1,995,ASV870,995,0,0,0,motu492,ASV870_995,ASV870_995
1,992,ASV871,992,0,0,0,motu493,ASV871_992,ASV871_992
1,992,ASV872,992,0,0,0,motu494,ASV872_992,ASV872_992
1,988,ASV873,988,0,0,0,motu495,ASV873_988,ASV873_988
2,1004,ASV874,983,0,1,1,motu496,ASV874_983,ASV874_1004
1,983,ASV875,983,0,0,0,motu497,ASV875_983,ASV875_983
1,963,ASV878,963,0,0,0,motu498,ASV878_963,ASV878_963
1,962,ASV879,962,0,0,0,motu499,ASV879_962,ASV879_962
1,960,ASV880,960,0,0,0,motu500,ASV880_960,ASV880_960
1,954,ASV881,954,0,0,0,motu501,ASV881_954,ASV881_954
3,1033,ASV882,948,0,2,2,motu502,ASV882_948,ASV882_1033
1,947,ASV883,947,0,0,0,motu503,ASV883_947,ASV883_947
1,946,ASV884,946,0,0,0,motu504,ASV884_946,ASV884_946
1,938,ASV885,938,0,0,0,motu505,ASV885_938,ASV885_938
1,930,ASV886,930,0,0,0,motu506,ASV886_930,ASV886_930
1,919,ASV890,919,0,0,0,motu507,ASV890_919,ASV890_919
1,916,ASV891,916,0,0,0,motu508,ASV891_916,ASV891_916
2,994,ASV892,913,0,1,1,motu509,ASV892_913,ASV892_994
1,911,ASV893,911,0,0,0,motu510,ASV893_911,ASV893_911
1,907,ASV894,907,0,0,0,motu511,ASV894_907,ASV894_907
1,904,ASV895,904,0,0,0,motu512,ASV895_904,ASV895_904
2,1325,ASV896,904,0,1,1,motu513,ASV896_904,ASV896_1325
3,1208,ASV897,902,0,1,1,motu514,ASV897_902,ASV897_1208
1,901,ASV898,901,0,0,0,motu515,ASV898_901,ASV898_901
1,898,ASV900,898,0,0,0,motu516,ASV900_898,ASV900_898
1,892,ASV901,892,0,0,0,motu517,ASV901_892,ASV901_892
1,888,ASV903,888,0,0,0,motu518,ASV903_888,ASV903_888
1,885,ASV904,885,0,0,0,motu519,ASV904_885,ASV904_885
1,885,ASV905,885,0,0,0,motu520,ASV905_885,ASV905_885
1,879,ASV906,879,0,0,0,motu521,ASV906_879,ASV906_879
1,879,ASV907,879,0,0,0,motu522,ASV907_879,ASV907_879
1,876,ASV908,876,0,0,0,motu523,ASV908_876,ASV908_876
2,937,ASV909,876,0,1,1,motu524,ASV909_876,ASV909_937
1,866,ASV910,866,0,0,0,motu525,ASV910_866,ASV910_866
1,864,ASV911,864,0,0,0,motu526,ASV911_864,ASV911_864
1,862,ASV912,862,0,0,0,motu527,ASV912_862,ASV912_862
1,858,ASV913,858,0,0,0,motu528,ASV913_858,ASV913_858
1,857,ASV914,857,0,0,0,motu529,ASV914_857,ASV914_857
1,848,ASV915,848,0,0,0,motu530,ASV915_848,ASV915_848
1,846,ASV916,846,0,0,0,motu531,ASV916_846,ASV916_846
1,844,ASV917,844,0,0,0,motu532,ASV917_844,ASV917_844
1,844,ASV918,844,0,0,0,motu533,ASV918_844,ASV918_844
1,840,ASV919,840,0,0,0,motu534,ASV919_840,ASV919_840
1,837,ASV920,837,0,0,0,motu535,ASV920_837,ASV920_837
1,836,ASV921,836,0,0,0,motu536,ASV921_836,ASV921_836
1,834,ASV922,834,0,0,0,motu537,ASV922_834,ASV922_834
1,823,ASV924,823,0,0,0,motu538,ASV924_823,ASV924_823
2,888,ASV926,819,0,1,1,motu539,ASV926_819,ASV926_888
1,818,ASV927,818,0,0,0,motu540,ASV927_818,ASV927_818
1,815,ASV928,815,0,0,0,motu541,ASV928_815,ASV928_815
1,812,ASV929,812,0,0,0,motu542,ASV929_812,ASV929_812
1,809,ASV930,809,0,0,0,motu543,ASV930_809,ASV930_809
1,808,ASV931,808,0,0,0,motu544,ASV931_808,ASV931_808
1,807,ASV932,807,0,0,0,motu545,ASV932_807,ASV932_807
1,803,ASV934,803,0,0,0,motu546,ASV934_803,ASV934_803
1,801,ASV935,801,0,0,0,motu547,ASV935_801,ASV935_801
1,798,ASV936,798,0,0,0,motu548,ASV936_798,ASV936_798
1,795,ASV937,795,0,0,0,motu549,ASV937_795,ASV937_795
1,795,ASV938,795,0,0,0,motu550,ASV938_795,ASV938_795
1,793,ASV939,793,0,0,0,motu551,ASV939_793,ASV939_793
1,792,ASV940,792,0,0,0,motu552,ASV940_792,ASV940_792
1,788,ASV941,788,0,0,0,motu553,ASV941_788,ASV941_788
1,785,ASV942,785,0,0,0,motu554,ASV942_785,ASV942_785
1,785,ASV943,785,0,0,0,motu555,ASV943_785,ASV943_785
1,784,ASV944,784,0,0,0,motu556,ASV944_784,ASV944_784
1,783,ASV945,783,0,0,0,motu557,ASV945_783,ASV945_783
1,781,ASV946,781,0,0,0,motu558,ASV946_781,ASV946_781
1,779,ASV947,779,0,0,0,motu559,ASV947_779,ASV947_779
1,777,ASV948,777,0,0,0,motu560,ASV948_777,ASV948_777
1,775,ASV949,775,0,0,0,motu561,ASV949_775,ASV949_775
1,772,ASV950,772,0,0,0,motu562,ASV950_772,ASV950_772
1,764,ASV951,764,0,0,0,motu563,ASV951_764,ASV951_764
1,759,ASV953,759,0,0,0,motu564,ASV953_759,ASV953_759
1,757,ASV954,757,0,0,0,motu565,ASV954_757,ASV954_757
1,757,ASV955,757,0,0,0,motu566,ASV955_757,ASV955_757
1,757,ASV956,757,0,0,0,motu567,ASV956_757,ASV956_757
2,796,ASV958,756,0,1,1,motu568,ASV958_756,ASV958_796
1,752,ASV960,752,0,0,0,motu569,ASV960_752,ASV960_752
1,750,ASV963,750,0,0,0,motu570,ASV963_750,ASV963_750
1,750,ASV964,750,0,0,0,motu571,ASV964_750,ASV964_750
1,747,ASV965,747,0,0,0,motu572,ASV965_747,ASV965_747
2,758,ASV966,736,0,1,1,motu573,ASV966_736,ASV966_758
1,735,ASV968,735,0,0,0,motu574,ASV968_735,ASV968_735
1,717,ASV970,717,0,0,0,motu575,ASV970_717,ASV970_717
2,1222,ASV971,700,0,1,1,motu576,ASV971_700,ASV971_1222
1,699,ASV972,699,0,0,0,motu577,ASV972_699,ASV972_699
1,697,ASV973,697,0,0,0,motu578,ASV973_697,ASV973_697
4,1251,ASV974,695,0,2,2,motu579,ASV974_695,ASV974_1251
3,935,ASV976,693,0,1,1,motu580,ASV976_693,ASV976_935
3,1406,ASV977,691,0,1,1,motu581,ASV977_691,ASV977_1406
1,690,ASV978,690,0,0,0,motu582,ASV978_690,ASV978_690
1,688,ASV979,688,0,0,0,motu583,ASV979_688,ASV979_688
1,688,ASV980,688,0,0,0,motu584,ASV980_688,ASV980_688
2,1298,ASV981,686,0,1,1,motu585,ASV981_686,ASV981_1298
2,1224,ASV982,685,0,1,1,motu586,ASV982_685,ASV982_1224
1,685,ASV983,685,0,0,0,motu587,ASV983_685,ASV983_685
1,683,ASV984,683,0,0,0,motu588,ASV984_683,ASV984_683
1,675,ASV985,675,0,0,0,motu589,ASV985_675,ASV985_675
2,824,ASV987,674,0,1,1,motu590,ASV987_674,ASV987_824
1,670,ASV988,670,0,0,0,motu591,ASV988_670,ASV988_670
1,669,ASV990,669,0,0,0,motu592,ASV990_669,ASV990_669
1,668,ASV991,668,0,0,0,motu593,ASV991_668,ASV991_668
1,668,ASV992,668,0,0,0,motu594,ASV992_668,ASV992_668
1,667,ASV993,667,0,0,0,motu595,ASV993_667,ASV993_667
1,666,ASV994,666,0,0,0,motu596,ASV994_666,ASV994_666
3,742,ASV995,662,0,1,1,motu597,ASV995_662,ASV995_742
1,659,ASV996,659,0,0,0,motu598,ASV996_659,ASV996_659
1,656,ASV997,656,0,0,0,motu599,ASV997_656,ASV997_656
1,649,ASV1001,649,0,0,0,motu600,ASV1001_649,ASV1001_649
1,646,ASV1003,646,0,0,0,motu601,ASV1003_646,ASV1003_646
1,644,ASV1004,644,0,0,0,motu602,ASV1004_644,ASV1004_644
1,641,ASV1005,641,0,0,0,motu603,ASV1005_641,ASV1005_641
1,639,ASV1006,639,0,0,0,motu604,ASV1006_639,ASV1006_639
1,635,ASV1008,635,0,0,0,motu605,ASV1008_635,ASV1008_635
1,634,ASV1009,634,0,0,0,motu606,ASV1009_634,ASV1009_634
1,633,ASV1010,633,0,0,0,motu607,ASV1010_633,ASV1010_633
1,631,ASV1011,631,0,0,0,motu608,ASV1011_631,ASV1011_631
1,628,ASV1013,628,0,0,0,motu609,ASV1013_628,ASV1013_628
1,616,ASV1014,616,0,0,0,motu610,ASV1014_616,ASV1014_616
1,614,ASV1015,614,0,0,0,motu611,ASV1015_614,ASV1015_614
1,612,ASV1016,612,0,0,0,motu612,ASV1016_612,ASV1016_612
1,610,ASV1018,610,0,0,0,motu613,ASV1018_610,ASV1018_610
1,605,ASV1020,605,0,0,0,motu614,ASV1020_605,ASV1020_605
1,604,ASV1021,604,0,0,0,motu615,ASV1021_604,ASV1021_604
1,600,ASV1022,600,0,0,0,motu616,ASV1022_600,ASV1022_600
1,598,ASV1023,598,0,0,0,motu617,ASV1023_598,ASV1023_598
1,593,ASV1024,593,0,0,0,motu618,ASV1024_593,ASV1024_593
1,592,ASV1025,592,0,0,0,motu619,ASV1025_592,ASV1025_592
1,592,ASV1026,592,0,0,0,motu620,ASV1026_592,ASV1026_592
1,586,ASV1027,586,0,0,0,motu621,ASV1027_586,ASV1027_586
1,585,ASV1028,585,0,0,0,motu622,ASV1028_585,ASV1028_585
1,583,ASV1029,583,0,0,0,motu623,ASV1029_583,ASV1029_583
1,579,ASV1032,579,0,0,0,motu624,ASV1032_579,ASV1032_579
1,577,ASV1033,577,0,0,0,motu625,ASV1033_577,ASV1033_577
3,931,ASV1034,577,0,2,2,motu626,ASV1034_577,ASV1034_931
1,574,ASV1036,574,0,0,0,motu627,ASV1036_574,ASV1036_574
1,573,ASV1038,573,0,0,0,motu628,ASV1038_573,ASV1038_573
1,570,ASV1039,570,0,0,0,motu629,ASV1039_570,ASV1039_570
1,569,ASV1040,569,0,0,0,motu630,ASV1040_569,ASV1040_569
1,566,ASV1041,566,0,0,0,motu631,ASV1041_566,ASV1041_566
1,556,ASV1042,556,0,0,0,motu632,ASV1042_556,ASV1042_556
1,556,ASV1043,556,0,0,0,motu633,ASV1043_556,ASV1043_556
1,555,ASV1044,555,0,0,0,motu634,ASV1044_555,ASV1044_555
1,553,ASV1045,553,0,0,0,motu635,ASV1045_553,ASV1045_553
1,551,ASV1047,551,0,0,0,motu636,ASV1047_551,ASV1047_551
1,549,ASV1048,549,0,0,0,motu637,ASV1048_549,ASV1048_549
1,546,ASV1050,546,0,0,0,motu638,ASV1050_546,ASV1050_546
1,545,ASV1051,545,0,0,0,motu639,ASV1051_545,ASV1051_545
1,544,ASV1053,544,0,0,0,motu640,ASV1053_544,ASV1053_544
1,544,ASV1054,544,0,0,0,motu641,ASV1054_544,ASV1054_544
1,543,ASV1055,543,0,0,0,motu642,ASV1055_543,ASV1055_543
1,542,ASV1057,542,0,0,0,motu643,ASV1057_542,ASV1057_542
1,539,ASV1060,539,0,0,0,motu644,ASV1060_539,ASV1060_539
2,875,ASV1061,538,0,1,1,motu645,ASV1061_538,ASV1061_875
1,537,ASV1062,537,0,0,0,motu646,ASV1062_537,ASV1062_537
1,535,ASV1064,535,0,0,0,motu647,ASV1064_535,ASV1064_535
1,534,ASV1065,534,0,0,0,motu648,ASV1065_534,ASV1065_534
1,533,ASV1066,533,0,0,0,motu649,ASV1066_533,ASV1066_533
1,533,ASV1067,533,0,0,0,motu650,ASV1067_533,ASV1067_533
1,532,ASV1068,532,0,0,0,motu651,ASV1068_532,ASV1068_532
1,527,ASV1069,527,0,0,0,motu652,ASV1069_527,ASV1069_527
1,526,ASV1070,526,0,0,0,motu653,ASV1070_526,ASV1070_526
1,525,ASV1071,525,0,0,0,motu654,ASV1071_525,ASV1071_525
1,523,ASV1072,523,0,0,0,motu655,ASV1072_523,ASV1072_523
1,521,ASV1075,521,0,0,0,motu656,ASV1075_521,ASV1075_521
1,514,ASV1077,514,0,0,0,motu657,ASV1077_514,ASV1077_514
1,511,ASV1079,511,0,0,0,motu658,ASV1079_511,ASV1079_511
1,510,ASV1081,510,0,0,0,motu659,ASV1081_510,ASV1081_510
2,568,ASV1082,507,0,1,1,motu660,ASV1082_507,ASV1082_568
1,504,ASV1084,504,0,0,0,motu661,ASV1084_504,ASV1084_504
1,503,ASV1086,503,0,0,0,motu662,ASV1086_503,ASV1086_503
1,501,ASV1087,501,0,0,0,motu663,ASV1087_501,ASV1087_501
1,493,ASV1089,493,0,0,0,motu664,ASV1089_493,ASV1089_493
1,493,ASV1090,493,0,0,0,motu665,ASV1090_493,ASV1090_493
1,492,ASV1091,492,0,0,0,motu666,ASV1091_492,ASV1091_492
1,491,ASV1092,491,0,0,0,motu667,ASV1092_491,ASV1092_491
1,490,ASV1093,490,0,0,0,motu668,ASV1093_490,ASV1093_490
2,594,ASV1094,489,0,1,1,motu669,ASV1094_489,ASV1094_594
2,586,ASV1095,482,0,1,1,motu670,ASV1095_482,ASV1095_586
1,480,ASV1096,480,0,0,0,motu671,ASV1096_480,ASV1096_480
1,478,ASV1097,478,0,0,0,motu672,ASV1097_478,ASV1097_478
1,476,ASV1098,476,0,0,0,motu673,ASV1098_476,ASV1098_476
1,476,ASV1099,476,0,0,0,motu674,ASV1099_476,ASV1099_476
1,474,ASV1100,474,0,0,0,motu675,ASV1100_474,ASV1100_474
1,474,ASV1101,474,0,0,0,motu676,ASV1101_474,ASV1101_474
1,467,ASV1104,467,0,0,0,motu677,ASV1104_467,ASV1104_467
1,467,ASV1105,467,0,0,0,motu678,ASV1105_467,ASV1105_467
2,488,ASV1107,462,0,1,1,motu679,ASV1107_462,ASV1107_488
1,462,ASV1108,462,0,0,0,motu680,ASV1108_462,ASV1108_462
1,460,ASV1110,460,0,0,0,motu681,ASV1110_460,ASV1110_460
1,460,ASV1111,460,0,0,0,motu682,ASV1111_460,ASV1111_460
1,458,ASV1112,458,0,0,0,motu683,ASV1112_458,ASV1112_458
1,455,ASV1113,455,0,0,0,motu684,ASV1113_455,ASV1113_455
2,777,ASV1114,454,0,1,1,motu685,ASV1114_454,ASV1114_777
1,453,ASV1115,453,0,0,0,motu686,ASV1115_453,ASV1115_453
1,444,ASV1117,444,0,0,0,motu687,ASV1117_444,ASV1117_444
1,442,ASV1118,442,0,0,0,motu688,ASV1118_442,ASV1118_442
1,440,ASV1119,440,0,0,0,motu689,ASV1119_440,ASV1119_440
1,440,ASV1120,440,0,0,0,motu690,ASV1120_440,ASV1120_440
1,438,ASV1121,438,0,0,0,motu691,ASV1121_438,ASV1121_438
1,436,ASV1122,436,0,0,0,motu692,ASV1122_436,ASV1122_436
1,435,ASV1124,435,0,0,0,motu693,ASV1124_435,ASV1124_435
1,434,ASV1125,434,0,0,0,motu694,ASV1125_434,ASV1125_434
1,431,ASV1126,431,0,0,0,motu695,ASV1126_431,ASV1126_431
1,431,ASV1127,431,0,0,0,motu696,ASV1127_431,ASV1127_431
1,426,ASV1131,426,0,0,0,motu697,ASV1131_426,ASV1131_426
1,424,ASV1133,424,0,0,0,motu698,ASV1133_424,ASV1133_424
2,652,ASV1134,422,0,1,1,motu699,ASV1134_422,ASV1134_652
1,417,ASV1136,417,0,0,0,motu700,ASV1136_417,ASV1136_417
1,416,ASV1137,416,0,0,0,motu701,ASV1137_416,ASV1137_416
1,416,ASV1138,416,0,0,0,motu702,ASV1138_416,ASV1138_416
1,416,ASV1139,416,0,0,0,motu703,ASV1139_416,ASV1139_416
1,413,ASV1140,413,0,0,0,motu704,ASV1140_413,ASV1140_413
1,413,ASV1141,413,0,0,0,motu705,ASV1141_413,ASV1141_413
1,412,ASV1142,412,0,0,0,motu706,ASV1142_412,ASV1142_412
1,410,ASV1143,410,0,0,0,motu707,ASV1143_410,ASV1143_410
1,408,ASV1144,408,0,0,0,motu708,ASV1144_408,ASV1144_408
1,402,ASV1148,402,0,0,0,motu709,ASV1148_402,ASV1148_402
1,400,ASV1149,400,0,0,0,motu710,ASV1149_400,ASV1149_400
1,399,ASV1150,399,0,0,0,motu711,ASV1150_399,ASV1150_399
1,398,ASV1151,398,0,0,0,motu712,ASV1151_398,ASV1151_398
1,398,ASV1152,398,0,0,0,motu713,ASV1152_398,ASV1152_398
1,396,ASV1153,396,0,0,0,motu714,ASV1153_396,ASV1153_396
1,390,ASV1155,390,0,0,0,motu715,ASV1155_390,ASV1155_390
1,388,ASV1156,388,0,0,0,motu716,ASV1156_388,ASV1156_388
2,706,ASV1158,387,0,1,1,motu717,ASV1158_387,ASV1158_706
1,387,ASV1159,387,0,0,0,motu718,ASV1159_387,ASV1159_387
1,384,ASV1161,384,0,0,0,motu719,ASV1161_384,ASV1161_384
1,376,ASV1165,376,0,0,0,motu720,ASV1165_376,ASV1165_376
1,372,ASV1167,372,0,0,0,motu721,ASV1167_372,ASV1167_372
