n_in_cluster,motu_reads,seed_asv,seed_reads,n_1readamplicon,max_iterations_to_limit,cumulative_steps,motu,seed_asv_reads,swarm_reads
1,7,ASV2297,7,0,0,0,motu1504,ASV2297_7,ASV2297_7
1,7,ASV2298,7,0,0,0,motu1505,ASV2298_7,ASV2298_7
1,7,ASV2299,7,0,0,0,motu1506,ASV2299_7,ASV2299_7
1,7,ASV2300,7,0,0,0,motu1507,ASV2300_7,ASV2300_7
1,6,ASV2302,6,0,0,0,motu1508,ASV2302_6,ASV2302_6
1,6,ASV2303,6,0,0,0,motu1509,ASV2303_6,ASV2303_6
1,6,ASV2304,6,0,0,0,motu1510,ASV2304_6,ASV2304_6
1,6,ASV2305,6,0,0,0,motu1511,ASV2305_6,ASV2305_6
1,6,ASV2306,6,0,0,0,motu1512,ASV2306_6,ASV2306_6
1,6,ASV2307,6,0,0,0,motu1513,ASV2307_6,ASV2307_6
1,6,ASV2308,6,0,0,0,motu1514,ASV2308_6,ASV2308_6
1,6,ASV2309,6,0,0,0,motu1515,ASV2309_6,ASV2309_6
1,6,ASV2310,6,0,0,0,motu1516,ASV2310_6,ASV2310_6
1,6,ASV2311,6,0,0,0,motu1517,ASV2311_6,ASV2311_6
1,6,ASV2312,6,0,0,0,motu1518,ASV2312_6,ASV2312_6
1,6,ASV2313,6,0,0,0,motu1519,ASV2313_6,ASV2313_6
1,6,ASV2314,6,0,0,0,motu1520,ASV2314_6,ASV2314_6
1,6,ASV2315,6,0,0,0,motu1521,ASV2315_6,ASV2315_6
1,6,ASV2316,6,0,0,0,motu1522,ASV2316_6,ASV2316_6
1,6,ASV2317,6,0,0,0,motu1523,ASV2317_6,ASV2317_6
1,6,ASV2318,6,0,0,0,motu1524,ASV2318_6,ASV2318_6
1,6,ASV2319,6,0,0,0,motu1525,ASV2319_6,ASV2319_6
1,6,ASV2320,6,0,0,0,motu1526,ASV2320_6,ASV2320_6
1,6,ASV2321,6,0,0,0,motu1527,ASV2321_6,ASV2321_6
1,6,ASV2322,6,0,0,0,motu1528,ASV2322_6,ASV2322_6
1,6,ASV2323,6,0,0,0,motu1529,ASV2323_6,ASV2323_6
1,6,ASV2324,6,0,0,0,motu1530,ASV2324_6,ASV2324_6
1,6,ASV2325,6,0,0,0,motu1531,ASV2325_6,ASV2325_6
1,5,ASV2326,5,0,0,0,motu1532,ASV2326_5,ASV2326_5
1,5,ASV2327,5,0,0,0,motu1533,ASV2327_5,ASV2327_5
1,5,ASV2329,5,0,0,0,motu1534,ASV2329_5,ASV2329_5
1,5,ASV2330,5,0,0,0,motu1535,ASV2330_5,ASV2330_5
1,5,ASV2331,5,0,0,0,motu1536,ASV2331_5,ASV2331_5
1,5,ASV2332,5,0,0,0,motu1537,ASV2332_5,ASV2332_5
1,5,ASV2333,5,0,0,0,motu1538,ASV2333_5,ASV2333_5
1,5,ASV2334,5,0,0,0,motu1539,ASV2334_5,ASV2334_5
1,5,ASV2335,5,0,0,0,motu1540,ASV2335_5,ASV2335_5
1,5,ASV2336,5,0,0,0,motu1541,ASV2336_5,ASV2336_5
1,5,ASV2337,5,0,0,0,motu1542,ASV2337_5,ASV2337_5
1,5,ASV2338,5,0,0,0,motu1543,ASV2338_5,ASV2338_5
1,5,ASV2339,5,0,0,0,motu1544,ASV2339_5,ASV2339_5
1,5,ASV2340,5,0,0,0,motu1545,ASV2340_5,ASV2340_5
1,5,ASV2341,5,0,0,0,motu1546,ASV2341_5,ASV2341_5
1,5,ASV2342,5,0,0,0,motu1547,ASV2342_5,ASV2342_5
1,5,ASV2343,5,0,0,0,motu1548,ASV2343_5,ASV2343_5
1,5,ASV2344,5,0,0,0,motu1549,ASV2344_5,ASV2344_5
1,5,ASV2345,5,0,0,0,motu1550,ASV2345_5,ASV2345_5
1,5,ASV2346,5,0,0,0,motu1551,ASV2346_5,ASV2346_5
1,5,ASV2347,5,0,0,0,motu1552,ASV2347_5,ASV2347_5
1,5,ASV2348,5,0,0,0,motu1553,ASV2348_5,ASV2348_5
1,5,ASV2349,5,0,0,0,motu1554,ASV2349_5,ASV2349_5
1,4,ASV2350,4,0,0,0,motu1555,ASV2350_4,ASV2350_4
1,4,ASV2351,4,0,0,0,motu1556,ASV2351_4,ASV2351_4
1,4,ASV2352,4,0,0,0,motu1557,ASV2352_4,ASV2352_4
1,4,ASV2353,4,0,0,0,motu1558,ASV2353_4,ASV2353_4
1,4,ASV2354,4,0,0,0,motu1559,ASV2354_4,ASV2354_4
1,4,ASV2355,4,0,0,0,motu1560,ASV2355_4,ASV2355_4
1,4,ASV2356,4,0,0,0,motu1561,ASV2356_4,ASV2356_4
1,4,ASV2357,4,0,0,0,motu1562,ASV2357_4,ASV2357_4
1,4,ASV2358,4,0,0,0,motu1563,ASV2358_4,ASV2358_4
1,4,ASV2359,4,0,0,0,motu1564,ASV2359_4,ASV2359_4
1,4,ASV2360,4,0,0,0,motu1565,ASV2360_4,ASV2360_4
1,4,ASV2361,4,0,0,0,motu1566,ASV2361_4,ASV2361_4
1,4,ASV2362,4,0,0,0,motu1567,ASV2362_4,ASV2362_4
1,4,ASV2363,4,0,0,0,motu1568,ASV2363_4,ASV2363_4
1,4,ASV2364,4,0,0,0,motu1569,ASV2364_4,ASV2364_4
1,4,ASV2365,4,0,0,0,motu1570,ASV2365_4,ASV2365_4
1,4,ASV2366,4,0,0,0,motu1571,ASV2366_4,ASV2366_4
1,4,ASV2367,4,0,0,0,motu1572,ASV2367_4,ASV2367_4
1,4,ASV2368,4,0,0,0,motu1573,ASV2368_4,ASV2368_4
1,4,ASV2369,4,0,0,0,motu1574,ASV2369_4,ASV2369_4
1,4,ASV2370,4,0,0,0,motu1575,ASV2370_4,ASV2370_4
1,4,ASV2371,4,0,0,0,motu1576,ASV2371_4,ASV2371_4
1,4,ASV2372,4,0,0,0,motu1577,ASV2372_4,ASV2372_4
1,4,ASV2373,4,0,0,0,motu1578,ASV2373_4,ASV2373_4
1,4,ASV2374,4,0,0,0,motu1579,ASV2374_4,ASV2374_4
1,4,ASV2375,4,0,0,0,motu1580,ASV2375_4,ASV2375_4
1,4,ASV2376,4,0,0,0,motu1581,ASV2376_4,ASV2376_4
1,4,ASV2377,4,0,0,0,motu1582,ASV2377_4,ASV2377_4
1,4,ASV2378,4,0,0,0,motu1583,ASV2378_4,ASV2378_4
1,4,ASV2379,4,0,0,0,motu1584,ASV2379_4,ASV2379_4
1,4,ASV2380,4,0,0,0,motu1585,ASV2380_4,ASV2380_4
1,4,ASV2381,4,0,0,0,motu1586,ASV2381_4,ASV2381_4
1,3,ASV2382,3,0,0,0,motu1587,ASV2382_3,ASV2382_3
1,3,ASV2383,3,0,0,0,motu1588,ASV2383_3,ASV2383_3
1,3,ASV2384,3,0,0,0,motu1589,ASV2384_3,ASV2384_3
1,3,ASV2386,3,0,0,0,motu1590,ASV2386_3,ASV2386_3
1,3,ASV2387,3,0,0,0,motu1591,ASV2387_3,ASV2387_3
1,3,ASV2388,3,0,0,0,motu1592,ASV2388_3,ASV2388_3
1,3,ASV2389,3,0,0,0,motu1593,ASV2389_3,ASV2389_3
1,3,ASV2390,3,0,0,0,motu1594,ASV2390_3,ASV2390_3
1,3,ASV2391,3,0,0,0,motu1595,ASV2391_3,ASV2391_3
1,3,ASV2392,3,0,0,0,motu1596,ASV2392_3,ASV2392_3
1,3,ASV2393,3,0,0,0,motu1597,ASV2393_3,ASV2393_3
1,3,ASV2394,3,0,0,0,motu1598,ASV2394_3,ASV2394_3
1,3,ASV2395,3,0,0,0,motu1599,ASV2395_3,ASV2395_3
1,3,ASV2396,3,0,0,0,motu1600,ASV2396_3,ASV2396_3
1,3,ASV2397,3,0,0,0,motu1601,ASV2397_3,ASV2397_3
1,3,ASV2398,3,0,0,0,motu1602,ASV2398_3,ASV2398_3
1,3,ASV2399,3,0,0,0,motu1603,ASV2399_3,ASV2399_3
1,3,ASV2400,3,0,0,0,motu1604,ASV2400_3,ASV2400_3
1,3,ASV2401,3,0,0,0,motu1605,ASV2401_3,ASV2401_3
1,3,ASV2402,3,0,0,0,motu1606,ASV2402_3,ASV2402_3
1,3,ASV2403,3,0,0,0,motu1607,ASV2403_3,ASV2403_3
1,3,ASV2404,3,0,0,0,motu1608,ASV2404_3,ASV2404_3
1,3,ASV2405,3,0,0,0,motu1609,ASV2405_3,ASV2405_3
1,3,ASV2406,3,0,0,0,motu1610,ASV2406_3,ASV2406_3
1,3,ASV2407,3,0,0,0,motu1611,ASV2407_3,ASV2407_3
1,3,ASV2408,3,0,0,0,motu1612,ASV2408_3,ASV2408_3
1,3,ASV2409,3,0,0,0,motu1613,ASV2409_3,ASV2409_3
1,3,ASV2410,3,0,0,0,motu1614,ASV2410_3,ASV2410_3
1,3,ASV2411,3,0,0,0,motu1615,ASV2411_3,ASV2411_3
1,3,ASV2412,3,0,0,0,motu1616,ASV2412_3,ASV2412_3
1,3,ASV2413,3,0,0,0,motu1617,ASV2413_3,ASV2413_3
1,3,ASV2414,3,0,0,0,motu1618,ASV2414_3,ASV2414_3
1,3,ASV2415,3,0,0,0,motu1619,ASV2415_3,ASV2415_3
1,3,ASV2416,3,0,0,0,motu1620,ASV2416_3,ASV2416_3
1,3,ASV2417,3,0,0,0,motu1621,ASV2417_3,ASV2417_3
1,3,ASV2418,3,0,0,0,motu1622,ASV2418_3,ASV2418_3
1,3,ASV2419,3,0,0,0,motu1623,ASV2419_3,ASV2419_3
1,3,ASV2420,3,0,0,0,motu1624,ASV2420_3,ASV2420_3
1,3,ASV2421,3,0,0,0,motu1625,ASV2421_3,ASV2421_3
1,3,ASV2422,3,0,0,0,motu1626,ASV2422_3,ASV2422_3
1,3,ASV2423,3,0,0,0,motu1627,ASV2423_3,ASV2423_3
1,3,ASV2425,3,0,0,0,motu1628,ASV2425_3,ASV2425_3
1,2,ASV2426,2,0,0,0,motu1629,ASV2426_2,ASV2426_2
1,2,ASV2428,2,0,0,0,motu1630,ASV2428_2,ASV2428_2
1,2,ASV2429,2,0,0,0,motu1631,ASV2429_2,ASV2429_2
1,2,ASV2430,2,0,0,0,motu1632,ASV2430_2,ASV2430_2
1,2,ASV2431,2,0,0,0,motu1633,ASV2431_2,ASV2431_2
1,2,ASV2432,2,0,0,0,motu1634,ASV2432_2,ASV2432_2
1,2,ASV2433,2,0,0,0,motu1635,ASV2433_2,ASV2433_2
1,2,ASV2434,2,0,0,0,motu1636,ASV2434_2,ASV2434_2
1,2,ASV2435,2,0,0,0,motu1637,ASV2435_2,ASV2435_2
1,2,ASV2436,2,0,0,0,motu1638,ASV2436_2,ASV2436_2
1,2,ASV2437,2,0,0,0,motu1639,ASV2437_2,ASV2437_2
1,2,ASV2438,2,0,0,0,motu1640,ASV2438_2,ASV2438_2
1,2,ASV2439,2,0,0,0,motu1641,ASV2439_2,ASV2439_2
1,2,ASV2440,2,0,0,0,motu1642,ASV2440_2,ASV2440_2
1,2,ASV2441,2,0,0,0,motu1643,ASV2441_2,ASV2441_2
1,2,ASV2442,2,0,0,0,motu1644,ASV2442_2,ASV2442_2
1,2,ASV2443,2,0,0,0,motu1645,ASV2443_2,ASV2443_2
1,2,ASV2444,2,0,0,0,motu1646,ASV2444_2,ASV2444_2
1,2,ASV2445,2,0,0,0,motu1647,ASV2445_2,ASV2445_2
1,2,ASV2446,2,0,0,0,motu1648,ASV2446_2,ASV2446_2
1,2,ASV2447,2,0,0,0,motu1649,ASV2447_2,ASV2447_2
1,2,ASV2448,2,0,0,0,motu1650,ASV2448_2,ASV2448_2
1,2,ASV2449,2,0,0,0,motu1651,ASV2449_2,ASV2449_2
1,2,ASV2450,2,0,0,0,motu1652,ASV2450_2,ASV2450_2
1,2,ASV2451,2,0,0,0,motu1653,ASV2451_2,ASV2451_2
1,2,ASV2452,2,0,0,0,motu1654,ASV2452_2,ASV2452_2
1,2,ASV2453,2,0,0,0,motu1655,ASV2453_2,ASV2453_2
1,2,ASV2454,2,0,0,0,motu1656,ASV2454_2,ASV2454_2
1,2,ASV2455,2,0,0,0,motu1657,ASV2455_2,ASV2455_2
1,2,ASV2456,2,0,0,0,motu1658,ASV2456_2,ASV2456_2
1,2,ASV2457,2,0,0,0,motu1659,ASV2457_2,ASV2457_2
1,2,ASV2458,2,0,0,0,motu1660,ASV2458_2,ASV2458_2
1,2,ASV2459,2,0,0,0,motu1661,ASV2459_2,ASV2459_2
1,2,ASV2460,2,0,0,0,motu1662,ASV2460_2,ASV2460_2
1,2,ASV2461,2,0,0,0,motu1663,ASV2461_2,ASV2461_2
1,2,ASV2462,2,0,0,0,motu1664,ASV2462_2,ASV2462_2
1,2,ASV2463,2,0,0,0,motu1665,ASV2463_2,ASV2463_2
1,2,ASV2464,2,0,0,0,motu1666,ASV2464_2,ASV2464_2
1,2,ASV2465,2,0,0,0,motu1667,ASV2465_2,ASV2465_2
1,2,ASV2466,2,0,0,0,motu1668,ASV2466_2,ASV2466_2
1,2,ASV2467,2,0,0,0,motu1669,ASV2467_2,ASV2467_2
1,2,ASV2468,2,0,0,0,motu1670,ASV2468_2,ASV2468_2
1,2,ASV2469,2,0,0,0,motu1671,ASV2469_2,ASV2469_2
1,2,ASV2470,2,0,0,0,motu1672,ASV2470_2,ASV2470_2
1,2,ASV2471,2,0,0,0,motu1673,ASV2471_2,ASV2471_2
1,2,ASV2472,2,0,0,0,motu1674,ASV2472_2,ASV2472_2
1,2,ASV2473,2,0,0,0,motu1675,ASV2473_2,ASV2473_2
1,1,ASV2474,1,1,0,0,motu1676,ASV2474_1,ASV2474_1
1,1,ASV2475,1,1,0,0,motu1677,ASV2475_1,ASV2475_1
1,1,ASV2476,1,1,0,0,motu1678,ASV2476_1,ASV2476_1
1,1,ASV2477,1,1,0,0,motu1679,ASV2477_1,ASV2477_1
1,1,ASV2478,1,1,0,0,motu1680,ASV2478_1,ASV2478_1
1,1,ASV2479,1,1,0,0,motu1681,ASV2479_1,ASV2479_1
1,1,ASV2480,1,1,0,0,motu1682,ASV2480_1,ASV2480_1
1,1,ASV2481,1,1,0,0,motu1683,ASV2481_1,ASV2481_1
1,1,ASV2482,1,1,0,0,motu1684,ASV2482_1,ASV2482_1
