n_in_cluster,motu_reads,seed_asv,seed_reads,n_1readamplicon,max_iterations_to_limit,cumulative_steps,motu,seed_asv_reads,swarm_reads
65,56249696,ASV1,54846504,0,2,2,motu1,ASV1_54846504,ASV1_56249696
42,31012008,ASV2,21665186,0,2,2,motu2,ASV2_21665186,ASV2_31012008
15,14023742,ASV3,13607794,0,1,1,motu3,ASV3_13607794,ASV3_14023742
53,15697776,ASV4,13223320,0,2,2,motu4,ASV4_13223320,ASV4_15697776
17,9846580,ASV5,9687843,0,1,1,motu5,ASV5_9687843,ASV5_9846580
27,9788030,ASV6,9372345,0,2,2,motu6,ASV6_9372345,ASV6_9788030
3,7777962,ASV8,7014409,0,1,1,motu7,ASV8_7014409,ASV8_7777962
37,9701751,ASV9,6980331,0,3,3,motu8,ASV9_6980331,ASV9_9701751
14,7749882,ASV10,6130399,0,2,2,motu9,ASV10_6130399,ASV10_7749882
7,5027422,ASV11,4745951,0,1,1,motu10,ASV11_4745951,ASV11_5027422
11,5290823,ASV12,4180650,0,1,1,motu11,ASV12_4180650,ASV12_5290823
6,4441278,ASV13,4072000,0,2,2,motu12,ASV13_4072000,ASV13_4441278
6,3068919,ASV14,3064217,0,1,1,motu13,ASV14_3064217,ASV14_3068919
2,2965207,ASV15,2964121,0,1,1,motu14,ASV15_2964121,ASV15_2965207
28,3971470,ASV16,2882498,0,2,2,motu15,ASV16_2882498,ASV16_3971470
2,2632429,ASV17,2630476,0,1,1,motu16,ASV17_2630476,ASV17_2632429
12,2882806,ASV18,2597666,0,2,2,motu17,ASV18_2597666,ASV18_2882806
6,2790040,ASV19,2424830,0,1,1,motu18,ASV19_2424830,ASV19_2790040
5,3220767,ASV20,2338412,0,1,1,motu19,ASV20_2338412,ASV20_3220767
5,2607922,ASV21,2261890,0,2,2,motu20,ASV21_2261890,ASV21_2607922
9,2604747,ASV22,2141063,0,2,2,motu21,ASV22_2141063,ASV22_2604747
17,4818570,ASV24,1759392,0,3,3,motu22,ASV24_1759392,ASV24_4818570
5,1747645,ASV25,1744051,0,1,1,motu23,ASV25_1744051,ASV25_1747645
1,1587492,ASV26,1587492,0,0,0,motu24,ASV26_1587492,ASV26_1587492
9,3068645,ASV27,1579598,0,2,2,motu25,ASV27_1579598,ASV27_3068645
7,1910234,ASV29,1513279,0,2,2,motu26,ASV29_1513279,ASV29_1910234
2,1471550,ASV30,1460766,0,1,1,motu27,ASV30_1460766,ASV30_1471550
6,1690684,ASV31,1452590,0,1,1,motu28,ASV31_1452590,ASV31_1690684
10,1624277,ASV33,1351604,0,2,2,motu29,ASV33_1351604,ASV33_1624277
5,1294905,ASV34,1234386,0,1,1,motu30,ASV34_1234386,ASV34_1294905
4,1549367,ASV35,1209217,0,1,1,motu31,ASV35_1209217,ASV35_1549367
3,1280677,ASV36,1182170,0,1,1,motu32,ASV36_1182170,ASV36_1280677
7,2793675,ASV37,1176520,0,2,2,motu33,ASV37_1176520,ASV37_2793675
4,1417313,ASV39,1109799,0,2,2,motu34,ASV39_1109799,ASV39_1417313
6,1422769,ASV40,1085807,0,2,2,motu35,ASV40_1085807,ASV40_1422769
7,1361817,ASV42,1037010,0,2,2,motu36,ASV42_1037010,ASV42_1361817
2,940178,ASV44,916716,0,1,1,motu37,ASV44_916716,ASV44_940178
9,1874740,ASV45,895428,0,2,2,motu38,ASV45_895428,ASV45_1874740
9,1231945,ASV46,873718,0,2,2,motu39,ASV46_873718,ASV46_1231945
3,1050578,ASV49,763685,0,1,1,motu40,ASV49_763685,ASV49_1050578
1,755535,ASV51,755535,0,0,0,motu41,ASV51_755535,ASV51_755535
1,737432,ASV52,737432,0,0,0,motu42,ASV52_737432,ASV52_737432
4,1075583,ASV53,712662,0,2,2,motu43,ASV53_712662,ASV53_1075583
1,693768,ASV54,693768,0,0,0,motu44,ASV54_693768,ASV54_693768
3,749078,ASV55,681237,0,1,1,motu45,ASV55_681237,ASV55_749078
1,652895,ASV58,652895,0,0,0,motu46,ASV58_652895,ASV58_652895
3,754523,ASV59,650570,0,1,1,motu47,ASV59_650570,ASV59_754523
2,636249,ASV61,633563,0,1,1,motu48,ASV61_633563,ASV61_636249
2,768151,ASV62,598657,0,1,1,motu49,ASV62_598657,ASV62_768151
3,638903,ASV63,586638,0,2,2,motu50,ASV63_586638,ASV63_638903
2,622952,ASV64,571492,0,1,1,motu51,ASV64_571492,ASV64_622952
3,1007394,ASV66,540914,0,2,2,motu52,ASV66_540914,ASV66_1007394
1,516272,ASV68,516272,0,0,0,motu53,ASV68_516272,ASV68_516272
6,1289285,ASV69,495702,0,3,3,motu54,ASV69_495702,ASV69_1289285
1,484871,ASV70,484871,0,0,0,motu55,ASV70_484871,ASV70_484871
4,485540,ASV71,482989,0,2,2,motu56,ASV71_482989,ASV71_485540
1,448927,ASV73,448927,0,0,0,motu57,ASV73_448927,ASV73_448927
3,454624,ASV76,430852,0,1,1,motu58,ASV76_430852,ASV76_454624
1,413194,ASV77,413194,0,0,0,motu59,ASV77_413194,ASV77_413194
3,504262,ASV78,407180,0,1,1,motu60,ASV78_407180,ASV78_504262
2,406246,ASV80,391215,0,1,1,motu61,ASV80_391215,ASV80_406246
3,506504,ASV81,379760,0,1,1,motu62,ASV81_379760,ASV81_506504
1,356999,ASV82,356999,0,0,0,motu63,ASV82_356999,ASV82_356999
1,350507,ASV83,350507,0,0,0,motu64,ASV83_350507,ASV83_350507
3,401609,ASV86,328029,0,1,1,motu65,ASV86_328029,ASV86_401609
3,396628,ASV89,319425,0,1,1,motu66,ASV89_319425,ASV89_396628
1,315456,ASV90,315456,0,0,0,motu67,ASV90_315456,ASV90_315456
5,661353,ASV91,303693,0,2,2,motu68,ASV91_303693,ASV91_661353
2,303298,ASV93,300668,0,1,1,motu69,ASV93_300668,ASV93_303298
3,355041,ASV94,300175,0,2,2,motu70,ASV94_300175,ASV94_355041
2,304373,ASV95,299215,0,1,1,motu71,ASV95_299215,ASV95_304373
2,292094,ASV98,292092,0,0,0,motu72,ASV98_292092,ASV98_292094
2,322000,ASV100,276673,0,1,1,motu73,ASV100_276673,ASV100_322000
4,280004,ASV101,271080,0,2,2,motu74,ASV101_271080,ASV101_280004
10,485610,ASV102,268403,0,3,3,motu75,ASV102_268403,ASV102_485610
2,374852,ASV103,266964,0,1,1,motu76,ASV103_266964,ASV103_374852
3,266738,ASV105,263907,0,1,1,motu77,ASV105_263907,ASV105_266738
1,229896,ASV114,229896,0,0,0,motu78,ASV114_229896,ASV114_229896
2,253541,ASV115,229617,0,1,1,motu79,ASV115_229617,ASV115_253541
3,343322,ASV116,227212,0,1,1,motu80,ASV116_227212,ASV116_343322
5,477616,ASV118,219368,0,2,2,motu81,ASV118_219368,ASV118_477616
2,223348,ASV121,214322,0,1,1,motu82,ASV121_214322,ASV121_223348
3,239552,ASV125,183180,0,2,2,motu83,ASV125_183180,ASV125_239552
1,172530,ASV130,172530,0,0,0,motu84,ASV130_172530,ASV130_172530
1,171145,ASV131,171145,0,0,0,motu85,ASV131_171145,ASV131_171145
2,339937,ASV132,170367,0,1,1,motu86,ASV132_170367,ASV132_339937
2,172609,ASV135,168465,0,1,1,motu87,ASV135_168465,ASV135_172609
7,332608,ASV136,167521,0,3,3,motu88,ASV136_167521,ASV136_332608
2,257415,ASV137,163374,0,1,1,motu89,ASV137_163374,ASV137_257415
1,160998,ASV138,160998,0,0,0,motu90,ASV138_160998,ASV138_160998
2,296527,ASV141,157363,0,1,1,motu91,ASV141_157363,ASV141_296527
1,155585,ASV142,155585,0,0,0,motu92,ASV142_155585,ASV142_155585
3,198694,ASV143,154895,0,1,1,motu93,ASV143_154895,ASV143_198694
1,151021,ASV147,151021,0,0,0,motu94,ASV147_151021,ASV147_151021
2,157523,ASV149,149233,0,1,1,motu95,ASV149_149233,ASV149_157523
1,144180,ASV150,144180,0,0,0,motu96,ASV150_144180,ASV150_144180
1,136176,ASV152,136176,0,0,0,motu97,ASV152_136176,ASV152_136176
2,224960,ASV153,135329,0,1,1,motu98,ASV153_135329,ASV153_224960
1,126315,ASV155,126315,0,0,0,motu99,ASV155_126315,ASV155_126315
1,122307,ASV156,122307,0,0,0,motu100,ASV156_122307,ASV156_122307
1,119636,ASV157,119636,0,0,0,motu101,ASV157_119636,ASV157_119636
1,116339,ASV159,116339,0,0,0,motu102,ASV159_116339,ASV159_116339
1,114978,ASV160,114978,0,0,0,motu103,ASV160_114978,ASV160_114978
1,108904,ASV162,108904,0,0,0,motu104,ASV162_108904,ASV162_108904
1,101979,ASV165,101979,0,0,0,motu105,ASV165_101979,ASV165_101979
2,102682,ASV167,101925,0,1,1,motu106,ASV167_101925,ASV167_102682
4,150584,ASV170,97297,0,2,2,motu107,ASV170_97297,ASV170_150584
2,97882,ASV172,95738,0,1,1,motu108,ASV172_95738,ASV172_97882
1,95327,ASV175,95327,0,0,0,motu109,ASV175_95327,ASV175_95327
2,165217,ASV176,94940,0,1,1,motu110,ASV176_94940,ASV176_165217
1,91320,ASV179,91320,0,0,0,motu111,ASV179_91320,ASV179_91320
4,231584,ASV180,91215,0,2,2,motu112,ASV180_91215,ASV180_231584
2,89735,ASV182,88919,0,1,1,motu113,ASV182_88919,ASV182_89735
1,87086,ASV184,87086,0,0,0,motu114,ASV184_87086,ASV184_87086
1,83867,ASV186,83867,0,0,0,motu115,ASV186_83867,ASV186_83867
1,83380,ASV187,83380,0,0,0,motu116,ASV187_83380,ASV187_83380
2,82748,ASV188,82634,0,1,1,motu117,ASV188_82634,ASV188_82748
4,118452,ASV193,80732,0,1,1,motu118,ASV193_80732,ASV193_118452
3,170188,ASV196,80017,0,2,2,motu119,ASV196_80017,ASV196_170188
2,117050,ASV197,79829,0,1,1,motu120,ASV197_79829,ASV197_117050
1,76210,ASV201,76210,0,0,0,motu121,ASV201_76210,ASV201_76210
1,73849,ASV205,73849,0,0,0,motu122,ASV205_73849,ASV205_73849
1,73049,ASV207,73049,0,0,0,motu123,ASV207_73049,ASV207_73049
4,102272,ASV208,73021,0,2,2,motu124,ASV208_73021,ASV208_102272
1,70584,ASV210,70584,0,0,0,motu125,ASV210_70584,ASV210_70584
3,71373,ASV211,70551,0,2,2,motu126,ASV211_70551,ASV211_71373
1,69865,ASV215,69865,0,0,0,motu127,ASV215_69865,ASV215_69865
1,65023,ASV222,65023,0,0,0,motu128,ASV222_65023,ASV222_65023
2,63774,ASV224,63769,0,1,1,motu129,ASV224_63769,ASV224_63774
1,57785,ASV232,57785,0,0,0,motu130,ASV232_57785,ASV232_57785
2,64975,ASV233,57206,0,1,1,motu131,ASV233_57206,ASV233_64975
1,53947,ASV240,53947,0,0,0,motu132,ASV240_53947,ASV240_53947
1,51120,ASV249,51120,0,0,0,motu133,ASV249_51120,ASV249_51120
1,50918,ASV250,50918,0,0,0,motu134,ASV250_50918,ASV250_50918
3,84829,ASV251,50375,0,2,2,motu135,ASV251_50375,ASV251_84829
1,49392,ASV254,49392,0,0,0,motu136,ASV254_49392,ASV254_49392
3,55903,ASV255,48385,0,1,1,motu137,ASV255_48385,ASV255_55903
1,43879,ASV267,43879,0,0,0,motu138,ASV267_43879,ASV267_43879
2,66729,ASV271,41666,0,1,1,motu139,ASV271_41666,ASV271_66729
1,40268,ASV275,40268,0,0,0,motu140,ASV275_40268,ASV275_40268
2,43390,ASV278,39423,0,1,1,motu141,ASV278_39423,ASV278_43390
1,38892,ASV279,38892,0,0,0,motu142,ASV279_38892,ASV279_38892
2,37916,ASV283,37885,0,1,1,motu143,ASV283_37885,ASV283_37916
2,38326,ASV284,37674,0,1,1,motu144,ASV284_37674,ASV284_38326
1,35637,ASV292,35637,0,0,0,motu145,ASV292_35637,ASV292_35637
1,35418,ASV293,35418,0,0,0,motu146,ASV293_35418,ASV293_35418
1,35092,ASV294,35092,0,0,0,motu147,ASV294_35092,ASV294_35092
1,34245,ASV297,34245,0,0,0,motu148,ASV297_34245,ASV297_34245
1,32019,ASV302,32019,0,0,0,motu149,ASV302_32019,ASV302_32019
2,38394,ASV308,29845,0,1,1,motu150,ASV308_29845,ASV308_38394
1,29772,ASV309,29772,0,0,0,motu151,ASV309_29772,ASV309_29772
3,62923,ASV310,29733,0,1,1,motu152,ASV310_29733,ASV310_62923
1,29497,ASV312,29497,0,0,0,motu153,ASV312_29497,ASV312_29497
1,28514,ASV315,28514,0,0,0,motu154,ASV315_28514,ASV315_28514
1,28012,ASV317,28012,0,0,0,motu155,ASV317_28012,ASV317_28012
1,25661,ASV325,25661,0,0,0,motu156,ASV325_25661,ASV325_25661
3,28281,ASV330,24414,0,2,2,motu157,ASV330_24414,ASV330_28281
1,23742,ASV334,23742,0,0,0,motu158,ASV334_23742,ASV334_23742
7,27471,ASV339,23134,0,1,1,motu159,ASV339_23134,ASV339_27471
4,23165,ASV340,22930,0,2,2,motu160,ASV340_22930,ASV340_23165
1,22754,ASV342,22754,0,0,0,motu161,ASV342_22754,ASV342_22754
1,21103,ASV348,21103,0,0,0,motu162,ASV348_21103,ASV348_21103
1,20168,ASV350,20168,0,0,0,motu163,ASV350_20168,ASV350_20168
2,20253,ASV351,20128,0,1,1,motu164,ASV351_20128,ASV351_20253
1,19632,ASV353,19632,0,0,0,motu165,ASV353_19632,ASV353_19632
1,19360,ASV355,19360,0,0,0,motu166,ASV355_19360,ASV355_19360
2,33912,ASV359,18738,0,1,1,motu167,ASV359_18738,ASV359_33912
1,18337,ASV363,18337,0,0,0,motu168,ASV363_18337,ASV363_18337
2,17755,ASV366,17728,0,1,1,motu169,ASV366_17728,ASV366_17755
2,17662,ASV367,17596,0,1,1,motu170,ASV367_17596,ASV367_17662
1,17391,ASV368,17391,0,0,0,motu171,ASV368_17391,ASV368_17391
1,17133,ASV369,17133,0,0,0,motu172,ASV369_17133,ASV369_17133
1,16980,ASV371,16980,0,0,0,motu173,ASV371_16980,ASV371_16980
1,16231,ASV377,16231,0,0,0,motu174,ASV377_16231,ASV377_16231
1,15644,ASV380,15644,0,0,0,motu175,ASV380_15644,ASV380_15644
1,15433,ASV381,15433,0,0,0,motu176,ASV381_15433,ASV381_15433
1,14614,ASV389,14614,0,0,0,motu177,ASV389_14614,ASV389_14614
1,14550,ASV390,14550,0,0,0,motu178,ASV390_14550,ASV390_14550
1,14488,ASV391,14488,0,0,0,motu179,ASV391_14488,ASV391_14488
2,21081,ASV392,14487,0,1,1,motu180,ASV392_14487,ASV392_21081
1,14395,ASV393,14395,0,0,0,motu181,ASV393_14395,ASV393_14395
1,14393,ASV394,14393,0,0,0,motu182,ASV394_14393,ASV394_14393
1,14243,ASV396,14243,0,0,0,motu183,ASV396_14243,ASV396_14243
1,14212,ASV397,14212,0,0,0,motu184,ASV397_14212,ASV397_14212
1,13976,ASV398,13976,0,0,0,motu185,ASV398_13976,ASV398_13976
6,22005,ASV403,13461,0,2,2,motu186,ASV403_13461,ASV403_22005
1,13379,ASV404,13379,0,0,0,motu187,ASV404_13379,ASV404_13379
1,13093,ASV407,13093,0,0,0,motu188,ASV407_13093,ASV407_13093
2,15114,ASV408,13023,0,1,1,motu189,ASV408_13023,ASV408_15114
1,12986,ASV409,12986,0,0,0,motu190,ASV409_12986,ASV409_12986
5,13589,ASV412,12647,0,1,1,motu191,ASV412_12647,ASV412_13589
1,12575,ASV413,12575,0,0,0,motu192,ASV413_12575,ASV413_12575
1,12454,ASV414,12454,0,0,0,motu193,ASV414_12454,ASV414_12454
1,12249,ASV418,12249,0,0,0,motu194,ASV418_12249,ASV418_12249
3,16389,ASV419,12203,0,2,2,motu195,ASV419_12203,ASV419_16389
1,12100,ASV421,12100,0,0,0,motu196,ASV421_12100,ASV421_12100
4,15650,ASV422,12095,0,2,2,motu197,ASV422_12095,ASV422_15650
1,12055,ASV424,12055,0,0,0,motu198,ASV424_12055,ASV424_12055
1,11968,ASV428,11968,0,0,0,motu199,ASV428_11968,ASV428_11968
1,11877,ASV429,11877,0,0,0,motu200,ASV429_11877,ASV429_11877
1,11511,ASV434,11511,0,0,0,motu201,ASV434_11511,ASV434_11511
1,11466,ASV435,11466,0,0,0,motu202,ASV435_11466,ASV435_11466
1,11169,ASV437,11169,0,0,0,motu203,ASV437_11169,ASV437_11169
2,18189,ASV438,11117,0,1,1,motu204,ASV438_11117,ASV438_18189
1,11056,ASV439,11056,0,0,0,motu205,ASV439_11056,ASV439_11056
1,10975,ASV440,10975,0,0,0,motu206,ASV440_10975,ASV440_10975
1,10800,ASV443,10800,0,0,0,motu207,ASV443_10800,ASV443_10800
1,10787,ASV444,10787,0,0,0,motu208,ASV444_10787,ASV444_10787
1,10740,ASV446,10740,0,0,0,motu209,ASV446_10740,ASV446_10740
3,11156,ASV449,10573,0,2,2,motu210,ASV449_10573,ASV449_11156
1,10333,ASV452,10333,0,0,0,motu211,ASV452_10333,ASV452_10333
1,9986,ASV455,9986,0,0,0,motu212,ASV455_9986,ASV455_9986
1,9888,ASV456,9888,0,0,0,motu213,ASV456_9888,ASV456_9888
1,9872,ASV458,9872,0,0,0,motu214,ASV458_9872,ASV458_9872
1,9557,ASV460,9557,0,0,0,motu215,ASV460_9557,ASV460_9557
1,9530,ASV461,9530,0,0,0,motu216,ASV461_9530,ASV461_9530
1,9511,ASV462,9511,0,0,0,motu217,ASV462_9511,ASV462_9511
2,9506,ASV465,9377,0,1,1,motu218,ASV465_9377,ASV465_9506
2,10203,ASV471,9136,0,1,1,motu219,ASV471_9136,ASV471_10203
2,13011,ASV472,9115,0,1,1,motu220,ASV472_9115,ASV472_13011
1,9085,ASV473,9085,0,0,0,motu221,ASV473_9085,ASV473_9085
1,9054,ASV474,9054,0,0,0,motu222,ASV474_9054,ASV474_9054
1,8855,ASV478,8855,0,0,0,motu223,ASV478_8855,ASV478_8855
1,8774,ASV480,8774,0,0,0,motu224,ASV480_8774,ASV480_8774
1,8772,ASV481,8772,0,0,0,motu225,ASV481_8772,ASV481_8772
1,8708,ASV483,8708,0,0,0,motu226,ASV483_8708,ASV483_8708
1,8668,ASV484,8668,0,0,0,motu227,ASV484_8668,ASV484_8668
3,8809,ASV486,8644,0,1,1,motu228,ASV486_8644,ASV486_8809
2,9792,ASV490,8498,0,1,1,motu229,ASV490_8498,ASV490_9792
1,8469,ASV491,8469,0,0,0,motu230,ASV491_8469,ASV491_8469
1,8467,ASV492,8467,0,0,0,motu231,ASV492_8467,ASV492_8467
1,8418,ASV494,8418,0,0,0,motu232,ASV494_8418,ASV494_8418
1,8187,ASV498,8187,0,0,0,motu233,ASV498_8187,ASV498_8187
1,8054,ASV501,8054,0,0,0,motu234,ASV501_8054,ASV501_8054
1,8043,ASV503,8043,0,0,0,motu235,ASV503_8043,ASV503_8043
1,8007,ASV504,8007,0,0,0,motu236,ASV504_8007,ASV504_8007
1,7888,ASV506,7888,0,0,0,motu237,ASV506_7888,ASV506_7888
3,10388,ASV512,7703,0,1,1,motu238,ASV512_7703,ASV512_10388
1,7659,ASV513,7659,0,0,0,motu239,ASV513_7659,ASV513_7659
3,8223,ASV514,7596,0,1,1,motu240,ASV514_7596,ASV514_8223
2,8580,ASV516,7569,0,1,1,motu241,ASV516_7569,ASV516_8580
1,7546,ASV518,7546,0,0,0,motu242,ASV518_7546,ASV518_7546
1,7510,ASV521,7510,0,0,0,motu243,ASV521_7510,ASV521_7510
1,7349,ASV524,7349,0,0,0,motu244,ASV524_7349,ASV524_7349
1,7172,ASV525,7172,0,0,0,motu245,ASV525_7172,ASV525_7172
1,7026,ASV529,7026,0,0,0,motu246,ASV529_7026,ASV529_7026
1,6912,ASV530,6912,0,0,0,motu247,ASV530_6912,ASV530_6912
2,8072,ASV531,6801,0,1,1,motu248,ASV531_6801,ASV531_8072
1,6800,ASV532,6800,0,0,0,motu249,ASV532_6800,ASV532_6800
1,6779,ASV533,6779,0,0,0,motu250,ASV533_6779,ASV533_6779
1,6670,ASV535,6670,0,0,0,motu251,ASV535_6670,ASV535_6670
4,16904,ASV536,6651,0,3,3,motu252,ASV536_6651,ASV536_16904
1,6514,ASV539,6514,0,0,0,motu253,ASV539_6514,ASV539_6514
1,6422,ASV541,6422,0,0,0,motu254,ASV541_6422,ASV541_6422
1,6373,ASV543,6373,0,0,0,motu255,ASV543_6373,ASV543_6373
1,6359,ASV544,6359,0,0,0,motu256,ASV544_6359,ASV544_6359
1,6194,ASV549,6194,0,0,0,motu257,ASV549_6194,ASV549_6194
1,6051,ASV550,6051,0,0,0,motu258,ASV550_6051,ASV550_6051
1,5984,ASV553,5984,0,0,0,motu259,ASV553_5984,ASV553_5984
1,5899,ASV555,5899,0,0,0,motu260,ASV555_5899,ASV555_5899
2,6042,ASV556,5855,0,1,1,motu261,ASV556_5855,ASV556_6042
1,5776,ASV559,5776,0,0,0,motu262,ASV559_5776,ASV559_5776
2,5749,ASV560,5738,0,1,1,motu263,ASV560_5738,ASV560_5749
4,7249,ASV567,5659,0,2,2,motu264,ASV567_5659,ASV567_7249
1,5645,ASV568,5645,0,0,0,motu265,ASV568_5645,ASV568_5645
2,5640,ASV569,5632,0,1,1,motu266,ASV569_5632,ASV569_5640
2,10487,ASV570,5519,0,1,1,motu267,ASV570_5519,ASV570_10487
1,5495,ASV571,5495,0,0,0,motu268,ASV571_5495,ASV571_5495
1,5358,ASV574,5358,0,0,0,motu269,ASV574_5358,ASV574_5358
1,5353,ASV575,5353,0,0,0,motu270,ASV575_5353,ASV575_5353
1,5232,ASV576,5232,0,0,0,motu271,ASV576_5232,ASV576_5232
1,5214,ASV577,5214,0,0,0,motu272,ASV577_5214,ASV577_5214
1,5054,ASV585,5054,0,0,0,motu273,ASV585_5054,ASV585_5054
1,4937,ASV593,4937,0,0,0,motu274,ASV593_4937,ASV593_4937
1,4883,ASV595,4883,0,0,0,motu275,ASV595_4883,ASV595_4883
1,4858,ASV596,4858,0,0,0,motu276,ASV596_4858,ASV596_4858
1,4802,ASV599,4802,0,0,0,motu277,ASV599_4802,ASV599_4802
1,4775,ASV601,4775,0,0,0,motu278,ASV601_4775,ASV601_4775
1,4746,ASV602,4746,0,0,0,motu279,ASV602_4746,ASV602_4746
1,4638,ASV607,4638,0,0,0,motu280,ASV607_4638,ASV607_4638
1,4607,ASV608,4607,0,0,0,motu281,ASV608_4607,ASV608_4607
1,4602,ASV609,4602,0,0,0,motu282,ASV609_4602,ASV609_4602
1,4499,ASV613,4499,0,0,0,motu283,ASV613_4499,ASV613_4499
1,4496,ASV614,4496,0,0,0,motu284,ASV614_4496,ASV614_4496
3,4685,ASV615,4487,0,1,1,motu285,ASV615_4487,ASV615_4685
1,4414,ASV616,4414,0,0,0,motu286,ASV616_4414,ASV616_4414
3,4687,ASV617,4409,0,1,1,motu287,ASV617_4409,ASV617_4687
1,4331,ASV619,4331,0,0,0,motu288,ASV619_4331,ASV619_4331
3,6958,ASV621,4295,0,2,2,motu289,ASV621_4295,ASV621_6958
1,4223,ASV623,4223,0,0,0,motu290,ASV623_4223,ASV623_4223
2,5179,ASV624,4196,0,1,1,motu291,ASV624_4196,ASV624_5179
1,4151,ASV626,4151,0,0,0,motu292,ASV626_4151,ASV626_4151
2,4259,ASV628,4140,0,1,1,motu293,ASV628_4140,ASV628_4259
2,4553,ASV629,4089,0,1,1,motu294,ASV629_4089,ASV629_4553
1,4076,ASV630,4076,0,0,0,motu295,ASV630_4076,ASV630_4076
1,4019,ASV633,4019,0,0,0,motu296,ASV633_4019,ASV633_4019
2,4069,ASV634,4000,0,1,1,motu297,ASV634_4000,ASV634_4069
3,7127,ASV635,3978,0,2,2,motu298,ASV635_3978,ASV635_7127
1,3970,ASV636,3970,0,0,0,motu299,ASV636_3970,ASV636_3970
1,3963,ASV638,3963,0,0,0,motu300,ASV638_3963,ASV638_3963
1,3961,ASV639,3961,0,0,0,motu301,ASV639_3961,ASV639_3961
1,3927,ASV641,3927,0,0,0,motu302,ASV641_3927,ASV641_3927
1,3856,ASV645,3856,0,0,0,motu303,ASV645_3856,ASV645_3856
1,3843,ASV646,3843,0,0,0,motu304,ASV646_3843,ASV646_3843
1,3788,ASV648,3788,0,0,0,motu305,ASV648_3788,ASV648_3788
1,3783,ASV649,3783,0,0,0,motu306,ASV649_3783,ASV649_3783
1,3764,ASV650,3764,0,0,0,motu307,ASV650_3764,ASV650_3764
3,4457,ASV651,3760,0,1,1,motu308,ASV651_3760,ASV651_4457
3,4339,ASV652,3743,0,1,1,motu309,ASV652_3743,ASV652_4339
1,3729,ASV653,3729,0,0,0,motu310,ASV653_3729,ASV653_3729
4,6572,ASV661,3622,0,2,2,motu311,ASV661_3622,ASV661_6572
1,3613,ASV662,3613,0,0,0,motu312,ASV662_3613,ASV662_3613
1,3575,ASV664,3575,0,0,0,motu313,ASV664_3575,ASV664_3575
1,3566,ASV667,3566,0,0,0,motu314,ASV667_3566,ASV667_3566
1,3558,ASV668,3558,0,0,0,motu315,ASV668_3558,ASV668_3558
1,3535,ASV669,3535,0,0,0,motu316,ASV669_3535,ASV669_3535
1,3504,ASV670,3504,0,0,0,motu317,ASV670_3504,ASV670_3504
2,3472,ASV671,3454,0,1,1,motu318,ASV671_3454,ASV671_3472
1,3448,ASV672,3448,0,0,0,motu319,ASV672_3448,ASV672_3448
1,3447,ASV673,3447,0,0,0,motu320,ASV673_3447,ASV673_3447
1,3437,ASV675,3437,0,0,0,motu321,ASV675_3437,ASV675_3437
1,3418,ASV676,3418,0,0,0,motu322,ASV676_3418,ASV676_3418
1,3378,ASV678,3378,0,0,0,motu323,ASV678_3378,ASV678_3378
1,3372,ASV679,3372,0,0,0,motu324,ASV679_3372,ASV679_3372
1,3357,ASV680,3357,0,0,0,motu325,ASV680_3357,ASV680_3357
2,3360,ASV682,3322,0,1,1,motu326,ASV682_3322,ASV682_3360
1,3304,ASV685,3304,0,0,0,motu327,ASV685_3304,ASV685_3304
1,3273,ASV687,3273,0,0,0,motu328,ASV687_3273,ASV687_3273
1,3252,ASV689,3252,0,0,0,motu329,ASV689_3252,ASV689_3252
1,3247,ASV690,3247,0,0,0,motu330,ASV690_3247,ASV690_3247
1,3246,ASV691,3246,0,0,0,motu331,ASV691_3246,ASV691_3246
1,3231,ASV692,3231,0,0,0,motu332,ASV692_3231,ASV692_3231
1,3228,ASV693,3228,0,0,0,motu333,ASV693_3228,ASV693_3228
1,3160,ASV697,3160,0,0,0,motu334,ASV697_3160,ASV697_3160
2,3125,ASV701,3108,0,1,1,motu335,ASV701_3108,ASV701_3125
1,3099,ASV702,3099,0,0,0,motu336,ASV702_3099,ASV702_3099
1,3068,ASV703,3068,0,0,0,motu337,ASV703_3068,ASV703_3068
1,3038,ASV705,3038,0,0,0,motu338,ASV705_3038,ASV705_3038
1,2982,ASV706,2982,0,0,0,motu339,ASV706_2982,ASV706_2982
1,2950,ASV711,2950,0,0,0,motu340,ASV711_2950,ASV711_2950
3,4595,ASV712,2945,0,1,1,motu341,ASV712_2945,ASV712_4595
1,2927,ASV716,2927,0,0,0,motu342,ASV716_2927,ASV716_2927
1,2903,ASV717,2903,0,0,0,motu343,ASV717_2903,ASV717_2903
1,2850,ASV719,2850,0,0,0,motu344,ASV719_2850,ASV719_2850
1,2825,ASV722,2825,0,0,0,motu345,ASV722_2825,ASV722_2825
2,3091,ASV723,2822,0,1,1,motu346,ASV723_2822,ASV723_3091
1,2797,ASV725,2797,0,0,0,motu347,ASV725_2797,ASV725_2797
1,2763,ASV728,2763,0,0,0,motu348,ASV728_2763,ASV728_2763
1,2734,ASV731,2734,0,0,0,motu349,ASV731_2734,ASV731_2734
2,2887,ASV732,2723,0,1,1,motu350,ASV732_2723,ASV732_2887
1,2684,ASV735,2684,0,0,0,motu351,ASV735_2684,ASV735_2684
1,2646,ASV737,2646,0,0,0,motu352,ASV737_2646,ASV737_2646
2,2876,ASV738,2630,0,1,1,motu353,ASV738_2630,ASV738_2876
