65	56249696	ASV1	54846504	0	2	2
42	31012008	ASV2	21665186	0	2	2
15	14023742	ASV3	13607794	0	1	1
53	15697776	ASV4	13223320	0	2	2
17	9846580	ASV5	9687843	0	1	1
27	9788030	ASV6	9372345	0	2	2
3	7777962	ASV8	7014409	0	1	1
37	9701751	ASV9	6980331	0	3	3
14	7749882	ASV10	6130399	0	2	2
7	5027422	ASV11	4745951	0	1	1
11	5290823	ASV12	4180650	0	1	1
6	4441278	ASV13	4072000	0	2	2
6	3068919	ASV14	3064217	0	1	1
2	2965207	ASV15	2964121	0	1	1
28	3971470	ASV16	2882498	0	2	2
2	2632429	ASV17	2630476	0	1	1
12	2882806	ASV18	2597666	0	2	2
6	2790040	ASV19	2424830	0	1	1
5	3220767	ASV20	2338412	0	1	1
5	2607922	ASV21	2261890	0	2	2
9	2604747	ASV22	2141063	0	2	2
17	4818570	ASV24	1759392	0	3	3
5	1747645	ASV25	1744051	0	1	1
1	1587492	ASV26	1587492	0	0	0
9	3068645	ASV27	1579598	0	2	2
7	1910234	ASV29	1513279	0	2	2
2	1471550	ASV30	1460766	0	1	1
6	1690684	ASV31	1452590	0	1	1
10	1624277	ASV33	1351604	0	2	2
5	1294905	ASV34	1234386	0	1	1
4	1549367	ASV35	1209217	0	1	1
3	1280677	ASV36	1182170	0	1	1
7	2793675	ASV37	1176520	0	2	2
4	1417313	ASV39	1109799	0	2	2
6	1422769	ASV40	1085807	0	2	2
7	1361817	ASV42	1037010	0	2	2
2	940178	ASV44	916716	0	1	1
9	1874740	ASV45	895428	0	2	2
9	1231945	ASV46	873718	0	2	2
3	1050578	ASV49	763685	0	1	1
1	755535	ASV51	755535	0	0	0
1	737432	ASV52	737432	0	0	0
4	1075583	ASV53	712662	0	2	2
1	693768	ASV54	693768	0	0	0
3	749078	ASV55	681237	0	1	1
1	652895	ASV58	652895	0	0	0
3	754523	ASV59	650570	0	1	1
2	636249	ASV61	633563	0	1	1
2	768151	ASV62	598657	0	1	1
3	638903	ASV63	586638	0	2	2
2	622952	ASV64	571492	0	1	1
3	1007394	ASV66	540914	0	2	2
1	516272	ASV68	516272	0	0	0
6	1289285	ASV69	495702	0	3	3
1	484871	ASV70	484871	0	0	0
4	485540	ASV71	482989	0	2	2
1	448927	ASV73	448927	0	0	0
3	454624	ASV76	430852	0	1	1
1	413194	ASV77	413194	0	0	0
3	504262	ASV78	407180	0	1	1
2	406246	ASV80	391215	0	1	1
3	506504	ASV81	379760	0	1	1
1	356999	ASV82	356999	0	0	0
1	350507	ASV83	350507	0	0	0
3	401609	ASV86	328029	0	1	1
3	396628	ASV89	319425	0	1	1
1	315456	ASV90	315456	0	0	0
5	661353	ASV91	303693	0	2	2
2	303298	ASV93	300668	0	1	1
3	355041	ASV94	300175	0	2	2
2	304373	ASV95	299215	0	1	1
2	292094	ASV98	292092	0	0	0
2	322000	ASV100	276673	0	1	1
4	280004	ASV101	271080	0	2	2
10	485610	ASV102	268403	0	3	3
2	374852	ASV103	266964	0	1	1
3	266738	ASV105	263907	0	1	1
1	229896	ASV114	229896	0	0	0
2	253541	ASV115	229617	0	1	1
3	343322	ASV116	227212	0	1	1
5	477616	ASV118	219368	0	2	2
2	223348	ASV121	214322	0	1	1
3	239552	ASV125	183180	0	2	2
1	172530	ASV130	172530	0	0	0
1	171145	ASV131	171145	0	0	0
2	339937	ASV132	170367	0	1	1
2	172609	ASV135	168465	0	1	1
7	332608	ASV136	167521	0	3	3
2	257415	ASV137	163374	0	1	1
1	160998	ASV138	160998	0	0	0
2	296527	ASV141	157363	0	1	1
1	155585	ASV142	155585	0	0	0
3	198694	ASV143	154895	0	1	1
1	151021	ASV147	151021	0	0	0
2	157523	ASV149	149233	0	1	1
1	144180	ASV150	144180	0	0	0
1	136176	ASV152	136176	0	0	0
2	224960	ASV153	135329	0	1	1
1	126315	ASV155	126315	0	0	0
1	122307	ASV156	122307	0	0	0
1	119636	ASV157	119636	0	0	0
1	116339	ASV159	116339	0	0	0
1	114978	ASV160	114978	0	0	0
1	108904	ASV162	108904	0	0	0
1	101979	ASV165	101979	0	0	0
