seed_asv,motu,asv,asv_reads
ASV450,motu235,ASV450,8072
ASV451,motu236,ASV451,6800
ASV452,motu237,ASV452,6779
ASV454,motu238,ASV454,6670
ASV455,motu239,ASV455,6651
ASV455,motu239,ASV496,5059
ASV455,motu239,ASV528,4269
ASV455,motu239,ASV887,925
ASV455,motu239,ASV455,16904
ASV459,motu240,ASV459,6470
ASV460,motu241,ASV460,6422
ASV461,motu242,ASV461,6359
ASV466,motu243,ASV466,6194
ASV467,motu244,ASV467,6059
ASV469,motu245,ASV469,5984
ASV471,motu246,ASV471,5899
ASV472,motu247,ASV472,5855
ASV472,motu247,ASV1368,187
ASV472,motu247,ASV472,6042
ASV474,motu248,ASV474,5776
ASV475,motu249,ASV475,5738
ASV475,motu249,ASV1980,11
ASV475,motu249,ASV475,5749
ASV482,motu250,ASV482,5659
ASV482,motu250,ASV818,1253
ASV482,motu250,ASV2090,3
ASV482,motu250,ASV1202,334
ASV482,motu250,ASV482,7249
ASV483,motu251,ASV483,5645
ASV484,motu252,ASV484,5632
ASV484,motu252,ASV2024,8
ASV484,motu252,ASV484,5640
ASV485,motu253,ASV485,5519
ASV485,motu253,ASV500,4968
ASV485,motu253,ASV485,10487
ASV486,motu254,ASV486,5495
ASV489,motu255,ASV489,5358
ASV490,motu256,ASV490,5353
ASV491,motu257,ASV491,5232
ASV497,motu258,ASV497,5054
ASV501,motu259,ASV501,4937
ASV503,motu260,ASV503,4883
ASV504,motu261,ASV504,4858
ASV505,motu262,ASV505,4802
ASV507,motu263,ASV507,4775
ASV508,motu264,ASV508,4746
ASV513,motu265,ASV513,4638
ASV514,motu266,ASV514,4607
ASV519,motu267,ASV519,4505
ASV520,motu268,ASV520,4499
ASV521,motu269,ASV521,4496
ASV522,motu270,ASV522,4487
ASV522,motu270,ASV1436,141
ASV522,motu270,ASV1693,57
ASV522,motu270,ASV522,4685
ASV523,motu271,ASV523,4414
ASV524,motu272,ASV524,4409
ASV524,motu272,ASV1275,264
ASV524,motu272,ASV1948,14
ASV524,motu272,ASV524,4687
ASV525,motu273,ASV525,4331
ASV527,motu274,ASV527,4295
ASV529,motu275,ASV529,4223
ASV530,motu276,ASV530,4196
ASV530,motu276,ASV876,983
ASV530,motu276,ASV530,5179
ASV533,motu277,ASV533,4140
ASV533,motu277,ASV1486,119
ASV533,motu277,ASV533,4259
ASV534,motu278,ASV534,4089
ASV534,motu278,ASV1106,464
ASV534,motu278,ASV534,4553
ASV535,motu279,ASV535,4076
ASV536,motu280,ASV536,4034
ASV539,motu281,ASV539,4019
ASV540,motu282,ASV540,4000
ASV540,motu282,ASV1642,69
ASV540,motu282,ASV540,4069
ASV541,motu283,ASV541,3978
ASV541,motu283,ASV736,1739
ASV541,motu283,ASV792,1410
ASV541,motu283,ASV541,7127
ASV542,motu284,ASV542,3970
ASV544,motu285,ASV544,3963
ASV545,motu286,ASV545,3961
ASV547,motu287,ASV547,3927
ASV549,motu288,ASV549,3856
ASV550,motu289,ASV550,3843
ASV551,motu290,ASV551,3842
ASV554,motu291,ASV554,3788
ASV555,motu292,ASV555,3783
ASV556,motu293,ASV556,3764
ASV557,motu294,ASV557,3760
ASV557,motu294,ASV1128,430
ASV557,motu294,ASV1268,267
ASV557,motu294,ASV557,4457
ASV558,motu295,ASV558,3743
ASV558,motu295,ASV1080,511
ASV558,motu295,ASV1576,85
ASV558,motu295,ASV558,4339
ASV559,motu296,ASV559,3729
ASV564,motu297,ASV564,3622
ASV564,motu297,ASV668,2369
ASV564,motu297,ASV1228,305
ASV564,motu297,ASV1258,276
ASV564,motu297,ASV564,6572
ASV565,motu298,ASV565,3613
ASV567,motu299,ASV567,3575
ASV568,motu300,ASV568,3566
ASV569,motu301,ASV569,3558
ASV570,motu302,ASV570,3535
ASV571,motu303,ASV571,3504
ASV572,motu304,ASV572,3454
ASV572,motu304,ASV1913,18
ASV572,motu304,ASV572,3472
ASV573,motu305,ASV573,3448
ASV574,motu306,ASV574,3447
ASV576,motu307,ASV576,3437
ASV577,motu308,ASV577,3418
ASV579,motu309,ASV579,3378
ASV580,motu310,ASV580,3357
ASV582,motu311,ASV582,3322
ASV582,motu311,ASV1780,38
ASV582,motu311,ASV582,3360
ASV585,motu312,ASV585,3304
ASV586,motu313,ASV586,3273
ASV587,motu314,ASV587,3252
ASV588,motu315,ASV588,3247
ASV589,motu316,ASV589,3246
ASV590,motu317,ASV590,3231
ASV591,motu318,ASV591,3228
ASV595,motu319,ASV595,3160
ASV596,motu320,ASV596,3108
ASV596,motu320,ASV1920,17
ASV596,motu320,ASV596,3125
ASV597,motu321,ASV597,3099
ASV598,motu322,ASV598,3068
ASV600,motu323,ASV600,3038
ASV601,motu324,ASV601,2982
ASV605,motu325,ASV605,2950
ASV606,motu326,ASV606,2945
ASV606,motu326,ASV847,1127
ASV606,motu326,ASV1073,523
ASV606,motu326,ASV606,4595
ASV610,motu327,ASV610,2927
ASV611,motu328,ASV611,2903
ASV614,motu329,ASV614,2850
ASV616,motu330,ASV616,2825
ASV617,motu331,ASV617,2822
ASV617,motu331,ASV1264,269
ASV617,motu331,ASV617,3091
ASV618,motu332,ASV618,2797
ASV621,motu333,ASV621,2763
ASV623,motu334,ASV623,2734
ASV624,motu335,ASV624,2723
ASV624,motu335,ASV1404,164
ASV624,motu335,ASV624,2887
ASV628,motu336,ASV628,2684
ASV630,motu337,ASV630,2646
ASV631,motu338,ASV631,2630
ASV631,motu338,ASV1291,246
ASV631,motu338,ASV631,2876
ASV633,motu339,ASV633,2620
ASV634,motu340,ASV634,2616
ASV634,motu340,ASV1184,358
ASV634,motu340,ASV1322,223
ASV634,motu340,ASV634,3197
ASV635,motu341,ASV635,2612
ASV636,motu342,ASV636,2610
ASV637,motu343,ASV637,2602
ASV637,motu343,ASV1774,38
ASV637,motu343,ASV637,2640
ASV639,motu344,ASV639,2600
ASV640,motu345,ASV640,2598
ASV641,motu346,ASV641,2596
ASV643,motu347,ASV643,2589
ASV643,motu347,ASV709,1971
ASV643,motu347,ASV643,4560
ASV644,motu348,ASV644,2571
ASV645,motu349,ASV645,2561
ASV647,motu350,ASV647,2549
ASV649,motu351,ASV649,2538
ASV650,motu352,ASV650,2535
ASV654,motu353,ASV654,2492
ASV655,motu354,ASV655,2488
ASV655,motu354,ASV1186,355
ASV655,motu354,ASV655,2843
ASV657,motu355,ASV657,2453
ASV657,motu355,ASV1030,581
ASV657,motu355,ASV657,3034
ASV658,motu356,ASV658,2447
ASV658,motu356,ASV1564,90
ASV658,motu356,ASV658,2537
ASV659,motu357,ASV659,2425
ASV661,motu358,ASV661,2414
ASV662,motu359,ASV662,2409
ASV663,motu360,ASV663,2403
ASV664,motu361,ASV664,2397
ASV665,motu362,ASV665,2378
ASV665,motu362,ASV1382,176
ASV665,motu362,ASV1383,175
ASV665,motu362,ASV665,2729
ASV666,motu363,ASV666,2378
ASV667,motu364,ASV667,2376
ASV669,motu365,ASV669,2349
ASV670,motu366,ASV670,2345
ASV671,motu367,ASV671,2305
ASV672,motu368,ASV672,2277
ASV673,motu369,ASV673,2269
ASV674,motu370,ASV674,2253
ASV677,motu371,ASV677,2220
ASV678,motu372,ASV678,2203
ASV679,motu373,ASV679,2200
ASV681,motu374,ASV681,2170
ASV684,motu375,ASV684,2130
ASV685,motu376,ASV685,2111
ASV686,motu377,ASV686,2102
ASV686,motu377,ASV967,735
ASV686,motu377,ASV1393,171
ASV686,motu377,ASV686,3008
ASV687,motu378,ASV687,2096
ASV689,motu379,ASV689,2076
ASV690,motu380,ASV690,2070
ASV691,motu381,ASV691,2051
ASV692,motu382,ASV692,2036
ASV693,motu383,ASV693,2036
ASV693,motu383,ASV1495,115
ASV693,motu383,ASV693,2151
ASV697,motu384,ASV697,2011
ASV697,motu384,ASV1293,244
ASV697,motu384,ASV697,2255
ASV699,motu385,ASV699,2000
ASV700,motu386,ASV700,2000
ASV701,motu387,ASV701,1997
ASV703,motu388,ASV703,1993
ASV703,motu388,ASV1037,574
ASV703,motu388,ASV1116,446
ASV703,motu388,ASV1500,114
ASV703,motu388,ASV1270,266
ASV703,motu388,ASV703,3393
ASV704,motu389,ASV704,1985
ASV708,motu390,ASV708,1972
ASV711,motu391,ASV711,1946
ASV712,motu392,ASV712,1944
ASV714,motu393,ASV714,1904
ASV715,motu394,ASV715,1880
ASV717,motu395,ASV717,1871
ASV720,motu396,ASV720,1851
ASV721,motu397,ASV721,1850
ASV725,motu398,ASV725,1836
ASV725,motu398,ASV1589,81
ASV725,motu398,ASV725,1917
ASV726,motu399,ASV726,1834
ASV727,motu400,ASV727,1806
ASV728,motu401,ASV728,1805
ASV728,motu401,ASV1109,461
ASV728,motu401,ASV728,2266
ASV732,motu402,ASV732,1782
ASV733,motu403,ASV733,1765
ASV734,motu404,ASV734,1752
ASV737,motu405,ASV737,1738
ASV738,motu406,ASV738,1736
ASV739,motu407,ASV739,1732
ASV741,motu408,ASV741,1715
ASV742,motu409,ASV742,1702
ASV743,motu410,ASV743,1695
ASV744,motu411,ASV744,1692
ASV745,motu412,ASV745,1688
ASV747,motu413,ASV747,1672
ASV748,motu414,ASV748,1668
ASV748,motu414,ASV1685,58
ASV748,motu414,ASV748,1726
ASV749,motu415,ASV749,1666
ASV750,motu416,ASV750,1662
ASV750,motu416,ASV961,751
ASV750,motu416,ASV750,2413
ASV751,motu417,ASV751,1655
ASV752,motu418,ASV752,1643
ASV753,motu419,ASV753,1641
ASV755,motu420,ASV755,1614
ASV759,motu421,ASV759,1591
ASV760,motu422,ASV760,1589
ASV761,motu423,ASV761,1588
ASV764,motu424,ASV764,1584
ASV766,motu425,ASV766,1580
ASV767,motu426,ASV767,1560
ASV768,motu427,ASV768,1556
ASV769,motu428,ASV769,1545
ASV771,motu429,ASV771,1522
ASV772,motu430,ASV772,1503
ASV773,motu431,ASV773,1498
ASV774,motu432,ASV774,1496
ASV775,motu433,ASV775,1495
ASV776,motu434,ASV776,1480
ASV777,motu435,ASV777,1474
ASV779,motu436,ASV779,1471
ASV781,motu437,ASV781,1471
ASV784,motu438,ASV784,1445
ASV785,motu439,ASV785,1445
ASV786,motu440,ASV786,1443
ASV787,motu441,ASV787,1432
ASV788,motu442,ASV788,1432
ASV789,motu443,ASV789,1425
ASV794,motu444,ASV794,1406
ASV795,motu445,ASV795,1403
ASV796,motu446,ASV796,1398
ASV798,motu447,ASV798,1388
ASV800,motu448,ASV800,1374
ASV800,motu448,ASV1547,97
ASV800,motu448,ASV800,1471
ASV803,motu449,ASV803,1348
ASV803,motu449,ASV1910,18
ASV803,motu449,ASV803,1366
ASV804,motu450,ASV804,1337
ASV805,motu451,ASV805,1332
ASV806,motu452,ASV806,1322
ASV807,motu453,ASV807,1310
ASV810,motu454,ASV810,1281
ASV813,motu455,ASV813,1271
ASV815,motu456,ASV815,1267
ASV816,motu457,ASV816,1261
ASV817,motu458,ASV817,1258
ASV819,motu459,ASV819,1252
ASV819,motu459,ASV1146,406
ASV819,motu459,ASV819,1658
ASV820,motu460,ASV820,1246
ASV821,motu461,ASV821,1244
ASV822,motu462,ASV822,1239
ASV824,motu463,ASV824,1231
ASV825,motu464,ASV825,1227
ASV825,motu464,ASV959,753
ASV825,motu464,ASV1259,275
ASV825,motu464,ASV825,2255
ASV826,motu465,ASV826,1225
ASV826,motu465,ASV1012,630
ASV826,motu465,ASV1183,360
ASV826,motu465,ASV1715,53
ASV826,motu465,ASV826,2268
ASV828,motu466,ASV828,1213
ASV829,motu467,ASV829,1212
ASV830,motu468,ASV830,1208
ASV832,motu469,ASV832,1194
ASV834,motu470,ASV834,1188
ASV837,motu471,ASV837,1170
ASV841,motu472,ASV841,1160
ASV842,motu473,ASV842,1160
ASV843,motu474,ASV843,1158
ASV843,motu474,ASV1451,135
ASV843,motu474,ASV843,1293
ASV844,motu475,ASV844,1153
ASV845,motu476,ASV845,1153
ASV846,motu477,ASV846,1143
ASV848,motu478,ASV848,1120
ASV849,motu479,ASV849,1117
ASV850,motu480,ASV850,1109
ASV851,motu481,ASV851,1100
ASV852,motu482,ASV852,1091
ASV853,motu483,ASV853,1089
ASV855,motu484,ASV855,1083
ASV856,motu485,ASV856,1082
ASV858,motu486,ASV858,1067
ASV860,motu487,ASV860,1057
ASV862,motu488,ASV862,1041
ASV867,motu489,ASV867,1009
ASV868,motu490,ASV868,1007
ASV869,motu491,ASV869,995
ASV870,motu492,ASV870,995
ASV871,motu493,ASV871,992
ASV872,motu494,ASV872,992
ASV873,motu495,ASV873,988
ASV874,motu496,ASV874,983
ASV874,motu496,ASV1882,21
ASV874,motu496,ASV874,1004
ASV875,motu497,ASV875,983
ASV878,motu498,ASV878,963
ASV879,motu499,ASV879,962
ASV880,motu500,ASV880,960
ASV881,motu501,ASV881,954
ASV882,motu502,ASV882,948
ASV882,motu502,ASV1647,67
ASV882,motu502,ASV1911,18
ASV882,motu502,ASV882,1033
ASV883,motu503,ASV883,947
ASV884,motu504,ASV884,946
ASV885,motu505,ASV885,938
ASV886,motu506,ASV886,930
ASV890,motu507,ASV890,919
ASV891,motu508,ASV891,916
ASV892,motu509,ASV892,913
ASV892,motu509,ASV1587,81
ASV892,motu509,ASV892,994
ASV893,motu510,ASV893,911
ASV894,motu511,ASV894,907
ASV895,motu512,ASV895,904
ASV896,motu513,ASV896,904
ASV896,motu513,ASV1135,421
ASV896,motu513,ASV896,1325
ASV897,motu514,ASV897,902
ASV897,motu514,ASV1302,237
ASV897,motu514,ASV1640,69
ASV897,motu514,ASV897,1208
ASV898,motu515,ASV898,901
ASV900,motu516,ASV900,898
ASV901,motu517,ASV901,892
ASV903,motu518,ASV903,888
ASV904,motu519,ASV904,885
ASV905,motu520,ASV905,885
ASV906,motu521,ASV906,879
ASV907,motu522,ASV907,879
ASV908,motu523,ASV908,876
ASV909,motu524,ASV909,876
ASV909,motu524,ASV1673,61
ASV909,motu524,ASV909,937
ASV910,motu525,ASV910,866
ASV911,motu526,ASV911,864
ASV912,motu527,ASV912,862
ASV913,motu528,ASV913,858
ASV914,motu529,ASV914,857
ASV915,motu530,ASV915,848
ASV916,motu531,ASV916,846
ASV917,motu532,ASV917,844
ASV918,motu533,ASV918,844
ASV919,motu534,ASV919,840
ASV920,motu535,ASV920,837
ASV921,motu536,ASV921,836
ASV922,motu537,ASV922,834
ASV924,motu538,ASV924,823
ASV926,motu539,ASV926,819
ASV926,motu539,ASV1639,69
ASV926,motu539,ASV926,888
ASV927,motu540,ASV927,818
ASV928,motu541,ASV928,815
ASV929,motu542,ASV929,812
ASV930,motu543,ASV930,809
ASV931,motu544,ASV931,808
ASV932,motu545,ASV932,807
ASV934,motu546,ASV934,803
ASV935,motu547,ASV935,801
ASV936,motu548,ASV936,798
ASV937,motu549,ASV937,795
ASV938,motu550,ASV938,795
ASV939,motu551,ASV939,793
ASV940,motu552,ASV940,792
ASV941,motu553,ASV941,788
ASV942,motu554,ASV942,785
ASV943,motu555,ASV943,785
ASV944,motu556,ASV944,784
ASV945,motu557,ASV945,783
ASV946,motu558,ASV946,781
ASV947,motu559,ASV947,779
ASV948,motu560,ASV948,777
ASV949,motu561,ASV949,775
ASV950,motu562,ASV950,772
ASV951,motu563,ASV951,764
ASV953,motu564,ASV953,759
ASV954,motu565,ASV954,757
ASV955,motu566,ASV955,757
ASV956,motu567,ASV956,757
ASV958,motu568,ASV958,756
ASV958,motu568,ASV1769,40
ASV958,motu568,ASV958,796
ASV960,motu569,ASV960,752
ASV963,motu570,ASV963,750
ASV964,motu571,ASV964,750
ASV965,motu572,ASV965,747
ASV966,motu573,ASV966,736
ASV966,motu573,ASV1877,22
ASV966,motu573,ASV966,758
ASV968,motu574,ASV968,735
ASV970,motu575,ASV970,717
ASV971,motu576,ASV971,700
ASV971,motu576,ASV1074,522
ASV971,motu576,ASV971,1222
ASV972,motu577,ASV972,699
ASV973,motu578,ASV973,697
ASV974,motu579,ASV974,695
ASV974,motu579,ASV1347,206
ASV974,motu579,ASV1351,202
ASV974,motu579,ASV1425,148
ASV974,motu579,ASV974,1251
ASV976,motu580,ASV976,693
ASV976,motu580,ASV1308,231
ASV976,motu580,ASV1987,11
ASV976,motu580,ASV976,935
ASV977,motu581,ASV977,691
ASV977,motu581,ASV986,674
ASV977,motu581,ASV1761,41
ASV977,motu581,ASV977,1406
ASV978,motu582,ASV978,690
ASV979,motu583,ASV979,688
ASV980,motu584,ASV980,688
ASV981,motu585,ASV981,686
ASV981,motu585,ASV1017,612
ASV981,motu585,ASV981,1298
ASV982,motu586,ASV982,685
ASV982,motu586,ASV1059,539
ASV982,motu586,ASV982,1224
ASV983,motu587,ASV983,685
ASV984,motu588,ASV984,683
ASV985,motu589,ASV985,675
ASV987,motu590,ASV987,674
ASV987,motu590,ASV1422,150
ASV987,motu590,ASV987,824
ASV988,motu591,ASV988,670
ASV990,motu592,ASV990,669
ASV991,motu593,ASV991,668
ASV992,motu594,ASV992,668
ASV993,motu595,ASV993,667
ASV994,motu596,ASV994,666
ASV995,motu597,ASV995,662
ASV995,motu597,ASV1674,61
ASV995,motu597,ASV1900,19
ASV995,motu597,ASV995,742
ASV996,motu598,ASV996,659
ASV997,motu599,ASV997,656
ASV1001,motu600,ASV1001,649
ASV1003,motu601,ASV1003,646
ASV1004,motu602,ASV1004,644
ASV1005,motu603,ASV1005,641
ASV1006,motu604,ASV1006,639
ASV1008,motu605,ASV1008,635
ASV1009,motu606,ASV1009,634
ASV1010,motu607,ASV1010,633
ASV1011,motu608,ASV1011,631
ASV1013,motu609,ASV1013,628
ASV1014,motu610,ASV1014,616
ASV1015,motu611,ASV1015,614
ASV1016,motu612,ASV1016,612
ASV1018,motu613,ASV1018,610
ASV1020,motu614,ASV1020,605
ASV1021,motu615,ASV1021,604
ASV1022,motu616,ASV1022,600
ASV1023,motu617,ASV1023,598
ASV1024,motu618,ASV1024,593
ASV1025,motu619,ASV1025,592
ASV1026,motu620,ASV1026,592
ASV1027,motu621,ASV1027,586
ASV1028,motu622,ASV1028,585
ASV1029,motu623,ASV1029,583
ASV1032,motu624,ASV1032,579
ASV1033,motu625,ASV1033,577
ASV1034,motu626,ASV1034,577
ASV1034,motu626,ASV1332,214
ASV1034,motu626,ASV1439,140
ASV1034,motu626,ASV1034,931
ASV1036,motu627,ASV1036,574
ASV1038,motu628,ASV1038,573
ASV1039,motu629,ASV1039,570
ASV1040,motu630,ASV1040,569
ASV1041,motu631,ASV1041,566
ASV1042,motu632,ASV1042,556
ASV1043,motu633,ASV1043,556
ASV1044,motu634,ASV1044,555
ASV1045,motu635,ASV1045,553
ASV1047,motu636,ASV1047,551
ASV1048,motu637,ASV1048,549
ASV1050,motu638,ASV1050,546
ASV1051,motu639,ASV1051,545
ASV1053,motu640,ASV1053,544
ASV1054,motu641,ASV1054,544
ASV1055,motu642,ASV1055,543
ASV1057,motu643,ASV1057,542
ASV1060,motu644,ASV1060,539
ASV1061,motu645,ASV1061,538
ASV1061,motu645,ASV1200,337
ASV1061,motu645,ASV1061,875
ASV1062,motu646,ASV1062,537
ASV1064,motu647,ASV1064,535
ASV1065,motu648,ASV1065,534
ASV1066,motu649,ASV1066,533
ASV1067,motu650,ASV1067,533
ASV1068,motu651,ASV1068,532
ASV1069,motu652,ASV1069,527
ASV1070,motu653,ASV1070,526
ASV1071,motu654,ASV1071,525
ASV1072,motu655,ASV1072,523
ASV1075,motu656,ASV1075,521
ASV1077,motu657,ASV1077,514
ASV1079,motu658,ASV1079,511
ASV1081,motu659,ASV1081,510
ASV1082,motu660,ASV1082,507
ASV1082,motu660,ASV1676,61
ASV1082,motu660,ASV1082,568
ASV1084,motu661,ASV1084,504
ASV1086,motu662,ASV1086,503
ASV1087,motu663,ASV1087,501
ASV1089,motu664,ASV1089,493
ASV1090,motu665,ASV1090,493
ASV1091,motu666,ASV1091,492
ASV1092,motu667,ASV1092,491
ASV1093,motu668,ASV1093,490
ASV1094,motu669,ASV1094,489
ASV1094,motu669,ASV1520,105
ASV1094,motu669,ASV1094,594
ASV1095,motu670,ASV1095,482
ASV1095,motu670,ASV1524,104
ASV1095,motu670,ASV1095,586
ASV1096,motu671,ASV1096,480
ASV1097,motu672,ASV1097,478
ASV1098,motu673,ASV1098,476
ASV1099,motu674,ASV1099,476
ASV1100,motu675,ASV1100,474
ASV1101,motu676,ASV1101,474
ASV1104,motu677,ASV1104,467
ASV1105,motu678,ASV1105,467
ASV1107,motu679,ASV1107,462
ASV1107,motu679,ASV1846,26
ASV1107,motu679,ASV1107,488
ASV1108,motu680,ASV1108,462
ASV1110,motu681,ASV1110,460
ASV1111,motu682,ASV1111,460
ASV1112,motu683,ASV1112,458
ASV1113,motu684,ASV1113,455
ASV1114,motu685,ASV1114,454
ASV1114,motu685,ASV1212,323
ASV1114,motu685,ASV1114,777
ASV1115,motu686,ASV1115,453
ASV1117,motu687,ASV1117,444
ASV1118,motu688,ASV1118,442
ASV1119,motu689,ASV1119,440
ASV1120,motu690,ASV1120,440
ASV1121,motu691,ASV1121,438
ASV1122,motu692,ASV1122,436
ASV1124,motu693,ASV1124,435
ASV1125,motu694,ASV1125,434
ASV1126,motu695,ASV1126,431
ASV1127,motu696,ASV1127,431
ASV1131,motu697,ASV1131,426
ASV1133,motu698,ASV1133,424
ASV1134,motu699,ASV1134,422
ASV1134,motu699,ASV1310,230
ASV1134,motu699,ASV1134,652
ASV1136,motu700,ASV1136,417
ASV1137,motu701,ASV1137,416
ASV1138,motu702,ASV1138,416
ASV1139,motu703,ASV1139,416
ASV1140,motu704,ASV1140,413
ASV1141,motu705,ASV1141,413
ASV1142,motu706,ASV1142,412
ASV1143,motu707,ASV1143,410
ASV1144,motu708,ASV1144,408
ASV1148,motu709,ASV1148,402
ASV1149,motu710,ASV1149,400
ASV1150,motu711,ASV1150,399
ASV1151,motu712,ASV1151,398
ASV1152,motu713,ASV1152,398
ASV1153,motu714,ASV1153,396
ASV1155,motu715,ASV1155,390
ASV1156,motu716,ASV1156,388
ASV1158,motu717,ASV1158,387
ASV1158,motu717,ASV1218,319
ASV1158,motu717,ASV1158,706
ASV1159,motu718,ASV1159,387
ASV1161,motu719,ASV1161,384
ASV1165,motu720,ASV1165,376
ASV1167,motu721,ASV1167,372
ASV1168,motu722,ASV1168,372
ASV1169,motu723,ASV1169,372
ASV1170,motu724,ASV1170,371
ASV1171,motu725,ASV1171,370
ASV1172,motu726,ASV1172,368
ASV1173,motu727,ASV1173,368
ASV1174,motu728,ASV1174,368
ASV1175,motu729,ASV1175,367
ASV1175,motu729,ASV1603,77
ASV1175,motu729,ASV1175,444
ASV1176,motu730,ASV1176,366
ASV1177,motu731,ASV1177,364
ASV1178,motu732,ASV1178,363
ASV1180,motu733,ASV1180,363
ASV1181,motu734,ASV1181,363
ASV1182,motu735,ASV1182,362
ASV1187,motu736,ASV1187,353
ASV1188,motu737,ASV1188,353
ASV1190,motu738,ASV1190,347
ASV1191,motu739,ASV1191,347
ASV1192,motu740,ASV1192,347
ASV1193,motu741,ASV1193,346
ASV1193,motu741,ASV1695,57
ASV1193,motu741,ASV1807,32
ASV1193,motu741,ASV1193,435
ASV1194,motu742,ASV1194,345
ASV1195,motu743,ASV1195,345
ASV1196,motu744,ASV1196,344
ASV1197,motu745,ASV1197,343
ASV1199,motu746,ASV1199,339
ASV1201,motu747,ASV1201,336
ASV1203,motu748,ASV1203,333
ASV1204,motu749,ASV1204,333
ASV1205,motu750,ASV1205,332
ASV1206,motu751,ASV1206,330
ASV1207,motu752,ASV1207,330
ASV1208,motu753,ASV1208,327
ASV1209,motu754,ASV1209,326
ASV1210,motu755,ASV1210,325
ASV1211,motu756,ASV1211,325
ASV1213,motu757,ASV1213,323
ASV1214,motu758,ASV1214,323
ASV1216,motu759,ASV1216,320
ASV1217,motu760,ASV1217,320
ASV1219,motu761,ASV1219,318
ASV1220,motu762,ASV1220,317
ASV1221,motu763,ASV1221,317
ASV1222,motu764,ASV1222,316
ASV1223,motu765,ASV1223,313
ASV1224,motu766,ASV1224,313
ASV1225,motu767,ASV1225,310
ASV1225,motu767,ASV1909,18
ASV1225,motu767,ASV1225,328
ASV1226,motu768,ASV1226,308
ASV1227,motu769,ASV1227,307
ASV1229,motu770,ASV1229,304
ASV1229,motu770,ASV1878,21
ASV1229,motu770,ASV1229,325
ASV1230,motu771,ASV1230,302
ASV1231,motu772,ASV1231,302
ASV1233,motu773,ASV1233,301
ASV1234,motu774,ASV1234,301
ASV1235,motu775,ASV1235,300
ASV1237,motu776,ASV1237,297
ASV1238,motu777,ASV1238,296
ASV1239,motu778,ASV1239,295
ASV1240,motu779,ASV1240,293
ASV1241,motu780,ASV1241,293
ASV1242,motu781,ASV1242,291
ASV1243,motu782,ASV1243,290
ASV1244,motu783,ASV1244,290
ASV1245,motu784,ASV1245,288
ASV1246,motu785,ASV1246,287
ASV1246,motu785,ASV1859,24
ASV1246,motu785,ASV1246,311
ASV1247,motu786,ASV1247,287
ASV1248,motu787,ASV1248,286
ASV1249,motu788,ASV1249,284
ASV1250,motu789,ASV1250,284
ASV1251,motu790,ASV1251,281
ASV1253,motu791,ASV1253,281
ASV1254,motu792,ASV1254,280
ASV1254,motu792,ASV1262,269
ASV1254,motu792,ASV1329,216
ASV1254,motu792,ASV1348,205
ASV1254,motu792,ASV1403,164
ASV1254,motu792,ASV1434,143
ASV1254,motu792,ASV1503,112
ASV1254,motu792,ASV1572,85
ASV1254,motu792,ASV1394,170
ASV1254,motu792,ASV1395,170
ASV1254,motu792,ASV1415,157
ASV1254,motu792,ASV1459,131
ASV1254,motu792,ASV1485,119
ASV1254,motu792,ASV1546,97
ASV1254,motu792,ASV1556,93
ASV1254,motu792,ASV1562,91
ASV1254,motu792,ASV1585,81
ASV1254,motu792,ASV1598,77
ASV1254,motu792,ASV1599,77
ASV1254,motu792,ASV1627,71
ASV1254,motu792,ASV1668,61
ASV1254,motu792,ASV1446,136
ASV1254,motu792,ASV1516,106
ASV1254,motu792,ASV1518,105
ASV1254,motu792,ASV1534,100
ASV1254,motu792,ASV1566,89
ASV1254,motu792,ASV1573,85
ASV1254,motu792,ASV1579,83
ASV1254,motu792,ASV1610,75
ASV1254,motu792,ASV1621,72
ASV1254,motu792,ASV1622,72
ASV1254,motu792,ASV1635,69
ASV1254,motu792,ASV1636,69
ASV1254,motu792,ASV1649,66
ASV1254,motu792,ASV1658,64
ASV1254,motu792,ASV1719,52
ASV1254,motu792,ASV1726,50
ASV1254,motu792,ASV1733,48
ASV1254,motu792,ASV1582,82
ASV1254,motu792,ASV1593,79
ASV1254,motu792,ASV1605,76
ASV1254,motu792,ASV1653,65
ASV1254,motu792,ASV1654,65
ASV1254,motu792,ASV1661,63
ASV1254,motu792,ASV1667,61
ASV1254,motu792,ASV1679,59
ASV1254,motu792,ASV1682,58
ASV1254,motu792,ASV1683,58
ASV1254,motu792,ASV1687,57
ASV1254,motu792,ASV1702,54
ASV1254,motu792,ASV1718,52
ASV1254,motu792,ASV1762,40 ASV1696
ASV1254,motu792,ASV1254,5238
ASV1255,motu793,ASV1255,277
ASV1255,motu793,ASV1273,265
ASV1255,motu793,ASV1255,542
ASV1256,motu794,ASV1256,277
ASV1257,motu795,ASV1257,276
ASV1257,motu795,ASV1260,274
ASV1257,motu795,ASV1257,550
ASV1261,motu796,ASV1261,272
ASV1263,motu797,ASV1263,269
ASV1265,motu798,ASV1265,269
ASV1266,motu799,ASV1266,269
ASV1267,motu800,ASV1267,268
ASV1269,motu801,ASV1269,266
ASV1272,motu802,ASV1272,266
ASV1274,motu803,ASV1274,264
ASV1276,motu804,ASV1276,264
ASV1277,motu805,ASV1277,262
ASV1277,motu805,ASV1414,158
ASV1277,motu805,ASV1746,44
ASV1277,motu805,ASV1277,464
ASV1278,motu806,ASV1278,262
